Accelerometer LUA^ accZ;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accY;InertialMeasurementUnit BACK accX;Accelerometer BACK accZ;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
276.0;-152.0;207.0;-217.0;-947.0;-559.0;375.0;-252.0;824.0
285.0;-89.0;?;-164.0;-951.0;-566.0;375.0;-212.0;817.0
271.0;-106.0;225.0;-158.0;-960.0;-559.0;381.0;-218.0;814.0
267.0;-72.0;234.0;-194.0;-965.0;-545.0;421.0;-171.0;817.0
271.0;-4.0;237.0;-225.0;-963.0;-568.0;411.0;-148.0;842.0
225.0;42.0;230.0;-161.0;-953.0;-554.0;398.0;?;840.0
226.0;93.0;227.0;-130.0;-956.0;-540.0;384.0;-136.0;847.0
245.0;?;225.0;-139.0;-962.0;?;413.0;-138.0;866.0
215.0;141.0;217.0;-150.0;?;?;387.0;-137.0;853.0
198.0;146.0;206.0;-158.0;-971.0;-526.0;385.0;?;837.0
221.0;148.0;202.0;-187.0;-977.0;-505.0;?;-139.0;766.0
215.0;134.0;197.0;-203.0;-976.0;-563.0;?;-155.0;813.0
222.0;109.0;194.0;-245.0;-950.0;-375.0;306.0;-134.0;503.0
215.0;117.0;203.0;-283.0;-918.0;-571.0;286.0;-107.0;944.0
232.0;81.0;216.0;-135.0;-890.0;-849.0;409.0;-98.0;1394.0
244.0;10.0;190.0;-157.0;-803.0;-426.0;287.0;-174.0;788.0
256.0;-105.0;238.0;-131.0;-657.0;-570.0;317.0;-182.0;1082.0
223.0;-164.0;70.0;-347.0;-1609.0;-400.0;363.0;?;821.0
245.0;729.0;169.0;-201.0;-1096.0;-381.0;?;50.0;849.0
194.0;530.0;221.0;-156.0;-1049.0;-436.0;197.0;-194.0;868.0
226.0;356.0;133.0;-372.0;-1023.0;-607.0;282.0;-204.0;938.0
493.0;160.0;?;-492.0;-849.0;-546.0;?;-138.0;914.0
337.0;-47.0;148.0;-185.0;-906.0;-462.0;378.0;-72.0;896.0
292.0;-278.0;218.0;-157.0;-1038.0;-430.0;429.0;-24.0;895.0
309.0;?;157.0;-287.0;-1045.0;-431.0;361.0;19.0;886.0
281.0;23.0;133.0;-241.0;-1001.0;-454.0;354.0;-39.0;916.0
206.0;102.0;128.0;-248.0;-971.0;-480.0;385.0;-80.0;924.0
363.0;55.0;151.0;-233.0;-959.0;-448.0;385.0;-87.0;?
403.0;-35.0;146.0;-175.0;-992.0;-433.0;369.0;-64.0;910.0
274.0;-30.0;137.0;-156.0;-1006.0;-455.0;355.0;-64.0;930.0
273.0;-19.0;141.0;-185.0;-1006.0;?;365.0;-80.0;909.0
275.0;21.0;135.0;-218.0;-988.0;-440.0;361.0;-79.0;938.0
276.0;-16.0;144.0;-226.0;-983.0;-411.0;346.0;-72.0;933.0
273.0;-54.0;152.0;-228.0;-992.0;-432.0;359.0;-54.0;947.0
294.0;-111.0;146.0;?;?;-430.0;411.0;?;?
294.0;-72.0;137.0;-238.0;-1009.0;-461.0;?;-44.0;990.0
266.0;-135.0;140.0;-238.0;-1010.0;-449.0;410.0;-40.0;952.0
290.0;-177.0;128.0;-236.0;?;-403.0;404.0;-30.0;915.0
308.0;-264.0;140.0;-227.0;-1073.0;?;385.0;-44.0;914.0
325.0;-209.0;136.0;-237.0;-1053.0;-471.0;329.0;-73.0;914.0
312.0;-169.0;140.0;-260.0;-998.0;-489.0;341.0;-125.0;903.0
322.0;-216.0;152.0;-268.0;-970.0;-478.0;384.0;-118.0;892.0
329.0;-262.0;178.0;-229.0;-968.0;-472.0;?;-130.0;873.0
301.0;-326.0;195.0;-197.0;-983.0;-494.0;364.0;-169.0;843.0
?;-319.0;199.0;-211.0;-976.0;-489.0;362.0;-178.0;807.0
267.0;-306.0;?;-185.0;-964.0;-548.0;390.0;-171.0;839.0
254.0;-249.0;211.0;-180.0;-954.0;-557.0;433.0;-120.0;830.0
244.0;-163.0;211.0;-178.0;-923.0;-547.0;397.0;-81.0;861.0
253.0;-131.0;242.0;-175.0;-941.0;-558.0;408.0;-104.0;863.0
244.0;-89.0;252.0;-178.0;-954.0;-547.0;401.0;-163.0;840.0
241.0;-49.0;238.0;-157.0;-962.0;-545.0;378.0;-192.0;859.0
220.0;-52.0;237.0;-142.0;-980.0;?;365.0;-171.0;847.0
227.0;-38.0;227.0;-152.0;-968.0;-549.0;376.0;-173.0;850.0
220.0;23.0;221.0;?;-964.0;-541.0;341.0;-188.0;820.0
235.0;2.0;223.0;-178.0;-959.0;-540.0;377.0;-209.0;847.0
243.0;18.0;236.0;-173.0;-969.0;-539.0;385.0;-172.0;848.0
248.0;-2.0;?;-176.0;-969.0;-519.0;394.0;?;857.0
221.0;94.0;222.0;-188.0;-964.0;-521.0;376.0;-129.0;846.0
232.0;127.0;218.0;-185.0;-968.0;-517.0;405.0;-137.0;850.0
249.0;160.0;210.0;-207.0;?;-510.0;391.0;-138.0;858.0
233.0;158.0;203.0;-194.0;-969.0;-509.0;353.0;-158.0;840.0
?;142.0;205.0;-189.0;-969.0;-523.0;381.0;-129.0;870.0
265.0;170.0;208.0;-187.0;-969.0;-475.0;350.0;-136.0;821.0
254.0;170.0;192.0;-177.0;-959.0;-478.0;379.0;-108.0;822.0
256.0;176.0;182.0;-191.0;-955.0;-354.0;233.0;?;595.0
262.0;176.0;178.0;-189.0;-955.0;-656.0;405.0;-80.0;1274.0
?;142.0;171.0;-199.0;-914.0;-440.0;194.0;-305.0;968.0
252.0;148.0;190.0;-186.0;-764.0;-465.0;111.0;-168.0;768.0
226.0;17.0;308.0;-284.0;-1190.0;-472.0;218.0;64.0;768.0
234.0;182.0;224.0;-400.0;-1226.0;-401.0;74.0;37.0;675.0
239.0;-142.0;203.0;-198.0;?;-617.0;156.0;-98.0;883.0
165.0;-43.0;181.0;-348.0;-940.0;-705.0;29.0;-308.0;?
468.0;1.0;?;-366.0;-774.0;-560.0;321.0;-388.0;823.0
408.0;-66.0;249.0;-89.0;-918.0;-541.0;369.0;-164.0;783.0
154.0;-154.0;300.0;-159.0;-1091.0;-524.0;283.0;-39.0;772.0
249.0;-135.0;259.0;-231.0;-986.0;-504.0;233.0;-71.0;846.0
189.0;-75.0;218.0;-259.0;-926.0;-530.0;280.0;-124.0;834.0
158.0;66.0;227.0;-278.0;-904.0;-551.0;306.0;-144.0;821.0
281.0;175.0;234.0;-270.0;-929.0;-502.0;328.0;-109.0;829.0
294.0;97.0;236.0;-267.0;-963.0;-509.0;315.0;-103.0;831.0
267.0;?;217.0;-266.0;-963.0;-532.0;265.0;?;848.0
298.0;138.0;207.0;-257.0;-955.0;-496.0;285.0;-139.0;876.0
305.0;109.0;198.0;-210.0;-953.0;-467.0;324.0;-125.0;888.0
305.0;85.0;184.0;-181.0;-963.0;-472.0;346.0;-130.0;881.0
301.0;90.0;?;-206.0;-977.0;-452.0;318.0;-118.0;911.0
249.0;37.0;168.0;?;-991.0;-458.0;359.0;-95.0;914.0
228.0;22.0;152.0;-235.0;-993.0;-470.0;387.0;-121.0;942.0
256.0;-2.0;146.0;-253.0;-996.0;-429.0;360.0;-136.0;939.0
?;-35.0;150.0;-267.0;?;-431.0;383.0;-139.0;891.0
269.0;-50.0;134.0;-283.0;-1020.0;-444.0;394.0;-110.0;872.0
302.0;-48.0;142.0;-298.0;-1034.0;-461.0;395.0;-146.0;854.0
286.0;-132.0;124.0;-306.0;-991.0;-481.0;375.0;-176.0;858.0
350.0;-108.0;139.0;-296.0;-982.0;-518.0;385.0;?;853.0
389.0;-157.0;162.0;-293.0;-969.0;-522.0;370.0;-142.0;842.0
347.0;-159.0;170.0;-259.0;-960.0;-533.0;355.0;-118.0;843.0
326.0;-163.0;183.0;-246.0;-957.0;-526.0;384.0;-147.0;868.0
326.0;-173.0;199.0;-230.0;-958.0;-540.0;372.0;?;?
328.0;-192.0;213.0;-182.0;-965.0;-525.0;362.0;-202.0;871.0
318.0;-236.0;208.0;-152.0;-976.0;-525.0;391.0;?;869.0
276.0;-222.0;209.0;-170.0;-982.0;-547.0;380.0;-154.0;859.0
?;-244.0;205.0;-196.0;-990.0;-576.0;389.0;-191.0;831.0
243.0;-215.0;214.0;-192.0;-987.0;-581.0;372.0;-173.0;837.0
?;-224.0;?;-190.0;-982.0;-571.0;409.0;-150.0;829.0
240.0;-193.0;230.0;-180.0;-970.0;-588.0;426.0;?;839.0
262.0;?;247.0;-179.0;-964.0;-573.0;384.0;-187.0;847.0
260.0;-138.0;239.0;-162.0;-960.0;-585.0;422.0;-186.0;835.0
251.0;-70.0;245.0;-136.0;-965.0;-560.0;415.0;-177.0;843.0
238.0;-84.0;245.0;-113.0;-961.0;-562.0;425.0;-186.0;838.0
198.0;-20.0;248.0;-115.0;-963.0;-545.0;395.0;-193.0;819.0
203.0;39.0;247.0;-131.0;-968.0;-576.0;419.0;-153.0;831.0
174.0;27.0;243.0;-143.0;-969.0;-563.0;439.0;-150.0;838.0
184.0;49.0;240.0;-169.0;-953.0;-557.0;?;-154.0;797.0
206.0;39.0;?;-188.0;-962.0;-545.0;436.0;?;846.0
226.0;30.0;254.0;-154.0;-964.0;-504.0;403.0;-93.0;753.0
222.0;11.0;247.0;-123.0;?;-558.0;384.0;-164.0;832.0
227.0;86.0;222.0;-98.0;-951.0;-410.0;305.0;-190.0;576.0
215.0;114.0;215.0;-100.0;-928.0;-734.0;372.0;-112.0;1226.0
200.0;143.0;221.0;-110.0;-901.0;-607.0;322.0;-205.0;778.0
163.0;177.0;217.0;-151.0;-806.0;-585.0;305.0;-370.0;910.0
161.0;162.0;314.0;-163.0;-905.0;-585.0;225.0;-79.0;768.0
160.0;465.0;298.0;-322.0;-1294.0;-474.0;231.0;31.0;769.0
203.0;394.0;259.0;-257.0;-942.0;-512.0;179.0;-40.0;743.0
136.0;136.0;282.0;-358.0;-969.0;-673.0;110.0;-186.0;850.0
331.0;176.0;242.0;-518.0;-883.0;-644.0;152.0;-324.0;856.0
432.0;10.0;246.0;-189.0;-849.0;-557.0;283.0;-326.0;820.0
250.0;-129.0;294.0;-161.0;-958.0;-617.0;369.0;-164.0;769.0
324.0;-12.0;321.0;-296.0;-1044.0;-569.0;279.0;-127.0;754.0
208.0;-115.0;294.0;-186.0;-967.0;-570.0;240.0;-103.0;806.0
119.0;-223.0;289.0;-196.0;-916.0;-595.0;274.0;-114.0;813.0
255.0;-55.0;263.0;-207.0;-898.0;-589.0;354.0;-114.0;821.0
260.0;56.0;258.0;-171.0;-921.0;-553.0;361.0;-107.0;810.0
168.0;81.0;274.0;-167.0;-953.0;-558.0;337.0;-115.0;810.0
197.0;89.0;272.0;-195.0;-953.0;-551.0;300.0;-138.0;818.0
184.0;75.0;261.0;-203.0;-951.0;-530.0;327.0;-124.0;838.0
214.0;66.0;237.0;-179.0;-940.0;?;363.0;-114.0;?
212.0;96.0;228.0;-166.0;-950.0;-539.0;350.0;-84.0;898.0
211.0;93.0;224.0;-183.0;-953.0;-513.0;334.0;-99.0;899.0
193.0;78.0;211.0;?;-972.0;-489.0;349.0;-127.0;885.0
207.0;42.0;198.0;-204.0;?;-504.0;392.0;-136.0;897.0
224.0;23.0;183.0;-203.0;-992.0;-495.0;395.0;?;910.0
215.0;-9.0;178.0;-221.0;-991.0;-534.0;395.0;-129.0;921.0
240.0;-68.0;171.0;-247.0;-995.0;-524.0;407.0;-157.0;884.0
265.0;-71.0;170.0;-265.0;-1008.0;?;414.0;-132.0;873.0
255.0;-136.0;182.0;-262.0;-1022.0;-527.0;420.0;-100.0;850.0
285.0;-119.0;186.0;-264.0;-1015.0;-515.0;416.0;-65.0;851.0
289.0;-97.0;175.0;-258.0;-980.0;-514.0;401.0;?;828.0
319.0;-142.0;183.0;-268.0;-979.0;-530.0;443.0;-123.0;861.0
316.0;-99.0;192.0;-254.0;-978.0;-520.0;400.0;-103.0;843.0
327.0;-159.0;187.0;-228.0;-959.0;-529.0;377.0;-124.0;846.0
303.0;-39.0;181.0;-227.0;-978.0;-530.0;344.0;-180.0;867.0
278.0;-52.0;193.0;-220.0;-965.0;-541.0;367.0;-208.0;846.0
297.0;-95.0;207.0;-194.0;-957.0;-550.0;371.0;-240.0;827.0
272.0;-138.0;207.0;-192.0;-973.0;-552.0;415.0;-213.0;829.0
280.0;-171.0;241.0;-194.0;-967.0;-576.0;418.0;-130.0;810.0
258.0;-203.0;239.0;-193.0;-964.0;-592.0;423.0;-72.0;808.0
240.0;-141.0;?;-177.0;-954.0;-588.0;435.0;-96.0;833.0
231.0;-127.0;263.0;-166.0;-955.0;?;434.0;?;844.0
220.0;-73.0;260.0;-153.0;-957.0;-600.0;416.0;-209.0;834.0
254.0;-35.0;257.0;-99.0;?;-597.0;407.0;?;814.0
193.0;-67.0;265.0;-79.0;-972.0;-578.0;383.0;-215.0;825.0
205.0;-84.0;274.0;?;-977.0;-597.0;422.0;-197.0;836.0
190.0;-79.0;249.0;-97.0;-958.0;-578.0;378.0;-176.0;831.0
179.0;-11.0;259.0;-101.0;-955.0;-574.0;400.0;-170.0;828.0
146.0;17.0;275.0;-109.0;-959.0;?;399.0;-163.0;813.0
162.0;25.0;259.0;-117.0;-972.0;-552.0;430.0;-199.0;800.0
152.0;79.0;249.0;-126.0;-959.0;-530.0;461.0;-183.0;819.0
145.0;115.0;253.0;-148.0;-947.0;-539.0;448.0;-173.0;831.0
164.0;150.0;240.0;-189.0;-945.0;-542.0;431.0;-146.0;809.0
218.0;230.0;?;-171.0;?;-523.0;431.0;-132.0;827.0
230.0;260.0;223.0;-145.0;-955.0;-549.0;378.0;-147.0;718.0
229.0;254.0;215.0;-166.0;-940.0;-406.0;299.0;-162.0;660.0
229.0;?;211.0;?;-925.0;-692.0;348.0;-125.0;933.0
206.0;211.0;242.0;-207.0;-910.0;-773.0;354.0;-137.0;943.0
204.0;170.0;229.0;-228.0;-752.0;-500.0;189.0;-248.0;?
?;142.0;373.0;-209.0;-1044.0;-586.0;247.0;95.0;736.0
215.0;528.0;?;-392.0;-1076.0;-444.0;250.0;12.0;738.0
253.0;344.0;293.0;-244.0;-980.0;-590.0;146.0;-83.0;793.0
171.0;221.0;?;-339.0;-966.0;-674.0;207.0;-215.0;861.0
342.0;272.0;224.0;-429.0;-843.0;-601.0;324.0;-235.0;877.0
414.0;159.0;?;-131.0;-891.0;-570.0;459.0;-121.0;816.0
168.0;164.0;286.0;-202.0;-1019.0;?;367.0;-2.0;782.0
296.0;205.0;257.0;-267.0;-1026.0;-549.0;280.0;-45.0;811.0
156.0;170.0;246.0;?;-969.0;-530.0;295.0;-41.0;851.0
131.0;52.0;210.0;-209.0;-922.0;-528.0;333.0;-106.0;866.0
273.0;122.0;220.0;-187.0;-930.0;-518.0;391.0;-156.0;867.0
?;149.0;187.0;-140.0;-959.0;-485.0;367.0;-140.0;832.0
170.0;191.0;194.0;-157.0;-978.0;-465.0;284.0;-123.0;851.0
191.0;155.0;212.0;-193.0;-988.0;-493.0;296.0;-72.0;878.0
201.0;72.0;189.0;-198.0;-973.0;-469.0;384.0;-97.0;882.0
232.0;16.0;144.0;-220.0;-949.0;-477.0;356.0;-56.0;893.0
225.0;105.0;144.0;-240.0;-989.0;-480.0;413.0;-12.0;883.0
216.0;13.0;158.0;-260.0;-978.0;-465.0;390.0;-25.0;920.0
255.0;31.0;120.0;-297.0;-984.0;-415.0;448.0;14.0;900.0
256.0;11.0;141.0;-287.0;-985.0;-432.0;405.0;-29.0;934.0
295.0;34.0;126.0;-283.0;-991.0;-443.0;447.0;-57.0;951.0
335.0;2.0;109.0;-286.0;-994.0;-420.0;499.0;-30.0;950.0
?;-58.0;95.0;-293.0;-992.0;-420.0;444.0;-37.0;961.0
321.0;-34.0;93.0;-276.0;-1017.0;?;420.0;-64.0;962.0
333.0;-87.0;88.0;-248.0;-1025.0;-433.0;473.0;-92.0;956.0
320.0;-133.0;79.0;-253.0;-1029.0;-468.0;415.0;-57.0;921.0
270.0;-178.0;89.0;-274.0;-1032.0;-487.0;399.0;-31.0;?
312.0;?;103.0;-281.0;-1028.0;-484.0;389.0;-64.0;884.0
321.0;-262.0;113.0;-295.0;-1009.0;-480.0;432.0;-76.0;875.0
322.0;-267.0;164.0;-287.0;-994.0;-481.0;391.0;-122.0;855.0
334.0;-333.0;160.0;-262.0;-978.0;?;384.0;-166.0;846.0
355.0;-353.0;177.0;-224.0;-977.0;-544.0;415.0;-167.0;843.0
337.0;-355.0;170.0;-205.0;-958.0;-520.0;403.0;-177.0;835.0
293.0;-377.0;208.0;-211.0;-964.0;-540.0;398.0;-165.0;829.0
276.0;-339.0;204.0;-187.0;-952.0;-565.0;414.0;-157.0;825.0
269.0;-313.0;224.0;-176.0;-953.0;-573.0;404.0;-157.0;841.0
244.0;-337.0;235.0;-161.0;-959.0;-591.0;399.0;-174.0;786.0
219.0;-337.0;239.0;-169.0;-950.0;-598.0;366.0;-171.0;817.0
222.0;-380.0;281.0;-159.0;-963.0;-630.0;391.0;-178.0;810.0
240.0;-444.0;248.0;-156.0;-940.0;-598.0;405.0;-204.0;829.0
197.0;-284.0;261.0;-122.0;-936.0;-602.0;414.0;-211.0;795.0
196.0;-206.0;282.0;-101.0;-958.0;-597.0;431.0;-209.0;796.0
181.0;-126.0;287.0;-72.0;-971.0;-606.0;403.0;-171.0;808.0
166.0;-43.0;278.0;-94.0;-958.0;-601.0;?;-185.0;797.0
141.0;-5.0;284.0;-154.0;-951.0;-591.0;356.0;-223.0;789.0
149.0;23.0;283.0;-169.0;-952.0;-580.0;371.0;-226.0;820.0
180.0;12.0;?;-168.0;-951.0;-598.0;385.0;-235.0;834.0
174.0;27.0;281.0;-161.0;-943.0;-595.0;395.0;-226.0;830.0
183.0;48.0;272.0;-164.0;-959.0;-575.0;392.0;?;821.0
215.0;27.0;268.0;-156.0;-969.0;-575.0;366.0;-203.0;836.0
222.0;56.0;257.0;-144.0;-969.0;-587.0;372.0;-183.0;769.0
203.0;44.0;245.0;-144.0;-966.0;-607.0;397.0;-163.0;748.0
202.0;76.0;242.0;-142.0;?;-621.0;337.0;-193.0;667.0
192.0;45.0;262.0;-152.0;-946.0;-605.0;348.0;-194.0;641.0
191.0;44.0;295.0;-165.0;-921.0;-573.0;311.0;-164.0;586.0
204.0;?;?;-165.0;-864.0;-847.0;460.0;-57.0;1278.0
228.0;68.0;308.0;-148.0;-820.0;-454.0;192.0;-234.0;581.0
?;178.0;300.0;-116.0;-737.0;-648.0;111.0;-224.0;903.0
174.0;485.0;321.0;-148.0;-1153.0;-575.0;273.0;-19.0;717.0
