InertialMeasurementUnit R-SHOE Nav_Ax;Accelerometer RWR accX;Accelerometer RUA_ accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA accY;Accelerometer RWR accZ
-13;-289.0;268.0;46.0;-179;428.0;549.0
-38;-261.0;185.0;-13.0;-167;393.0;562.0
1;-462.0;562.0;55.0;-179;115.0;381.0
-5;-358.0;360.0;71.0;-178;255.0;599.0
-12;-390.0;316.0;-39.0;-178;254.0;615.0
-3;-324.0;244.0;-27.0;-178;254.0;583.0
-7;-322.0;242.0;33.0;-178;262.0;622.0
-171;-436.0;166.0;-153.0;150;370.0;308.0
0;-362.0;297.0;-11.0;-178;215.0;588.0
1;-360.0;300.0;-29.0;-178;221.0;601.0
-269;-372.0;274.0;134.0;-173;237.0;816.0
-1;-385.0;305.0;-23.0;-178;222.0;606.0
-71;-229.0;330.0;-25.0;-191;486.0;749.0
0;-364.0;312.0;-8.0;-178;243.0;643.0
-224;-304.0;248.0;-59.0;217;300.0;559.0
-37;-173.0;303.0;-15.0;-175;620.0;894.0
-7;-381.0;291.0;-28.0;-178;250.0;605.0
-62;-243.0;212.0;177.0;-178;440.0;539.0
7;-369.0;300.0;57.0;-178;221.0;614.0
-2;-248.0;623.0;-114.0;-176;340.0;646.0
3;-347.0;289.0;46.0;-178;238.0;586.0
-5;-216.0;480.0;28.0;-152;453.0;650.0
-8;-198.0;471.0;34.0;-191;426.0;634.0
2;-141.0;455.0;35.0;-170;427.0;688.0
-3;-342.0;308.0;35.0;-178;258.0;669.0
1;-184.0;464.0;126.0;-172;426.0;649.0
12;171.0;329.0;495.0;-181;222.0;755.0
0;-372.0;315.0;-14.0;-178;285.0;604.0
5;-109.0;530.0;216.0;-177;464.0;796.0
-17;-188.0;421.0;153.0;-169;425.0;691.0
-134;-347.0;375.0;118.0;-191;385.0;745.0
2;-292.0;310.0;-28.0;-178;304.0;597.0
38;-125.0;331.0;248.0;-173;382.0;650.0
6;-288.0;266.0;34.0;-178;327.0;620.0
12;-274.0;213.0;111.0;-192;283.0;570.0
6;-277.0;317.0;-60.0;-157;240.0;536.0
0;-332.0;301.0;25.0;-178;276.0;540.0
3;-309.0;261.0;19.0;-178;229.0;594.0
3;-321.0;291.0;28.0;-178;243.0;595.0
3;-369.0;270.0;18.0;-178;253.0;611.0
-3;-345.0;273.0;21.0;-178;261.0;597.0
-3;-334.0;267.0;11.0;-178;271.0;610.0
-2;-351.0;239.0;24.0;-178;286.0;589.0
-4;-321.0;249.0;18.0;-178;284.0;575.0
0;-314.0;256.0;12.0;-178;285.0;558.0
-7;-304.0;246.0;-2.0;-178;278.0;532.0
9;-217.0;384.0;65.0;-162;516.0;791.0
-24;-188.0;368.0;202.0;-177;564.0;669.0
-11;-338.0;286.0;-57.0;-179;265.0;575.0
-3;-350.0;339.0;-51.0;-179;276.0;582.0
162;-359.0;438.0;-92.0;-180;238.0;535.0
-41;-257.0;392.0;178.0;-179;324.0;564.0
0;-341.0;254.0;-8.0;-178;234.0;589.0
2;-304.0;257.0;15.0;-178;248.0;550.0
-5;-346.0;254.0;-23.0;-178;248.0;582.0
-3;-324.0;267.0;15.0;-179;235.0;592.0
-7;-300.0;264.0;-1.0;-179;243.0;599.0
-22;-331.0;302.0;81.0;-179;208.0;598.0
-498;-142.0;265.0;193.0;-193;328.0;556.0
7;-287.0;332.0;-58.0;-178;266.0;581.0
5;-375.0;331.0;-36.0;-178;279.0;582.0
3;-398.0;310.0;-26.0;-178;251.0;617.0
2;-322.0;320.0;-20.0;-178;219.0;613.0
4;-383.0;310.0;-30.0;-178;224.0;628.0
64;-433.0;288.0;-68.0;-158;227.0;716.0
-9;-352.0;342.0;-51.0;-178;294.0;638.0
-14;-329.0;334.0;-37.0;-178;289.0;637.0
1;-334.0;339.0;-5.0;-177;292.0;656.0
-7;-318.0;359.0;-14.0;-177;281.0;629.0
15;-271.0;354.0;-33.0;-177;310.0;588.0
1;-316.0;309.0;-8.0;-177;285.0;595.0
-9;-349.0;320.0;14.0;-177;273.0;570.0
-3;-371.0;321.0;-40.0;-177;261.0;580.0
-2;-327.0;290.0;15.0;-179;243.0;596.0
6;-324.0;273.0;27.0;-179;252.0;618.0
0;-325.0;281.0;47.0;-179;273.0;555.0
8;-237.0;261.0;47.0;-179;286.0;557.0
1;-254.0;260.0;39.0;-179;297.0;547.0
-15;-154.0;401.0;145.0;-168;453.0;823.0
-4;-82.0;344.0;151.0;-177;462.0;740.0
40;-302.0;278.0;10.0;-147;238.0;580.0
24;-325.0;300.0;22.0;-165;265.0;610.0
14;-282.0;317.0;41.0;-172;272.0;613.0
29;-337.0;326.0;44.0;-177;281.0;612.0
-8;-362.0;300.0;-44.0;-171;234.0;562.0
-468;-356.0;304.0;81.0;176;256.0;611.0
-86;-242.0;264.0;74.0;-164;404.0;681.0
204;-137.0;679.0;-4.0;-201;421.0;600.0
-6;-339.0;462.0;-30.0;166;345.0;691.0
-67;-503.0;583.0;9.0;-174;430.0;797.0
-52;-298.0;379.0;-27.0;-187;357.0;743.0
179;-405.0;484.0;-66.0;136;340.0;826.0
-3;-295.0;688.0;33.0;174;335.0;974.0
-7;-176.0;488.0;47.0;-174;522.0;783.0
-5;-157.0;484.0;40.0;-174;515.0;738.0
-12;-181.0;474.0;40.0;-174;529.0;745.0
2;-183.0;466.0;20.0;-174;523.0;748.0
1;-137.0;465.0;23.0;-174;519.0;723.0
-1;-197.0;445.0;20.0;-174;523.0;767.0
-4;-197.0;435.0;31.0;-174;514.0;739.0
2;-224.0;436.0;41.0;-174;497.0;751.0
5;-386.0;281.0;-39.0;-161;232.0;602.0
0;-186.0;471.0;38.0;-174;501.0;733.0
0;-136.0;464.0;29.0;-174;492.0;743.0
-6;-140.0;459.0;37.0;-174;492.0;755.0
-2;-157.0;455.0;29.0;-174;497.0;774.0
3;-334.0;293.0;-71.0;-181;257.0;550.0
33;-338.0;248.0;15.0;158;78.0;596.0
-845;-356.0;206.0;-83.0;170;335.0;511.0
1;-147.0;452.0;39.0;-174;506.0;758.0
-3;-213.0;471.0;39.0;-174;507.0;754.0
-102;-205.0;244.0;118.0;-174;292.0;589.0
-5;-214.0;467.0;51.0;-174;509.0;749.0
-56;-179.0;310.0;23.0;-177;336.0;667.0
24;-201.0;438.0;9.0;-175;521.0;832.0
-5;-287.0;426.0;-32.0;-178;484.0;783.0
-14;-400.0;401.0;-246.0;-168;579.0;714.0
32;-203.0;311.0;89.0;-174;373.0;726.0
33;-310.0;583.0;-43.0;-181;406.0;876.0
-3;-168.0;481.0;59.0;-174;506.0;760.0
3;-96.0;609.0;-30.0;133;824.0;850.0
0;-36.0;511.0;74.0;-177;517.0;742.0
-2;-165.0;469.0;47.0;-174;506.0;764.0
-4;-172.0;484.0;54.0;-174;512.0;772.0
-6;-159.0;475.0;58.0;-174;515.0;772.0
-32;-308.0;294.0;-76.0;-178;252.0;682.0
6;-176.0;488.0;57.0;-174;513.0;785.0
4;-138.0;488.0;55.0;-174;516.0;766.0
2;-552.0;921.0;-41.0;-178;784.0;691.0
1;-222.0;378.0;34.0;179;350.0;713.0
-2;-154.0;475.0;38.0;-174;517.0;737.0
0;-176.0;483.0;58.0;-174;526.0;752.0
-8;-231.0;494.0;54.0;-174;520.0;771.0
-85;-124.0;437.0;-3.0;-176;586.0;789.0
-3;-200.0;502.0;66.0;-174;526.0;788.0
-9;-157.0;494.0;54.0;-174;529.0;770.0
3;-265.0;600.0;-11.0;-153;534.0;802.0
1;-187.0;485.0;57.0;-174;529.0;783.0
-7;-143.0;476.0;60.0;-174;520.0;766.0
-2;-171.0;502.0;55.0;-174;513.0;785.0
1;-349.0;291.0;-27.0;-178;232.0;561.0
2;-351.0;296.0;-44.0;-178;234.0;593.0
-5;-343.0;282.0;-29.0;-178;226.0;587.0
1;-185.0;485.0;47.0;-174;529.0;774.0
-5;-318.0;300.0;-60.0;-178;268.0;619.0
2;-357.0;310.0;-68.0;-178;275.0;609.0
2;-281.0;274.0;-80.0;-178;253.0;589.0
-3;-249.0;239.0;77.0;-183;558.0;572.0
2;-145.0;489.0;59.0;-174;531.0;785.0
-2;-208.0;470.0;161.0;-177;547.0;785.0
2;-162.0;486.0;64.0;-174;531.0;778.0
2;-177.0;484.0;54.0;-174;534.0;791.0
-6;-223.0;530.0;93.0;-177;463.0;765.0
6;-196.0;491.0;46.0;-174;530.0;751.0
6;-160.0;503.0;49.0;-174;528.0;788.0
12;-86.0;290.0;95.0;-178;264.0;495.0
-14;-145.0;706.0;233.0;-176;615.0;809.0
0;-172.0;504.0;60.0;-174;529.0;789.0
-5;-175.0;494.0;62.0;-174;534.0;785.0
-2;-170.0;503.0;66.0;-174;533.0;805.0
10;-132.0;473.0;111.0;-177;602.0;794.0
312;-430.0;306.0;-170.0;-192;122.0;619.0
-1;-140.0;310.0;41.0;-172;348.0;709.0
-5;-262.0;324.0;8.0;-152;318.0;563.0
-7;-292.0;572.0;12.0;-179;-15.0;270.0
22;-135.0;471.0;10.0;-174;205.0;546.0
3;-151.0;360.0;37.0;-168;416.0;697.0
-2;-195.0;1146.0;226.0;-171;700.0;269.0
-4;-273.0;377.0;2.0;-217;379.0;695.0
-93;-299.0;312.0;-49.0;115;306.0;619.0
5;-302.0;775.0;89.0;-179;677.0;501.0
-67;-356.0;440.0;71.0;-199;491.0;939.0
-2;-307.0;266.0;18.0;-179;303.0;551.0
4;-298.0;282.0;9.0;-179;231.0;590.0
37;-171.0;297.0;-27.0;-179;332.0;738.0
45;-224.0;277.0;36.0;-179;302.0;688.0
41;-212.0;262.0;11.0;-179;322.0;688.0
110;-163.0;146.0;-20.0;-176;245.0;617.0
148;-392.0;243.0;98.0;-154;248.0;713.0
-1;-335.0;282.0;14.0;-192;240.0;583.0
5;-366.0;323.0;-14.0;-156;251.0;582.0
-3;-344.0;302.0;-5.0;-146;255.0;605.0
41;-315.0;290.0;-10.0;-179;211.0;635.0
-192;-518.0;244.0;-331.0;96;216.0;593.0
-15;-374.0;328.0;-180.0;-169;525.0;715.0
-7;-294.0;290.0;-32.0;-150;434.0;676.0
-2;-250.0;327.0;26.0;-166;426.0;661.0
7;-219.0;339.0;27.0;-177;424.0;688.0
4;-211.0;309.0;62.0;-177;428.0;679.0
-64;-349.0;568.0;-27.0;-180;332.0;847.0
3;-216.0;311.0;65.0;-172;431.0;669.0
4;-211.0;308.0;63.0;-177;431.0;667.0
0;-201.0;313.0;47.0;-174;427.0;650.0
-3;-186.0;319.0;56.0;-176;429.0;679.0
-9;-195.0;323.0;49.0;-175;422.0;682.0
-9;-195.0;327.0;55.0;-175;420.0;682.0
0;-160.0;317.0;57.0;-175;417.0;693.0
1;-208.0;322.0;47.0;-175;405.0;702.0
4;-181.0;313.0;38.0;-175;404.0;687.0
5;-235.0;298.0;64.0;-175;431.0;676.0
6;-194.0;316.0;43.0;-175;422.0;678.0
16;-161.0;328.0;36.0;-175;435.0;675.0
-7;-184.0;329.0;26.0;-175;433.0;705.0
-20;-222.0;329.0;30.0;-175;430.0;681.0
5;-220.0;337.0;18.0;-175;432.0;680.0
1;-142.0;330.0;23.0;-175;430.0;699.0
0;-176.0;327.0;30.0;-175;425.0;692.0
0;-225.0;326.0;28.0;-175;433.0;692.0
4;-317.0;267.0;-64.0;-162;272.0;555.0
3;-220.0;320.0;28.0;-175;438.0;691.0
-1;-171.0;345.0;18.0;-175;433.0;696.0
-1;-183.0;341.0;0.0;-175;426.0;697.0
1;-205.0;346.0;13.0;-175;420.0;684.0
-2;-228.0;330.0;77.0;-177;324.0;542.0
-2;-340.0;359.0;-18.0;-177;368.0;545.0
-60;-201.0;362.0;48.0;-168;274.0;694.0
3;-319.0;275.0;-74.0;-177;309.0;559.0
-29;-285.0;287.0;53.0;-163;450.0;540.0
-142;-395.0;273.0;0.0;-175;287.0;790.0
-139;-278.0;347.0;16.0;-151;364.0;725.0
0;-350.0;311.0;-2.0;-177;253.0;599.0
-6;-412.0;360.0;-18.0;-177;266.0;619.0
-8;-382.0;325.0;-43.0;-177;258.0;554.0
-238;-388.0;245.0;-91.0;-184;228.0;603.0
-2;-227.0;342.0;32.0;-175;408.0;705.0
-3;-208.0;338.0;35.0;-175;407.0;683.0
-4;-205.0;331.0;27.0;-175;413.0;710.0
-32;-412.0;791.0;322.0;-178;561.0;730.0
101;-319.0;447.0;36.0;-210;357.0;729.0
-191;-248.0;288.0;196.0;131;254.0;640.0
-4;-212.0;310.0;25.0;-175;415.0;692.0
5;-364.0;281.0;0.0;-177;240.0;592.0
2;-382.0;301.0;8.0;-177;249.0;581.0
-2;-383.0;299.0;-23.0;-177;261.0;571.0
2;-333.0;260.0;-14.0;-177;251.0;608.0
2;-307.0;281.0;-46.0;-177;265.0;601.0
7;-360.0;306.0;-44.0;-177;268.0;576.0
2;-368.0;287.0;-54.0;-177;283.0;568.0
-46;-339.0;315.0;34.0;-169;290.0;578.0
-41;-380.0;273.0;41.0;-201;363.0;565.0
-15;-352.0;176.0;11.0;-177;334.0;444.0
-24;-327.0;310.0;-3.0;-143;238.0;723.0
-28;-479.0;316.0;64.0;-177;190.0;786.0
139;-175.0;482.0;1.0;-155;349.0;875.0
-4;-212.0;274.0;-42.0;-174;405.0;614.0
-18;-303.0;270.0;-53.0;-176;221.0;602.0
-2;-186.0;240.0;73.0;-174;347.0;672.0
-3;-336.0;281.0;-12.0;-177;243.0;565.0
4;-344.0;283.0;-32.0;-177;246.0;573.0
0;-310.0;272.0;-44.0;-177;247.0;569.0
-51;-340.0;273.0;37.0;-172;241.0;591.0
9;-317.0;277.0;-19.0;-177;241.0;591.0
-4;-354.0;288.0;-31.0;-177;247.0;577.0
10;-384.0;278.0;1.0;-177;250.0;590.0
-3;-338.0;296.0;-9.0;-177;240.0;579.0
5;-342.0;301.0;0.0;-177;238.0;577.0
10;-349.0;299.0;-17.0;-177;245.0;615.0
2;-306.0;320.0;-28.0;-177;252.0;639.0
0;-347.0;350.0;62.0;-177;294.0;637.0
3;-273.0;541.0;128.0;-180;290.0;603.0
-5;-298.0;408.0;37.0;-177;315.0;634.0
-5;-348.0;377.0;-22.0;-177;311.0;608.0
1;-381.0;323.0;-68.0;-177;318.0;605.0
-2;-332.0;247.0;-79.0;-177;300.0;611.0
3;-335.0;249.0;-124.0;-213;502.0;579.0
6;-12.0;190.0;-1.0;-174;308.0;575.0
-6;-197.0;238.0;43.0;-175;406.0;724.0
-4;-315.0;299.0;33.0;-175;337.0;676.0
-3;-211.0;310.0;18.0;-175;409.0;687.0
-7;-201.0;353.0;11.0;-175;334.0;674.0
-5;-201.0;402.0;-17.0;-175;364.0;793.0
-1;-221.0;376.0;-47.0;-175;398.0;724.0
19;-218.0;242.0;-14.0;-177;332.0;548.0
-3;-362.0;283.0;5.0;-177;212.0;614.0
-3;-258.0;305.0;-32.0;-177;263.0;593.0
4;-298.0;302.0;-14.0;-177;266.0;633.0
-3;-350.0;300.0;24.0;-177;292.0;615.0
1;-329.0;306.0;-22.0;-177;286.0;622.0
-10;-304.0;242.0;4.0;-177;319.0;538.0
0;-300.0;253.0;-28.0;-177;276.0;563.0
-5;-297.0;251.0;14.0;-177;262.0;556.0
-9;-304.0;258.0;-1.0;-176;285.0;584.0
-1;-369.0;299.0;33.0;-177;260.0;570.0
-4;-314.0;319.0;22.0;-177;274.0;555.0
2;-318.0;305.0;-10.0;-177;224.0;588.0
-2;-305.0;347.0;6.0;-176;322.0;620.0
-8;-334.0;270.0;71.0;-176;270.0;610.0
-2;-315.0;272.0;-9.0;-176;248.0;618.0
-5;-306.0;287.0;-65.0;-176;273.0;634.0
3;-360.0;289.0;-38.0;-176;286.0;576.0
9;-306.0;299.0;-1.0;-176;306.0;560.0
-1;-359.0;281.0;-12.0;-177;243.0;570.0
-1;-213.0;310.0;12.0;-175;425.0;680.0
-2;-249.0;308.0;-12.0;-175;461.0;675.0
0;-143.0;279.0;26.0;-174;489.0;657.0
0;-179.0;336.0;-17.0;-175;386.0;693.0
-3;-189.0;367.0;-50.0;-175;401.0;643.0
13;-309.0;300.0;18.0;-176;308.0;593.0
2;-342.0;300.0;9.0;-176;324.0;614.0
3;-300.0;291.0;5.0;-176;310.0;630.0
-16;-286.0;316.0;-175.0;-169;481.0;762.0
-5;-303.0;282.0;33.0;-176;304.0;623.0
3;-280.0;300.0;36.0;-176;299.0;611.0
-2;-275.0;275.0;41.0;-176;291.0;592.0
-4;-285.0;271.0;29.0;-176;290.0;586.0
10;-297.0;272.0;20.0;-176;283.0;585.0
4;-201.0;446.0;44.0;-202;668.0;655.0
2;-184.0;496.0;61.0;-177;487.0;672.0
-4;-434.0;388.0;29.0;-184;682.0;655.0
-7;-606.0;592.0;-293.0;-176;419.0;642.0
-5;-411.0;327.0;-62.0;-177;311.0;684.0
-42;-389.0;229.0;-88.0;-176;288.0;662.0
-1;-323.0;272.0;-17.0;-177;336.0;653.0
2;-325.0;262.0;-13.0;-177;337.0;612.0
4;-339.0;275.0;-41.0;-177;319.0;566.0
133;-315.0;313.0;-60.0;-177;324.0;497.0
1;-299.0;263.0;-71.0;-177;295.0;562.0
-7;-313.0;273.0;17.0;-176;274.0;599.0
-1;-311.0;264.0;-3.0;-176;269.0;569.0
1;-312.0;260.0;-17.0;-177;243.0;554.0
7;-360.0;272.0;-20.0;-177;241.0;574.0
2;-334.0;254.0;-9.0;-176;274.0;557.0
-1;-355.0;251.0;-8.0;-176;264.0;596.0
-1;-322.0;270.0;19.0;-177;241.0;581.0
1;-314.0;275.0;-4.0;-177;268.0;593.0
2;-348.0;304.0;-50.0;-177;287.0;618.0
-7;-374.0;291.0;-45.0;-177;302.0;643.0
1;-309.0;275.0;20.0;-177;285.0;614.0
6;-313.0;288.0;-8.0;-177;297.0;618.0
6;-288.0;310.0;-13.0;-177;317.0;608.0
0;-303.0;293.0;-33.0;-177;311.0;609.0
1;-243.0;258.0;-6.0;-177;302.0;567.0
-3;-300.0;291.0;11.0;-177;321.0;571.0
1;-300.0;303.0;13.0;-177;318.0;592.0
2;-351.0;281.0;15.0;-177;300.0;624.0
-3;-324.0;291.0;12.0;-177;291.0;551.0
3;-311.0;291.0;8.0;-177;297.0;602.0
5;-283.0;299.0;9.0;-177;298.0;600.0
1;-332.0;278.0;-17.0;-177;284.0;598.0
4;-273.0;285.0;7.0;-177;293.0;563.0
2;-366.0;288.0;-20.0;-177;296.0;562.0
1;-318.0;276.0;5.0;-177;287.0;577.0
0;-304.0;250.0;-4.0;-177;259.0;589.0
-1;-295.0;250.0;6.0;-177;249.0;570.0
2;-324.0;268.0;5.0;-177;276.0;554.0
-1;-253.0;278.0;1.0;-177;295.0;577.0
2;-304.0;271.0;18.0;-177;283.0;563.0
0;-339.0;263.0;12.0;-177;268.0;579.0
-1;-331.0;261.0;6.0;-177;281.0;570.0
-1;-294.0;281.0;36.0;-177;291.0;580.0
2;-352.0;272.0;12.0;-177;285.0;582.0
1;-324.0;291.0;9.0;-177;296.0;607.0
-1;-301.0;274.0;20.0;-177;297.0;587.0
-1;-303.0;294.0;19.0;-177;293.0;581.0
2;-275.0;290.0;15.0;-177;308.0;584.0
2;-273.0;290.0;-3.0;-177;308.0;608.0
4;-340.0;296.0;22.0;-177;309.0;584.0
5;-304.0;300.0;20.0;-177;307.0;588.0
4;-314.0;291.0;17.0;-177;291.0;601.0
3;-295.0;291.0;20.0;-177;299.0;568.0
-2;-327.0;299.0;0.0;-177;303.0;587.0
3;-331.0;291.0;9.0;-177;299.0;618.0
2;-312.0;290.0;9.0;-177;295.0;602.0
7;-319.0;309.0;-10.0;-177;306.0;612.0
-5;-334.0;288.0;18.0;-177;299.0;591.0
1;-329.0;280.0;-4.0;-177;291.0;581.0
-3;-315.0;281.0;20.0;-177;297.0;568.0
-2;-357.0;283.0;0.0;-177;286.0;589.0
-7;-337.0;281.0;-6.0;-177;272.0;610.0
1;-292.0;272.0;0.0;-177;291.0;574.0
3;-281.0;280.0;34.0;-177;287.0;598.0
3;-343.0;281.0;39.0;-177;286.0;611.0
7;-292.0;300.0;29.0;-177;300.0;622.0
3;-301.0;291.0;28.0;-177;305.0;591.0
-2;-306.0;292.0;38.0;-177;304.0;603.0
1;-264.0;318.0;36.0;-177;316.0;612.0
2;-308.0;308.0;39.0;-177;332.0;593.0
-1;-246.0;303.0;51.0;-177;317.0;595.0
5;-300.0;307.0;55.0;-177;318.0;630.0
0;-324.0;320.0;67.0;-177;320.0;621.0
-4;-326.0;311.0;41.0;-177;316.0;630.0
-6;-258.0;316.0;47.0;-177;326.0;629.0
-2;-303.0;309.0;28.0;-177;323.0;608.0
6;-296.0;309.0;40.0;-177;330.0;584.0
4;-253.0;311.0;36.0;-177;317.0;597.0
5;-317.0;297.0;15.0;-177;320.0;579.0
1;-278.0;276.0;22.0;-177;307.0;563.0
-5;-281.0;278.0;35.0;-177;289.0;575.0
2;-266.0;252.0;47.0;-177;284.0;567.0
3;-323.0;281.0;41.0;-177;277.0;591.0
-3;-292.0;291.0;38.0;-177;294.0;621.0
-1;-301.0;282.0;42.0;-177;312.0;619.0
5;-284.0;299.0;43.0;-177;318.0;568.0
1;-307.0;277.0;42.0;-177;317.0;595.0
-1;-271.0;280.0;56.0;-177;317.0;613.0
-2;-268.0;300.0;49.0;-177;319.0;610.0
4;-285.0;299.0;52.0;-177;324.0;617.0
4;-280.0;295.0;26.0;-177;310.0;624.0
-1;-276.0;289.0;49.0;-177;320.0;600.0
0;-264.0;310.0;21.0;-177;317.0;585.0
3;-305.0;310.0;62.0;-177;314.0;618.0
1;-331.0;283.0;57.0;-177;301.0;620.0
4;-300.0;304.0;23.0;-177;314.0;595.0
3;-308.0;293.0;26.0;-177;314.0;602.0
2;-319.0;274.0;30.0;-177;298.0;583.0
2;-314.0;275.0;32.0;-177;293.0;600.0
0;-284.0;285.0;62.0;-177;304.0;550.0
5;-248.0;302.0;10.0;-177;310.0;607.0
-2;-279.0;260.0;43.0;-177;276.0;600.0
-5;-295.0;285.0;38.0;-177;293.0;601.0
0;-306.0;310.0;10.0;-177;311.0;591.0
1;-334.0;300.0;22.0;-177;297.0;568.0
-1;-266.0;257.0;28.0;-177;275.0;572.0
3;-320.0;252.0;15.0;-177;280.0;596.0
9;-313.0;256.0;12.0;-177;272.0;590.0
-1;-289.0;288.0;49.0;-177;294.0;586.0
3;-335.0;292.0;19.0;-177;319.0;559.0
0;-300.0;292.0;27.0;-177;321.0;556.0
1;-356.0;267.0;16.0;-177;294.0;569.0
2;-316.0;252.0;18.0;-177;292.0;591.0
-3;-336.0;262.0;20.0;-177;282.0;604.0
-3;-310.0;271.0;44.0;-177;285.0;610.0
-5;-279.0;272.0;47.0;-177;291.0;610.0
6;-348.0;282.0;38.0;-177;284.0;596.0
6;-341.0;246.0;-16.0;-177;279.0;557.0
0;-296.0;235.0;-11.0;-177;271.0;569.0
2;-268.0;242.0;-1.0;-177;275.0;585.0
-1;-281.0;258.0;60.0;-177;267.0;559.0
2;-291.0;282.0;37.0;-177;274.0;590.0
-3;-304.0;301.0;43.0;-177;282.0;589.0
1;-302.0;291.0;21.0;-177;278.0;610.0
10;-352.0;291.0;26.0;-177;275.0;591.0
0;-311.0;281.0;35.0;-177;296.0;611.0
-3;-286.0;291.0;26.0;-177;312.0;611.0
1;-288.0;295.0;47.0;-177;319.0;663.0
2;-316.0;300.0;45.0;-177;335.0;607.0
2;-298.0;315.0;20.0;-177;343.0;626.0
3;-311.0;319.0;39.0;-177;346.0;585.0
4;-275.0;297.0;25.0;-177;321.0;572.0
2;-319.0;277.0;11.0;-177;281.0;582.0
5;-324.0;272.0;31.0;-177;262.0;601.0
4;-275.0;262.0;49.0;-177;282.0;621.0
8;-281.0;272.0;30.0;-177;292.0;610.0
-4;-266.0;300.0;55.0;-177;342.0;613.0
-2;-270.0;288.0;85.0;-177;341.0;640.0
0;-279.0;350.0;49.0;-177;358.0;622.0
9;-278.0;308.0;30.0;-177;343.0;621.0
0;-314.0;305.0;18.0;-177;330.0;578.0
-1;-269.0;287.0;38.0;-177;301.0;556.0
3;-294.0;303.0;14.0;-177;311.0;570.0
-1;-305.0;271.0;46.0;-177;274.0;560.0
0;-310.0;271.0;33.0;-177;274.0;572.0
2;-267.0;269.0;28.0;-177;270.0;575.0
3;-297.0;287.0;28.0;-177;289.0;574.0
0;-248.0;254.0;28.0;-177;288.0;602.0
6;-284.0;267.0;69.0;-177;293.0;627.0
-1;-284.0;286.0;48.0;-177;297.0;630.0
0;-313.0;309.0;69.0;-177;308.0;642.0
0;-281.0;310.0;50.0;-177;318.0;670.0
1;-241.0;310.0;67.0;-177;330.0;642.0
1;-290.0;310.0;49.0;-177;329.0;593.0
1;-223.0;310.0;33.0;-177;347.0;600.0
0;-207.0;302.0;16.0;-177;359.0;591.0
7;-278.0;271.0;58.0;-177;317.0;586.0
-1;-280.0;282.0;47.0;-177;296.0;575.0
1;-285.0;294.0;84.0;-177;296.0;603.0
3;-323.0;279.0;48.0;-177;283.0;613.0
-4;-254.0;300.0;43.0;-177;279.0;607.0
-2;-276.0;293.0;16.0;-177;303.0;616.0
0;-304.0;291.0;60.0;-177;330.0;593.0
1;-242.0;268.0;74.0;-176;300.0;612.0
0;-311.0;242.0;72.0;-176;283.0;592.0
8;-304.0;293.0;23.0;-176;295.0;570.0
-3;-204.0;262.0;56.0;-176;296.0;595.0
0;-293.0;263.0;69.0;-176;292.0;606.0
