InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit BACK gyroZ
-37.0;12;3;-8;5.0;-26.0;-50.0;222;-8;12;16.0;49.0
-21.0;20;1;11;33.0;-12.0;-13.0;225;11;20;25.0;8.0
-39.0;5;6;4;-74.0;-72.0;-51.0;269;4;5;-109.0;-14.0
-54.0;31;5;-10;46.0;-26.0;-5.0;221;-10;31;1.0;-4.0
-1.0;1519;1;2080;-46.0;-154.0;48.0;309;2080;1519;40.0;111.0
-78.0;-3;5;27;-12.0;-12.0;-34.0;220;27;-3;22.0;17.0
-124.0;-15;0;11;10.0;6.0;-56.0;221;11;-15;-14.0;-11.0
-138.0;-10;0;12;12.0;-11.0;-62.0;222;12;-10;-6.0;-9.0
14.0;-12;-5;2;-14.0;15.0;-37.0;216;2;-12;14.0;-28.0
-64.0;-7;-2;9;-4.0;-8.0;-38.0;215;9;-7;-13.0;8.0
-8.0;-26;-3;-15;35.0;-48.0;-63.0;282;-15;-26;-21.0;-28.0
-71.0;5;1;-8;-35.0;20.0;-47.0;221;-8;5;36.0;17.0
1.0;-35;2;-23;7.0;25.0;-94.0;290;-23;-35;87.0;-48.0
-67.0;9;0;1;10.0;-7.0;-23.0;217;1;9;29.0;-9.0
128.0;-32;1;11;20.0;32.0;-61.0;290;11;-32;37.0;-67.0
-65.0;-6;-1;25;-2.0;12.0;-52.0;211;25;-6;-16.0;-11.0
-48.0;-26;1;-17;-5.0;-7.0;-123.0;291;-17;-26;-14.0;-43.0
-28.0;-24;2;33;27.0;-16.0;-100.0;290;33;-24;7.0;-24.0
-44.0;-106;-13;420;103.0;-27.0;-147.0;296;420;-106;0.0;-70.0
-213.0;10;2;-21;126.0;-69.0;118.0;221;-21;10;29.0;-70.0
-55.0;12;-2;-9;4.0;25.0;18.0;222;-9;12;12.0;-11.0
-13.0;-3;-2;5;40.0;17.0;-72.0;295;5;-3;-29.0;-20.0
-69.0;6;-4;2;-1.0;-5.0;-22.0;216;2;6;-3.0;-19.0
-48.0;10;-3;-1;-6.0;30.0;-50.0;219;-1;10;-8.0;10.0
25.0;-3;-2;5;52.0;-6.0;4.0;295;5;-3;-40.0;-33.0
-60.0;17;2;1;31.0;23.0;-35.0;226;1;17;33.0;-30.0
-32.0;-4;-2;-4;65.0;20.0;-34.0;218;-4;-4;14.0;-22.0
-68.0;-7;-2;8;30.0;-5.0;-22.0;294;8;-7;-38.0;6.0
-42.0;-8;-1;4;46.0;-9.0;-2.0;220;4;-8;8.0;-6.0
-82.0;5;-3;-8;-1.0;-16.0;-41.0;211;-8;5;16.0;4.0
-63.0;23;1;13;-9.0;-24.0;-28.0;222;13;23;23.0;-2.0
-32.0;-21;-2;-21;38.0;14.0;-60.0;294;-21;-21;25.0;-1.0
-44.0;-8;-2;-7;-2.0;24.0;-16.0;295;-7;-8;24.0;25.0
-40.0;-21;-6;-12;14.0;-11.0;-35.0;218;-12;-21;-18.0;15.0
-25.0;5;1;15;-33.0;22.0;5.0;295;15;5;12.0;-30.0
-106.0;-35;3;-22;34.0;25.0;-39.0;293;-22;-35;38.0;-13.0
-107.0;-10;-3;-33;27.0;-29.0;-62.0;220;-33;-10;8.0;0.0
-74.0;-2;6;-37;46.0;-12.0;-47.0;218;-37;-2;12.0;6.0
-27.0;-2;5;34;16.0;-42.0;-38.0;218;34;-2;-8.0;9.0
-100.0;-35;2;-26;8.0;5.0;-25.0;294;-26;-35;0.0;-8.0
-98.0;-34;3;-24;6.0;30.0;-50.0;293;-24;-34;42.0;-20.0
-71.0;8;-1;-11;-16.0;-9.0;-43.0;299;-11;8;28.0;11.0
-71.0;25;-1;16;-20.0;-3.0;-44.0;300;16;25;30.0;6.0
-50.0;-29;1;-3;14.0;-22.0;-37.0;293;-3;-29;-7.0;8.0
-64.0;-25;1;-5;71.0;3.0;-63.0;297;-5;-25;-32.0;29.0
-80.0;-35;2;-22;64.0;-13.0;-37.0;297;-22;-35;-43.0;-13.0
-81.0;-7;9;-42;-10.0;-54.0;-20.0;231;-42;-7;-33.0;68.0
-106.0;17;0;-25;-51.0;-15.0;-63.0;232;-25;17;-13.0;61.0
-23.0;-32;-5;-29;34.0;10.0;-33.0;298;-29;-32;-16.0;-10.0
-126.0;-8;-3;-5;-106.0;-74.0;-79.0;285;-5;-8;83.0;22.0
-101.0;-10;0;-19;-779.0;-149.0;-77.0;218;-19;-10;-151.0;-10.0
-110.0;31;2;-36;-13.0;-33.0;-94.0;246;-36;31;-94.0;25.0
-35.0;-35;-6;10;32.0;-27.0;-12.0;298;10;-35;-26.0;4.0
-33.0;0;-4;4;30.0;-20.0;-52.0;299;4;0;-25.0;-25.0
-96.0;-4;-4;5;17.0;-14.0;-61.0;299;5;-4;-16.0;-26.0
-61.0;-39;-1;3;66.0;-11.0;-49.0;294;3;-39;-21.0;-28.0
-72.0;-25;2;-6;32.0;-11.0;-14.0;287;-6;-25;-17.0;5.0
-52.0;-17;2;-11;14.0;-6.0;-29.0;286;-11;-17;4.0;-13.0
-85.0;-51;0;2;40.0;-12.0;-7.0;293;2;-51;1.0;2.0
-129.0;-13;-6;-11;32.0;-1.0;-19.0;303;-11;-13;-4.0;10.0
-158.0;-30;2;-37;-244.0;-8.0;-239.0;280;-37;-30;81.0;-34.0
-85.0;-52;4;4;52.0;-21.0;-16.0;291;4;-52;30.0;-4.0
-76.0;-16;-1;10;-196.0;-46.0;-56.0;213;10;-16;123.0;9.0
-25.0;-18;-12;21;-11.0;-71.0;21.0;266;21;-18;52.0;16.0
-53.0;9;-8;2;40.0;-91.0;-34.0;268;2;9;-55.0;-14.0
-106.0;-6;0;26;3.0;-101.0;-60.0;260;26;-6;-52.0;-2.0
-167.0;-29;1;15;62.0;-13.0;-8.0;295;15;-29;-4.0;24.0
78.0;-11;-8;22;-554.0;-62.0;63.0;263;22;-11;347.0;-18.0
-134.0;-14;5;-37;-26.0;-109.0;-48.0;254;-37;-14;-27.0;-19.0
-129.0;-3;-13;2;19.0;-81.0;-82.0;272;2;-3;40.0;16.0
-107.0;-9;1;-37;-184.0;-68.0;243.0;284;-37;-9;-127.0;-7.0
456.0;6;3;-39;49.0;27.0;78.0;250;-39;6;-64.0;6.0
-80.0;-17;-2;5;-162.0;-7.0;-25.0;279;5;-17;-5.0;-27.0
-61.0;-10;4;-23;16.0;-64.0;-13.0;253;-23;-10;-110.0;32.0
-83.0;-13;6;-14;-30.0;-87.0;-36.0;249;-14;-13;30.0;49.0
-96.0;26;0;-7;145.0;-51.0;-65.0;209;-7;26;-147.0;-15.0
-188.0;13;-2;-2;-126.0;-6.0;-57.0;241;-2;13;382.0;28.0
157.0;-37;1;-27;176.0;-111.0;32.0;219;-27;-37;-398.0;-7.0
-58.0;19;1;-17;-10.0;-30.0;-18.0;209;-17;19;-62.0;-5.0
-74.0;19;0;-8;94.0;-60.0;-22.0;213;-8;19;-36.0;-11.0
-202.0;11;-17;7;-176.0;226.0;-140.0;265;7;11;1544.0;-6.0
-217.0;11;-1;-11;-458.0;-23.0;952.0;311;-11;11;-632.0;47.0
-128.0;-2;12;15;-61.0;-60.0;-37.0;229;15;-2;-45.0;-11.0
-1.0;-437;91;-1453;-140.0;24.0;58.0;336;-1453;-437;-130.0;215.0
58.0;-38;3;19;356.0;-54.0;321.0;272;19;-38;-543.0;-164.0
-35.0;-18;-5;-8;-1.0;-45.0;2.0;256;-8;-18;49.0;-7.0
-52.0;-8;2;-11;8.0;-39.0;10.0;253;-11;-8;129.0;6.0
-77.0;-37;1;-25;-8.0;-43.0;-17.0;249;-25;-37;107.0;-5.0
-116.0;-21;5;-12;3.0;-49.0;-34.0;253;-12;-21;29.0;-7.0
-40.0;-16;0;-7;55.0;-42.0;-43.0;250;-7;-16;-3.0;24.0
-72.0;-24;-3;-13;85.0;-24.0;-18.0;251;-13;-24;-20.0;10.0
-41.0;-15;-1;21;19.0;-5.0;2.0;251;21;-15;15.0;3.0
-8.0;5;-1;1;59.0;-9.0;-40.0;251;1;5;-10.0;-7.0
-57.0;39;-1;-6;36.0;-5.0;-47.0;251;-6;39;8.0;-11.0
-91.0;11;2;-4;70.0;-6.0;-9.0;251;-4;11;-13.0;-27.0
178.0;-13;-2;-7;54.0;9.0;35.0;215;-7;-13;-37.0;13.0
-112.0;-27;5;-31;-20.0;-16.0;-39.0;221;-31;-27;-10.0;-9.0
-63.0;-27;1;-10;28.0;-36.0;-47.0;215;-10;-27;-9.0;19.0
-41.0;-1;3;-2;-2.0;-35.0;-34.0;213;-2;-1;-36.0;2.0
-80.0;-9;3;2;34.0;-3.0;-8.0;219;2;-9;29.0;-10.0
-45.0;-34;3;0;-24.0;8.0;-5.0;215;0;-34;-25.0;-36.0
-32.0;-15;-5;13;83.0;0.0;-17.0;214;13;-15;5.0;-19.0
-49.0;-14;-6;4;44.0;-31.0;-29.0;214;4;-14;8.0;21.0
-27.0;9;1;-14;7.0;-25.0;-60.0;217;-14;9;12.0;15.0
-144.0;-16;3;-4;137.0;-6.0;126.0;290;-4;-16;-251.0;-13.0
-107.0;11;-1;-7;120.0;4.0;-59.0;295;-7;11;-82.0;74.0
-63.0;-73;4;-24;92.0;0.0;-36.0;273;-24;-73;-149.0;73.0
-42.0;-9;-5;-23;-1.0;37.0;-16.0;214;-23;-9;20.0;-28.0
-67.0;-41;0;-21;32.0;7.0;-13.0;212;-21;-41;23.0;-21.0
-67.0;-41;2;-20;33.0;-44.0;-8.0;218;-20;-41;27.0;4.0
-55.0;-42;-5;-24;59.0;-1.0;-28.0;216;-24;-42;20.0;-15.0
-28.0;-13;10;0;25.0;12.0;-62.0;216;0;-13;14.0;-23.0
-67.0;-20;2;9;33.0;-3.0;-36.0;211;9;-20;8.0;-11.0
-50.0;-35;-1;-6;29.0;-23.0;-28.0;216;-6;-35;12.0;20.0
-36.0;-55;4;-23;18.0;-27.0;-30.0;222;-23;-55;14.0;19.0
-538.0;-340;431;-47;939.0;-372.0;-777.0;381;-47;-340;-353.0;354.0
-225.0;5;-10;-21;1367.0;-789.0;-824.0;409;-21;5;-1412.0;128.0
38.0;-32;1;8;93.0;-16.0;-24.0;220;8;-32;36.0;-47.0
-41.0;-8;-3;1;29.0;-18.0;-5.0;218;1;-8;33.0;-26.0
-1024.0;10;-500;-14;867.0;-555.0;-873.0;702;-14;10;-956.0;114.0
-72.0;-10;-1;11;166.0;-20.0;-4.0;217;11;-10;-49.0;-61.0
-56.0;-22;-1;-2;27.0;-37.0;-41.0;221;-2;-22;17.0;4.0
-64.0;-20;0;0;-33.0;-42.0;-15.0;221;0;-20;-27.0;20.0
-86.0;-4;-33;20;224.0;28.0;34.0;225;20;-4;67.0;-93.0
-151.0;5;-2;-6;101.0;-53.0;-113.0;308;-6;5;-42.0;35.0
-272.0;-5;2;-15;852.0;-220.0;-329.0;259;-15;-5;120.0;54.0
-16.0;-22;4;18;66.0;-7.0;-35.0;221;18;-22;-1.0;-13.0
-40.0;-24;4;-19;23.0;-10.0;-37.0;220;-19;-24;23.0;6.0
-23.0;-32;4;-10;46.0;-28.0;-17.0;217;-10;-32;37.0;20.0
-1590.0;-216;-2296;-37;941.0;-542.0;-1578.0;537;-37;-216;-602.0;386.0
-45.0;-9;0;-32;20.0;-47.0;-48.0;222;-32;-9;8.0;38.0
-424.0;-8;4;17;-5.0;-24.0;-68.0;216;17;-8;-1.0;-9.0
-223.0;-9;5;19;14.0;-5.0;-30.0;217;19;-9;-4.0;-30.0
-111.0;-1;4;-21;23.0;7.0;-50.0;221;-21;-1;-20.0;-24.0
-27.0;-9;-1;26;77.0;-63.0;35.0;308;26;-9;-64.0;6.0
-47.0;5;3;25;3.0;-39.0;-41.0;222;25;5;61.0;2.0
0.0;-20;-5;-10;-51.0;-25.0;46.0;303;-10;-20;17.0;49.0
-58.0;10;-1;-33;18.0;-16.0;-41.0;227;-33;10;44.0;-9.0
409.0;-117;6;11;-309.0;426.0;814.0;262;11;-117;572.0;-253.0
-114.0;-16;-37;5;7.0;-107.0;-94.0;263;5;-16;5.0;21.0
-96.0;15;2;-25;68.0;-14.0;-54.0;223;-25;15;-4.0;-26.0
-112.0;-16;-30;5;-48.0;-93.0;-109.0;261;5;-16;6.0;-7.0
-69.0;-16;-17;6;21.0;-99.0;-83.0;253;6;-16;-46.0;-12.0
-123.0;-24;1;2;109.0;13.0;-58.0;219;2;-24;70.0;-41.0
-112.0;-22;3;19;-6.0;-17.0;-16.0;222;19;-22;43.0;-20.0
-213.0;-22;-2;20;-117.0;-65.0;137.0;216;20;-22;-1.0;19.0
-56.0;-16;-21;-28;-22.0;-38.0;-69.0;268;-28;-16;31.0;-7.0
-135.0;-19;0;20;25.0;-50.0;19.0;217;20;-19;-109.0;-9.0
-68.0;-16;-10;-26;-2.0;-9.0;-66.0;261;-26;-16;45.0;-5.0
-65.0;-16;-4;-24;-33.0;-6.0;-44.0;258;-24;-16;76.0;23.0
19.0;-15;6;15;-114.0;65.0;-17.0;251;15;-15;115.0;-52.0
-450.0;7;-1;-11;143.0;-582.0;-865.0;294;-11;7;-96.0;208.0
-381.0;-31;2;16;48.0;-100.0;-469.0;213;16;-31;77.0;-111.0
-158.0;14;4;5;34.0;-30.0;-138.0;272;5;14;9.0;-1.0
-44.0;-16;-7;-25;10.0;-38.0;-42.0;261;-25;-16;-6.0;8.0
-74.0;-16;-13;-26;55.0;-30.0;-67.0;272;-26;-16;3.0;0.0
-135.0;-16;-1;-25;-43.0;-63.0;-131.0;260;-25;-16;-18.0;-15.0
-109.0;-16;-1;-25;-19.0;-63.0;-82.0;260;-25;-16;-24.0;63.0
-424.0;364;-21;833;43.0;-212.0;-217.0;238;833;364;517.0;-59.0
-125.0;-16;3;-25;-14.0;-38.0;-74.0;256;-25;-16;15.0;15.0
-64.0;-10;2;1;10.0;-23.0;15.0;278;1;-10;60.0;-26.0
-66.0;-8;1;-11;268.0;-46.0;-20.0;286;-11;-8;-226.0;15.0
-7.0;-11;2;4;75.0;2.0;36.0;279;4;-11;18.0;-1.0
39.0;-3;1;-4;14.0;-9.0;169.0;212;-4;-3;16.0;-24.0
5.0;-29;2;-6;48.0;-28.0;58.0;279;-6;-29;37.0;-31.0
-13.0;-17;0;-11;38.0;12.0;-4.0;275;-11;-17;80.0;-39.0
6.0;-1;-1;5;53.0;17.0;-2.0;283;5;-1;78.0;-13.0
-50.0;2;2;-12;31.0;-15.0;-44.0;275;-12;2;41.0;-24.0
-81.0;-33;0;-3;19.0;5.0;-53.0;277;-3;-33;42.0;-13.0
-37.0;6;2;-7;-35.0;-7.0;-17.0;283;-7;6;48.0;-5.0
-19.0;-28;0;-13;77.0;-2.0;-12.0;275;-13;-28;33.0;-18.0
-71.0;-37;-4;-4;75.0;-24.0;-31.0;277;-4;-37;24.0;2.0
-80.0;-4;-2;-15;72.0;-34.0;-59.0;280;-15;-4;-1.0;-16.0
9.0;18;2;12;120.0;44.0;-11.0;304;12;18;23.0;-43.0
792.0;-70;-223;-11;431.0;-311.0;-37.0;302;-11;-70;-731.0;168.0
-76.0;-3;0;-5;82.0;-30.0;-24.0;277;-5;-3;43.0;-4.0
-98.0;-8;4;3;52.0;-34.0;-45.0;277;3;-8;59.0;-3.0
-4.0;-16;-6;3;-14.0;-11.0;-51.0;285;3;-16;-30.0;0.0
582.0;217;80;1723;741.0;-34.0;706.0;315;1723;217;26.0;0.0
-57.0;23;1;-4;41.0;-19.0;-53.0;277;-4;23;21.0;-11.0
-249.0;-10;-1;-181;-355.0;189.0;-128.0;307;-181;-10;128.0;16.0
-226.0;-5;3;3;-402.0;178.0;56.0;210;3;-5;363.0;54.0
-111.0;15;-4;27;-1.0;-30.0;-34.0;275;27;15;3.0;4.0
-49.0;-1;-2;22;19.0;-12.0;-19.0;278;22;-1;14.0;21.0
-47.0;-13;2;-21;47.0;-20.0;-40.0;277;-21;-13;42.0;-7.0
-65.0;-18;0;-8;21.0;-22.0;-17.0;280;-8;-18;14.0;-3.0
-69.0;-5;0;-35;49.0;-6.0;-21.0;277;-35;-5;4.0;36.0
-12.0;-18;6;0;64.0;-3.0;-24.0;273;0;-18;41.0;-7.0
-127.0;-2127;50;1583;-301.0;181.0;45.0;255;1583;-2127;115.0;-83.0
-8.0;-5;4;-23;58.0;-14.0;-12.0;269;-23;-5;17.0;32.0
56.0;-9;-9;-10;-248.0;629.0;462.0;250;-10;-9;105.0;-16.0
-358.0;910;-1439;-2667;-104.0;204.0;-312.0;2404;-2667;910;-229.0;289.0
-188.0;508;37;20;-173.0;-7.0;-42.0;264;20;508;248.0;6.0
-25.0;19;0;-14;-10.0;-15.0;-31.0;310;-14;19;32.0;8.0
-671.0;2966;12;3699;381.0;-921.0;-959.0;227;3699;2966;-1019.0;481.0
-75.0;14;0;5;39.0;-26.0;-21.0;273;5;14;-31.0;-20.0
-74.0;-16;-1;9;94.0;-14.0;27.0;312;9;-16;-106.0;-16.0
93.0;-38;-6;4;450.0;50.0;191.0;265;4;-38;-329.0;-183.0
-479.0;15;5;29;368.0;207.0;-246.0;307;29;15;-47.0;-100.0
-95.0;-2;-1203;-16;-43.0;14.0;-47.0;1290;-16;-2;171.0;-54.0
-73.0;-21;-2;-30;36.0;-21.0;-52.0;279;-30;-21;9.0;15.0
-80.0;1;-3;1;43.0;-42.0;-25.0;273;1;1;-9.0;26.0
-41.0;-15;0;4;51.0;-34.0;1.0;270;4;-15;-16.0;11.0
-83.0;4;0;4;71.0;-54.0;-38.0;270;4;4;-24.0;5.0
-63.0;-24;3;38;48.0;-8.0;-51.0;236;38;-24;-34.0;4.0
-86.0;20;5;-72;-162.0;-350.0;-57.0;241;-72;20;-407.0;43.0
-37.0;16;1;5;39.0;111.0;-9.0;320;5;16;125.0;-5.0
-66.0;2;0;-16;-8.0;-10.0;-57.0;314;-16;2;48.0;-12.0
-203.0;-24;0;-46;-55.0;-64.0;-123.0;326;-46;-24;37.0;21.0
-123.0;21;1;15;-24.0;-34.0;-52.0;316;15;21;113.0;-7.0
202.0;-1129;-7;758;50.0;-751.0;-712.0;230;758;-1129;-184.0;394.0
-68.0;-14;2;100;-461.0;-61.0;-51.0;260;100;-14;-407.0;-43.0
-458.0;3;1;-2;-559.0;-536.0;-376.0;302;-2;3;-481.0;132.0
-96.0;16;2;9;14.0;117.0;-111.0;223;9;16;33.0;17.0
-145.0;-1;0;20;56.0;-99.0;-125.0;304;20;-1;-86.0;14.0
-137.0;-6;4;-6;252.0;-100.0;-104.0;281;-6;-6;-175.0;13.0
-174.0;-3;3;-3;367.0;-71.0;-98.0;281;-3;-3;-325.0;0.0
-46.0;4;-1;18;132.0;7.0;-18.0;306;18;4;-70.0;6.0
-69.0;-10;-12;-10;-161.0;-82.0;-52.0;222;-10;-10;-337.0;-50.0
-68.0;-19;1;10;-72.0;-36.0;-1.0;268;10;-19;-23.0;7.0
