Accelerometer RKN_ accY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Nav_Ax
978.0;4.0;2;25;653;724;-2;1
966.0;24.0;3;17;669;719;-3;-3
898.0;17.0;35;22;663;720;-35;9
969.0;15.0;34;13;679;715;-34;10
961.0;-5.0;2;17;653;735;-2;-4
977.0;3.0;17;15;676;715;-17;1
952.0;5.0;5;15;655;735;-5;1
971.0;17.0;13;15;658;734;-13;0
973.0;81.0;10;17;673;716;-10;7
961.0;21.0;-15;22;658;722;15;-3
979.0;14.0;2;19;655;731;-2;3
970.0;5.0;0;20;652;731;0;1
961.0;26.0;9;22;657;724;-9;5
964.0;-18.0;12;24;662;717;-12;-1
980.0;21.0;-10;18;669;719;10;-3
984.0;-10.0;16;23;657;723;-16;-1
984.0;2.0;-8;22;662;719;8;-5
971.0;-4.0;-10;18;670;719;10;-3
980.0;22.0;5;19;653;732;-5;1
973.0;7.0;16;22;657;725;-16;4
970.0;15.0;23;15;668;725;-23;11
998.0;-22.0;68;19;659;725;-68;13
979.0;45.0;-4;18;662;723;4;-9
977.0;27.0;8;19;659;725;-8;0
950.0;32.0;-2;15;667;726;2;3
973.0;53.0;11;19;663;723;-11;2
979.0;34.0;23;14;669;724;-23;5
955.0;60.0;1;14;673;722;-1;-8
978.0;30.0;-1;14;674;719;1;6
968.0;48.0;-4;24;667;712;4;1
979.0;76.0;-7;17;669;720;7;-1
978.0;17.0;21;21;661;721;-21;7
990.0;16.0;3;16;671;719;-3;3
960.0;24.0;-18;15;673;720;18;-4
971.0;11.0;9;15;669;723;-9;-3
972.0;38.0;0;18;655;731;0;0
978.0;-4.0;0;16;659;731;0;-2
971.0;25.0;24;19;660;726;-24;-2
952.0;29.0;16;25;655;722;-16;8
967.0;24.0;23;17;660;730;-23;0
663.0;-71.0;576;-569;-19;1716;-576;-665
933.0;9.0;19;18;656;732;-19;5
963.0;30.0;13;13;663;731;-13;5
969.0;29.0;-2;22;656;726;2;6
969.0;31.0;6;18;667;720;-6;-2
969.0;51.0;2;17;658;731;-2;3
972.0;22.0;-3;19;654;732;3;-4
952.0;37.0;-10;20;667;718;10;1
952.0;53.0;21;18;666;720;-21;0
973.0;-4.0;24;23;665;715;-24;0
973.0;0.0;-12;22;666;716;12;-2
974.0;13.0;11;14;678;716;-11;-5
978.0;36.0;-2;25;662;716;2;-3
985.0;39.0;0;24;662;718;0;-1
959.0;32.0;-10;22;664;719;10;-2
993.0;30.0;0;22;669;713;0;1
1003.0;-6.0;-15;19;664;724;15;4
971.0;-4.0;14;18;658;730;-14;-5
969.0;19.0;-20;18;674;713;20;10
963.0;23.0;9;25;651;726;-9;4
982.0;-27.0;22;25;670;709;-22;-3
993.0;29.0;8;868;671;716;-8;839
976.0;9.0;2;20;661;724;-2;3
970.0;9.0;-19;17;672;717;19;3
960.0;77.0;9;16;658;731;-9;-4
990.0;33.0;9;20;680;705;-9;-2
845.0;307.0;-11;16;744;644;11;-3
966.0;32.0;15;21;652;729;-15;4
859.0;-111.0;-4565;-1394;2084;1307;4565;-164
848.0;-250.0;-2;16;739;649;2;-1
979.0;40.0;-4;18;669;718;4;2
961.0;-17.0;-8;11;669;727;8;3
983.0;37.0;-8;19;671;715;8;0
970.0;6.0;9;22;658;724;-9;7
968.0;16.0;-17;15;672;719;17;0
846.0;-48.0;13;10;751;644;-13;0
970.0;-11.0;-9;8;676;726;9;-6
962.0;34.0;11;15;657;733;-11;6
978.0;15.0;-6;26;654;723;6;-4
994.0;33.0;7;18;674;714;-7;-4
961.0;5.0;10;18;665;722;-10;1
962.0;17.0;21;19;655;730;-21;-2
979.0;42.0;9;22;658;723;-9;1
968.0;39.0;0;20;670;716;0;5
933.0;22.0;33;24;646;730;-33;-3
980.0;7.0;4;18;666;721;-4;-2
971.0;47.0;15;17;663;725;-15;9
980.0;43.0;-9;16;667;724;9;-2
980.0;37.0;11;18;669;719;-11;1
1058.0;108.0;-22;12;674;723;22;-6
845.0;24.0;5;13;748;643;-5;2
950.0;21.0;-9;17;665;723;9;-1
969.0;17.0;12;22;662;719;-12;1
938.0;27.0;47;16;675;715;-47;12
979.0;-9.0;15;17;665;723;-15;3
964.0;0.0;21;19;664;724;-21;-8
972.0;-1.0;12;22;675;708;-12;2
970.0;19.0;-7;19;661;725;7;-3
982.0;7.0;7;15;659;732;-7;0
989.0;26.0;5;14;671;722;-5;0
988.0;7.0;1;21;667;717;-1;0
973.0;17.0;11;24;655;723;-11;1
980.0;23.0;0;17;671;719;0;2
978.0;-13.0;9;21;661;723;-9;-8
976.0;-10.0;4;13;671;723;-4;-1
951.0;15.0;18;21;663;720;-18;4
982.0;-24.0;0;16;665;726;0;11
979.0;27.0;2;19;665;721;-2;5
965.0;74.0;-3;24;658;720;3;2
977.0;20.0;12;20;668;715;-12;1
985.0;7.0;-5;20;681;705;5;9
986.0;28.0;0;18;668;718;0;3
955.0;-9.0;-3;21;661;722;3;1
959.0;40.0;-19;21;668;714;19;6
992.0;230.0;1428;1110;959;-586;-1428;-666
957.0;45.0;23;14;667;726;-23;4
1007.0;217.0;20;30;645;730;-20;127
893.0;-7.0;4;14;661;731;-4;4
848.0;-10.0;-13;15;747;642;13;-1
979.0;35.0;1;22;660;721;-1;2
924.0;-94.0;4258;-74;893;628;-4258;78
988.0;-2.0;7;18;668;720;-7;-3
978.0;26.0;4;19;656;730;-4;-3
950.0;-24.0;16;32;673;718;-16;148
969.0;-2.0;-9;21;664;719;9;14
968.0;15.0;3;21;662;722;-3;-6
951.0;35.0;-6;19;657;728;6;-3
970.0;28.0;4;23;658;723;-4;1
996.0;-11.0;22;18;669;719;-22;6
962.0;22.0;2;20;657;726;-2;-8
987.0;19.0;-2;19;664;721;2;2
949.0;-13.0;2;21;671;713;-2;13
978.0;-113.0;4;14;661;730;-4;2
968.0;3.0;-14;25;662;715;14;-4
972.0;-2.0;9;17;667;720;-9;2
960.0;6.0;-8;21;671;713;8;12
991.0;30.0;33;15;669;722;-33;3
984.0;53.0;14;14;672;720;-14;1
956.0;2.0;-6;19;659;726;6;-1
979.0;3.0;26;19;669;716;-26;11
963.0;15.0;13;17;662;725;-13;-4
896.0;150.0;23;15;666;725;-23;5
953.0;51.0;18;24;657;720;-18;-6
965.0;32.0;12;15;659;731;-12;-3
974.0;26.0;1;21;667;717;-1;2
972.0;29.0;11;26;658;718;-11;4
971.0;19.0;8;25;657;720;-8;1
928.0;173.0;267;-113;818;759;-267;50
979.0;17.0;-11;20;671;715;11;4
951.0;2.0;55;13;667;727;-55;0
969.0;2.0;16;26;656;721;-16;-2
974.0;4.0;-8;19;660;726;8;-2
989.0;13.0;23;19;670;716;-23;3
970.0;5.0;-2;22;663;719;2;-4
980.0;-15.0;1;22;664;719;-1;-3
978.0;-5.0;1;22;663;719;-1;-3
973.0;32.0;-23;14;673;721;23;1
964.0;38.0;9;21;655;727;-9;1
974.0;-6.0;20;19;658;728;-20;1
1061.0;266.0;-25;21;667;716;25;-9
970.0;-36.0;-346;248;132;900;346;-231
979.0;-17.0;-8;18;667;721;8;-3
990.0;-7.0;-21;18;675;713;21;12
964.0;40.0;-19;20;654;731;19;-5
975.0;47.0;-11;21;654;729;11;2
988.0;18.0;22;18;659;728;-22;3
978.0;32.0;-30;22;652;729;30;3
996.0;23.0;-20;18;656;732;20;0
969.0;69.0;26;16;661;729;-26;2
963.0;-532.0;4;15;671;720;-4;-2
1008.0;42.0;89;15;669;724;-89;19
977.0;-8.0;19;18;656;730;-19;-1
976.0;19.0;29;20;655;729;-29;4
988.0;18.0;10;19;655;731;-10;-2
1000.0;19.0;9;12;662;733;-9;0
983.0;15.0;23;18;660;728;-23;-1
971.0;26.0;-13;17;658;731;13;1
985.0;-3.0;-2;19;658;727;2;-2
986.0;-951.0;6;21;661;721;-6;0
1050.0;44.0;1;18;678;711;-1;-6
987.0;41.0;-10;18;664;722;10;-4
988.0;30.0;-4;22;661;721;4;-9
1001.0;16.0;-49;20;653;730;49;-6
977.0;42.0;12;15;656;736;-12;-7
979.0;-4.0;18;17;655;733;-18;-1
979.0;29.0;16;13;660;733;-16;-9
997.0;14.0;28;14;660;734;-28;3
981.0;8.0;23;19;659;727;-23;0
978.0;23.0;24;18;660;728;-24;-3
934.0;-61.0;109;10;498;1023;-109;-496
990.0;-3.0;-9;19;658;727;9;1
988.0;25.0;19;25;652;725;-19;1
979.0;31.0;-6;17;653;734;6;-4
981.0;-9.0;6;20;655;728;-6;-2
995.0;-51.0;0;17;663;725;0;-1
971.0;-5.0;7;16;651;738;-7;-1
988.0;-18.0;23;22;660;723;-23;6
974.0;-14.0;-28;24;651;728;28;-4
991.0;31.0;-15;17;654;733;15;0
973.0;5.0;-19;12;672;725;19;-2
979.0;-5.0;7;31;652;716;-7;10
980.0;-195.0;0;18;663;722;0;0
988.0;-17.0;7;19;654;730;-7;-4
1079.0;-81.0;-18;18;665;724;18;14
993.0;12.0;6;16;665;726;-6;3
988.0;8.0;10;20;657;726;-10;2
979.0;-506.0;-325;-10;684;745;325;32
991.0;50.0;11;23;651;729;-11;-4
992.0;-310.0;-70;27;667;708;70;-13
1069.0;710.0;469;-117;829;746;-469;-104
1066.0;242.0;44;141;693;704;-44;-309
996.0;191.0;-601;-18;654;780;601;-127
977.0;238.0;1;21;664;720;-1;2
1073.0;5.0;26;13;670;724;-26;-3
968.0;134.0;-221;-3;691;722;221;-11
892.0;-126.0;-4856;-16;966;647;4856;65
1016.0;6.0;30;18;671;717;-30;-3
985.0;-127.0;-1194;-34;855;653;1194;-368
1001.0;155.0;-2311;-276;1078;761;2311;-211
979.0;-2.0;9;27;651;722;-9;-1
980.0;31.0;0;14;657;735;0;-2
999.0;-19.0;15;23;664;717;-15;6
965.0;73.0;-15;20;651;733;15;-6
990.0;10.0;26;38;655;703;-26;1
990.0;31.0;17;18;664;723;-17;-2
960.0;-381.0;-334;158;1081;64;334;-164
979.0;37.0;-13;22;660;720;13;10
986.0;61.0;-1;19;658;727;1;3
986.0;58.0;4;17;656;732;-4;1
1004.0;-77.0;7;20;667;717;-7;2
1271.0;-63.0;24;13;680;716;-24;-7
974.0;-10.0;-9;14;658;734;9;5
972.0;-58.0;13;18;652;734;-13;-4
961.0;-67.0;-9;18;667;721;9;4
971.0;-75.0;-95;19;652;734;95;-11
863.0;110.0;-3576;595;438;520;3576;88
978.0;18.0;27;20;658;725;-27;2
979.0;15.0;-1;21;651;732;1;-3
1571.0;-497.0;3;16;668;721;-3;-9
1002.0;-40.0;99;29;182;953;-99;-4
983.0;6.0;28;18;659;727;-28;-1
986.0;135.0;21;19;665;721;-21;3
980.0;16.0;19;15;656;735;-19;-2
977.0;8.0;-9;17;654;735;9;-1
979.0;-17.0;18;12;674;722;-18;-6
1116.0;-117.0;26;7;683;710;-26;66
968.0;29.0;-10;19;650;734;10;-6
450.0;-463.0;19;24;658;720;-19;10
850.0;-129.0;-6;9;752;645;6;0
968.0;2.0;27;13;663;731;-27;9
981.0;8.0;12;18;650;735;-12;-1
1026.0;63.0;25;23;665;717;-25;-1
984.0;-222.0;33;398;484;384;-33;-112
979.0;-10.0;2;17;658;731;-2;4
944.0;1383.0;12;12;664;732;-12;-3
989.0;64.0;0;20;660;725;0;-8
988.0;31.0;-5;17;660;728;5;-2
1059.0;-58.0;-1868;2669;2158;-1760;1868;1335
947.0;-6.0;6;19;648;736;-6;-1
998.0;-97.0;-1421;122;918;504;1421;377
987.0;15.0;-23;18;670;718;23;1
971.0;57.0;77;-73;390;987;-77;-58
1007.0;399.0;146;18;665;723;-146;2
963.0;32.0;-63;36;191;939;63;-57
856.0;3.0;584;-4;743;678;-584;-73
955.0;-10.0;104;-838;1700;1010;-104;-809
1036.0;-13.0;-23;18;666;722;23;18
971.0;-16.0;0;21;655;727;0;4
979.0;3.0;9;13;659;736;-9;1
955.0;-33.0;12;15;669;722;-12;0
994.0;135.0;-7;15;663;729;7;1
976.0;31.0;12;20;649;734;-12;-8
982.0;33.0;-6;20;658;726;6;-1
984.0;38.0;0;21;655;727;0;8
974.0;793.0;-9;19;666;720;9;-10
979.0;9.0;26;21;660;723;-26;5
984.0;115.0;214;59;185;919;-214;20
972.0;103.0;-80;20;735;650;80;17
995.0;2.0;-25;18;656;729;25;0
978.0;18.0;20;22;650;730;-20;-3
981.0;-2.0;24;26;652;724;-24;0
985.0;-9.0;11;18;657;730;-11;-6
998.0;2537.0;-43;8;673;729;43;-3
977.0;47.0;-10;16;656;734;10;-3
973.0;-24.0;-11;18;667;720;11;4
979.0;32.0;-9;21;656;728;9;-1
987.0;227.0;526;195;285;902;-526;208
980.0;-143.0;-20;23;657;723;20;-5
1249.0;105.0;3;21;681;709;-3;29
982.0;20.0;-3;24;650;727;3;6
989.0;-1.0;8;21;656;728;-8;-3
976.0;49.0;43;18;658;729;-43;2
989.0;14.0;15;19;656;729;-15;3
482.0;105.0;7;15;668;727;-7;15
942.0;71.0;-8;19;653;732;8;1
965.0;-15.0;0;24;649;728;0;2
994.0;-9.0;0;18;654;734;0;2
986.0;29.0;21;16;658;732;-21;0
954.0;33.0;-12;18;653;734;12;6
1435.0;-319.0;7529;-942;1684;579;-7529;89
960.0;-29.0;-16;14;649;742;16;-2
961.0;35.0;30;23;652;727;-30;1
986.0;26.0;-5;22;654;727;5;3
988.0;81.0;-4;18;659;728;4;-1
967.0;25.0;-11;41;635;718;11;-18
959.0;43.0;-35;18;656;730;35;2
998.0;35.0;1;19;650;736;-1;6
980.0;11.0;-8;15;658;733;8;0
983.0;45.0;11;13;657;736;-11;0
976.0;154.0;142;28;673;703;-142;117
989.0;37.0;-10;20;650;733;10;6
967.0;-27.0;-21;20;650;734;21;-3
982.0;23.0;-8;19;654;731;8;-1
1005.0;-12.0;18;16;658;731;-18;-2
973.0;92.0;-38;15;659;732;38;-3
989.0;-12.0;3;21;667;715;-3;-2
966.0;3.0;-8;21;652;732;8;-6
961.0;-23.0;-3;16;661;729;3;-4
489.0;425.0;-4;12;689;708;4;-7
983.0;-12.0;12;21;654;729;-12;-1
980.0;-69.0;-14;16;659;731;14;0
986.0;3.0;-3;19;654;730;3;-2
980.0;-24.0;0;20;657;728;0;-1
952.0;-81.0;-42;13;660;734;42;11
952.0;-5.0;27;17;658;731;-27;2
969.0;0.0;-20;20;651;732;20;2
979.0;5.0;-10;22;656;725;10;-4
1007.0;22.0;-1;24;654;725;1;-2
970.0;-303.0;15;20;657;727;-15;-7
982.0;-19.0;38;25;656;721;-38;4
979.0;-17.0;8;24;654;723;-8;-1
959.0;-15.0;1;17;652;736;-1;0
1006.0;34.0;-1;16;662;727;1;-1
965.0;-16.0;-10;22;652;728;10;-3
975.0;-317.0;8;71;688;708;-8;310
977.0;-6.0;25;14;661;731;-25;-3
968.0;-60.0;1303;0;658;757;-1303;44
978.0;-2.0;15;16;655;734;-15;-4
994.0;100.0;15;144;661;727;-15;418
973.0;-2.0;-16;18;662;725;16;6
978.0;-1.0;6;19;652;733;-6;8
984.0;27.0;15;18;652;735;-15;-1
988.0;22.0;13;16;660;730;-13;-2
969.0;-9.0;7;21;650;732;-7;2
988.0;-24.0;13;18;655;731;-13;-1
989.0;21.0;-8;20;660;725;8;1
984.0;394.0;-86;54;344;954;86;212
851.0;-447.0;-12;12;744;651;12;-1
970.0;17.0;-13;16;656;733;13;0
945.0;-1652.0;19;14;665;728;-19;1
978.0;1.0;14;16;651;737;-14;-3
1105.0;176.0;-307;362;772;911;307;975
978.0;40.0;26;21;651;731;-26;0
979.0;248.0;-83;86;636;657;83;-65
990.0;82.0;12;17;662;727;-12;3
970.0;363.0;2;18;667;721;-2;5
1005.0;143.0;78;19;676;719;-78;-111
982.0;14.0;19;21;656;727;-19;-8
984.0;-19.0;-2;16;660;729;2;-1
991.0;69.0;21;20;653;730;-21;-1
1053.0;-91.0;-1095;186;531;616;1095;65
983.0;-7.0;-12;16;657;732;12;-3
962.0;174.0;-28;17;663;726;28;1
998.0;70.0;-20;14;659;732;20;0
1011.0;-744.0;265;13;675;713;-265;13
986.0;15.0;18;20;651;732;-18;1
980.0;47.0;-2;16;654;734;2;-1
999.0;41.0;-12;20;650;733;12;7
998.0;36.0;-29;17;659;730;29;3
983.0;-34.0;8;20;655;730;-8;-2
987.0;6.0;20;21;653;729;-20;3
993.0;43.0;1;13;660;734;-1;-4
1003.0;-142.0;-5;47;512;853;5;-40
950.0;0.0;-33;18;658;729;33;2
978.0;-104.0;46;23;658;723;-46;6
989.0;0.0;7;19;653;732;-7;3
997.0;-29.0;-8;23;657;724;8;2
999.0;-256.0;2491;-198;787;967;-2491;376
1523.0;315.0;15;20;671;713;-15;-5
1004.0;48.0;18;10;662;735;-18;-2
983.0;-35.0;-19;19;654;731;19;-1
923.0;344.0;-2011;567;275;871;2011;-78
997.0;58.0;42;21;644;738;-42;0
980.0;-39.0;26;21;655;728;-26;1
848.0;117.0;-3;14;745;645;3;3
979.0;21.0;44;17;660;729;-44;-4
1225.0;-505.0;33;14;669;724;-33;8
1002.0;-750.0;776;64;592;730;-776;13
989.0;-33.0;-1;23;664;717;1;-1
979.0;-13.0;20;19;655;730;-20;-5
986.0;-339.0;145;12;695;699;-145;17
980.0;101.0;-1;44;548;779;1;-15
