Accelerometer LWR accX;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE EuY;Accelerometer LH accX
-634.0;-129.0;-38;482.0
-325.0;-117.0;-41;356.0
-344.0;-162.0;-43;365.0
-332.0;-107.0;-41;362.0
-324.0;-111.0;-41;380.0
-344.0;-93.0;-41;360.0
-336.0;-92.0;-41;362.0
-347.0;-100.0;-41;359.0
-462.0;-104.0;-46;571.0
-327.0;-110.0;-41;353.0
-326.0;-135.0;-41;364.0
-260.0;-125.0;-42;378.0
-289.0;-83.0;-43;293.0
-470.0;64.0;-32;675.0
-312.0;-122.0;-41;348.0
-319.0;-127.0;-41;358.0
-336.0;-112.0;-41;352.0
-484.0;-363.0;-50;530.0
-363.0;-39.0;-38;233.0
-424.0;-118.0;-61;479.0
-332.0;-108.0;-41;353.0
-344.0;-97.0;-41;368.0
-330.0;-99.0;-41;350.0
-313.0;-141.0;-41;380.0
-412.0;-112.0;-35;360.0
-321.0;-114.0;-41;376.0
-325.0;-110.0;-41;353.0
-331.0;-108.0;-41;366.0
-939.0;-35.0;-43;403.0
-372.0;-138.0;-24;353.0
-321.0;-108.0;-41;353.0
-312.0;-118.0;-41;352.0
-368.0;-116.0;-40;351.0
-371.0;-85.0;-26;363.0
-339.0;-117.0;-41;345.0
-299.0;-135.0;-43;337.0
-329.0;-97.0;-41;386.0
-321.0;-155.0;-41;341.0
-318.0;-110.0;-41;363.0
-295.0;-124.0;-39;454.0
-311.0;-118.0;-41;358.0
-319.0;-184.0;-40;474.0
-264.0;-222.0;-41;690.0
-313.0;-105.0;-41;369.0
-331.0;-133.0;-41;334.0
-328.0;-107.0;-41;360.0
-327.0;-119.0;-41;350.0
-328.0;-139.0;-41;323.0
-314.0;-118.0;-41;371.0
-401.0;-44.0;-32;407.0
-390.0;-143.0;-43;341.0
-376.0;-127.0;-41;350.0
-354.0;-117.0;-41;347.0
-277.0;-94.0;-39;376.0
-384.0;-117.0;-40;357.0
-358.0;-90.0;-32;371.0
-365.0;-93.0;-32;375.0
-344.0;-136.0;-40;295.0
-342.0;-88.0;-41;388.0
-312.0;-138.0;-43;398.0
-362.0;-149.0;-41;351.0
-341.0;-81.0;-38;376.0
-338.0;-97.0;-41;376.0
-333.0;-139.0;-41;357.0
-353.0;-44.0;-43;459.0
-320.0;-126.0;-41;359.0
-340.0;-118.0;-41;349.0
-328.0;-118.0;-41;339.0
-334.0;-118.0;-41;347.0
-324.0;-139.0;-41;421.0
-375.0;-65.0;-42;570.0
-322.0;-136.0;-41;362.0
-354.0;-154.0;-32;336.0
-346.0;-120.0;-40;325.0
-366.0;-171.0;-17;356.0
-350.0;-122.0;-41;339.0
-370.0;-101.0;-40;313.0
-468.0;30.0;-30;356.0
-338.0;-143.0;-41;359.0
-332.0;-101.0;-41;379.0
-516.0;36.0;-45;471.0
-316.0;-118.0;-41;377.0
-344.0;-90.0;-41;379.0
-310.0;-110.0;-41;351.0
-485.0;50.0;-50;180.0
-328.0;-136.0;-41;365.0
-353.0;-123.0;-40;341.0
-321.0;-116.0;-41;349.0
-456.0;-94.0;-37;277.0
-319.0;-109.0;-41;341.0
-320.0;-106.0;-41;369.0
-340.0;-114.0;-41;350.0
-349.0;-128.0;-41;343.0
-313.0;-128.0;-41;364.0
-333.0;-118.0;-41;345.0
-322.0;-111.0;-41;375.0
-321.0;-124.0;-41;386.0
-332.0;-132.0;-49;338.0
-340.0;-123.0;-40;350.0
-334.0;-130.0;-11;358.0
-347.0;-174.0;-37;374.0
-376.0;-52.0;-48;378.0
-351.0;-136.0;-41;351.0
-292.0;-73.0;-39;419.0
-347.0;-101.0;-41;425.0
-353.0;-108.0;-40;352.0
-330.0;-105.0;-41;380.0
-311.0;-110.0;-41;385.0
-379.0;-117.0;-40;356.0
-323.0;-136.0;-41;379.0
-330.0;-120.0;-41;359.0
-330.0;-112.0;-41;339.0
-349.0;-136.0;-39;347.0
-307.0;-172.0;-35;362.0
-323.0;-108.0;-40;298.0
-399.0;-111.0;-54;336.0
-373.0;-165.0;-40;367.0
-346.0;-104.0;-41;348.0
-329.0;-136.0;-41;362.0
-344.0;-128.0;-40;337.0
-311.0;-127.0;-41;331.0
-314.0;-100.0;-36;356.0
-331.0;-137.0;-41;352.0
-423.0;251.0;-48;458.0
-321.0;-89.0;-41;359.0
-329.0;-91.0;-43;362.0
-323.0;-109.0;-41;371.0
-318.0;-108.0;-41;358.0
-309.0;-100.0;-41;342.0
-320.0;-115.0;-41;358.0
-323.0;-114.0;-41;352.0
-161.0;34.0;-40;441.0
-259.0;-153.0;-46;199.0
-204.0;-345.0;-50;815.0
-298.0;-80.0;-43;328.0
-280.0;-963.0;-46;333.0
-220.0;436.0;-43;253.0
-767.0;-9.0;-40;589.0
-290.0;-117.0;-41;332.0
-357.0;-121.0;-82;452.0
-283.0;-57.0;-43;360.0
-323.0;-118.0;-41;331.0
-320.0;-28.0;-39;328.0
-261.0;38.0;-42;329.0
-232.0;-615.0;-39;134.0
-179.0;-428.0;-41;203.0
-244.0;-349.0;-45;66.0
-676.0;-347.0;-50;268.0
-300.0;-34.0;15;333.0
-320.0;-566.0;-42;408.0
-287.0;-81.0;-38;153.0
-304.0;-116.0;-41;341.0
-506.0;-355.0;-50;866.0
-36.0;-199.0;-38;76.0
-571.0;-136.0;-47;171.0
-177.0;-125.0;-42;330.0
-292.0;-119.0;-41;292.0
-175.0;-77.0;-43;186.0
-224.0;-97.0;-45;282.0
-303.0;-90.0;-43;360.0
36.0;-361.0;-50;469.0
-572.0;-674.0;-40;593.0
-236.0;886.0;-39;214.0
-241.0;-13.0;-41;303.0
-310.0;-99.0;-41;326.0
-200.0;-118.0;-46;72.0
-200.0;25.0;-45;60.0
-398.0;-337.0;-51;762.0
-141.0;-468.0;-50;-72.0
-266.0;-61.0;-44;247.0
-676.0;15.0;-44;414.0
-28.0;33.0;-34;354.0
-283.0;50.0;-40;187.0
-150.0;55.0;-36;228.0
-35.0;-35.0;-50;100.0
-132.0;-58.0;-45;-59.0
-331.0;-162.0;-38;187.0
-927.0;-52.0;-44;791.0
-145.0;279.0;-31;15.0
-246.0;17.0;-43;231.0
197.0;-82.0;-47;-136.0
