InertialMeasurementUnit R-SHOE EuZ;Accelerometer RKN_ accZ;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE EuY
-159;25.0;41.0;799;172.0;63;376;-24
-159;49.0;115.0;804;180.0;60;377;-24
-159;20.0;-4.0;797;193.0;64;379;-24
-159;-10.0;-25.0;789;146.0;72;373;-24
-159;?;147.0;796;150.0;67;372;-24
-160;-16.0;354.0;801;141.0;63;376;-24
-159;-2.0;358.0;798;160.0;69;369;-24
?;-5.0;323.0;794;161.0;73;367;-24
-159;-10.0;-175.0;798;178.0;65;374;-24
?;16.0;-177.0;800;178.0;63;374;-24
-159;-6.0;-148.0;796;195.0;67;378;-24
-160;?;-160.0;797;199.0;68;?;-24
-159;-1.0;-237.0;799;208.0;66;370;-24
-159;-20.0;-356.0;796;159.0;66;371;-24
-159;-5.0;-582.0;797;174.0;66;375;-24
-159;23.0;-818.0;795;182.0;67;375;-24
-159;30.0;-1197.0;795;172.0;69;373;-24
-160;13.0;-1744.0;797;151.0;71;372;-24
-159;19.0;-2151.0;791;183.0;72;376;-24
-159;27.0;-2383.0;796;?;63;380;-24
-159;23.0;-2586.0;796;202.0;68;371;-24
-159;28.0;-2772.0;793;?;72;372;-24
-159;19.0;-2943.0;801;?;64;377;-24
-160;51.0;-3035.0;799;173.0;67;370;-24
-159;25.0;-3049.0;795;171.0;67;376;-24
-159;28.0;-3048.0;793;200.0;69;376;-24
-159;22.0;-2913.0;797;200.0;67;374;-24
-159;20.0;-2744.0;797;198.0;65;377;-24
-159;10.0;-2612.0;795;179.0;69;371;-24
-159;12.0;-2063.0;801;197.0;67;371;-24
-159;4.0;-844.0;797;186.0;71;372;-24
-159;-17.0;-400.0;798;179.0;67;372;?
-159;19.0;-180.0;801;182.0;63;374;-24
-159;49.0;38.0;?;161.0;66;372;-24
-159;31.0;49.0;798;192.0;67;372;-24
-159;0.0;283.0;793;189.0;70;375;-24
-159;32.0;419.0;798;181.0;67;375;-24
-159;26.0;385.0;802;197.0;64;370;-24
-159;41.0;400.0;800;210.0;67;369;-24
-159;41.0;-260.0;?;158.0;?;380;-24
-159;49.0;-401.0;785;140.0;74;372;-24
-159;39.0;-555.0;798;157.0;65;376;-24
-160;38.0;-726.0;805;188.0;62;374;-24
-159;-5.0;-1057.0;798;220.0;66;374;-24
-159;4.0;-1520.0;795;220.0;69;373;-24
-159;-12.0;-1971.0;804;201.0;59;379;-24
-159;-35.0;-2498.0;798;198.0;69;367;-24
-159;-15.0;?;796;165.0;70;368;-24
-160;24.0;-3777.0;803;165.0;?;375;-24
-159;60.0;-3834.0;793;170.0;73;?;-24
-159;31.0;-3434.0;804;176.0;55;380;-24
-159;38.0;-3249.0;769;177.0;115;302;-24
-159;33.0;-3568.0;749;166.0;141;279;-24
-159;10.0;-3091.0;809;156.0;52;373;-24
-159;10.0;-2130.0;816;183.0;53;340;-24
-159;-9.0;-1082.0;791;180.0;70;343;-24
-159;9.0;-199.0;789;166.0;57;380;-24
-159;5.0;215.0;794;?;70;354;-24
-159;29.0;480.0;805;175.0;64;359;-24
-159;28.0;627.0;802;151.0;57;369;-24
?;62.0;699.0;795;171.0;65;369;-24
-159;11.0;702.0;797;160.0;58;379;-24
-159;20.0;742.0;793;?;60;377;-24
-159;10.0;739.0;797;204.0;65;368;-24
-159;21.0;826.0;805;?;59;370;-24
-159;-7.0;871.0;792;191.0;68;367;-24
-159;?;927.0;789;167.0;69;374;-24
-159;-14.0;955.0;?;176.0;56;384;-24
-159;32.0;928.0;784;186.0;66;?;-24
-159;33.0;826.0;787;193.0;72;371;-24
-159;10.0;695.0;784;192.0;69;370;-24
-159;19.0;601.0;765;229.0;77;371;-24
-159;24.0;474.0;785;282.0;68;365;-24
-159;58.0;361.0;791;306.0;63;369;-24
-158;11.0;242.0;783;254.0;74;357;-24
-158;16.0;88.0;785;252.0;77;354;-24
-159;19.0;-49.0;780;1.0;69;372;-24
-159;45.0;-173.0;785;?;66;371;-24
-159;58.0;-313.0;795;15.0;65;?;?
-158;51.0;-414.0;799;-54.0;59;377;-24
-158;66.0;-624.0;794;-10.0;62;369;-24
-159;43.0;-705.0;786;136.0;72;366;-24
-159;47.0;-691.0;790;144.0;69;372;-24
-159;56.0;-639.0;?;232.0;60;?;-24
-159;?;-584.0;800;241.0;62;369;-24
-159;108.0;-502.0;795;129.0;70;371;-24
-159;178.0;-415.0;795;70.0;68;371;-24
-159;243.0;-356.0;800;152.0;68;371;-24
-159;262.0;-291.0;798;325.0;66;372;-24
-159;273.0;-165.0;801;255.0;61;370;-24
-159;200.0;-92.0;801;238.0;68;366;?
-159;38.0;30.0;783;276.0;70;359;-24
-159;-109.0;244.0;805;182.0;74;341;?
-159;-265.0;252.0;818;178.0;85;381;-24
-159;-193.0;311.0;783;157.0;72;409;-24
-159;-107.0;366.0;786;310.0;55;373;-24
-159;-59.0;373.0;803;223.0;64;381;-24
-160;-30.0;183.0;795;306.0;77;368;-24
-160;15.0;384.0;797;301.0;77;348;-24
-160;13.0;1084.0;800;300.0;70;374;-24
-160;69.0;1556.0;799;263.0;60;377;-24
-160;-5.0;1513.0;801;236.0;64;370;-24
-160;250.0;1105.0;793;215.0;79;?;-24
-160;251.0;730.0;799;212.0;68;366;-24
-160;222.0;476.0;804;268.0;61;373;-24
?;231.0;205.0;794;270.0;72;367;-24
-160;292.0;-22.0;797;328.0;72;364;-24
-160;?;-241.0;797;304.0;71;?;-24
-160;264.0;-409.0;796;10.0;72;363;-24
-160;240.0;-493.0;805;-16.0;65;363;-24
-160;?;-571.0;805;1488.0;58;375;-24
-160;376.0;-550.0;803;-791.0;63;372;-24
-160;351.0;-561.0;807;-40.0;65;364;-24
?;344.0;-613.0;799;?;61;374;-24
?;284.0;-569.0;791;260.0;71;369;-24
-160;280.0;-495.0;797;310.0;70;365;?
-160;254.0;-431.0;796;317.0;64;371;-24
-160;290.0;-356.0;790;185.0;68;368;-24
-160;253.0;-181.0;789;242.0;73;363;-24
?;262.0;0.0;793;233.0;72;361;-24
-160;326.0;109.0;799;214.0;64;368;-24
-160;331.0;252.0;795;265.0;72;368;-24
-160;394.0;238.0;797;267.0;70;366;-24
-160;97.0;282.0;800;256.0;66;367;-24
-160;987.0;273.0;793;213.0;72;368;-24
-160;777.0;301.0;800;171.0;59;372;-24
-160;-705.0;316.0;797;184.0;70;360;-24
-160;153.0;261.0;794;199.0;78;355;-24
-160;-346.0;?;797;238.0;66;364;-24
-160;-46.0;128.0;797;224.0;70;360;-24
-160;-91.0;68.0;799;40.0;72;358;-24
-160;247.0;44.0;792;190.0;79;357;-24
-160;?;92.0;792;302.0;76;362;-24
-160;89.0;143.0;801;237.0;56;379;-24
-160;98.0;187.0;802;221.0;54;381;-24
-160;131.0;111.0;804;180.0;57;375;-24
-160;131.0;-16.0;804;185.0;57;376;-24
-160;131.0;-102.0;796;189.0;68;367;-24
-160;118.0;-196.0;802;223.0;?;365;-24
-160;110.0;-266.0;804;263.0;64;366;-24
-160;95.0;?;806;347.0;58;373;-24
-160;101.0;-344.0;802;312.0;61;373;-24
-160;145.0;-420.0;798;281.0;79;351;-24
-160;164.0;-365.0;819;255.0;47;356;-24
-160;244.0;-303.0;808;192.0;53;377;-24
-160;158.0;-217.0;787;158.0;74;384;-25
-160;11.0;-135.0;786;167.0;65;389;-25
-160;-16.0;?;780;185.0;77;399;-25
-160;102.0;-169.0;789;202.0;73;391;-25
-160;204.0;-170.0;804;248.0;62;357;-24
-160;232.0;319.0;807;216.0;67;358;-24
-160;222.0;866.0;800;246.0;68;375;-24
-160;294.0;937.0;794;276.0;68;?;-24
-160;317.0;716.0;799;?;68;372;-24
-160;438.0;631.0;799;248.0;66;374;-24
-160;470.0;562.0;?;287.0;68;374;-24
-160;304.0;432.0;799;273.0;68;372;-24
-160;279.0;194.0;803;262.0;64;371;-24
-160;273.0;-99.0;?;259.0;71;368;-24
-160;259.0;-248.0;793;-17.0;74;366;-24
-160;241.0;-331.0;804;114.0;?;371;-24
-160;257.0;-354.0;800;?;66;370;-24
-160;247.0;-427.0;799;?;67;370;?
-160;256.0;-454.0;799;?;66;373;-24
-160;249.0;-447.0;795;458.0;68;379;-24
?;232.0;-442.0;801;197.0;65;378;?
-160;232.0;-391.0;798;169.0;66;365;-24
?;261.0;-368.0;798;278.0;66;367;-24
-160;291.0;-314.0;800;128.0;?;375;-24
-159;286.0;-218.0;794;354.0;?;371;-24
-159;257.0;-150.0;795;322.0;71;370;-24
-159;323.0;-45.0;797;203.0;66;370;-24
-159;256.0;22.0;795;203.0;66;370;-24
-159;367.0;88.0;796;181.0;60;375;-24
-159;11.0;119.0;794;211.0;66;367;-24
-159;911.0;?;786;210.0;73;364;-24
-159;-1180.0;183.0;788;196.0;66;369;-24
-159;-978.0;273.0;793;142.0;68;364;-24
-159;711.0;343.0;793;151.0;69;363;-24
-159;-271.0;400.0;796;158.0;66;364;-24
-159;11.0;465.0;801;205.0;62;369;-24
-159;65.0;?;796;149.0;63;374;-24
-159;23.0;494.0;793;151.0;68;374;-24
-159;62.0;482.0;795;308.0;69;?;-24
-159;151.0;409.0;792;194.0;72;368;-24
-159;157.0;309.0;798;197.0;66;366;-24
-159;71.0;220.0;803;194.0;62;372;-24
-159;40.0;95.0;796;168.0;69;368;-24
-160;57.0;8.0;800;172.0;66;?;-24
-160;107.0;?;805;188.0;64;371;?
-160;111.0;-113.0;799;221.0;73;358;-23
-160;58.0;-203.0;800;192.0;70;366;-24
-160;32.0;-288.0;803;?;60;375;-24
-160;36.0;-381.0;803;244.0;64;366;-24
-160;?;-428.0;798;246.0;71;364;-24
-160;167.0;-432.0;798;233.0;71;364;-24
-160;113.0;-395.0;809;237.0;70;366;-24
-159;78.0;-333.0;?;240.0;70;377;-24
-159;15.0;-267.0;775;237.0;74;382;-24
-159;102.0;-301.0;766;198.0;82;403;-24
-159;232.0;?;769;217.0;76;404;-24
-159;?;55.0;811;251.0;63;364;-24
-159;144.0;611.0;803;252.0;68;364;-23
-159;208.0;805.0;787;284.0;69;378;-23
-159;264.0;723.0;798;279.0;65;373;-23
-159;245.0;708.0;794;348.0;67;376;-23
-159;228.0;639.0;799;153.0;66;374;?
-159;262.0;510.0;799;216.0;67;371;-23
-159;257.0;444.0;799;285.0;65;373;-23
-159;282.0;270.0;?;156.0;62;373;-23
-159;283.0;75.0;799;310.0;67;369;-23
-159;250.0;-86.0;799;-557.0;69;366;-23
-159;245.0;-209.0;?;1536.0;69;374;-23
-159;270.0;-238.0;793;1937.0;72;375;-23
-159;311.0;-277.0;?;-1465.0;69;369;-23
-159;285.0;-262.0;802;606.0;62;372;-23
-159;262.0;-285.0;799;?;67;372;-23
-159;293.0;-347.0;799;269.0;?;370;-23
-159;290.0;-379.0;805;216.0;60;368;-23
?;297.0;-321.0;812;249.0;58;364;-23
-159;321.0;-262.0;810;218.0;56;374;-23
-159;235.0;-222.0;797;361.0;?;370;-23
-159;144.0;-204.0;800;256.0;65;367;-23
-159;175.0;-172.0;807;253.0;56;379;-23
-159;266.0;-143.0;809;332.0;51;380;-23
-159;?;-123.0;?;273.0;56;377;-23
-159;279.0;-1.0;786;174.0;87;358;-23
-159;432.0;22.0;782;203.0;91;357;-23
-159;124.0;81.0;798;202.0;72;366;-23
-159;93.0;136.0;797;175.0;71;364;-23
-159;56.0;199.0;797;168.0;69;371;?
-159;-298.0;263.0;791;151.0;74;370;-23
-159;-155.0;334.0;799;143.0;64;373;-23
-159;-50.0;393.0;?;212.0;54;373;-23
-159;-12.0;407.0;796;?;?;363;-23
-159;57.0;404.0;789;250.0;77;363;-23
-159;99.0;412.0;796;203.0;71;363;-23
-159;102.0;335.0;805;302.0;61;370;-23
-159;40.0;293.0;?;239.0;63;370;-23
-159;63.0;263.0;801;171.0;67;367;-23
-159;93.0;263.0;803;?;66;370;-23
-159;98.0;203.0;803;76.0;68;370;-23
-159;85.0;166.0;801;165.0;67;369;-23
-159;52.0;64.0;802;99.0;66;368;-23
-159;7.0;-65.0;803;227.0;66;366;-23
-159;13.0;-187.0;803;285.0;66;369;-23
-159;52.0;-291.0;805;?;66;369;-23
?;126.0;-415.0;807;290.0;65;364;-23
-159;131.0;-483.0;?;325.0;67;?;-23
-159;183.0;-565.0;796;?;?;366;-23
-159;201.0;-573.0;795;253.0;73;346;-23
-159;243.0;-587.0;805;247.0;72;354;-23
-159;184.0;-592.0;797;218.0;62;377;-24
-159;145.0;-515.0;765;222.0;69;387;-24
-158;267.0;-588.0;766;203.0;84;398;-24
-158;158.0;-464.0;803;171.0;?;378;-24
-159;136.0;151.0;809;?;58;360;-23
-159;94.0;793.0;804;190.0;68;358;-23
-159;172.0;1011.0;803;163.0;64;362;-23
-159;237.0;1003.0;791;202.0;67;380;-23
-159;284.0;974.0;794;291.0;69;374;-23
-159;347.0;905.0;799;293.0;66;370;-23
?;359.0;837.0;793;228.0;72;370;-23
-159;393.0;706.0;797;312.0;71;367;-23
-159;297.0;518.0;798;209.0;?;370;-23
-159;273.0;345.0;793;397.0;69;373;?
-159;291.0;197.0;797;-389.0;63;377;-23
-159;284.0;94.0;804;1608.0;63;366;-23
-159;289.0;-17.0;804;?;62;361;-23
-159;254.0;-110.0;801;-802.0;65;363;-23
-159;273.0;-193.0;796;104.0;71;362;-23
-159;248.0;-293.0;?;238.0;66;365;-23
-159;211.0;?;804;190.0;68;360;-23
-159;252.0;-512.0;797;?;71;365;-23
-159;?;-555.0;801;314.0;65;364;-23
-159;218.0;-560.0;806;393.0;67;360;-23
-159;253.0;-570.0;801;298.0;?;368;-23
-159;256.0;-507.0;805;234.0;64;362;-23
-159;369.0;-445.0;799;?;66;363;-23
-159;319.0;-298.0;?;279.0;64;367;-23
-159;411.0;-281.0;804;187.0;58;367;-23
-159;368.0;-244.0;801;157.0;61;364;-23
-159;177.0;-221.0;801;208.0;?;366;-23
-159;-2133.0;-89.0;800;217.0;62;372;-23
-159;531.0;22.0;796;215.0;66;366;-23
-159;-530.0;155.0;807;239.0;53;379;-23
-159;-106.0;311.0;809;233.0;50;381;-23
-159;-210.0;438.0;798;?;70;364;-23
-159;?;454.0;792;241.0;82;364;-23
-159;-28.0;487.0;787;250.0;86;?;-23
-159;114.0;?;790;226.0;83;360;-23
-159;129.0;418.0;796;238.0;76;367;-23
-159;96.0;366.0;801;406.0;63;383;-24
-159;?;354.0;?;399.0;61;380;-24
-159;54.0;338.0;805;204.0;72;366;-24
-159;17.0;?;799;174.0;75;370;-24
-159;41.0;346.0;794;140.0;81;357;-24
-159;0.0;299.0;793;32.0;78;360;-24
-159;30.0;234.0;807;96.0;60;?;-24
-159;-3.0;?;811;268.0;58;371;-24
-159;18.0;-87.0;799;233.0;?;368;-24
-159;77.0;-255.0;799;295.0;74;371;-24
-159;143.0;-358.0;?;307.0;63;376;?
-159;137.0;-414.0;797;263.0;67;383;-24
-159;183.0;-437.0;799;231.0;67;377;-24
-159;242.0;-417.0;807;240.0;67;360;-24
-159;186.0;-367.0;797;197.0;79;352;-24
-159;267.0;-365.0;793;194.0;73;352;-23
-159;81.0;-281.0;802;199.0;67;360;-24
-159;94.0;-280.0;794;174.0;55;381;-24
-158;179.0;-284.0;773;219.0;?;391;-24
-158;159.0;-235.0;780;262.0;67;384;-24
-159;153.0;-245.0;800;250.0;71;378;-24
-159;?;-32.0;800;229.0;66;367;-24
?;252.0;547.0;801;192.0;71;358;-24
-159;253.0;1050.0;810;251.0;67;364;-24
-159;278.0;1161.0;805;224.0;63;371;-24
-159;321.0;1097.0;799;251.0;66;374;-24
-159;327.0;989.0;805;274.0;60;379;-24
-159;291.0;821.0;803;251.0;62;379;-24
-159;252.0;611.0;796;203.0;69;376;-24
-159;214.0;424.0;798;238.0;65;379;-24
-159;273.0;405.0;794;?;72;374;-24
-159;305.0;459.0;793;329.0;81;363;-24
-159;271.0;491.0;804;-250.0;72;?;-24
-159;288.0;530.0;805;879.0;65;372;-24
-159;285.0;541.0;804;1010.0;65;374;-24
-159;280.0;647.0;802;-1031.0;70;372;-24
-159;309.0;873.0;798;245.0;74;372;-24
-159;333.0;1238.0;801;207.0;70;376;-24
-159;289.0;1493.0;801;378.0;70;374;-24
-159;229.0;?;802;110.0;68;373;-24
-159;212.0;1802.0;804;257.0;65;376;-24
-159;225.0;1952.0;804;240.0;65;374;-24
-159;234.0;?;798;200.0;71;371;-24
-159;258.0;2265.0;795;148.0;73;374;-24
-159;388.0;2409.0;800;209.0;68;376;-24
-159;423.0;2345.0;797;272.0;71;375;-24
-159;431.0;2063.0;?;288.0;69;376;-24
-159;278.0;1628.0;805;248.0;67;375;-24
-159;649.0;1308.0;799;236.0;73;374;-24
?;-12.0;1061.0;797;207.0;73;376;-24
-159;-10.0;619.0;800;210.0;69;376;-24
-159;-108.0;418.0;801;184.0;69;374;-24
-159;-248.0;286.0;799;225.0;?;374;-24
-159;-12.0;237.0;798;232.0;71;376;-24
-159;-40.0;253.0;796;220.0;71;375;-24
-159;-18.0;278.0;797;209.0;72;374;-24
-159;17.0;209.0;?;200.0;69;375;-24
-159;56.0;?;799;187.0;72;377;-24
-159;92.0;?;798;185.0;69;380;?
-159;104.0;104.0;801;194.0;63;385;-24
-159;85.0;?;798;170.0;67;383;-24
-159;148.0;2.0;795;211.0;?;382;-24
-159;153.0;12.0;797;170.0;66;386;-24
-159;123.0;9.0;794;195.0;70;378;-24
-159;105.0;-46.0;798;212.0;70;371;-24
-159;118.0;-92.0;802;189.0;65;379;-24
-159;?;-122.0;796;165.0;70;381;-24
-159;93.0;-120.0;797;194.0;72;376;-24
-159;120.0;-195.0;?;173.0;68;377;-24
-159;140.0;-237.0;793;167.0;72;377;-24
-159;140.0;-336.0;796;158.0;72;374;-24
-159;87.0;-609.0;804;171.0;62;380;-24
-159;75.0;-1163.0;800;204.0;68;374;-24
-159;99.0;-1837.0;797;212.0;77;362;-24
-159;45.0;-2461.0;802;204.0;69;372;-24
-159;57.0;-3043.0;799;183.0;70;375;-24
-159;95.0;-3357.0;797;181.0;74;367;-24
-159;91.0;-3258.0;805;161.0;66;371;-24
-159;88.0;-3137.0;802;151.0;?;369;-24
-159;106.0;-2992.0;800;140.0;70;365;-24
-159;89.0;-2912.0;807;131.0;64;371;-24
-159;?;-2503.0;800;147.0;69;368;-24
-159;83.0;-1760.0;798;158.0;?;366;-24
-159;55.0;-1635.0;802;156.0;69;371;-24
-159;48.0;?;794;195.0;75;367;-24
-159;70.0;-1601.0;798;192.0;70;367;-24
-159;81.0;-746.0;801;177.0;66;373;-24
-159;91.0;227.0;799;185.0;68;371;-24
?;94.0;793.0;802;170.0;67;370;-24
-159;111.0;977.0;802;193.0;68;?;-24
-159;115.0;958.0;801;197.0;71;364;-24
-159;97.0;676.0;804;173.0;68;368;-24
-159;74.0;438.0;805;171.0;67;369;?
-159;66.0;255.0;803;190.0;71;360;-24
-159;38.0;150.0;798;211.0;72;366;-24
-159;?;112.0;800;189.0;70;370;-24
-159;33.0;84.0;807;195.0;66;364;-24
-159;57.0;106.0;802;198.0;65;372;-24
-159;59.0;?;800;211.0;66;372;-24
-159;69.0;191.0;806;?;65;363;-24
-159;72.0;210.0;804;186.0;66;365;-24
-159;52.0;213.0;803;?;68;365;-24
-159;50.0;187.0;?;189.0;67;?;-24
-159;81.0;193.0;801;199.0;68;367;-24
-159;70.0;207.0;?;204.0;67;367;-24
-159;85.0;217.0;799;228.0;70;364;-24
-159;88.0;222.0;795;224.0;70;368;-24
?;83.0;233.0;804;213.0;62;371;-24
-159;91.0;262.0;805;192.0;65;366;-24
-159;97.0;283.0;800;191.0;70;363;-24
-159;116.0;262.0;806;171.0;64;364;-24
-159;101.0;201.0;807;?;62;367;-24
-159;114.0;149.0;801;152.0;66;366;-24
-159;122.0;76.0;804;175.0;65;363;-24
-159;122.0;3.0;807;181.0;63;366;-24
-159;112.0;-135.0;801;182.0;70;364;-24
?;119.0;-269.0;803;200.0;68;?;-24
-159;130.0;-333.0;804;214.0;63;366;-24
-159;131.0;-369.0;802;233.0;68;361;-24
-159;111.0;-328.0;803;229.0;69;358;-24
-159;133.0;-293.0;803;197.0;66;363;-24
-159;129.0;-184.0;803;218.0;66;365;?
-159;135.0;-95.0;802;214.0;68;366;-24
-159;137.0;-31.0;804;218.0;66;364;-24
-159;134.0;55.0;807;223.0;65;361;-24
-159;140.0;76.0;807;202.0;67;362;-24
-159;148.0;83.0;807;201.0;63;365;-24
-159;136.0;131.0;809;212.0;60;367;-24
-159;113.0;198.0;806;208.0;66;360;-24
-159;103.0;238.0;801;191.0;69;362;-24
-159;114.0;?;804;202.0;65;367;-24
-159;123.0;229.0;805;201.0;67;364;-24
-159;128.0;263.0;797;218.0;71;365;-24
-159;141.0;185.0;798;241.0;73;363;-24
-159;141.0;93.0;798;250.0;?;362;-24
-159;130.0;45.0;801;232.0;68;368;-24
-159;?;31.0;807;233.0;64;367;-24
-159;130.0;50.0;805;217.0;66;364;-24
-159;120.0;31.0;805;203.0;69;364;-24
-159;102.0;-2.0;804;186.0;68;364;-24
-159;102.0;-33.0;806;179.0;66;364;-24
-159;131.0;-20.0;805;200.0;66;366;-24
-159;104.0;12.0;803;201.0;67;365;-24
-159;117.0;18.0;807;222.0;64;366;-24
-159;96.0;42.0;802;219.0;64;371;-24
-159;97.0;58.0;797;200.0;69;368;-24
-159;102.0;52.0;801;201.0;67;365;-24
-159;100.0;87.0;802;186.0;65;368;-24
-159;108.0;?;801;203.0;?;364;-24
-159;146.0;123.0;805;218.0;66;362;-24
-159;171.0;88.0;802;194.0;68;365;-24
?;141.0;41.0;800;215.0;69;366;-24
-159;131.0;36.0;800;211.0;69;365;-24
-159;118.0;32.0;797;192.0;70;366;-24
-159;99.0;21.0;800;?;67;365;-24
-159;88.0;16.0;803;191.0;65;365;-24
-159;98.0;1.0;798;199.0;69;367;-24
-159;114.0;36.0;799;202.0;72;358;-24
-159;132.0;4.0;805;191.0;64;362;-24
-159;?;-2.0;799;232.0;66;370;-24
-159;169.0;-53.0;798;228.0;72;363;-24
-159;141.0;-86.0;803;201.0;67;365;-24
-159;110.0;-46.0;796;199.0;70;369;-24
-159;?;-61.0;799;194.0;67;369;-24
-159;?;-12.0;807;216.0;64;?;-24
-159;121.0;-15.0;803;204.0;68;366;-24
-159;111.0;?;803;203.0;66;365;-24
?;141.0;70.0;805;193.0;66;361;-24
-159;138.0;62.0;798;209.0;69;370;-24
-159;114.0;20.0;796;248.0;70;369;-24
-159;?;-8.0;800;214.0;69;364;-24
-159;117.0;-63.0;800;227.0;67;366;-24
-159;123.0;?;801;216.0;66;363;-24
-159;120.0;-76.0;803;201.0;68;361;-24
-159;120.0;-62.0;802;192.0;66;365;?
-159;126.0;-54.0;805;191.0;63;370;-24
-159;131.0;-138.0;806;202.0;64;367;-24
-159;137.0;-128.0;802;212.0;66;366;-24
-159;137.0;-83.0;803;209.0;65;368;-24
-159;122.0;-110.0;807;201.0;64;366;-24
-159;128.0;-130.0;805;216.0;62;365;-24
-159;148.0;-120.0;805;220.0;65;360;-24
?;161.0;-79.0;803;223.0;68;361;-24
-159;141.0;-23.0;800;214.0;69;366;-24
-160;154.0;21.0;?;213.0;69;366;-24
-160;189.0;-13.0;803;202.0;66;371;-24
-159;158.0;37.0;801;215.0;67;369;-24
-159;161.0;0.0;804;215.0;68;368;-24
-159;143.0;19.0;803;216.0;?;374;-24
-160;110.0;32.0;801;?;67;373;-24
-160;124.0;33.0;801;232.0;67;372;-24
-160;117.0;53.0;798;211.0;69;372;?
-159;133.0;88.0;803;221.0;67;?;-24
-159;138.0;127.0;801;208.0;69;371;-24
-159;118.0;160.0;797;?;71;374;-24
-160;157.0;208.0;803;190.0;66;374;-24
-160;?;273.0;799;195.0;68;376;-24
-160;133.0;248.0;797;218.0;70;374;-24
-159;131.0;197.0;802;216.0;67;374;-24
-159;131.0;188.0;797;210.0;69;376;-24
-159;130.0;138.0;799;210.0;67;374;-24
-160;125.0;119.0;805;213.0;65;371;-24
-160;145.0;97.0;797;?;70;372;-24
-159;97.0;59.0;794;163.0;?;375;-24
-159;133.0;44.0;796;161.0;69;377;-24
-159;139.0;25.0;802;168.0;64;376;-24
-159;143.0;34.0;807;198.0;63;373;-24
?;136.0;57.0;800;211.0;68;374;-24
-160;?;32.0;797;201.0;70;378;-24
-159;115.0;12.0;799;210.0;68;375;-24
-159;109.0;-27.0;797;186.0;71;373;-24
-159;119.0;-12.0;797;157.0;70;375;-24
-159;121.0;4.0;798;153.0;69;376;-24
-160;137.0;32.0;797;161.0;69;378;-24
-160;160.0;-19.0;799;166.0;68;378;-24
-159;142.0;52.0;?;184.0;70;371;-24
-159;142.0;14.0;800;157.0;68;370;-24
-159;125.0;82.0;?;180.0;64;376;-24
-159;110.0;78.0;802;156.0;65;375;-24
?;144.0;77.0;805;179.0;?;372;-24
-160;78.0;117.0;802;179.0;?;372;-24
-159;90.0;93.0;795;168.0;?;371;-24
-159;?;138.0;?;172.0;69;367;-24
-159;145.0;147.0;803;171.0;67;366;-24
-159;132.0;160.0;798;161.0;68;373;-24
-160;141.0;135.0;801;164.0;67;?;-24
-160;110.0;114.0;799;188.0;69;370;-24
-159;101.0;116.0;797;159.0;69;369;-24
-159;133.0;85.0;802;175.0;67;369;-24
-159;88.0;56.0;804;165.0;66;370;-24
-160;89.0;32.0;802;161.0;67;366;-24
-160;91.0;32.0;803;160.0;67;364;-24
-160;121.0;41.0;803;165.0;65;371;-24
-159;99.0;?;800;182.0;68;367;-24
?;103.0;38.0;803;200.0;68;362;-24
-159;113.0;-6.0;804;194.0;63;368;-24
