InertialMeasurementUnit R-SHOE EuZ;Accelerometer RKN_ accZ;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE EuY
-162;0.0;2.0;799;232.0;67;383;-23
-162;-19.0;44.0;796;224.0;71;381;-23
-162;-2.0;41.0;792;236.0;71;393;-23
-162;-6.0;49.0;805;241.0;58;395;-24
-162;-29.0;61.0;803;243.0;60;406;-24
-160;-50.0;76.0;950;246.0;-98;694;-25
-153;70.0;-263.0;220;218.0;527;473;-29
-151;62.0;304.0;544;335.0;92;644;-42
-158;-20.0;15.0;794;246.0;78;390;-27
-158;-10.0;12.0;796;222.0;75;392;-27
-158;-10.0;22.0;786;222.0;85;383;-27
-157;-9.0;46.0;793;223.0;78;384;-27
-157;-10.0;-5.0;798;241.0;75;385;-27
-155;19.0;-467.0;450;289.0;135;657;-47
-168;248.0;23.0;678;365.0;108;553;-36
-159;180.0;118.0;658;221.0;92;528;-34
-163;12.0;-34.0;739;298.0;81;450;-28
-163;36.0;-156.0;742;283.0;78;452;-28
-163;82.0;-70.0;735;236.0;77;461;-28
-161;2.0;59.0;704;228.0;87;465;-31
-163;30.0;261.0;728;252.0;80;470;-28
-163;-13.0;98.0;738;271.0;80;448;-27
-167;914.0;-57.0;780;384.0;94;421;-15
-156;30.0;-75.0;616;164.0;106;600;-39
-170;228.0;-109.0;756;-94.0;102;395;-36
-162;-2.0;72.0;795;253.0;74;403;-26
-157;-14.0;-25.0;794;230.0;69;386;-26
-157;-5.0;0.0;795;233.0;69;386;-26
-157;-19.0;10.0;795;255.0;69;386;-26
-156;-12.0;23.0;794;244.0;69;386;-26
-156;-19.0;14.0;791;243.0;71;388;-26
-156;-21.0;25.0;793;242.0;69;388;-26
-156;-19.0;-14.0;792;232.0;71;388;-26
-157;-48.0;-6.0;793;239.0;69;387;-26
-157;-40.0;19.0;797;249.0;66;386;-26
-157;-30.0;7.0;797;261.0;66;386;-26
-156;-5.0;20.0;793;231.0;68;386;-26
-156;6.0;2.0;793;241.0;69;385;-26
-156;-11.0;-15.0;798;231.0;68;383;-26
-157;-13.0;24.0;795;244.0;69;384;-26
-157;-17.0;47.0;787;237.0;75;388;-26
-157;-15.0;19.0;785;232.0;75;388;-26
-157;-10.0;22.0;797;240.0;68;386;-26
-156;-18.0;3.0;796;225.0;68;385;-26
-156;10.0;0.0;795;251.0;69;385;-26
-157;-21.0;-4.0;801;251.0;68;384;-26
-156;-4.0;22.0;799;242.0;69;383;-26
-156;-8.0;-6.0;796;247.0;65;385;-26
-157;-19.0;-10.0;797;243.0;66;386;-26
-157;-28.0;-15.0;799;253.0;66;388;-26
-156;-29.0;59.0;787;245.0;74;386;-26
-157;-25.0;44.0;792;260.0;70;390;-26
-157;-11.0;72.0;793;252.0;72;391;-26
-156;10.0;24.0;789;241.0;73;394;-26
-156;-2.0;78.0;788;251.0;73;394;-26
-156;-23.0;67.0;789;251.0;73;393;-26
-156;-25.0;88.0;790;242.0;69;400;-27
-156;7.0;78.0;786;249.0;71;403;-27
-156;-15.0;9.0;790;237.0;74;393;-27
-157;-40.0;15.0;792;229.0;75;390;-27
-156;-7.0;-5.0;783;250.0;71;407;-27
-156;-13.0;23.0;789;220.0;72;401;-27
-156;-4.0;22.0;789;207.0;72;400;-27
-156;-7.0;60.0;788;219.0;73;399;-27
-157;-24.0;10.0;793;234.0;70;400;-27
-156;-31.0;-38.0;790;252.0;72;396;-27
-156;-17.0;-16.0;790;230.0;71;396;-27
-156;-39.0;35.0;792;229.0;70;384;-27
-156;-41.0;31.0;796;247.0;69;384;-27
-156;-19.0;24.0;793;251.0;70;382;-27
-156;-2.0;45.0;801;232.0;64;389;-27
-157;-19.0;109.0;783;241.0;81;415;-27
-158;-41.0;20.0;798;232.0;65;392;-27
-162;11.0;52.0;796;269.0;72;391;-25
-162;11.0;6.0;796;271.0;71;387;-25
-162;14.0;-11.0;800;271.0;66;395;-25
-162;1.0;-8.0;795;260.0;72;391;-25
-162;5.0;6.0;794;258.0;74;391;-25
-162;-2.0;43.0;794;252.0;71;396;-25
-162;0.0;39.0;795;272.0;70;394;-25
-162;9.0;6.0;794;257.0;72;390;-25
-162;-31.0;51.0;799;269.0;69;389;-25
-162;-36.0;14.0;798;253.0;70;390;-25
-162;-19.0;31.0;795;260.0;74;385;-25
-162;-36.0;32.0;797;271.0;72;387;-25
-162;-21.0;-7.0;794;261.0;73;386;-25
-162;-8.0;11.0;797;260.0;67;395;-25
-162;-29.0;11.0;798;281.0;69;390;-25
-162;-28.0;30.0;801;244.0;66;391;-25
-162;-30.0;10.0;793;260.0;73;392;-25
-162;-30.0;60.0;796;261.0;69;396;-25
-162;-30.0;38.0;795;260.0;71;391;-25
-162;-21.0;24.0;802;273.0;65;391;-25
-162;-23.0;33.0;798;262.0;72;386;-25
-162;4.0;51.0;803;259.0;67;390;-25
-162;-41.0;36.0;799;253.0;68;393;-25
-162;-14.0;43.0;801;260.0;69;388;-25
-162;-50.0;36.0;787;262.0;74;393;-25
-162;-11.0;35.0;798;259.0;71;391;-25
-162;-38.0;33.0;794;270.0;76;390;-25
-161;-30.0;1.0;798;263.0;80;393;-25
-168;78.0;-440.0;-652;350.0;850;1659;-19
-141;57.0;-936.0;1161;-104.0;-687;1363;-45
-82;-407.0;-628.0;2968;508.0;-1334;2526;-78
-134;-372.0;21.0;48;442.0;131;838;-73
-154;7.0;11.0;812;235.0;67;391;-19
-152;16.0;130.0;650;221.0;71;557;-37
-155;-3.0;51.0;780;303.0;28;495;-27
-172;59.0;-48.0;586;354.0;108;642;-38
-160;-21.0;-53.0;783;263.0;75;403;-29
-160;-30.0;22.0;785;236.0;71;406;-29
-160;-11.0;-25.0;782;224.0;73;408;-29
-160;-10.0;-22.0;790;231.0;67;406;-29
-160;-1.0;1.0;790;247.0;67;403;-29
-160;-54.0;20.0;785;229.0;73;406;-29
-160;-37.0;42.0;786;231.0;69;406;-29
-160;-183.0;42.0;786;198.0;69;405;-29
-160;-40.0;28.0;792;223.0;66;404;-29
-160;-46.0;74.0;788;246.0;69;405;-29
-160;-39.0;49.0;786;245.0;67;409;-29
-160;-39.0;64.0;786;247.0;70;403;-29
-160;-57.0;44.0;792;244.0;67;405;-29
-160;-51.0;23.0;789;253.0;66;410;-29
-160;-48.0;25.0;786;233.0;71;404;-29
-160;-20.0;-5.0;786;227.0;75;398;-29
-160;-41.0;32.0;785;251.0;73;400;-29
-160;-49.0;-28.0;788;251.0;67;405;-29
-160;-54.0;48.0;786;255.0;70;406;-29
-160;-44.0;17.0;783;259.0;64;414;-29
-160;-54.0;18.0;794;254.0;62;406;-29
-160;-21.0;30.0;797;249.0;52;416;-29
-162;-95.0;-23.0;803;283.0;67;390;-25
-160;-61.0;-9.0;788;247.0;72;402;-29
-160;-67.0;18.0;789;261.0;60;409;-29
-160;-39.0;29.0;779;252.0;72;404;-29
-160;-49.0;15.0;791;241.0;60;407;-29
-160;-25.0;16.0;783;242.0;70;397;-29
-163;-26.0;23.0;738;223.0;137;347;-24
-156;-48.0;8.0;784;256.0;54;399;-26
-123;-302.0;4.0;743;353.0;281;529;-34
-161;-32.0;68.0;789;262.0;74;398;-26
-160;-51.0;-27.0;783;263.0;64;408;-26
-162;-110.0;78.0;803;335.0;69;393;-29
-160;-60.0;43.0;780;256.0;67;407;-26
-160;-40.0;89.0;780;250.0;66;409;-26
-156;91.0;-214.0;1126;407.0;-504;1138;-69
-161;-29.0;-1.0;798;265.0;65;407;-27
-155;72.0;378.0;936;215.0;-283;849;-41
-158;-21.0;17.0;791;272.0;68;382;-26
-165;9.0;662.0;796;3.0;79;402;-27
-165;10.0;8.0;786;196.0;73;414;-28
-162;-15.0;-26.0;796;237.0;72;386;-23
-159;37.0;-477.0;813;507.0;26;442;-31
-165;-4.0;11.0;802;151.0;76;384;-25
-163;-3.0;-22.0;801;192.0;70;386;-23
-174;-11.0;-147.0;851;277.0;-33;484;-22
-163;56.0;66.0;797;229.0;73;385;-23
-153;-75.0;179.0;808;136.0;72;380;-19
-163;-5.0;-39.0;794;244.0;74;388;-23
-158;61.0;277.0;802;241.0;69;383;-26
-163;40.0;51.0;795;205.0;73;390;-23
-163;0.0;8.0;801;206.0;69;386;-23
-165;-675.0;212.0;790;230.0;107;391;-10
-143;252.0;52.0;921;226.0;319;202;-31
-156;32.0;98.0;799;169.0;71;383;-31
-163;-18.0;51.0;804;231.0;63;376;-23
-159;-367.0;339.0;790;339.0;75;408;-35
-166;-208.0;101.0;811;343.0;66;386;-38
-155;-154.0;34.0;659;376.0;44;537;-34
-162;-11.0;53.0;796;243.0;74;377;-23
-163;-4.0;54.0;805;265.0;73;383;-25
-163;-42.0;-26.0;806;254.0;78;386;-25
-162;-28.0;68.0;797;262.0;71;388;-25
-162;14.0;-38.0;798;254.0;68;394;-25
-162;5.0;-9.0;803;272.0;64;392;-25
-157;-13.0;95.0;805;235.0;66;392;-27
-162;-21.0;-36.0;793;268.0;71;393;-25
-160;-26.0;-124.0;770;233.0;74;422;-28
-167;52.0;34.0;794;240.0;82;379;-24
-162;-50.0;42.0;795;272.0;75;384;-25
-162;-21.0;47.0;796;223.0;71;378;-23
-157;-18.0;82.0;796;226.0;74;391;-27
-163;47.0;48.0;799;226.0;68;388;-23
-162;-36.0;30.0;797;279.0;71;386;-25
-169;-16.0;16.0;806;244.0;78;372;-26
-156;-14.0;225.0;796;251.0;68;386;-26
-164;22.0;-70.0;808;276.0;78;378;-31
-156;32.0;-32.0;801;268.0;71;377;-26
-159;123.0;195.0;799;180.0;69;367;-24
-166;21.0;166.0;785;-9.0;85;413;-28
-163;-25.0;96.0;807;338.0;69;384;-29
-155;75.0;38.0;804;288.0;71;391;-27
-158;69.0;-4.0;801;231.0;70;378;-26
-162;-46.0;82.0;794;257.0;72;390;-25
-162;-20.0;-18.0;806;262.0;63;393;-25
-153;202.0;-414.0;723;410.0;561;98;-35
-156;20.0;186.0;804;191.0;68;379;-31
-162;44.0;27.0;799;231.0;69;385;-23
-154;21.0;92.0;812;251.0;67;390;-19
-158;83.0;-248.0;794;121.0;59;392;-24
-161;12.0;-468.0;801;-55.0;86;390;-36
-162;-87.0;-81.0;805;168.0;64;397;-25
-156;-32.0;126.0;811;383.0;56;399;-24
-158;-160.0;-188.0;769;402.0;122;256;-20
-168;411.0;-284.0;2843;319.0;-1925;502;-1
-162;13.0;-13.0;796;215.0;71;387;-23
-157;-9.0;-40.0;787;124.0;62;386;-23
-154;-21.0;-89.0;811;318.0;69;385;-19
-158;-17.0;-16.0;789;321.0;68;394;-26
-162;0.0;92.0;793;238.0;76;382;-23
-166;-63.0;-142.0;793;444.0;83;389;-38
-162;-17.0;-25.0;799;242.0;67;384;-23
-168;-8.0;-376.0;1128;41.0;-1276;2311;-27
-90;244.0;-733.0;-2912;63.0;3879;2854;2
-160;1.0;-4.0;804;436.0;70;377;-23
-159;25.0;41.0;799;172.0;63;376;-24
-162;-39.0;26.0;808;351.0;63;394;-29
-162;0.0;82.0;799;244.0;67;384;-23
-162;-2.0;88.0;797;212.0;73;382;-23
-157;85.0;7.0;806;160.0;69;379;-27
-171;133.0;180.0;803;350.0;81;385;-21
-162;-21.0;82.0;794;251.0;73;386;-23
-152;299.0;-303.0;628;195.0;103;537;-37
-162;-10.0;-18.0;799;232.0;67;383;-23
-162;11.0;-20.0;800;221.0;67;384;-23
-161;-3.0;99.0;808;657.0;84;384;-30
-156;51.0;-2082.0;713;270.0;60;463;-28
-156;-8.0;-52.0;793;230.0;69;401;-27
-163;27.0;83.0;800;213.0;69;383;-23
-157;-39.0;94.0;797;252.0;66;396;-27
-162;-10.0;155.0;797;250.0;70;389;-25
-162;34.0;-4.0;800;241.0;66;385;-23
-156;-16.0;93.0;796;238.0;68;385;-27
-158;-36.0;74.0;800;250.0;68;378;-27
-155;-150.0;-73.0;812;284.0;66;395;-32
-153;-169.0;278.0;803;246.0;82;393;-26
-157;12.0;-41.0;805;160.0;71;377;-27
-162;18.0;-41.0;800;231.0;71;383;-23
-177;32.0;-330.0;1389;-104.0;-956;1049;-40
-156;-10.0;99.0;793;240.0;69;388;-26
-162;-6.0;-29.0;798;247.0;70;386;-23
-163;3.0;62.0;816;258.0;61;386;-30
-156;-30.0;91.0;794;243.0;70;386;-26
-162;441.0;-48.0;800;402.0;72;403;-26
-160;-374.0;-183.0;786;-37.0;69;408;-29
-160;8.0;46.0;814;215.0;68;384;-28
171;37.0;-162.0;836;534.0;165;375;-41
-158;-22.0;42.0;795;238.0;72;374;-26
-158;-30.0;54.0;802;257.0;70;375;-26
-158;-32.0;71.0;801;254.0;69;376;-26
-156;-22.0;100.0;801;248.0;63;385;-27
-162;-12.0;65.0;801;230.0;68;384;-23
-156;62.0;54.0;807;241.0;68;391;-25
-158;-53.0;-9.0;800;221.0;70;375;-26
175;20.0;-88.0;793;89.0;78;389;-25
-157;145.0;16.0;806;147.0;69;378;-27
-10;-85.0;-69.0;834;214.0;862;397;-72
-157;-13.0;-26.0;797;269.0;65;388;-26
-148;-70.0;1018.0;692;42.0;-54;822;-47
-156;-41.0;35.0;800;248.0;67;383;-27
-162;-16.0;-56.0;798;225.0;70;388;-23
-166;20.0;8.0;811;240.0;69;371;-23
-158;81.0;98.0;805;231.0;65;380;-26
-162;3.0;74.0;795;214.0;72;388;-23
-159;11.0;50.0;804;333.0;68;388;-26
-156;-29.0;13.0;807;269.0;124;302;-28
-154;-24.0;-10.0;813;252.0;67;391;-19
-162;-20.0;-26.0;796;248.0;72;385;-23
-155;60.0;22.0;809;292.0;70;377;-43
-162;-5.0;77.0;799;230.0;68;386;-23
-158;56.0;-27.0;796;248.0;70;386;-26
-158;-29.0;-22.0;804;261.0;66;376;-26
-157;-51.0;-32.0;807;302.0;64;386;-31
-162;-7.0;-47.0;798;243.0;70;382;-23
-158;-30.0;-25.0;800;254.0;69;376;-26
-162;-14.0;-10.0;801;241.0;68;381;-23
-162;27.0;-18.0;810;250.0;60;390;-23
-157;-9.0;1.0;779;176.0;66;388;-23
-162;9.0;-19.0;800;245.0;70;386;-23
-159;-25.0;-8.0;775;-46.0;74;393;-26
-163;16.0;948.0;800;291.0;71;382;-13
-162;12.0;25.0;803;234.0;68;381;-23
-156;-55.0;-52.0;802;246.0;73;375;-26
-158;-26.0;84.0;810;229.0;67;396;-41
-158;-37.0;-15.0;792;273.0;72;386;-26
-158;-36.0;50.0;802;261.0;67;378;-26
-158;-41.0;41.0;803;268.0;62;386;-26
-157;-13.0;35.0;781;180.0;71;386;-23
-156;-23.0;-35.0;794;240.0;69;385;-26
-156;1.0;-40.0;794;245.0;71;382;-26
-156;-1.0;-54.0;796;251.0;68;386;-26
-153;38.0;60.0;799;229.0;77;386;-26
84;-394.0;-151.0;2035;345.0;-490;1484;-88
-161;-20.0;-39.0;810;248.0;69;391;-22
-157;11.0;-38.0;794;243.0;73;384;-26
-162;61.0;-6.0;802;320.0;68;398;-29
-172;117.0;148.0;625;-65.0;121;581;-35
-137;-2.0;-331.0;702;-46.0;-117;855;-51
-153;-37.0;287.0;799;-195.0;116;413;-10
-162;-20.0;-75.0;798;244.0;71;386;-23
-158;-10.0;77.0;788;261.0;72;376;-27
-162;-31.0;63.0;794;225.0;75;383;-23
-157;-82.0;45.0;787;136.0;62;387;-23
-155;20.0;9.0;941;332.0;17;155;-28
-160;-828.0;448.0;799;-494.0;105;398;-8
-134;-362.0;673.0;50;441.0;133;839;-73
-156;51.0;-16.0;803;254.0;71;379;-27
-156;-22.0;-56.0;798;213.0;67;387;-26
-162;42.0;556.0;802;221.0;72;384;-26
-167;71.0;34.0;802;271.0;73;379;-24
-159;183.0;-437.0;799;231.0;67;377;-24
-166;6.0;51.0;809;212.0;69;368;-23
176;43.0;259.0;803;122.0;70;386;-25
-158;-2.0;-42.0;801;228.0;69;374;-26
-162;-84.0;18.0;802;341.0;70;394;-29
-174;26.0;9.0;811;281.0;68;383;-31
-158;-36.0;28.0;799;308.0;64;381;-26
-157;89.0;-248.0;1141;-39.0;-298;336;-30
-162;257.0;216.0;812;462.0;70;378;-25
-158;-13.0;-53.0;800;238.0;68;380;-26
-158;74.0;30.0;797;231.0;71;378;-26
-159;108.0;80.0;743;371.0;134;120;-20
-174;54.0;-74.0;790;302.0;75;353;-34
-153;210.0;74.0;811;121.0;67;386;-19
-158;-40.0;-32.0;804;250.0;67;374;-26
-164;-59.0;-1260.0;808;266.0;85;419;-16
-158;81.0;12.0;800;249.0;67;380;-26
-163;61.0;58.0;800;233.0;72;383;-23
-159;-59.0;9.0;789;248.0;26;303;-28
-162;-270.0;310.0;1376;337.0;-341;-123;-17
-167;96.0;6.0;806;220.0;75;381;-25
-158;71.0;56.0;800;251.0;66;382;-26
-159;110.0;303.0;809;93.0;69;386;-26
-162;54.0;-82.0;798;204.0;73;382;-26
-159;7.0;-65.0;803;227.0;66;366;-23
-145;723.0;880.0;818;382.0;86;403;-30
-156;-28.0;-98.0;799;226.0;65;388;-26
-159;150.0;-12.0;802;218.0;66;368;-24
-159;111.0;-28.0;805;201.0;63;366;-24
-161;73.0;-59.0;810;243.0;71;386;-22
-85;-173.0;197.0;1654;458.0;423;738;-19
-152;-19.0;-396.0;816;265.0;73;392;-34
-159;107.0;93.0;798;171.0;68;375;-24
-160;-45.0;29.0;814;197.0;70;380;-28
-108;-80.0;-749.0;573;133.0;1076;-95;-73
-162;139.0;-28.0;804;297.0;69;397;-29
-164;63.0;-81.0;804;381.0;66;395;-39
-171;-200.0;-186.0;807;301.0;71;393;-21
-162;33.0;66.0;800;299.0;73;392;-29
-167;15.0;-879.0;672;59.0;181;606;-58
-163;102.0;29.0;799;371.0;74;392;-29
-156;-29.0;121.0;797;259.0;67;385;-26
-159;138.0;107.0;800;208.0;66;368;-24
-163;251.0;101.0;805;328.0;70;386;-29
-161;-13.0;1759.0;792;221.0;76;402;-27
-157;76.0;-70.0;777;139.0;63;388;-23
-164;544.0;291.0;788;304.0;73;412;-28
-162;126.0;40.0;804;263.0;69;396;-29
-163;-40.0;306.0;807;115.0;70;380;-23
-158;-20.0;348.0;797;238.0;68;385;-27
-159;122.0;-110.0;807;201.0;64;366;-24
-174;-380.0;112.0;797;504.0;86;394;-25
-155;41.0;126.0;805;324.0;75;373;-43
-160;222.0;476.0;804;268.0;61;373;-24
-163;110.0;16.0;810;72.0;68;374;-23
-140;427.0;186.0;853;1195.0;109;435;-31
-166;-513.0;410.0;784;1209.0;113;403;-41
-159;130.0;47.0;802;206.0;66;368;-24
-153;211.0;-111.0;808;140.0;72;389;-19
-171;-370.0;161.0;779;-1.0;87;452;-22
-167;-543.0;-474.0;793;295.0;72;401;-34
-161;39.0;-244.0;807;248.0;74;386;-22
-161;79.0;-81.0;810;267.0;71;386;-22
-170;-2.0;130.0;818;280.0;69;383;-25
-160;-28.0;251.0;802;400.0;71;378;-23
-165;-513.0;1089.0;733;336.0;127;370;-34
-158;-38.0;126.0;798;229.0;66;381;-26
-156;36.0;-121.0;792;-129.0;79;389;-27
-156;-1.0;-136.0;800;241.0;69;381;-26
-147;-433.0;-71.0;790;273.0;90;373;-27
-167;-56.0;-204.0;846;296.0;-9;291;-23
-156;192.0;27.0;808;264.0;70;387;-25
-162;212.0;-157.0;794;319.0;72;407;-29
-175;226.0;76.0;807;243.0;70;366;-28
-168;240.0;-452.0;1499;224.0;300;-976;-36
-156;102.0;-237.0;802;372.0;71;394;-22
-170;-18.0;181.0;829;261.0;52;393;-25
-161;-61.0;-82.0;799;258.0;68;390;-26
-159;112.0;25.0;802;209.0;66;371;-24
-124;-26.0;340.0;566;256.0;534;95;-70
-160;-595.0;605.0;780;300.0;83;439;-27
-159;127.0;3.0;803;191.0;65;371;-24
-167;222.0;-289.0;2210;133.0;-941;-1888;-12
-156;137.0;15.0;807;-15.0;70;388;-25
-154;-87.0;542.0;807;384.0;85;389;-19
-158;198.0;-41.0;797;251.0;65;384;-26
-155;94.0;-694.0;1189;71.0;140;-143;-30
-175;8.0;-149.0;788;304.0;124;341;-34
-167;30.0;-731.0;812;200.0;72;400;-28
-170;-85.0;-261.0;803;231.0;75;384;-32
