InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
-21.0;-252.0;40.0;-236.0;89.0;70.0;-15.0
42.0;-197.0;-5.0;-176.0;97.0;51.0;-63.0
195.0;313.0;-228.0;65.0;252.0;206.0;10.0
-25.0;115.0;-233.0;164.0;92.0;162.0;-25.0
-54.0;78.0;-269.0;23.0;201.0;225.0;-44.0
85.0;-204.0;-78.0;-266.0;207.0;132.0;-126.0
68.0;-216.0;-56.0;-264.0;207.0;96.0;-168.0
-196.0;-505.0;74.0;-204.0;39.0;-118.0;-187.0
61.0;-219.0;-48.0;-269.0;217.0;75.0;-181.0
-62.0;-341.0;57.0;-154.0;60.0;-16.0;-161.0
-57.0;-335.0;45.0;-171.0;72.0;8.0;-164.0
-55.0;-329.0;33.0;-191.0;84.0;34.0;-171.0
54.0;-217.0;-29.0;-284.0;225.0;49.0;-184.0
-148.0;-259.0;57.0;-254.0;23.0;-62.0;-239.0
40.0;-203.0;1.0;-316.0;241.0;3.0;-176.0
-169.0;-264.0;45.0;-248.0;39.0;-24.0;-225.0
-179.0;-271.0;40.0;-241.0;43.0;-1.0;-205.0
-183.0;-277.0;40.0;-238.0;44.0;9.0;-195.0
-205.0;-287.0;40.0;-232.0;43.0;25.0;-187.0
-379.0;-326.0;244.0;-62.0;-196.0;-202.0;22.0
-235.0;-299.0;39.0;-240.0;49.0;48.0;-178.0
-265.0;-311.0;15.0;-285.0;84.0;82.0;-191.0
-294.0;-330.0;-62.0;-264.0;44.0;134.0;-211.0
-307.0;-373.0;26.0;-269.0;50.0;96.0;-154.0
-289.0;-339.0;2.0;-245.0;42.0;125.0;-258.0
-286.0;-327.0;-7.0;-312.0;110.0;109.0;-208.0
25.0;-202.0;13.0;-326.0;245.0;-15.0;-177.0
11.0;-210.0;24.0;-327.0;235.0;-32.0;-183.0
-6.0;-226.0;41.0;-307.0;201.0;-60.0;-188.0
-157.0;-310.0;110.0;-262.0;76.0;-84.0;-279.0
-89.0;-291.0;88.0;-253.0;75.0;-38.0;-273.0
-70.0;-292.0;77.0;-230.0;62.0;-11.0;-280.0
-65.0;-294.0;75.0;-220.0;53.0;2.0;-283.0
-62.0;-295.0;74.0;-209.0;43.0;12.0;-286.0
-11.0;-231.0;49.0;-287.0;178.0;-69.0;-190.0
-13.0;-232.0;56.0;-260.0;153.0;-75.0;-192.0
-11.0;-228.0;61.0;-229.0;125.0;-78.0;-191.0
-15.0;-249.0;92.0;-211.0;86.0;-115.0;-206.0
-401.0;-363.0;-42.0;-364.0;220.0;138.0;-339.0
8.0;-216.0;71.0;-163.0;70.0;-72.0;-174.0
-130.0;-332.0;93.0;-183.0;-11.0;22.0;95.0
32.0;-342.0;190.0;-155.0;-58.0;-93.0;206.0
-52.0;-287.0;-18.0;-177.0;109.0;63.0;-93.0
-190.0;-90.0;-174.0;216.0;243.0;48.0;-13.0
-286.0;-121.0;-352.0;-152.0;368.0;287.0;-179.0
-302.0;-203.0;-494.0;-191.0;423.0;427.0;-342.0
-99.0;-335.0;97.0;-281.0;67.0;-18.0;-227.0
-98.0;-335.0;92.0;-283.0;74.0;-16.0;-228.0
-87.0;-335.0;86.0;-293.0;87.0;-4.0;-231.0
-83.0;-337.0;86.0;-294.0;89.0;0.0;-235.0
-81.0;-338.0;88.0;-289.0;87.0;2.0;-239.0
-76.0;-342.0;95.0;-270.0;78.0;4.0;-251.0
-76.0;-345.0;97.0;-264.0;75.0;6.0;-255.0
99.0;-162.0;-28.0;-240.0;155.0;100.0;-52.0
82.0;-190.0;-4.0;-234.0;155.0;47.0;-114.0
77.0;-206.0;9.0;-231.0;159.0;15.0;-141.0
-83.0;-343.0;74.0;-230.0;56.0;31.0;-277.0
-82.0;-339.0;70.0;-234.0;59.0;33.0;-278.0
-78.0;-333.0;65.0;-239.0;62.0;33.0;-278.0
-74.0;-325.0;62.0;-243.0;67.0;33.0;-277.0
-53.0;-298.0;54.0;-264.0;85.0;30.0;-274.0
-52.0;-296.0;54.0;-268.0;88.0;31.0;-275.0
-51.0;-295.0;54.0;-269.0;90.0;31.0;-274.0
-45.0;-291.0;54.0;-271.0;92.0;28.0;-271.0
-43.0;-291.0;54.0;-271.0;91.0;27.0;-270.0
-42.0;-291.0;55.0;-271.0;90.0;26.0;-269.0
-42.0;-293.0;59.0;-267.0;86.0;24.0;-265.0
-49.0;-302.0;68.0;-259.0;78.0;21.0;-262.0
-51.0;-304.0;72.0;-256.0;75.0;18.0;-259.0
-52.0;-306.0;78.0;-253.0;72.0;13.0;-256.0
-52.0;-306.0;84.0;-250.0;69.0;8.0;-253.0
-51.0;-306.0;98.0;-245.0;61.0;-7.0;-246.0
-240.0;-231.0;-605.0;-294.0;559.0;611.0;-496.0
-318.0;-397.0;-554.0;-524.0;743.0;618.0;-583.0
-48.0;-300.0;106.0;-245.0;63.0;-17.0;-236.0
-48.0;-299.0;99.0;-259.0;70.0;-14.0;-236.0
-45.0;-299.0;99.0;-274.0;72.0;-11.0;-231.0
-39.0;-298.0;99.0;-281.0;74.0;-12.0;-226.0
-37.0;-290.0;100.0;-287.0;74.0;-23.0;-225.0
-37.0;-285.0;103.0;-293.0;76.0;-24.0;-223.0
-42.0;-281.0;107.0;-295.0;81.0;-20.0;-226.0
-49.0;-282.0;107.0;-295.0;84.0;-15.0;-228.0
-58.0;-285.0;107.0;-285.0;83.0;-2.0;-230.0
-56.0;-284.0;110.0;-278.0;79.0;-1.0;-230.0
-53.0;-283.0;113.0;-271.0;73.0;-2.0;-231.0
-50.0;-282.0;116.0;-263.0;67.0;-2.0;-232.0
-47.0;-280.0;119.0;-256.0;61.0;-3.0;-234.0
-42.0;-279.0;121.0;-248.0;55.0;-4.0;-235.0
-37.0;-278.0;122.0;-239.0;48.0;-3.0;-237.0
-45.0;-321.0;-98.0;-278.0;305.0;41.0;-224.0
-31.0;-341.0;13.0;-281.0;132.0;54.0;-337.0
-29.0;-322.0;38.0;-174.0;53.0;53.0;-284.0
-79.0;-370.0;52.0;-184.0;45.0;44.0;-237.0
-31.0;-280.0;96.0;-219.0;35.0;19.0;-260.0
-33.0;-282.0;76.0;-228.0;45.0;30.0;-267.0
-34.0;-282.0;71.0;-232.0;48.0;31.0;-270.0
-35.0;-282.0;66.0;-237.0;53.0;32.0;-273.0
-36.0;-281.0;53.0;-249.0;66.0;37.0;-279.0
-35.0;-282.0;48.0;-255.0;72.0;39.0;-281.0
-35.0;-284.0;36.0;-270.0;86.0;46.0;-286.0
-35.0;-285.0;32.0;-276.0;92.0;48.0;-288.0
-37.0;-291.0;34.0;-285.0;100.0;48.0;-292.0
-39.0;-294.0;36.0;-285.0;101.0;49.0;-295.0
-43.0;-297.0;36.0;-285.0;102.0;51.0;-298.0
-53.0;-307.0;39.0;-284.0;103.0;52.0;-303.0
-56.0;-309.0;44.0;-281.0;100.0;48.0;-302.0
-50.0;-305.0;72.0;-274.0;85.0;19.0;-288.0
-44.0;-303.0;84.0;-269.0;82.0;14.0;-273.0
-40.0;-300.0;86.0;-257.0;75.0;10.0;-262.0
-49.0;-305.0;78.0;-265.0;81.0;16.0;-264.0
-78.0;-322.0;64.0;-299.0;99.0;29.0;-262.0
-81.0;-323.0;59.0;-307.0;104.0;29.0;-261.0
-82.0;-320.0;56.0;-317.0;110.0;30.0;-258.0
-80.0;-315.0;54.0;-324.0;116.0;29.0;-256.0
-76.0;-311.0;55.0;-327.0;120.0;28.0;-255.0
-76.0;-315.0;56.0;-324.0;125.0;36.0;-263.0
-71.0;-314.0;57.0;-320.0;123.0;39.0;-264.0
-65.0;-314.0;58.0;-314.0;119.0;41.0;-265.0
-52.0;-314.0;62.0;-292.0;104.0;45.0;-273.0
-40.0;-307.0;62.0;-254.0;72.0;51.0;-278.0
-44.0;-305.0;53.0;-240.0;63.0;60.0;-282.0
-45.0;-305.0;50.0;-240.0;62.0;63.0;-282.0
-46.0;-305.0;46.0;-240.0;63.0;65.0;-283.0
-48.0;-306.0;41.0;-241.0;66.0;67.0;-285.0
-50.0;-306.0;37.0;-245.0;69.0;68.0;-287.0
-50.0;-305.0;33.0;-250.0;74.0;68.0;-288.0
-46.0;-299.0;23.0;-263.0;88.0;70.0;-289.0
-45.0;-297.0;18.0;-272.0;97.0;72.0;-292.0
-45.0;-298.0;12.0;-282.0;107.0;75.0;-294.0
-47.0;-301.0;6.0;-292.0;118.0;77.0;-298.0
-41.0;-301.0;1.0;-316.0;138.0;72.0;-302.0
-36.0;-301.0;2.0;-320.0;140.0;70.0;-301.0
-34.0;-302.0;4.0;-323.0;141.0;68.0;-301.0
-34.0;-304.0;8.0;-321.0;137.0;66.0;-298.0
-40.0;-311.0;17.0;-312.0;130.0;69.0;-290.0
-46.0;-316.0;22.0;-306.0;124.0;69.0;-288.0
-53.0;-321.0;28.0;-299.0;119.0;67.0;-286.0
-58.0;-324.0;35.0;-294.0;115.0;64.0;-283.0
-63.0;-325.0;43.0;-291.0;111.0;60.0;-279.0
-67.0;-327.0;52.0;-290.0;109.0;52.0;-278.0
-67.0;-328.0;61.0;-286.0;114.0;53.0;-265.0
-66.0;-331.0;56.0;-285.0;119.0;55.0;-264.0
-70.0;-335.0;52.0;-293.0;126.0;59.0;-267.0
-76.0;-341.0;44.0;-309.0;136.0;62.0;-271.0
-81.0;-350.0;42.0;-327.0;144.0;64.0;-272.0
-87.0;-366.0;31.0;-352.0;167.0;63.0;-276.0
-92.0;-366.0;22.0;-384.0;188.0;58.0;-282.0
-90.0;-363.0;21.0;-395.0;197.0;56.0;-281.0
-95.0;-381.0;43.0;-200.0;58.0;54.0;-245.0
-118.0;-394.0;17.0;-231.0;92.0;81.0;-273.0
-78.0;-356.0;27.0;-399.0;197.0;52.0;-276.0
-80.0;-336.0;60.0;-419.0;120.0;83.0;-328.0
-79.0;-355.0;27.0;-373.0;180.0;72.0;-276.0
-82.0;-361.0;21.0;-341.0;161.0;99.0;-278.0
-81.0;-363.0;19.0;-322.0;149.0;108.0;-281.0
-80.0;-362.0;20.0;-314.0;142.0;109.0;-283.0
-78.0;-360.0;23.0;-306.0;135.0;107.0;-285.0
-70.0;-351.0;29.0;-293.0;124.0;100.0;-288.0
-65.0;-345.0;29.0;-291.0;122.0;99.0;-289.0
-59.0;-339.0;27.0;-291.0;122.0;99.0;-289.0
-50.0;-329.0;20.0;-293.0;124.0;100.0;-292.0
-47.0;-321.0;12.0;-297.0;127.0;100.0;-296.0
-48.0;-319.0;6.0;-302.0;131.0;101.0;-298.0
-48.0;-316.0;1.0;-307.0;135.0;103.0;-300.0
-46.0;-314.0;-4.0;-311.0;139.0;104.0;-301.0
-40.0;-303.0;-22.0;-325.0;155.0;112.0;-302.0
-35.0;-299.0;-28.0;-330.0;161.0;116.0;-302.0
-31.0;-297.0;-34.0;-335.0;166.0;119.0;-302.0
-29.0;-296.0;-36.0;-336.0;166.0;120.0;-303.0
-28.0;-296.0;-36.0;-336.0;164.0;118.0;-305.0
-29.0;-298.0;-35.0;-335.0;163.0;117.0;-307.0
-30.0;-299.0;-35.0;-335.0;162.0;118.0;-309.0
-33.0;-301.0;-34.0;-335.0;161.0;119.0;-310.0
-36.0;-303.0;-33.0;-333.0;161.0;120.0;-310.0
-39.0;-306.0;-29.0;-329.0;159.0;122.0;-308.0
-40.0;-306.0;-27.0;-326.0;157.0;123.0;-306.0
-41.0;-306.0;-24.0;-323.0;154.0;122.0;-305.0
-46.0;-306.0;-9.0;-315.0;146.0;111.0;-296.0
-43.0;-304.0;-6.0;-318.0;148.0;108.0;-290.0
-44.0;-306.0;1.0;-321.0;150.0;104.0;-287.0
-47.0;-315.0;4.0;-320.0;158.0;104.0;-275.0
-63.0;-336.0;-1.0;-337.0;174.0;104.0;-280.0
-97.0;-354.0;-48.0;-393.0;220.0;117.0;-308.0
-65.0;-364.0;27.0;-438.0;178.0;117.0;-331.0
-128.0;-398.0;4.0;-248.0;110.0;98.0;-290.0
-138.0;-403.0;-14.0;-267.0;129.0;119.0;-310.0
-147.0;-408.0;-36.0;-290.0;151.0;146.0;-331.0
-416.0;-391.0;21.0;-299.0;133.0;44.0;-257.0
-93.0;-365.0;-7.0;-437.0;230.0;88.0;-285.0
-65.0;-319.0;-37.0;-296.0;157.0;126.0;-251.0
-65.0;-313.0;-7.0;-246.0;108.0;98.0;-241.0
-54.0;-305.0;22.0;-197.0;49.0;78.0;-206.0
-60.0;-317.0;24.0;-193.0;43.0;82.0;-167.0
-56.0;-328.0;17.0;-212.0;99.0;59.0;-185.0
-54.0;-327.0;0.0;-235.0;117.0;85.0;-200.0
-56.0;-332.0;-30.0;-287.0;157.0;134.0;-226.0
-76.0;-358.0;-114.0;-415.0;245.0;193.0;-153.0
-204.0;-461.0;-173.0;-606.0;656.0;340.0;-409.0
-63.0;-318.0;23.0;-198.0;43.0;87.0;-163.0
-64.0;-315.0;16.0;-205.0;50.0;93.0;-166.0
-64.0;-310.0;7.0;-212.0;60.0;99.0;-172.0
-50.0;-307.0;-39.0;-263.0;119.0;139.0;-231.0
-40.0;-310.0;-55.0;-281.0;139.0;153.0;-244.0
-67.0;-340.0;-62.0;-347.0;204.0;181.0;-261.0
-184.0;-399.0;-24.0;-347.0;167.0;169.0;-319.0
-187.0;-400.0;-9.0;-329.0;146.0;158.0;-309.0
-190.0;-404.0;6.0;-310.0;127.0;146.0;-299.0
-57.0;-356.0;-74.0;-513.0;353.0;160.0;-301.0
-328.0;-485.0;-269.0;-519.0;453.0;395.0;-641.0
-45.0;-381.0;-165.0;-591.0;611.0;240.0;-284.0
-43.0;-336.0;-73.0;-359.0;234.0;146.0;-319.0
-39.0;-310.0;-2.0;-391.0;251.0;55.0;-297.0
-47.0;-302.0;11.0;-391.0;246.0;40.0;-291.0
-52.0;-299.0;20.0;-385.0;230.0;24.0;-287.0
-49.0;-293.0;27.0;-370.0;208.0;8.0;-276.0
-46.0;-286.0;35.0;-349.0;183.0;-4.0;-260.0
-311.0;-342.0;-53.0;-332.0;162.0;159.0;-238.0
-326.0;-418.0;-110.0;-415.0;284.0;204.0;-329.0
-342.0;-378.0;-20.0;-296.0;155.0;94.0;-160.0
-42.0;-277.0;42.0;-326.0;156.0;-11.0;-247.0
-34.0;-268.0;48.0;-302.0;128.0;-11.0;-235.0
-23.0;-256.0;52.0;-274.0;101.0;-8.0;-220.0
12.0;-225.0;61.0;-213.0;49.0;-1.0;-173.0
66.0;-191.0;130.0;-146.0;-26.0;-39.0;-107.0
-71.0;-356.0;71.0;-270.0;78.0;114.0;-265.0
101.0;-183.0;-2.0;-254.0;123.0;49.0;-103.0
68.0;-214.0;7.0;-264.0;141.0;20.0;-158.0
44.0;-231.0;27.0;-284.0;164.0;-38.0;-192.0
26.0;-225.0;67.0;-171.0;27.0;3.0;-120.0
25.0;-239.0;37.0;-208.0;67.0;31.0;-142.0
12.0;-265.0;22.0;-242.0;114.0;38.0;-183.0
-72.0;-293.0;102.0;-49.0;-66.0;-41.0;-178.0
-33.0;-267.0;64.0;-106.0;12.0;-25.0;-145.0
-62.0;-305.0;144.0;-236.0;29.0;-31.0;62.0
-24.0;-211.0;84.0;-248.0;44.0;26.0;-93.0
-22.0;-220.0;64.0;-261.0;59.0;45.0;-131.0
-31.0;-233.0;47.0;-271.0;73.0;61.0;-172.0
-32.0;-250.0;31.0;-279.0;84.0;74.0;-209.0
-25.0;-266.0;18.0;-286.0;94.0;86.0;-239.0
-73.0;-340.0;108.0;-313.0;93.0;0.0;-240.0
-83.0;-344.0;96.0;-317.0;103.0;20.0;-239.0
-85.0;-346.0;86.0;-318.0;107.0;33.0;-238.0
-84.0;-347.0;75.0;-318.0;110.0;46.0;-238.0
-82.0;-348.0;67.0;-316.0;110.0;56.0;-238.0
-78.0;-350.0;60.0;-313.0;107.0;65.0;-240.0
-74.0;-351.0;56.0;-308.0;102.0;70.0;-242.0
-58.0;-355.0;53.0;-299.0;91.0;69.0;-246.0
-55.0;-355.0;54.0;-298.0;88.0;67.0;-250.0
-54.0;-354.0;56.0;-297.0;87.0;64.0;-254.0
-51.0;-351.0;56.0;-296.0;87.0;61.0;-256.0
-46.0;-348.0;57.0;-295.0;88.0;58.0;-256.0
-40.0;-344.0;62.0;-294.0;90.0;55.0;-255.0
-41.0;-345.0;63.0;-294.0;93.0;54.0;-254.0
-46.0;-346.0;65.0;-296.0;95.0;55.0;-253.0
-51.0;-347.0;66.0;-298.0;98.0;55.0;-251.0
-69.0;-351.0;65.0;-300.0;102.0;58.0;-250.0
-69.0;-347.0;63.0;-297.0;100.0;58.0;-241.0
-68.0;-346.0;63.0;-297.0;99.0;58.0;-238.0
-64.0;-340.0;63.0;-294.0;95.0;53.0;-235.0
-63.0;-339.0;62.0;-296.0;94.0;55.0;-235.0
-61.0;-338.0;62.0;-294.0;93.0;54.0;-234.0
-60.0;-338.0;61.0;-294.0;94.0;55.0;-235.0
-62.0;-339.0;59.0;-296.0;96.0;58.0;-237.0
-70.0;-340.0;57.0;-296.0;97.0;61.0;-239.0
-340.0;-366.0;52.0;-305.0;108.0;65.0;-271.0
-14.0;-279.0;6.0;-293.0;104.0;98.0;-262.0
-12.0;-290.0;-3.0;-301.0;114.0;107.0;-283.0
-69.0;-292.0;44.0;-206.0;36.0;17.0;-299.0
-31.0;-310.0;-9.0;-307.0;121.0;113.0;-302.0
-78.0;-344.0;-9.0;-309.0;125.0;114.0;-322.0
-25.0;-279.0;16.0;-151.0;69.0;19.0;-168.0
-21.0;-289.0;-5.0;-175.0;99.0;45.0;-180.0
-50.0;-298.0;-87.0;-220.0;207.0;84.0;-160.0
-50.0;-336.0;-45.0;-260.0;199.0;78.0;-246.0
-59.0;-350.0;-29.0;-296.0;228.0;33.0;-276.0
-41.0;-254.0;181.0;42.0;-167.0;-110.0;-163.0
-387.0;-384.0;35.0;-317.0;122.0;85.0;-269.0
-35.0;-260.0;38.0;-146.0;33.0;2.0;-144.0
-152.0;-349.0;52.0;-314.0;115.0;63.0;-233.0
-127.0;-341.0;57.0;-312.0;112.0;57.0;-232.0
-109.0;-333.0;61.0;-311.0;108.0;52.0;-233.0
-98.0;-328.0;64.0;-308.0;104.0;47.0;-234.0
-92.0;-323.0;68.0;-302.0;98.0;43.0;-235.0
-89.0;-320.0;72.0;-296.0;91.0;40.0;-236.0
-88.0;-318.0;75.0;-291.0;84.0;38.0;-235.0
-90.0;-317.0;77.0;-285.0;78.0;38.0;-233.0
-97.0;-316.0;78.0;-275.0;70.0;42.0;-227.0
-109.0;-315.0;77.0;-272.0;65.0;47.0;-223.0
-116.0;-316.0;77.0;-272.0;63.0;48.0;-221.0
-122.0;-315.0;79.0;-273.0;61.0;48.0;-219.0
-126.0;-315.0;80.0;-274.0;62.0;48.0;-216.0
-129.0;-314.0;80.0;-278.0;63.0;49.0;-214.0
-130.0;-312.0;80.0;-283.0;64.0;52.0;-211.0
-129.0;-309.0;81.0;-286.0;64.0;51.0;-209.0
-127.0;-308.0;82.0;-287.0;65.0;48.0;-208.0
-116.0;-315.0;90.0;-292.0;72.0;40.0;-214.0
-113.0;-315.0;91.0;-293.0;74.0;38.0;-216.0
-110.0;-315.0;91.0;-294.0;76.0;38.0;-219.0
-107.0;-318.0;91.0;-297.0;79.0;38.0;-222.0
-106.0;-320.0;91.0;-296.0;79.0;38.0;-223.0
-106.0;-322.0;93.0;-296.0;78.0;39.0;-225.0
-108.0;-326.0;91.0;-296.0;79.0;42.0;-227.0
-120.0;-335.0;81.0;-300.0;86.0;58.0;-230.0
-125.0;-337.0;79.0;-302.0;88.0;60.0;-229.0
-127.0;-338.0;76.0;-309.0;95.0;62.0;-227.0
-125.0;-334.0;77.0;-309.0;96.0;62.0;-224.0
-127.0;-335.0;75.0;-310.0;99.0;64.0;-224.0
-129.0;-337.0;73.0;-312.0;102.0;67.0;-225.0
-130.0;-338.0;72.0;-314.0;105.0;69.0;-225.0
-130.0;-337.0;71.0;-315.0;106.0;71.0;-225.0
-130.0;-337.0;71.0;-314.0;106.0;73.0;-225.0
-131.0;-337.0;69.0;-314.0;106.0;74.0;-226.0
-131.0;-338.0;69.0;-314.0;107.0;76.0;-227.0
-132.0;-340.0;66.0;-314.0;109.0;78.0;-228.0
-133.0;-341.0;65.0;-315.0;110.0;79.0;-229.0
-132.0;-342.0;65.0;-315.0;109.0;80.0;-230.0
-129.0;-341.0;66.0;-315.0;108.0;79.0;-232.0
-129.0;-341.0;66.0;-316.0;108.0;80.0;-233.0
-129.0;-342.0;66.0;-315.0;107.0;80.0;-234.0
-129.0;-344.0;66.0;-315.0;107.0;81.0;-235.0
-133.0;-350.0;59.0;-318.0;112.0;88.0;-237.0
-134.0;-351.0;55.0;-321.0;115.0;91.0;-238.0
-134.0;-351.0;52.0;-324.0;118.0;94.0;-238.0
-133.0;-350.0;50.0;-326.0;120.0;95.0;-238.0
-133.0;-349.0;49.0;-326.0;121.0;95.0;-238.0
-134.0;-350.0;47.0;-327.0;121.0;98.0;-240.0
-133.0;-350.0;46.0;-327.0;122.0;99.0;-240.0
-132.0;-350.0;44.0;-326.0;121.0;101.0;-241.0
-132.0;-350.0;44.0;-326.0;120.0;101.0;-240.0
-131.0;-349.0;45.0;-325.0;119.0;101.0;-239.0
-130.0;-348.0;46.0;-324.0;118.0;100.0;-238.0
-130.0;-347.0;44.0;-326.0;120.0;101.0;-236.0
-129.0;-345.0;43.0;-326.0;122.0;101.0;-233.0
-129.0;-345.0;44.0;-325.0;121.0;101.0;-233.0
-130.0;-346.0;45.0;-324.0;119.0;100.0;-232.0
-132.0;-349.0;47.0;-324.0;118.0;98.0;-231.0
-134.0;-352.0;48.0;-324.0;119.0;98.0;-231.0
-136.0;-354.0;49.0;-324.0;119.0;97.0;-230.0
-138.0;-357.0;49.0;-324.0;120.0;97.0;-230.0
-142.0;-363.0;49.0;-328.0;122.0;97.0;-231.0
-144.0;-366.0;49.0;-329.0;124.0;96.0;-231.0
-145.0;-369.0;51.0;-331.0;126.0;93.0;-230.0
-146.0;-369.0;52.0;-332.0;126.0;90.0;-229.0
-147.0;-370.0;54.0;-333.0;127.0;87.0;-229.0
-148.0;-372.0;55.0;-335.0;129.0;86.0;-229.0
-150.0;-372.0;50.0;-338.0;132.0;92.0;-230.0
-151.0;-372.0;46.0;-338.0;133.0;96.0;-231.0
-148.0;-368.0;47.0;-334.0;130.0;96.0;-231.0
-146.0;-366.0;47.0;-333.0;128.0;95.0;-230.0
-145.0;-365.0;48.0;-330.0;126.0;95.0;-230.0
-143.0;-363.0;49.0;-328.0;123.0;94.0;-229.0
-141.0;-361.0;50.0;-325.0;120.0;93.0;-229.0
-141.0;-360.0;51.0;-323.0;117.0;92.0;-228.0
-141.0;-358.0;52.0;-322.0;116.0;92.0;-227.0
-140.0;-357.0;52.0;-320.0;113.0;92.0;-226.0
-142.0;-355.0;52.0;-317.0;112.0;93.0;-225.0
-144.0;-355.0;50.0;-318.0;113.0;94.0;-226.0
-145.0;-355.0;48.0;-319.0;114.0;95.0;-228.0
-145.0;-355.0;46.0;-322.0;116.0;96.0;-229.0
-144.0;-355.0;45.0;-323.0;118.0;97.0;-231.0
-142.0;-354.0;43.0;-324.0;119.0;98.0;-232.0
-141.0;-354.0;43.0;-325.0;119.0;98.0;-232.0
-139.0;-355.0;41.0;-326.0;121.0;101.0;-236.0
-139.0;-356.0;40.0;-326.0;121.0;102.0;-237.0
-140.0;-358.0;37.0;-326.0;122.0;104.0;-238.0
-140.0;-358.0;37.0;-325.0;121.0;104.0;-238.0
-141.0;-358.0;38.0;-325.0;121.0;103.0;-238.0
-142.0;-359.0;38.0;-324.0;121.0;103.0;-238.0
-143.0;-360.0;38.0;-325.0;121.0;103.0;-238.0
-144.0;-361.0;37.0;-325.0;122.0;103.0;-238.0
-145.0;-361.0;37.0;-326.0;122.0;103.0;-238.0
-146.0;-361.0;38.0;-326.0;122.0;103.0;-237.0
-147.0;-361.0;38.0;-327.0;124.0;102.0;-236.0
-147.0;-362.0;39.0;-327.0;123.0;101.0;-236.0
-145.0;-361.0;41.0;-325.0;122.0;99.0;-235.0
