InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
435.0;-23;620.0;861.0;273.0;373.0;-560.0;-23
236.0;-7;-12.0;943.0;368.0;-23.0;25.0;-7
251.0;6;-10.0;918.0;196.0;-167.0;143.0;6
243.0;-63;422.0;846.0;293.0;-139.0;-177.0;-63
337.0;85;-11.0;717.0;295.0;243.0;3.0;85
239.0;-29;-16.0;948.0;370.0;10.0;32.0;-29
155.0;-333;-111.0;936.0;221.0;-129.0;391.0;-333
242.0;17;6.0;934.0;368.0;27.0;167.0;17
239.0;19;-4.0;956.0;369.0;11.0;28.0;19
103.0;21;-414.0;816.0;-21.0;371.0;-8.0;21
247.0;-318;-197.0;1131.0;302.0;-8.0;-409.0;-318
-686.0;0;-12.0;944.0;-571.0;17.0;-106.0;0
-681.0;11;14.0;920.0;-569.0;0.0;83.0;11
721.0;-8;4.0;946.0;514.0;134.0;-789.0;-8
-57.0;1;57.0;952.0;-85.0;-9.0;61.0;1
193.0;151;-136.0;833.0;71.0;-359.0;100.0;151
-83.0;-52;21.0;920.0;-167.0;-249.0;225.0;-52
-89.0;33;-372.0;838.0;-9.0;-420.0;847.0;33
82.0;15;-285.0;955.0;184.0;-328.0;-928.0;15
762.0;-1261;522.0;841.0;539.0;-126.0;-463.0;-1261
529.0;-685;-349.0;1193.0;515.0;-198.0;614.0;-685
253.0;6;-111.0;907.0;200.0;-98.0;273.0;6
621.0;-21;-994.0;951.0;439.0;-381.0;476.0;-21
656.0;-44;622.0;920.0;344.0;-225.0;-1670.0;-44
176.0;-54;-21.0;977.0;270.0;45.0;-84.0;-54
125.0;-12;-32.0;921.0;132.0;44.0;-699.0;-12
145.0;50;-130.0;1013.0;271.0;110.0;-170.0;50
511.0;-19;-526.0;855.0;457.0;229.0;-120.0;-19
743.0;36;-69.0;843.0;624.0;-396.0;-466.0;36
753.0;25;550.0;956.0;627.0;-147.0;-525.0;25
244.0;3029;213.0;1000.0;182.0;-45.0;-340.0;3029
-12.0;29;-592.0;987.0;-182.0;-106.0;-433.0;29
-280.0;-29;628.0;899.0;-224.0;97.0;-43.0;-29
-14.0;-1;-53.0;931.0;150.0;-30.0;-120.0;-1
169.0;-12;39.0;957.0;256.0;61.0;-215.0;-12
74.0;13;49.0;895.0;111.0;345.0;578.0;13
-434.0;-22;-304.0;805.0;-242.0;159.0;1540.0;-22
-535.0;1600;168.0;1077.0;-485.0;-13.0;-611.0;1600
364.0;1598;-235.0;905.0;150.0;256.0;930.0;1598
770.0;-29;449.0;961.0;633.0;589.0;37.0;-29
-92.0;49;-32.0;860.0;20.0;539.0;-217.0;49
-171.0;-13;490.0;969.0;-206.0;-171.0;-488.0;-13
729.0;835;-150.0;966.0;639.0;111.0;365.0;835
121.0;-3143;-279.0;1002.0;212.0;-71.0;271.0;-3143
-677.0;-1;-273.0;959.0;-648.0;109.0;372.0;-1
726.0;8;-22.0;940.0;510.0;-36.0;907.0;8
458.0;-110;-498.0;774.0;307.0;-203.0;1961.0;-110
403.0;-41;-10.0;904.0;272.0;0.0;476.0;-41
-365.0;-51;165.0;900.0;-396.0;-86.0;-1670.0;-51
783.0;24;1131.0;889.0;619.0;-143.0;286.0;24
-630.0;-1915;324.0;1081.0;-447.0;211.0;-665.0;-1915
-118.0;-35;-631.0;1027.0;-28.0;-119.0;2.0;-35
89.0;-304;252.0;951.0;-59.0;201.0;-917.0;-304
-632.0;4;-648.0;892.0;-512.0;-776.0;-812.0;4
751.0;5;-225.0;971.0;574.0;-182.0;350.0;5
817.0;15;7.0;889.0;572.0;7.0;-14.0;15
-218.0;-1348;-413.0;1101.0;-98.0;94.0;264.0;-1348
-53.0;-219;-531.0;990.0;-102.0;-217.0;414.0;-219
773.0;-15;-166.0;972.0;453.0;462.0;261.0;-15
342.0;20;-575.0;882.0;386.0;298.0;515.0;20
