Accelerometer LUA^ accZ;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accY;InertialMeasurementUnit BACK accX;Accelerometer BACK accZ;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
615.0;17.0;172.0;-646.0;-975.0;-644.0;470.0;31.0;773.0
183.0;-89.0;224.0;-137.0;-973.0;-496.0;399.0;-48.0;881.0
404.0;435.0;311.0;-412.0;-982.0;-519.0;374.0;-91.0;885.0
204.0;-6.0;189.0;-224.0;-953.0;-534.0;415.0;-11.0;835.0
151.0;12.0;226.0;-147.0;-947.0;-630.0;285.0;-27.0;752.0
114.0;-47.0;258.0;-278.0;-939.0;-588.0;372.0;47.0;713.0
140.0;-149.0;249.0;-142.0;-830.0;-468.0;388.0;96.0;810.0
250.0;-169.0;237.0;-263.0;-945.0;-620.0;395.0;-68.0;782.0
77.0;-203.0;250.0;-128.0;-968.0;-620.0;319.0;-170.0;737.0
105.0;136.0;171.0;-239.0;-1052.0;-449.0;143.0;2.0;823.0
176.0;-187.0;190.0;-129.0;-956.0;-569.0;355.0;-72.0;791.0
187.0;-22.0;218.0;-180.0;-946.0;-550.0;371.0;-12.0;809.0
211.0;37.0;236.0;-235.0;-927.0;-498.0;385.0;9.0;816.0
28.0;-11.0;288.0;55.0;-876.0;-440.0;312.0;-38.0;829.0
215.0;-11.0;224.0;-214.0;-944.0;-542.0;384.0;-1.0;808.0
-73.0;-644.0;519.0;-7.0;-777.0;-860.0;69.0;-147.0;369.0
212.0;16.0;219.0;-193.0;-943.0;-542.0;386.0;-7.0;808.0
211.0;45.0;206.0;-196.0;-948.0;-529.0;414.0;1.0;810.0
210.0;-21.0;194.0;-45.0;-962.0;-559.0;342.0;20.0;821.0
183.0;2.0;209.0;-142.0;-967.0;-529.0;399.0;-11.0;841.0
181.0;-126.0;287.0;-72.0;-971.0;-606.0;403.0;-171.0;808.0
174.0;-8.0;133.0;-162.0;-845.0;-600.0;381.0;85.0;779.0
271.0;4.0;75.0;-237.0;-982.0;-441.0;426.0;-28.0;911.0
165.0;-103.0;198.0;-138.0;-964.0;-498.0;279.0;-1.0;903.0
268.0;-157.0;110.0;-306.0;-858.0;-664.0;306.0;14.0;1002.0
276.0;-152.0;207.0;-217.0;-947.0;-559.0;375.0;-252.0;824.0
119.0;1438.0;617.0;63.0;-667.0;-587.0;204.0;-11.0;809.0
51.0;45.0;228.0;-131.0;-960.0;-566.0;437.0;-32.0;761.0
130.0;-30.0;264.0;-159.0;-936.0;-579.0;415.0;-12.0;775.0
-304.0;-86.0;879.0;309.0;-211.0;-907.0;-246.0;-329.0;-190.0
215.0;-9.0;178.0;-221.0;-991.0;-534.0;395.0;-129.0;921.0
97.0;53.0;245.0;-149.0;-910.0;-438.0;549.0;-27.0;810.0
34.0;-114.0;398.0;-106.0;-855.0;-718.0;250.0;-70.0;579.0
264.0;-12.0;170.0;-268.0;-908.0;-619.0;202.0;-69.0;768.0
213.0;64.0;172.0;-171.0;-973.0;-504.0;442.0;-40.0;847.0
227.0;82.0;290.0;-245.0;-938.0;-617.0;448.0;-65.0;789.0
206.0;40.0;184.0;-218.0;-958.0;-510.0;416.0;50.0;877.0
267.0;-113.0;440.0;-163.0;-910.0;-797.0;210.0;-243.0;601.0
337.0;22.0;86.0;-340.0;-972.0;-461.0;444.0;16.0;880.0
163.0;-167.0;161.0;-203.0;-983.0;-508.0;455.0;29.0;844.0
174.0;-92.0;357.0;-248.0;-944.0;-758.0;435.0;-262.0;667.0
218.0;-44.0;166.0;-88.0;-1003.0;-494.0;526.0;0.0;882.0
153.0;-69.0;302.0;-51.0;-967.0;-568.0;296.0;15.0;800.0
124.0;49.0;136.0;-93.0;-975.0;-420.0;364.0;80.0;902.0
111.0;232.0;293.0;-104.0;-844.0;-530.0;220.0;-24.0;810.0
278.0;21.0;282.0;-290.0;-933.0;-607.0;400.0;-60.0;792.0
733.0;15.0;376.0;-810.0;-933.0;-756.0;580.0;-48.0;669.0
295.0;151.0;413.0;-130.0;-929.0;-680.0;335.0;-137.0;825.0
188.0;137.0;211.0;-170.0;-982.0;-485.0;322.0;50.0;844.0
314.0;52.0;405.0;-370.0;-1161.0;-563.0;408.0;-282.0;741.0
418.0;10.0;145.0;-476.0;-947.0;-506.0;421.0;23.0;824.0
290.0;-200.0;106.0;-184.0;-877.0;-872.0;653.0;112.0;1017.0
373.0;-7.0;348.0;-430.0;-936.0;-688.0;316.0;-89.0;732.0
190.0;158.0;289.0;-454.0;-967.0;-509.0;439.0;-23.0;924.0
281.0;184.0;138.0;-250.0;-965.0;-439.0;376.0;19.0;894.0
225.0;15.0;1.0;-236.0;-990.0;-410.0;443.0;45.0;904.0
75.0;173.0;180.0;-273.0;-1259.0;-418.0;346.0;-37.0;773.0
