InertialMeasurementUnit L-SHOE EuX;Accelerometer LUA_ accZ;Accelerometer LUA_ accY;Accelerometer LWR accY;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit LUA magneticX;Accelerometer LH accY;Accelerometer LH accZ;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;Accelerometer LWR accZ
93;359.0;1085.0;980.0;585.0;593.0;1093.0;189.0;1017.0;-735.0;-286.0;335.0
163;251.0;951.0;821.0;286.0;472.0;981.0;-77.0;1019.0;-1072.0;-167.0;345.0
97;337.0;895.0;812.0;418.0;615.0;934.0;54.0;1002.0;-960.0;-242.0;397.0
-145;357.0;896.0;855.0;320.0;535.0;994.0;12.0;954.0;-924.0;-291.0;499.0
-98;320.0;964.0;886.0;280.0;510.0;988.0;92.0;1001.0;-993.0;-274.0;384.0
-98;334.0;958.0;884.0;279.0;508.0;995.0;102.0;1022.0;-976.0;-290.0;344.0
107;404.0;924.0;813.0;314.0;534.0;1026.0;5.0;939.0;-905.0;-341.0;415.0
107;398.0;907.0;856.0;285.0;529.0;1005.0;77.0;951.0;-934.0;-359.0;458.0
-98;322.0;950.0;890.0;281.0;508.0;977.0;100.0;1011.0;-966.0;-282.0;345.0
-98;316.0;949.0;855.0;287.0;511.0;977.0;85.0;1021.0;-959.0;-278.0;359.0
-98;323.0;956.0;867.0;291.0;510.0;995.0;67.0;998.0;-959.0;-306.0;383.0
-98;336.0;943.0;883.0;292.0;513.0;1012.0;24.0;1007.0;-956.0;-295.0;370.0
105;428.0;908.0;821.0;416.0;557.0;915.0;125.0;929.0;-933.0;-372.0;414.0
105;420.0;920.0;811.0;431.0;563.0;943.0;87.0;1043.0;-949.0;-378.0;404.0
105;411.0;923.0;791.0;441.0;565.0;958.0;63.0;1002.0;-962.0;-379.0;427.0
105;386.0;958.0;808.0;452.0;572.0;950.0;78.0;998.0;-935.0;-405.0;432.0
105;337.0;999.0;825.0;471.0;580.0;998.0;61.0;1030.0;-886.0;-401.0;455.0
105;379.0;1010.0;847.0;476.0;583.0;1014.0;97.0;1031.0;-899.0;-407.0;449.0
106;349.0;1018.0;867.0;479.0;586.0;1011.0;142.0;1021.0;-902.0;-399.0;435.0
-98;358.0;943.0;884.0;293.0;514.0;1011.0;23.0;1050.0;-951.0;-281.0;379.0
107;361.0;971.0;911.0;469.0;579.0;1030.0;58.0;1056.0;-1000.0;-348.0;399.0
107;349.0;934.0;904.0;407.0;564.0;1035.0;54.0;1014.0;-984.0;-328.0;403.0
107;376.0;954.0;885.0;396.0;561.0;1012.0;79.0;1017.0;-991.0;-310.0;381.0
106;372.0;962.0;884.0;386.0;559.0;995.0;89.0;1029.0;-989.0;-290.0;359.0
106;351.0;978.0;876.0;376.0;555.0;1006.0;92.0;995.0;-986.0;-277.0;333.0
106;349.0;972.0;875.0;373.0;555.0;999.0;61.0;973.0;-996.0;-283.0;373.0
103;311.0;885.0;892.0;375.0;558.0;1006.0;73.0;1010.0;-963.0;-295.0;420.0
103;326.0;741.0;874.0;382.0;559.0;987.0;56.0;992.0;-970.0;-315.0;428.0
102;484.0;1223.0;785.0;407.0;569.0;782.0;36.0;975.0;-967.0;-316.0;378.0
-98;349.0;968.0;861.0;297.0;513.0;1015.0;5.0;993.0;-941.0;-278.0;414.0
-98;361.0;932.0;869.0;296.0;511.0;1006.0;12.0;980.0;-950.0;-291.0;436.0
-98;375.0;956.0;868.0;292.0;511.0;997.0;19.0;1050.0;-946.0;-294.0;432.0
97;410.0;902.0;799.0;377.0;553.0;958.0;29.0;964.0;-894.0;-443.0;500.0
-98;369.0;961.0;868.0;290.0;511.0;997.0;20.0;1033.0;-951.0;-308.0;435.0
-98;394.0;961.0;878.0;286.0;509.0;1024.0;31.0;1031.0;-956.0;-325.0;412.0
97;368.0;913.0;888.0;312.0;543.0;1013.0;53.0;978.0;-923.0;-364.0;364.0
97;371.0;912.0;874.0;295.0;540.0;981.0;74.0;913.0;-893.0;-341.0;351.0
97;355.0;931.0;838.0;276.0;538.0;964.0;90.0;928.0;-972.0;-283.0;384.0
97;383.0;942.0;849.0;277.0;539.0;988.0;59.0;944.0;-981.0;-284.0;399.0
-98;382.0;965.0;885.0;281.0;509.0;1001.0;27.0;990.0;-957.0;-335.0;394.0
-98;382.0;950.0;891.0;275.0;508.0;992.0;98.0;1022.0;-955.0;-340.0;400.0
101;396.0;950.0;875.0;359.0;527.0;1050.0;159.0;1330.0;-944.0;-358.0;409.0
99;397.0;923.0;882.0;392.0;556.0;985.0;91.0;1022.0;-925.0;-350.0;455.0
103;352.0;956.0;842.0;465.0;583.0;1004.0;91.0;1011.0;-921.0;-411.0;484.0
104;369.0;993.0;851.0;471.0;586.0;985.0;103.0;996.0;-931.0;-403.0;435.0
104;330.0;993.0;883.0;474.0;587.0;987.0;103.0;1019.0;-927.0;-388.0;429.0
98;324.0;1022.0;1020.0;588.0;684.0;1097.0;40.0;998.0;-885.0;-286.0;403.0
-98;341.0;960.0;861.0;271.0;505.0;980.0;62.0;1036.0;-966.0;-341.0;386.0
-98;340.0;962.0;883.0;270.0;505.0;988.0;70.0;1021.0;-958.0;-337.0;382.0
-98;340.0;952.0;861.0;272.0;507.0;989.0;53.0;1028.0;-956.0;-335.0;398.0
-98;368.0;961.0;881.0;273.0;506.0;1016.0;9.0;1028.0;-954.0;-316.0;426.0
-98;350.0;960.0;891.0;276.0;505.0;978.0;21.0;1024.0;-951.0;-321.0;415.0
105;392.0;823.0;878.0;330.0;547.0;974.0;52.0;979.0;-965.0;-263.0;404.0
103;401.0;874.0;849.0;333.0;549.0;949.0;16.0;969.0;-949.0;-287.0;404.0
-98;374.0;931.0;881.0;277.0;505.0;1005.0;29.0;994.0;-950.0;-304.0;422.0
-98;386.0;948.0;858.0;279.0;506.0;986.0;30.0;1024.0;-951.0;-311.0;415.0
104;394.0;921.0;863.0;406.0;546.0;1020.0;59.0;1007.0;-851.0;-491.0;499.0
104;405.0;939.0;853.0;376.0;541.0;1015.0;33.0;981.0;-987.0;-382.0;493.0
-98;386.0;953.0;886.0;283.0;506.0;987.0;24.0;1031.0;-954.0;-319.0;388.0
-98;373.0;944.0;860.0;280.0;507.0;987.0;41.0;1040.0;-955.0;-326.0;426.0
103;401.0;865.0;904.0;263.0;512.0;993.0;63.0;961.0;-916.0;-358.0;373.0
-98;381.0;949.0;853.0;281.0;504.0;1004.0;25.0;1016.0;-952.0;-335.0;392.0
-98;383.0;946.0;869.0;280.0;507.0;1014.0;18.0;1015.0;-947.0;-334.0;409.0
-98;377.0;941.0;869.0;279.0;508.0;1000.0;30.0;1017.0;-946.0;-332.0;411.0
-98;408.0;943.0;883.0;277.0;504.0;984.0;64.0;1030.0;-944.0;-328.0;416.0
-98;347.0;944.0;876.0;275.0;506.0;975.0;76.0;1018.0;-943.0;-324.0;391.0
-98;367.0;949.0;881.0;278.0;504.0;1002.0;12.0;1041.0;-949.0;-321.0;393.0
-98;390.0;954.0;876.0;280.0;504.0;1016.0;9.0;1012.0;-950.0;-328.0;428.0
-98;401.0;943.0;860.0;278.0;506.0;1006.0;20.0;1010.0;-943.0;-331.0;435.0
-98;377.0;920.0;867.0;279.0;504.0;1016.0;10.0;1011.0;-949.0;-325.0;415.0
110;358.0;964.0;831.0;411.0;543.0;970.0;142.0;996.0;-965.0;-435.0;425.0
112;341.0;941.0;828.0;439.0;560.0;978.0;173.0;1022.0;-939.0;-442.0;414.0
112;341.0;943.0;859.0;445.0;570.0;968.0;143.0;1032.0;-924.0;-431.0;407.0
112;330.0;952.0;858.0;463.0;579.0;971.0;111.0;1033.0;-923.0;-343.0;366.0
112;323.0;995.0;900.0;444.0;577.0;1054.0;82.0;1011.0;-948.0;-322.0;343.0
-98;393.0;949.0;877.0;281.0;505.0;1005.0;31.0;1019.0;-942.0;-341.0;394.0
-98;376.0;937.0;875.0;280.0;507.0;1027.0;30.0;1011.0;-952.0;-326.0;420.0
-98;375.0;964.0;890.0;280.0;506.0;977.0;39.0;1021.0;-953.0;-335.0;413.0
112;358.0;992.0;880.0;349.0;556.0;1044.0;40.0;1005.0;-969.0;-301.0;384.0
154;323.0;1025.0;1004.0;335.0;561.0;1104.0;114.0;1032.0;-983.0;-328.0;475.0
109;340.0;933.0;918.0;353.0;560.0;1042.0;82.0;965.0;-950.0;-301.0;400.0
109;319.0;911.0;927.0;366.0;559.0;976.0;118.0;954.0;-969.0;-310.0;401.0
-98;370.0;941.0;853.0;280.0;506.0;992.0;62.0;1017.0;-946.0;-342.0;422.0
-98;378.0;952.0;864.0;279.0;506.0;992.0;42.0;1017.0;-946.0;-341.0;406.0
-98;350.0;970.0;892.0;279.0;505.0;1004.0;37.0;1017.0;-954.0;-339.0;417.0
-98;351.0;955.0;878.0;277.0;506.0;989.0;60.0;1020.0;-950.0;-329.0;422.0
-98;378.0;954.0;868.0;279.0;505.0;997.0;30.0;1010.0;-947.0;-314.0;432.0
-98;380.0;952.0;866.0;279.0;505.0;996.0;29.0;1030.0;-945.0;-325.0;408.0
-98;372.0;968.0;861.0;280.0;506.0;999.0;17.0;1021.0;-948.0;-336.0;452.0
-98;365.0;963.0;875.0;280.0;506.0;987.0;38.0;1015.0;-949.0;-338.0;428.0
-98;379.0;961.0;889.0;280.0;506.0;988.0;18.0;1016.0;-953.0;-330.0;390.0
-98;379.0;952.0;873.0;280.0;506.0;984.0;38.0;1033.0;-950.0;-328.0;432.0
-98;367.0;945.0;873.0;280.0;506.0;1000.0;19.0;1030.0;-948.0;-325.0;404.0
-98;363.0;961.0;886.0;279.0;506.0;1016.0;41.0;1030.0;-947.0;-326.0;404.0
-98;373.0;958.0;887.0;279.0;505.0;992.0;59.0;1020.0;-947.0;-328.0;430.0
-98;359.0;941.0;883.0;279.0;507.0;1001.0;50.0;1021.0;-951.0;-325.0;404.0
-98;373.0;963.0;877.0;278.0;507.0;987.0;52.0;1020.0;-948.0;-321.0;412.0
-98;355.0;951.0;872.0;279.0;507.0;999.0;46.0;1011.0;-950.0;-326.0;388.0
-98;345.0;961.0;872.0;282.0;509.0;1015.0;15.0;1021.0;-950.0;-326.0;402.0
-98;375.0;946.0;889.0;282.0;509.0;1018.0;3.0;1007.0;-941.0;-328.0;417.0
-98;351.0;970.0;876.0;283.0;510.0;994.0;65.0;1016.0;-950.0;-327.0;378.0
-98;342.0;952.0;880.0;283.0;510.0;1029.0;23.0;1025.0;-957.0;-307.0;404.0
-98;359.0;950.0;902.0;285.0;509.0;1002.0;42.0;1029.0;-952.0;-314.0;404.0
-98;350.0;930.0;858.0;287.0;511.0;988.0;84.0;1005.0;-945.0;-300.0;355.0
-98;345.0;944.0;902.0;286.0;511.0;1005.0;90.0;1041.0;-958.0;-323.0;339.0
-98;339.0;968.0;882.0;282.0;511.0;981.0;40.0;1009.0;-960.0;-288.0;370.0
83;321.0;964.0;880.0;378.0;492.0;1006.0;31.0;1063.0;-987.0;-322.0;297.0
134;379.0;903.0;876.0;197.0;430.0;1048.0;-4.0;1121.0;-1016.0;-397.0;431.0
103;446.0;963.0;897.0;248.0;498.0;1098.0;52.0;1041.0;-949.0;-407.0;558.0
116;449.0;916.0;843.0;309.0;497.0;1020.0;14.0;1024.0;-929.0;-362.0;489.0
-20;378.0;873.0;792.0;893.0;794.0;982.0;44.0;668.0;-775.0;-383.0;287.0
12;326.0;1307.0;960.0;631.0;244.0;1036.0;-45.0;898.0;-773.0;-146.0;291.0
26;365.0;908.0;810.0;526.0;372.0;940.0;138.0;1023.0;-926.0;-305.0;364.0
20;388.0;933.0;807.0;532.0;383.0;996.0;233.0;1027.0;-1046.0;-397.0;328.0
65;700.0;696.0;509.0;607.0;-57.0;256.0;-685.0;852.0;-741.0;-651.0;761.0
71;306.0;665.0;632.0;490.0;377.0;733.0;-68.0;977.0;-1093.0;-159.0;163.0
11;386.0;777.0;800.0;591.0;254.0;882.0;174.0;1548.0;-1138.0;-508.0;322.0
93;235.0;855.0;791.0;810.0;212.0;901.0;49.0;882.0;-972.0;-113.0;252.0
37;379.0;925.0;840.0;715.0;314.0;1067.0;-22.0;912.0;-954.0;-237.0;389.0
-17;835.0;514.0;320.0;762.0;403.0;654.0;11.0;1021.0;-528.0;-823.0;650.0
-154;799.0;513.0;212.0;-384.0;352.0;144.0;-465.0;1016.0;-478.0;-881.0;641.0
11;519.0;837.0;596.0;199.0;754.0;674.0;207.0;972.0;-820.0;-454.0;307.0
-95;287.0;920.0;876.0;313.0;501.0;950.0;162.0;1019.0;-1014.0;-361.0;336.0
-159;407.0;932.0;831.0;299.0;554.0;958.0;104.0;1042.0;-923.0;-257.0;347.0
-75;415.0;892.0;884.0;309.0;534.0;1017.0;89.0;976.0;-756.0;-324.0;421.0
118;311.0;952.0;890.0;379.0;531.0;994.0;143.0;1017.0;-989.0;-401.0;309.0
143;255.0;773.0;884.0;417.0;591.0;959.0;338.0;1022.0;-1220.0;-285.0;260.0
-10;309.0;941.0;820.0;603.0;743.0;909.0;404.0;936.0;-876.0;-202.0;80.0
119;333.0;923.0;830.0;349.0;523.0;1007.0;71.0;1020.0;-995.0;-263.0;373.0
99;357.0;914.0;811.0;374.0;579.0;911.0;166.0;1009.0;-927.0;-243.0;233.0
99;353.0;938.0;825.0;339.0;568.0;947.0;103.0;1014.0;-908.0;-260.0;304.0
99;437.0;1003.0;856.0;332.0;565.0;988.0;60.0;1008.0;-916.0;-262.0;350.0
99;399.0;985.0;862.0;329.0;561.0;1040.0;42.0;1019.0;-909.0;-262.0;412.0
99;427.0;971.0;904.0;329.0;550.0;1035.0;21.0;1008.0;-924.0;-287.0;460.0
99;311.0;964.0;861.0;633.0;649.0;979.0;164.0;1020.0;-953.0;-371.0;276.0
99;313.0;943.0;840.0;449.0;586.0;955.0;104.0;1019.0;-945.0;-282.0;301.0
99;334.0;948.0;854.0;440.0;583.0;948.0;76.0;1010.0;-975.0;-291.0;337.0
100;422.0;958.0;821.0;293.0;517.0;978.0;-9.0;998.0;-974.0;-524.0;457.0
99;388.0;956.0;858.0;332.0;528.0;1019.0;32.0;1019.0;-961.0;-385.0;452.0
99;358.0;961.0;857.0;331.0;533.0;1013.0;87.0;1010.0;-970.0;-374.0;410.0
99;368.0;932.0;858.0;357.0;546.0;940.0;161.0;1002.0;-948.0;-360.0;396.0
99;411.0;926.0;855.0;376.0;547.0;958.0;121.0;1022.0;-947.0;-347.0;344.0
99;340.0;924.0;859.0;379.0;548.0;968.0;110.0;1003.0;-942.0;-337.0;366.0
99;379.0;953.0;842.0;383.0;551.0;958.0;89.0;1016.0;-927.0;-339.0;385.0
99;385.0;939.0;876.0;382.0;554.0;1000.0;85.0;1021.0;-941.0;-322.0;414.0
99;406.0;938.0;847.0;369.0;548.0;994.0;13.0;1008.0;-946.0;-384.0;434.0
99;425.0;959.0;831.0;362.0;546.0;1015.0;35.0;999.0;-931.0;-371.0;420.0
99;379.0;962.0;861.0;350.0;543.0;1002.0;74.0;1008.0;-949.0;-350.0;450.0
99;379.0;962.0;864.0;349.0;541.0;1014.0;57.0;1015.0;-957.0;-360.0;431.0
99;388.0;923.0;890.0;352.0;543.0;1013.0;44.0;1003.0;-957.0;-350.0;410.0
99;379.0;934.0;858.0;353.0;541.0;987.0;93.0;1047.0;-960.0;-355.0;408.0
99;375.0;946.0;848.0;356.0;542.0;988.0;70.0;1007.0;-952.0;-356.0;405.0
99;363.0;978.0;885.0;358.0;543.0;1019.0;78.0;1010.0;-943.0;-335.0;373.0
99;409.0;971.0;886.0;357.0;542.0;1028.0;88.0;1003.0;-938.0;-336.0;404.0
99;372.0;943.0;877.0;354.0;539.0;1006.0;105.0;1014.0;-946.0;-360.0;416.0
99;363.0;915.0;873.0;356.0;542.0;990.0;58.0;1026.0;-958.0;-335.0;415.0
99;399.0;940.0;843.0;355.0;540.0;978.0;40.0;995.0;-957.0;-309.0;424.0
99;377.0;943.0;868.0;355.0;542.0;1014.0;27.0;1012.0;-927.0;-363.0;432.0
99;398.0;943.0;869.0;355.0;542.0;1004.0;77.0;1026.0;-926.0;-342.0;384.0
99;417.0;953.0;888.0;356.0;543.0;985.0;69.0;1008.0;-940.0;-329.0;399.0
99;336.0;939.0;857.0;358.0;541.0;1001.0;39.0;1021.0;-949.0;-326.0;415.0
99;358.0;969.0;858.0;359.0;541.0;980.0;99.0;1031.0;-949.0;-342.0;424.0
99;366.0;943.0;869.0;361.0;538.0;1009.0;93.0;1021.0;-944.0;-371.0;392.0
99;394.0;919.0;876.0;363.0;536.0;991.0;96.0;1021.0;-940.0;-336.0;349.0
99;419.0;906.0;844.0;358.0;535.0;968.0;92.0;995.0;-941.0;-314.0;357.0
99;404.0;916.0;839.0;355.0;533.0;959.0;81.0;1009.0;-947.0;-326.0;366.0
99;436.0;933.0;820.0;351.0;534.0;987.0;31.0;1024.0;-951.0;-299.0;364.0
99;394.0;939.0;834.0;347.0;535.0;977.0;86.0;1031.0;-937.0;-286.0;387.0
99;396.0;986.0;847.0;346.0;536.0;991.0;74.0;998.0;-928.0;-295.0;413.0
