InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
-250.0;-306.0;126.0;-216.0;-13.0;-71.0;77.0
273.0;229.0;457.0;205.0;-501.0;-481.0;318.0
-58.0;-298.0;120.0;-200.0;23.0;-33.0;-244.0
-23.0;-279.0;62.0;-244.0;82.0;-4.0;-170.0
-10.0;-285.0;56.0;-256.0;94.0;5.0;-186.0
-2.0;-291.0;51.0;-265.0;103.0;13.0;-204.0
58.0;-272.0;37.0;-283.0;125.0;39.0;-222.0
-70.0;-240.0;62.0;-257.0;92.0;22.0;-173.0
-58.0;-239.0;60.0;-260.0;95.0;22.0;-170.0
-63.0;-240.0;59.0;-263.0;98.0;23.0;-174.0
-73.0;-243.0;58.0;-266.0;100.0;23.0;-177.0
-84.0;-245.0;56.0;-268.0;102.0;23.0;-180.0
-86.0;-246.0;56.0;-268.0;102.0;23.0;-179.0
12.0;-164.0;129.0;-94.0;-83.0;-54.0;-53.0
-73.0;-244.0;54.0;-268.0;102.0;24.0;-177.0
-85.0;-246.0;54.0;-262.0;97.0;25.0;-182.0
-87.0;-245.0;55.0;-260.0;95.0;25.0;-181.0
-73.0;-241.0;55.0;-258.0;92.0;25.0;-178.0
-69.0;-239.0;56.0;-256.0;91.0;25.0;-178.0
-80.0;-243.0;56.0;-254.0;89.0;26.0;-182.0
-30.0;-247.0;64.0;-211.0;19.0;89.0;-143.0
-83.0;-310.0;5.0;-549.0;240.0;8.0;-7.0
-10.0;-246.0;60.0;-241.0;77.0;-5.0;-112.0
-13.0;-249.0;58.0;-239.0;77.0;-3.0;-111.0
-14.0;-246.0;46.0;-246.0;90.0;69.0;-17.0
-20.0;-248.0;56.0;-238.0;76.0;0.0;-113.0
-22.0;-239.0;56.0;-236.0;75.0;1.0;-120.0
-91.0;-246.0;56.0;-252.0;88.0;25.0;-184.0
-79.0;-244.0;58.0;-251.0;86.0;24.0;-182.0
-81.0;-244.0;58.0;-251.0;85.0;23.0;-184.0
-90.0;-246.0;59.0;-251.0;85.0;22.0;-186.0
-87.0;-245.0;60.0;-251.0;84.0;19.0;-185.0
-86.0;-244.0;61.0;-251.0;85.0;18.0;-185.0
-22.0;-237.0;57.0;-237.0;75.0;1.0;-125.0
-97.0;-247.0;61.0;-252.0;85.0;18.0;-188.0
-57.0;-335.0;45.0;-171.0;72.0;8.0;-164.0
-107.0;-249.0;61.0;-252.0;85.0;17.0;-189.0
-106.0;-251.0;62.0;-252.0;85.0;17.0;-187.0
-169.0;-264.0;45.0;-248.0;39.0;-24.0;-225.0
-125.0;-254.0;60.0;-253.0;87.0;18.0;-186.0
-109.0;-254.0;60.0;-253.0;87.0;18.0;-183.0
-260.0;-307.0;21.0;-277.0;77.0;76.0;-188.0
-109.0;-258.0;60.0;-253.0;88.0;19.0;-185.0
-153.0;-400.0;45.0;-241.0;73.0;66.0;-271.0
-110.0;-380.0;55.0;-232.0;59.0;48.0;-262.0
-71.0;-307.0;88.0;-168.0;6.0;2.0;-287.0
-111.0;-258.0;60.0;-254.0;88.0;20.0;-185.0
-116.0;-258.0;60.0;-254.0;88.0;20.0;-186.0
-117.0;-257.0;60.0;-254.0;88.0;20.0;-183.0
-103.0;-253.0;60.0;-254.0;88.0;20.0;-178.0
-97.0;-254.0;60.0;-254.0;88.0;20.0;-180.0
-109.0;-256.0;61.0;-254.0;88.0;20.0;-182.0
-112.0;-257.0;61.0;-254.0;87.0;20.0;-181.0
-96.0;-254.0;62.0;-253.0;86.0;18.0;-175.0
-98.0;-255.0;62.0;-252.0;86.0;17.0;-177.0
-206.0;-328.0;114.0;-243.0;25.0;-2.0;-94.0
-110.0;-258.0;63.0;-253.0;85.0;16.0;-182.0
-133.0;-340.0;89.0;-191.0;-3.0;13.0;92.0
-93.0;-252.0;63.0;-253.0;86.0;18.0;-179.0
-17.0;-239.0;56.0;-239.0;76.0;0.0;-133.0
-13.0;-242.0;55.0;-240.0;78.0;2.0;-131.0
-10.0;-246.0;54.0;-241.0;79.0;4.0;-126.0
-102.0;-257.0;63.0;-254.0;87.0;18.0;-183.0
-106.0;-257.0;61.0;-256.0;90.0;21.0;-189.0
-114.0;-257.0;60.0;-257.0;91.0;24.0;-194.0
-114.0;-258.0;55.0;-260.0;96.0;29.0;-196.0
60.0;358.0;-22.0;269.0;-88.0;-62.0;149.0
-339.0;-360.0;16.0;71.0;342.0;-69.0;-169.0
84.0;172.0;-228.0;31.0;173.0;131.0;-9.0
-278.0;-153.0;-396.0;-153.0;394.0;344.0;-242.0
-118.0;-264.0;47.0;-264.0;103.0;39.0;-207.0
-127.0;-266.0;42.0;-268.0;107.0;45.0;-215.0
-140.0;-267.0;36.0;-272.0;113.0;51.0;-226.0
-242.0;-277.0;21.0;-285.0;128.0;66.0;-278.0
-397.0;-314.0;28.0;-286.0;119.0;29.0;-310.0
-380.0;-383.0;37.0;-317.0;123.0;83.0;-268.0
-17.0;-256.0;53.0;-242.0;81.0;4.0;-121.0
-60.0;-261.0;66.0;-257.0;54.0;52.0;-201.0
-86.0;-293.0;37.0;-292.0;95.0;86.0;-225.0
-96.0;-304.0;33.0;-301.0;103.0;93.0;-232.0
-105.0;-316.0;31.0;-308.0;110.0;100.0;-239.0
-112.0;-326.0;29.0;-314.0;116.0;104.0;-244.0
-118.0;-335.0;28.0;-318.0;120.0;106.0;-248.0
-122.0;-341.0;28.0;-322.0;123.0;108.0;-251.0
-126.0;-346.0;27.0;-326.0;126.0;110.0;-254.0
-131.0;-353.0;25.0;-329.0;130.0;112.0;-256.0
-134.0;-356.0;24.0;-331.0;133.0;114.0;-257.0
-136.0;-357.0;24.0;-332.0;134.0;115.0;-257.0
-137.0;-357.0;25.0;-331.0;133.0;115.0;-257.0
-137.0;-356.0;26.0;-330.0;133.0;114.0;-256.0
-137.0;-355.0;27.0;-330.0;132.0;112.0;-255.0
-136.0;-353.0;28.0;-329.0;130.0;111.0;-254.0
-136.0;-352.0;29.0;-328.0;129.0;110.0;-252.0
-135.0;-350.0;32.0;-324.0;125.0;108.0;-249.0
-135.0;-350.0;33.0;-323.0;123.0;107.0;-247.0
-136.0;-349.0;33.0;-321.0;120.0;106.0;-246.0
-240.0;-231.0;-605.0;-294.0;559.0;611.0;-496.0
-141.0;-351.0;30.0;-318.0;119.0;111.0;-243.0
-144.0;-352.0;28.0;-318.0;118.0;113.0;-243.0
-146.0;-354.0;27.0;-318.0;119.0;116.0;-244.0
-147.0;-356.0;26.0;-320.0;120.0;118.0;-245.0
-148.0;-357.0;25.0;-320.0;121.0;119.0;-246.0
-150.0;-361.0;22.0;-325.0;126.0;123.0;-250.0
-151.0;-363.0;18.0;-330.0;131.0;127.0;-253.0
-152.0;-365.0;14.0;-335.0;137.0;130.0;-257.0
-151.0;-370.0;7.0;-346.0;149.0;137.0;-265.0
-36.0;-251.0;52.0;-245.0;87.0;5.0;-131.0
-40.0;-249.0;53.0;-247.0;89.0;3.0;-136.0
-43.0;-247.0;52.0;-252.0;90.0;1.0;-145.0
-43.0;-247.0;53.0;-255.0;92.0;0.0;-152.0
-40.0;-247.0;53.0;-257.0;94.0;-1.0;-157.0
-37.0;-248.0;51.0;-259.0;96.0;0.0;-156.0
-35.0;-255.0;46.0;-263.0;101.0;6.0;-146.0
-230.0;-186.0;191.0;-422.0;149.0;-238.0;125.0
-48.0;-263.0;41.0;-263.0;104.0;13.0;-145.0
-64.0;-265.0;39.0;-264.0;105.0;17.0;-154.0
-79.0;-266.0;38.0;-265.0;106.0;18.0;-166.0
-94.0;-264.0;38.0;-265.0;106.0;18.0;-180.0
-106.0;-262.0;37.0;-266.0;107.0;18.0;-194.0
-131.0;-260.0;37.0;-269.0;109.0;16.0;-225.0
-142.0;-259.0;38.0;-273.0;110.0;13.0;-244.0
-147.0;-307.0;109.0;-270.0;81.0;-83.0;-275.0
-152.0;-261.0;39.0;-278.0;113.0;11.0;-253.0
-155.0;-264.0;38.0;-278.0;114.0;14.0;-252.0
-155.0;-265.0;38.0;-277.0;115.0;15.0;-251.0
-154.0;-265.0;38.0;-276.0;115.0;16.0;-250.0
-160.0;-266.0;36.0;-274.0;113.0;18.0;-252.0
-165.0;-268.0;36.0;-273.0;111.0;20.0;-256.0
-341.0;-201.0;60.0;-206.0;109.0;-105.0;-434.0
-336.0;-408.0;24.0;-306.0;89.0;103.0;-137.0
-421.0;-387.0;-82.0;-371.0;234.0;175.0;-262.0
-139.0;-372.0;-49.0;-321.0;199.0;90.0;-562.0
-51.0;-325.0;-39.0;-284.0;149.0;135.0;-267.0
-36.0;-312.0;-32.0;-246.0;116.0;137.0;-248.0
-58.0;-328.0;-33.0;-301.0;199.0;63.0;-312.0
-41.0;-321.0;-47.0;-293.0;185.0;98.0;-293.0
-114.0;-357.0;-136.0;-432.0;275.0;205.0;-201.0
-26.0;-317.0;-67.0;-260.0;147.0;150.0;-262.0
-37.0;-312.0;-49.0;-232.0;120.0;135.0;-250.0
-45.0;-299.0;-17.0;-191.0;79.0;103.0;-231.0
-354.0;-454.0;-128.0;-97.0;276.0;363.0;-76.0
-162.0;-372.0;10.0;-347.0;153.0;132.0;-260.0
-160.0;-371.0;15.0;-348.0;153.0;125.0;-256.0
-153.0;-369.0;25.0;-347.0;150.0;111.0;-249.0
-151.0;-369.0;26.0;-345.0;148.0;110.0;-249.0
-149.0;-369.0;25.0;-345.0;146.0;110.0;-250.0
-150.0;-371.0;24.0;-342.0;144.0;113.0;-251.0
-150.0;-372.0;20.0;-341.0;144.0;117.0;-253.0
-151.0;-373.0;15.0;-339.0;143.0;126.0;-256.0
-151.0;-373.0;14.0;-338.0;142.0;128.0;-258.0
-46.0;-299.0;23.0;-263.0;88.0;70.0;-289.0
-45.0;-297.0;18.0;-272.0;97.0;72.0;-292.0
-45.0;-298.0;12.0;-282.0;107.0;75.0;-294.0
-47.0;-301.0;6.0;-292.0;118.0;77.0;-298.0
-151.0;-374.0;14.0;-338.0;143.0;130.0;-259.0
-150.0;-372.0;13.0;-339.0;145.0;131.0;-259.0
-148.0;-370.0;12.0;-341.0;146.0;132.0;-259.0
-147.0;-369.0;12.0;-343.0;149.0;132.0;-259.0
-148.0;-368.0;10.0;-348.0;155.0;132.0;-259.0
-149.0;-370.0;10.0;-351.0;158.0;132.0;-259.0
-53.0;-321.0;28.0;-299.0;119.0;67.0;-286.0
-58.0;-324.0;35.0;-294.0;115.0;64.0;-283.0
-63.0;-325.0;43.0;-291.0;111.0;60.0;-279.0
-150.0;-372.0;11.0;-352.0;159.0;131.0;-260.0
-67.0;-328.0;61.0;-286.0;114.0;53.0;-265.0
-66.0;-331.0;56.0;-285.0;119.0;55.0;-264.0
-70.0;-335.0;52.0;-293.0;126.0;59.0;-267.0
-76.0;-341.0;44.0;-309.0;136.0;62.0;-271.0
-152.0;-374.0;10.0;-353.0;161.0;131.0;-259.0
-96.0;-318.0;-5.0;-239.0;123.0;74.0;-267.0
-111.0;-334.0;-21.0;-311.0;170.0;99.0;-293.0
-3.0;-285.0;18.0;-196.0;81.0;27.0;-197.0
-102.0;-325.0;78.0;-389.0;216.0;-118.0;-287.0
-13.0;-281.0;-35.0;-252.0;164.0;52.0;-208.0
40.0;-203.0;1.0;-316.0;241.0;3.0;-176.0
-10.0;-275.0;-26.0;-236.0;137.0;58.0;-192.0
-15.0;-270.0;-8.0;-210.0;104.0;50.0;-177.0
-191.0;-420.0;37.0;-250.0;75.0;101.0;-297.0
-149.0;-360.0;35.0;-323.0;123.0;101.0;-243.0
-145.0;-356.0;37.0;-322.0;121.0;98.0;-240.0
-142.0;-354.0;36.0;-322.0;120.0;98.0;-239.0
-143.0;-353.0;35.0;-321.0;119.0;99.0;-238.0
-143.0;-353.0;36.0;-320.0;117.0;101.0;-238.0
-142.0;-352.0;38.0;-318.0;115.0;100.0;-236.0
-138.0;-350.0;41.0;-315.0;111.0;96.0;-235.0
-47.0;-321.0;12.0;-297.0;127.0;100.0;-296.0
-48.0;-319.0;6.0;-302.0;131.0;101.0;-298.0
-48.0;-333.0;14.0;-327.0;152.0;64.0;-363.0
-46.0;-314.0;-4.0;-311.0;139.0;104.0;-301.0
-40.0;-303.0;-22.0;-325.0;155.0;112.0;-302.0
-136.0;-350.0;41.0;-315.0;110.0;95.0;-234.0
-135.0;-350.0;41.0;-314.0;110.0;95.0;-234.0
-136.0;-351.0;40.0;-315.0;110.0;96.0;-234.0
-137.0;-352.0;39.0;-315.0;110.0;97.0;-234.0
-137.0;-352.0;39.0;-315.0;110.0;97.0;-234.0
-135.0;-350.0;42.0;-313.0;107.0;96.0;-230.0
-136.0;-351.0;43.0;-315.0;109.0;95.0;-230.0
-138.0;-353.0;42.0;-316.0;111.0;96.0;-231.0
-139.0;-355.0;41.0;-318.0;113.0;97.0;-232.0
-141.0;-355.0;41.0;-319.0;113.0;98.0;-232.0
-141.0;-356.0;40.0;-319.0;115.0;98.0;-233.0
-46.0;-306.0;-9.0;-315.0;146.0;111.0;-296.0
-43.0;-304.0;-6.0;-318.0;148.0;108.0;-290.0
-44.0;-306.0;1.0;-321.0;150.0;104.0;-287.0
-47.0;-315.0;4.0;-320.0;158.0;104.0;-275.0
-77.0;-350.0;-5.0;-361.0;188.0;106.0;-286.0
-143.0;-357.0;40.0;-320.0;116.0;98.0;-233.0
-144.0;-358.0;40.0;-321.0;116.0;98.0;-233.0
-143.0;-357.0;41.0;-321.0;117.0;98.0;-232.0
-143.0;-357.0;40.0;-322.0;118.0;99.0;-232.0
-144.0;-359.0;39.0;-324.0;121.0;100.0;-233.0
-144.0;-359.0;42.0;-324.0;120.0;98.0;-234.0
-145.0;-361.0;41.0;-325.0;122.0;99.0;-235.0
-65.0;-319.0;-37.0;-296.0;157.0;126.0;-251.0
-65.0;-313.0;-7.0;-246.0;108.0;98.0;-241.0
-49.0;-289.0;21.0;-149.0;38.0;68.0;-213.0
-60.0;-317.0;24.0;-193.0;43.0;82.0;-167.0
-56.0;-328.0;17.0;-212.0;99.0;59.0;-185.0
-54.0;-327.0;0.0;-235.0;117.0;85.0;-200.0
-124.0;-414.0;-55.0;-345.0;168.0;168.0;-25.0
-368.0;-440.0;-515.0;-548.0;756.0;580.0;-569.0
-147.0;-362.0;39.0;-327.0;123.0;101.0;-236.0
-63.0;-318.0;23.0;-198.0;43.0;87.0;-163.0
-64.0;-315.0;16.0;-205.0;50.0;93.0;-166.0
-64.0;-310.0;7.0;-212.0;60.0;99.0;-172.0
-50.0;-307.0;-39.0;-263.0;119.0;139.0;-231.0
-40.0;-310.0;-55.0;-281.0;139.0;153.0;-244.0
-147.0;-361.0;38.0;-327.0;124.0;102.0;-236.0
-146.0;-361.0;38.0;-326.0;122.0;103.0;-237.0
-145.0;-361.0;37.0;-326.0;122.0;103.0;-238.0
-144.0;-361.0;37.0;-325.0;122.0;103.0;-238.0
-143.0;-360.0;38.0;-325.0;121.0;103.0;-238.0
-142.0;-359.0;38.0;-324.0;121.0;103.0;-238.0
-141.0;-358.0;38.0;-325.0;121.0;103.0;-238.0
-140.0;-358.0;37.0;-325.0;121.0;104.0;-238.0
-140.0;-358.0;37.0;-326.0;122.0;104.0;-238.0
-139.0;-356.0;40.0;-326.0;121.0;102.0;-237.0
-139.0;-355.0;41.0;-326.0;121.0;101.0;-236.0
-141.0;-354.0;43.0;-325.0;119.0;98.0;-232.0
-142.0;-354.0;43.0;-324.0;119.0;98.0;-232.0
-144.0;-355.0;45.0;-323.0;118.0;97.0;-231.0
-145.0;-355.0;46.0;-322.0;116.0;96.0;-229.0
-145.0;-355.0;48.0;-319.0;114.0;95.0;-228.0
-142.0;-355.0;52.0;-317.0;112.0;93.0;-225.0
49.0;-227.0;48.0;-301.0;165.0;-69.0;-190.0
0.0;-248.0;87.0;-237.0;112.0;-116.0;-198.0
-140.0;-357.0;52.0;-320.0;113.0;92.0;-226.0
-141.0;-358.0;52.0;-322.0;116.0;92.0;-227.0
-141.0;-360.0;51.0;-323.0;117.0;92.0;-228.0
-141.0;-361.0;50.0;-325.0;120.0;93.0;-229.0
-143.0;-363.0;49.0;-328.0;123.0;94.0;-229.0
-145.0;-365.0;48.0;-330.0;126.0;95.0;-230.0
-146.0;-366.0;47.0;-333.0;128.0;95.0;-230.0
74.0;-180.0;105.0;-195.0;-14.0;1.0;-88.0
75.0;-249.0;44.0;-249.0;95.0;44.0;-171.0
-142.0;-363.0;49.0;-328.0;122.0;97.0;-231.0
-138.0;-357.0;49.0;-324.0;120.0;97.0;-230.0
-136.0;-354.0;49.0;-324.0;119.0;97.0;-230.0
-134.0;-352.0;48.0;-324.0;119.0;98.0;-231.0
26.0;-236.0;62.0;-224.0;38.0;54.0;-100.0
-31.0;-233.0;47.0;-271.0;73.0;61.0;-172.0
-32.0;-250.0;31.0;-279.0;84.0;74.0;-209.0
-25.0;-266.0;18.0;-286.0;94.0;86.0;-239.0
-132.0;-349.0;47.0;-324.0;118.0;98.0;-231.0
-130.0;-346.0;45.0;-324.0;119.0;100.0;-232.0
-129.0;-345.0;44.0;-325.0;121.0;101.0;-233.0
-129.0;-345.0;43.0;-326.0;122.0;101.0;-233.0
-130.0;-347.0;44.0;-326.0;120.0;101.0;-236.0
-130.0;-348.0;46.0;-324.0;118.0;100.0;-238.0
-131.0;-349.0;45.0;-325.0;119.0;101.0;-239.0
-132.0;-350.0;44.0;-326.0;120.0;101.0;-240.0
-132.0;-350.0;44.0;-326.0;121.0;101.0;-241.0
-133.0;-350.0;46.0;-327.0;122.0;99.0;-240.0
-134.0;-350.0;47.0;-327.0;121.0;98.0;-240.0
-133.0;-349.0;49.0;-326.0;121.0;95.0;-238.0
-133.0;-350.0;50.0;-326.0;120.0;95.0;-238.0
-134.0;-351.0;52.0;-324.0;118.0;94.0;-238.0
-134.0;-351.0;55.0;-321.0;115.0;91.0;-238.0
-133.0;-350.0;59.0;-318.0;112.0;88.0;-237.0
-129.0;-344.0;66.0;-315.0;107.0;81.0;-235.0
-129.0;-342.0;66.0;-315.0;107.0;80.0;-234.0
-129.0;-341.0;66.0;-316.0;108.0;80.0;-233.0
-129.0;-341.0;66.0;-315.0;108.0;79.0;-232.0
-132.0;-342.0;65.0;-315.0;109.0;80.0;-230.0
-133.0;-341.0;65.0;-315.0;110.0;79.0;-229.0
-132.0;-340.0;66.0;-314.0;109.0;78.0;-228.0
-131.0;-338.0;69.0;-314.0;107.0;76.0;-227.0
-131.0;-337.0;69.0;-314.0;106.0;74.0;-226.0
-130.0;-337.0;71.0;-314.0;106.0;73.0;-225.0
54.0;-280.0;50.0;-291.0;92.0;77.0;-286.0
-130.0;-337.0;71.0;-315.0;106.0;71.0;-225.0
-130.0;-338.0;72.0;-314.0;105.0;69.0;-225.0
-129.0;-337.0;73.0;-312.0;102.0;67.0;-225.0
-127.0;-335.0;75.0;-310.0;99.0;64.0;-224.0
-34.0;-266.0;101.0;-60.0;-37.0;-64.0;-121.0
-21.0;-289.0;-5.0;-175.0;99.0;45.0;-180.0
-29.0;-323.0;-79.0;-300.0;334.0;2.0;-230.0
-40.0;-310.0;-100.0;-234.0;238.0;80.0;-184.0
-127.0;-308.0;82.0;-287.0;65.0;48.0;-208.0
-129.0;-309.0;81.0;-286.0;64.0;51.0;-209.0
-130.0;-312.0;80.0;-283.0;64.0;52.0;-211.0
275.0;539.0;254.0;592.0;-463.0;-410.0;496.0
-204.0;-437.0;24.0;-331.0;166.0;-94.0;-142.0
-127.0;-341.0;57.0;-312.0;112.0;57.0;-232.0
-109.0;-333.0;61.0;-311.0;108.0;52.0;-233.0
-98.0;-328.0;64.0;-308.0;104.0;47.0;-234.0
-92.0;-323.0;68.0;-302.0;98.0;43.0;-235.0
-88.0;-318.0;75.0;-291.0;84.0;38.0;-235.0
-129.0;-314.0;80.0;-278.0;63.0;49.0;-214.0
-166.0;-273.0;42.0;-191.0;-27.0;56.0;-213.0
-54.0;-440.0;63.0;-148.0;35.0;-30.0;-329.0
45.0;-173.0;234.0;-337.0;84.0;-158.0;-133.0
-144.0;-366.0;49.0;-329.0;124.0;96.0;-231.0
-76.0;-345.0;97.0;-264.0;75.0;6.0;-255.0
-126.0;-315.0;80.0;-274.0;62.0;48.0;-216.0
-83.0;-337.0;86.0;-294.0;89.0;0.0;-235.0
-293.0;-564.0;82.0;-310.0;86.0;75.0;151.0
7.0;-248.0;105.0;-149.0;-36.0;21.0;-55.0
-151.0;-433.0;-172.0;-589.0;621.0;299.0;-377.0
-379.0;-162.0;244.0;-62.0;-174.0;-256.0;-143.0
115.0;-309.0;-183.0;-448.0;348.0;38.0;-372.0
-80.0;-315.0;54.0;-324.0;116.0;29.0;-256.0
-46.0;-286.0;35.0;-349.0;183.0;-4.0;-260.0
-76.0;-315.0;56.0;-324.0;125.0;36.0;-263.0
-165.0;-376.0;-7.0;-347.0;158.0;152.0;-279.0
-71.0;-314.0;57.0;-320.0;123.0;39.0;-264.0
-41.0;-301.0;1.0;-316.0;138.0;72.0;-302.0
-40.0;-311.0;17.0;-312.0;130.0;69.0;-290.0
-46.0;-316.0;22.0;-306.0;124.0;69.0;-288.0
-125.0;-334.0;77.0;-309.0;96.0;62.0;-224.0
-154.0;-375.0;11.0;-355.0;162.0;131.0;-259.0
-122.0;-315.0;79.0;-273.0;61.0;48.0;-219.0
-155.0;-376.0;23.0;-334.0;138.0;120.0;-255.0
-155.0;-376.0;21.0;-335.0;139.0;123.0;-255.0
-156.0;-377.0;20.0;-338.0;143.0;124.0;-256.0
-70.0;-340.0;57.0;-296.0;97.0;61.0;-239.0
-165.0;-376.0;19.0;-334.0;138.0;119.0;-254.0
-50.0;-329.0;20.0;-293.0;124.0;100.0;-292.0
-35.0;-299.0;-28.0;-330.0;161.0;116.0;-302.0
-41.0;-306.0;-24.0;-323.0;154.0;122.0;-305.0
-148.0;-368.0;47.0;-334.0;130.0;96.0;-231.0
28.0;-209.0;108.0;-238.0;64.0;-45.0;-103.0
470.0;534.0;-35.0;316.0;-127.0;-119.0;242.0
-46.0;-305.0;46.0;-240.0;63.0;65.0;-283.0
124.0;-129.0;214.0;-198.0;-41.0;-160.0;-47.0
497.0;537.0;594.0;511.0;-743.0;-711.0;675.0
13.0;-257.0;81.0;-433.0;212.0;-19.0;-179.0
101.0;-176.0;13.0;-229.0;93.0;37.0;-85.0
-2.0;-312.0;-2.0;-331.0;175.0;110.0;-254.0
492.0;590.0;544.0;712.0;-836.0;-643.0;748.0
-479.0;-621.0;-579.0;-633.0;782.0;682.0;-759.0
-170.0;-446.0;99.0;-178.0;6.0;-166.0;-206.0
-116.0;-315.0;90.0;-292.0;72.0;40.0;-214.0
-55.0;-355.0;54.0;-298.0;88.0;67.0;-250.0
-78.0;-350.0;60.0;-313.0;107.0;65.0;-240.0
-297.0;-336.0;-73.0;-276.0;60.0;145.0;-213.0
-41.0;-254.0;181.0;42.0;-167.0;-110.0;-163.0
-83.0;-343.0;74.0;-230.0;56.0;31.0;-277.0
-52.0;-306.0;78.0;-253.0;72.0;13.0;-256.0
-52.0;-296.0;54.0;-268.0;88.0;31.0;-275.0
338.0;404.0;534.0;267.0;-659.0;-691.0;680.0
-45.0;-291.0;54.0;-271.0;92.0;28.0;-271.0
-43.0;-291.0;54.0;-271.0;91.0;27.0;-270.0
-42.0;-293.0;59.0;-267.0;86.0;24.0;-265.0
-68.0;-346.0;63.0;-297.0;99.0;58.0;-238.0
-145.0;-369.0;51.0;-331.0;126.0;93.0;-230.0
-146.0;-369.0;52.0;-332.0;126.0;90.0;-229.0
-148.0;-372.0;55.0;-335.0;129.0;86.0;-229.0
-50.0;-282.0;116.0;-263.0;67.0;-2.0;-232.0
-139.0;-339.0;3.0;-543.0;234.0;11.0;-16.0
-151.0;-372.0;46.0;-338.0;133.0;96.0;-231.0
-64.0;-340.0;63.0;-294.0;95.0;53.0;-235.0
-137.0;-331.0;270.0;-343.0;-7.0;-149.0;-270.0
-188.0;-412.0;-39.0;-400.0;214.0;191.0;-302.0
-33.0;-282.0;76.0;-228.0;45.0;30.0;-267.0
-35.0;-285.0;32.0;-276.0;92.0;48.0;-288.0
60.0;-313.0;60.0;-300.0;142.0;22.0;-321.0
-304.0;-462.0;-163.0;-494.0;406.0;325.0;-540.0
108.0;-128.0;200.0;-25.0;-158.0;-103.0;8.0
-36.0;-310.0;495.0;-728.0;283.0;-301.0;-222.0
-239.0;-454.0;28.0;-310.0;145.0;60.0;-395.0
-81.0;-323.0;59.0;-307.0;104.0;29.0;-261.0
-82.0;-320.0;56.0;-317.0;110.0;30.0;-258.0
-110.0;-315.0;91.0;-294.0;76.0;38.0;-219.0
-11.0;-257.0;74.0;-66.0;-53.0;28.0;-164.0
-348.0;-339.0;-218.0;-528.0;332.0;145.0;-392.0
-181.0;-400.0;-38.0;-367.0;189.0;183.0;-330.0
12.0;-274.0;136.0;-355.0;50.0;71.0;-280.0
-120.0;-335.0;81.0;-300.0;86.0;58.0;-230.0
-36.0;-301.0;2.0;-320.0;140.0;70.0;-301.0
-34.0;-304.0;8.0;-321.0;137.0;66.0;-298.0
-12.0;-346.0;65.0;-340.0;171.0;-25.0;-355.0
-125.0;-337.0;79.0;-302.0;88.0;60.0;-229.0
-127.0;-338.0;76.0;-309.0;95.0;62.0;-227.0
-67.0;-327.0;52.0;-290.0;109.0;52.0;-278.0
-83.0;-359.0;24.0;-403.0;204.0;49.0;-279.0
-399.0;-504.0;-598.0;-336.0;725.0;844.0;-658.0
-158.0;-379.0;12.0;-355.0;162.0;130.0;-259.0
-193.0;-414.0;-17.0;-384.0;190.0;164.0;-293.0
