Accelerometer LUA^ accY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit LLA magneticZ;InertialMeasurementUnit LUA accX
946.0;-455.0;507.0;-490.0;564.0;-702.0
887.0;-457.0;508.0;-495.0;571.0;?
894.0;-457.0;511.0;-507.0;572.0;-1124.0
701.0;-456.0;513.0;-507.0;576.0;-810.0
1010.0;-450.0;524.0;-509.0;587.0;-862.0
1209.0;-446.0;525.0;-508.0;589.0;-789.0
854.0;-445.0;527.0;-505.0;592.0;-853.0
767.0;-437.0;529.0;-499.0;588.0;-1010.0
794.0;-434.0;?;-498.0;589.0;-1011.0
730.0;-433.0;526.0;-495.0;583.0;-888.0
925.0;-436.0;527.0;-498.0;581.0;-861.0
1015.0;-433.0;526.0;-504.0;577.0;-908.0
891.0;-437.0;527.0;-509.0;576.0;?
820.0;-437.0;530.0;-510.0;575.0;-988.0
865.0;-440.0;526.0;-513.0;575.0;-968.0
909.0;-439.0;524.0;-508.0;572.0;-943.0
944.0;-438.0;529.0;-504.0;570.0;-941.0
939.0;-439.0;527.0;-504.0;566.0;-949.0
911.0;-442.0;525.0;-502.0;565.0;-947.0
885.0;-443.0;526.0;-502.0;567.0;-963.0
889.0;-442.0;523.0;-500.0;?;-974.0
892.0;-447.0;521.0;-498.0;566.0;-965.0
908.0;-447.0;519.0;-498.0;565.0;-947.0
930.0;-447.0;515.0;-498.0;568.0;-961.0
?;-449.0;509.0;-502.0;567.0;-984.0
900.0;-446.0;508.0;-502.0;566.0;-1005.0
906.0;-447.0;502.0;-505.0;565.0;-961.0
948.0;-447.0;499.0;-506.0;566.0;-930.0
969.0;-448.0;?;-506.0;568.0;-937.0
943.0;-447.0;494.0;-503.0;563.0;-947.0
898.0;-442.0;?;-503.0;562.0;-943.0
916.0;-446.0;493.0;?;?;-940.0
?;-439.0;492.0;-501.0;562.0;-939.0
917.0;-442.0;496.0;-499.0;560.0;?
924.0;-439.0;499.0;-500.0;560.0;-959.0
910.0;-438.0;500.0;-502.0;561.0;-983.0
926.0;-437.0;502.0;-504.0;558.0;-984.0
922.0;-433.0;504.0;-506.0;558.0;-982.0
937.0;-430.0;505.0;-506.0;554.0;-990.0
967.0;-429.0;504.0;-503.0;547.0;-1003.0
958.0;-430.0;506.0;-499.0;?;-995.0
963.0;-425.0;509.0;-493.0;544.0;-1004.0
983.0;-426.0;512.0;-492.0;?;-1012.0
958.0;-424.0;512.0;?;546.0;-1012.0
968.0;-428.0;512.0;-496.0;543.0;-999.0
957.0;-423.0;512.0;-495.0;542.0;-1007.0
969.0;-425.0;509.0;-492.0;?;?
948.0;-421.0;509.0;-493.0;548.0;-990.0
?;-421.0;?;-493.0;547.0;-976.0
974.0;-419.0;505.0;-492.0;549.0;-981.0
971.0;-419.0;502.0;?;544.0;-981.0
929.0;-414.0;502.0;-483.0;542.0;-950.0
962.0;-414.0;501.0;-478.0;539.0;-906.0
945.0;?;499.0;-473.0;536.0;-862.0
923.0;?;496.0;-471.0;532.0;-802.0
884.0;-411.0;493.0;-471.0;527.0;-661.0
863.0;-413.0;493.0;-472.0;521.0;-1355.0
829.0;-407.0;494.0;?;511.0;-1088.0
678.0;-404.0;502.0;-477.0;510.0;-802.0
922.0;-399.0;509.0;-473.0;510.0;-828.0
?;-392.0;511.0;?;510.0;-783.0
785.0;-391.0;514.0;-458.0;509.0;-921.0
756.0;-384.0;516.0;-451.0;510.0;-1044.0
749.0;-378.0;518.0;-442.0;513.0;-947.0
833.0;-377.0;519.0;-434.0;509.0;-859.0
1007.0;-376.0;520.0;-434.0;502.0;-888.0
972.0;-379.0;523.0;-436.0;501.0;-949.0
853.0;-382.0;529.0;-438.0;502.0;-984.0
826.0;-386.0;532.0;-440.0;505.0;-969.0
893.0;-396.0;537.0;-443.0;513.0;-961.0
911.0;-401.0;540.0;-444.0;516.0;?
902.0;-402.0;542.0;-444.0;520.0;?
892.0;?;542.0;-448.0;524.0;-950.0
880.0;-406.0;543.0;-449.0;527.0;-962.0
853.0;?;?;-449.0;?;-954.0
884.0;-408.0;541.0;-447.0;525.0;?
912.0;-408.0;541.0;-445.0;525.0;?
908.0;-405.0;539.0;-440.0;521.0;-958.0
897.0;-405.0;535.0;-439.0;?;?
913.0;-404.0;531.0;-439.0;513.0;-986.0
917.0;-401.0;524.0;-436.0;507.0;-986.0
937.0;-403.0;518.0;-434.0;513.0;-983.0
913.0;-402.0;510.0;-436.0;?;-965.0
917.0;-404.0;504.0;-440.0;515.0;-954.0
942.0;-407.0;498.0;-445.0;510.0;-940.0
931.0;-407.0;493.0;-450.0;508.0;-926.0
922.0;-404.0;488.0;-455.0;504.0;-929.0
921.0;-402.0;486.0;?;503.0;-931.0
921.0;-404.0;485.0;?;505.0;-932.0
910.0;-400.0;483.0;-469.0;506.0;-929.0
914.0;-400.0;483.0;-470.0;507.0;-947.0
914.0;-399.0;482.0;-472.0;505.0;?
?;-396.0;480.0;-475.0;506.0;-938.0
919.0;-397.0;482.0;-478.0;510.0;-949.0
914.0;-396.0;484.0;-481.0;510.0;-983.0
913.0;-394.0;482.0;-484.0;506.0;-974.0
933.0;-395.0;487.0;-489.0;502.0;-1000.0
969.0;-397.0;?;-492.0;?;-1043.0
973.0;-393.0;486.0;-493.0;503.0;-1033.0
964.0;-394.0;486.0;?;509.0;-980.0
983.0;-389.0;487.0;-488.0;515.0;-975.0
981.0;-388.0;486.0;-486.0;?;-975.0
943.0;-387.0;485.0;-483.0;518.0;-958.0
930.0;-389.0;485.0;-482.0;515.0;-961.0
950.0;-386.0;483.0;-480.0;509.0;-974.0
946.0;-388.0;481.0;-476.0;505.0;-985.0
931.0;-384.0;481.0;-475.0;500.0;-994.0
950.0;-382.0;479.0;-474.0;498.0;-990.0
934.0;-383.0;476.0;-475.0;497.0;-967.0
966.0;-380.0;473.0;-474.0;496.0;-925.0
943.0;-384.0;470.0;-476.0;492.0;-880.0
?;-384.0;466.0;-475.0;490.0;-848.0
911.0;-382.0;467.0;-479.0;483.0;-810.0
922.0;-386.0;466.0;-482.0;478.0;-767.0
851.0;-385.0;475.0;-482.0;474.0;-1309.0
879.0;-384.0;484.0;-481.0;470.0;-1094.0
715.0;-375.0;499.0;-474.0;474.0;-923.0
1254.0;-372.0;507.0;-465.0;478.0;-843.0
?;-368.0;?;-450.0;471.0;-841.0
904.0;-362.0;?;-433.0;459.0;-922.0
793.0;-365.0;503.0;-424.0;448.0;-992.0
783.0;?;506.0;-420.0;446.0;-957.0
850.0;-374.0;505.0;-423.0;447.0;-909.0
939.0;-385.0;507.0;-432.0;447.0;-897.0
917.0;-395.0;507.0;-440.0;445.0;-942.0
855.0;-404.0;510.0;-443.0;458.0;-951.0
779.0;-412.0;511.0;-441.0;?;-935.0
831.0;-421.0;511.0;-441.0;487.0;-934.0
862.0;-429.0;510.0;?;492.0;-926.0
928.0;-445.0;510.0;-443.0;504.0;-899.0
912.0;-454.0;511.0;-453.0;503.0;-895.0
911.0;-460.0;512.0;-461.0;493.0;-871.0
865.0;-469.0;519.0;-471.0;480.0;-829.0
868.0;-478.0;533.0;-481.0;450.0;-779.0
832.0;-480.0;546.0;-490.0;417.0;-745.0
797.0;-485.0;559.0;-495.0;372.0;-739.0
?;-491.0;573.0;-497.0;323.0;-672.0
678.0;-490.0;586.0;-501.0;267.0;-660.0
666.0;-491.0;603.0;-500.0;209.0;-638.0
631.0;-496.0;626.0;-500.0;149.0;-611.0
599.0;-497.0;651.0;-500.0;100.0;-595.0
596.0;-500.0;672.0;-502.0;?;-569.0
497.0;-498.0;688.0;-506.0;39.0;-499.0
446.0;-502.0;700.0;-508.0;19.0;?
440.0;-500.0;707.0;-510.0;12.0;-470.0
398.0;-499.0;708.0;-510.0;8.0;-403.0
352.0;-496.0;708.0;-505.0;-2.0;-375.0
327.0;-496.0;706.0;-503.0;-6.0;-358.0
308.0;-497.0;706.0;-501.0;-10.0;-328.0
302.0;-494.0;705.0;-496.0;-15.0;-321.0
330.0;-495.0;704.0;-494.0;-20.0;-327.0
305.0;-493.0;706.0;-494.0;-25.0;-327.0
266.0;-495.0;704.0;-491.0;-28.0;-322.0
265.0;-496.0;703.0;-494.0;-31.0;-345.0
254.0;-493.0;701.0;-493.0;-31.0;-357.0
232.0;-491.0;699.0;-493.0;?;-348.0
268.0;?;698.0;-491.0;-34.0;?
297.0;-493.0;698.0;-493.0;?;-362.0
278.0;-491.0;695.0;-495.0;-33.0;-378.0
291.0;-497.0;694.0;-496.0;-26.0;-387.0
271.0;-495.0;695.0;-499.0;-25.0;-381.0
303.0;-495.0;694.0;-500.0;-24.0;-409.0
300.0;-496.0;696.0;?;-19.0;?
314.0;?;695.0;-507.0;-16.0;-420.0
309.0;-499.0;693.0;-511.0;-9.0;-438.0
341.0;-502.0;690.0;-512.0;1.0;-483.0
307.0;-501.0;683.0;-513.0;21.0;-564.0
304.0;-498.0;671.0;-511.0;57.0;-583.0
286.0;-498.0;649.0;-506.0;112.0;?
316.0;-494.0;621.0;-505.0;185.0;-626.0
351.0;-486.0;589.0;-502.0;265.0;-652.0
407.0;-485.0;555.0;-499.0;333.0;?
468.0;-475.0;526.0;-497.0;405.0;-677.0
?;-470.0;497.0;-490.0;470.0;-638.0
564.0;-465.0;474.0;-484.0;520.0;-816.0
662.0;-459.0;469.0;-478.0;535.0;-806.0
?;-453.0;467.0;-472.0;536.0;-815.0
676.0;-449.0;477.0;-466.0;532.0;-897.0
837.0;-442.0;494.0;-461.0;523.0;-954.0
738.0;-437.0;514.0;-453.0;499.0;-1028.0
801.0;-428.0;526.0;-445.0;487.0;-1054.0
940.0;-424.0;534.0;-436.0;489.0;-1144.0
?;-422.0;529.0;-427.0;499.0;-1089.0
921.0;-421.0;518.0;-424.0;525.0;-1019.0
925.0;-428.0;?;-426.0;551.0;-963.0
1025.0;-431.0;493.0;-433.0;574.0;-912.0
1032.0;-434.0;489.0;-439.0;588.0;-905.0
973.0;-442.0;?;-448.0;590.0;-936.0
979.0;-443.0;489.0;-454.0;585.0;-962.0
980.0;-447.0;493.0;-463.0;571.0;-967.0
?;-448.0;496.0;-468.0;564.0;-963.0
936.0;-448.0;495.0;-468.0;565.0;-952.0
917.0;-451.0;497.0;-468.0;565.0;-938.0
924.0;?;502.0;-471.0;570.0;-936.0
906.0;-451.0;505.0;-473.0;571.0;-921.0
895.0;-452.0;508.0;-473.0;577.0;-938.0
889.0;-452.0;511.0;-473.0;583.0;-953.0
903.0;-450.0;515.0;-470.0;581.0;-946.0
874.0;?;518.0;-471.0;577.0;-945.0
902.0;-449.0;523.0;-468.0;571.0;-942.0
?;-446.0;527.0;-467.0;565.0;-939.0
920.0;-446.0;530.0;-466.0;564.0;-965.0
911.0;-447.0;537.0;-462.0;565.0;-987.0
905.0;-449.0;542.0;-461.0;566.0;-995.0
898.0;-445.0;546.0;-459.0;568.0;-987.0
937.0;-448.0;552.0;?;576.0;-973.0
925.0;-449.0;551.0;-455.0;580.0;-976.0
936.0;-447.0;553.0;-454.0;?;-991.0
940.0;-449.0;550.0;-449.0;586.0;-999.0
930.0;-451.0;545.0;-451.0;585.0;-981.0
918.0;-451.0;540.0;-453.0;?;-963.0
957.0;-451.0;?;-458.0;578.0;-953.0
948.0;-450.0;538.0;-461.0;572.0;-958.0
967.0;-452.0;535.0;-460.0;566.0;-967.0
924.0;-449.0;532.0;-460.0;567.0;-963.0
930.0;-446.0;?;-459.0;558.0;-964.0
919.0;-448.0;527.0;-458.0;556.0;-945.0
913.0;-444.0;527.0;-455.0;553.0;-946.0
931.0;-447.0;523.0;-454.0;553.0;-967.0
924.0;-445.0;522.0;-457.0;553.0;?
896.0;-449.0;524.0;?;555.0;-933.0
912.0;-445.0;524.0;-458.0;558.0;-928.0
?;-446.0;528.0;-459.0;558.0;-959.0
917.0;-449.0;532.0;-462.0;562.0;-968.0
886.0;-450.0;534.0;-466.0;567.0;-962.0
896.0;-452.0;533.0;-467.0;571.0;-951.0
933.0;-453.0;538.0;-468.0;570.0;-955.0
942.0;-451.0;537.0;-469.0;573.0;-964.0
918.0;-456.0;538.0;-471.0;575.0;-956.0
892.0;-458.0;539.0;?;577.0;-962.0
927.0;-454.0;540.0;-471.0;574.0;-971.0
940.0;-454.0;538.0;-472.0;576.0;-972.0
911.0;-455.0;540.0;-471.0;576.0;-977.0
933.0;?;539.0;-464.0;573.0;-976.0
938.0;-452.0;537.0;-457.0;564.0;-965.0
945.0;?;536.0;-445.0;561.0;-950.0
956.0;-452.0;536.0;-432.0;?;-949.0
932.0;-453.0;536.0;-423.0;560.0;-954.0
933.0;-451.0;536.0;-420.0;560.0;-958.0
941.0;-448.0;534.0;-423.0;557.0;-956.0
925.0;-444.0;537.0;-424.0;?;-968.0
901.0;-440.0;535.0;-425.0;551.0;-981.0
940.0;-435.0;533.0;-419.0;544.0;-978.0
948.0;-436.0;532.0;-417.0;542.0;-996.0
951.0;-435.0;532.0;-413.0;539.0;-996.0
930.0;-432.0;530.0;-413.0;539.0;-966.0
965.0;-429.0;530.0;-413.0;542.0;-939.0
959.0;-428.0;527.0;?;534.0;-940.0
958.0;-426.0;528.0;-419.0;535.0;-952.0
926.0;-430.0;527.0;-421.0;536.0;-957.0
910.0;-430.0;528.0;-422.0;537.0;-951.0
914.0;-431.0;528.0;-425.0;535.0;-962.0
931.0;-431.0;530.0;-426.0;539.0;-972.0
915.0;-435.0;531.0;-430.0;539.0;-975.0
931.0;?;530.0;-432.0;542.0;-968.0
936.0;-440.0;533.0;-437.0;543.0;?
927.0;-446.0;534.0;-440.0;540.0;-953.0
935.0;-448.0;534.0;-446.0;544.0;-946.0
942.0;-455.0;537.0;-455.0;548.0;?
930.0;-466.0;537.0;-467.0;553.0;-959.0
925.0;-473.0;539.0;-473.0;558.0;-968.0
893.0;-478.0;540.0;-480.0;567.0;-962.0
937.0;-485.0;543.0;-485.0;575.0;-954.0
930.0;-491.0;543.0;-488.0;582.0;-951.0
911.0;?;543.0;-491.0;589.0;-947.0
910.0;-496.0;543.0;-493.0;594.0;-958.0
911.0;-499.0;545.0;-497.0;597.0;-967.0
910.0;-503.0;544.0;-501.0;?;-973.0
912.0;-502.0;542.0;-503.0;594.0;-989.0
942.0;-504.0;540.0;-506.0;593.0;-991.0
935.0;-505.0;?;-506.0;590.0;-980.0
926.0;-504.0;539.0;-510.0;587.0;-973.0
947.0;-502.0;536.0;-511.0;583.0;-964.0
949.0;-502.0;533.0;-512.0;578.0;-971.0
945.0;-500.0;534.0;-514.0;567.0;-991.0
959.0;-503.0;530.0;-518.0;562.0;-965.0
948.0;-502.0;530.0;-521.0;560.0;-951.0
967.0;-499.0;528.0;-521.0;557.0;-952.0
924.0;-500.0;526.0;-518.0;555.0;-960.0
921.0;-498.0;526.0;-512.0;555.0;-959.0
910.0;?;525.0;-507.0;553.0;?
912.0;-496.0;522.0;-503.0;551.0;-940.0
922.0;-494.0;524.0;-502.0;551.0;-954.0
930.0;-491.0;524.0;-501.0;552.0;-955.0
928.0;-492.0;521.0;-499.0;550.0;-952.0
913.0;-492.0;522.0;-496.0;547.0;-952.0
919.0;-490.0;521.0;?;548.0;-963.0
923.0;-490.0;522.0;-489.0;548.0;-952.0
906.0;-489.0;523.0;-485.0;549.0;-957.0
913.0;-488.0;525.0;-481.0;549.0;-962.0
907.0;-483.0;521.0;-477.0;547.0;-959.0
