InertialMeasurementUnit R-SHOE EuZ;Accelerometer RKN_ accZ;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE EuY
-174;-7.0;97.0;806;321.0;74;386;-31
-162;-36.0;14.0;798;253.0;70;390;-25
-162;-19.0;31.0;795;260.0;74;385;-25
-162;-36.0;30.0;797;279.0;71;386;-25
-162;-21.0;-7.0;794;261.0;73;386;-25
-162;-8.0;11.0;797;260.0;67;395;-25
-163;-21.0;14.0;799;349.0;76;378;-26
-162;-28.0;30.0;801;244.0;66;391;-25
-162;-30.0;10.0;793;260.0;73;392;-25
-162;-30.0;60.0;796;261.0;69;396;-25
-162;-30.0;38.0;795;260.0;71;391;-25
-162;-21.0;24.0;802;273.0;65;391;-25
-162;-23.0;33.0;798;262.0;72;386;-25
-162;4.0;51.0;803;259.0;67;390;-25
-162;-41.0;36.0;799;253.0;68;393;-25
-162;-14.0;43.0;801;260.0;69;388;-25
-162;-50.0;36.0;787;262.0;74;393;-25
-162;-11.0;35.0;798;259.0;71;391;-25
-162;-63.0;70.0;798;290.0;68;392;-25
-161;-30.0;1.0;798;263.0;80;393;-25
140;-223.0;-660.0;-2113;256.0;2848;2786;-12
-158;-52.0;-885.0;1188;-9.0;-990;1909;-31
-50;194.0;-618.0;3097;591.0;-1861;1691;7
-134;-372.0;21.0;48;442.0;131;838;-73
176;39.0;37.0;809;101.0;66;391;-25
-157;16.0;128.0;597;87.0;88;586;-39
-165;-634.0;238.0;801;1355.0;68;402;-28
-140;427.0;186.0;853;1195.0;109;435;-31
-171;90.0;-1166.0;757;276.0;115;411;-33
-160;-29.0;26.0;775;241.0;72;414;-27
-160;-11.0;-25.0;782;224.0;73;408;-29
-156;-36.0;-71.0;799;215.0;66;388;-26
-160;-1.0;1.0;790;247.0;67;403;-29
-160;-54.0;20.0;785;229.0;73;406;-29
-160;-37.0;42.0;786;231.0;69;406;-29
-158;-633.0;472.0;779;249.0;80;416;-35
-160;-40.0;28.0;792;223.0;66;404;-29
-164;-23.0;144.0;800;240.0;72;387;-24
-160;-39.0;49.0;786;245.0;67;409;-29
-160;-46.0;74.0;788;246.0;69;405;-29
-160;-57.0;44.0;792;244.0;67;405;-29
-160;-51.0;23.0;789;253.0;66;410;-29
-160;-48.0;25.0;786;233.0;71;404;-29
-160;-20.0;-5.0;786;227.0;75;398;-29
-160;-41.0;32.0;785;251.0;73;400;-29
-160;-51.0;-27.0;783;263.0;64;408;-26
-160;-60.0;43.0;780;256.0;67;407;-26
-160;-44.0;17.0;783;259.0;64;414;-29
-160;-54.0;18.0;794;254.0;62;406;-29
-166;-52.0;588.0;1077;117.0;-736;1404;-64
-160;-199.0;-19.0;815;262.0;69;376;-28
-156;-92.0;-30.0;806;295.0;74;378;-24
-168;-349.0;95.0;810;402.0;78;375;-23
-160;-39.0;29.0;779;252.0;72;404;-29
-160;-49.0;15.0;791;241.0;60;407;-29
-160;-25.0;16.0;783;242.0;70;397;-29
-108;-80.0;-749.0;573;133.0;1076;-95;-73
-156;-48.0;8.0;784;256.0;54;399;-26
-171;-337.0;57.0;731;277.0;306;379;-55
-155;-16.0;96.0;780;374.0;71;400;-27
-183;-228.0;-242.0;802;496.0;114;380;-12
-171;-585.0;277.0;803;565.0;67;442;-36
-164;-186.0;115.0;801;281.0;75;382;-13
-164;-285.0;399.0;807;321.0;80;377;-31
-155;-1.0;-751.0;900;-36.0;-307;924;-49
-161;-29.0;-1.0;798;265.0;65;407;-27
-160;93.0;266.0;810;522.0;63;369;-23
-157;-20.0;12.0;799;315.0;64;398;-27
-174;-640.0;465.0;782;-363.0;78;436;-35
-174;0.0;-41.0;809;144.0;70;381;-31
-162;-15.0;-26.0;796;237.0;72;386;-23
-161;111.0;77.0;847;205.0;99;76;-14
-160;-72.0;-28.0;800;430.0;71;379;-23
-166;20.0;8.0;811;240.0;69;371;-23
-159;118.0;-92.0;802;189.0;65;379;-24
-158;-183.0;193.0;765;-88.0;89;412;-34
-162;-21.0;47.0;796;223.0;71;378;-23
-155;-35.0;192.0;809;385.0;65;385;-43
-243;-763.0;-162.0;2229;401.0;-951;-1448;-10
-162;-11.0;53.0;796;243.0;74;377;-23
-162;14.0;-38.0;798;254.0;68;394;-25
-156;-30.0;-244.0;796;223.0;72;382;-26
-162;244.0;-231.0;798;302.0;74;394;-29
-160;126.0;-438.0;800;161.0;66;383;-25
-158;-610.0;1101.0;808;313.0;65;432;-26
-105;70.0;-518.0;1246;-237.0;38;-1064;-10
-159;67.0;-1.0;798;181.0;69;369;-24
-162;-20.0;-26.0;796;248.0;72;385;-23
-162;-14.0;-10.0;801;241.0;68;381;-23
-158;-193.0;-157.0;793;281.0;72;378;-26
-87;-66.0;229.0;984;192.0;905;147;-71
-156;32.0;98.0;799;169.0;71;383;-31
-158;-13.0;-53.0;800;238.0;68;380;-26
-163;55.0;-142.0;800;459.0;82;380;-26
-153;-7.0;-124.0;1364;540.0;-1141;1939;-80
-172;87.0;-534.0;1511;-23.0;-845;1000;-38
-170;97.0;-229.0;805;180.0;71;384;-32
-157;-18.0;82.0;796;226.0;74;391;-27
164;-59.0;-331.0;1908;-25.0;-899;-90;26
-159;-12.0;51.0;770;-40.0;64;397;-25
-159;132.0;160.0;798;161.0;68;373;-24
-163;24.0;-86.0;798;361.0;78;378;-25
-154;59.0;25.0;639;-240.0;37;736;-24
-170;-555.0;-157.0;803;244.0;76;390;-32
-167;51.0;-662.0;783;190.0;86;429;-29
-155;-114.0;78.0;816;358.0;61;383;-43
-157;-29.0;367.0;798;279.0;71;388;-29
-161;21.0;511.0;807;-169.0;78;391;-29
-158;-40.0;-32.0;804;250.0;67;374;-26
-159;50.0;980.0;811;218.0;64;396;-28
-159;-111.0;-150.0;785;-70.0;72;412;-35
-159;59.0;318.0;803;151.0;72;384;-26
-161;-13.0;1759.0;792;221.0;76;402;-27
104;44.0;-383.0;2742;252.0;-1808;-1279;-5
-156;819.0;-203.0;784;311.0;69;428;-25
-158;73.0;-50.0;799;249.0;67;382;-26
-139;79.0;108.0;932;339.0;147;355;-51
-159;131.0;-29.0;803;204.0;65;368;-24
-151;2.0;197.0;921;291.0;-74;229;-21
