InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RUA magneticY
343.0;-197.0;-225.0;174.0;67.0;137.0;-194.0
5.0;-411.0;592.0;-1.0;444.0;-48.0;100.0
332.0;-26.0;799.0;1023.0;-766.0;557.0;-385.0
284.0;-366.0;1161.0;1091.0;-488.0;183.0;-117.0
-30.0;-486.0;959.0;832.0;-135.0;-95.0;243.0
45.0;-125.0;415.0;495.0;-114.0;-86.0;12.0
-164.0;-512.0;752.0;275.0;155.0;-196.0;393.0
-261.0;-621.0;974.0;291.0;-49.0;-374.0;395.0
86.0;254.0;78.0;429.0;-352.0;329.0;-351.0
89.0;252.0;77.0;430.0;-363.0;331.0;-353.0
94.0;254.0;85.0;428.0;-347.0;336.0;-349.0
-179.0;-49.0;-118.0;540.0;-449.0;138.0;-202.0
105.0;255.0;83.0;432.0;-347.0;345.0;-352.0
105.0;255.0;88.0;432.0;-338.0;348.0;-348.0
110.0;259.0;82.0;433.0;-360.0;350.0;-355.0
378.0;489.0;-53.0;402.0;-371.0;601.0;-444.0
111.0;293.0;227.0;484.0;-452.0;422.0;-297.0
493.0;354.0;129.0;562.0;-782.0;679.0;-600.0
548.0;81.0;-389.0;633.0;-499.0;619.0;-521.0
440.0;-72.0;44.0;610.0;-200.0;414.0;-505.0
482.0;29.0;-121.0;576.0;-618.0;371.0;-418.0
54.0;118.0;-304.0;565.0;-593.0;341.0;-530.0
225.0;348.0;13.0;513.0;-861.0;556.0;-593.0
106.0;256.0;85.0;431.0;-352.0;348.0;-351.0
100.0;256.0;92.0;428.0;-335.0;342.0;-345.0
79.0;245.0;165.0;447.0;-261.0;306.0;-296.0
74.0;239.0;180.0;443.0;-252.0;301.0;-280.0
97.0;255.0;94.0;431.0;-336.0;336.0;-344.0
67.0;220.0;173.0;434.0;-258.0;299.0;-278.0
41.0;207.0;198.0;430.0;-235.0;278.0;-249.0
90.0;254.0;89.0;427.0;-355.0;331.0;-348.0
87.0;254.0;82.0;428.0;-372.0;329.0;-354.0
81.0;250.0;83.0;427.0;-376.0;325.0;-353.0
75.0;248.0;86.0;428.0;-372.0;319.0;-350.0
68.0;245.0;91.0;426.0;-369.0;315.0;-345.0
65.0;240.0;96.0;425.0;-363.0;304.0;-338.0
-607.0;-646.0;887.0;-362.0;50.0;-570.0;557.0
-323.0;-463.0;691.0;477.0;-279.0;-254.0;234.0
-386.0;-186.0;393.0;476.0;-573.0;-244.0;-32.0
-449.0;-515.0;587.0;484.0;-373.0;-507.0;364.0
-241.0;-70.0;182.0;517.0;-844.0;1.0;-231.0
-202.0;-144.0;193.0;449.0;-691.0;71.0;-54.0
-96.0;-34.0;376.0;515.0;-645.0;116.0;-132.0
-205.0;-320.0;396.0;561.0;-521.0;57.0;70.0
97.0;222.0;59.0;528.0;-880.0;405.0;-514.0
92.0;-306.0;111.0;597.0;-657.0;637.0;-159.0
281.0;-403.0;113.0;566.0;-585.0;858.0;83.0
-53.0;-418.0;209.0;123.0;166.0;242.0;-285.0
236.0;-296.0;817.0;801.0;-235.0;194.0;-12.0
42.0;209.0;184.0;430.0;-255.0;284.0;-272.0
50.0;218.0;160.0;429.0;-299.0;295.0;-291.0
55.0;221.0;148.0;429.0;-312.0;297.0;-302.0
53.0;224.0;138.0;428.0;-322.0;297.0;-308.0
1.0;86.0;-20.0;567.0;-269.0;208.0;-390.0
56.0;232.0;111.0;425.0;-354.0;302.0;-330.0
566.0;471.0;-606.0;445.0;-353.0;475.0;-645.0
313.0;117.0;-474.0;1016.0;-1009.0;411.0;-907.0
-271.0;-63.0;-156.0;565.0;-783.0;29.0;-487.0
209.0;-215.0;122.0;512.0;-928.0;-82.0;-512.0
123.0;-4.0;53.0;488.0;-706.0;88.0;-204.0
302.0;-345.0;519.0;527.0;-499.0;678.0;207.0
166.0;-305.0;-274.0;556.0;-759.0;636.0;-338.0
194.0;-83.0;240.0;487.0;-447.0;214.0;-139.0
150.0;262.0;-132.0;489.0;-455.0;378.0;-450.0
107.0;275.0;34.0;431.0;-373.0;345.0;-375.0
493.0;-8.0;444.0;308.0;-83.0;208.0;-181.0
529.0;421.0;-266.0;462.0;-467.0;623.0;-589.0
