InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
238.0;2;1.0;926.0;370.0;-16.0;13.0;2
238.0;-6;-14.0;919.0;369.0;20.0;13.0;-6
238.0;7;0.0;933.0;369.0;6.0;31.0;7
56.0;50;29.0;996.0;243.0;23.0;-94.0;50
287.0;414;311.0;847.0;324.0;-32.0;-144.0;414
228.0;67;287.0;888.0;124.0;-83.0;-602.0;67
237.0;29;-2.0;937.0;369.0;-9.0;1.0;29
14.0;-9;5.0;863.0;214.0;-72.0;-55.0;-9
237.0;-6;-21.0;930.0;369.0;-23.0;-10.0;-6
236.0;-7;-12.0;943.0;368.0;-23.0;25.0;-7
56.0;33;-2.0;1007.0;243.0;40.0;-96.0;33
236.0;6;-17.0;917.0;369.0;-5.0;34.0;6
56.0;-12;-12.0;999.0;244.0;-21.0;-11.0;-12
56.0;-34;-13.0;997.0;244.0;-30.0;-26.0;-34
613.0;1;-51.0;890.0;447.0;-186.0;-34.0;1
56.0;40;-23.0;1009.0;245.0;-29.0;-17.0;40
56.0;29;-36.0;985.0;245.0;-22.0;7.0;29
612.0;1;-17.0;814.0;450.0;-76.0;-29.0;1
56.0;13;-20.0;972.0;246.0;-37.0;8.0;13
611.0;-6;40.0;853.0;452.0;-19.0;-23.0;-6
57.0;46;-20.0;988.0;246.0;-74.0;-19.0;46
57.0;27;-17.0;1011.0;246.0;-29.0;-84.0;27
57.0;29;-30.0;999.0;246.0;-57.0;-135.0;29
60.0;-44;3.0;997.0;242.0;-58.0;-38.0;-44
609.0;-40;64.0;903.0;454.0;-145.0;-126.0;-40
65.0;22;-81.0;999.0;242.0;-43.0;-116.0;22
66.0;30;-16.0;987.0;242.0;-95.0;151.0;30
115.0;-53;47.0;838.0;-10.0;-15.0;-79.0;-53
254.0;3;-152.0;929.0;199.0;-88.0;160.0;3
236.0;18;1.0;945.0;368.0;-22.0;16.0;18
237.0;0;2.0;925.0;367.0;-13.0;7.0;0
201.0;-86;-297.0;916.0;157.0;-322.0;310.0;-86
253.0;6;-111.0;907.0;200.0;-98.0;273.0;6
237.0;0;23.0;942.0;367.0;-29.0;-27.0;0
237.0;-4;38.0;940.0;367.0;-25.0;-42.0;-4
66.0;16;-8.0;849.0;241.0;-108.0;256.0;16
65.0;-8;7.0;1004.0;238.0;-161.0;118.0;-8
237.0;-22;23.0;926.0;367.0;-11.0;-56.0;-22
66.0;-29;110.0;1109.0;233.0;-2.0;-61.0;-29
237.0;-12;31.0;954.0;367.0;-7.0;-23.0;-12
237.0;-14;0.0;937.0;367.0;-45.0;-6.0;-14
232.0;1;-5.0;926.0;190.0;-88.0;409.0;1
107.0;-41;-62.0;907.0;118.0;-111.0;24.0;-41
251.0;6;-10.0;918.0;196.0;-167.0;143.0;6
237.0;-5;21.0;944.0;367.0;6.0;-24.0;-5
250.0;17;128.0;919.0;189.0;-159.0;-94.0;17
237.0;10;-10.0;938.0;367.0;-13.0;24.0;10
237.0;9;-19.0;943.0;367.0;3.0;18.0;9
155.0;-27;-173.0;993.0;279.0;-156.0;3.0;-27
114.0;175;-250.0;954.0;220.0;235.0;-45.0;175
236.0;13;13.0;948.0;367.0;-18.0;-35.0;13
236.0;-24;9.0;948.0;367.0;-34.0;-18.0;-24
249.0;-14;0.0;917.0;185.0;-174.0;42.0;-14
236.0;-22;6.0;954.0;367.0;-1.0;-7.0;-22
236.0;-17;-4.0;939.0;367.0;-1.0;-4.0;-17
134.0;6;-32.0;973.0;258.0;-165.0;107.0;6
131.0;-17;141.0;1021.0;256.0;-169.0;59.0;-17
236.0;-42;10.0;943.0;366.0;-14.0;-18.0;-42
248.0;-46;-44.0;910.0;182.0;-180.0;181.0;-46
236.0;-25;18.0;950.0;366.0;3.0;-22.0;-25
129.0;-14;-8.0;967.0;240.0;39.0;235.0;-14
95.0;-11;587.0;879.0;34.0;-407.0;984.0;-11
139.0;22;33.0;943.0;234.0;-15.0;26.0;22
141.0;21;13.0;956.0;234.0;-20.0;-1.0;21
236.0;9;43.0;954.0;367.0;-10.0;-45.0;9
142.0;7;-63.0;956.0;235.0;21.0;199.0;7
144.0;36;-78.0;963.0;237.0;54.0;165.0;36
146.0;1;-11.0;967.0;238.0;23.0;74.0;1
147.0;-2;51.0;950.0;239.0;16.0;-6.0;-2
148.0;33;53.0;953.0;240.0;-22.0;-57.0;33
153.0;15;6.0;976.0;243.0;28.0;-59.0;15
163.0;22;20.0;969.0;251.0;25.0;-172.0;22
164.0;-5;22.0;955.0;252.0;26.0;-183.0;-5
169.0;-12;39.0;957.0;256.0;61.0;-215.0;-12
170.0;-47;24.0;945.0;258.0;55.0;-192.0;-47
172.0;-40;29.0;965.0;261.0;42.0;-171.0;-40
172.0;-14;14.0;970.0;263.0;94.0;-111.0;-14
174.0;-21;2.0;957.0;266.0;50.0;-101.0;-21
237.0;-18;52.0;934.0;366.0;-34.0;-66.0;-18
237.0;-6;73.0;938.0;366.0;-11.0;-108.0;-6
396.0;-10;88.0;869.0;466.0;76.0;68.0;-10
415.0;-2;129.0;886.0;459.0;-8.0;-96.0;-2
415.0;-7;-94.0;927.0;444.0;157.0;114.0;-7
284.0;11;1.0;942.0;389.0;-265.0;-20.0;11
286.0;-20;66.0;928.0;388.0;-237.0;136.0;-20
286.0;15;108.0;919.0;387.0;-197.0;-85.0;15
287.0;17;32.0;933.0;383.0;-78.0;-290.0;17
287.0;-29;-42.0;932.0;386.0;-13.0;-39.0;-29
286.0;-43;71.0;926.0;386.0;-155.0;-231.0;-43
288.0;10;-25.0;922.0;383.0;19.0;-64.0;10
175.0;-21;-13.0;972.0;268.0;43.0;-107.0;-21
176.0;-54;-21.0;977.0;270.0;45.0;-84.0;-54
177.0;-88;-13.0;977.0;274.0;35.0;-120.0;-88
275.0;33;174.0;922.0;343.0;-167.0;-382.0;33
278.0;83;-226.0;754.0;307.0;-147.0;410.0;83
288.0;-4;-6.0;907.0;382.0;74.0;-460.0;-4
177.0;-23;-30.0;1003.0;276.0;29.0;-112.0;-23
178.0;-73;-55.0;995.0;278.0;42.0;-63.0;-73
179.0;-65;-41.0;1004.0;279.0;56.0;-103.0;-65
180.0;-47;-31.0;944.0;280.0;57.0;-107.0;-47
396.0;-32;-145.0;763.0;243.0;-84.0;-155.0;-32
182.0;-77;-20.0;894.0;280.0;27.0;-123.0;-77
184.0;-41;-41.0;859.0;280.0;-2.0;-67.0;-41
239.0;24;169.0;924.0;168.0;-89.0;117.0;24
194.0;-29;-134.0;1017.0;279.0;-50.0;24.0;-29
202.0;-23;-143.0;1011.0;279.0;-52.0;-28.0;-23
212.0;-38;-168.0;983.0;280.0;-45.0;-85.0;-38
286.0;-9;113.0;916.0;384.0;-39.0;-230.0;-9
397.0;-75;-144.0;817.0;255.0;-30.0;-9.0;-75
397.0;-77;-1.0;732.0;260.0;-27.0;117.0;-77
422.0;-47;201.0;887.0;319.0;141.0;-378.0;-47
287.0;-14;131.0;927.0;384.0;-27.0;-41.0;-14
292.0;37;19.0;926.0;389.0;-188.0;159.0;37
413.0;-56;-51.0;892.0;316.0;47.0;-199.0;-56
410.0;-49;-113.0;946.0;312.0;-35.0;20.0;-49
436.0;-170;-343.0;945.0;452.0;-65.0;-81.0;-170
238.0;27;148.0;915.0;164.0;-75.0;140.0;27
360.0;77;-205.0;915.0;229.0;34.0;-266.0;77
395.0;-86;54.0;944.0;297.0;-75.0;-193.0;-86
297.0;-31;-71.0;929.0;382.0;54.0;99.0;-31
755.0;632;-2.0;971.0;466.0;227.0;-69.0;632
296.0;18;-23.0;931.0;381.0;100.0;192.0;18
297.0;-10;-41.0;923.0;379.0;4.0;276.0;-10
297.0;-35;-75.0;936.0;377.0;56.0;248.0;-35
656.0;-37;-1.0;896.0;492.0;-89.0;29.0;-37
381.0;-72;202.0;931.0;288.0;-129.0;-273.0;-72
295.0;5;-68.0;928.0;389.0;-226.0;430.0;5
657.0;-21;-23.0;789.0;498.0;-59.0;51.0;-21
235.0;42;-267.0;898.0;236.0;-463.0;-414.0;42
270.0;-400;568.0;1129.0;363.0;-288.0;-460.0;-400
12.0;-60;46.0;894.0;145.0;-68.0;-78.0;-60
559.0;-10;-87.0;1001.0;415.0;-108.0;10.0;-10
396.0;26;0.0;865.0;255.0;-38.0;-208.0;26
405.0;-20;109.0;895.0;263.0;56.0;-89.0;-20
331.0;-247;-148.0;973.0;171.0;-11.0;-151.0;-247
275.0;-12;-276.0;984.0;267.0;-127.0;-159.0;-12
274.0;2;-228.0;975.0;264.0;103.0;-158.0;2
274.0;28;-206.0;1007.0;262.0;114.0;-73.0;28
277.0;9;-83.0;850.0;259.0;134.0;-35.0;9
280.0;16;-1.0;814.0;259.0;119.0;-47.0;16
286.0;-23;95.0;999.0;261.0;109.0;-264.0;-23
494.0;-14;-70.0;801.0;295.0;145.0;17.0;-14
462.0;26;202.0;836.0;284.0;-15.0;52.0;26
467.0;20;-168.0;824.0;282.0;-70.0;34.0;20
237.0;15;106.0;881.0;161.0;-62.0;165.0;15
220.0;116;-155.0;724.0;271.0;11.0;86.0;116
346.0;-1;6.0;962.0;261.0;-70.0;-640.0;-1
122.0;-592;-281.0;1090.0;176.0;149.0;377.0;-592
528.0;1155;133.0;830.0;530.0;164.0;-315.0;1155
289.0;-115;-54.0;762.0;314.0;22.0;8.0;-115
237.0;-7;-150.0;942.0;292.0;-4.0;-116.0;-7
406.0;-75;-238.0;883.0;387.0;218.0;110.0;-75
478.0;19;-152.0;838.0;405.0;-167.0;-51.0;19
614.0;32;-55.0;888.0;441.0;-460.0;87.0;32
237.0;15;69.0;888.0;157.0;-1.0;233.0;15
483.0;-11;-16.0;891.0;429.0;-141.0;-91.0;-11
237.0;12;50.0;917.0;155.0;44.0;260.0;12
377.0;-27;-122.0;900.0;372.0;100.0;-90.0;-27
428.0;13;-69.0;901.0;454.0;-194.0;-368.0;13
48.0;-7;-75.0;853.0;246.0;-83.0;29.0;-7
427.0;492;-290.0;712.0;409.0;310.0;-18.0;492
-38.0;28;-179.0;859.0;-185.0;73.0;263.0;28
65.0;-9;6.0;1003.0;-63.0;257.0;584.0;-9
773.0;13;-156.0;906.0;630.0;15.0;80.0;13
-21.0;-2;-383.0;934.0;-189.0;-468.0;-1360.0;-2
752.0;2;-252.0;959.0;579.0;-177.0;268.0;2
653.0;-33;309.0;956.0;501.0;-30.0;207.0;-33
711.0;30;34.0;958.0;617.0;-22.0;52.0;30
711.0;28;-31.0;933.0;618.0;5.0;-38.0;28
51.0;202;-244.0;1027.0;132.0;221.0;420.0;202
168.0;-42;-146.0;812.0;195.0;-149.0;1271.0;-42
158.0;12;200.0;769.0;251.0;-210.0;-383.0;12
-48.0;-10;-150.0;995.0;114.0;-53.0;105.0;-10
-18.0;1;-99.0;936.0;148.0;-78.0;-47.0;1
275.0;-19;-12.0;910.0;363.0;66.0;298.0;-19
708.0;20;-85.0;927.0;620.0;-42.0;31.0;20
707.0;18;-31.0;927.0;621.0;22.0;-35.0;18
-47.0;50;-39.0;997.0;117.0;-93.0;-233.0;50
-15.0;-27;-178.0;957.0;147.0;-34.0;-170.0;-27
807.0;2;-376.0;905.0;588.0;278.0;-7.0;2
676.0;-108;-134.0;711.0;586.0;175.0;-401.0;-108
954.0;-23;-227.0;945.0;229.0;-372.0;-61.0;-23
777.0;17;-51.0;973.0;525.0;64.0;72.0;17
-29.0;140;-471.0;1003.0;181.0;-97.0;-296.0;140
-226.0;-3;-628.0;841.0;-167.0;368.0;2765.0;-3
800.0;-435;-22.0;985.0;591.0;91.0;-618.0;-435
553.0;723;-251.0;770.0;310.0;314.0;1870.0;723
662.0;6;16.0;835.0;235.0;-1112.0;551.0;6
56.0;-56;-164.0;659.0;127.0;245.0;186.0;-56
725.0;-2;49.0;936.0;512.0;-59.0;-99.0;-2
710.0;-10;-8.0;946.0;623.0;-34.0;-92.0;-10
764.0;12;58.0;931.0;641.0;-175.0;68.0;12
285.0;-2;-915.0;941.0;380.0;-72.0;389.0;-2
168.0;-31;312.0;935.0;31.0;-375.0;128.0;-31
53.0;551;956.0;1100.0;170.0;-159.0;-1006.0;551
191.0;-444;466.0;886.0;298.0;-63.0;-239.0;-444
809.0;30;273.0;905.0;580.0;-89.0;167.0;30
825.0;-52;77.0;861.0;565.0;37.0;-268.0;-52
10.0;-33;296.0;870.0;88.0;-773.0;246.0;-33
723.0;30;18.0;954.0;505.0;-93.0;296.0;30
250.0;-16;-310.0;867.0;211.0;64.0;667.0;-16
-7.0;37;-514.0;878.0;69.0;10.0;-61.0;37
122.0;30;-213.0;814.0;-35.0;-251.0;-581.0;30
69.0;-6;-97.0;869.0;139.0;94.0;-208.0;-6
45.0;518;152.0;840.0;208.0;142.0;-509.0;518
63.0;-2;57.0;879.0;124.0;234.0;43.0;-2
694.0;-14;21.0;944.0;610.0;-49.0;87.0;-14
302.0;32;173.0;909.0;-83.0;170.0;-600.0;32
830.0;-3;97.0;931.0;553.0;-98.0;-102.0;-3
99.0;9;689.0;924.0;27.0;771.0;270.0;9
636.0;-13;104.0;777.0;483.0;179.0;-101.0;-13
129.0;136;-569.0;572.0;193.0;-343.0;23.0;136
680.0;31;82.0;927.0;607.0;-95.0;-103.0;31
-26.0;-18;77.0;908.0;134.0;307.0;-34.0;-18
677.0;-26;-109.0;933.0;589.0;-78.0;150.0;-26
244.0;3029;213.0;1000.0;182.0;-45.0;-340.0;3029
672.0;-18;-35.0;931.0;604.0;-46.0;21.0;-18
819.0;699;767.0;953.0;547.0;-102.0;-548.0;699
59.0;2;-249.0;775.0;259.0;-70.0;71.0;2
672.0;33;12.0;944.0;604.0;-30.0;-5.0;33
-594.0;651;-263.0;827.0;-382.0;-79.0;1150.0;651
59.0;36;-175.0;767.0;256.0;-97.0;-204.0;36
670.0;-31;-26.0;913.0;606.0;-16.0;60.0;-31
670.0;15;-56.0;910.0;606.0;1.0;-5.0;15
670.0;5;-51.0;931.0;607.0;-20.0;-14.0;5
21.0;-45;169.0;867.0;239.0;55.0;-141.0;-45
20.0;-57;173.0;862.0;237.0;57.0;-25.0;-57
-48.0;-28;-79.0;950.0;112.0;-58.0;-34.0;-28
115.0;-23;-152.0;752.0;168.0;-40.0;261.0;-23
671.0;-22;-43.0;918.0;606.0;52.0;-3.0;-22
-50.0;-22;62.0;964.0;108.0;-19.0;45.0;-22
-50.0;-25;85.0;954.0;105.0;-5.0;-82.0;-25
671.0;17;-6.0;928.0;605.0;34.0;8.0;17
-53.0;-1;6.0;982.0;91.0;-107.0;12.0;-1
671.0;-2;-31.0;939.0;604.0;1.0;60.0;-2
-55.0;-1;58.0;939.0;87.0;-159.0;-57.0;-1
-759.0;12;1055.0;909.0;-538.0;-437.0;131.0;12
-173.0;-20;17.0;943.0;-35.0;-49.0;-104.0;-20
-487.0;124;-126.0;658.0;-83.0;-142.0;-127.0;124
-54.0;-21;67.0;965.0;83.0;-8.0;-19.0;-21
-53.0;9;80.0;972.0;84.0;-50.0;-19.0;9
-48.0;-1;108.0;955.0;86.0;-3.0;-51.0;-1
-47.0;-16;102.0;956.0;88.0;23.0;-1.0;-16
-76.0;-20;-348.0;872.0;17.0;-428.0;1179.0;-20
298.0;4;-158.0;939.0;383.0;165.0;429.0;4
-46.0;-31;80.0;948.0;89.0;21.0;-49.0;-31
-42.0;-23;206.0;947.0;94.0;12.0;-133.0;-23
666.0;0;-153.0;966.0;576.0;-3.0;42.0;0
530.0;-66;86.0;856.0;164.0;302.0;39.0;-66
-43.0;1;71.0;977.0;93.0;-2.0;-78.0;1
667.0;-3;-118.0;962.0;575.0;-11.0;-100.0;-3
-42.0;-34;46.0;937.0;94.0;-16.0;52.0;-34
669.0;-9;-50.0;937.0;572.0;-99.0;-66.0;-9
-41.0;-33;81.0;980.0;94.0;-30.0;-1.0;-33
-620.0;-65;391.0;787.0;-101.0;22.0;86.0;-65
754.0;41;-76.0;905.0;652.0;-360.0;9.0;41
799.0;0;-256.0;885.0;600.0;-335.0;-320.0;0
760.0;14;233.0;921.0;646.0;167.0;-69.0;14
685.0;-4;119.0;946.0;588.0;63.0;-119.0;-4
600.0;-842;270.0;898.0;391.0;-45.0;146.0;-842
684.0;-22;94.0;937.0;589.0;48.0;-97.0;-22
682.0;-8;24.0;954.0;591.0;27.0;42.0;-8
691.0;-3;37.0;947.0;611.0;-54.0;211.0;-3
680.0;-13;-55.0;948.0;591.0;3.0;61.0;-13
754.0;-9;-178.0;962.0;589.0;72.0;154.0;-9
748.0;-695;-302.0;1103.0;591.0;15.0;432.0;-695
-515.0;-83;123.0;833.0;-229.0;80.0;187.0;-83
-38.0;-28;102.0;879.0;102.0;78.0;-22.0;-28
-682.0;3;250.0;994.0;-570.0;623.0;774.0;3
203.0;-957;244.0;880.0;274.0;-100.0;-253.0;-957
753.0;0;-366.0;919.0;653.0;-74.0;207.0;0
722.0;68;-116.0;935.0;516.0;-51.0;142.0;68
762.0;38;-205.0;957.0;587.0;308.0;653.0;38
22.0;22;41.0;851.0;217.0;231.0;642.0;22
674.0;21;-86.0;955.0;586.0;-75.0;57.0;21
714.0;-20;-114.0;922.0;554.0;-160.0;102.0;-20
674.0;-3;24.0;950.0;583.0;-7.0;37.0;-3
673.0;-33;19.0;939.0;583.0;-9.0;-3.0;-33
-20.0;48;-47.0;1033.0;172.0;182.0;-129.0;48
-782.0;197;-441.0;1040.0;-417.0;1085.0;232.0;197
673.0;-34;22.0;957.0;583.0;12.0;9.0;-34
-32.0;-39;34.0;967.0;-74.0;-301.0;-35.0;-39
76.0;-3;101.0;986.0;-102.0;-73.0;61.0;-3
673.0;-5;21.0;942.0;584.0;2.0;-12.0;-5
673.0;-16;-2.0;953.0;583.0;23.0;29.0;-16
673.0;-23;5.0;954.0;584.0;17.0;13.0;-23
674.0;-41;11.0;957.0;584.0;40.0;-36.0;-41
674.0;-18;38.0;947.0;584.0;44.0;-40.0;-18
753.0;-32;-400.0;927.0;654.0;-546.0;212.0;-32
674.0;39;16.0;953.0;584.0;-7.0;-51.0;39
675.0;5;7.0;949.0;584.0;-15.0;-31.0;5
676.0;18;-10.0;955.0;583.0;-31.0;-16.0;18
677.0;3;-14.0;966.0;583.0;-36.0;-43.0;3
678.0;-4;-6.0;956.0;583.0;-36.0;-42.0;-4
850.0;-24;-161.0;918.0;366.0;72.0;441.0;-24
678.0;-9;-6.0;957.0;582.0;-45.0;-21.0;-9
679.0;-5;-51.0;952.0;582.0;-33.0;7.0;-5
706.0;-31;26.0;966.0;490.0;105.0;-26.0;-31
680.0;-2;-22.0;950.0;581.0;-39.0;-7.0;-2
884.0;75;373.0;1024.0;397.0;-13.0;469.0;75
949.0;-21;205.0;963.0;232.0;-168.0;-189.0;-21
948.0;7;154.0;952.0;260.0;-164.0;-282.0;7
769.0;20;-451.0;944.0;493.0;-490.0;-501.0;20
681.0;-10;-37.0;936.0;580.0;-26.0;-18.0;-10
681.0;-14;-14.0;939.0;579.0;13.0;-21.0;-14
758.0;-17;400.0;977.0;622.0;-37.0;-108.0;-17
652.0;-29;104.0;937.0;597.0;-58.0;-148.0;-29
39.0;-3;-227.0;861.0;224.0;71.0;-223.0;-3
681.0;-13;-18.0;929.0;579.0;2.0;41.0;-13
681.0;5;-2.0;930.0;579.0;11.0;28.0;5
681.0;14;1.0;968.0;579.0;23.0;13.0;14
644.0;-35;90.0;923.0;602.0;-99.0;-199.0;-35
681.0;23;-17.0;940.0;578.0;7.0;-5.0;23
53.0;-19;-309.0;886.0;105.0;100.0;126.0;-19
647.0;7;68.0;948.0;603.0;-53.0;-167.0;7
758.0;-7;76.0;908.0;645.0;0.0;-398.0;-7
-124.0;170;-621.0;1405.0;-199.0;-234.0;504.0;170
646.0;-31;70.0;928.0;603.0;-39.0;-200.0;-31
-492.0;1178;-406.0;946.0;-324.0;113.0;-368.0;1178
645.0;8;90.0;914.0;602.0;-67.0;-202.0;8
798.0;-12;109.0;834.0;602.0;-119.0;-302.0;-12
-139.0;184;-173.0;944.0;2.0;-21.0;-246.0;184
-44.0;8;-33.0;981.0;119.0;-27.0;-109.0;8
28.0;-28;-61.0;859.0;222.0;113.0;63.0;-28
794.0;16;-66.0;863.0;608.0;-182.0;-20.0;16
23.0;5;-14.0;854.0;220.0;15.0;180.0;5
651.0;-22;140.0;927.0;598.0;-136.0;-325.0;-22
644.0;45;86.0;924.0;602.0;-107.0;-198.0;45
-43.0;-16;-30.0;992.0;119.0;-38.0;-45.0;-16
-439.0;-681;-107.0;986.0;-422.0;145.0;-249.0;-681
644.0;4;72.0;927.0;602.0;-88.0;-200.0;4
53.0;33;177.0;1010.0;240.0;79.0;306.0;33
644.0;-7;85.0;915.0;602.0;-96.0;-188.0;-7
764.0;-34;100.0;916.0;641.0;-305.0;-79.0;-34
681.0;0;-31.0;941.0;577.0;-40.0;55.0;0
680.0;9;-6.0;943.0;576.0;-38.0;52.0;9
681.0;-39;-42.0;929.0;575.0;-46.0;-16.0;-39
682.0;-28;-35.0;925.0;575.0;-50.0;-36.0;-28
643.0;56;43.0;915.0;603.0;-76.0;-126.0;56
683.0;-25;-63.0;954.0;574.0;-51.0;-37.0;-25
947.0;36;-9.0;937.0;228.0;-7.0;-47.0;36
169.0;2;66.0;904.0;49.0;-544.0;666.0;2
643.0;3;39.0;936.0;603.0;-74.0;-122.0;3
643.0;-12;49.0;927.0;603.0;-85.0;-78.0;-12
118.0;-75;509.0;989.0;252.0;192.0;-65.0;-75
684.0;-23;-40.0;955.0;574.0;-20.0;-76.0;-23
751.0;11;-21.0;955.0;589.0;-59.0;46.0;11
751.0;11;-23.0;948.0;589.0;-35.0;54.0;11
751.0;-36;-30.0;931.0;590.0;-63.0;78.0;-36
751.0;10;-4.0;947.0;589.0;-26.0;13.0;10
643.0;31;47.0;898.0;603.0;-40.0;-105.0;31
643.0;-6;39.0;921.0;604.0;-32.0;-122.0;-6
753.0;-5;39.0;949.0;587.0;24.0;18.0;-5
797.0;-10;32.0;851.0;603.0;135.0;30.0;-10
754.0;16;27.0;947.0;587.0;19.0;39.0;16
755.0;11;33.0;956.0;586.0;-32.0;69.0;11
755.0;-10;22.0;951.0;586.0;-30.0;26.0;-10
756.0;-22;66.0;952.0;586.0;-37.0;-46.0;-22
807.0;-4;7.0;927.0;588.0;44.0;134.0;-4
756.0;-11;21.0;949.0;585.0;-20.0;-97.0;-11
