InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion1
-587.0;-678.0;761.0;-657.0;-851.0;-89.0;-10.0;404.0;263.0;268.0;366.0
-591.0;-685.0;784.0;-703.0;-828.0;-101.0;3.0;412.0;230.0;385.0;311.0
-654.0;-313.0;657.0;-608.0;-775.0;-19.0;-44.0;260.0;-117.0;430.0;-368.0
-651.0;-308.0;630.0;-605.0;-776.0;-20.0;-44.0;258.0;-125.0;427.0;-374.0
-650.0;-306.0;617.0;-603.0;-779.0;-15.0;-43.0;254.0;-130.0;421.0;-379.0
-650.0;-305.0;613.0;-603.0;-779.0;-15.0;-41.0;255.0;-129.0;421.0;-378.0
-650.0;-304.0;608.0;-604.0;-779.0;-16.0;-40.0;255.0;-129.0;421.0;-379.0
-650.0;-304.0;606.0;-604.0;-782.0;-17.0;-38.0;254.0;-131.0;417.0;-383.0
-650.0;-304.0;607.0;-601.0;-783.0;-16.0;-37.0;253.0;-134.0;414.0;-395.0
-393.0;-619.0;348.0;-578.0;-832.0;3.0;-213.0;377.0;373.0;-133.0;353.0
-375.0;-585.0;317.0;-566.0;-828.0;29.0;-234.0;356.0;362.0;-154.0;311.0
-367.0;-513.0;285.0;-516.0;-810.0;80.0;-273.0;287.0;327.0;-226.0;237.0
-382.0;-489.0;294.0;-483.0;-796.0;99.0;-289.0;255.0;306.0;-276.0;217.0
-253.0;-210.0;126.0;-5.0;-455.0;371.0;-576.0;-69.0;125.0;-722.0;-48.0
-150.0;63.0;52.0;172.0;-357.0;554.0;-683.0;-251.0;-44.0;-839.0;-281.0
-558.0;-675.0;690.0;-538.0;-864.0;-85.0;-50.0;409.0;402.0;-1.0;447.0
-569.0;-648.0;698.0;-790.0;-893.0;-181.0;27.0;326.0;127.0;422.0;252.0
-559.0;-667.0;696.0;-739.0;-906.0;-179.0;23.0;332.0;115.0;363.0;271.0
-553.0;-678.0;695.0;-714.0;-905.0;-182.0;23.0;353.0;127.0;341.0;284.0
-549.0;-688.0;697.0;-693.0;-899.0;-187.0;24.0;384.0;155.0;327.0;299.0
-439.0;-304.0;423.0;-346.0;-698.0;164.0;-313.0;188.0;258.0;-494.0;-59.0
-557.0;-675.0;690.0;-538.0;-864.0;-85.0;-49.0;410.0;402.0;0.0;447.0
-557.0;-676.0;690.0;-538.0;-864.0;-84.0;-49.0;410.0;403.0;3.0;448.0
-557.0;-675.0;690.0;-538.0;-864.0;-84.0;-49.0;410.0;404.0;4.0;448.0
-557.0;-675.0;690.0;-539.0;-864.0;-83.0;-49.0;410.0;405.0;5.0;448.0
-546.0;-697.0;699.0;-676.0;-887.0;-191.0;25.0;421.0;196.0;320.0;316.0
-543.0;-706.0;701.0;-665.0;-867.0;-195.0;26.0;462.0;252.0;313.0;334.0
-538.0;-717.0;697.0;-651.0;-806.0;-196.0;25.0;537.0;385.0;280.0;371.0
-654.0;-305.0;609.0;-636.0;-765.0;-11.0;-23.0;263.0;-77.0;417.0;-408.0
-656.0;-298.0;613.0;-626.0;-714.0;-4.0;-29.0;239.0;-106.0;461.0;-403.0
-607.0;-639.0;811.0;-730.0;-811.0;-83.0;29.0;387.0;270.0;419.0;137.0
-609.0;-637.0;812.0;-724.0;-816.0;-83.0;32.0;380.0;257.0;415.0;128.0
-612.0;-633.0;813.0;-719.0;-820.0;-82.0;34.0;370.0;247.0;413.0;118.0
-604.0;-575.0;758.0;-598.0;-767.0;-75.0;84.0;564.0;414.0;13.0;347.0
-604.0;-557.0;745.0;-593.0;-761.0;-68.0;73.0;560.0;410.0;5.0;325.0
-610.0;-537.0;752.0;-598.0;-771.0;-55.0;64.0;548.0;405.0;7.0;303.0
-615.0;-532.0;760.0;-602.0;-779.0;-50.0;61.0;543.0;402.0;12.0;298.0
-617.0;-527.0;764.0;-607.0;-785.0;-46.0;60.0;539.0;399.0;17.0;292.0
-615.0;-618.0;807.0;-714.0;-833.0;-76.0;39.0;354.0;219.0;415.0;102.0
-609.0;-528.0;760.0;-657.0;-850.0;-86.0;75.0;489.0;344.0;52.0;190.0
-606.0;-540.0;751.0;-673.0;-860.0;-97.0;71.0;472.0;318.0;62.0;132.0
-602.0;-537.0;741.0;-678.0;-865.0;-100.0;69.0;461.0;303.0;64.0;107.0
-615.0;-611.0;804.0;-714.0;-835.0;-75.0;41.0;347.0;214.0;411.0;96.0
-617.0;-603.0;801.0;-714.0;-838.0;-74.0;45.0;342.0;210.0;407.0;93.0
-599.0;-528.0;735.0;-678.0;-870.0;-94.0;66.0;446.0;290.0;66.0;81.0
-596.0;-519.0;734.0;-678.0;-875.0;-83.0;58.0;429.0;282.0;61.0;54.0
-603.0;-513.0;756.0;-660.0;-880.0;-63.0;31.0;395.0;281.0;17.0;-11.0
-266.0;-394.0;473.0;-122.0;-573.0;130.0;-459.0;102.0;-134.0;-452.0;49.0
-433.0;-566.0;683.0;-344.0;-687.0;76.0;-270.0;226.0;5.0;-316.0;165.0
-445.0;-582.0;697.0;-360.0;-694.0;67.0;-252.0;237.0;17.0;-311.0;176.0
-459.0;-601.0;714.0;-377.0;-700.0;53.0;-223.0;251.0;37.0;-312.0;192.0
-466.0;-603.0;716.0;-377.0;-700.0;45.0;-208.0;253.0;46.0;-320.0;195.0
-557.0;-675.0;691.0;-539.0;-864.0;-82.0;-49.0;409.0;405.0;6.0;447.0
-478.0;-688.0;621.0;-544.0;-854.0;61.0;-164.0;277.0;299.0;-196.0;265.0
-476.0;-684.0;592.0;-538.0;-855.0;62.0;-174.0;266.0;288.0;-203.0;298.0
-557.0;-675.0;693.0;-539.0;-864.0;-80.0;-48.0;409.0;408.0;8.0;446.0
-557.0;-675.0;693.0;-539.0;-864.0;-79.0;-49.0;409.0;408.0;8.0;446.0
-556.0;-676.0;694.0;-539.0;-865.0;-77.0;-49.0;408.0;409.0;10.0;446.0
-555.0;-676.0;695.0;-539.0;-865.0;-75.0;-50.0;407.0;410.0;12.0;447.0
-555.0;-676.0;694.0;-538.0;-865.0;-73.0;-51.0;407.0;410.0;15.0;449.0
-555.0;-676.0;693.0;-539.0;-865.0;-72.0;-52.0;406.0;411.0;16.0;449.0
-555.0;-676.0;693.0;-538.0;-865.0;-71.0;-52.0;405.0;411.0;16.0;449.0
-554.0;-677.0;694.0;-536.0;-865.0;-70.0;-53.0;402.0;412.0;15.0;449.0
-489.0;-738.0;514.0;-652.0;-797.0;-222.0;91.0;536.0;478.0;115.0;418.0
-441.0;-722.0;489.0;-661.0;-802.0;-216.0;94.0;524.0;468.0;126.0;307.0
-428.0;-721.0;497.0;-665.0;-806.0;-212.0;95.0;517.0;459.0;146.0;299.0
-429.0;-727.0;510.0;-670.0;-810.0;-207.0;96.0;509.0;445.0;173.0;306.0
-431.0;-734.0;516.0;-672.0;-813.0;-203.0;98.0;495.0;426.0;199.0;304.0
-432.0;-744.0;541.0;-695.0;-807.0;-192.0;102.0;438.0;364.0;281.0;272.0
-430.0;-745.0;545.0;-708.0;-803.0;-187.0;101.0;420.0;340.0;310.0;265.0
-439.0;-742.0;551.0;-757.0;-760.0;-170.0;98.0;328.0;261.0;407.0;214.0
-450.0;-734.0;544.0;-767.0;-750.0;-167.0;99.0;308.0;241.0;434.0;200.0
-634.0;-766.0;709.0;-725.0;-849.0;290.0;-329.0;551.0;514.0;116.0;643.0
-555.0;-677.0;690.0;-536.0;-865.0;-69.0;-52.0;400.0;413.0;19.0;449.0
-554.0;-677.0;690.0;-536.0;-865.0;-69.0;-52.0;400.0;414.0;21.0;448.0
-555.0;-678.0;690.0;-537.0;-865.0;-70.0;-50.0;401.0;414.0;23.0;447.0
-561.0;-679.0;696.0;-543.0;-864.0;-77.0;-39.0;404.0;419.0;39.0;443.0
-642.0;-300.0;566.0;-580.0;-763.0;-2.0;-47.0;300.0;-134.0;380.0;-429.0
-640.0;-302.0;569.0;-574.0;-783.0;-8.0;-47.0;326.0;-133.0;362.0;-424.0
-636.0;-308.0;575.0;-571.0;-771.0;-18.0;-50.0;314.0;-137.0;381.0;-419.0
-634.0;-311.0;576.0;-580.0;-766.0;-19.0;-51.0;312.0;-126.0;394.0;-419.0
-633.0;-314.0;576.0;-585.0;-759.0;-20.0;-51.0;314.0;-109.0;401.0;-419.0
-632.0;-317.0;576.0;-589.0;-757.0;-22.0;-50.0;316.0;-97.0;408.0;-418.0
-629.0;-322.0;576.0;-584.0;-752.0;-26.0;-51.0;321.0;-91.0;417.0;-415.0
-628.0;-320.0;576.0;-583.0;-751.0;-25.0;-52.0;317.0;-89.0;417.0;-417.0
-459.0;-725.0;541.0;-775.0;-738.0;-167.0;99.0;289.0;223.0;458.0;200.0
-467.0;-710.0;529.0;-788.0;-713.0;-165.0;97.0;252.0;191.0;501.0;200.0
-469.0;-703.0;520.0;-792.0;-701.0;-164.0;96.0;233.0;174.0;522.0;198.0
-465.0;-685.0;499.0;-804.0;-670.0;-159.0;89.0;186.0;120.0;586.0;189.0
-460.0;-674.0;488.0;-810.0;-632.0;-153.0;78.0;153.0;89.0;634.0;184.0
-459.0;-672.0;486.0;-812.0;-621.0;-152.0;75.0;142.0;81.0;648.0;185.0
-629.0;-318.0;576.0;-585.0;-751.0;-23.0;-51.0;315.0;-81.0;419.0;-417.0
-629.0;-318.0;576.0;-585.0;-751.0;-23.0;-51.0;315.0;-80.0;419.0;-416.0
-629.0;-318.0;576.0;-586.0;-751.0;-22.0;-51.0;314.0;-79.0;419.0;-416.0
-630.0;-317.0;576.0;-587.0;-752.0;-20.0;-52.0;312.0;-77.0;420.0;-417.0
-629.0;-317.0;579.0;-591.0;-753.0;-19.0;-51.0;311.0;-67.0;419.0;-414.0
-471.0;-547.0;594.0;-469.0;-643.0;-21.0;-202.0;353.0;157.0;-416.0;122.0
-438.0;-617.0;536.0;-436.0;-628.0;-44.0;-180.0;392.0;155.0;-384.0;242.0
-432.0;-630.0;524.0;-430.0;-625.0;-47.0;-177.0;410.0;155.0;-380.0;274.0
-426.0;-642.0;515.0;-421.0;-619.0;-48.0;-175.0;422.0;155.0;-370.0;307.0
-421.0;-654.0;505.0;-411.0;-621.0;-47.0;-173.0;439.0;148.0;-369.0;340.0
-630.0;-316.0;579.0;-593.0;-753.0;-17.0;-51.0;309.0;-64.0;418.0;-414.0
-630.0;-316.0;579.0;-596.0;-755.0;-14.0;-53.0;307.0;-60.0;419.0;-416.0
-631.0;-316.0;578.0;-596.0;-756.0;-12.0;-53.0;306.0;-59.0;418.0;-417.0
-631.0;-315.0;577.0;-596.0;-757.0;-11.0;-52.0;305.0;-58.0;417.0;-417.0
-631.0;-315.0;578.0;-596.0;-758.0;-10.0;-51.0;304.0;-55.0;416.0;-416.0
-632.0;-315.0;579.0;-597.0;-759.0;-10.0;-51.0;303.0;-54.0;416.0;-416.0
-632.0;-314.0;578.0;-598.0;-759.0;-10.0;-50.0;303.0;-52.0;416.0;-417.0
-632.0;-314.0;578.0;-598.0;-758.0;-9.0;-50.0;303.0;-51.0;417.0;-417.0
-632.0;-314.0;578.0;-599.0;-758.0;-9.0;-50.0;303.0;-51.0;417.0;-417.0
-632.0;-314.0;578.0;-599.0;-758.0;-9.0;-50.0;303.0;-51.0;418.0;-417.0
-517.0;-613.0;659.0;-552.0;-718.0;-46.0;-104.0;354.0;250.0;-314.0;233.0
-632.0;-314.0;578.0;-599.0;-758.0;-9.0;-51.0;303.0;-51.0;417.0;-417.0
-632.0;-314.0;578.0;-598.0;-757.0;-9.0;-51.0;302.0;-53.0;418.0;-417.0
-632.0;-314.0;578.0;-598.0;-757.0;-9.0;-51.0;302.0;-53.0;420.0;-417.0
-632.0;-313.0;578.0;-599.0;-757.0;-11.0;-51.0;302.0;-52.0;421.0;-417.0
-457.0;-670.0;483.0;-814.0;-597.0;-152.0;69.0;119.0;62.0;676.0;188.0
-457.0;-670.0;482.0;-815.0;-585.0;-153.0;66.0;108.0;54.0;688.0;191.0
-458.0;-670.0;482.0;-815.0;-574.0;-154.0;64.0;99.0;45.0;700.0;194.0
-458.0;-670.0;482.0;-814.0;-563.0;-155.0;63.0;92.0;37.0;712.0;197.0
-460.0;-671.0;483.0;-812.0;-552.0;-155.0;62.0;86.0;29.0;721.0;201.0
-462.0;-670.0;485.0;-810.0;-541.0;-156.0;60.0;83.0;20.0;731.0;206.0
-464.0;-670.0;484.0;-805.0;-520.0;-158.0;58.0;75.0;-1.0;749.0;212.0
-464.0;-669.0;482.0;-802.0;-510.0;-159.0;58.0;72.0;-11.0;756.0;213.0
-633.0;-312.0;578.0;-599.0;-757.0;-10.0;-50.0;302.0;-52.0;421.0;-417.0
-633.0;-312.0;579.0;-599.0;-757.0;-9.0;-50.0;302.0;-52.0;421.0;-417.0
-633.0;-312.0;579.0;-599.0;-757.0;-10.0;-50.0;301.0;-52.0;421.0;-417.0
-634.0;-311.0;579.0;-600.0;-757.0;-10.0;-49.0;302.0;-51.0;422.0;-417.0
-634.0;-311.0;579.0;-600.0;-757.0;-9.0;-49.0;302.0;-52.0;423.0;-417.0
-634.0;-310.0;579.0;-600.0;-757.0;-10.0;-48.0;302.0;-51.0;422.0;-417.0
-634.0;-310.0;579.0;-600.0;-757.0;-9.0;-48.0;301.0;-52.0;422.0;-417.0
-634.0;-310.0;580.0;-600.0;-757.0;-9.0;-48.0;301.0;-51.0;422.0;-417.0
-634.0;-310.0;579.0;-600.0;-757.0;-8.0;-50.0;301.0;-52.0;423.0;-417.0
-634.0;-310.0;579.0;-600.0;-757.0;-7.0;-50.0;300.0;-52.0;423.0;-417.0
-634.0;-311.0;579.0;-601.0;-757.0;-7.0;-50.0;300.0;-51.0;422.0;-417.0
-633.0;-311.0;579.0;-600.0;-757.0;-7.0;-50.0;300.0;-51.0;423.0;-418.0
-634.0;-310.0;579.0;-601.0;-757.0;-7.0;-51.0;300.0;-50.0;423.0;-418.0
-634.0;-310.0;579.0;-601.0;-757.0;-7.0;-51.0;301.0;-49.0;423.0;-417.0
-634.0;-311.0;579.0;-601.0;-757.0;-7.0;-52.0;300.0;-48.0;423.0;-418.0
-635.0;-311.0;580.0;-600.0;-757.0;-6.0;-52.0;300.0;-47.0;422.0;-417.0
-282.0;-246.0;367.0;-48.0;-830.0;361.0;-562.0;-85.0;-168.0;-361.0;-361.0
-402.0;-419.0;495.0;-229.0;-878.0;227.0;-406.0;93.0;-27.0;-211.0;-212.0
-486.0;-553.0;591.0;-401.0;-911.0;41.0;-200.0;255.0;177.0;-166.0;-62.0
-488.0;-570.0;598.0;-425.0;-913.0;25.0;-174.0;273.0;193.0;-153.0;-42.0
-497.0;-595.0;618.0;-464.0;-923.0;12.0;-145.0;294.0;202.0;-116.0;-16.0
-505.0;-609.0;630.0;-480.0;-924.0;2.0;-127.0;303.0;205.0;-98.0;-2.0
-509.0;-614.0;635.0;-490.0;-923.0;-5.0;-117.0;311.0;206.0;-87.0;3.0
-517.0;-624.0;641.0;-509.0;-925.0;-24.0;-98.0;327.0;211.0;-56.0;11.0
-520.0;-628.0;643.0;-519.0;-926.0;-35.0;-87.0;334.0;213.0;-41.0;14.0
-522.0;-632.0;645.0;-529.0;-927.0;-46.0;-77.0;342.0;214.0;-27.0;16.0
-524.0;-636.0;646.0;-539.0;-927.0;-56.0;-67.0;349.0;216.0;-13.0;19.0
-526.0;-641.0;646.0;-550.0;-927.0;-65.0;-60.0;354.0;219.0;5.0;25.0
-527.0;-647.0;646.0;-560.0;-925.0;-72.0;-55.0;359.0;223.0;23.0;33.0
-531.0;-664.0;647.0;-582.0;-917.0;-89.0;-50.0;373.0;238.0;66.0;64.0
-532.0;-674.0;647.0;-596.0;-912.0;-99.0;-47.0;385.0;248.0;90.0;85.0
-528.0;-685.0;649.0;-612.0;-909.0;-105.0;-43.0;399.0;255.0;119.0;103.0
-524.0;-693.0;648.0;-629.0;-904.0;-116.0;-32.0;411.0;259.0;150.0;110.0
-523.0;-697.0;645.0;-648.0;-901.0;-121.0;-26.0;423.0;258.0;181.0;116.0
-538.0;-720.0;663.0;-716.0;-887.0;-142.0;8.0;433.0;234.0;293.0;149.0
-635.0;-310.0;580.0;-600.0;-756.0;-6.0;-52.0;300.0;-46.0;422.0;-417.0
-635.0;-310.0;581.0;-600.0;-756.0;-6.0;-52.0;300.0;-45.0;422.0;-417.0
-543.0;-725.0;669.0;-726.0;-883.0;-147.0;19.0;430.0;222.0;315.0;155.0
-635.0;-310.0;581.0;-600.0;-756.0;-5.0;-52.0;300.0;-43.0;422.0;-417.0
-635.0;-310.0;581.0;-600.0;-756.0;-5.0;-53.0;299.0;-42.0;422.0;-417.0
-635.0;-310.0;580.0;-601.0;-756.0;-5.0;-53.0;299.0;-42.0;422.0;-417.0
-636.0;-311.0;583.0;-600.0;-755.0;-5.0;-54.0;300.0;-42.0;422.0;-414.0
-636.0;-312.0;584.0;-600.0;-754.0;-5.0;-54.0;300.0;-41.0;422.0;-413.0
-636.0;-312.0;584.0;-601.0;-754.0;-5.0;-54.0;300.0;-40.0;422.0;-413.0
-636.0;-312.0;583.0;-601.0;-754.0;-4.0;-54.0;300.0;-40.0;423.0;-413.0
-549.0;-727.0;674.0;-736.0;-879.0;-152.0;29.0;426.0;208.0;335.0;159.0
-560.0;-730.0;681.0;-754.0;-871.0;-160.0;47.0;416.0;182.0;373.0;164.0
-566.0;-731.0;685.0;-760.0;-868.0;-164.0;54.0;411.0;170.0;388.0;164.0
-571.0;-733.0;689.0;-764.0;-866.0;-166.0;61.0;404.0;159.0;398.0;164.0
-636.0;-312.0;584.0;-601.0;-754.0;-4.0;-54.0;300.0;-40.0;422.0;-413.0
-636.0;-312.0;584.0;-600.0;-754.0;-5.0;-54.0;300.0;-41.0;423.0;-413.0
-636.0;-312.0;583.0;-600.0;-754.0;-5.0;-54.0;300.0;-42.0;423.0;-414.0
-636.0;-313.0;583.0;-600.0;-754.0;-5.0;-54.0;301.0;-42.0;423.0;-414.0
-636.0;-313.0;583.0;-600.0;-754.0;-5.0;-54.0;301.0;-42.0;423.0;-414.0
-636.0;-313.0;583.0;-600.0;-754.0;-5.0;-54.0;301.0;-43.0;424.0;-414.0
-636.0;-313.0;583.0;-600.0;-754.0;-5.0;-53.0;300.0;-43.0;424.0;-414.0
-635.0;-313.0;582.0;-600.0;-754.0;-6.0;-53.0;301.0;-44.0;425.0;-414.0
-635.0;-313.0;582.0;-598.0;-754.0;-8.0;-53.0;301.0;-46.0;424.0;-413.0
-635.0;-313.0;584.0;-598.0;-755.0;-7.0;-53.0;300.0;-49.0;425.0;-414.0
-635.0;-312.0;584.0;-598.0;-755.0;-6.0;-54.0;300.0;-49.0;424.0;-414.0
-635.0;-312.0;585.0;-600.0;-755.0;-7.0;-55.0;301.0;-48.0;424.0;-413.0
-633.0;-313.0;585.0;-604.0;-749.0;-5.0;-58.0;310.0;-39.0;413.0;-410.0
-632.0;-315.0;589.0;-612.0;-744.0;1.0;-64.0;310.0;-34.0;403.0;-404.0
-632.0;-314.0;590.0;-613.0;-746.0;3.0;-67.0;298.0;-51.0;410.0;-402.0
-633.0;-314.0;592.0;-614.0;-740.0;4.0;-70.0;279.0;-74.0;423.0;-402.0
-632.0;-313.0;592.0;-618.0;-725.0;7.0;-74.0;256.0;-96.0;442.0;-402.0
-632.0;-313.0;590.0;-624.0;-706.0;12.0;-79.0;231.0;-119.0;466.0;-403.0
-631.0;-312.0;589.0;-632.0;-686.0;16.0;-85.0;207.0;-143.0;495.0;-403.0
-444.0;-629.0;484.0;-425.0;-918.0;-42.0;-175.0;52.0;-107.0;138.0;-296.0
-375.0;-685.0;463.0;-403.0;-903.0;-50.0;-178.0;99.0;-29.0;149.0;-250.0
-314.0;-731.0;454.0;-391.0;-889.0;-52.0;-172.0;159.0;57.0;145.0;-190.0
-290.0;-749.0;448.0;-391.0;-887.0;-45.0;-171.0;203.0;99.0;140.0;-164.0
-271.0;-763.0;444.0;-389.0;-885.0;-37.0;-164.0;246.0;141.0;125.0;-140.0
-258.0;-772.0;442.0;-381.0;-881.0;-31.0;-159.0;285.0;173.0;112.0;-114.0
-233.0;-781.0;423.0;-351.0;-873.0;-20.0;-148.0;393.0;248.0;87.0;-46.0
-226.0;-780.0;412.0;-341.0;-870.0;-21.0;-143.0;421.0;271.0;81.0;-26.0
-222.0;-778.0;404.0;-335.0;-867.0;-21.0;-140.0;447.0;290.0;81.0;-4.0
-222.0;-777.0;400.0;-331.0;-865.0;-23.0;-140.0;474.0;308.0;82.0;18.0
-236.0;-773.0;395.0;-328.0;-856.0;-32.0;-138.0;512.0;334.0;88.0;62.0
-248.0;-768.0;391.0;-335.0;-852.0;-34.0;-138.0;526.0;346.0;93.0;82.0
-305.0;-736.0;388.0;-375.0;-846.0;-48.0;-142.0;569.0;365.0;113.0;146.0
-328.0;-720.0;399.0;-393.0;-843.0;-54.0;-141.0;574.0;370.0;111.0;175.0
-344.0;-712.0;422.0;-416.0;-843.0;-52.0;-142.0;576.0;377.0;110.0;208.0
-228.0;-677.0;271.0;-501.0;-740.0;87.0;136.0;661.0;651.0;73.0;494.0
-499.0;-715.0;621.0;-751.0;-724.0;524.0;-609.0;658.0;535.0;379.0;720.0
-402.0;-721.0;507.0;-555.0;-843.0;-59.0;-134.0;546.0;417.0;114.0;300.0
-417.0;-736.0;499.0;-602.0;-847.0;-78.0;-109.0;500.0;414.0;144.0;291.0
-423.0;-744.0;505.0;-617.0;-849.0;-82.0;-99.0;486.0;406.0;161.0;302.0
-549.0;-679.0;699.0;-699.0;-896.0;-120.0;66.0;474.0;231.0;282.0;9.0
-547.0;-663.0;694.0;-664.0;-895.0;-104.0;47.0;464.0;209.0;251.0;-19.0
-545.0;-653.0;690.0;-647.0;-889.0;-96.0;39.0;452.0;206.0;230.0;-33.0
-543.0;-643.0;685.0;-635.0;-880.0;-89.0;31.0;437.0;207.0;216.0;-46.0
-541.0;-633.0;678.0;-628.0;-871.0;-82.0;23.0;427.0;213.0;209.0;-58.0
-533.0;-616.0;663.0;-618.0;-867.0;-71.0;9.0;429.0;219.0;210.0;-76.0
-513.0;-597.0;629.0;-590.0;-858.0;-67.0;-38.0;454.0;236.0;186.0;-85.0
-507.0;-585.0;614.0;-584.0;-852.0;-65.0;-53.0;454.0;237.0;179.0;-89.0
-506.0;-580.0;609.0;-583.0;-847.0;-64.0;-58.0;456.0;240.0;175.0;-92.0
-505.0;-573.0;603.0;-582.0;-844.0;-66.0;-63.0;460.0;242.0;174.0;-95.0
-600.0;-561.0;543.0;-726.0;-845.0;396.0;-343.0;572.0;500.0;184.0;-290.0
-431.0;-752.0;515.0;-636.0;-851.0;-89.0;-88.0;475.0;400.0;181.0;325.0
-518.0;-745.0;623.0;-789.0;-776.0;488.0;-603.0;613.0;508.0;358.0;718.0
-201.0;-725.0;183.0;-649.0;-862.0;375.0;-285.0;-40.0;-416.0;121.0;473.0
-544.0;-724.0;592.0;-662.0;-839.0;-95.0;57.0;485.0;411.0;91.0;482.0
-540.0;-697.0;571.0;-630.0;-847.0;-64.0;9.0;454.0;389.0;29.0;452.0
-622.0;-771.0;659.0;-698.0;-851.0;304.0;-261.0;549.0;509.0;103.0;678.0
-505.0;-561.0;593.0;-583.0;-843.0;-72.0;-73.0;467.0;242.0;177.0;-95.0
-507.0;-556.0;591.0;-581.0;-845.0;-74.0;-77.0;466.0;235.0;173.0;-95.0
-641.0;-752.0;687.0;-681.0;-853.0;336.0;-268.0;569.0;495.0;29.0;624.0
-458.0;-494.0;447.0;-413.0;-767.0;112.0;-194.0;257.0;350.0;-390.0;152.0
217.0;299.0;-345.0;408.0;186.0;-393.0;899.0;-533.0;-445.0;-825.0;-454.0
-475.0;-603.0;718.0;-373.0;-698.0;37.0;-195.0;256.0;54.0;-332.0;192.0
-476.0;-679.0;496.0;-805.0;-523.0;-190.0;92.0;131.0;-25.0;727.0;236.0
-476.0;-683.0;500.0;-810.0;-561.0;-194.0;101.0;172.0;27.0;684.0;238.0
-481.0;-710.0;522.0;-820.0;-676.0;-215.0;131.0;273.0;174.0;553.0;274.0
-480.0;-738.0;534.0;-815.0;-728.0;-229.0;141.0;328.0;263.0;476.0;308.0
-470.0;-774.0;548.0;-795.0;-769.0;-244.0;144.0;386.0;319.0;418.0;369.0
-533.0;-821.0;613.0;-784.0;-803.0;-226.0;143.0;470.0;315.0;474.0;601.0
-509.0;-550.0;587.0;-577.0;-847.0;-77.0;-82.0;464.0;227.0;165.0;-98.0
-540.0;-832.0;659.0;-671.0;-759.0;-344.0;232.0;589.0;450.0;351.0;692.0
-596.0;-638.0;628.0;-577.0;-891.0;-55.0;-33.0;100.0;-55.0;18.0;453.0
-596.0;-639.0;625.0;-575.0;-886.0;-52.0;-36.0;101.0;-61.0;41.0;457.0
-594.0;-649.0;609.0;-574.0;-864.0;-47.0;-44.0;117.0;-65.0;117.0;482.0
-594.0;-658.0;594.0;-583.0;-838.0;-53.0;-43.0;145.0;-52.0;172.0;507.0
-605.0;-677.0;603.0;-603.0;-771.0;-90.0;-22.0;202.0;-21.0;289.0;541.0
