InertialMeasurementUnit L-SHOE EuX;Accelerometer LUA_ accZ;Accelerometer LUA_ accY;Accelerometer LWR accY;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit LUA magneticX;Accelerometer LH accY;Accelerometer LH accZ;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;Accelerometer LWR accZ
99;383.0;932.0;880.0;342.0;523.0;1006.0;42.0;1020.0;-946.0;-328.0;417.0
99;386.0;950.0;859.0;343.0;523.0;1006.0;48.0;1031.0;-948.0;-317.0;418.0
99;387.0;970.0;857.0;343.0;522.0;991.0;30.0;1026.0;-947.0;-323.0;423.0
99;361.0;955.0;877.0;343.0;521.0;1011.0;33.0;1011.0;-946.0;-329.0;424.0
99;397.0;942.0;872.0;339.0;521.0;1011.0;55.0;1013.0;-936.0;-327.0;384.0
99;374.0;961.0;858.0;338.0;520.0;995.0;66.0;1012.0;-946.0;-340.0;413.0
99;373.0;961.0;873.0;337.0;520.0;1004.0;51.0;1023.0;-943.0;-335.0;409.0
99;382.0;948.0;878.0;336.0;518.0;1007.0;58.0;1028.0;-946.0;-318.0;412.0
99;329.0;940.0;874.0;334.0;519.0;977.0;80.0;1034.0;-957.0;-346.0;422.0
99;368.0;944.0;878.0;333.0;521.0;1005.0;60.0;1011.0;-952.0;-319.0;403.0
99;352.0;961.0;883.0;343.0;525.0;995.0;59.0;1026.0;-951.0;-299.0;380.0
99;359.0;962.0;859.0;347.0;526.0;995.0;59.0;1024.0;-945.0;-321.0;376.0
99;381.0;941.0;858.0;349.0;528.0;985.0;94.0;1027.0;-950.0;-330.0;365.0
118;311.0;952.0;890.0;379.0;531.0;994.0;143.0;1017.0;-989.0;-401.0;309.0
99;348.0;972.0;895.0;350.0;528.0;990.0;74.0;1010.0;-948.0;-339.0;375.0
116;276.0;952.0;926.0;311.0;504.0;1014.0;71.0;957.0;-959.0;-394.0;362.0
99;381.0;971.0;860.0;332.0;517.0;1001.0;51.0;1023.0;-950.0;-293.0;405.0
99;349.0;943.0;870.0;333.0;518.0;979.0;86.0;1018.0;-941.0;-328.0;375.0
99;348.0;951.0;887.0;334.0;517.0;972.0;91.0;1021.0;-938.0;-325.0;371.0
99;341.0;945.0;871.0;333.0;518.0;1000.0;73.0;1019.0;-933.0;-346.0;363.0
99;334.0;956.0;859.0;339.0;521.0;981.0;58.0;1031.0;-933.0;-370.0;419.0
99;362.0;959.0;848.0;339.0;519.0;968.0;61.0;1010.0;-941.0;-382.0;402.0
99;371.0;925.0;862.0;339.0;519.0;998.0;29.0;1010.0;-942.0;-377.0;441.0
116;424.0;959.0;898.0;298.0;494.0;1013.0;9.0;978.0;-940.0;-385.0;459.0
99;405.0;941.0;858.0;337.0;519.0;1007.0;28.0;1020.0;-942.0;-367.0;435.0
99;389.0;958.0;855.0;337.0;518.0;998.0;18.0;1037.0;-936.0;-373.0;433.0
99;379.0;962.0;838.0;333.0;518.0;998.0;26.0;1011.0;-940.0;-364.0;435.0
99;409.0;930.0;883.0;335.0;515.0;988.0;52.0;1014.0;-943.0;-353.0;430.0
99;405.0;938.0;867.0;334.0;516.0;993.0;34.0;1028.0;-941.0;-352.0;425.0
99;387.0;956.0;857.0;332.0;514.0;975.0;79.0;1020.0;-931.0;-345.0;430.0
99;385.0;956.0;851.0;332.0;515.0;985.0;37.0;1011.0;-933.0;-357.0;426.0
-101;358.0;1046.0;942.0;121.0;234.0;1129.0;-10.0;1028.0;-905.0;-331.0;528.0
-102;317.0;951.0;886.0;305.0;226.0;997.0;87.0;1035.0;-954.0;-305.0;345.0
-45;340.0;869.0;794.0;286.0;466.0;942.0;28.0;1106.0;-1189.0;-349.0;204.0
142;468.0;903.0;791.0;241.0;631.0;983.0;94.0;1156.0;-897.0;-347.0;506.0
-154;794.0;548.0;280.0;-366.0;343.0;204.0;-193.0;1020.0;-498.0;-919.0;621.0
99;389.0;930.0;849.0;330.0;513.0;996.0;52.0;1018.0;-937.0;-352.0;414.0
-11;296.0;992.0;1030.0;377.0;504.0;1101.0;95.0;1079.0;-1125.0;-460.0;328.0
99;399.0;933.0;850.0;325.0;512.0;990.0;59.0;1018.0;-938.0;-345.0;422.0
99;387.0;952.0;858.0;322.0;510.0;998.0;30.0;1036.0;-949.0;-352.0;404.0
99;350.0;951.0;855.0;323.0;510.0;997.0;24.0;1011.0;-945.0;-332.0;408.0
99;379.0;952.0;846.0;324.0;509.0;994.0;31.0;1035.0;-940.0;-344.0;429.0
-116;475.0;877.0;829.0;318.0;472.0;1048.0;-106.0;1383.0;-849.0;-301.0;574.0
-112;340.0;962.0;823.0;319.0;495.0;920.0;222.0;983.0;-1076.0;-323.0;274.0
99;402.0;923.0;880.0;326.0;510.0;997.0;51.0;1028.0;-949.0;-335.0;404.0
99;396.0;939.0;877.0;330.0;514.0;1017.0;22.0;1021.0;-930.0;-339.0;435.0
131;399.0;948.0;858.0;311.0;468.0;1064.0;-63.0;1014.0;-865.0;-344.0;542.0
99;395.0;962.0;869.0;334.0;514.0;1005.0;29.0;1005.0;-941.0;-345.0;412.0
-102;466.0;682.0;796.0;330.0;171.0;992.0;145.0;932.0;-897.0;-765.0;423.0
99;377.0;940.0;822.0;336.0;518.0;968.0;66.0;1023.0;-959.0;-364.0;396.0
99;367.0;952.0;863.0;336.0;517.0;976.0;64.0;1024.0;-949.0;-370.0;410.0
99;388.0;961.0;875.0;334.0;516.0;1008.0;51.0;1015.0;-948.0;-365.0;433.0
119;406.0;954.0;1010.0;353.0;558.0;1169.0;-30.0;1032.0;-904.0;-232.0;640.0
99;397.0;945.0;860.0;330.0;513.0;997.0;61.0;1031.0;-951.0;-310.0;410.0
99;401.0;956.0;874.0;331.0;514.0;1007.0;40.0;993.0;-946.0;-314.0;387.0
99;369.0;946.0;877.0;331.0;513.0;999.0;58.0;1016.0;-947.0;-288.0;411.0
99;347.0;946.0;877.0;333.0;515.0;1010.0;75.0;1012.0;-949.0;-340.0;394.0
61;321.0;961.0;904.0;819.0;576.0;1022.0;50.0;1009.0;-951.0;-316.0;393.0
81;404.0;913.0;863.0;531.0;640.0;1072.0;-82.0;865.0;-636.0;-378.0;445.0
105;379.0;1010.0;847.0;476.0;583.0;1014.0;97.0;1031.0;-899.0;-407.0;449.0
99;345.0;961.0;879.0;333.0;514.0;970.0;88.0;1016.0;-957.0;-344.0;363.0
99;369.0;943.0;870.0;335.0;515.0;974.0;80.0;1017.0;-959.0;-353.0;398.0
133;406.0;926.0;918.0;223.0;444.0;1044.0;8.0;1018.0;-1000.0;-470.0;482.0
99;400.0;935.0;866.0;332.0;513.0;1017.0;34.0;1006.0;-949.0;-359.0;426.0
99;394.0;940.0;848.0;329.0;513.0;966.0;78.0;1023.0;-944.0;-317.0;394.0
104;412.0;932.0;853.0;397.0;550.0;1012.0;20.0;1038.0;-975.0;-297.0;412.0
99;387.0;951.0;848.0;391.0;554.0;1066.0;22.0;1031.0;-930.0;-315.0;394.0
99;364.0;938.0;849.0;333.0;513.0;998.0;69.0;1020.0;-960.0;-332.0;364.0
99;396.0;935.0;848.0;337.0;512.0;1010.0;56.0;1035.0;-948.0;-332.0;356.0
99;342.0;893.0;923.0;455.0;597.0;1017.0;137.0;1012.0;-948.0;-577.0;388.0
157;340.0;877.0;926.0;289.0;493.0;1116.0;109.0;1042.0;-993.0;-409.0;365.0
99;369.0;953.0;857.0;321.0;506.0;997.0;52.0;1038.0;-929.0;-316.0;396.0
162;378.0;937.0;781.0;180.0;479.0;981.0;50.0;921.0;-999.0;-517.0;310.0
99;367.0;950.0;858.0;322.0;503.0;979.0;87.0;1021.0;-966.0;-336.0;375.0
99;388.0;934.0;858.0;320.0;502.0;995.0;35.0;994.0;-954.0;-322.0;365.0
147;452.0;1020.0;909.0;74.0;349.0;944.0;168.0;1023.0;-931.0;-259.0;476.0
144;330.0;1048.0;888.0;-73.0;284.0;918.0;206.0;1036.0;-897.0;-365.0;277.0
99;381.0;935.0;884.0;309.0;495.0;989.0;61.0;1022.0;-958.0;-335.0;371.0
144;380.0;1001.0;767.0;-94.0;292.0;785.0;105.0;987.0;-931.0;-370.0;337.0
141;347.0;833.0;783.0;224.0;298.0;824.0;121.0;1364.0;-1156.0;-451.0;358.0
99;359.0;972.0;875.0;331.0;510.0;1003.0;55.0;1013.0;-953.0;-351.0;419.0
99;372.0;946.0;875.0;333.0;515.0;1014.0;42.0;1041.0;-942.0;-341.0;391.0
-60;803.0;392.0;168.0;713.0;450.0;208.0;359.0;940.0;-387.0;-658.0;387.0
-40;405.0;744.0;739.0;842.0;773.0;800.0;64.0;1775.0;-1048.0;-270.0;412.0
63;504.0;877.0;720.0;858.0;595.0;851.0;96.0;1041.0;-948.0;-380.0;433.0
19;564.0;687.0;567.0;987.0;516.0;653.0;662.0;1023.0;-647.0;-290.0;-20.0
99;375.0;943.0;876.0;335.0;516.0;996.0;54.0;1031.0;-938.0;-319.0;374.0
123;353.0;801.0;908.0;320.0;512.0;1224.0;-7.0;1258.0;-871.0;-103.0;444.0
99;366.0;976.0;883.0;316.0;497.0;991.0;58.0;1021.0;-948.0;-306.0;374.0
99;360.0;926.0;849.0;334.0;517.0;990.0;78.0;1012.0;-945.0;-319.0;391.0
99;348.0;951.0;880.0;340.0;522.0;995.0;61.0;1030.0;-946.0;-318.0;386.0
99;359.0;951.0;872.0;343.0;523.0;984.0;25.0;1042.0;-949.0;-308.0;390.0
99;349.0;933.0;870.0;350.0;528.0;985.0;89.0;1015.0;-948.0;-318.0;370.0
99;359.0;932.0;878.0;353.0;530.0;997.0;96.0;1041.0;-954.0;-331.0;376.0
99;350.0;952.0;885.0;356.0;534.0;987.0;81.0;1027.0;-957.0;-332.0;376.0
124;331.0;897.0;838.0;350.0;554.0;987.0;10.0;1041.0;-981.0;-242.0;351.0
99;356.0;962.0;877.0;363.0;537.0;981.0;52.0;1014.0;-957.0;-322.0;358.0
107;376.0;954.0;885.0;396.0;561.0;1012.0;79.0;1017.0;-991.0;-310.0;381.0
99;339.0;924.0;895.0;471.0;597.0;980.0;132.0;1021.0;-923.0;-291.0;309.0
133;371.0;1183.0;1038.0;467.0;553.0;954.0;85.0;1019.0;-809.0;-127.0;341.0
99;347.0;947.0;874.0;363.0;541.0;996.0;70.0;1023.0;-944.0;-320.0;380.0
-10;309.0;941.0;820.0;603.0;743.0;909.0;404.0;936.0;-876.0;-202.0;80.0
-143;1001.0;-134.0;-343.0;-315.0;-688.0;-365.0;-391.0;334.0;73.0;-995.0;787.0
99;358.0;966.0;876.0;362.0;538.0;991.0;60.0;1031.0;-969.0;-340.0;403.0
99;337.0;953.0;877.0;361.0;537.0;1009.0;59.0;1018.0;-962.0;-324.0;374.0
104;422.0;848.0;816.0;204.0;496.0;918.0;69.0;893.0;-975.0;-277.0;335.0
99;350.0;958.0;878.0;362.0;537.0;1001.0;27.0;1023.0;-947.0;-344.0;397.0
112;358.0;992.0;880.0;349.0;556.0;1044.0;40.0;1005.0;-969.0;-301.0;384.0
99;359.0;971.0;879.0;360.0;534.0;985.0;54.0;1011.0;-963.0;-305.0;411.0
99;358.0;971.0;882.0;361.0;537.0;987.0;78.0;1032.0;-944.0;-322.0;384.0
99;348.0;969.0;880.0;358.0;535.0;1002.0;80.0;1009.0;-951.0;-318.0;351.0
99;349.0;958.0;862.0;354.0;535.0;988.0;81.0;1002.0;-947.0;-329.0;385.0
-164;393.0;829.0;1230.0;651.0;700.0;1079.0;139.0;1075.0;-1046.0;-266.0;572.0
99;364.0;939.0;872.0;355.0;531.0;1013.0;32.0;1011.0;-954.0;-327.0;384.0
106;349.0;972.0;875.0;373.0;555.0;999.0;61.0;973.0;-996.0;-283.0;373.0
99;372.0;933.0;877.0;354.0;532.0;988.0;76.0;1016.0;-940.0;-343.0;374.0
99;335.0;965.0;875.0;353.0;532.0;983.0;82.0;1028.0;-941.0;-316.0;386.0
99;343.0;962.0;866.0;352.0;533.0;996.0;62.0;1002.0;-952.0;-305.0;394.0
99;379.0;952.0;855.0;354.0;532.0;984.0;62.0;1005.0;-949.0;-308.0;377.0
99;363.0;943.0;849.0;357.0;532.0;986.0;81.0;1023.0;-952.0;-336.0;393.0
99;375.0;940.0;865.0;357.0;532.0;987.0;73.0;1016.0;-958.0;-321.0;405.0
99;360.0;927.0;887.0;356.0;535.0;986.0;55.0;1032.0;-945.0;-337.0;401.0
99;385.0;960.0;852.0;353.0;533.0;996.0;49.0;1001.0;-958.0;-322.0;416.0
90;283.0;855.0;756.0;288.0;522.0;946.0;-117.0;979.0;-986.0;-201.0;366.0
99;370.0;963.0;875.0;358.0;534.0;977.0;47.0;1018.0;-944.0;-319.0;411.0
99;352.0;944.0;869.0;362.0;537.0;975.0;62.0;1024.0;-956.0;-309.0;377.0
99;283.0;976.0;879.0;356.0;536.0;982.0;99.0;1011.0;-958.0;-300.0;339.0
99;343.0;969.0;856.0;368.0;537.0;989.0;84.0;1024.0;-949.0;-332.0;384.0
99;323.0;952.0;864.0;368.0;539.0;1007.0;49.0;999.0;-937.0;-340.0;405.0
99;349.0;953.0;889.0;368.0;539.0;997.0;51.0;1029.0;-942.0;-350.0;379.0
99;372.0;936.0;855.0;367.0;537.0;996.0;89.0;1024.0;-936.0;-341.0;405.0
99;363.0;959.0;860.0;366.0;536.0;988.0;76.0;1020.0;-949.0;-362.0;408.0
99;374.0;955.0;868.0;358.0;533.0;986.0;62.0;1011.0;-943.0;-353.0;423.0
99;373.0;936.0;857.0;354.0;530.0;973.0;63.0;1011.0;-940.0;-359.0;413.0
99;373.0;933.0;861.0;352.0;529.0;987.0;74.0;1008.0;-950.0;-337.0;407.0
99;387.0;960.0;860.0;340.0;520.0;979.0;43.0;1009.0;-950.0;-342.0;407.0
99;361.0;951.0;878.0;337.0;521.0;983.0;59.0;1008.0;-936.0;-325.0;398.0
104;375.0;925.0;868.0;341.0;532.0;1053.0;13.0;970.0;-1103.0;-310.0;458.0
99;345.0;944.0;893.0;344.0;523.0;1004.0;39.0;1011.0;-912.0;-326.0;396.0
99;387.0;960.0;886.0;349.0;525.0;992.0;91.0;1020.0;-890.0;-335.0;365.0
183;397.0;1084.0;1009.0;356.0;479.0;1057.0;195.0;1024.0;-1142.0;-636.0;276.0
34;389.0;1014.0;1063.0;247.0;480.0;1199.0;210.0;1013.0;-872.0;-473.0;363.0
99;370.0;979.0;823.0;356.0;529.0;997.0;65.0;1030.0;-934.0;-356.0;386.0
102;392.0;970.0;894.0;855.0;986.0;1054.0;132.0;1070.0;-951.0;-300.0;414.0
99;369.0;905.0;846.0;358.0;531.0;987.0;16.0;1019.0;-949.0;-362.0;431.0
91;506.0;828.0;755.0;631.0;374.0;874.0;-556.0;982.0;-802.0;-464.0;687.0
99;376.0;936.0;852.0;360.0;533.0;979.0;49.0;1016.0;-928.0;-352.0;442.0
112;352.0;985.0;853.0;357.0;554.0;1022.0;1.0;1075.0;-977.0;-268.0;380.0
-19;389.0;920.0;842.0;375.0;506.0;998.0;30.0;1022.0;-986.0;-334.0;370.0
99;401.0;916.0;857.0;366.0;536.0;983.0;27.0;1022.0;-950.0;-326.0;404.0
103;401.0;874.0;849.0;333.0;549.0;949.0;16.0;969.0;-949.0;-287.0;404.0
99;378.0;954.0;868.0;368.0;536.0;1000.0;51.0;1031.0;-937.0;-350.0;394.0
-133;436.0;907.0;841.0;45.0;312.0;979.0;207.0;1018.0;-929.0;-379.0;473.0
99;394.0;961.0;877.0;367.0;538.0;1009.0;60.0;1022.0;-954.0;-345.0;395.0
116;362.0;1019.0;896.0;287.0;494.0;981.0;146.0;1216.0;-925.0;-446.0;347.0
99;349.0;962.0;896.0;354.0;535.0;993.0;65.0;1031.0;-946.0;-329.0;378.0
99;349.0;943.0;882.0;353.0;536.0;989.0;68.0;1027.0;-946.0;-323.0;409.0
99;379.0;944.0;882.0;349.0;535.0;999.0;50.0;1017.0;-950.0;-324.0;385.0
99;370.0;952.0;851.0;349.0;536.0;1008.0;60.0;1028.0;-948.0;-325.0;408.0
99;378.0;965.0;868.0;351.0;535.0;997.0;44.0;1028.0;-955.0;-322.0;380.0
99;378.0;934.0;837.0;351.0;537.0;1005.0;61.0;1032.0;-961.0;-312.0;397.0
99;366.0;956.0;876.0;354.0;539.0;978.0;42.0;1032.0;-955.0;-313.0;396.0
99;350.0;948.0;873.0;356.0;540.0;975.0;75.0;1020.0;-955.0;-324.0;374.0
148;262.0;958.0;762.0;472.0;578.0;827.0;51.0;1592.0;-951.0;-414.0;165.0
99;398.0;944.0;855.0;367.0;547.0;1003.0;39.0;1028.0;-931.0;-345.0;392.0
99;384.0;960.0;865.0;367.0;548.0;968.0;57.0;1033.0;-948.0;-331.0;387.0
99;372.0;943.0;865.0;368.0;547.0;958.0;52.0;1013.0;-941.0;-317.0;418.0
99;393.0;924.0;866.0;367.0;548.0;996.0;51.0;1020.0;-937.0;-343.0;389.0
99;355.0;923.0;875.0;364.0;549.0;1006.0;41.0;1037.0;-940.0;-335.0;404.0
99;373.0;965.0;860.0;358.0;548.0;993.0;49.0;1037.0;-947.0;-311.0;402.0
99;385.0;964.0;849.0;359.0;547.0;975.0;44.0;1015.0;-946.0;-308.0;405.0
99;361.0;934.0;874.0;356.0;546.0;1013.0;29.0;1027.0;-948.0;-335.0;410.0
99;365.0;924.0;855.0;358.0;549.0;999.0;52.0;1015.0;-956.0;-312.0;417.0
104;376.0;926.0;876.0;404.0;556.0;986.0;73.0;1088.0;-1004.0;-300.0;375.0
99;398.0;952.0;863.0;367.0;547.0;1012.0;59.0;1015.0;-953.0;-358.0;384.0
94;370.0;1010.0;993.0;483.0;524.0;1265.0;132.0;1019.0;-1026.0;-479.0;471.0
99;414.0;939.0;903.0;371.0;542.0;1045.0;62.0;999.0;-961.0;-386.0;456.0
76;375.0;975.0;1138.0;610.0;590.0;1320.0;191.0;1024.0;-959.0;-432.0;424.0
99;382.0;950.0;846.0;395.0;555.0;956.0;113.0;1001.0;-938.0;-356.0;394.0
99;368.0;932.0;858.0;357.0;546.0;940.0;161.0;1002.0;-948.0;-360.0;396.0
112;330.0;952.0;858.0;463.0;579.0;971.0;111.0;1033.0;-923.0;-343.0;366.0
-154;337.0;894.0;784.0;497.0;605.0;911.0;-132.0;941.0;-873.0;-322.0;459.0
-37;310.0;935.0;790.0;823.0;238.0;675.0;649.0;935.0;-889.0;-166.0;59.0
104;370.0;948.0;848.0;456.0;566.0;955.0;52.0;987.0;-908.0;-405.0;424.0
-17;844.0;533.0;302.0;863.0;466.0;475.0;12.0;1012.0;-596.0;-848.0;646.0
126;273.0;1028.0;849.0;585.0;592.0;1146.0;-222.0;1021.0;-870.0;-243.0;497.0
99;393.0;955.0;852.0;401.0;552.0;981.0;51.0;1017.0;-948.0;-371.0;449.0
11;515.0;822.0;652.0;331.0;742.0;770.0;168.0;981.0;-725.0;-499.0;326.0
104;395.0;996.0;862.0;446.0;571.0;1313.0;-153.0;1021.0;-1114.0;-465.0;652.0
99;396.0;986.0;847.0;346.0;536.0;991.0;74.0;998.0;-928.0;-295.0;413.0
140;469.0;884.0;802.0;284.0;648.0;938.0;96.0;1070.0;-922.0;-202.0;531.0
107;454.0;914.0;813.0;271.0;556.0;945.0;56.0;1049.0;-939.0;-230.0;309.0
99;404.0;916.0;839.0;355.0;533.0;959.0;81.0;1009.0;-947.0;-326.0;366.0
99;419.0;906.0;844.0;358.0;535.0;968.0;92.0;995.0;-941.0;-314.0;357.0
99;394.0;919.0;876.0;363.0;536.0;991.0;96.0;1021.0;-940.0;-336.0;349.0
99;366.0;943.0;869.0;361.0;538.0;1009.0;93.0;1021.0;-944.0;-371.0;392.0
99;358.0;969.0;858.0;359.0;541.0;980.0;99.0;1031.0;-949.0;-342.0;424.0
99;336.0;939.0;857.0;358.0;541.0;1001.0;39.0;1021.0;-949.0;-326.0;415.0
99;417.0;953.0;888.0;356.0;543.0;985.0;69.0;1008.0;-940.0;-329.0;399.0
99;398.0;943.0;869.0;355.0;542.0;1004.0;77.0;1026.0;-926.0;-342.0;384.0
99;377.0;943.0;868.0;355.0;542.0;1014.0;27.0;1012.0;-927.0;-363.0;432.0
99;399.0;940.0;843.0;355.0;540.0;978.0;40.0;995.0;-957.0;-309.0;424.0
103;311.0;885.0;892.0;375.0;558.0;1006.0;73.0;1010.0;-963.0;-295.0;420.0
99;372.0;943.0;877.0;354.0;539.0;1006.0;105.0;1014.0;-946.0;-360.0;416.0
99;375.0;946.0;848.0;356.0;542.0;988.0;70.0;1007.0;-952.0;-356.0;405.0
107;407.0;926.0;839.0;310.0;534.0;996.0;91.0;1366.0;-941.0;-342.0;434.0
-51;317.0;805.0;792.0;934.0;793.0;933.0;128.0;979.0;-1089.0;-185.0;174.0
97;379.0;864.0;891.0;393.0;630.0;1115.0;-14.0;975.0;-1026.0;-407.0;434.0
99;379.0;962.0;864.0;349.0;541.0;1014.0;57.0;1015.0;-957.0;-360.0;431.0
99;379.0;962.0;861.0;350.0;543.0;1002.0;74.0;1008.0;-949.0;-350.0;450.0
-22;718.0;710.0;467.0;-111.0;328.0;510.0;583.0;915.0;-666.0;-560.0;182.0
131;600.0;736.0;716.0;483.0;574.0;621.0;458.0;1200.0;-1080.0;-391.0;145.0
99;368.0;899.0;802.0;407.0;586.0;895.0;188.0;1015.0;-961.0;-263.0;265.0
99;379.0;953.0;842.0;383.0;551.0;958.0;89.0;1016.0;-927.0;-339.0;385.0
99;385.0;939.0;876.0;382.0;554.0;1000.0;85.0;1021.0;-941.0;-322.0;414.0
99;395.0;949.0;840.0;334.0;528.0;1024.0;1.0;1020.0;-957.0;-440.0;474.0
99;264.0;1047.0;934.0;361.0;540.0;1061.0;94.0;1006.0;-956.0;-275.0;355.0
105;291.0;953.0;880.0;237.0;453.0;1001.0;103.0;971.0;-947.0;-287.0;305.0
99;373.0;943.0;889.0;309.0;494.0;998.0;55.0;1031.0;-955.0;-271.0;364.0
99;338.0;966.0;885.0;362.0;541.0;990.0;37.0;1031.0;-952.0;-320.0;393.0
-53;362.0;994.0;831.0;995.0;783.0;869.0;298.0;1031.0;-891.0;-361.0;298.0
121;487.0;1043.0;1128.0;270.0;442.0;1503.0;141.0;1021.0;-951.0;-423.0;469.0
156;363.0;1073.0;985.0;353.0;577.0;1209.0;112.0;1002.0;-965.0;-348.0;379.0
-40;462.0;1382.0;1214.0;372.0;509.0;1361.0;285.0;803.0;-850.0;-367.0;357.0
99;369.0;951.0;869.0;335.0;521.0;1006.0;10.0;1014.0;-949.0;-302.0;413.0
99;363.0;962.0;876.0;331.0;515.0;990.0;90.0;1039.0;-972.0;-321.0;405.0
99;363.0;967.0;873.0;333.0;512.0;1015.0;29.0;1019.0;-958.0;-348.0;414.0
99;345.0;979.0;859.0;340.0;523.0;1007.0;34.0;1022.0;-949.0;-344.0;412.0
150;309.0;961.0;976.0;141.0;385.0;1136.0;204.0;968.0;-986.0;-351.0;313.0
99;359.0;958.0;870.0;348.0;529.0;1013.0;31.0;1022.0;-960.0;-366.0;431.0
-140;62.0;1236.0;1213.0;797.0;849.0;1283.0;73.0;1394.0;-1200.0;-244.0;423.0
103;457.0;973.0;856.0;160.0;478.0;1072.0;43.0;1421.0;-899.0;-300.0;488.0
65;700.0;696.0;509.0;607.0;-57.0;256.0;-685.0;852.0;-741.0;-651.0;761.0
-142;288.0;985.0;898.0;301.0;426.0;1006.0;122.0;957.0;-983.0;-280.0;292.0
161;421.0;939.0;861.0;78.0;453.0;906.0;123.0;1607.0;-941.0;-359.0;412.0
99;345.0;953.0;882.0;317.0;496.0;996.0;61.0;1021.0;-961.0;-311.0;399.0
99;380.0;961.0;877.0;357.0;533.0;1017.0;28.0;1027.0;-954.0;-311.0;405.0
170;176.0;961.0;935.0;-20.0;331.0;1015.0;99.0;1310.0;-963.0;-145.0;298.0
-5;428.0;1143.0;971.0;1152.0;1002.0;1242.0;51.0;558.0;-876.0;-475.0;521.0
120;302.0;986.0;993.0;497.0;644.0;1172.0;0.0;1023.0;-903.0;-306.0;447.0
