InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
-439.0;-461.0;-205.0;-505.0;400.0;321.0;-431.0
-89.0;-320.0;72.0;-296.0;91.0;40.0;-236.0
-51.0;-325.0;-39.0;-284.0;149.0;135.0;-267.0
-36.0;-312.0;-32.0;-246.0;116.0;137.0;-248.0
-132.0;-349.0;47.0;-324.0;118.0;98.0;-231.0
-41.0;-321.0;-47.0;-293.0;185.0;98.0;-293.0
-481.0;-619.0;-583.0;-629.0;780.0;693.0;-723.0
-302.0;-509.0;-546.0;-281.0;678.0;862.0;-703.0
-37.0;-312.0;-49.0;-232.0;120.0;135.0;-250.0
210.0;383.0;-125.0;166.0;28.0;14.0;-4.0
-118.0;-387.0;71.0;-255.0;69.0;20.0;-285.0
-388.0;-519.0;22.0;-332.0;116.0;135.0;50.0
-25.0;-266.0;18.0;-286.0;94.0;86.0;-239.0
-32.0;-250.0;31.0;-279.0;84.0;74.0;-209.0
-31.0;-233.0;47.0;-271.0;73.0;61.0;-172.0
89.0;-194.0;48.0;-236.0;69.0;95.0;-107.0
-134.0;-352.0;48.0;-324.0;119.0;98.0;-231.0
-136.0;-354.0;49.0;-324.0;119.0;97.0;-230.0
-138.0;-357.0;49.0;-324.0;120.0;97.0;-230.0
82.0;-190.0;-4.0;-234.0;155.0;47.0;-114.0
-272.0;-422.0;44.0;-292.0;122.0;25.0;-165.0
254.0;531.0;229.0;530.0;-428.0;-374.0;521.0
28.0;-297.0;45.0;-298.0;104.0;72.0;-307.0
-34.0;-304.0;8.0;-321.0;137.0;66.0;-298.0
-49.0;-282.0;107.0;-295.0;84.0;-15.0;-228.0
-142.0;-355.0;52.0;-317.0;112.0;93.0;-225.0
-145.0;-355.0;48.0;-319.0;114.0;95.0;-228.0
-145.0;-355.0;46.0;-322.0;116.0;96.0;-229.0
-144.0;-355.0;45.0;-323.0;118.0;97.0;-231.0
-142.0;-354.0;43.0;-324.0;119.0;98.0;-232.0
-141.0;-354.0;43.0;-325.0;119.0;98.0;-232.0
-45.0;-381.0;-165.0;-591.0;611.0;240.0;-284.0
115.0;-309.0;-183.0;-448.0;348.0;38.0;-372.0
-139.0;-355.0;41.0;-326.0;121.0;101.0;-236.0
-21.0;-289.0;-5.0;-175.0;99.0;45.0;-180.0
-139.0;-356.0;40.0;-326.0;121.0;102.0;-237.0
-140.0;-358.0;37.0;-326.0;122.0;104.0;-238.0
-140.0;-358.0;37.0;-325.0;121.0;104.0;-238.0
126.0;-116.0;216.0;25.0;-202.0;-115.0;20.0
-141.0;-379.0;-40.0;-305.0;186.0;71.0;-553.0
-344.0;-542.0;-251.0;-491.0;489.0;425.0;-544.0
-34.0;-266.0;101.0;-60.0;-37.0;-64.0;-121.0
-141.0;-358.0;38.0;-325.0;121.0;103.0;-238.0
-24.0;-288.0;-27.0;-264.0;177.0;38.0;-226.0
68.0;-216.0;-56.0;-264.0;207.0;96.0;-168.0
-45.0;-321.0;-98.0;-278.0;305.0;41.0;-224.0
-15.0;-270.0;-8.0;-210.0;104.0;50.0;-177.0
-142.0;-359.0;38.0;-324.0;121.0;103.0;-238.0
-183.0;-429.0;34.0;-286.0;106.0;73.0;-294.0
-149.0;-360.0;35.0;-323.0;123.0;101.0;-243.0
-142.0;-354.0;36.0;-322.0;120.0;98.0;-239.0
-143.0;-353.0;35.0;-321.0;119.0;99.0;-238.0
-143.0;-353.0;36.0;-320.0;117.0;101.0;-238.0
-142.0;-352.0;38.0;-318.0;115.0;100.0;-236.0
-138.0;-350.0;41.0;-315.0;111.0;96.0;-235.0
-143.0;-360.0;38.0;-325.0;121.0;103.0;-238.0
-144.0;-361.0;37.0;-325.0;122.0;103.0;-238.0
-145.0;-361.0;37.0;-326.0;122.0;103.0;-238.0
-146.0;-361.0;38.0;-326.0;122.0;103.0;-237.0
-147.0;-361.0;38.0;-327.0;124.0;102.0;-236.0
-136.0;-350.0;41.0;-315.0;110.0;95.0;-234.0
-135.0;-350.0;41.0;-314.0;110.0;95.0;-234.0
-136.0;-351.0;40.0;-315.0;110.0;96.0;-234.0
-137.0;-352.0;39.0;-315.0;110.0;97.0;-234.0
-137.0;-352.0;39.0;-315.0;110.0;97.0;-234.0
-135.0;-350.0;42.0;-313.0;107.0;96.0;-230.0
-136.0;-351.0;43.0;-315.0;109.0;95.0;-230.0
-138.0;-353.0;42.0;-316.0;111.0;96.0;-231.0
-139.0;-355.0;41.0;-318.0;113.0;97.0;-232.0
-141.0;-355.0;41.0;-319.0;113.0;98.0;-232.0
-141.0;-356.0;40.0;-319.0;115.0;98.0;-233.0
-46.0;-314.0;-4.0;-311.0;139.0;104.0;-301.0
33.0;-255.0;-14.0;-349.0;192.0;115.0;-224.0
-80.0;-336.0;60.0;-419.0;120.0;83.0;-328.0
-86.0;-353.0;-9.0;-316.0;172.0;67.0;-303.0
-93.0;-365.0;-7.0;-437.0;230.0;88.0;-285.0
-143.0;-357.0;40.0;-320.0;116.0;98.0;-233.0
-144.0;-358.0;40.0;-321.0;116.0;98.0;-233.0
-143.0;-357.0;41.0;-321.0;117.0;98.0;-232.0
-143.0;-357.0;40.0;-322.0;118.0;99.0;-232.0
-144.0;-359.0;39.0;-324.0;121.0;100.0;-233.0
-144.0;-359.0;42.0;-324.0;120.0;98.0;-234.0
-145.0;-361.0;41.0;-325.0;122.0;99.0;-235.0
-65.0;-319.0;-37.0;-296.0;157.0;126.0;-251.0
-138.0;-322.0;-5.0;-249.0;92.0;98.0;-266.0
-49.0;-289.0;21.0;-149.0;38.0;68.0;-213.0
-54.0;-305.0;22.0;-197.0;49.0;78.0;-206.0
-57.0;-335.0;45.0;-171.0;72.0;8.0;-164.0
-54.0;-327.0;0.0;-235.0;117.0;85.0;-200.0
-95.0;-475.0;-82.0;-382.0;240.0;201.0;-26.0
-26.0;-317.0;-67.0;-260.0;147.0;150.0;-262.0
-148.0;-368.0;47.0;-334.0;130.0;96.0;-231.0
-63.0;-318.0;23.0;-198.0;43.0;87.0;-163.0
-64.0;-315.0;16.0;-205.0;50.0;93.0;-166.0
-64.0;-310.0;7.0;-212.0;60.0;99.0;-172.0
-131.0;-337.0;69.0;-314.0;106.0;74.0;-226.0
-155.0;-376.0;21.0;-335.0;139.0;123.0;-255.0
-131.0;-338.0;69.0;-314.0;107.0;76.0;-227.0
225.0;229.0;521.0;178.0;-491.0;-579.0;378.0
-132.0;-342.0;65.0;-315.0;109.0;80.0;-230.0
-129.0;-341.0;66.0;-315.0;108.0;79.0;-232.0
-129.0;-341.0;66.0;-316.0;108.0;80.0;-233.0
-129.0;-342.0;66.0;-315.0;107.0;80.0;-234.0
-133.0;-350.0;59.0;-318.0;112.0;88.0;-237.0
-134.0;-351.0;55.0;-321.0;115.0;91.0;-238.0
-65.0;-314.0;58.0;-314.0;119.0;41.0;-265.0
-62.0;-339.0;59.0;-296.0;96.0;58.0;-237.0
-81.0;-338.0;88.0;-289.0;87.0;2.0;-239.0
476.0;562.0;570.0;610.0;-817.0;-672.0;716.0
-407.0;-583.0;-147.0;-620.0;706.0;316.0;-453.0
-188.0;-407.0;-41.0;-404.0;220.0;190.0;-306.0
-188.0;-410.0;-14.0;-372.0;179.0;158.0;-294.0
-151.0;-370.0;7.0;-346.0;149.0;137.0;-265.0
164.0;-18.0;336.0;122.0;-305.0;-277.0;19.0
-41.0;-309.0;529.0;-729.0;269.0;-331.0;-227.0
-23.0;-256.0;52.0;-274.0;101.0;-8.0;-220.0
-140.0;-357.0;52.0;-320.0;113.0;92.0;-226.0
-141.0;-358.0;52.0;-322.0;116.0;92.0;-227.0
-156.0;-353.0;0.0;-537.0;235.0;13.0;-34.0
-145.0;-369.0;51.0;-331.0;126.0;93.0;-230.0
-168.0;-392.0;36.0;-355.0;153.0;113.0;-251.0
-125.0;-334.0;77.0;-309.0;96.0;62.0;-224.0
-45.0;-297.0;18.0;-272.0;97.0;72.0;-292.0
-53.0;-298.0;54.0;-264.0;85.0;30.0;-274.0
-151.0;-369.0;26.0;-345.0;148.0;110.0;-249.0
-130.0;-338.0;72.0;-314.0;105.0;69.0;-225.0
-116.0;-315.0;90.0;-292.0;72.0;40.0;-214.0
-340.0;-167.0;67.0;-188.0;106.0;-106.0;-392.0
-304.0;-462.0;-151.0;-480.0;385.0;308.0;-528.0
-82.0;-361.0;21.0;-341.0;161.0;99.0;-278.0
-178.0;-469.0;22.0;-404.0;204.0;29.0;-274.0
-141.0;-360.0;51.0;-323.0;117.0;92.0;-228.0
-321.0;-349.0;85.0;-229.0;29.0;52.0;-73.0
-276.0;-428.0;-145.0;-535.0;378.0;154.0;-358.0
-159.0;-382.0;20.0;-352.0;158.0;125.0;-259.0
-33.0;-301.0;-34.0;-335.0;161.0;119.0;-310.0
-361.0;-356.0;0.0;-335.0;169.0;118.0;-333.0
-204.0;-461.0;-173.0;-606.0;656.0;340.0;-409.0
-385.0;-630.0;-67.0;-459.0;290.0;196.0;-155.0
-65.0;-345.0;29.0;-291.0;122.0;99.0;-289.0
-68.0;-332.0;45.0;-353.0;225.0;-96.0;-269.0
58.0;-272.0;37.0;-283.0;125.0;39.0;-222.0
-129.0;-344.0;66.0;-315.0;107.0;81.0;-235.0
