Accelerometer LUA^ accZ;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accY;InertialMeasurementUnit BACK accX;Accelerometer BACK accZ;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
344.0;117.0;335.0;-401.0;-935.0;-655.0;356.0;-40.0;746.0
148.0;-37.0;210.0;-22.0;-1006.0;-416.0;336.0;72.0;847.0
179.0;-1.0;213.0;-197.0;-944.0;-554.0;395.0;10.0;792.0
196.0;-51.0;182.0;-104.0;-915.0;-430.0;243.0;70.0;828.0
194.0;-54.0;201.0;-235.0;-946.0;-537.0;394.0;11.0;800.0
115.0;165.0;318.0;-149.0;-993.0;-582.0;457.0;16.0;1031.0
191.0;82.0;166.0;-180.0;-974.0;-468.0;370.0;-32.0;881.0
206.0;102.0;128.0;-248.0;-971.0;-480.0;385.0;-80.0;924.0
265.0;49.0;189.0;-211.0;-983.0;-493.0;373.0;-35.0;891.0
206.0;13.0;189.0;-142.0;-980.0;-483.0;377.0;-56.0;881.0
204.0;-3.0;199.0;-204.0;-973.0;-493.0;400.0;-46.0;870.0
31.0;-126.0;169.0;-316.0;-995.0;-531.0;372.0;-115.0;783.0
286.0;43.0;403.0;-401.0;-863.0;-840.0;198.0;-203.0;557.0
184.0;-62.0;124.0;-265.0;-873.0;-552.0;273.0;-59.0;885.0
243.0;-52.0;62.0;-276.0;-944.0;-528.0;378.0;-10.0;859.0
214.0;28.0;205.0;-181.0;-955.0;-505.0;304.0;10.0;827.0
227.0;1.0;201.0;-196.0;-974.0;-512.0;399.0;-68.0;884.0
271.0;-151.0;174.0;-141.0;-887.0;-587.0;451.0;-48.0;924.0
266.0;-131.0;222.0;-147.0;-972.0;-608.0;476.0;-96.0;980.0
244.0;-89.0;252.0;-178.0;-954.0;-547.0;401.0;-163.0;840.0
241.0;-49.0;238.0;-157.0;-962.0;-545.0;378.0;-192.0;859.0
227.0;-38.0;227.0;-152.0;-968.0;-549.0;376.0;-173.0;850.0
235.0;2.0;223.0;-178.0;-959.0;-540.0;377.0;-209.0;847.0
243.0;18.0;236.0;-173.0;-969.0;-539.0;385.0;-172.0;848.0
221.0;94.0;222.0;-188.0;-964.0;-521.0;376.0;-129.0;846.0
265.0;170.0;208.0;-187.0;-969.0;-475.0;350.0;-136.0;821.0
224.0;19.0;207.0;-199.0;-944.0;-512.0;451.0;-8.0;837.0
249.0;-12.0;197.0;-202.0;-973.0;-509.0;425.0;-49.0;885.0
200.0;-15.0;198.0;-181.0;-974.0;-500.0;361.0;-59.0;894.0
143.0;7.0;210.0;-275.0;-959.0;-509.0;279.0;-10.0;844.0
112.0;-4.0;212.0;-239.0;-969.0;-548.0;316.0;-2.0;879.0
181.0;-32.0;190.0;-254.0;-947.0;-539.0;384.0;30.0;806.0
200.0;19.0;188.0;-168.0;-976.0;-528.0;222.0;7.0;838.0
223.0;3.0;199.0;-171.0;-974.0;-478.0;402.0;-47.0;885.0
213.0;-43.0;185.0;-240.0;-958.0;-550.0;371.0;14.0;804.0
165.0;-155.0;382.0;-260.0;-1051.0;-450.0;256.0;-71.0;804.0
189.0;-75.0;218.0;-259.0;-926.0;-530.0;280.0;-124.0;834.0
80.0;203.0;152.0;-273.0;-845.0;-468.0;249.0;-240.0;722.0
226.0;-27.0;187.0;-253.0;-959.0;-552.0;365.0;1.0;810.0
294.0;97.0;236.0;-267.0;-963.0;-509.0;315.0;-103.0;831.0
194.0;-3.0;194.0;-163.0;-977.0;-483.0;382.0;-46.0;874.0
284.0;56.0;245.0;-156.0;-994.0;-532.0;446.0;-80.0;863.0
231.0;-28.0;191.0;-284.0;-946.0;-544.0;377.0;13.0;811.0
204.0;16.0;193.0;-170.0;-979.0;-473.0;415.0;-38.0;869.0
254.0;11.0;196.0;-238.0;-945.0;-535.0;375.0;-37.0;797.0
214.0;0.0;204.0;-192.0;-942.0;-544.0;414.0;-6.0;825.0
205.0;-40.0;195.0;-164.0;-980.0;-496.0;386.0;-41.0;891.0
224.0;13.0;155.0;-124.0;-974.0;-547.0;366.0;-122.0;842.0
199.0;14.0;191.0;-177.0;-982.0;-504.0;374.0;-63.0;898.0
50.0;51.0;164.0;-92.0;-767.0;-489.0;386.0;58.0;872.0
199.0;-16.0;192.0;-173.0;-975.0;-503.0;378.0;-62.0;901.0
169.0;-298.0;264.0;-114.0;-895.0;-505.0;272.0;31.0;776.0
265.0;-13.0;194.0;-193.0;-942.0;-542.0;376.0;-11.0;829.0
277.0;76.0;187.0;-293.0;-1202.0;-437.0;173.0;-77.0;757.0
250.0;-12.0;194.0;-213.0;-938.0;-520.0;367.0;4.0;819.0
251.0;-70.0;245.0;-136.0;-965.0;-560.0;415.0;-177.0;843.0
203.0;8.0;190.0;-252.0;-937.0;-533.0;361.0;-20.0;839.0
198.0;-20.0;248.0;-115.0;-963.0;-545.0;395.0;-193.0;819.0
203.0;39.0;247.0;-131.0;-968.0;-576.0;419.0;-153.0;831.0
174.0;27.0;243.0;-143.0;-969.0;-563.0;439.0;-150.0;838.0
267.0;3.0;231.0;-178.0;-968.0;-479.0;480.0;-146.0;716.0
170.0;-126.0;167.0;-106.0;-979.0;-453.0;283.0;186.0;725.0
162.0;-101.0;205.0;-208.0;-975.0;-505.0;312.0;41.0;738.0
220.0;-35.0;189.0;-172.0;-976.0;-489.0;384.0;-56.0;880.0
205.0;-125.0;190.0;-59.0;-950.0;-607.0;337.0;14.0;674.0
263.0;-83.0;184.0;-130.0;-1010.0;-495.0;392.0;-41.0;846.0
210.0;-43.0;193.0;-183.0;-977.0;-500.0;386.0;-59.0;867.0
227.0;-66.0;196.0;-182.0;-975.0;-510.0;413.0;-69.0;876.0
214.0;-66.0;202.0;-190.0;-976.0;-493.0;396.0;-59.0;881.0
343.0;252.0;86.0;-259.0;-1038.0;-657.0;176.0;-301.0;694.0
223.0;21.0;181.0;-232.0;-946.0;-510.0;385.0;8.0;827.0
250.0;-277.0;396.0;-156.0;-908.0;-677.0;431.0;-314.0;732.0
395.0;-59.0;346.0;-283.0;-1195.0;-618.0;162.0;-205.0;669.0
208.0;-115.0;294.0;-186.0;-967.0;-570.0;240.0;-103.0;806.0
213.0;-43.0;203.0;-183.0;-975.0;-514.0;405.0;-59.0;878.0
255.0;-55.0;263.0;-207.0;-898.0;-589.0;354.0;-114.0;821.0
260.0;56.0;258.0;-171.0;-921.0;-553.0;361.0;-107.0;810.0
168.0;81.0;274.0;-167.0;-953.0;-558.0;337.0;-115.0;810.0
186.0;127.0;347.0;-274.0;-935.0;-563.0;237.0;-168.0;713.0
184.0;75.0;261.0;-203.0;-951.0;-530.0;327.0;-124.0;838.0
211.0;93.0;224.0;-183.0;-953.0;-513.0;334.0;-99.0;899.0
191.0;155.0;212.0;-193.0;-988.0;-493.0;296.0;-72.0;878.0
215.0;-9.0;178.0;-221.0;-991.0;-534.0;395.0;-129.0;921.0
179.0;-158.0;52.0;-266.0;-931.0;-509.0;360.0;-172.0;915.0
220.0;-315.0;193.0;-269.0;-1094.0;-410.0;433.0;-78.0;857.0
311.0;-217.0;118.0;-266.0;-1057.0;-450.0;436.0;-25.0;859.0
240.0;15.0;184.0;-268.0;-937.0;-529.0;389.0;-2.0;784.0
285.0;-119.0;186.0;-264.0;-1015.0;-515.0;416.0;-65.0;851.0
228.0;-14.0;183.0;-273.0;-940.0;-525.0;391.0;-12.0;800.0
440.0;-89.0;228.0;-374.0;-1209.0;-646.0;312.0;-289.0;697.0
278.0;-52.0;193.0;-220.0;-965.0;-541.0;367.0;-208.0;846.0
205.0;-70.0;206.0;-181.0;-974.0;-504.0;377.0;-58.0;882.0
213.0;-48.0;208.0;-181.0;-975.0;-502.0;419.0;-60.0;874.0
254.0;-249.0;211.0;-180.0;-954.0;-557.0;433.0;-120.0;830.0
262.0;15.0;182.0;-287.0;-943.0;-512.0;370.0;-17.0;798.0
247.0;50.0;189.0;-282.0;-947.0;-508.0;368.0;3.0;790.0
203.0;-30.0;208.0;-180.0;-975.0;-497.0;403.0;-67.0;850.0
190.0;-79.0;249.0;-97.0;-958.0;-578.0;378.0;-176.0;831.0
179.0;-11.0;259.0;-101.0;-955.0;-574.0;400.0;-170.0;828.0
252.0;26.0;189.0;-265.0;-947.0;-518.0;387.0;-19.0;775.0
223.0;-13.0;213.0;-175.0;-979.0;-508.0;379.0;-65.0;850.0
210.0;-4.0;214.0;-169.0;-976.0;-511.0;429.0;-71.0;861.0
265.0;47.0;188.0;-254.0;-949.0;-512.0;360.0;-13.0;793.0
264.0;-134.0;123.0;-95.0;-978.0;-764.0;277.0;-88.0;672.0
275.0;46.0;189.0;-236.0;-949.0;-517.0;336.0;-18.0;819.0
205.0;-31.0;215.0;-163.0;-964.0;-519.0;412.0;-58.0;894.0
244.0;86.0;213.0;-207.0;-938.0;-512.0;366.0;-29.0;790.0
221.0;47.0;217.0;-214.0;-937.0;-515.0;395.0;-39.0;781.0
205.0;10.0;216.0;-166.0;-969.0;-501.0;396.0;-69.0;869.0
131.0;52.0;210.0;-209.0;-922.0;-528.0;333.0;-106.0;866.0
212.0;92.0;220.0;-215.0;-928.0;-490.0;377.0;-16.0;798.0
213.0;1.0;214.0;-168.0;-975.0;-492.0;395.0;-58.0;883.0
214.0;12.0;213.0;-169.0;-974.0;-512.0;396.0;-62.0;876.0
201.0;72.0;189.0;-198.0;-973.0;-469.0;384.0;-97.0;882.0
232.0;16.0;144.0;-220.0;-949.0;-477.0;356.0;-56.0;893.0
211.0;37.0;236.0;-235.0;-927.0;-498.0;385.0;9.0;816.0
216.0;13.0;158.0;-260.0;-978.0;-465.0;390.0;-25.0;920.0
205.0;-171.0;129.0;-118.0;-854.0;-658.0;310.0;92.0;1046.0
202.0;38.0;247.0;-204.0;-934.0;-503.0;355.0;8.0;803.0
204.0;-12.0;213.0;-163.0;-973.0;-508.0;405.0;-66.0;872.0
214.0;-13.0;210.0;-162.0;-975.0;-512.0;410.0;-45.0;870.0
189.0;61.0;225.0;-196.0;-938.0;-524.0;407.0;-38.0;800.0
160.0;37.0;161.0;-18.0;-891.0;-467.0;437.0;129.0;990.0
317.0;-86.0;92.0;-302.0;-880.0;-657.0;449.0;62.0;660.0
208.0;24.0;226.0;-174.0;-937.0;-551.0;392.0;-20.0;802.0
225.0;18.0;230.0;-169.0;-937.0;-534.0;395.0;-43.0;789.0
202.0;-53.0;212.0;-166.0;-979.0;-516.0;411.0;-66.0;873.0
191.0;-37.0;214.0;-159.0;-982.0;-493.0;417.0;-50.0;883.0
212.0;107.0;164.0;-184.0;-976.0;-490.0;387.0;0.0;868.0
199.0;100.0;179.0;-159.0;-976.0;-511.0;404.0;44.0;867.0
224.0;61.0;152.0;-153.0;-1035.0;-428.0;349.0;67.0;889.0
206.0;-57.0;218.0;-149.0;-976.0;-501.0;407.0;-80.0;873.0
224.0;-160.0;191.0;-111.0;-990.0;-473.0;451.0;-84.0;853.0
176.0;-72.0;220.0;-152.0;-978.0;-521.0;416.0;-54.0;876.0
189.0;-3.0;238.0;-178.0;-943.0;-535.0;367.0;-35.0;773.0
301.0;21.0;156.0;-69.0;-925.0;-568.0;394.0;47.0;1167.0
182.0;-59.0;224.0;-154.0;-975.0;-510.0;415.0;-59.0;867.0
114.0;-10.0;288.0;-185.0;-992.0;-652.0;412.0;-237.0;794.0
163.0;11.0;239.0;-189.0;-939.0;-548.0;389.0;-23.0;765.0
153.0;15.0;243.0;-177.0;-936.0;-558.0;404.0;-7.0;761.0
215.0;27.0;268.0;-156.0;-969.0;-575.0;366.0;-203.0;836.0
222.0;56.0;257.0;-144.0;-969.0;-587.0;372.0;-183.0;769.0
207.0;11.0;157.0;-126.0;-918.0;-602.0;452.0;-227.0;717.0
-33.0;37.0;115.0;-220.0;-1056.0;-420.0;236.0;-4.0;711.0
187.0;-82.0;222.0;-155.0;-970.0;-500.0;406.0;-59.0;875.0
223.0;41.0;158.0;-177.0;-972.0;-519.0;378.0;11.0;867.0
194.0;-49.0;223.0;-151.0;-970.0;-511.0;424.0;-36.0;879.0
177.0;142.0;136.0;-124.0;-838.0;-813.0;344.0;8.0;932.0
191.0;30.0;252.0;-189.0;-930.0;-570.0;408.0;-20.0;781.0
164.0;28.0;253.0;-193.0;-929.0;-558.0;381.0;-11.0;791.0
185.0;25.0;248.0;-189.0;-924.0;-563.0;364.0;-22.0;781.0
183.0;-89.0;224.0;-137.0;-973.0;-496.0;399.0;-48.0;881.0
193.0;-73.0;220.0;-132.0;-971.0;-490.0;402.0;-37.0;889.0
212.0;11.0;203.0;-201.0;-945.0;-517.0;412.0;8.0;821.0
192.0;6.0;254.0;-185.0;-936.0;-566.0;385.0;-39.0;769.0
211.0;-91.0;209.0;-54.0;-1058.0;-535.0;478.0;-46.0;968.0
172.0;13.0;255.0;-167.0;-931.0;-582.0;374.0;-39.0;764.0
125.0;-178.0;228.0;-159.0;-1022.0;-620.0;260.0;56.0;696.0
170.0;-102.0;214.0;-118.0;-981.0;-499.0;333.0;-77.0;837.0
33.0;-28.0;196.0;-99.0;-841.0;-403.0;296.0;-109.0;878.0
227.0;-126.0;219.0;-88.0;-1074.0;-434.0;284.0;-126.0;895.0
218.0;23.0;202.0;-204.0;-948.0;-499.0;434.0;-9.0;834.0
112.0;-234.0;258.0;-251.0;-821.0;-449.0;143.0;-19.0;753.0
215.0;20.0;196.0;-206.0;-949.0;-498.0;419.0;-8.0;823.0
143.0;-12.0;258.0;-186.0;-928.0;-572.0;388.0;-20.0;774.0
196.0;-88.0;246.0;-193.0;-963.0;-445.0;387.0;-47.0;813.0
153.0;-64.0;249.0;-176.0;-933.0;-571.0;388.0;-17.0;789.0
285.0;166.0;189.0;-386.0;-861.0;-420.0;290.0;15.0;876.0
174.0;73.0;134.0;-281.0;-891.0;-477.0;340.0;-2.0;808.0
183.0;-10.0;252.0;-158.0;-929.0;-588.0;393.0;-22.0;782.0
195.0;5.0;254.0;-183.0;-933.0;-590.0;379.0;-35.0;791.0
192.0;-88.0;166.0;-179.0;-970.0;-528.0;275.0;4.0;880.0
216.0;-101.0;172.0;-262.0;-943.0;-529.0;284.0;-27.0;780.0
378.0;66.0;136.0;-466.0;-942.0;-386.0;277.0;-45.0;661.0
219.0;47.0;141.0;-282.0;-959.0;-488.0;294.0;-97.0;827.0
263.0;-151.0;242.0;-189.0;-972.0;-504.0;414.0;-20.0;813.0
201.0;26.0;253.0;-184.0;-935.0;-570.0;368.0;-40.0;772.0
180.0;21.0;254.0;-183.0;-934.0;-583.0;368.0;-38.0;781.0
248.0;30.0;193.0;-193.0;-952.0;-509.0;436.0;-9.0;823.0
199.0;-84.0;169.0;-25.0;-1055.0;-505.0;398.0;-81.0;840.0
12.0;-7.0;294.0;-85.0;-821.0;-412.0;230.0;30.0;678.0
166.0;5.0;257.0;-164.0;-931.0;-586.0;384.0;-40.0;760.0
161.0;-10.0;262.0;-169.0;-929.0;-583.0;393.0;-22.0;775.0
271.0;40.0;279.0;-212.0;-984.0;-488.0;352.0;-37.0;852.0
319.0;35.0;320.0;-96.0;-1092.0;-589.0;326.0;-177.0;828.0
156.0;-5.0;195.0;-132.0;-971.0;-556.0;304.0;19.0;810.0
172.0;-189.0;390.0;-80.0;-838.0;-382.0;278.0;-36.0;747.0
170.0;-25.0;197.0;-140.0;-973.0;-540.0;327.0;6.0;807.0
110.0;88.0;305.0;-270.0;-957.0;-649.0;353.0;-30.0;744.0
164.0;9.0;267.0;-206.0;-923.0;-572.0;376.0;-10.0;783.0
173.0;-66.0;186.0;-152.0;-977.0;-554.0;320.0;-14.0;801.0
192.0;-186.0;129.0;-113.0;-808.0;-535.0;398.0;-41.0;1076.0
208.0;48.0;288.0;-171.0;-973.0;-632.0;430.0;-183.0;772.0
193.0;-107.0;186.0;-153.0;-967.0;-559.0;312.0;-20.0;814.0
191.0;-95.0;190.0;-174.0;-970.0;-559.0;300.0;-21.0;817.0
94.0;-81.0;463.0;-314.0;-908.0;-443.0;345.0;-198.0;707.0
138.0;-11.0;265.0;-212.0;-919.0;-586.0;375.0;10.0;774.0
179.0;-23.0;261.0;-172.0;-929.0;-591.0;396.0;-40.0;788.0
223.0;-105.0;189.0;-210.0;-947.0;-546.0;303.0;-4.0;780.0
224.0;-80.0;192.0;-217.0;-949.0;-570.0;319.0;-28.0;802.0
185.0;-63.0;196.0;-230.0;-959.0;-553.0;309.0;-10.0;809.0
204.0;-6.0;189.0;-224.0;-953.0;-534.0;415.0;-11.0;835.0
196.0;-47.0;203.0;-234.0;-957.0;-559.0;316.0;7.0;802.0
277.0;-27.0;115.0;-239.0;-1016.0;-453.0;398.0;-41.0;851.0
192.0;-34.0;262.0;-192.0;-933.0;-579.0;360.0;-36.0;773.0
125.0;-44.0;296.0;-237.0;-972.0;-611.0;428.0;-131.0;848.0
191.0;-53.0;198.0;-235.0;-938.0;-560.0;304.0;-7.0;801.0
200.0;-65.0;203.0;-214.0;-945.0;-570.0;314.0;-1.0;801.0
206.0;-28.0;211.0;-216.0;-942.0;-560.0;334.0;28.0;801.0
182.0;-7.0;126.0;-228.0;-910.0;-566.0;330.0;55.0;806.0
186.0;-24.0;213.0;-220.0;-942.0;-570.0;321.0;0.0;799.0
145.0;-28.0;258.0;-158.0;-836.0;-796.0;141.0;6.0;906.0
182.0;-30.0;207.0;-205.0;-949.0;-558.0;289.0;-4.0;789.0
234.0;-33.0;205.0;-198.0;-944.0;-548.0;311.0;-35.0;778.0
183.0;-15.0;260.0;-172.0;-941.0;-589.0;360.0;-44.0;754.0
162.0;-46.0;262.0;-166.0;-941.0;-590.0;375.0;-22.0;762.0
168.0;-32.0;253.0;-202.0;-926.0;-570.0;386.0;-3.0;763.0
248.0;-6.0;204.0;-217.0;-943.0;-595.0;269.0;-25.0;810.0
234.0;32.0;187.0;-230.0;-952.0;-527.0;437.0;-9.0;831.0
137.0;-52.0;264.0;-188.0;-925.0;-582.0;380.0;-27.0;762.0
130.0;-54.0;266.0;-212.0;-923.0;-590.0;409.0;-3.0;765.0
179.0;-146.0;99.0;-229.0;-1043.0;-539.0;544.0;-181.0;882.0
118.0;-152.0;97.0;-409.0;-961.0;-529.0;617.0;-96.0;875.0
159.0;-115.0;205.0;-238.0;-951.0;-525.0;475.0;-74.0;778.0
183.0;-43.0;261.0;-214.0;-936.0;-595.0;377.0;-49.0;787.0
183.0;-56.0;257.0;-183.0;-936.0;-614.0;364.0;-39.0;784.0
212.0;8.0;208.0;-229.0;-950.0;-558.0;301.0;-25.0;828.0
153.0;78.0;212.0;-200.0;-944.0;-549.0;311.0;48.0;834.0
161.0;71.0;214.0;-188.0;-950.0;-541.0;322.0;48.0;828.0
202.0;-57.0;252.0;-160.0;-934.0;-570.0;375.0;-69.0;773.0
224.0;-4.0;186.0;-229.0;-955.0;-531.0;431.0;1.0;819.0
223.0;7.0;242.0;-194.0;-942.0;-621.0;413.0;-109.0;844.0
219.0;11.0;182.0;-221.0;-954.0;-510.0;429.0;-6.0;819.0
190.0;-38.0;256.0;-161.0;-934.0;-580.0;386.0;-78.0;777.0
183.0;-40.0;260.0;-158.0;-937.0;-594.0;406.0;-25.0;783.0
130.0;-30.0;264.0;-159.0;-936.0;-579.0;415.0;-12.0;775.0
132.0;2.0;268.0;-185.0;-927.0;-561.0;400.0;20.0;762.0
324.0;6.0;75.0;-297.0;-982.0;-410.0;443.0;12.0;923.0
132.0;-17.0;266.0;-182.0;-924.0;-578.0;398.0;-12.0;771.0
222.0;-1.0;183.0;-230.0;-952.0;-520.0;414.0;-26.0;816.0
228.0;-123.0;289.0;-195.0;-962.0;-594.0;283.0;28.0;873.0
246.0;40.0;122.0;-199.0;-993.0;-464.0;419.0;-64.0;849.0
240.0;30.0;122.0;-210.0;-982.0;-519.0;426.0;-41.0;879.0
254.0;10.0;118.0;-240.0;-963.0;-494.0;402.0;-58.0;868.0
283.0;40.0;92.0;-251.0;-986.0;-469.0;415.0;-59.0;885.0
343.0;-51.0;77.0;-299.0;-985.0;-494.0;415.0;-20.0;884.0
292.0;-2.0;125.0;-251.0;-990.0;-464.0;392.0;-41.0;878.0
286.0;6.0;91.0;-268.0;-981.0;-439.0;374.0;22.0;895.0
274.0;-25.0;115.0;-242.0;-986.0;-495.0;387.0;-64.0;864.0
264.0;-118.0;373.0;-229.0;-949.0;-448.0;311.0;86.0;883.0
219.0;-47.0;294.0;-195.0;-986.0;-545.0;284.0;-21.0;852.0
159.0;53.0;311.0;-204.0;-923.0;-547.0;322.0;5.0;887.0
209.0;-49.0;447.0;-127.0;-974.0;-452.0;386.0;77.0;1027.0
116.0;100.0;195.0;-100.0;-961.0;-549.0;324.0;60.0;810.0
154.0;116.0;321.0;-129.0;-851.0;-413.0;236.0;35.0;754.0
145.0;-24.0;265.0;-186.0;-930.0;-590.0;408.0;-9.0;791.0
175.0;-27.0;264.0;-191.0;-933.0;-566.0;403.0;-9.0;792.0
134.0;15.0;199.0;-136.0;-974.0;-570.0;334.0;22.0;820.0
142.0;-26.0;193.0;-105.0;-972.0;-537.0;302.0;-6.0;844.0
153.0;-71.0;197.0;-122.0;-971.0;-525.0;291.0;8.0;879.0
156.0;-4.0;261.0;-201.0;-932.0;-554.0;405.0;-15.0;787.0
