Accelerometer LWR accX;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE EuY;Accelerometer LH accX
-342.0;-168.0;-44;375.0
-353.0;-108.0;-40;352.0
-362.0;-119.0;-40;322.0
-360.0;-117.0;-40;329.0
-320.0;-73.0;-47;398.0
-402.0;-166.0;-41;352.0
-357.0;-121.0;-82;452.0
-365.0;-74.0;-34;425.0
-346.0;-120.0;-40;325.0
-457.0;-207.0;-37;379.0
-319.0;-99.0;-37;356.0
-340.0;-117.0;-40;323.0
-344.0;-128.0;-40;337.0
-338.0;-75.0;-39;433.0
-379.0;-111.0;-39;398.0
-373.0;-165.0;-40;367.0
-349.0;-69.0;-14;383.0
-379.0;-117.0;-40;356.0
-321.0;-97.0;-39;406.0
-341.0;-81.0;-38;376.0
-363.0;-154.0;-40;369.0
-363.0;-109.0;-38;418.0
-404.0;-119.0;-48;345.0
-348.0;-100.0;-49;389.0
-370.0;-97.0;-49;379.0
-336.0;-156.0;-49;378.0
-334.0;-130.0;-11;358.0
-362.0;-134.0;-11;420.0
-360.0;-124.0;-11;469.0
-337.0;-146.0;-35;424.0
-332.0;-132.0;-49;338.0
-397.0;-118.0;-52;383.0
-418.0;-126.0;-12;453.0
-395.0;-103.0;-54;353.0
-431.0;-102.0;-46;379.0
-412.0;-89.0;-14;385.0
-388.0;-97.0;-36;383.0
-366.0;-171.0;-17;356.0
-364.0;-109.0;-40;453.0
-398.0;-144.0;-40;441.0
-384.0;-116.0;-37;442.0
-321.0;-138.0;-43;415.0
-312.0;-138.0;-43;398.0
-365.0;-93.0;-32;375.0
-358.0;-90.0;-32;371.0
-401.0;-144.0;-67;400.0
-390.0;-86.0;-32;404.0
-408.0;-72.0;-32;398.0
-317.0;-156.0;-43;342.0
-348.0;-117.0;-35;411.0
-312.0;-121.0;-41;336.0
-409.0;-81.0;-32;384.0
-372.0;-138.0;-24;353.0
-589.0;-134.0;-45;414.0
-395.0;-130.0;-20;342.0
-398.0;-100.0;-32;360.0
-400.0;-82.0;-32;359.0
-437.0;-120.0;-23;443.0
-371.0;-127.0;-17;433.0
-360.0;-86.0;-16;412.0
-359.0;-101.0;-14;388.0
-374.0;-86.0;-32;365.0
-353.0;-76.0;-32;358.0
-360.0;-79.0;-39;364.0
-401.0;-81.0;-38;371.0
-386.0;-90.0;-44;376.0
-335.0;-92.0;-32;336.0
-340.0;-135.0;-32;358.0
-342.0;-158.0;-32;327.0
-358.0;-163.0;-37;361.0
-335.0;-149.0;15;312.0
-340.0;-145.0;-13;360.0
-360.0;-141.0;-15;398.0
-373.0;-164.0;-14;407.0
-365.0;-174.0;-17;418.0
-402.0;-147.0;-28;417.0
-385.0;-196.0;-24;438.0
-348.0;-93.0;-37;355.0
-321.0;-113.0;-34;349.0
-356.0;-183.0;-32;344.0
-315.0;-130.0;-41;433.0
-354.0;-126.0;-32;367.0
-417.0;-155.0;-40;492.0
-373.0;-125.0;-32;334.0
-364.0;-151.0;-32;330.0
-341.0;-178.0;-32;337.0
-357.0;-165.0;-43;394.0
-377.0;-117.0;-42;365.0
-379.0;-87.0;-40;366.0
-308.0;-182.0;-26;376.0
-340.0;-204.0;-41;383.0
-353.0;-180.0;-41;387.0
-361.0;-163.0;-40;396.0
-367.0;-115.0;-39;388.0
-387.0;-151.0;-39;382.0
-408.0;-122.0;-34;395.0
-408.0;-82.0;-26;438.0
-350.0;-143.0;-36;366.0
-398.0;-103.0;-18;438.0
-354.0;-134.0;-32;349.0
-373.0;-84.0;-38;440.0
-313.0;-153.0;-40;400.0
-379.0;-84.0;-41;359.0
-389.0;-128.0;-43;335.0
-374.0;-131.0;-32;333.0
-390.0;-143.0;-43;341.0
-324.0;-80.0;-39;393.0
-362.0;-165.0;-32;329.0
-394.0;-68.0;-44;382.0
-313.0;-170.0;-46;386.0
-341.0;-166.0;-32;367.0
-324.0;-86.0;-38;355.0
-354.0;-154.0;-32;336.0
-361.0;-138.0;-35;394.0
-369.0;-154.0;-32;341.0
-333.0;-140.0;-15;361.0
-346.0;-198.0;-18;375.0
-332.0;-163.0;-32;332.0
-455.0;-138.0;-37;492.0
-321.0;-99.0;-48;337.0
-397.0;-164.0;-28;407.0
-354.0;-211.0;-43;398.0
-360.0;-183.0;-43;375.0
-441.0;-89.0;-82;305.0
-380.0;-165.0;-32;332.0
-384.0;-56.0;-48;425.0
-402.0;-109.0;-39;363.0
-362.0;-127.0;-26;350.0
-319.0;-135.0;-35;410.0
-355.0;-124.0;-47;479.0
-412.0;-112.0;-35;360.0
-357.0;-160.0;-43;333.0
-310.0;-205.0;-40;391.0
-375.0;-120.0;-36;429.0
-318.0;-124.0;-26;336.0
-341.0;-137.0;-26;335.0
-338.0;-100.0;-26;363.0
-345.0;-90.0;-28;397.0
-374.0;-73.0;-28;381.0
-380.0;-81.0;-26;379.0
-445.0;-139.0;-38;426.0
-384.0;-97.0;-25;412.0
-401.0;-164.0;-21;452.0
-399.0;-126.0;-19;450.0
-413.0;-209.0;-37;444.0
-375.0;-143.0;-43;367.0
-369.0;-209.0;-43;358.0
-427.0;-155.0;-43;429.0
-363.0;-109.0;-43;362.0
-320.0;-78.0;-43;404.0
-341.0;-106.0;-36;368.0
-409.0;-100.0;-46;536.0
-347.0;-137.0;-43;420.0
-334.0;-97.0;-36;412.0
-406.0;-142.0;-43;375.0
-386.0;-120.0;-43;410.0
-368.0;-124.0;-43;394.0
-380.0;-100.0;-44;396.0
-364.0;-131.0;-44;339.0
-395.0;-158.0;-47;456.0
-307.0;-172.0;-35;362.0
-354.0;-88.0;-43;382.0
-339.0;-133.0;-43;321.0
-423.0;-123.0;-55;416.0
-360.0;-117.0;-44;367.0
-311.0;-124.0;-43;357.0
-359.0;-77.0;-43;401.0
-344.0;-167.0;-17;416.0
-347.0;-174.0;-37;374.0
-386.0;-242.0;-71;450.0
-375.0;-77.0;-43;427.0
-345.0;-158.0;-43;392.0
-382.0;-153.0;-43;356.0
-417.0;-146.0;-30;434.0
-307.0;-124.0;-39;395.0
-405.0;-104.0;-42;412.0
-417.0;-161.0;-86;442.0
-361.0;-71.0;-42;381.0
-378.0;-168.0;-45;433.0
-517.0;-211.0;-41;470.0
-369.0;-174.0;-38;352.0
-323.0;-140.0;-43;334.0
-321.0;-120.0;-43;379.0
-299.0;-79.0;-39;400.0
-370.0;-145.0;-45;386.0
-331.0;-92.0;-42;411.0
-307.0;-129.0;-43;355.0
-333.0;-152.0;-40;384.0
-352.0;-160.0;-40;451.0
-363.0;-168.0;-34;341.0
-339.0;-78.0;-42;389.0
-349.0;-164.0;-35;326.0
-324.0;-88.0;-43;377.0
-366.0;-126.0;-43;405.0
-409.0;-101.0;-27;439.0
-359.0;-122.0;-45;363.0
-369.0;-106.0;-41;382.0
-338.0;-67.0;-35;371.0
-403.0;-157.0;-59;398.0
-371.0;-100.0;-41;362.0
-391.0;-81.0;-47;429.0
-537.0;-118.0;-50;331.0
-382.0;-123.0;-43;474.0
-346.0;-74.0;-43;405.0
-336.0;-73.0;-43;387.0
-253.0;-267.0;-42;412.0
-317.0;-105.0;-41;390.0
-313.0;-95.0;-41;360.0
-429.0;-139.0;-32;467.0
-339.0;-135.0;-49;336.0
-374.0;-68.0;-29;434.0
-307.0;-133.0;-57;375.0
-335.0;-157.0;-15;367.0
-342.0;-174.0;-15;353.0
-333.0;-137.0;-16;370.0
-340.0;-122.0;-17;377.0
-361.0;-162.0;-18;385.0
-344.0;-116.0;-25;411.0
-377.0;-193.0;-44;380.0
-316.0;-118.0;-41;330.0
-360.0;-115.0;-44;359.0
-325.0;-115.0;-41;336.0
-340.0;-108.0;-43;465.0
-384.0;-109.0;-43;431.0
-339.0;-95.0;-41;337.0
-321.0;-148.0;-38;504.0
-319.0;-113.0;-41;353.0
-347.0;-93.0;-41;356.0
-370.0;-140.0;-45;341.0
-352.0;-115.0;-41;368.0
-342.0;-105.0;-41;388.0
-370.0;-106.0;-41;403.0
-338.0;-174.0;-43;370.0
-368.0;-118.0;-41;383.0
-389.0;-114.0;-46;430.0
-351.0;-118.0;-41;383.0
-384.0;-112.0;-48;395.0
-360.0;-117.0;-41;379.0
-328.0;-139.0;-43;328.0
-346.0;-128.0;-32;452.0
-318.0;-139.0;-43;360.0
-404.0;-106.0;-49;433.0
-365.0;-60.0;-38;419.0
-352.0;-205.0;-37;402.0
-349.0;-99.0;-40;381.0
-362.0;-75.0;-43;426.0
-337.0;-120.0;-41;376.0
-307.0;-114.0;-41;347.0
-418.0;-96.0;-28;440.0
-356.0;-125.0;-40;441.0
-362.0;-113.0;-48;354.0
-348.0;-135.0;-40;399.0
-361.0;-64.0;-44;378.0
-334.0;-127.0;-37;347.0
-309.0;-144.0;-41;350.0
-311.0;-118.0;-41;345.0
-415.0;-122.0;-41;434.0
-307.0;-167.0;-38;363.0
-313.0;-116.0;-41;356.0
-355.0;-129.0;-41;354.0
-326.0;-89.0;-43;354.0
-326.0;-109.0;-41;328.0
-336.0;-92.0;-41;362.0
-347.0;-100.0;-41;359.0
-390.0;-91.0;-40;439.0
-327.0;-110.0;-41;353.0
-326.0;-135.0;-41;364.0
-304.0;-96.0;-43;358.0
-299.0;-110.0;-41;390.0
-373.0;-90.0;-40;451.0
-313.0;-121.0;-41;351.0
-319.0;-127.0;-41;358.0
-336.0;-112.0;-41;352.0
-314.0;-100.0;-36;356.0
-304.0;-102.0;-41;359.0
-399.0;-131.0;-58;448.0
-319.0;-106.0;-39;335.0
-358.0;-205.0;-37;459.0
-309.0;-140.0;-41;351.0
-313.0;-141.0;-41;380.0
-333.0;-115.0;-41;377.0
-318.0;-192.0;-40;334.0
-330.0;-112.0;-41;371.0
-331.0;-108.0;-41;366.0
-331.0;-127.0;-41;392.0
-345.0;-118.0;-41;366.0
-321.0;-108.0;-41;353.0
-349.0;-110.0;-41;411.0
-335.0;-136.0;-41;375.0
-371.0;-85.0;-26;363.0
-321.0;-76.0;-43;360.0
-316.0;-123.0;-41;350.0
-323.0;-154.0;-41;340.0
-321.0;-155.0;-41;341.0
-340.0;-160.0;-41;379.0
-324.0;-139.0;-41;421.0
-311.0;-166.0;-41;415.0
-337.0;-150.0;-41;427.0
-329.0;-154.0;-41;445.0
-296.0;-141.0;-41;386.0
-333.0;-128.0;-41;337.0
-384.0;-127.0;-40;329.0
-327.0;-119.0;-41;350.0
-331.0;-133.0;-41;334.0
-333.0;-137.0;-41;370.0
-366.0;-155.0;-41;383.0
-389.0;-138.0;-41;352.0
-376.0;-127.0;-41;350.0
-354.0;-117.0;-41;347.0
-311.0;-110.0;-41;385.0
-384.0;-117.0;-40;357.0
-366.0;-122.0;-41;387.0
-370.0;-137.0;-41;422.0
-339.0;-139.0;-41;334.0
-311.0;-145.0;-41;341.0
-353.0;-150.0;-41;357.0
-362.0;-149.0;-41;351.0
-309.0;-84.0;-43;369.0
-313.0;-99.0;-43;345.0
-333.0;-139.0;-41;357.0
-389.0;-206.0;-52;402.0
-320.0;-126.0;-41;359.0
-340.0;-118.0;-41;349.0
-328.0;-118.0;-41;339.0
-334.0;-118.0;-41;347.0
-348.0;-117.0;-41;380.0
-339.0;-122.0;-41;368.0
-322.0;-136.0;-41;362.0
-356.0;-139.0;-41;336.0
-343.0;-128.0;-41;334.0
-348.0;-135.0;-41;365.0
-350.0;-122.0;-41;339.0
-361.0;-109.0;-40;350.0
-369.0;-109.0;-40;369.0
-332.0;-128.0;-41;325.0
-332.0;-101.0;-41;379.0
-401.0;-89.0;-54;382.0
-316.0;-118.0;-41;377.0
-338.0;-97.0;-41;330.0
-316.0;-138.0;-41;332.0
-385.0;-97.0;-41;347.0
-328.0;-136.0;-41;365.0
-355.0;-128.0;-41;392.0
-353.0;-119.0;-41;388.0
-332.0;-107.0;-41;375.0
-321.0;-112.0;-41;342.0
-333.0;-132.0;-41;330.0
-310.0;-93.0;-43;360.0
-353.0;-102.0;-41;325.0
-330.0;-193.0;-71;408.0
-333.0;-118.0;-41;345.0
-315.0;-119.0;-43;335.0
-377.0;-112.0;-41;430.0
-335.0;-111.0;-41;366.0
-344.0;-136.0;-41;400.0
-368.0;-139.0;-41;389.0
-378.0;-139.0;-41;370.0
-351.0;-119.0;-41;354.0
-351.0;-136.0;-41;351.0
-357.0;-110.0;-41;356.0
-347.0;-101.0;-41;425.0
-321.0;-91.0;-41;351.0
-330.0;-105.0;-41;380.0
-315.0;-114.0;-41;389.0
-391.0;-108.0;-33;423.0
-311.0;-126.0;-43;337.0
-330.0;-120.0;-41;359.0
-330.0;-112.0;-41;339.0
-349.0;-136.0;-39;347.0
-373.0;-106.0;-40;376.0
-335.0;-107.0;-41;337.0
-388.0;-108.0;-40;359.0
-403.0;-114.0;-40;388.0
-328.0;-128.0;-41;326.0
-392.0;-105.0;-40;413.0
-331.0;-122.0;-41;392.0
-351.0;-110.0;-41;364.0
-359.0;-126.0;-54;431.0
-332.0;-75.0;-43;354.0
-312.0;-116.0;-41;343.0
-323.0;-93.0;-41;360.0
-329.0;-91.0;-43;362.0
-316.0;-97.0;-41;345.0
-312.0;-115.0;-41;349.0
-319.0;-105.0;-41;351.0
-320.0;-115.0;-41;358.0
-323.0;-114.0;-41;352.0
-309.0;-104.0;-41;348.0
-322.0;-103.0;-41;358.0
-318.0;-108.0;-41;358.0
-323.0;-109.0;-41;371.0
-335.0;-131.0;-41;375.0
-328.0;-132.0;-41;400.0
-341.0;-131.0;-41;384.0
-305.0;-128.0;-41;347.0
-329.0;-122.0;-41;367.0
-331.0;-137.0;-41;352.0
-319.0;-139.0;-41;330.0
-313.0;-128.0;-41;350.0
-321.0;-99.0;-41;338.0
-301.0;-141.0;-41;364.0
-318.0;-173.0;-41;366.0
-329.0;-136.0;-41;362.0
-347.0;-137.0;-41;388.0
-360.0;-144.0;-41;388.0
-338.0;-136.0;-41;321.0
-328.0;-131.0;-41;382.0
-350.0;-136.0;-41;370.0
-346.0;-104.0;-41;348.0
-314.0;-143.0;-41;370.0
-323.0;-136.0;-41;379.0
-339.0;-136.0;-41;378.0
-346.0;-144.0;-41;392.0
-342.0;-154.0;-41;397.0
-321.0;-124.0;-41;386.0
-322.0;-111.0;-41;375.0
-313.0;-128.0;-41;364.0
-312.0;-116.0;-41;336.0
-328.0;-139.0;-41;323.0
-349.0;-128.0;-41;343.0
-340.0;-114.0;-41;350.0
-320.0;-106.0;-41;369.0
-321.0;-116.0;-41;349.0
-408.0;-127.0;-40;422.0
-310.0;-110.0;-41;351.0
-306.0;-133.0;-41;340.0
-321.0;-109.0;-41;342.0
-301.0;-118.0;-41;364.0
-311.0;-116.0;-41;353.0
-344.0;-90.0;-41;379.0
-344.0;-118.0;-41;386.0
-338.0;-143.0;-41;359.0
-349.0;-108.0;-41;405.0
-350.0;-122.0;-41;418.0
-350.0;-129.0;-41;377.0
-338.0;-97.0;-41;376.0
-336.0;-86.0;-41;379.0
-342.0;-88.0;-41;388.0
-314.0;-118.0;-41;371.0
-328.0;-107.0;-41;360.0
-324.0;-94.0;-41;345.0
-309.0;-106.0;-41;340.0
-306.0;-90.0;-41;362.0
-313.0;-105.0;-41;369.0
-311.0;-127.0;-41;344.0
-311.0;-118.0;-41;358.0
-309.0;-112.0;-41;354.0
-313.0;-128.0;-41;336.0
-318.0;-110.0;-41;363.0
-334.0;-143.0;-41;341.0
-329.0;-97.0;-41;386.0
-324.0;-115.0;-41;335.0
-339.0;-117.0;-41;345.0
-337.0;-118.0;-41;373.0
-312.0;-118.0;-41;352.0
-325.0;-110.0;-41;353.0
-333.0;-120.0;-41;328.0
-321.0;-114.0;-41;376.0
-315.0;-112.0;-41;336.0
-330.0;-99.0;-41;350.0
-337.0;-122.0;-41;368.0
-344.0;-97.0;-41;368.0
-312.0;-122.0;-41;348.0
-332.0;-108.0;-41;353.0
-337.0;-117.0;-41;326.0
-325.0;-118.0;-41;383.0
-349.0;-100.0;-41;378.0
-323.0;-91.0;-41;340.0
-306.0;-102.0;-41;368.0
-337.0;-107.0;-41;368.0
-333.0;-101.0;-41;339.0
-311.0;-109.0;-41;337.0
-307.0;-124.0;-41;377.0
-321.0;-120.0;-41;330.0
-361.0;-97.0;-41;371.0
-344.0;-93.0;-41;360.0
-324.0;-111.0;-41;380.0
-332.0;-107.0;-41;362.0
-337.0;-109.0;-41;380.0
-336.0;-109.0;-41;322.0
-307.0;-115.0;-41;342.0
-312.0;-105.0;-41;356.0
-325.0;-117.0;-41;356.0
-330.0;-114.0;-41;351.0
-331.0;-106.0;-41;379.0
-340.0;-124.0;-41;398.0
-329.0;-94.0;-41;399.0
-336.0;-125.0;-41;391.0
-346.0;-114.0;-41;371.0
-346.0;-118.0;-41;360.0
-307.0;-117.0;-41;343.0
-323.0;-133.0;-41;344.0
-337.0;-100.0;-41;380.0
-340.0;-100.0;-41;351.0
-318.0;-100.0;-41;346.0
-322.0;-92.0;-41;354.0
-331.0;-118.0;-41;348.0
-348.0;-135.0;-41;365.0
-320.0;-126.0;-41;368.0
-347.0;-119.0;-41;403.0
-356.0;-111.0;-41;392.0
-336.0;-118.0;-41;360.0
-334.0;-97.0;-41;396.0
-309.0;-146.0;-41;347.0
-324.0;-119.0;-41;339.0
-378.0;-112.0;-40;423.0
-315.0;-101.0;-41;350.0
-344.0;-126.0;-41;320.0
-299.0;-129.0;-41;362.0
-379.0;-114.0;-41;377.0
-347.0;-139.0;-41;400.0
-339.0;-136.0;-41;325.0
-325.0;-120.0;-41;327.0
-323.0;-118.0;-41;331.0
-355.0;-118.0;-41;371.0
-324.0;-110.0;-41;362.0
-309.0;-126.0;-41;357.0
-332.0;-136.0;-41;384.0
-323.0;-118.0;-41;370.0
-326.0;-119.0;-41;383.0
-359.0;-129.0;-41;364.0
-333.0;-123.0;-41;370.0
-336.0;-113.0;-41;359.0
-345.0;-114.0;-41;340.0
-355.0;-114.0;-41;461.0
-360.0;-131.0;-41;389.0
-328.0;-106.0;-41;404.0
-326.0;-108.0;-41;343.0
-330.0;-100.0;-41;397.0
-341.0;-126.0;-41;399.0
-379.0;-112.0;-40;414.0
-322.0;-104.0;-41;367.0
-321.0;-114.0;-43;340.0
-323.0;-106.0;-41;378.0
-310.0;-121.0;-41;372.0
-336.0;-95.0;-41;337.0
-341.0;-96.0;-41;382.0
-317.0;-109.0;-41;343.0
-319.0;-109.0;-41;341.0
-379.0;-158.0;-44;449.0
-326.0;-101.0;-46;400.0
-399.0;-122.0;-40;427.0
-327.0;-121.0;-41;359.0
-332.0;-109.0;-41;330.0
-316.0;-102.0;-41;370.0
-334.0;-105.0;-41;380.0
-320.0;-102.0;-41;388.0
-320.0;-92.0;-41;402.0
-325.0;-98.0;-41;377.0
-338.0;-108.0;-41;383.0
-341.0;-109.0;-41;323.0
-333.0;-91.0;-41;351.0
-321.0;-89.0;-41;359.0
-321.0;-134.0;-41;338.0
-318.0;-117.0;-41;336.0
-323.0;-100.0;-41;338.0
-317.0;-102.0;-41;369.0
-319.0;-98.0;-41;338.0
-302.0;-122.0;-41;354.0
-308.0;-102.0;-41;357.0
-340.0;-111.0;-41;394.0
-315.0;-94.0;-41;364.0
-329.0;-98.0;-41;370.0
-332.0;-118.0;-41;366.0
-321.0;-101.0;-41;360.0
-330.0;-129.0;-41;379.0
-331.0;-124.0;-41;341.0
-331.0;-104.0;-41;376.0
-330.0;-107.0;-41;378.0
-319.0;-127.0;-41;367.0
-342.0;-111.0;-41;350.0
-319.0;-111.0;-41;351.0
-316.0;-89.0;-41;369.0
-315.0;-104.0;-41;347.0
-320.0;-104.0;-41;354.0
-342.0;-109.0;-41;366.0
-325.0;-100.0;-41;381.0
-321.0;-118.0;-41;380.0
-320.0;-108.0;-41;394.0
-349.0;-112.0;-41;381.0
-340.0;-125.0;-41;411.0
-327.0;-130.0;-41;322.0
-309.0;-100.0;-41;342.0
-384.0;-165.0;-32;313.0
-323.0;-75.0;-40;423.0
-361.0;-2.0;-45;428.0
-303.0;-123.0;-41;339.0
-351.0;-54.0;-42;406.0
-307.0;-119.0;-41;336.0
-370.0;-161.0;-39;507.0
-312.0;-102.0;-44;442.0
-333.0;-201.0;-43;432.0
-440.0;-99.0;-37;408.0
-331.0;-92.0;-34;332.0
-308.0;-113.0;-41;442.0
-449.0;-93.0;-40;445.0
-255.0;-217.0;-41;496.0
-318.0;-1.0;-43;377.0
-388.0;-56.0;-47;391.0
-421.0;-73.0;-32;400.0
-424.0;-47.0;-75;409.0
-405.0;-107.0;-42;338.0
-409.0;-113.0;-38;340.0
-388.0;-175.0;-32;331.0
-398.0;-61.0;-32;392.0
-526.0;-172.0;-55;389.0
-392.0;-211.0;-39;323.0
-399.0;-182.0;-87;452.0
-303.0;-90.0;-43;360.0
-402.0;-39.0;-17;439.0
-402.0;-54.0;-46;526.0
-362.0;-53.0;-40;414.0
-273.0;-212.0;-8;385.0
-307.0;-100.0;-41;344.0
-334.0;-109.0;-41;322.0
-310.0;-116.0;-41;332.0
-392.0;-59.0;-26;399.0
-311.0;-127.0;-41;331.0
-361.0;-101.0;-43;486.0
-308.0;-91.0;-43;354.0
-310.0;-84.0;-42;359.0
-305.0;-97.0;-41;347.0
-325.0;-155.0;-15;336.0
-297.0;-117.0;-41;350.0
-348.0;-64.0;-74;402.0
-370.0;-101.0;-40;313.0
-294.0;-141.0;-41;361.0
-310.0;-127.0;-41;332.0
-317.0;-127.0;-41;325.0
-301.0;-136.0;-41;345.0
-312.0;-133.0;-43;330.0
-320.0;-118.0;-41;324.0
-312.0;-129.0;-41;331.0
-331.0;-156.0;-41;325.0
-303.0;-91.0;-41;358.0
-310.0;-89.0;-43;350.0
-304.0;-116.0;-41;341.0
-323.0;-110.0;-41;326.0
-308.0;-102.0;-41;340.0
-298.0;-107.0;-41;351.0
-381.0;-66.0;1;388.0
-310.0;-99.0;-41;326.0
-292.0;-72.0;-43;349.0
-421.0;59.0;-61;339.0
-339.0;-138.0;-43;310.0
-314.0;-100.0;-41;318.0
-358.0;-64.0;-41;342.0
-327.0;-99.0;-41;315.0
-177.0;-352.0;-50;527.0
-310.0;-107.0;-41;318.0
-296.0;-104.0;-41;345.0
-318.0;-345.0;-59;550.0
-330.0;-94.0;-41;325.0
-292.0;-30.0;-42;398.0
-176.0;-65.0;-38;378.0
-284.0;-106.0;-40;394.0
-333.0;-91.0;-31;493.0
-442.0;-318.0;-51;332.0
-350.0;-12.0;-36;358.0
-311.0;-79.0;-41;325.0
-318.0;-74.0;-43;338.0
-447.0;-159.0;-77;386.0
-295.0;-99.0;-42;339.0
-330.0;-53.0;-45;339.0
-237.0;-156.0;-42;412.0
-301.0;-116.0;-41;340.0
-333.0;-136.0;-41;316.0
-302.0;-91.0;-41;359.0
-248.0;-136.0;-41;470.0
-252.0;-251.0;-43;362.0
-311.0;-60.0;-43;352.0
-342.0;-286.0;-40;506.0
-313.0;-119.0;-41;320.0
-610.0;-361.0;-50;319.0
-232.0;-615.0;-39;134.0
-287.0;-125.0;-40;343.0
-321.0;-76.0;-33;344.0
-302.0;-83.0;-43;337.0
-283.0;-45.0;-37;361.0
-331.0;-150.0;-41;314.0
-456.0;-190.0;-45;562.0
-295.0;-124.0;-39;454.0
-305.0;-144.0;-43;315.0
-344.0;-244.0;-38;546.0
-358.0;-197.0;-76;351.0
-310.0;-94.0;-41;341.0
-290.0;-117.0;-41;332.0
-669.0;-7.0;-44;422.0
-260.0;-29.0;-41;323.0
-300.0;-109.0;-41;339.0
-508.0;-344.0;-50;591.0
-353.0;-99.0;-40;308.0
-316.0;-127.0;-41;321.0
-397.0;-124.0;-41;320.0
-448.0;-145.0;-39;351.0
-418.0;-126.0;-45;338.0
-643.0;-103.0;-44;515.0
-406.0;-137.0;-40;215.0
-319.0;-184.0;-40;474.0
-343.0;-173.0;-32;262.0
-243.0;-211.0;-42;318.0
-319.0;-118.0;-40;321.0
-309.0;-119.0;-41;330.0
-424.0;-118.0;-61;479.0
-295.0;-136.0;-41;330.0
-459.0;-489.0;-39;553.0
-321.0;-154.0;-41;323.0
-375.0;-72.0;-44;304.0
-435.0;-83.0;-39;609.0
-303.0;-99.0;-41;341.0
-366.0;-50.0;-40;342.0
-319.0;-118.0;-41;306.0
-291.0;-114.0;-39;332.0
-292.0;-99.0;-43;359.0
-342.0;-114.0;-40;310.0
-306.0;-667.0;-36;417.0
-339.0;-113.0;-40;311.0
-299.0;-135.0;-43;337.0
-422.0;-69.0;-48;378.0
-311.0;-83.0;-43;340.0
-349.0;-65.0;-38;217.0
-307.0;-109.0;-41;328.0
-331.0;-119.0;-41;314.0
-307.0;-110.0;-41;319.0
-303.0;-117.0;-41;333.0
-289.0;-145.0;-43;364.0
-293.0;-88.0;-59;369.0
-384.0;-345.0;-42;413.0
-314.0;59.0;-40;458.0
-310.0;-97.0;-51;335.0
-322.0;-164.0;-49;330.0
-303.0;-92.0;-43;341.0
-244.0;42.0;-42;778.0
-338.0;-346.0;-43;437.0
-297.0;-399.0;-43;390.0
-468.0;-23.0;-39;998.0
-411.0;-119.0;-38;334.0
-494.0;-334.0;-50;744.0
-424.0;-130.0;-42;519.0
-554.0;-129.0;-44;622.0
-740.0;-221.0;-35;457.0
-321.0;-46.0;-14;307.0
-368.0;-2.0;-42;312.0
-297.0;-93.0;-41;290.0
-746.0;20.0;-39;965.0
-383.0;-85.0;-40;499.0
-524.0;-52.0;-44;399.0
-471.0;-80.0;-33;359.0
-323.0;-100.0;-41;320.0
-458.0;75.0;-42;698.0
-316.0;-100.0;-30;458.0
-386.0;-29.0;-43;408.0
-277.0;-94.0;-39;376.0
-329.0;-36.0;-38;423.0
