InertialMeasurementUnit LUA gyroY;Accelerometer LUA_ accX;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit LLA accZ;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit R-SHOE Compass;Accelerometer RKN^ accZ;Accelerometer BACK accX
?;-20.0;-63.0;-43.0;303.0;-5.0;306.0;?;134.0;75;-7;219.0;74.0
10.0;-1.0;?;-40.0;308.0;-1.0;296.0;?;153.0;75;-7;208.0;68.0
55.0;29.0;-63.0;-35.0;312.0;4.0;277.0;13;159.0;75;-7;208.0;?
72.0;39.0;-69.0;-22.0;316.0;7.0;285.0;13;163.0;75;-7;200.0;64.0
44.0;41.0;?;-8.0;318.0;1.0;275.0;13;156.0;75;-7;213.0;97.0
58.0;31.0;-40.0;5.0;321.0;-7.0;290.0;13;129.0;75;-7;200.0;99.0
?;-19.0;-38.0;16.0;319.0;-11.0;315.0;13;122.0;75;-7;300.0;110.0
135.0;-27.0;-72.0;17.0;320.0;-28.0;314.0;14;153.0;75;-7;208.0;83.0
150.0;-14.0;-77.0;18.0;319.0;-21.0;291.0;14;198.0;75;-7;41.0;74.0
120.0;-12.0;-71.0;21.0;321.0;-11.0;261.0;14;220.0;75;-7;55.0;95.0
64.0;4.0;-69.0;28.0;319.0;-1.0;275.0;14;219.0;75;-7;162.0;78.0
-6.0;23.0;-56.0;33.0;318.0;7.0;323.0;14;181.0;75;-7;225.0;67.0
-67.0;13.0;-53.0;38.0;315.0;18.0;340.0;14;146.0;75;-7;206.0;78.0
-49.0;1.0;-55.0;36.0;313.0;24.0;335.0;14;128.0;75;-7;260.0;84.0
-51.0;7.0;-50.0;37.0;311.0;5.0;?;14;133.0;75;?;323.0;62.0
-80.0;24.0;-42.0;?;310.0;8.0;308.0;14;141.0;75;-7;375.0;61.0
-89.0;23.0;-45.0;36.0;309.0;8.0;289.0;?;145.0;?;-7;362.0;55.0
-112.0;35.0;-36.0;?;307.0;3.0;275.0;13;156.0;75;-7;407.0;100.0
-138.0;0.0;-34.0;30.0;309.0;3.0;303.0;13;154.0;75;?;?;108.0
-147.0;?;-44.0;29.0;308.0;-6.0;285.0;14;156.0;75;-7;250.0;195.0
-166.0;23.0;?;30.0;311.0;-16.0;315.0;15;165.0;75;-7;265.0;15.0
-160.0;184.0;-75.0;34.0;310.0;-9.0;300.0;?;169.0;75;-7;255.0;319.0
-151.0;281.0;-115.0;39.0;311.0;-21.0;299.0;15;165.0;75;-7;238.0;321.0
-182.0;192.0;-91.0;42.0;311.0;10.0;329.0;15;179.0;75;-7;264.0;219.0
-94.0;104.0;-9.0;47.0;308.0;-62.0;310.0;15;34.0;75;?;246.0;250.0
84.0;73.0;-502.0;50.0;303.0;-89.0;318.0;15;96.0;74;-7;242.0;161.0
?;104.0;-276.0;63.0;299.0;?;317.0;15;288.0;74;-7;240.0;277.0
518.0;83.0;-201.0;63.0;301.0;-13.0;259.0;15;457.0;75;-7;224.0;283.0
307.0;34.0;-152.0;64.0;296.0;126.0;216.0;15;459.0;75;-7;238.0;203.0
87.0;24.0;-177.0;70.0;289.0;205.0;334.0;15;237.0;75;-7;263.0;234.0
59.0;?;-295.0;?;282.0;91.0;559.0;15;194.0;75;-7;261.0;247.0
113.0;18.0;-184.0;80.0;?;35.0;568.0;15;231.0;75;-7;248.0;265.0
116.0;?;-192.0;83.0;279.0;109.0;447.0;15;248.0;75;?;263.0;236.0
104.0;85.0;-183.0;84.0;280.0;175.0;421.0;15;200.0;75;-7;?;254.0
15.0;68.0;-203.0;89.0;283.0;158.0;372.0;15;?;75;-7;286.0;224.0
8.0;47.0;-207.0;94.0;281.0;87.0;428.0;15;166.0;75;-7;263.0;225.0
9.0;28.0;-205.0;95.0;284.0;60.0;365.0;15;186.0;75;-7;140.0;?
13.0;31.0;-189.0;86.0;288.0;55.0;332.0;15;220.0;75;?;560.0;197.0
-91.0;25.0;-162.0;75.0;292.0;52.0;323.0;15;222.0;75;-7;156.0;203.0
-120.0;4.0;-152.0;66.0;298.0;42.0;351.0;15;201.0;75;?;-324.0;208.0
-149.0;-17.0;-157.0;65.0;302.0;17.0;358.0;15;194.0;75;-7;178.0;212.0
-180.0;?;-139.0;63.0;309.0;11.0;371.0;15;190.0;74;-7;-161.0;220.0
-209.0;20.0;-133.0;66.0;312.0;?;395.0;15;173.0;74;?;90.0;240.0
?;5.0;-141.0;65.0;317.0;-9.0;379.0;15;171.0;74;-8;74.0;240.0
-253.0;-31.0;-144.0;67.0;321.0;-19.0;361.0;15;154.0;74;-8;115.0;237.0
-293.0;-37.0;-160.0;71.0;324.0;-19.0;?;14;136.0;?;?;183.0;208.0
-256.0;-12.0;-171.0;74.0;325.0;-39.0;334.0;14;135.0;74;-8;236.0;214.0
-211.0;-4.0;-151.0;77.0;326.0;-29.0;324.0;14;146.0;74;-8;200.0;204.0
-205.0;27.0;-125.0;77.0;325.0;-16.0;323.0;14;150.0;74;-8;136.0;166.0
?;11.0;-126.0;72.0;326.0;-19.0;306.0;14;132.0;74;-8;121.0;118.0
-143.0;10.0;-132.0;69.0;322.0;-22.0;304.0;?;114.0;74;-8;117.0;124.0
-82.0;1.0;-113.0;69.0;322.0;-23.0;294.0;14;112.0;74;-8;198.0;112.0
45.0;20.0;-80.0;65.0;319.0;-19.0;286.0;15;128.0;74;-8;165.0;105.0
128.0;17.0;-59.0;62.0;315.0;-29.0;294.0;15;147.0;74;-8;146.0;58.0
184.0;6.0;-66.0;64.0;311.0;?;283.0;15;167.0;74;-8;114.0;68.0
203.0;4.0;-66.0;63.0;308.0;-36.0;287.0;15;169.0;74;-8;140.0;72.0
222.0;22.0;-63.0;60.0;307.0;-32.0;300.0;15;171.0;73;-8;128.0;65.0
236.0;21.0;-41.0;58.0;?;-20.0;321.0;15;169.0;73;-8;210.0;59.0
208.0;32.0;-41.0;57.0;302.0;?;315.0;15;174.0;74;-8;234.0;?
160.0;22.0;-37.0;56.0;298.0;-2.0;298.0;15;?;74;-8;98.0;39.0
116.0;19.0;-33.0;58.0;297.0;?;289.0;15;171.0;74;-8;99.0;36.0
111.0;15.0;-15.0;57.0;299.0;16.0;287.0;15;170.0;74;-8;154.0;43.0
96.0;-10.0;-11.0;54.0;300.0;23.0;311.0;15;166.0;74;-8;256.0;56.0
31.0;-39.0;-18.0;53.0;300.0;22.0;314.0;15;178.0;74;-7;206.0;51.0
-2.0;-15.0;-18.0;?;300.0;26.0;315.0;15;187.0;74;-7;?;70.0
?;26.0;-25.0;?;304.0;23.0;305.0;15;192.0;74;-7;232.0;43.0
-112.0;58.0;-28.0;46.0;305.0;14.0;313.0;14;190.0;75;-8;257.0;45.0
?;48.0;-49.0;43.0;309.0;0.0;334.0;14;178.0;75;-7;228.0;34.0
-171.0;47.0;-38.0;40.0;313.0;-1.0;340.0;?;171.0;75;?;209.0;2.0
-167.0;58.0;-22.0;34.0;314.0;-4.0;324.0;13;163.0;75;-7;252.0;21.0
-162.0;-88.0;-7.0;23.0;319.0;-6.0;331.0;13;167.0;75;-7;264.0;?
-171.0;-115.0;13.0;15.0;321.0;-8.0;309.0;13;197.0;75;-7;262.0;72.0
-203.0;182.0;11.0;9.0;327.0;-7.0;302.0;14;211.0;75;?;272.0;139.0
-228.0;173.0;-36.0;9.0;330.0;?;310.0;13;210.0;75;-7;222.0;435.0
-234.0;170.0;-94.0;14.0;333.0;-1.0;331.0;12;202.0;74;-7;228.0;512.0
-246.0;168.0;-15.0;25.0;334.0;2.0;355.0;12;162.0;74;-7;240.0;?
-42.0;83.0;-334.0;36.0;332.0;?;351.0;12;125.0;74;-7;260.0;272.0
31.0;86.0;-526.0;54.0;331.0;-53.0;335.0;12;264.0;74;-7;256.0;266.0
321.0;155.0;-356.0;?;327.0;-45.0;309.0;12;403.0;75;-7;253.0;353.0
373.0;132.0;?;67.0;321.0;86.0;291.0;13;467.0;75;-7;294.0;241.0
149.0;100.0;-226.0;61.0;309.0;193.0;407.0;13;339.0;75;-7;309.0;210.0
129.0;61.0;?;47.0;301.0;134.0;549.0;14;261.0;75;-7;333.0;235.0
124.0;10.0;-227.0;?;290.0;61.0;582.0;14;260.0;75;-7;286.0;195.0
181.0;41.0;-209.0;?;283.0;95.0;?;14;289.0;75;-7;250.0;191.0
184.0;71.0;-207.0;9.0;280.0;145.0;463.0;14;311.0;75;-7;135.0;210.0
45.0;86.0;-169.0;8.0;279.0;170.0;380.0;?;278.0;75;?;208.0;206.0
36.0;44.0;-159.0;15.0;279.0;129.0;419.0;14;223.0;75;-7;400.0;178.0
34.0;18.0;-185.0;26.0;?;70.0;465.0;?;215.0;75;-7;216.0;172.0
65.0;15.0;-202.0;34.0;277.0;52.0;417.0;15;236.0;75;-7;308.0;174.0
77.0;16.0;-168.0;33.0;278.0;40.0;389.0;15;267.0;75;-7;-88.0;163.0
27.0;35.0;-150.0;27.0;281.0;45.0;400.0;15;275.0;75;-7;-1057.0;154.0
-12.0;38.0;-150.0;20.0;284.0;36.0;374.0;15;253.0;75;-7;?;166.0
-38.0;7.0;-144.0;21.0;289.0;21.0;386.0;15;227.0;75;-7;-221.0;168.0
-71.0;2.0;-132.0;26.0;292.0;12.0;404.0;15;212.0;75;-7;-189.0;143.0
?;-12.0;-137.0;31.0;294.0;8.0;389.0;14;200.0;75;-7;-73.0;172.0
-106.0;23.0;-145.0;31.0;299.0;3.0;393.0;14;205.0;75;-8;16.0;163.0
-123.0;13.0;-145.0;33.0;306.0;-1.0;365.0;14;209.0;75;-8;126.0;160.0
-171.0;18.0;-137.0;36.0;308.0;0.0;353.0;14;209.0;74;-8;191.0;177.0
-202.0;0.0;-144.0;40.0;311.0;3.0;352.0;15;186.0;74;-8;194.0;165.0
?;1.0;-146.0;44.0;311.0;-8.0;371.0;15;160.0;74;-7;200.0;164.0
-198.0;-2.0;-150.0;47.0;312.0;-13.0;351.0;14;150.0;74;-7;129.0;157.0
-165.0;5.0;-146.0;50.0;313.0;-13.0;338.0;14;159.0;74;-7;168.0;147.0
-105.0;32.0;-118.0;51.0;314.0;-10.0;311.0;14;172.0;74;-7;149.0;129.0
-77.0;25.0;-119.0;50.0;311.0;-10.0;317.0;14;166.0;74;-7;195.0;115.0
-59.0;19.0;-120.0;44.0;309.0;?;327.0;15;152.0;?;-7;162.0;115.0
-13.0;18.0;-105.0;43.0;308.0;-15.0;?;15;149.0;75;-7;135.0;96.0
62.0;20.0;-93.0;40.0;308.0;-13.0;309.0;15;148.0;75;-7;85.0;86.0
119.0;14.0;-95.0;37.0;307.0;-14.0;317.0;16;159.0;75;-7;95.0;84.0
137.0;9.0;-73.0;34.0;304.0;-20.0;305.0;16;179.0;75;?;181.0;77.0
153.0;14.0;-86.0;31.0;300.0;-12.0;311.0;16;?;74;-7;179.0;74.0
201.0;35.0;-77.0;33.0;299.0;-7.0;307.0;16;173.0;74;-7;193.0;65.0
179.0;40.0;-68.0;35.0;297.0;-2.0;309.0;16;180.0;74;-7;241.0;47.0
164.0;31.0;-55.0;40.0;295.0;3.0;323.0;16;?;74;-7;303.0;23.0
152.0;19.0;-35.0;?;294.0;1.0;322.0;15;186.0;74;-7;289.0;13.0
175.0;10.0;-27.0;35.0;294.0;2.0;315.0;15;183.0;74;-7;155.0;18.0
157.0;-28.0;-20.0;29.0;293.0;-2.0;286.0;15;196.0;74;-7;204.0;44.0
145.0;-1.0;-13.0;21.0;297.0;-3.0;313.0;15;213.0;74;-7;208.0;33.0
96.0;-34.0;-10.0;24.0;298.0;-7.0;321.0;15;235.0;74;?;172.0;2.0
