InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
278.0;-49;170.0;1024.0;263.0;500.0;378.0;-49
137.0;34;-47.0;964.0;238.0;257.0;762.0;34
180.0;-23;31.0;949.0;250.0;15.0;-31.0;-23
161.0;61;207.0;803.0;57.0;472.0;-337.0;61
142.0;7;-63.0;956.0;235.0;21.0;199.0;7
171.0;-35;106.0;921.0;245.0;-17.0;4.0;-35
321.0;1269;520.0;1013.0;256.0;31.0;-1195.0;1269
678.0;-35;457.0;1009.0;480.0;-289.0;155.0;-35
653.0;-32;271.0;928.0;427.0;240.0;438.0;-32
560.0;60;93.0;912.0;257.0;30.0;81.0;60
69.0;-6;-97.0;869.0;139.0;94.0;-208.0;-6
-84.0;-42;-29.0;799.0;-230.0;67.0;424.0;-42
782.0;770;-360.0;945.0;550.0;177.0;405.0;770
893.0;-243;-194.0;1030.0;309.0;32.0;-442.0;-243
727.0;-1101;-342.0;1129.0;533.0;-68.0;374.0;-1101
774.0;35;-443.0;963.0;462.0;-149.0;-337.0;35
802.0;23;-665.0;898.0;597.0;-287.0;358.0;23
26.0;-29;-36.0;872.0;221.0;7.0;42.0;-29
-60.0;-10;-3.0;954.0;-89.0;68.0;-47.0;-10
-241.0;500;-153.0;1026.0;-87.0;186.0;-101.0;500
18.0;47;-26.0;878.0;217.0;11.0;-58.0;47
258.0;41;0.0;937.0;370.0;49.0;136.0;41
251.0;-17;32.0;952.0;368.0;75.0;93.0;-17
752.0;-15;-257.0;906.0;580.0;-159.0;24.0;-15
248.0;-1;25.0;952.0;367.0;86.0;147.0;-1
242.0;9;-2.0;948.0;368.0;95.0;169.0;9
244.0;8;32.0;946.0;367.0;113.0;158.0;8
274.0;86;-40.0;922.0;361.0;205.0;298.0;86
242.0;17;6.0;934.0;368.0;27.0;167.0;17
240.0;18;7.0;942.0;368.0;57.0;125.0;18
16.0;-10;-17.0;850.0;216.0;-82.0;-115.0;-10
239.0;19;-4.0;946.0;369.0;46.0;30.0;19
239.0;19;-4.0;956.0;369.0;11.0;28.0;19
238.0;24;-12.0;937.0;369.0;30.0;95.0;24
239.0;-4;-4.0;938.0;370.0;16.0;45.0;-4
239.0;-29;-16.0;948.0;370.0;10.0;32.0;-29
239.0;-16;12.0;955.0;370.0;20.0;36.0;-16
55.0;-20;5.0;1024.0;238.0;44.0;-44.0;-20
63.0;-2;57.0;879.0;124.0;234.0;43.0;-2
838.0;0;0.0;947.0;541.0;-9.0;-9.0;0
56.0;-32;100.0;986.0;242.0;39.0;-81.0;-32
18.0;11;230.0;940.0;-76.0;45.0;-176.0;11
54.0;-7;154.0;999.0;238.0;45.0;-197.0;-7
141.0;-31;920.0;888.0;152.0;191.0;665.0;-31
56.0;23;126.0;996.0;244.0;2.0;-127.0;23
238.0;-1;-5.0;942.0;370.0;-13.0;45.0;-1
56.0;-11;120.0;1002.0;244.0;56.0;-70.0;-11
133.0;-20;146.0;952.0;177.0;112.0;181.0;-20
238.0;-3;0.0;946.0;370.0;-9.0;20.0;-3
527.0;-35;-150.0;849.0;524.0;37.0;-233.0;-35
340.0;-64;131.0;792.0;384.0;-44.0;57.0;-64
55.0;32;89.0;989.0;243.0;-22.0;88.0;32
238.0;2;1.0;926.0;370.0;-16.0;13.0;2
238.0;-6;-14.0;919.0;369.0;20.0;13.0;-6
238.0;7;0.0;933.0;369.0;6.0;31.0;7
20.0;99;40.0;951.0;227.0;-2.0;-49.0;99
352.0;658;723.0;1095.0;376.0;-400.0;-528.0;658
80.0;35;435.0;864.0;-64.0;3.0;-664.0;35
237.0;29;-2.0;937.0;369.0;-9.0;1.0;29
-54.0;-21;67.0;965.0;83.0;-8.0;-19.0;-21
237.0;-6;-21.0;930.0;369.0;-23.0;-10.0;-6
236.0;-7;-12.0;943.0;368.0;-23.0;25.0;-7
56.0;33;-2.0;1007.0;243.0;40.0;-96.0;33
236.0;6;-17.0;917.0;369.0;-5.0;34.0;6
56.0;-12;-12.0;999.0;244.0;-21.0;-11.0;-12
56.0;-34;-13.0;997.0;244.0;-30.0;-26.0;-34
734.0;-12;-236.0;888.0;615.0;-461.0;-70.0;-12
56.0;40;-23.0;1009.0;245.0;-29.0;-17.0;40
56.0;29;-36.0;985.0;245.0;-22.0;7.0;29
612.0;1;-17.0;814.0;450.0;-76.0;-29.0;1
56.0;13;-20.0;972.0;246.0;-37.0;8.0;13
659.0;-121;51.0;583.0;488.0;161.0;-209.0;-121
57.0;46;-20.0;988.0;246.0;-74.0;-19.0;46
57.0;29;-30.0;999.0;246.0;-57.0;-135.0;29
-15.0;-4;7.0;938.0;130.0;-142.0;-299.0;-4
60.0;-44;3.0;997.0;242.0;-58.0;-38.0;-44
679.0;-9;435.0;910.0;576.0;-263.0;-503.0;-9
-17.0;-3;-138.0;956.0;147.0;-126.0;-188.0;-3
66.0;16;-8.0;849.0;241.0;-108.0;256.0;16
-684.0;-15;57.0;936.0;-592.0;-19.0;-104.0;-15
227.0;19;-463.0;908.0;138.0;-27.0;291.0;19
236.0;18;1.0;945.0;368.0;-22.0;16.0;18
237.0;0;2.0;925.0;367.0;-13.0;7.0;0
234.0;-11;-834.0;939.0;300.0;-377.0;383.0;-11
69.0;-3;-724.0;962.0;-97.0;-249.0;2768.0;-3
237.0;0;23.0;942.0;367.0;-29.0;-27.0;0
237.0;-4;38.0;940.0;367.0;-25.0;-42.0;-4
-102.0;-10;-131.0;931.0;-181.0;-127.0;247.0;-10
-84.0;-39;-41.0;986.0;-168.0;-371.0;435.0;-39
237.0;-22;23.0;926.0;367.0;-11.0;-56.0;-22
-15.0;15;160.0;1201.0;83.0;-131.0;-211.0;15
237.0;-12;31.0;954.0;367.0;-7.0;-23.0;-12
237.0;-14;0.0;937.0;367.0;-45.0;-6.0;-14
-292.0;1321;-93.0;860.0;-254.0;217.0;935.0;1321
15.0;20;-100.0;980.0;-83.0;-86.0;-10.0;20
374.0;47;57.0;721.0;230.0;-337.0;322.0;47
237.0;-5;21.0;944.0;367.0;6.0;-24.0;-5
95.0;1;366.0;899.0;57.0;-269.0;-205.0;1
237.0;10;-10.0;938.0;367.0;-13.0;24.0;10
237.0;9;-19.0;943.0;367.0;3.0;18.0;9
-18.0;7;-543.0;967.0;-214.0;-222.0;-202.0;7
112.0;279;-158.0;943.0;181.0;239.0;-140.0;279
236.0;13;13.0;948.0;367.0;-18.0;-35.0;13
236.0;-24;9.0;948.0;367.0;-34.0;-18.0;-24
206.0;-55;115.0;928.0;101.0;-318.0;60.0;-55
236.0;-22;6.0;954.0;367.0;-1.0;-7.0;-22
236.0;-17;-4.0;939.0;367.0;-1.0;-4.0;-17
65.0;-8;7.0;1004.0;238.0;-161.0;118.0;-8
5.0;-31;419.0;936.0;106.0;-522.0;-3.0;-31
236.0;-42;10.0;943.0;366.0;-14.0;-18.0;-42
221.0;-113;-196.0;877.0;185.0;-336.0;399.0;-113
236.0;-25;18.0;950.0;366.0;3.0;-22.0;-25
-753.0;9;-249.0;842.0;-470.0;129.0;1182.0;9
101.0;-4;696.0;866.0;36.0;-480.0;892.0;-4
146.0;1;-11.0;967.0;238.0;23.0;74.0;1
141.0;21;13.0;956.0;234.0;-20.0;-1.0;21
236.0;9;43.0;954.0;367.0;-10.0;-45.0;9
-25.0;14;-319.0;1033.0;48.0;133.0;205.0;14
2.0;96;-537.0;927.0;135.0;26.0;827.0;96
137.0;-17;-42.0;935.0;189.0;86.0;135.0;-17
147.0;-2;51.0;950.0;239.0;16.0;-6.0;-2
148.0;33;53.0;953.0;240.0;-22.0;-57.0;33
153.0;15;6.0;976.0;243.0;28.0;-59.0;15
161.0;179;-162.0;985.0;280.0;-98.0;-340.0;179
164.0;-5;22.0;955.0;252.0;26.0;-183.0;-5
8.0;-26;-11.0;994.0;109.0;134.0;-583.0;-26
170.0;-47;24.0;945.0;258.0;55.0;-192.0;-47
172.0;-40;29.0;965.0;261.0;42.0;-171.0;-40
172.0;-14;14.0;970.0;263.0;94.0;-111.0;-14
174.0;-21;2.0;957.0;266.0;50.0;-101.0;-21
237.0;-18;52.0;934.0;366.0;-34.0;-66.0;-18
237.0;-6;73.0;938.0;366.0;-11.0;-108.0;-6
396.0;-10;88.0;869.0;466.0;76.0;68.0;-10
678.0;-23;512.0;938.0;590.0;102.0;-202.0;-23
749.0;16;-323.0;978.0;501.0;518.0;530.0;16
297.0;-125;65.0;817.0;396.0;-303.0;9.0;-125
263.0;-361;329.0;1072.0;373.0;-454.0;150.0;-361
284.0;11;1.0;942.0;389.0;-265.0;-20.0;11
287.0;21;26.0;907.0;387.0;-59.0;-284.0;21
287.0;-29;-42.0;932.0;386.0;-13.0;-39.0;-29
258.0;-330;427.0;956.0;318.0;-137.0;-597.0;-330
288.0;10;-25.0;922.0;383.0;19.0;-64.0;10
175.0;-21;-13.0;972.0;268.0;43.0;-107.0;-21
176.0;-54;-21.0;977.0;270.0;45.0;-84.0;-54
-439.0;-681;-107.0;986.0;-422.0;145.0;-249.0;-681
312.0;20;230.0;908.0;264.0;-223.0;-476.0;20
323.0;-57;-459.0;892.0;382.0;-126.0;344.0;-57
346.0;-1;6.0;962.0;261.0;-70.0;-640.0;-1
145.0;50;-130.0;1013.0;271.0;110.0;-170.0;50
62.0;-288;-250.0;1193.0;120.0;257.0;-104.0;-288
179.0;-65;-41.0;1004.0;279.0;56.0;-103.0;-65
180.0;-47;-31.0;944.0;280.0;57.0;-107.0;-47
584.0;-40;-377.0;755.0;204.0;58.0;-116.0;-40
182.0;-77;-20.0;894.0;280.0;27.0;-123.0;-77
184.0;-41;-41.0;859.0;280.0;-2.0;-67.0;-41
36.0;-26;416.0;922.0;-36.0;-24.0;163.0;-26
324.0;102;-158.0;1298.0;372.0;-94.0;161.0;102
202.0;-23;-143.0;1011.0;279.0;-52.0;-28.0;-23
275.0;-12;-276.0;984.0;267.0;-127.0;-159.0;-12
238.0;-14;312.0;906.0;366.0;-1.0;-155.0;-14
397.0;-75;-144.0;817.0;255.0;-30.0;-9.0;-75
289.0;-111;-33.0;615.0;313.0;-160.0;119.0;-111
730.0;-41;574.0;924.0;652.0;315.0;-657.0;-41
287.0;-14;131.0;927.0;384.0;-27.0;-41.0;-14
292.0;37;19.0;926.0;389.0;-188.0;159.0;37
711.0;15;16.0;958.0;586.0;151.0;-575.0;15
406.0;-70;-207.0;927.0;306.0;-14.0;52.0;-70
559.0;-86;-726.0;844.0;423.0;-83.0;493.0;-86
460.0;677;606.0;913.0;479.0;-70.0;-9.0;677
500.0;254;-651.0;1028.0;464.0;8.0;-1184.0;254
247.0;-513;-17.0;963.0;264.0;43.0;-19.0;-513
297.0;-31;-71.0;929.0;382.0;54.0;99.0;-31
608.0;1358;46.0;946.0;387.0;286.0;355.0;1358
358.0;-6;104.0;806.0;298.0;59.0;468.0;-6
504.0;-77;-178.0;823.0;438.0;-125.0;1005.0;-77
566.0;-329;-556.0;798.0;442.0;239.0;1084.0;-329
656.0;-37;-1.0;896.0;492.0;-89.0;29.0;-37
381.0;-72;202.0;931.0;288.0;-129.0;-273.0;-72
447.0;-16;-283.0;850.0;331.0;-686.0;678.0;-16
818.0;1;-84.0;823.0;573.0;-52.0;68.0;1
66.0;-27;-455.0;963.0;-152.0;-297.0;-713.0;-27
302.0;-793;696.0;896.0;325.0;-339.0;-473.0;-793
-729.0;-26;1018.0;888.0;-595.0;-349.0;81.0;-26
729.0;35;-556.0;1320.0;558.0;-49.0;250.0;35
589.0;30;-106.0;797.0;197.0;-111.0;-272.0;30
426.0;28;566.0;935.0;292.0;159.0;-500.0;28
-142.0;-1709;471.0;918.0;-216.0;-32.0;-942.0;-1709
231.0;-33;-785.0;923.0;292.0;-436.0;-76.0;-33
356.0;-140;-646.0;1260.0;364.0;187.0;-171.0;-140
180.0;1;-717.0;1376.0;237.0;58.0;208.0;1
277.0;9;-83.0;850.0;259.0;134.0;-35.0;9
280.0;16;-1.0;814.0;259.0;119.0;-47.0;16
198.0;-92;234.0;974.0;4.0;157.0;-571.0;-92
498.0;-82;-93.0;761.0;455.0;195.0;-16.0;-82
461.0;-10;229.0;826.0;285.0;-15.0;250.0;-10
470.0;19;-430.0;837.0;278.0;-39.0;161.0;19
238.0;27;148.0;915.0;164.0;-75.0;140.0;27
279.0;331;-189.0;881.0;166.0;102.0;366.0;331
-45.0;-16;166.0;989.0;118.0;-244.0;-2567.0;-16
5.0;-1424;8.0;975.0;-123.0;173.0;383.0;-1424
255.0;2615;87.0;948.0;210.0;-30.0;-438.0;2615
192.0;-228;-150.0;920.0;241.0;26.0;500.0;-228
274.0;-30;-287.0;913.0;265.0;42.0;-265.0;-30
406.0;-120;-312.0;805.0;386.0;169.0;149.0;-120
667.0;12;-808.0;906.0;535.0;-822.0;-244.0;12
706.0;-23;-301.0;871.0;511.0;-448.0;457.0;-23
87.0;2;104.0;907.0;104.0;-40.0;459.0;2
430.0;-56;-124.0;992.0;453.0;-234.0;-248.0;-56
-13.0;17;268.0;966.0;-119.0;347.0;1073.0;17
377.0;-27;-122.0;900.0;372.0;100.0;-90.0;-27
730.0;-23;20.0;963.0;509.0;59.0;-1073.0;-23
59.0;2;-249.0;775.0;259.0;-70.0;71.0;2
393.0;731;37.0;907.0;390.0;215.0;-451.0;731
644.0;150;696.0;931.0;462.0;-36.0;-1093.0;150
757.0;9;-23.0;907.0;648.0;79.0;-41.0;9
-37.0;-120;-443.0;911.0;-95.0;444.0;-75.0;-120
740.0;-27;778.0;937.0;626.0;-772.0;-470.0;-27
-623.0;-9;211.0;995.0;-475.0;75.0;-933.0;-9
832.0;3;127.0;888.0;552.0;240.0;-24.0;3
748.0;34;-234.0;831.0;581.0;53.0;860.0;34
121.0;-3143;-279.0;1002.0;212.0;-71.0;271.0;-3143
724.0;7;13.0;932.0;653.0;-58.0;-88.0;7
729.0;29;0.0;946.0;641.0;-33.0;-29.0;29
757.0;-13;885.0;925.0;634.0;981.0;484.0;-13
729.0;-5;0.0;942.0;641.0;-18.0;-38.0;-5
830.0;-1;24.0;862.0;557.0;-13.0;-154.0;-1
290.0;35;-113.0;906.0;387.0;63.0;1776.0;35
727.0;-11;154.0;923.0;652.0;31.0;-67.0;-11
725.0;9;-27.0;924.0;653.0;15.0;0.0;9
-682.0;-1;-8.0;934.0;-592.0;-4.0;33.0;-1
-699.0;-25;-91.0;942.0;-557.0;28.0;-395.0;-25
782.0;0;-450.0;938.0;511.0;303.0;-1.0;0
13.0;37;-20.0;947.0;-98.0;-532.0;887.0;37
945.0;-22;33.0;926.0;228.0;-28.0;-28.0;-22
807.0;-418;-92.0;1066.0;582.0;121.0;-909.0;-418
-230.0;13;-292.0;750.0;-181.0;243.0;254.0;13
649.0;-999;505.0;979.0;478.0;-133.0;-659.0;-999
679.0;934;-234.0;1007.0;248.0;-394.0;-524.0;934
-15.0;3;187.0;1007.0;-140.0;454.0;669.0;3
762.0;10;-69.0;928.0;635.0;-13.0;480.0;10
-280.0;-29;628.0;899.0;-224.0;97.0;-43.0;-29
758.0;3;129.0;912.0;615.0;-44.0;-253.0;3
-43.0;-46;25.0;985.0;119.0;-59.0;-1292.0;-46
-801.0;0;-631.0;986.0;-417.0;-785.0;-982.0;0
670.0;15;-56.0;910.0;606.0;1.0;-5.0;15
850.0;381;60.0;1004.0;494.0;56.0;-282.0;381
712.0;-12;24.0;915.0;673.0;-33.0;-67.0;-12
186.0;316;234.0;836.0;306.0;206.0;-610.0;316
-675.0;27;901.0;1025.0;-510.0;80.0;-1074.0;27
288.0;10;-31.0;691.0;304.0;218.0;53.0;10
-46.0;-54;-140.0;966.0;132.0;-218.0;140.0;-54
543.0;212;484.0;1064.0;364.0;-178.0;707.0;212
764.0;-17;10.0;924.0;641.0;-186.0;153.0;-17
-661.0;-73;-885.0;1073.0;-443.0;-379.0;249.0;-73
-691.0;116;10.0;1039.0;-308.0;866.0;-602.0;116
-201.0;20;-266.0;854.0;-215.0;73.0;-467.0;20
767.0;-18;-119.0;952.0;601.0;-17.0;11.0;-18
771.0;-15;-109.0;953.0;596.0;-35.0;-255.0;-15
697.0;10;1108.0;917.0;576.0;-23.0;-336.0;10
681.0;-25;-576.0;793.0;489.0;-194.0;1449.0;-25
819.0;3;-24.0;880.0;571.0;41.0;72.0;3
680.0;-2;-22.0;950.0;581.0;-39.0;-7.0;-2
723.0;-1;11.0;918.0;655.0;-45.0;-13.0;-1
836.0;-3;8.0;848.0;548.0;-7.0;0.0;-3
644.0;-4;48.0;932.0;602.0;-76.0;-145.0;-4
-699.0;-5;-4.0;916.0;-582.0;-31.0;241.0;-5
-732.0;-54;-148.0;911.0;-555.0;-187.0;-132.0;-54
725.0;-26;10.0;929.0;653.0;21.0;9.0;-26
741.0;14;-109.0;867.0;624.0;-453.0;-638.0;14
807.0;-10;-88.0;901.0;589.0;40.0;251.0;-10
729.0;32;-37.0;951.0;640.0;13.0;65.0;32
467.0;5;-59.0;715.0;-179.0;36.0;180.0;5
