InertialMeasurementUnit RUA accZ;Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA^ accY;Accelerometer RUA_ accY;InertialMeasurementUnit RLA accX;Accelerometer RWR accY;InertialMeasurementUnit RLA accZ;Accelerometer RUA_ accZ;InertialMeasurementUnit RUA accY
277.0;240.0;-1007.0;1140.0;798.0;-620.0;579.0;181.0;-157.0;137.0
319.0;385.0;-914.0;1019.0;432.0;3.0;26.0;626.0;-68.0;409.0
95.0;326.0;-965.0;1063.0;961.0;-783.0;713.0;386.0;51.0;209.0
285.0;256.0;-872.0;1126.0;929.0;-427.0;603.0;660.0;116.0;392.0
170.0;585.0;-849.0;917.0;-161.0;555.0;-606.0;618.0;248.0;499.0
191.0;171.0;-1086.0;1049.0;905.0;-714.0;672.0;668.0;-113.0;245.0
230.0;286.0;-1010.0;1109.0;876.0;-741.0;613.0;468.0;17.0;224.0
330.0;729.0;-905.0;797.0;294.0;-234.0;-217.0;526.0;121.0;297.0
344.0;196.0;-919.0;827.0;1201.0;-889.0;475.0;529.0;177.0;-82.0
218.0;360.0;-966.0;1032.0;946.0;-795.0;681.0;482.0;100.0;248.0
158.0;405.0;-983.0;941.0;691.0;-639.0;595.0;414.0;-15.0;192.0
372.0;206.0;-964.0;1032.0;884.0;-790.0;670.0;553.0;48.0;241.0
11.0;338.0;-976.0;1059.0;948.0;-766.0;750.0;322.0;25.0;320.0
27.0;264.0;-976.0;1080.0;952.0;-795.0;739.0;312.0;10.0;231.0
213.0;306.0;-1036.0;1128.0;868.0;-756.0;603.0;452.0;19.0;214.0
129.0;207.0;-915.0;944.0;1132.0;-779.0;630.0;469.0;129.0;287.0
120.0;281.0;-984.0;1066.0;971.0;-806.0;745.0;340.0;21.0;160.0
130.0;286.0;-1034.0;1058.0;982.0;-985.0;945.0;223.0;34.0;133.0
28.0;184.0;-1075.0;1048.0;896.0;-1002.0;846.0;426.0;-52.0;73.0
211.0;513.0;-927.0;950.0;447.0;-213.0;316.0;248.0;-82.0;280.0
172.0;300.0;-1017.0;1057.0;883.0;-707.0;579.0;372.0;52.0;247.0
161.0;388.0;-932.0;1056.0;943.0;-755.0;669.0;431.0;134.0;256.0
106.0;295.0;-975.0;1090.0;866.0;-586.0;584.0;322.0;-26.0;229.0
99.0;298.0;-671.0;942.0;738.0;-551.0;712.0;399.0;83.0;239.0
58.0;153.0;-889.0;1236.0;1021.0;-791.0;920.0;215.0;-41.0;165.0
53.0;330.0;-1021.0;980.0;882.0;-881.0;501.0;453.0;95.0;297.0
424.0;215.0;-1036.0;966.0;1117.0;-965.0;523.0;532.0;193.0;186.0
241.0;351.0;-926.0;1039.0;934.0;-781.0;625.0;492.0;117.0;199.0
269.0;283.0;-909.0;1001.0;868.0;-708.0;664.0;460.0;108.0;232.0
342.0;234.0;-851.0;1061.0;943.0;-725.0;635.0;365.0;193.0;217.0
267.0;238.0;-908.0;1020.0;859.0;-723.0;679.0;490.0;128.0;174.0
255.0;270.0;-916.0;1024.0;875.0;-736.0;713.0;492.0;130.0;148.0
184.0;252.0;-834.0;1312.0;961.0;-693.0;1113.0;461.0;112.0;233.0
209.0;363.0;-924.0;1058.0;930.0;-733.0;679.0;446.0;97.0;270.0
136.0;262.0;-1019.0;1090.0;869.0;-718.0;620.0;382.0;30.0;217.0
318.0;756.0;-710.0;801.0;-93.0;478.0;-540.0;603.0;376.0;615.0
320.0;484.0;-632.0;1008.0;505.0;93.0;377.0;440.0;166.0;551.0
275.0;120.0;-821.0;1120.0;618.0;-337.0;640.0;165.0;-197.0;329.0
192.0;288.0;-970.0;1091.0;1006.0;-835.0;765.0;586.0;158.0;196.0
228.0;305.0;-953.0;1049.0;964.0;-807.0;724.0;531.0;123.0;186.0
210.0;297.0;-940.0;1063.0;934.0;-786.0;766.0;519.0;128.0;227.0
298.0;136.0;-927.0;1130.0;969.0;-775.0;800.0;440.0;123.0;215.0
211.0;238.0;-933.0;1068.0;967.0;-813.0;629.0;515.0;59.0;169.0
210.0;264.0;-797.0;1015.0;812.0;-708.0;604.0;366.0;121.0;106.0
381.0;165.0;-853.0;916.0;1043.0;-698.0;607.0;498.0;156.0;152.0
289.0;1021.0;-203.0;214.0;-433.0;710.0;-773.0;659.0;674.0;919.0
130.0;281.0;-919.0;981.0;924.0;-756.0;556.0;348.0;79.0;335.0
202.0;349.0;-921.0;1019.0;991.0;-720.0;705.0;437.0;112.0;243.0
-73.0;119.0;-767.0;1240.0;890.0;-698.0;1082.0;253.0;-74.0;133.0
122.0;287.0;-938.0;1112.0;850.0;-788.0;695.0;347.0;-18.0;234.0
221.0;248.0;-915.0;987.0;916.0;-706.0;735.0;428.0;-35.0;176.0
248.0;273.0;-925.0;1001.0;909.0;-756.0;702.0;407.0;56.0;236.0
215.0;265.0;-903.0;1073.0;858.0;-732.0;742.0;473.0;-70.0;111.0
179.0;346.0;-919.0;990.0;829.0;-804.0;678.0;566.0;62.0;254.0
217.0;331.0;-899.0;1029.0;828.0;-536.0;632.0;316.0;86.0;248.0
21.0;205.0;-996.0;1108.0;974.0;-936.0;816.0;316.0;-47.0;34.0
357.0;752.0;-673.0;803.0;171.0;185.0;-283.0;684.0;330.0;571.0
112.0;294.0;-952.0;952.0;973.0;-881.0;604.0;421.0;68.0;204.0
112.0;276.0;-976.0;1070.0;972.0;-800.0;718.0;341.0;44.0;151.0
767.0;774.0;-271.0;449.0;377.0;-109.0;31.0;942.0;812.0;524.0
103.0;121.0;-1062.0;1177.0;1075.0;-910.0;834.0;730.0;105.0;61.0
179.0;230.0;-953.0;1073.0;982.0;-816.0;748.0;510.0;67.0;165.0
234.0;367.0;-938.0;1020.0;942.0;-754.0;677.0;403.0;141.0;147.0
23.0;251.0;-919.0;1056.0;931.0;-792.0;703.0;292.0;-79.0;249.0
106.0;356.0;-966.0;1014.0;959.0;-820.0;670.0;302.0;-8.0;199.0
273.0;181.0;-978.0;1072.0;1065.0;-915.0;687.0;439.0;83.0;-60.0
221.0;229.0;-1037.0;1082.0;1066.0;-904.0;712.0;541.0;161.0;123.0
188.0;268.0;-937.0;1038.0;948.0;-800.0;716.0;486.0;65.0;204.0
230.0;251.0;-945.0;1072.0;915.0;-759.0;797.0;490.0;107.0;189.0
194.0;237.0;-940.0;1052.0;939.0;-806.0;658.0;496.0;80.0;181.0
248.0;22.0;-942.0;1230.0;1058.0;-832.0;839.0;551.0;164.0;169.0
27.0;406.0;-914.0;988.0;918.0;-723.0;692.0;261.0;31.0;204.0
218.0;525.0;-917.0;1097.0;990.0;-527.0;686.0;124.0;29.0;334.0
190.0;378.0;-957.0;1045.0;942.0;-790.0;649.0;474.0;173.0;242.0
117.0;315.0;-888.0;1067.0;940.0;-634.0;681.0;472.0;99.0;399.0
98.0;377.0;-944.0;1009.0;926.0;-757.0;681.0;327.0;1.0;266.0
163.0;313.0;-922.0;993.0;924.0;-732.0;668.0;375.0;49.0;297.0
105.0;214.0;-1091.0;971.0;856.0;-964.0;600.0;351.0;126.0;176.0
129.0;306.0;-904.0;1001.0;901.0;-731.0;639.0;372.0;29.0;268.0
122.0;339.0;-907.0;1041.0;896.0;-728.0;600.0;303.0;14.0;271.0
112.0;426.0;-849.0;1174.0;1010.0;-778.0;938.0;496.0;56.0;372.0
55.0;162.0;-892.0;892.0;789.0;-877.0;637.0;410.0;-61.0;50.0
20.0;169.0;-943.0;1031.0;943.0;-835.0;739.0;411.0;99.0;29.0
87.0;190.0;-945.0;933.0;909.0;-919.0;669.0;436.0;66.0;16.0
-9.0;212.0;-907.0;1408.0;1188.0;-848.0;775.0;295.0;49.0;138.0
173.0;185.0;-1207.0;884.0;1037.0;-1134.0;613.0;425.0;81.0;6.0
-16.0;46.0;-942.0;1068.0;984.0;-824.0;859.0;233.0;-52.0;40.0
197.0;274.0;-817.0;845.0;774.0;-724.0;554.0;373.0;67.0;190.0
216.0;194.0;-1041.0;1039.0;1302.0;-825.0;666.0;471.0;-107.0;34.0
296.0;382.0;-911.0;1136.0;891.0;-657.0;604.0;316.0;14.0;210.0
13.0;221.0;-974.0;1050.0;970.0;-801.0;711.0;346.0;31.0;215.0
222.0;2.0;-1182.0;1079.0;1023.0;-1095.0;805.0;612.0;-124.0;-53.0
217.0;142.0;-1115.0;972.0;1284.0;-984.0;672.0;587.0;-8.0;284.0
323.0;146.0;-956.0;966.0;964.0;-860.0;687.0;526.0;80.0;60.0
245.0;262.0;-942.0;1086.0;990.0;-854.0;772.0;450.0;132.0;104.0
318.0;99.0;-952.0;1140.0;1044.0;-860.0;744.0;564.0;112.0;95.0
305.0;90.0;-1009.0;1220.0;992.0;-766.0;734.0;575.0;514.0;22.0
284.0;-10.0;-873.0;1108.0;1209.0;-721.0;800.0;461.0;206.0;213.0
438.0;214.0;-923.0;1022.0;1009.0;-819.0;622.0;520.0;174.0;-5.0
228.0;112.0;-869.0;974.0;1165.0;-721.0;722.0;491.0;-45.0;214.0
215.0;295.0;-915.0;1048.0;935.0;-770.0;654.0;474.0;75.0;209.0
143.0;250.0;-838.0;927.0;845.0;-686.0;531.0;426.0;145.0;237.0
90.0;307.0;-789.0;892.0;780.0;-659.0;631.0;379.0;87.0;266.0
127.0;282.0;-808.0;948.0;863.0;-690.0;630.0;419.0;76.0;221.0
162.0;324.0;-839.0;945.0;832.0;-751.0;640.0;432.0;73.0;124.0
176.0;189.0;-745.0;1352.0;865.0;-641.0;1009.0;460.0;167.0;129.0
442.0;340.0;-816.0;1004.0;740.0;-498.0;264.0;748.0;130.0;-6.0
364.0;209.0;-663.0;1040.0;732.0;-63.0;732.0;628.0;134.0;508.0
65.0;108.0;-869.0;987.0;922.0;-667.0;625.0;310.0;211.0;270.0
467.0;324.0;-859.0;945.0;763.0;-772.0;549.0;674.0;176.0;82.0
205.0;346.0;-879.0;985.0;877.0;-759.0;651.0;404.0;150.0;265.0
111.0;293.0;-915.0;1032.0;857.0;-845.0;739.0;411.0;1.0;140.0
130.0;71.0;-875.0;1305.0;900.0;-778.0;1026.0;402.0;12.0;148.0
215.0;84.0;-1093.0;1039.0;966.0;-965.0;835.0;648.0;-38.0;228.0
-34.0;138.0;-752.0;1058.0;829.0;-692.0;974.0;234.0;-76.0;136.0
235.0;78.0;-690.0;1221.0;1231.0;-410.0;814.0;242.0;-13.0;298.0
326.0;273.0;-929.0;1115.0;905.0;-736.0;705.0;739.0;90.0;100.0
67.0;236.0;-804.0;1042.0;802.0;-591.0;633.0;413.0;64.0;45.0
174.0;373.0;-945.0;1058.0;969.0;-778.0;684.0;451.0;154.0;266.0
237.0;248.0;-703.0;998.0;685.0;-604.0;897.0;336.0;132.0;192.0
225.0;197.0;-790.0;971.0;861.0;-702.0;650.0;417.0;120.0;84.0
196.0;240.0;-938.0;1053.0;946.0;-811.0;744.0;484.0;80.0;175.0
334.0;39.0;-923.0;1130.0;1003.0;-843.0;812.0;451.0;126.0;-2.0
238.0;246.0;-923.0;1053.0;944.0;-783.0;725.0;501.0;84.0;211.0
300.0;77.0;-1004.0;1167.0;1012.0;-907.0;834.0;621.0;50.0;109.0
-65.0;109.0;-953.0;950.0;1060.0;-875.0;730.0;225.0;228.0;152.0
222.0;305.0;-913.0;1013.0;950.0;-781.0;641.0;529.0;177.0;334.0
188.0;298.0;-968.0;1021.0;958.0;-832.0;583.0;584.0;176.0;160.0
230.0;221.0;-945.0;1071.0;985.0;-830.0;730.0;526.0;80.0;113.0
240.0;242.0;-989.0;1049.0;1022.0;-921.0;710.0;533.0;134.0;-25.0
-173.0;-90.0;-1015.0;1088.0;819.0;-739.0;678.0;163.0;-236.0;3.0
389.0;61.0;-824.0;1098.0;1067.0;-743.0;598.0;609.0;185.0;4.0
199.0;209.0;-971.0;1095.0;977.0;-795.0;697.0;435.0;-56.0;158.0
153.0;368.0;-936.0;1040.0;941.0;-750.0;692.0;440.0;99.0;212.0
242.0;328.0;-852.0;988.0;894.0;-700.0;654.0;535.0;209.0;304.0
190.0;324.0;-864.0;1003.0;879.0;-695.0;634.0;382.0;148.0;296.0
136.0;335.0;-844.0;988.0;831.0;-699.0;669.0;333.0;40.0;257.0
210.0;194.0;-939.0;987.0;1004.0;-827.0;699.0;390.0;-136.0;97.0
103.0;-16.0;-956.0;1177.0;1065.0;-836.0;868.0;382.0;-249.0;145.0
0.0;132.0;-1018.0;1133.0;1045.0;-914.0;836.0;366.0;-90.0;142.0
183.0;44.0;-862.0;1215.0;1239.0;-769.0;882.0;393.0;221.0;202.0
150.0;66.0;-980.0;1233.0;1293.0;-830.0;906.0;504.0;142.0;254.0
65.0;90.0;-1122.0;1000.0;1301.0;-1002.0;688.0;636.0;-20.0;142.0
171.0;249.0;-989.0;1092.0;1009.0;-856.0;769.0;519.0;70.0;167.0
116.0;277.0;-976.0;1073.0;990.0;-835.0;763.0;498.0;49.0;226.0
62.0;207.0;-962.0;1282.0;1028.0;-816.0;1025.0;501.0;2.0;307.0
271.0;133.0;-837.0;979.0;893.0;-828.0;711.0;498.0;65.0;-135.0
208.0;404.0;-941.0;981.0;886.0;-760.0;578.0;512.0;217.0;311.0
216.0;247.0;-816.0;1132.0;1013.0;-725.0;846.0;578.0;208.0;247.0
123.0;278.0;-976.0;1068.0;987.0;-815.0;745.0;508.0;102.0;352.0
157.0;236.0;-963.0;1051.0;980.0;-806.0;756.0;675.0;84.0;223.0
201.0;322.0;-935.0;999.0;839.0;-754.0;694.0;304.0;42.0;202.0
177.0;195.0;-972.0;1107.0;992.0;-793.0;739.0;424.0;-41.0;161.0
205.0;237.0;-954.0;1090.0;970.0;-783.0;711.0;428.0;-40.0;168.0
245.0;180.0;-834.0;1233.0;1068.0;-722.0;627.0;497.0;-18.0;128.0
165.0;280.0;-938.0;1061.0;974.0;-802.0;735.0;501.0;94.0;214.0
187.0;168.0;-948.0;1009.0;969.0;-832.0;713.0;463.0;68.0;126.0
100.0;339.0;-840.0;977.0;832.0;-717.0;638.0;357.0;25.0;262.0
208.0;235.0;-962.0;1073.0;952.0;-785.0;705.0;448.0;-16.0;167.0
8.0;223.0;-810.0;890.0;788.0;-756.0;693.0;369.0;-41.0;186.0
221.0;209.0;-968.0;1051.0;971.0;-787.0;689.0;442.0;-50.0;182.0
174.0;285.0;-973.0;1060.0;994.0;-839.0;704.0;491.0;99.0;185.0
-19.0;229.0;-791.0;933.0;777.0;-752.0;784.0;324.0;-76.0;69.0
164.0;293.0;-851.0;941.0;958.0;-715.0;596.0;421.0;93.0;213.0
187.0;108.0;-917.0;1256.0;984.0;-800.0;902.0;447.0;128.0;201.0
170.0;314.0;-976.0;1060.0;971.0;-841.0;745.0;488.0;84.0;179.0
218.0;245.0;-950.0;1065.0;961.0;-774.0;693.0;456.0;-20.0;174.0
273.0;70.0;-1040.0;1099.0;980.0;-964.0;693.0;614.0;220.0;53.0
227.0;128.0;-975.0;1100.0;1023.0;-892.0;793.0;448.0;75.0;43.0
220.0;241.0;-964.0;1087.0;962.0;-783.0;715.0;453.0;-33.0;187.0
102.0;292.0;-968.0;984.0;865.0;-801.0;477.0;416.0;-109.0;212.0
93.0;321.0;-961.0;1076.0;794.0;-760.0;509.0;457.0;-96.0;208.0
104.0;869.0;-532.0;595.0;174.0;414.0;-341.0;702.0;508.0;813.0
167.0;296.0;-967.0;1021.0;552.0;-194.0;134.0;551.0;-162.0;162.0
127.0;320.0;-967.0;1078.0;993.0;-847.0;726.0;468.0;47.0;199.0
169.0;270.0;-948.0;1166.0;895.0;-475.0;678.0;411.0;-71.0;308.0
161.0;358.0;-707.0;1041.0;791.0;-588.0;928.0;387.0;133.0;249.0
147.0;373.0;-857.0;971.0;833.0;-697.0;668.0;466.0;79.0;272.0
137.0;352.0;-877.0;928.0;862.0;-719.0;613.0;461.0;79.0;268.0
131.0;504.0;-968.0;800.0;855.0;-809.0;419.0;415.0;143.0;288.0
233.0;252.0;-961.0;1071.0;961.0;-782.0;707.0;431.0;-26.0;189.0
418.0;583.0;-787.0;881.0;516.0;-96.0;89.0;746.0;326.0;514.0
116.0;344.0;-969.0;1091.0;990.0;-810.0;755.0;478.0;53.0;247.0
237.0;257.0;-948.0;1079.0;971.0;-781.0;679.0;449.0;-27.0;181.0
239.0;266.0;-963.0;1080.0;964.0;-787.0;678.0;458.0;-16.0;181.0
230.0;145.0;-772.0;902.0;836.0;-696.0;670.0;463.0;190.0;23.0
186.0;338.0;-957.0;1049.0;952.0;-776.0;693.0;459.0;126.0;273.0
211.0;92.0;-793.0;1063.0;1001.0;-675.0;782.0;330.0;162.0;99.0
200.0;339.0;-965.0;1060.0;861.0;-711.0;568.0;413.0;-90.0;309.0
108.0;205.0;-973.0;1051.0;1024.0;-906.0;741.0;358.0;-43.0;206.0
51.0;164.0;-936.0;1084.0;925.0;-837.0;865.0;382.0;-1.0;139.0
117.0;199.0;-891.0;1107.0;950.0;-823.0;759.0;401.0;-31.0;47.0
109.0;-191.0;-935.0;1072.0;1028.0;-928.0;810.0;171.0;-20.0;-393.0
111.0;57.0;-1041.0;1133.0;1050.0;-920.0;848.0;401.0;46.0;13.0
170.0;198.0;-975.0;1087.0;1011.0;-849.0;781.0;489.0;31.0;142.0
149.0;244.0;-968.0;1098.0;961.0;-840.0;739.0;435.0;31.0;182.0
45.0;51.0;-1181.0;1049.0;1271.0;-1090.0;867.0;332.0;72.0;166.0
164.0;305.0;-694.0;861.0;709.0;-574.0;587.0;438.0;78.0;204.0
231.0;277.0;-966.0;1080.0;966.0;-788.0;681.0;470.0;-28.0;172.0
222.0;237.0;-995.0;1064.0;969.0;-890.0;626.0;585.0;-117.0;210.0
180.0;324.0;-890.0;946.0;876.0;-746.0;566.0;460.0;90.0;243.0
208.0;326.0;-902.0;970.0;881.0;-755.0;597.0;448.0;100.0;236.0
170.0;291.0;-972.0;1071.0;993.0;-821.0;714.0;515.0;69.0;274.0
128.0;258.0;-977.0;1103.0;978.0;-846.0;762.0;505.0;40.0;214.0
152.0;252.0;-968.0;1093.0;983.0;-834.0;740.0;491.0;45.0;191.0
167.0;207.0;-953.0;1060.0;972.0;-832.0;734.0;486.0;60.0;160.0
158.0;218.0;-985.0;1093.0;996.0;-867.0;716.0;476.0;62.0;133.0
152.0;259.0;-949.0;1077.0;970.0;-828.0;718.0;470.0;44.0;153.0
140.0;252.0;-968.0;1053.0;973.0;-840.0;748.0;464.0;29.0;197.0
142.0;228.0;-941.0;1046.0;936.0;-812.0;768.0;452.0;60.0;197.0
101.0;266.0;-978.0;1069.0;976.0;-834.0;713.0;477.0;103.0;248.0
239.0;247.0;-934.0;1078.0;990.0;-781.0;710.0;445.0;-10.0;153.0
332.0;211.0;-966.0;1066.0;974.0;-830.0;697.0;463.0;-6.0;179.0
80.0;286.0;-978.0;1079.0;981.0;-837.0;735.0;458.0;60.0;247.0
96.0;33.0;-1361.0;1234.0;1182.0;-1234.0;782.0;572.0;8.0;281.0
76.0;177.0;-1027.0;1080.0;952.0;-485.0;599.0;570.0;40.0;268.0
90.0;277.0;-970.0;1088.0;960.0;-827.0;717.0;461.0;68.0;246.0
247.0;299.0;-925.0;1005.0;909.0;-823.0;624.0;445.0;177.0;41.0
303.0;272.0;-1044.0;993.0;797.0;-1015.0;613.0;579.0;139.0;35.0
42.0;285.0;-973.0;1070.0;978.0;-835.0;746.0;464.0;49.0;248.0
83.0;341.0;-909.0;1210.0;853.0;-594.0;655.0;531.0;24.0;231.0
91.0;263.0;-971.0;1075.0;690.0;-463.0;526.0;661.0;-27.0;216.0
63.0;272.0;-969.0;1053.0;971.0;-832.0;747.0;454.0;50.0;238.0
146.0;277.0;-971.0;1049.0;989.0;-834.0;716.0;453.0;61.0;203.0
133.0;309.0;-1003.0;1084.0;998.0;-854.0;723.0;493.0;55.0;256.0
134.0;280.0;-973.0;1082.0;954.0;-823.0;747.0;496.0;65.0;226.0
67.0;276.0;-953.0;1072.0;953.0;-815.0;754.0;448.0;69.0;231.0
114.0;234.0;-945.0;1061.0;982.0;-817.0;768.0;517.0;38.0;241.0
183.0;347.0;-946.0;1040.0;959.0;-769.0;699.0;491.0;110.0;284.0
177.0;224.0;-744.0;1325.0;1013.0;-647.0;962.0;388.0;102.0;224.0
75.0;275.0;-962.0;1058.0;947.0;-827.0;745.0;439.0;57.0;233.0
95.0;229.0;-955.0;1067.0;943.0;-882.0;665.0;165.0;209.0;-15.0
57.0;276.0;-969.0;1072.0;971.0;-837.0;752.0;439.0;50.0;225.0
63.0;-91.0;-932.0;1123.0;895.0;-825.0;797.0;416.0;214.0;208.0
77.0;278.0;-970.0;1080.0;987.0;-837.0;724.0;452.0;61.0;205.0
60.0;391.0;-1096.0;1453.0;1047.0;-887.0;850.0;400.0;0.0;255.0
294.0;-20.0;-712.0;1141.0;1103.0;-256.0;965.0;578.0;-66.0;402.0
59.0;256.0;-987.0;1070.0;989.0;-851.0;754.0;444.0;62.0;206.0
422.0;642.0;-786.0;952.0;306.0;39.0;-171.0;880.0;230.0;404.0
77.0;350.0;-1042.0;1034.0;894.0;-710.0;605.0;420.0;98.0;159.0
150.0;462.0;-1020.0;1051.0;855.0;-759.0;95.0;499.0;-135.0;58.0
284.0;261.0;-945.0;1103.0;921.0;-693.0;525.0;432.0;-5.0;136.0
80.0;96.0;-1115.0;1111.0;935.0;-753.0;673.0;170.0;18.0;220.0
223.0;323.0;-819.0;938.0;823.0;-728.0;574.0;403.0;200.0;182.0
238.0;418.0;-920.0;982.0;824.0;-695.0;654.0;468.0;-39.0;168.0
269.0;270.0;-1066.0;816.0;920.0;-987.0;491.0;585.0;229.0;62.0
107.0;283.0;-954.0;1075.0;912.0;-778.0;679.0;384.0;93.0;210.0
66.0;297.0;-1129.0;1015.0;971.0;-1078.0;651.0;448.0;61.0;156.0
100.0;32.0;-802.0;1092.0;1185.0;-687.0;798.0;258.0;38.0;192.0
323.0;247.0;-936.0;1260.0;1081.0;-676.0;676.0;627.0;-27.0;111.0
-97.0;15.0;-1023.0;1163.0;937.0;-796.0;825.0;434.0;-90.0;19.0
98.0;415.0;-927.0;1020.0;799.0;-604.0;534.0;295.0;1.0;310.0
135.0;370.0;-974.0;1024.0;904.0;-732.0;654.0;374.0;25.0;248.0
126.0;391.0;-963.0;1001.0;899.0;-712.0;667.0;398.0;62.0;263.0
115.0;354.0;-944.0;1028.0;854.0;-707.0;678.0;413.0;75.0;292.0
126.0;348.0;-933.0;1026.0;892.0;-735.0;730.0;446.0;71.0;276.0
152.0;340.0;-939.0;1055.0;908.0;-748.0;764.0;435.0;107.0;256.0
172.0;386.0;-932.0;1043.0;934.0;-764.0;694.0;410.0;163.0;259.0
170.0;488.0;-938.0;1034.0;814.0;-615.0;433.0;453.0;164.0;333.0
218.0;338.0;-851.0;1142.0;958.0;-732.0;679.0;391.0;154.0;205.0
145.0;245.0;-982.0;1058.0;989.0;-858.0;735.0;453.0;63.0;161.0
350.0;298.0;-870.0;1139.0;548.0;-258.0;403.0;433.0;-178.0;288.0
133.0;285.0;-990.0;1080.0;1033.0;-844.0;766.0;555.0;113.0;158.0
128.0;228.0;-959.0;1054.0;967.0;-851.0;733.0;441.0;102.0;167.0
135.0;253.0;-954.0;1056.0;966.0;-834.0;724.0;437.0;84.0;181.0
73.0;211.0;-995.0;1000.0;1028.0;-847.0;780.0;287.0;105.0;249.0
112.0;250.0;-951.0;1068.0;959.0;-815.0;726.0;449.0;45.0;191.0
143.0;253.0;-961.0;1052.0;955.0;-820.0;738.0;428.0;32.0;154.0
120.0;227.0;-969.0;1085.0;971.0;-830.0;735.0;458.0;99.0;162.0
223.0;275.0;-962.0;1208.0;892.0;-906.0;886.0;466.0;232.0;4.0
74.0;329.0;-1127.0;1220.0;856.0;-1040.0;815.0;470.0;65.0;102.0
136.0;270.0;-969.0;1080.0;978.0;-825.0;763.0;463.0;77.0;182.0
129.0;295.0;-978.0;1072.0;978.0;-831.0;754.0;476.0;97.0;189.0
139.0;286.0;-975.0;1060.0;980.0;-837.0;751.0;497.0;99.0;190.0
108.0;319.0;-947.0;1109.0;940.0;-802.0;861.0;412.0;31.0;299.0
77.0;278.0;-957.0;1050.0;975.0;-817.0;721.0;460.0;78.0;251.0
67.0;276.0;-958.0;1063.0;955.0;-823.0;735.0;464.0;62.0;228.0
