InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
562.0;-41;240.0;921.0;246.0;-113.0;30.0;-41
792.0;228;32.0;1016.0;324.0;136.0;184.0;228
141.0;0;-43.0;985.0;196.0;94.0;-145.0;0
137.0;-17;-42.0;935.0;189.0;86.0;135.0;-17
717.0;312;-441.0;1048.0;300.0;646.0;2.0;312
645.0;-494;-185.0;989.0;434.0;317.0;-555.0;-494
649.0;-62;-31.0;950.0;259.0;-149.0;-120.0;-62
650.0;-2;-97.0;927.0;259.0;-110.0;-196.0;-2
793.0;5;-863.0;905.0;607.0;-185.0;398.0;5
26.0;-29;-36.0;872.0;221.0;7.0;42.0;-29
20.0;-13;24.0;864.0;217.0;47.0;-5.0;-13
18.0;54;4.0;860.0;217.0;75.0;61.0;54
18.0;47;-26.0;878.0;217.0;11.0;-58.0;47
293.0;170;-181.0;946.0;372.0;39.0;227.0;170
251.0;-17;32.0;952.0;368.0;75.0;93.0;-17
725.0;-434;-333.0;962.0;538.0;69.0;23.0;-434
248.0;-1;25.0;952.0;367.0;86.0;147.0;-1
246.0;11;10.0;945.0;367.0;80.0;158.0;11
244.0;8;32.0;946.0;367.0;113.0;158.0;8
242.0;9;-2.0;948.0;368.0;95.0;169.0;9
242.0;17;6.0;934.0;368.0;27.0;167.0;17
240.0;18;7.0;942.0;368.0;57.0;125.0;18
16.0;-10;-18.0;865.0;216.0;-131.0;-146.0;-10
239.0;19;-4.0;946.0;369.0;46.0;30.0;19
239.0;19;-4.0;956.0;369.0;11.0;28.0;19
238.0;24;-12.0;937.0;369.0;30.0;95.0;24
239.0;-4;-4.0;938.0;370.0;16.0;45.0;-4
239.0;-29;-16.0;948.0;370.0;10.0;32.0;-29
239.0;-16;12.0;955.0;370.0;20.0;36.0;-16
55.0;-20;5.0;1024.0;238.0;44.0;-44.0;-20
56.0;4;23.0;1005.0;239.0;35.0;26.0;4
839.0;13;-1.0;932.0;540.0;-10.0;1.0;13
56.0;-32;100.0;986.0;242.0;39.0;-81.0;-32
56.0;-24;92.0;994.0;243.0;20.0;-125.0;-24
54.0;-7;154.0;999.0;238.0;45.0;-197.0;-7
132.0;-26;937.0;850.0;128.0;-14.0;419.0;-26
56.0;23;126.0;996.0;244.0;2.0;-127.0;23
238.0;-1;-5.0;942.0;370.0;-13.0;45.0;-1
56.0;-11;120.0;1002.0;244.0;56.0;-70.0;-11
56.0;-32;112.0;974.0;243.0;25.0;73.0;-32
238.0;-3;0.0;946.0;370.0;-9.0;20.0;-3
416.0;-43;-5.0;844.0;455.0;-42.0;-206.0;-43
340.0;-64;131.0;792.0;384.0;-44.0;57.0;-64
55.0;32;89.0;989.0;243.0;-22.0;88.0;32
238.0;2;1.0;926.0;370.0;-16.0;13.0;2
238.0;-6;-14.0;919.0;369.0;20.0;13.0;-6
238.0;7;0.0;933.0;369.0;6.0;31.0;7
56.0;50;29.0;996.0;243.0;23.0;-94.0;50
260.0;49;274.0;835.0;204.0;-10.0;-42.0;49
228.0;67;287.0;888.0;124.0;-83.0;-602.0;67
237.0;29;-2.0;937.0;369.0;-9.0;1.0;29
14.0;-9;5.0;863.0;214.0;-72.0;-55.0;-9
237.0;-6;-21.0;930.0;369.0;-23.0;-10.0;-6
236.0;-7;-12.0;943.0;368.0;-23.0;25.0;-7
56.0;33;-2.0;1007.0;243.0;40.0;-96.0;33
236.0;6;-17.0;917.0;369.0;-5.0;34.0;6
56.0;-12;-12.0;999.0;244.0;-21.0;-11.0;-12
56.0;-34;-13.0;997.0;244.0;-30.0;-26.0;-34
698.0;-56;-138.0;810.0;505.0;-285.0;-182.0;-56
56.0;40;-23.0;1009.0;245.0;-29.0;-17.0;40
56.0;29;-36.0;985.0;245.0;-22.0;7.0;29
612.0;1;-17.0;814.0;450.0;-76.0;-29.0;1
56.0;13;-20.0;972.0;246.0;-37.0;8.0;13
611.0;-6;40.0;853.0;452.0;-19.0;-23.0;-6
57.0;46;-20.0;988.0;246.0;-74.0;-19.0;46
57.0;27;-17.0;1011.0;246.0;-29.0;-84.0;27
57.0;29;-30.0;999.0;246.0;-57.0;-135.0;29
60.0;-44;3.0;997.0;242.0;-58.0;-38.0;-44
561.0;-104;116.0;819.0;408.0;-167.0;-149.0;-104
65.0;22;-81.0;999.0;242.0;-43.0;-116.0;22
66.0;30;-16.0;987.0;242.0;-95.0;151.0;30
-180.0;-685;-42.0;1046.0;-251.0;154.0;-406.0;-685
254.0;3;-152.0;929.0;199.0;-88.0;160.0;3
236.0;18;1.0;945.0;368.0;-22.0;16.0;18
237.0;0;2.0;925.0;367.0;-13.0;7.0;0
207.0;-46;-294.0;914.0;108.0;-281.0;326.0;-46
179.0;-10;-251.0;779.0;126.0;-251.0;258.0;-10
237.0;0;23.0;942.0;367.0;-29.0;-27.0;0
237.0;-4;38.0;940.0;367.0;-25.0;-42.0;-4
66.0;16;-8.0;849.0;241.0;-108.0;256.0;16
65.0;-8;7.0;1004.0;238.0;-161.0;118.0;-8
237.0;-22;23.0;926.0;367.0;-11.0;-56.0;-22
80.0;78;83.0;1310.0;192.0;-157.0;78.0;78
237.0;-12;31.0;954.0;367.0;-7.0;-23.0;-12
237.0;-14;0.0;937.0;367.0;-45.0;-6.0;-14
253.0;6;-111.0;907.0;200.0;-98.0;273.0;6
-71.0;18;-28.0;888.0;-209.0;-407.0;136.0;18
188.0;-19;14.0;861.0;247.0;-334.0;142.0;-19
237.0;-5;21.0;944.0;367.0;6.0;-24.0;-5
260.0;11;185.0;820.0;202.0;-77.0;-241.0;11
237.0;10;-10.0;938.0;367.0;-13.0;24.0;10
237.0;9;-19.0;943.0;367.0;3.0;18.0;9
155.0;-27;-173.0;993.0;279.0;-156.0;3.0;-27
157.0;33;-106.0;1225.0;173.0;234.0;-311.0;33
236.0;13;13.0;948.0;367.0;-18.0;-35.0;13
236.0;-24;9.0;948.0;367.0;-34.0;-18.0;-24
206.0;-55;115.0;928.0;101.0;-318.0;60.0;-55
236.0;-22;6.0;954.0;367.0;-1.0;-7.0;-22
236.0;-17;-4.0;939.0;367.0;-1.0;-4.0;-17
134.0;6;-32.0;973.0;258.0;-165.0;107.0;6
276.0;-148;176.0;1161.0;313.0;-76.0;140.0;-148
236.0;-42;10.0;943.0;366.0;-14.0;-18.0;-42
155.0;-333;-111.0;936.0;221.0;-129.0;391.0;-333
236.0;-25;18.0;950.0;366.0;3.0;-22.0;-25
129.0;-14;-8.0;967.0;240.0;39.0;235.0;-14
95.0;-11;587.0;879.0;34.0;-407.0;984.0;-11
139.0;22;33.0;943.0;234.0;-15.0;26.0;22
141.0;21;13.0;956.0;234.0;-20.0;-1.0;21
236.0;9;43.0;954.0;367.0;-10.0;-45.0;9
142.0;7;-63.0;956.0;235.0;21.0;199.0;7
114.0;175;-250.0;954.0;220.0;235.0;-45.0;175
146.0;1;-11.0;967.0;238.0;23.0;74.0;1
147.0;-2;51.0;950.0;239.0;16.0;-6.0;-2
148.0;33;53.0;953.0;240.0;-22.0;-57.0;33
153.0;15;6.0;976.0;243.0;28.0;-59.0;15
116.0;117;-20.0;975.0;276.0;-25.0;-227.0;117
164.0;-5;22.0;955.0;252.0;26.0;-183.0;-5
169.0;-12;39.0;957.0;256.0;61.0;-215.0;-12
170.0;-47;24.0;945.0;258.0;55.0;-192.0;-47
172.0;-40;29.0;965.0;261.0;42.0;-171.0;-40
172.0;-14;14.0;970.0;263.0;94.0;-111.0;-14
174.0;-21;2.0;957.0;266.0;50.0;-101.0;-21
237.0;-18;52.0;934.0;366.0;-34.0;-66.0;-18
237.0;-6;73.0;938.0;366.0;-11.0;-108.0;-6
396.0;-10;88.0;869.0;466.0;76.0;68.0;-10
459.0;105;310.0;929.0;435.0;9.0;-105.0;105
415.0;-7;-94.0;927.0;444.0;157.0;114.0;-7
297.0;-125;65.0;817.0;396.0;-303.0;9.0;-125
366.0;35;177.0;782.0;293.0;-312.0;257.0;35
286.0;15;108.0;919.0;387.0;-197.0;-85.0;15
287.0;17;32.0;933.0;383.0;-78.0;-290.0;17
287.0;-29;-42.0;932.0;386.0;-13.0;-39.0;-29
286.0;-43;71.0;926.0;386.0;-155.0;-231.0;-43
288.0;10;-25.0;922.0;383.0;19.0;-64.0;10
175.0;-21;-13.0;972.0;268.0;43.0;-107.0;-21
176.0;-54;-21.0;977.0;270.0;45.0;-84.0;-54
247.0;-318;-197.0;1131.0;302.0;-8.0;-409.0;-318
312.0;20;230.0;908.0;264.0;-223.0;-476.0;20
421.0;154;-123.0;807.0;396.0;-37.0;470.0;154
288.0;-4;-6.0;907.0;382.0;74.0;-460.0;-4
177.0;-23;-30.0;1003.0;276.0;29.0;-112.0;-23
104.0;-520;-336.0;1040.0;184.0;221.0;46.0;-520
179.0;-65;-41.0;1004.0;279.0;56.0;-103.0;-65
180.0;-47;-31.0;944.0;280.0;57.0;-107.0;-47
396.0;-32;-145.0;763.0;243.0;-84.0;-155.0;-32
182.0;-77;-20.0;894.0;280.0;27.0;-123.0;-77
184.0;-41;-41.0;859.0;280.0;-2.0;-67.0;-41
239.0;24;169.0;924.0;168.0;-89.0;117.0;24
194.0;-29;-134.0;1017.0;279.0;-50.0;24.0;-29
202.0;-23;-143.0;1011.0;279.0;-52.0;-28.0;-23
212.0;-38;-168.0;983.0;280.0;-45.0;-85.0;-38
286.0;-7;61.0;918.0;384.0;51.0;-292.0;-7
397.0;-75;-144.0;817.0;255.0;-30.0;-9.0;-75
289.0;-111;-33.0;615.0;313.0;-160.0;119.0;-111
419.0;-20;166.0;840.0;320.0;89.0;-431.0;-20
287.0;-14;131.0;927.0;384.0;-27.0;-41.0;-14
292.0;37;19.0;926.0;389.0;-188.0;159.0;37
413.0;-56;-51.0;892.0;316.0;47.0;-199.0;-56
406.0;-70;-207.0;927.0;306.0;-14.0;52.0;-70
500.0;-173;-735.0;1047.0;455.0;-39.0;-27.0;-173
238.0;27;148.0;915.0;164.0;-75.0;140.0;27
480.0;6;-287.0;811.0;288.0;17.0;-394.0;6
395.0;-86;54.0;944.0;297.0;-75.0;-193.0;-86
297.0;-31;-71.0;929.0;382.0;54.0;99.0;-31
769.0;764;149.0;995.0;487.0;278.0;274.0;764
274.0;86;-40.0;922.0;361.0;205.0;298.0;86
297.0;-10;-41.0;923.0;379.0;4.0;276.0;-10
297.0;-35;-75.0;936.0;377.0;56.0;248.0;-35
656.0;-37;-1.0;896.0;492.0;-89.0;29.0;-37
381.0;-72;202.0;931.0;288.0;-129.0;-273.0;-72
275.0;-20;-47.0;917.0;357.0;-222.0;572.0;-20
744.0;-53;11.0;593.0;563.0;-85.0;78.0;-53
122.0;30;-213.0;814.0;-35.0;-251.0;-581.0;30
270.0;-400;568.0;1129.0;363.0;-288.0;-460.0;-400
-783.0;-1289;-107.0;1073.0;-475.0;-159.0;-276.0;-1289
559.0;-10;-87.0;1001.0;415.0;-108.0;10.0;-10
396.0;26;0.0;865.0;255.0;-38.0;-208.0;26
405.0;-20;109.0;895.0;263.0;56.0;-89.0;-20
394.0;-1671;-368.0;1263.0;382.0;-77.0;491.0;-1671
275.0;-12;-276.0;984.0;267.0;-127.0;-159.0;-12
274.0;2;-228.0;975.0;264.0;103.0;-158.0;2
278.0;-5;-625.0;1335.0;307.0;107.0;122.0;-5
277.0;9;-83.0;850.0;259.0;134.0;-35.0;9
280.0;16;-1.0;814.0;259.0;119.0;-47.0;16
199.0;-128;149.0;980.0;7.0;267.0;-685.0;-128
494.0;-14;-70.0;801.0;295.0;145.0;17.0;-14
462.0;26;202.0;836.0;284.0;-15.0;52.0;26
471.0;-35;-506.0;839.0;275.0;-24.0;348.0;-35
237.0;15;106.0;881.0;161.0;-62.0;165.0;15
220.0;116;-155.0;724.0;271.0;11.0;86.0;116
346.0;-1;6.0;962.0;261.0;-70.0;-640.0;-1
300.0;-658;-275.0;1227.0;303.0;1.0;554.0;-658
712.0;2069;404.0;1001.0;445.0;-24.0;-505.0;2069
289.0;-115;-54.0;762.0;314.0;22.0;8.0;-115
237.0;-7;-150.0;942.0;292.0;-4.0;-116.0;-7
406.0;-75;-238.0;883.0;387.0;218.0;110.0;-75
501.0;120;-159.0;542.0;464.0;-51.0;-53.0;120
612.0;33;-177.0;992.0;436.0;-573.0;557.0;33
237.0;15;69.0;888.0;157.0;-1.0;233.0;15
483.0;-11;-16.0;891.0;429.0;-141.0;-91.0;-11
87.0;2;104.0;907.0;104.0;-40.0;459.0;2
377.0;-27;-122.0;900.0;372.0;100.0;-90.0;-27
671.0;151;169.0;912.0;494.0;4.0;-693.0;151
59.0;-4;-296.0;748.0;263.0;-62.0;158.0;-4
302.0;632;-183.0;980.0;288.0;190.0;-24.0;632
682.0;-28;-35.0;925.0;575.0;-50.0;-36.0;-28
680.0;-2;-22.0;950.0;581.0;-39.0;-7.0;-2
103.0;21;-414.0;816.0;-21.0;371.0;-8.0;21
-767.0;-1557;-177.0;1000.0;-596.0;-213.0;892.0;-1557
602.0;-178;-195.0;783.0;432.0;325.0;-49.0;-178
739.0;-37;237.0;942.0;492.0;167.0;361.0;-37
831.0;5;-56.0;861.0;555.0;-39.0;21.0;5
121.0;-3143;-279.0;1002.0;212.0;-71.0;271.0;-3143
-18.0;-166;-717.0;904.0;-43.0;54.0;1390.0;-166
301.0;-5;28.0;940.0;-82.0;151.0;19.0;-5
480.0;49;160.0;1670.0;462.0;416.0;-110.0;49
-32.0;-5;-149.0;951.0;-119.0;-13.0;170.0;-5
-18.0;1;-99.0;936.0;148.0;-78.0;-47.0;1
290.0;-23;53.0;905.0;373.0;65.0;428.0;-23
510.0;996;-458.0;841.0;183.0;637.0;-697.0;996
133.0;-22;687.0;972.0;-37.0;199.0;-324.0;-22
21.0;255;-568.0;942.0;108.0;-178.0;323.0;255
-299.0;1029;-41.0;986.0;-312.0;196.0;-80.0;1029
750.0;-84;-321.0;910.0;568.0;198.0;-32.0;-84
750.0;2;-305.0;832.0;630.0;362.0;-582.0;2
951.0;-21;-206.0;918.0;229.0;-243.0;-105.0;-21
206.0;161;-67.0;939.0;188.0;-286.0;-112.0;161
679.0;998;-252.0;999.0;251.0;-497.0;-265.0;998
723.0;-917;669.0;1006.0;488.0;-46.0;-685.0;-917
67.0;234;-153.0;674.0;176.0;-318.0;-31.0;234
456.0;835;682.0;940.0;470.0;-169.0;150.0;835
784.0;3;-29.0;966.0;585.0;-176.0;647.0;3
8.0;-26;-11.0;994.0;109.0;134.0;-583.0;-26
834.0;-4;35.0;842.0;551.0;-33.0;-103.0;-4
646.0;1;-141.0;926.0;602.0;64.0;205.0;1
545.0;-45;-128.0;883.0;440.0;-568.0;-18.0;-45
644.0;10;-24.0;917.0;603.0;0.0;-2.0;10
644.0;33;-11.0;920.0;603.0;-25.0;-47.0;33
712.0;-12;24.0;915.0;673.0;-33.0;-67.0;-12
196.0;-510;75.0;995.0;227.0;56.0;-199.0;-510
16.0;-2;313.0;897.0;229.0;-131.0;-484.0;-2
712.0;-52;2.0;928.0;673.0;-28.0;-58.0;-52
681.0;-25;-576.0;793.0;489.0;-194.0;1449.0;-25
830.0;10;24.0;871.0;558.0;-5.0;154.0;10
817.0;13;52.0;822.0;576.0;-120.0;103.0;13
-11.0;13;-524.0;970.0;-178.0;-176.0;-117.0;13
-28.0;-2;-2.0;966.0;196.0;236.0;-152.0;-2
-51.0;39;-151.0;974.0;-134.0;112.0;-339.0;39
708.0;30;772.0;879.0;492.0;-80.0;-915.0;30
-452.0;31;-337.0;842.0;-510.0;681.0;297.0;31
795.0;-11;-429.0;819.0;605.0;-1.0;617.0;-11
836.0;-7;45.0;929.0;543.0;148.0;-76.0;-7
643.0;4;70.0;911.0;603.0;-56.0;-109.0;4
99.0;9;689.0;924.0;27.0;771.0;270.0;9
586.0;-24;730.0;926.0;453.0;81.0;600.0;-24
712.0;4;21.0;918.0;673.0;-43.0;-73.0;4
644.0;1;62.0;924.0;603.0;-51.0;-135.0;1
461.0;-10;229.0;826.0;285.0;-15.0;250.0;-10
644.0;3;53.0;949.0;603.0;-61.0;-139.0;3
680.0;31;82.0;927.0;607.0;-95.0;-103.0;31
723.0;-1;11.0;918.0;655.0;-45.0;-13.0;-1
742.0;242;942.0;1083.0;597.0;-224.0;-287.0;242
736.0;4;195.0;961.0;641.0;3.0;-182.0;4
729.0;34;8.0;937.0;640.0;-19.0;18.0;34
296.0;2;194.0;916.0;390.0;-74.0;227.0;2
644.0;-28;22.0;910.0;603.0;-64.0;-67.0;-28
-590.0;9;694.0;959.0;-415.0;-41.0;-881.0;9
771.0;144;-160.0;723.0;599.0;59.0;5.0;144
670.0;5;-51.0;931.0;607.0;-20.0;-14.0;5
106.0;-53;392.0;918.0;59.0;-75.0;-145.0;-53
20.0;-57;173.0;862.0;237.0;57.0;-25.0;-57
67.0;-22;-98.0;1036.0;243.0;-106.0;109.0;-22
288.0;10;-31.0;691.0;304.0;218.0;53.0;10
644.0;-24;49.0;915.0;603.0;-94.0;-122.0;-24
322.0;157;-98.0;1022.0;291.0;230.0;-211.0;157
644.0;49;32.0;900.0;603.0;-89.0;-128.0;49
717.0;35;39.0;932.0;670.0;52.0;27.0;35
644.0;-35;90.0;923.0;602.0;-99.0;-199.0;-35
-15.0;31;44.0;918.0;131.0;-149.0;-245.0;31
725.0;-10;15.0;923.0;652.0;-74.0;-120.0;-10
467.0;5;-59.0;715.0;-179.0;36.0;180.0;5
644.0;-40;27.0;921.0;603.0;-42.0;-116.0;-40
684.0;-23;-40.0;955.0;574.0;-20.0;-76.0;-23
802.0;-26;102.0;833.0;597.0;-104.0;-247.0;-26
-39.0;-105;-176.0;1026.0;216.0;293.0;230.0;-105
95.0;-85;436.0;907.0;-25.0;141.0;-1181.0;-85
640.0;1167;557.0;792.0;411.0;216.0;-1684.0;1167
716.0;-14;49.0;925.0;669.0;-23.0;-118.0;-14
290.0;37;-182.0;920.0;306.0;237.0;792.0;37
643.0;31;47.0;898.0;603.0;-40.0;-105.0;31
156.0;1;-231.0;1062.0;205.0;200.0;-515.0;1
-17.0;-7;-663.0;1021.0;-241.0;313.0;2826.0;-7
710.0;-10;-8.0;946.0;623.0;-34.0;-92.0;-10
-59.0;186;505.0;1024.0;-159.0;332.0;36.0;186
723.0;67;-376.0;1004.0;593.0;74.0;-255.0;67
643.0;-12;49.0;927.0;603.0;-85.0;-78.0;-12
794.0;16;-66.0;863.0;608.0;-182.0;-20.0;16
643.0;3;39.0;936.0;603.0;-74.0;-122.0;3
756.0;-22;-107.0;953.0;590.0;-91.0;-51.0;-22
745.0;470;158.0;999.0;451.0;-174.0;-311.0;470
669.0;-9;-50.0;937.0;572.0;-99.0;-66.0;-9
782.0;-62;833.0;946.0;594.0;-728.0;-634.0;-62
751.0;15;-93.0;932.0;504.0;-49.0;-4.0;15
751.0;11;-23.0;948.0;589.0;-35.0;54.0;11
751.0;-36;-30.0;931.0;590.0;-63.0;78.0;-36
723.0;-17;4.0;933.0;653.0;34.0;40.0;-17
153.0;-25;900.0;916.0;175.0;449.0;707.0;-25
15.0;20;-100.0;980.0;-83.0;-86.0;-10.0;20
656.0;1;-1809.0;879.0;575.0;-183.0;294.0;1
15.0;-7;-73.0;872.0;214.0;54.0;214.0;-7
135.0;-40;-99.0;973.0;260.0;-298.0;-58.0;-40
28.0;-28;-61.0;859.0;222.0;113.0;63.0;-28
-54.0;14;-39.0;975.0;-82.0;14.0;-192.0;14
484.0;-1964;659.0;1000.0;352.0;203.0;-608.0;-1964
554.0;9;-119.0;753.0;237.0;77.0;-550.0;9
168.0;38;149.0;947.0;44.0;-510.0;777.0;38
-46.0;-24;-136.0;965.0;119.0;-121.0;-174.0;-24
66.0;10;74.0;978.0;-58.0;478.0;683.0;10
186.0;-147;588.0;904.0;299.0;-240.0;-201.0;-147
-55.0;-31;-192.0;960.0;106.0;142.0;104.0;-31
755.0;-10;22.0;951.0;586.0;-30.0;26.0;-10
673.0;-33;19.0;939.0;583.0;-9.0;-3.0;-33
681.0;23;-17.0;940.0;578.0;7.0;-5.0;23
618.0;55;-83.0;928.0;246.0;57.0;-469.0;55
674.0;-18;38.0;947.0;584.0;44.0;-40.0;-18
777.0;17;-51.0;973.0;525.0;64.0;72.0;17
681.0;5;-2.0;930.0;579.0;11.0;28.0;5
673.0;-5;21.0;942.0;584.0;2.0;-12.0;-5
798.0;7;23.0;931.0;594.0;-1.0;-20.0;7
673.0;-23;5.0;954.0;584.0;17.0;13.0;-23
709.0;-55;-12.0;944.0;619.0;81.0;-11.0;-55
725.0;-11;95.0;936.0;654.0;41.0;-38.0;-11
671.0;-2;-31.0;939.0;604.0;1.0;60.0;-2
850.0;254;42.0;994.0;493.0;33.0;-56.0;254
675.0;5;7.0;949.0;584.0;-15.0;-31.0;5
676.0;18;-10.0;955.0;583.0;-31.0;-16.0;18
677.0;3;-14.0;966.0;583.0;-36.0;-43.0;3
728.0;13;35.0;951.0;640.0;-41.0;-62.0;13
762.0;10;-37.0;939.0;636.0;76.0;763.0;10
678.0;-9;-6.0;957.0;582.0;-45.0;-21.0;-9
679.0;-5;-51.0;952.0;582.0;-33.0;7.0;-5
790.0;39;-23.0;939.0;571.0;290.0;-96.0;39
69.0;-6;-97.0;869.0;139.0;94.0;-208.0;-6
722.0;-24;60.0;936.0;514.0;37.0;-627.0;-24
950.0;-21;178.0;966.0;251.0;-67.0;-82.0;-21
948.0;-5;171.0;972.0;259.0;-145.0;-260.0;-5
681.0;-14;-14.0;939.0;579.0;13.0;-21.0;-14
839.0;-25;0.0;926.0;540.0;-19.0;-3.0;-25
-712.0;5;-251.0;873.0;-566.0;-343.0;-67.0;5
750.0;-13;-93.0;922.0;591.0;-11.0;-249.0;-13
742.0;-12;454.0;916.0;640.0;-22.0;-402.0;-12
790.0;-19;31.0;830.0;612.0;-69.0;-146.0;-19
721.0;13;-1069.0;909.0;685.0;-982.0;426.0;13
27.0;-1121;-64.0;985.0;-117.0;78.0;473.0;-1121
526.0;-34;123.0;794.0;248.0;394.0;783.0;-34
839.0;-22;48.0;880.0;543.0;78.0;-7.0;-22
648.0;-1177;-132.0;968.0;444.0;68.0;-614.0;-1177
-212.0;88;-629.0;813.0;-220.0;186.0;401.0;88
645.0;8;90.0;914.0;602.0;-67.0;-202.0;8
548.0;-21;238.0;1038.0;439.0;-1074.0;-417.0;-21
766.0;-87;-89.0;970.0;631.0;-219.0;159.0;-87
318.0;-17;265.0;915.0;-236.0;559.0;399.0;-17
674.0;21;-86.0;955.0;586.0;-75.0;57.0;21
765.0;22;-446.0;930.0;635.0;-764.0;-1217.0;22
737.0;-43;-77.0;829.0;639.0;-76.0;82.0;-43
-24.0;-43;30.0;970.0;200.0;-105.0;86.0;-43
290.0;907;686.0;1106.0;327.0;-225.0;-689.0;907
-202.0;-10;-8.0;788.0;-160.0;20.0;-242.0;-10
771.0;50;-132.0;949.0;597.0;-36.0;-215.0;50
778.0;-40;1279.0;936.0;622.0;377.0;-762.0;-40
82.0;15;-285.0;955.0;184.0;-328.0;-928.0;15
808.0;-18;-151.0;895.0;586.0;-17.0;226.0;-18
773.0;-8;-97.0;894.0;630.0;48.0;117.0;-8
-200.0;-13;-672.0;871.0;-235.0;988.0;1184.0;-13
5.0;-31;419.0;936.0;106.0;-522.0;-3.0;-31
806.0;-13;-65.0;898.0;590.0;20.0;330.0;-13
811.0;4;64.0;868.0;584.0;26.0;-205.0;4
764.0;-34;100.0;916.0;641.0;-305.0;-79.0;-34
731.0;-11;81.0;956.0;640.0;20.0;-73.0;-11
-33.0;4;-54.0;919.0;-204.0;124.0;-1602.0;4
771.0;-229;397.0;985.0;619.0;-39.0;-620.0;-229
777.0;7;-196.0;904.0;626.0;-278.0;-200.0;7
278.0;1265;-176.0;904.0;293.0;225.0;537.0;1265
770.0;12;460.0;937.0;634.0;584.0;-248.0;12
-22.0;-41;28.0;902.0;139.0;340.0;124.0;-41
762.0;26;89.0;915.0;637.0;53.0;1701.0;26
-424.0;-410;173.0;1006.0;-229.0;50.0;128.0;-410
-791.0;-242;67.0;1005.0;-346.0;54.0;435.0;-242
-49.0;11;20.0;962.0;-78.0;-13.0;-161.0;11
-698.0;-24;129.0;952.0;-531.0;66.0;-585.0;-24
712.0;-33;-3.0;931.0;672.0;-17.0;24.0;-33
782.0;-19;-491.0;950.0;504.0;3.0;122.0;-19
-684.0;-373;-484.0;957.0;-472.0;42.0;-66.0;-373
767.0;-13;-73.0;913.0;638.0;415.0;374.0;-13
-826.0;-762;218.0;986.0;-499.0;52.0;79.0;-762
-286.0;-52;-441.0;920.0;-236.0;-24.0;604.0;-52
-43.0;4;174.0;957.0;-82.0;18.0;177.0;4
-14.0;-16;209.0;919.0;-85.0;-98.0;-157.0;-16
764.0;-17;-8.0;931.0;609.0;146.0;0.0;-17
797.0;1;35.0;939.0;595.0;-27.0;-184.0;1
-641.0;76;255.0;895.0;-480.0;-331.0;-144.0;76
-239.0;-56;-444.0;837.0;-306.0;240.0;20.0;-56
