InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RUA magneticY
180.0;328.0;-620.0;506.0;260.0;565.0;-673.0
188.0;329.0;-621.0;507.0;254.0;549.0;-673.0
190.0;329.0;-618.0;511.0;250.0;?;-672.0
196.0;329.0;-612.0;513.0;241.0;519.0;-673.0
444.0;373.0;-115.0;504.0;-530.0;-212.0;-447.0
422.0;372.0;-120.0;506.0;-535.0;-215.0;-463.0
422.0;368.0;-117.0;505.0;-538.0;-216.0;-459.0
435.0;?;-112.0;505.0;-533.0;-208.0;-442.0
434.0;368.0;-109.0;505.0;-526.0;-203.0;-436.0
433.0;366.0;-106.0;504.0;-515.0;-201.0;-431.0
424.0;371.0;-105.0;503.0;-502.0;-199.0;-433.0
424.0;372.0;-110.0;504.0;-482.0;-189.0;?
424.0;376.0;-116.0;503.0;-449.0;-172.0;-437.0
415.0;?;-134.0;501.0;?;-154.0;-450.0
409.0;386.0;-158.0;502.0;-354.0;-116.0;-463.0
397.0;389.0;-205.0;500.0;-290.0;-73.0;?
397.0;387.0;-250.0;504.0;?;-13.0;-504.0
404.0;382.0;-287.0;509.0;-154.0;48.0;-515.0
405.0;372.0;-336.0;514.0;-85.0;118.0;-534.0
404.0;361.0;?;517.0;-7.0;193.0;-553.0
398.0;342.0;-445.0;521.0;71.0;?;-576.0
386.0;330.0;?;528.0;135.0;?;-593.0
?;321.0;-517.0;531.0;187.0;386.0;-604.0
338.0;315.0;-548.0;534.0;226.0;431.0;-620.0
303.0;317.0;-576.0;534.0;250.0;473.0;-634.0
262.0;317.0;-599.0;533.0;261.0;510.0;-649.0
233.0;326.0;-617.0;529.0;259.0;533.0;-663.0
217.0;329.0;-632.0;526.0;255.0;548.0;-675.0
205.0;331.0;-644.0;523.0;?;562.0;-685.0
197.0;328.0;-647.0;523.0;241.0;576.0;-688.0
200.0;327.0;-641.0;520.0;234.0;569.0;-688.0
201.0;326.0;-637.0;518.0;239.0;563.0;-687.0
?;325.0;-640.0;517.0;243.0;562.0;-684.0
211.0;326.0;-636.0;516.0;243.0;554.0;-684.0
212.0;325.0;-630.0;515.0;241.0;541.0;?
436.0;331.0;-216.0;506.0;?;-148.0;-496.0
440.0;332.0;-208.0;505.0;-555.0;-133.0;-491.0
?;333.0;-203.0;502.0;-554.0;-107.0;-488.0
475.0;340.0;-210.0;500.0;-553.0;-59.0;-480.0
491.0;345.0;-224.0;498.0;-553.0;0.0;-496.0
500.0;351.0;-237.0;499.0;-557.0;65.0;-524.0
505.0;345.0;-260.0;499.0;-570.0;164.0;-554.0
502.0;341.0;-284.0;502.0;-591.0;?;-580.0
487.0;341.0;-321.0;501.0;-620.0;?;-599.0
459.0;335.0;?;501.0;-650.0;546.0;-612.0
415.0;331.0;-299.0;499.0;-678.0;631.0;?
345.0;328.0;-270.0;501.0;-708.0;671.0;-618.0
274.0;324.0;-238.0;502.0;-733.0;649.0;-616.0
199.0;?;-200.0;503.0;?;563.0;-611.0
127.0;306.0;-160.0;506.0;-788.0;459.0;?
65.0;298.0;-130.0;505.0;-809.0;347.0;-602.0
3.0;290.0;-100.0;508.0;-838.0;249.0;-605.0
-50.0;283.0;-69.0;509.0;-860.0;180.0;-599.0
-93.0;273.0;-31.0;511.0;-886.0;124.0;-591.0
-122.0;260.0;-3.0;511.0;-909.0;103.0;-585.0
-144.0;252.0;15.0;516.0;-929.0;94.0;-577.0
-155.0;245.0;33.0;517.0;-946.0;85.0;-568.0
-158.0;239.0;43.0;517.0;-953.0;83.0;?
-142.0;241.0;63.0;516.0;-951.0;102.0;?
-119.0;243.0;60.0;515.0;-947.0;135.0;-551.0
-92.0;248.0;40.0;513.0;-943.0;176.0;-548.0
-59.0;253.0;23.0;510.0;-933.0;225.0;-549.0
-25.0;259.0;4.0;507.0;-921.0;273.0;-551.0
11.0;266.0;-10.0;507.0;-905.0;323.0;?
37.0;271.0;-28.0;503.0;-893.0;357.0;-559.0
56.0;277.0;-50.0;503.0;-884.0;380.0;-563.0
72.0;279.0;-60.0;500.0;-875.0;402.0;?
87.0;283.0;-61.0;500.0;-869.0;419.0;?
98.0;282.0;-60.0;495.0;-868.0;428.0;-556.0
108.0;280.0;-57.0;497.0;-869.0;439.0;-553.0
116.0;279.0;-51.0;498.0;-870.0;449.0;-548.0
119.0;272.0;-39.0;500.0;-874.0;451.0;-545.0
116.0;268.0;-29.0;502.0;-878.0;450.0;-541.0
112.0;263.0;-17.0;504.0;-883.0;440.0;?
107.0;263.0;-6.0;505.0;-884.0;428.0;-534.0
?;260.0;5.0;508.0;?;418.0;-533.0
91.0;258.0;18.0;510.0;?;403.0;-534.0
77.0;259.0;26.0;511.0;-891.0;389.0;-536.0
63.0;258.0;30.0;517.0;-892.0;?;-540.0
51.0;259.0;35.0;518.0;?;351.0;-540.0
40.0;260.0;38.0;518.0;-896.0;332.0;-537.0
36.0;260.0;38.0;519.0;-897.0;321.0;-541.0
27.0;261.0;38.0;518.0;-898.0;312.0;-542.0
17.0;262.0;38.0;517.0;-899.0;299.0;-545.0
6.0;264.0;36.0;517.0;-899.0;288.0;-546.0
3.0;263.0;37.0;517.0;?;285.0;-549.0
-2.0;262.0;38.0;515.0;-900.0;283.0;-547.0
-5.0;258.0;42.0;516.0;-898.0;286.0;-545.0
4.0;256.0;51.0;514.0;-900.0;296.0;-540.0
15.0;254.0;56.0;513.0;-901.0;312.0;-532.0
26.0;250.0;57.0;512.0;-901.0;331.0;-525.0
31.0;241.0;56.0;512.0;?;344.0;-519.0
?;237.0;52.0;510.0;-904.0;357.0;-519.0
56.0;239.0;51.0;502.0;-905.0;365.0;-509.0
59.0;246.0;45.0;499.0;-903.0;364.0;-510.0
52.0;253.0;34.0;496.0;-899.0;361.0;-513.0
49.0;258.0;21.0;497.0;-892.0;356.0;-522.0
57.0;263.0;3.0;498.0;-888.0;363.0;-534.0
62.0;265.0;-18.0;497.0;-882.0;392.0;-550.0
72.0;267.0;-31.0;500.0;-880.0;426.0;-561.0
88.0;267.0;-32.0;499.0;-882.0;442.0;-562.0
97.0;272.0;-27.0;499.0;-886.0;440.0;-562.0
108.0;271.0;-20.0;495.0;-889.0;448.0;-560.0
116.0;273.0;-12.0;500.0;-895.0;456.0;?
120.0;275.0;-8.0;498.0;-899.0;460.0;-563.0
122.0;277.0;3.0;500.0;-904.0;465.0;-564.0
120.0;276.0;8.0;?;-909.0;458.0;-568.0
114.0;279.0;13.0;504.0;-915.0;448.0;-569.0
105.0;280.0;19.0;503.0;?;435.0;-571.0
101.0;279.0;21.0;505.0;-921.0;428.0;-571.0
101.0;281.0;24.0;508.0;-922.0;424.0;-575.0
97.0;279.0;?;510.0;?;?;-575.0
93.0;279.0;27.0;513.0;-920.0;406.0;-579.0
88.0;?;25.0;516.0;-915.0;394.0;-579.0
82.0;279.0;25.0;520.0;-915.0;386.0;-582.0
?;280.0;26.0;521.0;-914.0;?;-583.0
76.0;277.0;30.0;524.0;-910.0;374.0;-583.0
77.0;277.0;29.0;526.0;-910.0;376.0;-585.0
78.0;275.0;32.0;529.0;-909.0;?;-582.0
83.0;270.0;36.0;531.0;-907.0;383.0;-578.0
91.0;265.0;40.0;533.0;-903.0;392.0;-572.0
97.0;260.0;47.0;535.0;-902.0;400.0;-565.0
102.0;257.0;55.0;533.0;-901.0;409.0;-555.0
110.0;249.0;66.0;531.0;-898.0;418.0;-545.0
117.0;?;72.0;531.0;-896.0;427.0;-537.0
125.0;244.0;75.0;528.0;-895.0;435.0;?
132.0;241.0;77.0;527.0;-894.0;444.0;-528.0
134.0;236.0;79.0;527.0;-892.0;449.0;-525.0
138.0;235.0;78.0;527.0;-892.0;450.0;-525.0
137.0;235.0;74.0;526.0;-891.0;451.0;-523.0
137.0;232.0;77.0;529.0;?;452.0;-521.0
138.0;231.0;74.0;528.0;-887.0;452.0;-523.0
133.0;229.0;73.0;528.0;-886.0;450.0;-523.0
129.0;231.0;71.0;527.0;-883.0;445.0;-526.0
124.0;232.0;67.0;528.0;-880.0;440.0;-527.0
123.0;235.0;65.0;527.0;-880.0;437.0;-530.0
119.0;235.0;63.0;526.0;-878.0;431.0;-532.0
114.0;236.0;62.0;525.0;-879.0;427.0;-537.0
107.0;237.0;61.0;524.0;-882.0;421.0;-537.0
103.0;235.0;64.0;523.0;-881.0;415.0;-536.0
100.0;?;65.0;523.0;-882.0;?;-537.0
92.0;234.0;63.0;523.0;-884.0;404.0;-531.0
85.0;233.0;64.0;523.0;-884.0;398.0;-531.0
75.0;226.0;63.0;524.0;-887.0;394.0;-534.0
78.0;227.0;66.0;524.0;-888.0;389.0;-531.0
76.0;222.0;64.0;525.0;-889.0;384.0;-528.0
79.0;216.0;61.0;528.0;-885.0;385.0;-529.0
84.0;212.0;55.0;530.0;-884.0;390.0;-525.0
97.0;206.0;50.0;529.0;-877.0;405.0;-525.0
102.0;203.0;42.0;533.0;-873.0;427.0;-527.0
103.0;197.0;42.0;535.0;-868.0;442.0;-527.0
?;188.0;38.0;536.0;-865.0;443.0;-526.0
103.0;181.0;40.0;536.0;-863.0;443.0;-521.0
102.0;178.0;46.0;534.0;-863.0;449.0;-516.0
?;179.0;?;532.0;-861.0;453.0;-509.0
110.0;178.0;54.0;533.0;-861.0;459.0;-508.0
116.0;179.0;57.0;531.0;-866.0;462.0;-507.0
120.0;181.0;58.0;531.0;-868.0;464.0;-510.0
119.0;182.0;60.0;528.0;-873.0;460.0;-512.0
116.0;183.0;65.0;528.0;-873.0;453.0;-509.0
111.0;185.0;71.0;530.0;-874.0;449.0;-507.0
102.0;183.0;75.0;?;-878.0;435.0;-504.0
95.0;185.0;83.0;529.0;-879.0;426.0;?
84.0;182.0;87.0;529.0;-882.0;411.0;-497.0
77.0;183.0;93.0;529.0;-884.0;399.0;-497.0
67.0;182.0;99.0;526.0;-885.0;387.0;-495.0
60.0;185.0;100.0;527.0;-887.0;374.0;-492.0
52.0;187.0;101.0;527.0;-887.0;364.0;-495.0
?;190.0;94.0;528.0;-886.0;354.0;-498.0
44.0;193.0;94.0;527.0;-886.0;352.0;-500.0
45.0;198.0;90.0;526.0;?;351.0;?
50.0;203.0;86.0;527.0;-885.0;351.0;-505.0
53.0;207.0;82.0;525.0;-882.0;356.0;-507.0
62.0;210.0;77.0;525.0;-884.0;362.0;-512.0
67.0;213.0;72.0;525.0;-883.0;369.0;-512.0
72.0;215.0;68.0;524.0;-884.0;374.0;-512.0
79.0;220.0;63.0;525.0;-884.0;382.0;-513.0
89.0;222.0;60.0;526.0;-881.0;393.0;-516.0
97.0;222.0;59.0;528.0;-880.0;405.0;-514.0
108.0;224.0;59.0;529.0;-880.0;415.0;?
120.0;230.0;58.0;533.0;-880.0;429.0;-517.0
131.0;229.0;60.0;535.0;-878.0;442.0;-517.0
140.0;234.0;61.0;536.0;-880.0;453.0;-520.0
149.0;237.0;64.0;537.0;-883.0;464.0;-520.0
152.0;238.0;67.0;?;-881.0;470.0;-525.0
157.0;240.0;70.0;538.0;?;473.0;-525.0
158.0;243.0;69.0;539.0;-882.0;476.0;-527.0
160.0;247.0;?;543.0;-884.0;477.0;-528.0
159.0;249.0;71.0;541.0;-885.0;475.0;-531.0
162.0;250.0;68.0;545.0;-887.0;475.0;-535.0
164.0;251.0;66.0;547.0;-888.0;477.0;-539.0
159.0;250.0;68.0;550.0;-891.0;472.0;-541.0
154.0;248.0;69.0;551.0;-896.0;467.0;-540.0
144.0;242.0;78.0;549.0;-898.0;457.0;-533.0
136.0;238.0;84.0;549.0;-901.0;451.0;-529.0
128.0;238.0;88.0;547.0;-903.0;443.0;-522.0
126.0;240.0;94.0;545.0;-903.0;434.0;-514.0
115.0;242.0;90.0;546.0;-899.0;422.0;-514.0
112.0;248.0;79.0;550.0;-896.0;416.0;?
122.0;251.0;63.0;551.0;-890.0;422.0;-526.0
126.0;249.0;45.0;553.0;-884.0;435.0;-535.0
135.0;250.0;28.0;556.0;-880.0;458.0;-546.0
148.0;254.0;17.0;558.0;-874.0;467.0;-554.0
158.0;253.0;7.0;560.0;-871.0;482.0;-561.0
165.0;248.0;4.0;?;-866.0;496.0;-557.0
?;251.0;7.0;560.0;-863.0;506.0;-551.0
180.0;250.0;9.0;557.0;-864.0;512.0;-545.0
183.0;252.0;14.0;?;-865.0;515.0;-543.0
187.0;252.0;16.0;?;?;518.0;-542.0
189.0;252.0;19.0;553.0;-871.0;520.0;-544.0
187.0;254.0;25.0;553.0;-874.0;517.0;-545.0
186.0;255.0;31.0;552.0;-879.0;513.0;-545.0
180.0;255.0;38.0;549.0;-885.0;507.0;-541.0
172.0;254.0;46.0;550.0;-891.0;502.0;-542.0
166.0;253.0;54.0;548.0;-898.0;492.0;-541.0
156.0;250.0;61.0;548.0;-902.0;480.0;-540.0
146.0;247.0;68.0;548.0;-909.0;466.0;-538.0
136.0;245.0;74.0;549.0;-912.0;451.0;-535.0
123.0;243.0;80.0;548.0;-916.0;435.0;-531.0
114.0;243.0;83.0;548.0;-917.0;423.0;-529.0
107.0;243.0;87.0;547.0;-917.0;410.0;-525.0
99.0;243.0;85.0;548.0;-919.0;400.0;-525.0
95.0;242.0;84.0;547.0;-919.0;393.0;-525.0
95.0;244.0;81.0;548.0;-918.0;384.0;-525.0
93.0;248.0;78.0;547.0;?;383.0;-526.0
94.0;252.0;?;548.0;-914.0;383.0;-529.0
99.0;?;71.0;550.0;-909.0;383.0;-530.0
?;256.0;69.0;547.0;-907.0;390.0;-530.0
112.0;258.0;64.0;547.0;-902.0;400.0;-536.0
121.0;258.0;60.0;548.0;-897.0;410.0;-534.0
132.0;259.0;59.0;551.0;-895.0;421.0;-531.0
146.0;261.0;57.0;552.0;-894.0;437.0;-532.0
160.0;266.0;57.0;553.0;-890.0;457.0;-532.0
179.0;270.0;53.0;549.0;-894.0;?;-534.0
191.0;273.0;53.0;551.0;-894.0;495.0;-538.0
204.0;?;52.0;552.0;-892.0;509.0;-542.0
209.0;272.0;56.0;552.0;-893.0;519.0;-542.0
216.0;273.0;63.0;552.0;-892.0;525.0;-539.0
?;271.0;69.0;554.0;-891.0;532.0;-536.0
219.0;273.0;72.0;?;-891.0;535.0;-535.0
220.0;273.0;74.0;556.0;-890.0;538.0;-538.0
216.0;273.0;79.0;558.0;-890.0;535.0;-538.0
214.0;274.0;79.0;557.0;-888.0;529.0;-536.0
209.0;275.0;82.0;557.0;-888.0;522.0;?
205.0;279.0;82.0;557.0;-888.0;516.0;-544.0
199.0;?;78.0;557.0;-887.0;506.0;-546.0
191.0;285.0;76.0;560.0;-887.0;496.0;?
184.0;?;75.0;559.0;-884.0;485.0;-555.0
?;292.0;75.0;560.0;-884.0;?;-559.0
173.0;292.0;71.0;561.0;-882.0;469.0;?
177.0;298.0;74.0;?;-880.0;?;-556.0
188.0;306.0;75.0;559.0;-880.0;461.0;-551.0
187.0;313.0;68.0;559.0;-880.0;?;-557.0
197.0;324.0;56.0;?;-879.0;468.0;-563.0
210.0;328.0;43.0;558.0;-874.0;485.0;-571.0
223.0;336.0;27.0;556.0;-871.0;511.0;-581.0
237.0;344.0;17.0;558.0;-870.0;532.0;-590.0
253.0;350.0;8.0;556.0;-873.0;548.0;-602.0
267.0;350.0;0.0;?;-874.0;573.0;-608.0
284.0;353.0;1.0;556.0;-878.0;591.0;-607.0
296.0;356.0;3.0;551.0;-882.0;603.0;-604.0
305.0;357.0;7.0;547.0;-882.0;610.0;-602.0
309.0;357.0;10.0;544.0;-881.0;?;-600.0
309.0;357.0;15.0;539.0;-882.0;614.0;-597.0
306.0;354.0;20.0;540.0;-885.0;615.0;-598.0
300.0;350.0;27.0;538.0;-887.0;610.0;-594.0
293.0;352.0;32.0;537.0;-892.0;604.0;-590.0
283.0;350.0;36.0;538.0;-894.0;597.0;?
273.0;348.0;36.0;536.0;-895.0;588.0;-587.0
266.0;349.0;33.0;534.0;-895.0;578.0;-588.0
257.0;351.0;32.0;536.0;-894.0;565.0;-590.0
246.0;349.0;31.0;537.0;-894.0;549.0;-592.0
239.0;351.0;32.0;537.0;-896.0;534.0;-592.0
229.0;351.0;36.0;?;-899.0;519.0;-594.0
217.0;349.0;40.0;538.0;-902.0;506.0;-595.0
209.0;346.0;46.0;538.0;?;495.0;?
198.0;342.0;51.0;539.0;-905.0;482.0;-591.0
190.0;338.0;61.0;540.0;-904.0;472.0;-586.0
186.0;334.0;65.0;543.0;-905.0;468.0;-579.0
186.0;?;?;?;-903.0;464.0;-574.0
187.0;324.0;75.0;545.0;-902.0;467.0;-570.0
188.0;319.0;77.0;547.0;-900.0;469.0;-566.0
?;315.0;78.0;552.0;-898.0;472.0;-563.0
?;309.0;78.0;555.0;-892.0;477.0;-557.0
199.0;308.0;77.0;556.0;-892.0;485.0;-557.0
203.0;305.0;74.0;560.0;-890.0;495.0;-553.0
209.0;303.0;73.0;562.0;-886.0;504.0;-552.0
217.0;301.0;72.0;564.0;-884.0;511.0;-549.0
224.0;293.0;75.0;567.0;-882.0;522.0;-546.0
234.0;287.0;80.0;569.0;-879.0;533.0;-541.0
245.0;283.0;?;570.0;-878.0;542.0;-536.0
253.0;283.0;88.0;574.0;-876.0;552.0;-534.0
256.0;281.0;93.0;574.0;-875.0;555.0;-534.0
255.0;?;94.0;574.0;-877.0;556.0;?
253.0;283.0;95.0;574.0;-874.0;558.0;-537.0
249.0;284.0;95.0;576.0;-874.0;554.0;-538.0
250.0;286.0;96.0;575.0;-872.0;554.0;-541.0
249.0;288.0;97.0;576.0;-874.0;552.0;-544.0
246.0;289.0;97.0;577.0;-874.0;551.0;-546.0
246.0;291.0;97.0;578.0;?;548.0;-545.0
246.0;292.0;97.0;577.0;-872.0;542.0;-546.0
243.0;292.0;99.0;579.0;-869.0;538.0;?
236.0;292.0;100.0;579.0;-868.0;530.0;-547.0
?;294.0;99.0;?;-866.0;520.0;?
230.0;291.0;98.0;?;-865.0;516.0;-549.0
229.0;292.0;100.0;582.0;-863.0;?;-546.0
233.0;292.0;103.0;583.0;-861.0;519.0;-542.0
237.0;293.0;99.0;584.0;-860.0;?;?
240.0;303.0;98.0;581.0;-857.0;527.0;-543.0
249.0;312.0;87.0;579.0;-858.0;527.0;-546.0
256.0;321.0;72.0;577.0;-856.0;529.0;-558.0
266.0;333.0;53.0;576.0;-857.0;543.0;-572.0
288.0;340.0;32.0;575.0;-856.0;573.0;-589.0
308.0;345.0;7.0;575.0;-854.0;608.0;-604.0
328.0;344.0;-5.0;575.0;-853.0;640.0;-611.0
343.0;341.0;-5.0;?;-852.0;660.0;?
?;336.0;-1.0;573.0;-854.0;670.0;-608.0
354.0;329.0;9.0;570.0;-860.0;679.0;?
349.0;321.0;24.0;567.0;-864.0;681.0;-588.0
334.0;318.0;34.0;563.0;-866.0;674.0;-581.0
320.0;315.0;40.0;560.0;-869.0;662.0;-576.0
308.0;314.0;46.0;554.0;-874.0;643.0;-568.0
303.0;308.0;53.0;550.0;-878.0;620.0;-565.0
305.0;295.0;62.0;548.0;?;579.0;-557.0
308.0;281.0;?;546.0;-882.0;534.0;-548.0
314.0;271.0;79.0;548.0;-879.0;?;?
314.0;262.0;86.0;543.0;-875.0;417.0;?
316.0;254.0;92.0;540.0;-870.0;344.0;-522.0
314.0;248.0;93.0;537.0;-862.0;?;-519.0
316.0;245.0;92.0;533.0;-857.0;194.0;-514.0
314.0;245.0;84.0;530.0;-851.0;129.0;-515.0
312.0;243.0;77.0;529.0;-850.0;66.0;-514.0
312.0;244.0;67.0;527.0;-847.0;-2.0;-519.0
296.0;?;58.0;525.0;-843.0;-77.0;-523.0
270.0;242.0;54.0;525.0;-840.0;-137.0;-523.0
241.0;241.0;52.0;526.0;-837.0;-188.0;-521.0
217.0;234.0;50.0;527.0;-838.0;-231.0;-521.0
198.0;?;50.0;527.0;-837.0;-259.0;-517.0
180.0;231.0;50.0;526.0;-838.0;-273.0;-518.0
177.0;233.0;48.0;528.0;-837.0;-283.0;-520.0
179.0;233.0;49.0;531.0;-837.0;-287.0;-522.0
184.0;233.0;49.0;531.0;-838.0;-283.0;?
188.0;231.0;53.0;531.0;-839.0;-281.0;-525.0
?;234.0;55.0;?;-841.0;-273.0;-528.0
199.0;234.0;60.0;532.0;-844.0;-270.0;-525.0
202.0;235.0;66.0;531.0;-848.0;-271.0;-525.0
208.0;234.0;70.0;530.0;-850.0;-270.0;-524.0
210.0;?;72.0;?;-851.0;-264.0;-523.0
215.0;236.0;74.0;531.0;-853.0;-256.0;-524.0
220.0;238.0;72.0;532.0;-853.0;-250.0;-526.0
225.0;240.0;?;531.0;-852.0;-250.0;-526.0
228.0;241.0;69.0;529.0;-853.0;-247.0;?
232.0;244.0;70.0;528.0;-851.0;-243.0;-523.0
230.0;241.0;64.0;526.0;-855.0;-245.0;?
232.0;242.0;65.0;525.0;-856.0;-242.0;-521.0
230.0;240.0;63.0;525.0;-856.0;-240.0;-520.0
228.0;240.0;60.0;525.0;-855.0;-242.0;-518.0
?;241.0;?;521.0;-859.0;-238.0;-517.0
223.0;240.0;58.0;517.0;-861.0;-233.0;-517.0
224.0;242.0;56.0;517.0;-862.0;-224.0;-515.0
223.0;?;53.0;516.0;-862.0;-206.0;-515.0
228.0;249.0;48.0;?;-861.0;-169.0;-519.0
237.0;254.0;41.0;516.0;-862.0;-111.0;-525.0
244.0;258.0;39.0;517.0;-860.0;-31.0;-530.0
246.0;267.0;35.0;519.0;-859.0;65.0;-533.0
253.0;271.0;34.0;519.0;-860.0;171.0;-536.0
252.0;278.0;32.0;522.0;-863.0;281.0;-539.0
252.0;278.0;31.0;?;-864.0;384.0;-545.0
248.0;286.0;31.0;527.0;-868.0;486.0;-550.0
231.0;291.0;32.0;528.0;-869.0;568.0;-554.0
218.0;300.0;34.0;532.0;-869.0;614.0;-558.0
202.0;305.0;35.0;534.0;-871.0;622.0;-562.0
190.0;312.0;38.0;538.0;-873.0;588.0;-566.0
165.0;321.0;38.0;538.0;-873.0;522.0;-571.0
140.0;326.0;40.0;538.0;-875.0;448.0;-574.0
115.0;333.0;38.0;540.0;-880.0;398.0;-580.0
79.0;334.0;41.0;540.0;-881.0;366.0;-584.0
47.0;331.0;43.0;543.0;-882.0;340.0;-585.0
22.0;325.0;48.0;544.0;-886.0;311.0;-582.0
?;318.0;56.0;544.0;-886.0;?;-575.0
6.0;313.0;64.0;544.0;-885.0;293.0;-570.0
13.0;307.0;73.0;541.0;?;313.0;-565.0
31.0;?;76.0;540.0;-883.0;344.0;-558.0
54.0;298.0;77.0;537.0;-882.0;387.0;-555.0
74.0;298.0;76.0;539.0;-878.0;416.0;-550.0
93.0;299.0;?;538.0;-875.0;436.0;-549.0
107.0;297.0;62.0;538.0;-873.0;453.0;-550.0
?;297.0;54.0;538.0;-869.0;464.0;-552.0
126.0;?;47.0;534.0;-867.0;472.0;-552.0
?;304.0;39.0;532.0;-864.0;478.0;-553.0
142.0;306.0;32.0;532.0;-864.0;481.0;-554.0
?;309.0;25.0;531.0;-864.0;486.0;-555.0
156.0;311.0;23.0;530.0;?;492.0;-554.0
162.0;316.0;20.0;528.0;-865.0;497.0;-558.0
168.0;320.0;21.0;527.0;-866.0;499.0;-560.0
173.0;324.0;22.0;526.0;-869.0;503.0;-559.0
169.0;326.0;23.0;523.0;-869.0;499.0;-562.0
166.0;329.0;29.0;524.0;-873.0;492.0;-563.0
156.0;329.0;30.0;523.0;-876.0;482.0;-564.0
149.0;327.0;?;521.0;-877.0;?;-564.0
?;329.0;37.0;519.0;-878.0;471.0;-566.0
140.0;328.0;39.0;523.0;-881.0;?;-567.0
138.0;325.0;42.0;523.0;-883.0;467.0;-569.0
136.0;322.0;44.0;524.0;-888.0;466.0;-568.0
138.0;320.0;?;526.0;-889.0;461.0;-564.0
138.0;319.0;58.0;?;-891.0;462.0;-559.0
139.0;317.0;59.0;527.0;-889.0;463.0;-557.0
143.0;317.0;60.0;525.0;-888.0;464.0;-559.0
147.0;318.0;58.0;527.0;-888.0;465.0;-559.0
151.0;321.0;52.0;524.0;-888.0;472.0;-562.0
153.0;322.0;48.0;524.0;-888.0;474.0;-564.0
156.0;324.0;44.0;526.0;-887.0;476.0;-565.0
156.0;322.0;41.0;527.0;-886.0;479.0;-564.0
156.0;321.0;42.0;526.0;-886.0;478.0;-564.0
155.0;321.0;44.0;?;-884.0;?;-562.0
153.0;320.0;46.0;528.0;-885.0;474.0;-560.0
153.0;?;?;526.0;-885.0;475.0;-559.0
149.0;316.0;52.0;525.0;-884.0;?;-555.0
148.0;316.0;52.0;526.0;-886.0;467.0;-554.0
144.0;313.0;53.0;525.0;-884.0;466.0;-553.0
146.0;314.0;54.0;528.0;-884.0;469.0;-550.0
143.0;311.0;53.0;529.0;-882.0;471.0;-550.0
142.0;312.0;?;527.0;-881.0;468.0;-550.0
144.0;314.0;50.0;?;-880.0;469.0;?
?;313.0;48.0;?;?;468.0;-551.0
147.0;314.0;42.0;524.0;-877.0;468.0;-551.0
149.0;314.0;36.0;524.0;-877.0;471.0;-554.0
149.0;314.0;19.0;524.0;-879.0;?;-556.0
154.0;315.0;-11.0;526.0;-871.0;477.0;-560.0
157.0;315.0;?;524.0;-825.0;480.0;-569.0
