Accelerometer LUA^ accZ;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accY;InertialMeasurementUnit BACK accX;Accelerometer BACK accZ;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
134.0;36.0;172.0;-235.0;-990.0;-517.0;314.0;70.0;863.0
164.0;9.0;267.0;-206.0;-923.0;-572.0;376.0;-10.0;783.0
161.0;-10.0;262.0;-169.0;-929.0;-583.0;393.0;-22.0;775.0
213.0;-43.0;185.0;-240.0;-958.0;-550.0;371.0;14.0;804.0
166.0;5.0;257.0;-164.0;-931.0;-586.0;384.0;-40.0;760.0
180.0;21.0;254.0;-183.0;-934.0;-583.0;368.0;-38.0;781.0
201.0;26.0;253.0;-184.0;-935.0;-570.0;368.0;-40.0;772.0
226.0;-27.0;187.0;-253.0;-959.0;-552.0;365.0;1.0;810.0
195.0;5.0;254.0;-183.0;-933.0;-590.0;379.0;-35.0;791.0
183.0;-10.0;252.0;-158.0;-929.0;-588.0;393.0;-22.0;782.0
172.0;-133.0;252.0;-200.0;-954.0;-585.0;414.0;-47.0;817.0
305.0;-55.0;125.0;-363.0;-964.0;-532.0;424.0;13.0;835.0
132.0;-17.0;266.0;-182.0;-924.0;-578.0;398.0;-12.0;771.0
312.0;5.0;123.0;-248.0;-896.0;-491.0;324.0;-51.0;784.0
214.0;0.0;204.0;-192.0;-942.0;-544.0;414.0;-6.0;825.0
172.0;13.0;255.0;-167.0;-931.0;-582.0;374.0;-39.0;764.0
192.0;6.0;254.0;-185.0;-936.0;-566.0;385.0;-39.0;769.0
212.0;11.0;203.0;-201.0;-945.0;-517.0;412.0;8.0;821.0
185.0;25.0;248.0;-189.0;-924.0;-563.0;364.0;-22.0;781.0
164.0;28.0;253.0;-193.0;-929.0;-558.0;381.0;-11.0;791.0
159.0;47.0;263.0;-177.0;-932.0;-578.0;405.0;-20.0;776.0
430.0;-80.0;206.0;-84.0;-981.0;-590.0;388.0;-31.0;801.0
153.0;15.0;243.0;-177.0;-936.0;-558.0;404.0;-7.0;761.0
293.0;-83.0;184.0;-253.0;-908.0;-444.0;343.0;88.0;812.0
163.0;11.0;239.0;-189.0;-939.0;-548.0;389.0;-23.0;765.0
274.0;12.0;156.0;-292.0;-843.0;-588.0;338.0;-100.0;930.0
189.0;-3.0;238.0;-178.0;-943.0;-535.0;367.0;-35.0;773.0
225.0;18.0;230.0;-169.0;-937.0;-534.0;395.0;-43.0;789.0
208.0;24.0;226.0;-174.0;-937.0;-551.0;392.0;-20.0;802.0
61.0;147.0;281.0;-112.0;-841.0;-442.0;493.0;-104.0;827.0
197.0;147.0;265.0;-185.0;-784.0;-448.0;222.0;9.0;802.0
220.0;74.0;225.0;-264.0;-840.0;-509.0;316.0;104.0;794.0
221.0;47.0;217.0;-214.0;-937.0;-515.0;395.0;-39.0;781.0
244.0;207.0;163.0;-161.0;-953.0;-563.0;383.0;-63.0;813.0
314.0;71.0;161.0;-315.0;-972.0;-483.0;330.0;66.0;882.0
306.0;117.0;183.0;-295.0;-956.0;-506.0;360.0;-52.0;828.0
223.0;-13.0;213.0;-175.0;-979.0;-508.0;379.0;-65.0;850.0
252.0;26.0;189.0;-265.0;-947.0;-518.0;387.0;-19.0;775.0
285.0;144.0;125.0;-385.0;-981.0;-381.0;385.0;1.0;919.0
207.0;1.0;171.0;-294.0;-924.0;-480.0;379.0;64.0;877.0
387.0;-5.0;150.0;-469.0;-945.0;-502.0;439.0;15.0;826.0
307.0;-19.0;85.0;-374.0;-974.0;-449.0;446.0;19.0;877.0
215.0;34.0;84.0;-302.0;-911.0;-514.0;377.0;6.0;801.0
226.0;93.0;227.0;-130.0;-956.0;-540.0;384.0;-136.0;847.0
113.0;133.0;367.0;-112.0;-862.0;-570.0;348.0;-39.0;798.0
278.0;0.0;200.0;50.0;-916.0;-429.0;485.0;77.0;910.0
251.0;142.0;401.0;-15.0;-981.0;-666.0;469.0;-67.0;703.0
203.0;-25.0;155.0;-181.0;-915.0;-581.0;320.0;54.0;785.0
59.0;332.0;419.0;-205.0;-1013.0;-390.0;272.0;-75.0;725.0
83.0;440.0;449.0;22.0;-848.0;-716.0;405.0;-243.0;721.0
436.0;-3.0;357.0;-311.0;-1008.0;-530.0;468.0;-251.0;731.0
92.0;-30.0;414.0;-149.0;-970.0;-662.0;459.0;-36.0;898.0
222.0;-20.0;341.0;-148.0;-894.0;-401.0;305.0;-158.0;825.0
265.0;276.0;311.0;-159.0;-925.0;-678.0;251.0;-72.0;716.0
306.0;3.0;297.0;-286.0;-937.0;-599.0;415.0;-79.0;791.0
317.0;-76.0;67.0;-209.0;-1014.0;-614.0;309.0;-232.0;753.0
187.0;-17.0;299.0;-202.0;-949.0;-735.0;468.0;-205.0;734.0
77.0;-203.0;250.0;-128.0;-968.0;-620.0;319.0;-170.0;737.0
152.0;341.0;272.0;-217.0;-929.0;-541.0;306.0;-14.0;799.0
455.0;214.0;203.0;-318.0;-989.0;-373.0;298.0;-73.0;870.0
260.0;72.0;72.0;-252.0;-976.0;-465.0;472.0;27.0;893.0
202.0;277.0;71.0;-169.0;-985.0;-431.0;479.0;10.0;914.0
152.0;57.0;252.0;-140.0;-947.0;-591.0;286.0;-28.0;804.0
340.0;68.0;367.0;-499.0;-943.0;-670.0;331.0;-77.0;741.0
203.0;85.0;299.0;13.0;-862.0;-693.0;324.0;-7.0;1136.0
196.0;-88.0;246.0;-193.0;-963.0;-445.0;387.0;-47.0;813.0
58.0;-372.0;320.0;-139.0;-895.0;-642.0;141.0;-21.0;618.0
168.0;-77.0;196.0;-222.0;-996.0;-562.0;513.0;-25.0;877.0
235.0;155.0;261.0;-59.0;-882.0;-609.0;348.0;185.0;969.0
202.0;-53.0;212.0;-166.0;-979.0;-516.0;411.0;-66.0;873.0
216.0;-3.0;172.0;-153.0;-963.0;-500.0;456.0;-79.0;865.0
220.0;-35.0;189.0;-172.0;-976.0;-489.0;384.0;-56.0;880.0
87.0;198.0;167.0;-294.0;-1141.0;-419.0;291.0;-183.0;809.0
266.0;-23.0;96.0;-213.0;-984.0;-452.0;407.0;-48.0;906.0
244.0;-96.0;196.0;-346.0;-800.0;-468.0;280.0;82.0;851.0
204.0;-1.0;205.0;-202.0;-953.0;-530.0;432.0;12.0;829.0
-47.0;-25.0;869.0;3.0;-481.0;-974.0;-19.0;-342.0;23.0
187.0;84.0;218.0;-155.0;-963.0;-489.0;386.0;-85.0;882.0
263.0;32.0;186.0;80.0;-915.0;-657.0;419.0;81.0;1038.0
214.0;325.0;277.0;-167.0;-942.0;-430.0;442.0;-19.0;855.0
323.0;59.0;110.0;-205.0;-894.0;-690.0;428.0;16.0;733.0
214.0;59.0;193.0;-109.0;-1012.0;-470.0;394.0;-53.0;892.0
138.0;-77.0;275.0;-100.0;-1041.0;-526.0;236.0;162.0;741.0
318.0;85.0;244.0;-228.0;-961.0;-594.0;486.0;-63.0;868.0
-30.0;-77.0;250.0;-38.0;-910.0;-434.0;293.0;-58.0;915.0
317.0;328.0;462.0;-267.0;-819.0;-523.0;437.0;-85.0;797.0
-453.0;-1528.0;752.0;-31.0;-488.0;-847.0;-314.0;-478.0;-314.0
150.0;117.0;196.0;-253.0;-949.0;-590.0;453.0;24.0;801.0
204.0;-12.0;213.0;-163.0;-973.0;-508.0;405.0;-66.0;872.0
242.0;93.0;204.0;57.0;-969.0;-469.0;487.0;11.0;1065.0
226.0;30.0;254.0;-154.0;-964.0;-504.0;403.0;-93.0;753.0
290.0;-200.0;106.0;-184.0;-877.0;-872.0;653.0;112.0;1017.0
598.0;-13.0;190.0;-600.0;-969.0;-630.0;436.0;51.0;772.0
210.0;-69.0;90.0;-189.0;-972.0;-510.0;493.0;-3.0;864.0
146.0;7.0;210.0;-136.0;-976.0;-544.0;402.0;-11.0;828.0
146.0;184.0;352.0;-80.0;-896.0;-518.0;349.0;-134.0;779.0
181.0;57.0;207.0;-86.0;-984.0;-581.0;452.0;-100.0;840.0
256.0;310.0;238.0;-128.0;-933.0;-538.0;501.0;1.0;841.0
197.0;314.0;237.0;-39.0;-922.0;-531.0;364.0;49.0;857.0
161.0;67.0;182.0;-220.0;-959.0;-495.0;427.0;54.0;857.0
193.0;25.0;181.0;-180.0;-970.0;-538.0;385.0;10.0;830.0
207.0;31.0;208.0;-161.0;-964.0;-518.0;392.0;-12.0;837.0
173.0;91.0;259.0;-189.0;-942.0;-569.0;410.0;-14.0;772.0
512.0;-4.0;155.0;-506.0;-975.0;-575.0;501.0;-19.0;821.0
319.0;-33.0;158.0;-217.0;-1158.0;-629.0;330.0;-315.0;749.0
186.0;-459.0;318.0;-238.0;-964.0;-598.0;273.0;-10.0;743.0
246.0;-90.0;109.0;-200.0;-986.0;-465.0;453.0;-24.0;885.0
301.0;-140.0;120.0;-342.0;-819.0;-888.0;354.0;59.0;873.0
235.0;40.0;91.0;-219.0;-980.0;-418.0;355.0;70.0;897.0
279.0;179.0;143.0;-245.0;-949.0;-449.0;363.0;31.0;907.0
236.0;-79.0;387.0;-290.0;-1133.0;-454.0;228.0;-47.0;816.0
276.0;5.0;284.0;-306.0;-939.0;-609.0;435.0;-66.0;787.0
657.0;-30.0;166.0;-693.0;-977.0;-630.0;453.0;24.0;820.0
173.0;45.0;128.0;-67.0;-998.0;-440.0;410.0;130.0;876.0
207.0;24.0;195.0;-170.0;-973.0;-538.0;412.0;5.0;838.0
306.0;5.0;283.0;-307.0;-937.0;-599.0;408.0;-62.0;780.0
733.0;15.0;376.0;-810.0;-933.0;-756.0;580.0;-48.0;669.0
241.0;289.0;257.0;-269.0;-1011.0;-467.0;363.0;130.0;871.0
296.0;372.0;261.0;-422.0;-1158.0;-500.0;338.0;-138.0;904.0
232.0;149.0;186.0;-137.0;-857.0;-767.0;465.0;93.0;1161.0
288.0;-14.0;336.0;-426.0;-926.0;-698.0;344.0;-106.0;728.0
153.0;31.0;157.0;-91.0;-795.0;-521.0;389.0;22.0;978.0
452.0;374.0;193.0;-383.0;-1009.0;-439.0;510.0;4.0;921.0
-86.0;66.0;512.0;4.0;-757.0;-752.0;137.0;-98.0;534.0
-15.0;-26.0;320.0;46.0;-878.0;-408.0;187.0;-41.0;725.0
90.0;-75.0;252.0;-114.0;-891.0;-445.0;448.0;114.0;785.0
189.0;315.0;466.0;-181.0;-880.0;-653.0;87.0;-146.0;684.0
56.0;-110.0;276.0;-61.0;-954.0;-572.0;447.0;-53.0;760.0
273.0;-5.0;60.0;-260.0;-980.0;-469.0;443.0;31.0;882.0
220.0;-94.0;151.0;-160.0;-890.0;-780.0;449.0;-208.0;916.0
183.0;88.0;170.0;-222.0;-971.0;-447.0;445.0;-31.0;849.0
113.0;128.0;315.0;-293.0;-936.0;-619.0;501.0;-209.0;839.0
215.0;20.0;196.0;-206.0;-949.0;-498.0;419.0;-8.0;823.0
293.0;205.0;204.0;-318.0;-995.0;-608.0;373.0;-104.0;805.0
353.0;67.0;312.0;-398.0;-912.0;-647.0;304.0;-39.0;745.0
243.0;904.0;327.0;-203.0;-916.0;-490.0;474.0;-9.0;876.0
218.0;85.0;112.0;-210.0;-983.0;-423.0;398.0;-48.0;900.0
308.0;48.0;343.0;-225.0;-904.0;-539.0;478.0;-52.0;842.0
334.0;36.0;128.0;-393.0;-823.0;-642.0;331.0;-39.0;918.0
82.0;-54.0;171.0;-215.0;-898.0;-591.0;416.0;17.0;771.0
283.0;5.0;95.0;-283.0;-994.0;-474.0;498.0;-13.0;863.0
279.0;-347.0;113.0;-294.0;-919.0;-454.0;159.0;-3.0;827.0
186.0;42.0;176.0;-170.0;-977.0;-624.0;350.0;-48.0;748.0
222.0;-31.0;187.0;-144.0;-974.0;-537.0;396.0;-11.0;830.0
309.0;-220.0;818.0;-379.0;-496.0;-951.0;181.0;-423.0;306.0
196.0;-51.0;182.0;-104.0;-915.0;-430.0;243.0;70.0;828.0
134.0;-144.0;232.0;-234.0;-862.0;-476.0;266.0;-200.0;915.0
301.0;66.0;70.0;-235.0;-988.0;-428.0;439.0;-20.0;919.0
228.0;22.0;152.0;-235.0;-993.0;-470.0;387.0;-121.0;942.0
217.0;66.0;157.0;-228.0;-971.0;-495.0;359.0;-49.0;875.0
279.0;-28.0;78.0;-254.0;-977.0;-406.0;401.0;24.0;915.0
52.0;-3.0;119.0;-260.0;-953.0;-512.0;363.0;-196.0;702.0
224.0;89.0;333.0;-229.0;-1062.0;-435.0;338.0;-65.0;866.0
248.0;-66.0;205.0;-287.0;-1110.0;-707.0;185.0;-334.0;740.0
-84.0;-185.0;136.0;-229.0;-1010.0;-519.0;182.0;-39.0;829.0
205.0;-25.0;184.0;-182.0;-976.0;-532.0;417.0;-20.0;840.0
165.0;-22.0;193.0;-68.0;-955.0;-542.0;336.0;27.0;798.0
221.0;-40.0;356.0;-163.0;-906.0;-772.0;414.0;-329.0;674.0
138.0;-54.0;291.0;-127.0;-952.0;-618.0;352.0;-34.0;790.0
88.0;-50.0;121.0;-185.0;-1006.0;-553.0;342.0;-12.0;781.0
213.0;-29.0;188.0;-161.0;-975.0;-521.0;395.0;-38.0;839.0
171.0;-59.0;148.0;-123.0;-804.0;-603.0;421.0;111.0;1102.0
122.0;-374.0;240.0;-111.0;-962.0;-546.0;257.0;6.0;801.0
176.0;-151.0;242.0;-169.0;-956.0;-541.0;228.0;8.0;926.0
253.0;149.0;243.0;-168.0;-948.0;-493.0;643.0;-39.0;842.0
224.0;21.0;291.0;164.0;-885.0;-680.0;341.0;-91.0;776.0
125.0;36.0;123.0;-178.0;-952.0;-393.0;412.0;54.0;858.0
112.0;180.0;365.0;79.0;-874.0;-549.0;245.0;-38.0;713.0
235.0;-139.0;174.0;-181.0;-929.0;-531.0;379.0;1.0;1089.0
-560.0;64.0;874.0;442.0;-121.0;-819.0;-377.0;-422.0;-320.0
149.0;125.0;121.0;-16.0;-916.0;-456.0;407.0;37.0;910.0
499.0;-130.0;303.0;-518.0;-951.0;-684.0;424.0;-35.0;729.0
200.0;-15.0;198.0;-181.0;-974.0;-500.0;361.0;-59.0;894.0
249.0;-273.0;122.0;-244.0;-976.0;-504.0;445.0;4.0;918.0
114.0;-47.0;258.0;-278.0;-939.0;-588.0;372.0;47.0;713.0
321.0;-164.0;86.0;-155.0;-937.0;-693.0;697.0;245.0;669.0
20.0;147.0;216.0;31.0;-896.0;-419.0;397.0;-10.0;851.0
220.0;-93.0;121.0;-118.0;-972.0;-498.0;487.0;22.0;851.0
119.0;1438.0;617.0;63.0;-667.0;-587.0;204.0;-11.0;809.0
120.0;47.0;285.0;-132.0;-964.0;-621.0;364.0;-24.0;781.0
256.0;6.0;116.0;-212.0;-982.0;-451.0;447.0;-48.0;915.0
196.0;43.0;187.0;-194.0;-962.0;-559.0;517.0;-42.0;875.0
202.0;1.0;24.0;-245.0;-990.0;-391.0;444.0;51.0;921.0
221.0;86.0;287.0;-251.0;-951.0;-626.0;427.0;-51.0;798.0
239.0;52.0;112.0;-152.0;-990.0;-531.0;514.0;19.0;871.0
95.0;-260.0;206.0;-255.0;-854.0;-553.0;330.0;3.0;710.0
-144.0;30.0;409.0;165.0;-899.0;-408.0;192.0;-13.0;647.0
245.0;-67.0;146.0;-119.0;-942.0;-442.0;472.0;-59.0;904.0
184.0;146.0;195.0;-123.0;-977.0;-519.0;436.0;-54.0;885.0
260.0;-234.0;119.0;-178.0;-1008.0;-529.0;473.0;-57.0;857.0
173.0;-86.0;215.0;-124.0;-976.0;-488.0;378.0;-56.0;877.0
