InertialMeasurementUnit LUA gyroY;Accelerometer LUA_ accX;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit LLA accZ;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit R-SHOE Compass;Accelerometer RKN^ accZ;Accelerometer BACK accX
-68.0;-353.0;-151.0;464.0;-295.0;-229.0;384.0;139;191.0;81;-5;-47.0;195.0
-15.0;2.0;-149.0;-315.0;292.0;35.0;322.0;16;189.0;74;-7;99.0;173.0
-30.0;78.0;-303.0;176.0;516.0;-4.0;514.0;43;590.0;-15;-71;389.0;370.0
-5.0;13.0;-162.0;-310.0;291.0;14.0;355.0;16;198.0;74;-7;121.0;161.0
-20.0;27.0;-154.0;-309.0;290.0;20.0;341.0;16;197.0;74;-7;138.0;165.0
15.0;12.0;-155.0;-323.0;289.0;32.0;352.0;16;204.0;74;-7;111.0;162.0
-56.0;-58.0;-122.0;-588.0;409.0;66.0;266.0;172;369.0;178;11;97.0;154.0
-137.0;25.0;-74.0;-33.0;290.0;-38.0;272.0;14;152.0;74;-7;207.0;70.0
-90.0;-16.0;-62.0;-41.0;298.0;-7.0;313.0;14;126.0;75;-7;220.0;70.0
-8.0;-54.0;-40.0;-86.0;612.0;-59.0;312.0;132;164.0;-1;-6;518.0;-69.0
58.0;31.0;-40.0;5.0;321.0;-7.0;290.0;13;129.0;75;-7;200.0;99.0
211.0;-26.0;-13.0;-88.0;261.0;-36.0;301.0;18;180.0;73;-8;446.0;95.0
49.0;29.0;-157.0;-331.0;292.0;32.0;323.0;16;187.0;74;-7;128.0;171.0
124.0;-242.0;-23.0;374.0;253.0;-262.0;172.0;17;281.0;115;-10;-38.0;89.0
64.0;4.0;-69.0;28.0;319.0;-1.0;275.0;14;219.0;75;-7;162.0;78.0
-6.0;23.0;-56.0;33.0;318.0;7.0;323.0;14;181.0;75;-7;225.0;67.0
-67.0;13.0;-53.0;38.0;315.0;18.0;340.0;14;146.0;75;-7;206.0;78.0
-49.0;1.0;-55.0;36.0;313.0;24.0;335.0;14;128.0;75;-7;260.0;84.0
-5.0;-68.0;-276.0;-1211.0;913.0;-88.0;558.0;-146;361.0;-58;-142;-40.0;298.0
-187.0;371.0;-61.0;8.0;340.0;3.0;366.0;15;173.0;75;-7;292.0;433.0
95.0;77.0;-312.0;-1038.0;682.0;92.0;343.0;90;331.0;8;-5;192.0;273.0
33.0;10.0;-109.0;-488.0;246.0;15.0;320.0;16;192.0;75;-7;167.0;106.0
43.0;-251.0;-452.0;-1114.0;994.0;-445.0;464.0;-177;480.0;-45;-165;237.0;497.0
149.0;100.0;-226.0;61.0;309.0;193.0;407.0;13;339.0;75;-7;309.0;210.0
152.0;118.0;-296.0;501.0;418.0;140.0;369.0;2;333.0;98;-18;260.0;338.0
-60.0;156.0;-396.0;490.0;438.0;6.0;504.0;0;325.0;76;-28;275.0;48.0
-234.0;-121.0;-144.0;168.0;82.0;50.0;447.0;102;282.0;120;-10;262.0;355.0
-878.0;141.0;-256.0;335.0;319.0;8.0;366.0;16;304.0;58;-12;-10.0;271.0
-460.0;67.0;-255.0;298.0;338.0;29.0;500.0;8;162.0;29;-14;362.0;252.0
-256.0;-12.0;-171.0;74.0;325.0;-39.0;334.0;14;135.0;74;-8;236.0;214.0
-301.0;-29.0;10.0;728.0;-253.0;-84.0;303.0;33;134.0;-11;-12;15.0;133.0
-165.0;9.0;-37.0;232.0;227.0;-139.0;307.0;35;41.0;107;-64;108.0;84.0
30.0;112.0;-67.0;506.0;289.0;-191.0;314.0;1;-41.0;115;-10;127.0;147.0
170.0;78.0;-86.0;292.0;353.0;-67.0;360.0;-85;64.0;44;-13;138.0;168.0
-32.0;-17.0;-312.0;-515.0;405.0;87.0;438.0;165;296.0;37;-8;-20.0;104.0
-35.0;175.0;-420.0;-278.0;475.0;-5.0;325.0;-139;356.0;23;-127;41.0;91.0
9.0;16.0;-150.0;-314.0;296.0;19.0;352.0;16;208.0;74;-7;127.0;174.0
67.0;-36.0;-86.0;127.0;732.0;-70.0;321.0;-3;270.0;-12;-82;376.0;101.0
31.0;-39.0;-18.0;53.0;300.0;22.0;314.0;15;178.0;74;-7;206.0;51.0
-112.0;58.0;-28.0;46.0;305.0;14.0;313.0;14;190.0;75;-8;257.0;45.0
17.0;28.0;-154.0;-319.0;296.0;19.0;332.0;16;211.0;74;-7;129.0;178.0
-249.0;-242.0;210.0;49.0;222.0;50.0;417.0;124;227.0;119;-11;539.0;-42.0
-67.0;-24.0;-108.0;-757.0;423.0;-4.0;287.0;168;177.0;150;-16;106.0;135.0
9.0;24.0;-153.0;-326.0;299.0;28.0;350.0;16;193.0;74;-7;122.0;151.0
-20.0;15.0;-158.0;-320.0;298.0;23.0;357.0;16;196.0;74;-7;129.0;143.0
39.0;19.0;-162.0;-297.0;301.0;51.0;360.0;16;216.0;74;-7;124.0;142.0
0.0;40.0;-67.0;560.0;-11.0;192.0;536.0;135;177.0;83;18;879.0;63.0
19.0;-67.0;-118.0;198.0;-93.0;68.0;521.0;135;174.0;82;19;882.0;137.0
-136.0;168.0;-185.0;-351.0;465.0;154.0;367.0;157;318.0;179;-80;323.0;45.0
122.0;101.0;-317.0;-358.0;216.0;125.0;492.0;72;387.0;-178;-4;65.0;299.0
75.0;-65.0;-95.0;-321.0;723.0;197.0;429.0;-141;256.0;-38;-163;-31.0;-12.0
111.0;35.0;-119.0;-288.0;307.0;29.0;341.0;16;214.0;74;-7;128.0;153.0
-402.0;-21.0;-303.0;185.0;234.0;-8.0;402.0;47;307.0;31;-2;-259.0;106.0
-123.0;13.0;-145.0;33.0;306.0;-1.0;365.0;14;209.0;75;-8;126.0;160.0
-171.0;18.0;-137.0;36.0;308.0;0.0;353.0;14;209.0;74;-8;191.0;177.0
-294.0;-13.0;-115.0;-16.0;274.0;36.0;340.0;17;209.0;74;-7;174.0;118.0
-253.0;-31.0;-144.0;67.0;321.0;-19.0;361.0;15;154.0;74;-8;115.0;237.0
-198.0;-2.0;-150.0;47.0;312.0;-13.0;351.0;14;150.0;74;-7;129.0;157.0
-105.0;32.0;-118.0;51.0;314.0;-10.0;311.0;14;172.0;74;-7;149.0;129.0
-77.0;25.0;-119.0;50.0;311.0;-10.0;317.0;14;166.0;74;-7;195.0;115.0
119.0;14.0;-95.0;37.0;307.0;-14.0;317.0;16;159.0;75;-7;95.0;84.0
278.0;-54.0;-28.0;19.0;614.0;-44.0;318.0;36;231.0;36;-8;99.0;116.0
201.0;35.0;-77.0;33.0;299.0;-7.0;307.0;16;173.0;74;-7;193.0;65.0
162.0;351.0;19.0;309.0;294.0;-23.0;248.0;38;171.0;65;-8;208.0;11.0
365.0;-80.0;-99.0;-622.0;499.0;-26.0;444.0;-74;238.0;-68;-2;-92.0;291.0
90.0;-164.0;295.0;480.0;182.0;-344.0;347.0;6;331.0;56;-14;346.0;-42.0
113.0;-25.0;161.0;-16.0;356.0;105.0;493.0;103;175.0;119;0;191.0;-68.0
163.0;44.0;-162.0;761.0;-184.0;29.0;281.0;31;273.0;30;-11;-33.0;33.0
-138.0;14.0;-43.0;39.0;306.0;2.0;342.0;16;159.0;74;-7;254.0;78.0
-182.0;192.0;-91.0;42.0;311.0;10.0;329.0;15;179.0;75;-7;264.0;219.0
82.0;219.0;16.0;-345.0;377.0;-7.0;388.0;117;112.0;125;-7;-15.0;286.0
51.0;5.0;-131.0;-283.0;310.0;30.0;332.0;16;205.0;74;-7;113.0;163.0
104.0;66.0;-379.0;19.0;313.0;-47.0;305.0;16;158.0;74;-7;219.0;271.0
26.0;21.0;-149.0;-282.0;312.0;12.0;342.0;16;203.0;74;-7;150.0;176.0
-37.0;-9.0;-149.0;-275.0;310.0;-23.0;319.0;16;190.0;74;-7;159.0;162.0
-68.0;-10.0;-136.0;-259.0;307.0;-17.0;343.0;16;195.0;74;-7;144.0;134.0
173.0;142.0;-182.0;15.0;435.0;-1.0;446.0;-138;331.0;-8;-30;187.0;250.0
-552.0;45.0;-287.0;-335.0;308.0;-61.0;317.0;135;257.0;-166;-5;-75.0;-53.0
-87.0;-2.0;-130.0;-220.0;292.0;33.0;311.0;16;149.0;74;-7;99.0;123.0
-293.0;-361.0;99.0;-339.0;625.0;-565.0;114.0;-39;122.0;-60;-136;150.0;12.0
195.0;97.0;-225.0;245.0;269.0;13.0;388.0;-173;182.0;108;-60;492.0;291.0
-17.0;48.0;-165.0;-11.0;275.0;31.0;418.0;16;210.0;74;-7;28.0;202.0
-30.0;12.0;-168.0;-211.0;293.0;-11.0;313.0;16;155.0;74;-7;116.0;131.0
-5.0;26.0;-160.0;-207.0;294.0;15.0;314.0;16;158.0;74;-7;139.0;128.0
-116.0;6.0;-146.0;-9.0;272.0;33.0;327.0;16;172.0;74;-7;125.0;127.0
54.0;-14.0;-159.0;-206.0;296.0;4.0;344.0;16;170.0;74;-7;112.0;135.0
-193.0;-21.0;-56.0;-33.0;110.0;-70.0;229.0;100;188.0;159;-3;-38.0;170.0
-22.0;0.0;-132.0;7.0;304.0;-18.0;266.0;18;193.0;74;-7;84.0;109.0
24.0;-13.0;-105.0;11.0;305.0;-16.0;287.0;18;209.0;74;-7;189.0;64.0
43.0;-29.0;-76.0;12.0;304.0;-5.0;337.0;18;200.0;75;-7;218.0;63.0
1050.0;-175.0;25.0;-429.0;378.0;-92.0;482.0;-38;295.0;174;-84;0.0;230.0
150.0;5.0;-72.0;31.0;318.0;20.0;296.0;18;267.0;75;-7;186.0;81.0
-44.0;28.0;-77.0;32.0;320.0;50.0;345.0;18;254.0;75;-7;233.0;88.0
-83.0;45.0;-73.0;27.0;325.0;48.0;407.0;18;177.0;75;-7;255.0;91.0
-91.0;48.0;-68.0;22.0;326.0;42.0;384.0;18;181.0;76;-7;256.0;67.0
-88.0;39.0;-58.0;19.0;328.0;41.0;334.0;17;192.0;75;-7;256.0;69.0
-197.0;27.0;-56.0;13.0;333.0;8.0;305.0;16;229.0;75;-7;287.0;85.0
-454.0;-46.0;-312.0;112.0;377.0;45.0;477.0;68;491.0;50;-13;350.0;135.0
95.0;-21.0;-139.0;-211.0;297.0;10.0;320.0;16;201.0;74;-7;128.0;188.0
126.0;-24.0;-138.0;-210.0;295.0;11.0;323.0;16;192.0;74;-7;125.0;169.0
83.0;19.0;-141.0;-213.0;301.0;17.0;322.0;16;185.0;74;-7;133.0;164.0
1.0;-15.0;-137.0;-213.0;301.0;21.0;332.0;16;178.0;74;-7;101.0;164.0
2.0;40.0;-153.0;-210.0;301.0;24.0;322.0;16;179.0;74;-7;108.0;145.0
124.0;-181.0;-177.0;-59.0;269.0;148.0;428.0;16;293.0;75;-7;342.0;230.0
-8.0;33.0;-147.0;-213.0;305.0;18.0;344.0;16;188.0;74;-7;148.0;145.0
7.0;9.0;-151.0;-216.0;305.0;11.0;339.0;16;198.0;74;-7;136.0;155.0
13.0;25.0;-133.0;-222.0;304.0;12.0;353.0;16;189.0;74;-7;115.0;146.0
-13.0;20.0;-139.0;-225.0;306.0;11.0;338.0;16;194.0;74;-7;139.0;154.0
4.0;19.0;-131.0;-233.0;301.0;17.0;331.0;16;202.0;74;-7;126.0;160.0
20.0;29.0;-141.0;-232.0;300.0;18.0;319.0;16;202.0;74;-7;128.0;174.0
11.0;38.0;-157.0;-235.0;302.0;28.0;305.0;16;189.0;74;-7;149.0;141.0
-5.0;21.0;-153.0;-233.0;300.0;28.0;333.0;16;188.0;74;-7;128.0;139.0
32.0;31.0;-155.0;-231.0;300.0;27.0;332.0;16;176.0;74;-7;109.0;183.0
-642.0;-51.0;-191.0;-109.0;342.0;75.0;642.0;94;676.0;68;10;-305.0;433.0
40.0;23.0;-152.0;-232.0;301.0;30.0;330.0;16;193.0;74;-7;129.0;182.0
28.0;24.0;-157.0;-235.0;300.0;29.0;334.0;16;188.0;74;-7;122.0;173.0
20.0;1.0;-149.0;-232.0;300.0;22.0;345.0;16;186.0;74;-7;132.0;168.0
29.0;30.0;-149.0;-232.0;300.0;18.0;340.0;16;184.0;74;-7;117.0;168.0
-14.0;35.0;-150.0;-233.0;301.0;18.0;316.0;16;193.0;74;-7;133.0;161.0
4.0;16.0;-157.0;-234.0;301.0;19.0;335.0;16;201.0;74;-7;136.0;172.0
-9.0;19.0;-157.0;-230.0;298.0;20.0;340.0;16;178.0;74;-7;120.0;174.0
-22.0;40.0;-143.0;-233.0;298.0;26.0;334.0;16;184.0;74;-7;139.0;164.0
-88.0;106.0;-361.0;16.0;100.0;99.0;471.0;115;392.0;91;-6;-30.0;349.0
-1.0;20.0;-159.0;-226.0;298.0;26.0;351.0;16;192.0;74;-7;124.0;182.0
-7.0;28.0;-155.0;-229.0;299.0;34.0;341.0;16;187.0;74;-8;99.0;173.0
279.0;-203.0;-300.0;-215.0;378.0;82.0;464.0;151;468.0;116;2;225.0;343.0
5.0;35.0;-158.0;-224.0;296.0;31.0;334.0;16;195.0;74;-7;117.0;153.0
-31.0;9.0;-40.0;534.0;10.0;-310.0;480.0;135;11.0;83;19;878.0;53.0
21.0;17.0;-160.0;-225.0;297.0;31.0;331.0;16;185.0;74;-7;111.0;181.0
4.0;41.0;-153.0;-223.0;296.0;24.0;317.0;16;183.0;74;-7;134.0;177.0
13.0;32.0;-143.0;-227.0;295.0;14.0;341.0;16;187.0;74;-7;115.0;182.0
13.0;8.0;-148.0;-227.0;296.0;13.0;329.0;16;185.0;74;-7;116.0;170.0
-5.0;20.0;-149.0;-227.0;296.0;20.0;334.0;16;187.0;74;-7;132.0;156.0
-17.0;178.0;-607.0;-997.0;888.0;257.0;722.0;-174;825.0;-26;-164;333.0;623.0
7.0;29.0;-139.0;-225.0;295.0;34.0;352.0;16;194.0;74;-7;142.0;161.0
2.0;29.0;-142.0;-226.0;295.0;35.0;331.0;16;189.0;74;-7;122.0;155.0
32.0;394.0;-172.0;78.0;259.0;227.0;300.0;16;-289.0;75;-7;220.0;275.0
44.0;-74.0;-183.0;56.0;279.0;35.0;185.0;16;204.0;75;-7;184.0;191.0
615.0;-30.0;-143.0;354.0;541.0;-107.0;142.0;14;163.0;53;-30;567.0;-91.0
22.0;-419.0;-78.0;249.0;-38.0;-425.0;320.0;149;170.0;89;-6;141.0;80.0
94.0;69.0;-201.0;33.0;9.0;89.0;412.0;71;273.0;-178;-6;91.0;257.0
231.0;157.0;-98.0;275.0;234.0;-34.0;426.0;-172;143.0;107;-50;160.0;266.0
192.0;57.0;-134.0;31.0;262.0;-54.0;348.0;16;166.0;75;-7;161.0;160.0
207.0;-18.0;-40.0;-78.0;99.0;-25.0;284.0;-1;125.0;72;-13;117.0;169.0
34.0;7.0;-151.0;-221.0;298.0;39.0;327.0;16;195.0;74;-7;158.0;145.0
53.0;39.0;-151.0;-214.0;300.0;24.0;343.0;16;188.0;74;-7;136.0;156.0
45.0;44.0;-148.0;-212.0;301.0;23.0;344.0;16;197.0;74;-7;132.0;165.0
-18.0;2.0;-117.0;20.0;260.0;78.0;370.0;16;172.0;75;-7;185.0;131.0
-304.0;100.0;-138.0;232.0;-27.0;-6.0;445.0;39;201.0;63;-5;246.0;334.0
-442.0;468.0;-228.0;460.0;-234.0;568.0;399.0;27;219.0;74;-7;-9.0;227.0
-183.0;25.0;-106.0;17.0;261.0;69.0;352.0;16;154.0;75;-7;181.0;188.0
-283.0;47.0;-249.0;246.0;66.0;46.0;357.0;105;247.0;-8;-10;105.0;123.0
-138.0;-10.0;-131.0;41.0;268.0;-6.0;295.0;16;191.0;75;-7;185.0;138.0
-129.0;9.0;-138.0;36.0;265.0;-22.0;304.0;16;183.0;75;-7;187.0;144.0
-113.0;50.0;-125.0;20.0;265.0;-32.0;350.0;16;169.0;75;-7;152.0;149.0
-10.0;125.0;54.0;-76.0;549.0;-263.0;515.0;131;76.0;168;13;249.0;281.0
115.0;6.0;-130.0;15.0;278.0;17.0;311.0;16;184.0;75;-7;141.0;146.0
106.0;27.0;-141.0;19.0;278.0;27.0;312.0;16;189.0;75;-7;150.0;157.0
50.0;19.0;-133.0;23.0;280.0;29.0;370.0;16;189.0;75;-7;179.0;164.0
67.0;-1.0;-128.0;20.0;279.0;37.0;357.0;16;153.0;75;-7;179.0;155.0
56.0;7.0;-122.0;25.0;275.0;34.0;341.0;16;174.0;75;-7;207.0;169.0
-26.0;19.0;-128.0;25.0;272.0;36.0;304.0;16;177.0;75;-7;191.0;136.0
-64.0;-11.0;-139.0;10.0;271.0;16.0;305.0;16;177.0;75;-7;162.0;130.0
13.0;-20.0;-112.0;-44.0;275.0;15.0;333.0;16;174.0;75;-7;119.0;205.0
-26.0;-29.0;-112.0;-157.0;278.0;18.0;311.0;16;177.0;75;-7;144.0;203.0
30.0;20.0;-162.0;-215.0;302.0;10.0;328.0;16;193.0;74;-7;134.0;159.0
-111.0;-117.0;-267.0;-172.0;369.0;12.0;509.0;151;341.0;112;2;220.0;393.0
-442.0;113.0;-252.0;-359.0;426.0;-71.0;371.0;151;283.0;14;1;176.0;352.0
53.0;55.0;-150.0;-219.0;302.0;12.0;320.0;16;186.0;74;-7;139.0;154.0
37.0;12.0;-143.0;-224.0;301.0;13.0;340.0;16;191.0;74;-7;137.0;191.0
28.0;35.0;-142.0;-221.0;300.0;11.0;337.0;16;184.0;74;-7;118.0;179.0
-36.0;29.0;-152.0;-220.0;300.0;33.0;352.0;16;184.0;74;-7;132.0;160.0
-55.0;5.0;-153.0;-220.0;300.0;32.0;339.0;16;195.0;74;-7;149.0;173.0
77.0;-34.0;-248.0;-153.0;551.0;-124.0;438.0;156;538.0;-7;-98;414.0;314.0
-45.0;16.0;-149.0;-224.0;303.0;39.0;331.0;16;192.0;74;-7;119.0;183.0
-219.0;-5.0;-105.0;-414.0;108.0;-24.0;276.0;18;163.0;30;-11;341.0;130.0
1.0;5.0;-123.0;-158.0;292.0;-9.0;327.0;16;171.0;75;-7;197.0;226.0
-30.0;10.0;-157.0;-116.0;300.0;10.0;323.0;16;145.0;75;-7;238.0;177.0
19.0;26.0;-135.0;-108.0;294.0;12.0;336.0;16;139.0;75;-7;185.0;183.0
-79.0;64.0;-81.0;-103.0;278.0;51.0;308.0;16;151.0;75;-7;169.0;170.0
-72.0;47.0;-119.0;-103.0;276.0;23.0;325.0;16;155.0;75;-7;168.0;195.0
-101.0;31.0;-87.0;-106.0;277.0;45.0;321.0;16;164.0;75;-7;179.0;197.0
-64.0;-3.0;-100.0;-105.0;279.0;31.0;324.0;16;153.0;75;-7;177.0;165.0
-89.0;25.0;-128.0;-101.0;283.0;33.0;300.0;16;155.0;75;-7;179.0;187.0
-35.0;25.0;-122.0;-94.0;285.0;61.0;322.0;16;182.0;75;-7;171.0;165.0
-53.0;-9.0;-144.0;-94.0;287.0;64.0;306.0;16;172.0;75;-7;150.0;182.0
-49.0;9.0;-147.0;-96.0;291.0;60.0;295.0;16;168.0;75;-7;148.0;170.0
-69.0;10.0;-93.0;-99.0;295.0;42.0;304.0;16;151.0;75;-7;153.0;173.0
-41.0;-27.0;-133.0;-102.0;302.0;50.0;329.0;16;161.0;75;-7;147.0;192.0
-3.0;17.0;-124.0;-99.0;308.0;21.0;298.0;16;157.0;75;-7;148.0;200.0
28.0;5.0;-130.0;-99.0;307.0;5.0;318.0;16;138.0;75;-7;139.0;218.0
13.0;19.0;-145.0;-101.0;306.0;18.0;313.0;16;158.0;75;-7;140.0;176.0
9.0;26.0;-141.0;-116.0;302.0;-1.0;307.0;16;177.0;75;-7;148.0;166.0
44.0;22.0;-114.0;-123.0;297.0;49.0;325.0;16;168.0;75;-7;164.0;160.0
24.0;-12.0;-121.0;-142.0;292.0;11.0;332.0;16;179.0;75;-7;132.0;129.0
-14.0;26.0;-131.0;-128.0;305.0;30.0;319.0;16;175.0;75;-7;140.0;182.0
-37.0;-7.0;-160.0;-132.0;305.0;15.0;349.0;16;196.0;75;-7;138.0;163.0
-8.0;24.0;-145.0;-133.0;304.0;15.0;347.0;16;194.0;75;-7;152.0;152.0
-2.0;15.0;-143.0;-136.0;303.0;20.0;347.0;16;200.0;75;-7;138.0;156.0
65.0;19.0;-145.0;-140.0;305.0;10.0;352.0;16;190.0;75;-7;98.0;192.0
67.0;33.0;-154.0;-140.0;302.0;13.0;335.0;16;171.0;75;-7;134.0;182.0
