Accelerometer LUA^ accZ;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accY;InertialMeasurementUnit BACK accX;Accelerometer BACK accZ;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
260.0;56.0;258.0;-171.0;-921.0;-553.0;361.0;-107.0;810.0
183.0;62.0;290.0;-182.0;-911.0;-593.0;388.0;-22.0;784.0
251.0;142.0;401.0;-15.0;-981.0;-666.0;469.0;-67.0;703.0
284.0;56.0;245.0;-156.0;-994.0;-532.0;446.0;-80.0;863.0
88.0;284.0;469.0;-240.0;-1003.0;-423.0;272.0;-153.0;685.0
184.0;75.0;261.0;-203.0;-951.0;-530.0;327.0;-124.0;838.0
242.0;-28.0;140.0;-201.0;-975.0;-482.0;471.0;-18.0;874.0
436.0;-3.0;357.0;-311.0;-1008.0;-530.0;468.0;-251.0;731.0
135.0;-17.0;284.0;-162.0;-949.0;-598.0;358.0;-28.0;814.0
128.0;18.0;214.0;-136.0;-969.0;-553.0;395.0;-10.0;835.0
151.0;14.0;206.0;-118.0;-968.0;-560.0;399.0;-19.0;830.0
287.0;-3.0;292.0;-288.0;-938.0;-610.0;414.0;-71.0;791.0
146.0;7.0;210.0;-136.0;-976.0;-544.0;402.0;-11.0;828.0
214.0;40.0;280.0;-116.0;-1127.0;-568.0;437.0;38.0;812.0
218.0;85.0;112.0;-210.0;-983.0;-423.0;398.0;-48.0;900.0
400.0;185.0;232.0;-506.0;-973.0;-454.0;380.0;-51.0;890.0
292.0;99.0;221.0;-312.0;-931.0;-511.0;353.0;-64.0;823.0
214.0;-66.0;202.0;-190.0;-976.0;-493.0;396.0;-59.0;881.0
213.0;-48.0;208.0;-181.0;-975.0;-502.0;419.0;-60.0;874.0
160.0;26.0;268.0;-158.0;-964.0;-590.0;314.0;-39.0;817.0
301.0;27.0;289.0;-303.0;-937.0;-597.0;404.0;-69.0;779.0
142.0;-54.0;314.0;-133.0;-990.0;-740.0;432.0;-19.0;1047.0
203.0;-30.0;208.0;-180.0;-975.0;-497.0;403.0;-67.0;850.0
70.0;-386.0;275.0;-169.0;-916.0;-623.0;183.0;-15.0;638.0
615.0;17.0;172.0;-646.0;-975.0;-644.0;470.0;31.0;773.0
266.0;-135.0;140.0;-238.0;-1010.0;-449.0;410.0;-40.0;952.0
248.0;-79.0;125.0;-193.0;-989.0;-466.0;472.0;-55.0;891.0
216.0;-3.0;172.0;-153.0;-963.0;-500.0;456.0;-79.0;865.0
210.0;-43.0;193.0;-183.0;-977.0;-500.0;386.0;-59.0;867.0
264.0;-134.0;123.0;-95.0;-978.0;-764.0;277.0;-88.0;672.0
263.0;-83.0;184.0;-130.0;-1010.0;-495.0;392.0;-41.0;846.0
265.0;-10.0;242.0;-102.0;-927.0;-639.0;476.0;40.0;1112.0
61.0;46.0;116.0;-10.0;-770.0;-484.0;424.0;40.0;990.0
274.0;-30.0;137.0;-156.0;-1006.0;-455.0;355.0;-64.0;930.0
205.0;10.0;216.0;-166.0;-969.0;-501.0;396.0;-69.0;869.0
-115.0;-74.0;101.0;-290.0;-912.0;-464.0;422.0;-254.0;751.0
163.0;261.0;231.0;-189.0;-780.0;-417.0;242.0;29.0;799.0
223.0;3.0;199.0;-171.0;-974.0;-478.0;402.0;-47.0;885.0
214.0;12.0;213.0;-169.0;-974.0;-512.0;396.0;-62.0;876.0
163.0;-97.0;265.0;-134.0;-986.0;-584.0;321.0;20.0;791.0
275.0;33.0;299.0;-287.0;-940.0;-620.0;413.0;-64.0;781.0
132.0;-41.0;230.0;-144.0;-955.0;-545.0;318.0;-22.0;837.0
339.0;153.0;435.0;-286.0;-872.0;-673.0;411.0;-53.0;730.0
4.0;-435.0;477.0;-79.0;-682.0;-758.0;-14.0;-117.0;406.0
201.0;31.0;207.0;-203.0;-949.0;-531.0;440.0;5.0;809.0
204.0;-12.0;213.0;-163.0;-973.0;-508.0;405.0;-66.0;872.0
214.0;-13.0;210.0;-162.0;-975.0;-512.0;410.0;-45.0;870.0
226.0;30.0;254.0;-154.0;-964.0;-504.0;403.0;-93.0;753.0
-77.0;-132.0;183.0;-242.0;-920.0;-576.0;521.0;-314.0;823.0
456.0;16.0;316.0;-500.0;-943.0;-681.0;438.0;-79.0;734.0
193.0;60.0;200.0;-183.0;-984.0;-601.0;435.0;-25.0;730.0
183.0;2.0;209.0;-142.0;-967.0;-529.0;399.0;-11.0;841.0
206.0;-57.0;218.0;-149.0;-976.0;-501.0;407.0;-80.0;873.0
178.0;10.0;202.0;-105.0;-978.0;-572.0;440.0;-60.0;843.0
-212.0;-92.0;951.0;203.0;28.0;-850.0;-363.0;-653.0;-490.0
294.0;-98.0;65.0;-146.0;-867.0;-700.0;631.0;290.0;672.0
179.0;-20.0;132.0;-68.0;-987.0;-626.0;491.0;-104.0;859.0
224.0;-85.0;158.0;-51.0;-969.0;-459.0;425.0;-158.0;899.0
207.0;31.0;208.0;-161.0;-964.0;-518.0;392.0;-12.0;837.0
75.0;-1.0;283.0;-112.0;-935.0;-624.0;341.0;-35.0;770.0
260.0;35.0;263.0;-313.0;-937.0;-557.0;479.0;-88.0;814.0
203.0;-95.0;94.0;-201.0;-971.0;-415.0;364.0;71.0;900.0
183.0;-89.0;224.0;-137.0;-973.0;-496.0;399.0;-48.0;881.0
176.0;33.0;179.0;-212.0;-959.0;-482.0;390.0;23.0;796.0
417.0;-205.0;137.0;-292.0;-798.0;-827.0;582.0;152.0;819.0
240.0;22.0;147.0;-187.0;-942.0;-456.0;344.0;88.0;829.0
229.0;84.0;149.0;-170.0;-958.0;-421.0;385.0;39.0;856.0
214.0;133.0;177.0;-173.0;-966.0;-512.0;373.0;59.0;866.0
276.0;11.0;283.0;-301.0;-943.0;-605.0;421.0;-63.0;781.0
807.0;8.0;301.0;-819.0;-950.0;-661.0;621.0;-20.0;772.0
136.0;54.0;259.0;-256.0;-906.0;-505.0;344.0;83.0;865.0
242.0;56.0;155.0;-175.0;-974.0;-503.0;393.0;20.0;894.0
296.0;-4.0;283.0;-301.0;-939.0;-599.0;412.0;-59.0;782.0
710.0;-18.0;405.0;-792.0;-914.0;-765.0;549.0;-38.0;646.0
222.0;132.0;175.0;-271.0;-1114.0;-577.0;385.0;-203.0;874.0
196.0;-3.0;25.0;-244.0;-984.0;-400.0;459.0;46.0;923.0
232.0;149.0;186.0;-137.0;-857.0;-767.0;465.0;93.0;1161.0
282.0;-9.0;308.0;-399.0;-872.0;-621.0;405.0;-102.0;790.0
-143.0;10.0;114.0;-259.0;-1099.0;-479.0;146.0;-42.0;703.0
199.0;14.0;191.0;-177.0;-982.0;-504.0;374.0;-63.0;898.0
92.0;-23.0;212.0;-160.0;-951.0;-670.0;286.0;-23.0;720.0
188.0;-31.0;234.0;-61.0;-1014.0;-605.0;267.0;-62.0;763.0
187.0;-72.0;213.0;-132.0;-920.0;-442.0;408.0;37.0;990.0
152.0;57.0;252.0;-140.0;-947.0;-591.0;286.0;-28.0;804.0
165.0;-162.0;404.0;-20.0;-882.0;-744.0;259.0;-166.0;623.0
192.0;-198.0;95.0;-275.0;-989.0;-654.0;372.0;-85.0;632.0
123.0;181.0;329.0;-57.0;-909.0;-491.0;107.0;-49.0;794.0
218.0;23.0;202.0;-204.0;-948.0;-499.0;434.0;-9.0;834.0
204.0;45.0;283.0;-233.0;-948.0;-618.0;434.0;-67.0;782.0
215.0;20.0;196.0;-206.0;-949.0;-498.0;419.0;-8.0;823.0
-86.0;66.0;512.0;4.0;-757.0;-752.0;137.0;-98.0;534.0
231.0;-128.0;321.0;-221.0;-993.0;-367.0;425.0;-87.0;901.0
184.0;31.0;190.0;-187.0;-957.0;-529.0;482.0;-44.0;857.0
59.0;-40.0;277.0;-132.0;-914.0;-630.0;391.0;-103.0;760.0
274.0;-395.0;134.0;-393.0;-950.0;-605.0;425.0;-61.0;766.0
206.0;13.0;189.0;-142.0;-980.0;-483.0;377.0;-56.0;881.0
339.0;162.0;237.0;-321.0;-1183.0;-438.0;341.0;-201.0;753.0
42.0;188.0;306.0;-127.0;-909.0;-523.0;266.0;-33.0;842.0
244.0;-376.0;116.0;-257.0;-923.0;-430.0;264.0;90.0;760.0
186.0;42.0;176.0;-170.0;-977.0;-624.0;350.0;-48.0;748.0
81.0;32.0;272.0;-88.0;-963.0;-607.0;386.0;-53.0;780.0
446.0;-138.0;589.0;-399.0;-834.0;-888.0;288.0;-277.0;519.0
132.0;169.0;97.0;-343.0;-969.0;-509.0;328.0;-271.0;764.0
134.0;-144.0;232.0;-234.0;-862.0;-476.0;266.0;-200.0;915.0
248.0;30.0;193.0;-193.0;-952.0;-509.0;436.0;-9.0;823.0
29.0;27.0;287.0;-199.0;-938.0;-618.0;309.0;-27.0;784.0
201.0;34.0;180.0;-208.0;-976.0;-549.0;370.0;-6.0;852.0
265.0;19.0;14.0;-231.0;-993.0;-402.0;429.0;60.0;926.0
246.0;3.0;170.0;-178.0;-965.0;-432.0;432.0;-76.0;928.0
224.0;89.0;333.0;-229.0;-1062.0;-435.0;338.0;-65.0;866.0
298.0;19.0;212.0;-322.0;-1165.0;-779.0;138.0;-425.0;721.0
165.0;-22.0;193.0;-68.0;-955.0;-542.0;336.0;27.0;798.0
206.0;-8.0;191.0;-178.0;-967.0;-513.0;415.0;-29.0;837.0
170.0;-25.0;197.0;-140.0;-973.0;-540.0;327.0;6.0;807.0
245.0;-15.0;309.0;-268.0;-934.0;-640.0;408.0;-103.0;777.0
158.0;-143.0;171.0;-128.0;-963.0;-433.0;160.0;32.0;902.0
173.0;-66.0;186.0;-152.0;-977.0;-554.0;320.0;-14.0;801.0
192.0;-97.0;128.0;-180.0;-827.0;-614.0;361.0;62.0;1059.0
172.0;-54.0;136.0;-107.0;-889.0;-543.0;350.0;122.0;1022.0
221.0;-303.0;190.0;-42.0;-946.0;-546.0;341.0;19.0;802.0
170.0;-100.0;200.0;-145.0;-952.0;-556.0;234.0;-23.0;836.0
224.0;21.0;291.0;164.0;-885.0;-680.0;341.0;-91.0;776.0
219.0;-6.0;202.0;-147.0;-965.0;-520.0;414.0;-1.0;831.0
112.0;66.0;222.0;-291.0;-1070.0;-416.0;238.0;-17.0;825.0
200.0;-15.0;198.0;-181.0;-974.0;-500.0;361.0;-59.0;894.0
279.0;8.0;102.0;-214.0;-989.0;-470.0;425.0;-49.0;895.0
224.0;19.0;207.0;-199.0;-944.0;-512.0;451.0;-8.0;837.0
192.0;69.0;183.0;-171.0;-979.0;-564.0;390.0;-66.0;851.0
233.0;158.0;203.0;-194.0;-969.0;-509.0;353.0;-158.0;840.0
213.0;-29.0;188.0;-161.0;-975.0;-521.0;395.0;-38.0;839.0
235.0;2.0;223.0;-178.0;-959.0;-540.0;377.0;-209.0;847.0
168.0;-7.0;292.0;-125.0;-949.0;-620.0;354.0;-39.0;801.0
130.0;18.0;294.0;-144.0;-959.0;-610.0;355.0;-19.0;791.0
120.0;-97.0;241.0;-243.0;-928.0;-573.0;295.0;-49.0;774.0
83.0;-171.0;192.0;-246.0;-848.0;-510.0;89.0;-58.0;744.0
255.0;2.0;75.0;-305.0;-917.0;-685.0;402.0;76.0;800.0
835.0;184.0;360.0;-805.0;-932.0;-677.0;590.0;12.0;784.0
205.0;66.0;197.0;-221.0;-950.0;-578.0;465.0;-16.0;792.0
181.0;22.0;196.0;-134.0;-967.0;-536.0;384.0;8.0;828.0
95.0;-62.0;119.0;-374.0;-1151.0;-479.0;396.0;-101.0;817.0
227.0;1.0;201.0;-196.0;-974.0;-512.0;399.0;-68.0;884.0
212.0;76.0;184.0;-210.0;-789.0;-401.0;217.0;37.0;809.0
222.0;-31.0;187.0;-144.0;-974.0;-537.0;396.0;-11.0;830.0
220.0;-93.0;121.0;-118.0;-972.0;-498.0;487.0;22.0;851.0
234.0;32.0;187.0;-230.0;-952.0;-527.0;437.0;-9.0;831.0
138.0;-11.0;204.0;-262.0;-993.0;-549.0;381.0;17.0;849.0
130.0;-54.0;266.0;-212.0;-923.0;-590.0;409.0;-3.0;765.0
285.0;68.0;280.0;-287.0;-932.0;-611.0;397.0;-69.0;809.0
210.0;-77.0;183.0;-282.0;-970.0;-542.0;463.0;-57.0;811.0
95.0;-260.0;206.0;-255.0;-854.0;-553.0;330.0;3.0;710.0
300.0;135.0;356.0;-217.0;-962.0;-609.0;384.0;39.0;846.0
216.0;13.0;158.0;-260.0;-978.0;-465.0;390.0;-25.0;920.0
300.0;117.0;306.0;-309.0;-884.0;-602.0;420.0;-118.0;791.0
291.0;58.0;275.0;-297.0;-945.0;-587.0;358.0;-55.0;809.0
197.0;126.0;183.0;-163.0;-970.0;-501.0;386.0;47.0;838.0
229.0;83.0;178.0;-196.0;-970.0;-453.0;366.0;-11.0;892.0
399.0;204.0;363.0;-363.0;-1016.0;-543.0;373.0;-237.0;701.0
263.0;-155.0;84.0;-141.0;-831.0;-735.0;409.0;-161.0;1251.0
219.0;11.0;182.0;-221.0;-954.0;-510.0;429.0;-6.0;819.0
227.0;82.0;290.0;-245.0;-938.0;-617.0;448.0;-65.0;789.0
90.0;-20.0;150.0;-282.0;-1171.0;-411.0;260.0;-130.0;803.0
130.0;-30.0;264.0;-159.0;-936.0;-579.0;415.0;-12.0;775.0
90.0;-75.0;252.0;-114.0;-891.0;-445.0;448.0;114.0;785.0
153.0;-58.0;178.0;-212.0;-977.0;-500.0;328.0;-108.0;858.0
196.0;-51.0;182.0;-104.0;-915.0;-430.0;243.0;70.0;828.0
274.0;269.0;273.0;-421.0;-1047.0;-560.0;468.0;-112.0;783.0
195.0;25.0;196.0;-146.0;-968.0;-541.0;387.0;-6.0;846.0
113.0;128.0;315.0;-293.0;-936.0;-619.0;501.0;-209.0;839.0
50.0;112.0;425.0;-324.0;-992.0;-389.0;352.0;-145.0;653.0
241.0;289.0;257.0;-269.0;-1011.0;-467.0;363.0;130.0;871.0
-29.0;-659.0;162.0;-283.0;-926.0;-520.0;387.0;44.0;758.0
207.0;24.0;195.0;-170.0;-973.0;-538.0;412.0;5.0;838.0
199.0;15.0;188.0;-168.0;-972.0;-511.0;407.0;-2.0;849.0
219.0;54.0;193.0;-280.0;-1030.0;-714.0;397.0;-40.0;793.0
254.0;-350.0;80.0;-187.0;-955.0;-506.0;443.0;-16.0;954.0
184.0;-235.0;124.0;-281.0;-978.0;-440.0;444.0;-84.0;916.0
236.0;-79.0;387.0;-290.0;-1133.0;-454.0;228.0;-47.0;816.0
247.0;-187.0;117.0;-183.0;-1008.0;-526.0;478.0;-43.0;894.0
260.0;-99.0;131.0;-186.0;-975.0;-479.0;438.0;-42.0;877.0
116.0;100.0;195.0;-100.0;-961.0;-549.0;324.0;60.0;810.0
218.0;-334.0;201.0;-260.0;-997.0;-520.0;242.0;0.0;753.0
144.0;-32.0;247.0;-233.0;-926.0;-591.0;357.0;60.0;727.0
202.0;277.0;71.0;-169.0;-985.0;-431.0;479.0;10.0;914.0
132.0;36.0;150.0;-85.0;-981.0;-410.0;378.0;122.0;876.0
499.0;-130.0;303.0;-518.0;-951.0;-684.0;424.0;-35.0;729.0
274.0;340.0;413.0;-287.0;-1018.0;-561.0;300.0;-98.0;730.0
263.0;361.0;271.0;-200.0;-983.0;-397.0;416.0;-54.0;902.0
121.0;162.0;246.0;-129.0;-820.0;-380.0;330.0;-83.0;920.0
