Accelerometer LWR accX;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE EuY;Accelerometer LH accX
-384.0;-647.0;-14;362.0
-399.0;?;-13;351.0
-381.0;302.0;-13;341.0
-350.0;-987.0;-13;316.0
-314.0;139.0;-13;324.0
-327.0;-64.0;-13;313.0
-315.0;-225.0;-13;308.0
-283.0;-116.0;-13;285.0
-272.0;-147.0;-13;284.0
-273.0;-70.0;-13;258.0
-281.0;-36.0;-13;260.0
-272.0;-122.0;-13;255.0
-302.0;-142.0;-13;252.0
?;-176.0;-14;302.0
-313.0;-156.0;-15;343.0
-333.0;-140.0;-15;361.0
-339.0;-145.0;-15;?
-346.0;-198.0;-18;375.0
?;-208.0;-19;374.0
-322.0;-205.0;-19;348.0
-297.0;-170.0;-23;217.0
-444.0;-268.0;-25;310.0
-464.0;-238.0;-25;408.0
-390.0;-83.0;-26;531.0
-348.0;-105.0;-26;543.0
-308.0;-182.0;-26;376.0
-263.0;-161.0;-26;296.0
-236.0;-160.0;-26;373.0
-250.0;?;-26;342.0
-190.0;-157.0;-26;230.0
-162.0;-156.0;-26;169.0
-175.0;-153.0;-26;154.0
-223.0;-148.0;-26;225.0
-257.0;-110.0;-26;250.0
-266.0;-117.0;?;?
-252.0;-82.0;-26;256.0
-268.0;-119.0;-26;277.0
-279.0;-99.0;-26;307.0
-318.0;-124.0;-26;336.0
-321.0;-147.0;?;334.0
-341.0;-137.0;-26;335.0
-338.0;-100.0;-26;363.0
-345.0;-90.0;-28;397.0
-374.0;-73.0;-28;381.0
-380.0;-81.0;-26;379.0
-392.0;-59.0;-26;399.0
-384.0;-97.0;-25;412.0
-401.0;-164.0;-21;452.0
-399.0;-126.0;-19;450.0
?;-137.0;-18;423.0
-390.0;-200.0;-16;437.0
-395.0;-318.0;-15;465.0
-401.0;-213.0;-14;458.0
-381.0;444.0;-13;432.0
-378.0;-991.0;-12;398.0
-379.0;-605.0;-12;376.0
-360.0;66.0;-11;353.0
-347.0;-242.0;-11;350.0
-318.0;-195.0;-11;318.0
-307.0;-124.0;-11;273.0
-287.0;-159.0;-11;272.0
-283.0;-32.0;-11;273.0
-300.0;-97.0;-12;268.0
-284.0;-119.0;-12;240.0
-256.0;-110.0;-12;213.0
-273.0;-108.0;-12;184.0
-263.0;-167.0;-12;198.0
-276.0;-179.0;-13;242.0
-291.0;-164.0;-13;294.0
-292.0;-170.0;-13;296.0
-283.0;-179.0;-13;333.0
-292.0;-211.0;-16;371.0
-321.0;-245.0;-16;435.0
-344.0;-167.0;-17;416.0
-316.0;-100.0;-30;458.0
-354.0;-109.0;-38;295.0
-557.0;-134.0;-38;507.0
-529.0;-76.0;-40;570.0
-440.0;-38.0;-40;683.0
-319.0;-185.0;-40;512.0
-283.0;-252.0;-40;310.0
-288.0;-244.0;-40;318.0
-288.0;-199.0;-40;377.0
-248.0;-217.0;-40;270.0
-183.0;-163.0;-40;187.0
-173.0;-72.0;-40;102.0
-194.0;?;-40;115.0
-204.0;-40.0;-40;191.0
-204.0;-35.0;-40;160.0
-205.0;-71.0;-40;124.0
-218.0;-108.0;-40;177.0
-252.0;-85.0;-40;223.0
-278.0;-125.0;-40;225.0
-303.0;-90.0;-40;307.0
-328.0;?;-40;350.0
-333.0;-152.0;-40;384.0
-352.0;-160.0;-40;451.0
-370.0;-161.0;-39;507.0
-396.0;-171.0;-39;?
-392.0;-156.0;-36;497.0
-380.0;-74.0;-35;492.0
-386.0;-62.0;-35;482.0
-417.0;-44.0;-31;457.0
-409.0;-101.0;-27;439.0
-428.0;-45.0;?;423.0
-404.0;-52.0;-21;409.0
-389.0;-284.0;-19;391.0
-372.0;63.0;-17;379.0
-378.0;1425.0;-16;378.0
-363.0;-1326.0;-16;346.0
-336.0;-235.0;-14;280.0
-305.0;-76.0;-14;236.0
-285.0;-225.0;-14;297.0
-319.0;-290.0;-14;291.0
-321.0;-46.0;-14;307.0
-314.0;-57.0;-13;306.0
-303.0;?;-13;273.0
-275.0;-137.0;-13;?
-244.0;-109.0;-13;217.0
-243.0;-97.0;-13;243.0
-253.0;-137.0;-13;219.0
-252.0;-198.0;?;243.0
-255.0;?;-14;299.0
-280.0;-181.0;-14;311.0
-310.0;-152.0;-14;321.0
-325.0;-155.0;-15;336.0
-335.0;-157.0;-15;367.0
-342.0;-174.0;-15;353.0
-333.0;-137.0;-16;370.0
-340.0;-122.0;-17;377.0
-361.0;-162.0;-18;385.0
-344.0;-116.0;-25;411.0
-339.0;-11.0;-36;363.0
-357.0;134.0;-41;291.0
-474.0;-148.0;-41;468.0
-530.0;-279.0;-41;608.0
-378.0;-179.0;-41;657.0
-326.0;-307.0;-41;534.0
-267.0;-328.0;-41;334.0
-221.0;-158.0;-41;234.0
-170.0;-122.0;-41;255.0
-194.0;-104.0;-41;307.0
-221.0;-46.0;-41;474.0
-297.0;-93.0;-41;746.0
-424.0;-106.0;-41;930.0
-627.0;-133.0;-41;1085.0
-773.0;-130.0;-41;1162.0
-799.0;-180.0;-41;1241.0
-854.0;-159.0;-41;1432.0
-1050.0;-180.0;-41;1469.0
-1070.0;-166.0;-41;1340.0
-1094.0;-110.0;-41;1075.0
-952.0;-111.0;-41;956.0
-936.0;-115.0;-41;988.0
-851.0;-172.0;-41;755.0
-760.0;-125.0;-41;700.0
-793.0;-113.0;-41;641.0
-589.0;-110.0;-41;460.0
-380.0;?;-41;383.0
-171.0;-115.0;-41;95.0
76.0;-174.0;-41;253.0
183.0;-131.0;-41;253.0
155.0;-207.0;-41;42.0
249.0;-17.0;-41;118.0
239.0;-407.0;-41;103.0
148.0;858.0;-41;250.0
117.0;834.0;-41;380.0
37.0;-1022.0;-41;520.0
20.0;-693.0;-41;483.0
62.0;61.0;-41;584.0
74.0;-168.0;-41;452.0
32.0;-278.0;-41;545.0
74.0;-140.0;-41;490.0
25.0;-134.0;?;609.0
-25.0;-191.0;-41;597.0
-63.0;-209.0;-41;634.0
-68.0;-176.0;-41;553.0
-22.0;?;-41;615.0
-32.0;-130.0;-41;646.0
-87.0;?;-41;?
-62.0;-116.0;-41;?
-40.0;-137.0;-41;471.0
-19.0;-145.0;-41;418.0
-10.0;-153.0;-41;391.0
48.0;-140.0;-41;140.0
262.0;-135.0;-41;-83.0
441.0;-136.0;-41;-224.0
345.0;-136.0;?;70.0
111.0;-137.0;-41;126.0
127.0;-157.0;-41;174.0
-75.0;-162.0;-41;408.0
-272.0;-154.0;-41;663.0
-757.0;-154.0;-41;?
-1028.0;-176.0;-41;1004.0
-931.0;-190.0;-41;984.0
-881.0;-174.0;-41;1011.0
-888.0;-149.0;-41;900.0
-612.0;-157.0;-41;844.0
-764.0;-160.0;-41;1159.0
-910.0;-146.0;-41;1462.0
-857.0;-144.0;-41;1451.0
-440.0;?;-41;800.0
-223.0;-173.0;-41;524.0
-245.0;-164.0;-41;613.0
-371.0;-145.0;-41;561.0
-440.0;-143.0;-41;367.0
-397.0;-124.0;-41;320.0
-345.0;-118.0;-41;366.0
-301.0;-136.0;-41;345.0
?;-158.0;-41;273.0
-288.0;-175.0;-41;254.0
-276.0;-194.0;-41;226.0
-280.0;-189.0;-41;176.0
?;-192.0;-41;176.0
-322.0;-187.0;-41;180.0
?;-161.0;?;180.0
-330.0;?;-41;178.0
-317.0;-146.0;?;256.0
-313.0;-144.0;-41;300.0
-323.0;-154.0;-41;340.0
-321.0;-155.0;-41;341.0
-340.0;-160.0;-41;379.0
-324.0;-139.0;-41;421.0
-311.0;-166.0;-41;415.0
-337.0;-150.0;-41;427.0
-329.0;-154.0;-41;445.0
-296.0;-141.0;-41;386.0
-284.0;-145.0;-41;349.0
-272.0;-125.0;-41;321.0
-310.0;-141.0;-41;314.0
-331.0;-133.0;-41;334.0
-333.0;-137.0;-41;370.0
-366.0;-155.0;-41;383.0
-389.0;-138.0;-41;352.0
-376.0;-127.0;-41;350.0
-381.0;?;-41;350.0
-354.0;-117.0;-41;347.0
-340.0;-110.0;-41;304.0
-335.0;-117.0;-41;287.0
-366.0;-122.0;-41;387.0
-370.0;-137.0;-41;422.0
-339.0;-139.0;-41;334.0
-311.0;-145.0;-41;341.0
-353.0;-150.0;-41;357.0
-362.0;-149.0;-41;351.0
-331.0;-150.0;-41;314.0
-280.0;-145.0;-41;286.0
-288.0;?;-41;346.0
-333.0;-139.0;-41;357.0
-313.0;-119.0;-41;320.0
-320.0;-126.0;-41;359.0
-340.0;-118.0;-41;349.0
-328.0;-118.0;-41;339.0
-334.0;-118.0;-41;347.0
-348.0;-117.0;-41;380.0
-339.0;-122.0;-41;368.0
-322.0;-136.0;-41;362.0
-325.0;-140.0;-41;?
-356.0;-139.0;-41;336.0
-343.0;-128.0;-41;334.0
-348.0;-135.0;-41;365.0
-350.0;-122.0;-41;339.0
-311.0;-136.0;-41;304.0
-323.0;-128.0;-41;276.0
-332.0;-128.0;-41;325.0
?;-112.0;-41;406.0
-332.0;-101.0;-41;379.0
-302.0;-91.0;-41;359.0
-316.0;-118.0;-41;377.0
-351.0;-128.0;-41;?
-333.0;-136.0;-41;316.0
-316.0;-138.0;-41;332.0
-331.0;-156.0;-41;325.0
-328.0;-136.0;-41;365.0
-355.0;-128.0;-41;392.0
-353.0;-119.0;-41;388.0
-332.0;-107.0;-41;375.0
-321.0;-112.0;-41;342.0
-333.0;-132.0;-41;330.0
-346.0;-129.0;-41;295.0
-305.0;-134.0;-41;244.0
-305.0;-129.0;-41;244.0
-295.0;-127.0;-41;233.0
-302.0;-119.0;-41;264.0
-327.0;-109.0;-41;301.0
-335.0;-111.0;-41;366.0
-344.0;-136.0;-41;400.0
-368.0;-139.0;-41;389.0
-378.0;-139.0;-41;370.0
-351.0;-119.0;-41;354.0
-351.0;-136.0;-41;351.0
-357.0;-110.0;-41;356.0
-343.0;-128.0;?;434.0
-283.0;-118.0;-41;389.0
-337.0;-128.0;-41;242.0
-295.0;-111.0;-41;325.0
-328.0;-135.0;-41;296.0
-293.0;-142.0;-41;309.0
-336.0;-125.0;-41;271.0
-282.0;-144.0;-41;228.0
-295.0;-127.0;-41;322.0
-327.0;-99.0;-41;315.0
-343.0;-102.0;-41;296.0
-335.0;-107.0;-41;337.0
-317.0;-116.0;-41;287.0
-308.0;-135.0;-41;284.0
-328.0;-128.0;-41;326.0
-340.0;-135.0;-41;312.0
-331.0;-122.0;-41;392.0
-351.0;-110.0;-41;364.0
-344.0;-120.0;-41;264.0
-292.0;-119.0;-41;292.0
-330.0;-93.0;-41;?
-320.0;?;-41;?
-304.0;-116.0;-41;341.0
-323.0;-110.0;-41;326.0
?;-118.0;-41;266.0
-268.0;-117.0;-41;275.0
-309.0;-100.0;-41;342.0
-310.0;-99.0;-41;326.0
-311.0;-90.0;-41;276.0
-305.0;-92.0;-41;288.0
-292.0;-106.0;-41;323.0
-309.0;-104.0;-41;348.0
-311.0;-105.0;-41;?
-322.0;-103.0;-41;358.0
-340.0;-106.0;-41;?
-316.0;-102.0;?;363.0
-318.0;-108.0;-41;358.0
?;-95.0;-41;370.0
-335.0;-98.0;?;372.0
-346.0;?;-41;380.0
-302.0;?;-41;303.0
-323.0;-109.0;-41;371.0
-343.0;-119.0;-41;?
-338.0;-118.0;?;398.0
-335.0;-131.0;-41;375.0
-328.0;-132.0;-41;400.0
-341.0;-131.0;-41;384.0
-305.0;-128.0;-41;347.0
-292.0;-103.0;-41;317.0
-303.0;?;?;337.0
?;-116.0;-41;332.0
-312.0;-129.0;-41;331.0
-319.0;-139.0;-41;330.0
-313.0;-128.0;-41;350.0
-316.0;-127.0;-41;321.0
-301.0;-141.0;-41;364.0
-318.0;-173.0;-41;366.0
-329.0;-136.0;-41;362.0
-350.0;?;-41;357.0
-347.0;-137.0;-41;388.0
-360.0;-144.0;-41;388.0
-338.0;-136.0;-41;321.0
-328.0;-131.0;-41;382.0
-350.0;-136.0;-41;370.0
-321.0;-154.0;-41;323.0
-302.0;-142.0;-41;?
-314.0;-143.0;-41;370.0
-330.0;?;-41;?
-319.0;-134.0;-41;?
-323.0;-136.0;-41;379.0
?;-136.0;-41;398.0
-339.0;-136.0;-41;378.0
-346.0;-144.0;-41;392.0
-342.0;-154.0;-41;397.0
-321.0;-124.0;-41;386.0
-322.0;-111.0;-41;375.0
-313.0;-128.0;-41;364.0
-310.0;-127.0;-41;332.0
-328.0;-139.0;-41;323.0
-349.0;-128.0;-41;343.0
-340.0;-114.0;-41;350.0
-321.0;-106.0;-41;312.0
-321.0;-116.0;-41;349.0
?;-115.0;-41;347.0
-282.0;-128.0;-41;311.0
-297.0;-117.0;-41;350.0
-316.0;-148.0;-41;?
-306.0;-133.0;-41;340.0
-321.0;-109.0;-41;342.0
-301.0;-118.0;-41;364.0
-311.0;-116.0;-41;353.0
-344.0;-90.0;-41;379.0
-344.0;-118.0;-41;386.0
-338.0;-143.0;-41;359.0
-349.0;-108.0;-41;405.0
-350.0;-122.0;-41;418.0
-350.0;-129.0;-41;377.0
-338.0;-97.0;-41;376.0
-336.0;-86.0;-41;379.0
-342.0;-88.0;-41;388.0
-314.0;-118.0;-41;371.0
?;-103.0;-41;370.0
-328.0;-107.0;-41;360.0
-324.0;-94.0;-41;345.0
-308.0;-90.0;-41;321.0
-310.0;-109.0;-41;314.0
-319.0;-118.0;-41;306.0
-308.0;-117.0;-41;319.0
-300.0;-108.0;-41;338.0
-309.0;-112.0;-41;354.0
?;-115.0;-41;341.0
-302.0;-90.0;-41;352.0
-322.0;?;-41;360.0
-331.0;-78.0;-41;?
-330.0;-116.0;-41;?
-318.0;-110.0;-41;363.0
-310.0;-116.0;-41;332.0
-313.0;?;-41;371.0
-329.0;-97.0;-41;386.0
-334.0;-109.0;-41;322.0
-285.0;-92.0;?;309.0
-307.0;-100.0;-41;344.0
-320.0;?;-41;393.0
-337.0;-118.0;-41;373.0
-318.0;-116.0;-41;308.0
-325.0;-110.0;-41;353.0
-333.0;-120.0;-41;328.0
-321.0;-114.0;-41;376.0
?;-91.0;-41;381.0
-327.0;-105.0;-41;?
-315.0;-112.0;-41;336.0
-330.0;-99.0;-41;350.0
-337.0;-122.0;-41;368.0
-344.0;-97.0;-41;368.0
-314.0;-96.0;-41;303.0
-332.0;-108.0;-41;353.0
-337.0;-117.0;-41;326.0
-325.0;-118.0;-41;383.0
-349.0;-100.0;-41;378.0
-323.0;-91.0;-41;340.0
-306.0;-102.0;-41;368.0
-337.0;-107.0;-41;368.0
-333.0;-101.0;-41;339.0
-311.0;-109.0;-41;337.0
-311.0;-96.0;-41;326.0
?;-109.0;-41;328.0
-321.0;-120.0;-41;330.0
?;-114.0;-41;366.0
-361.0;-97.0;-41;371.0
-344.0;-93.0;-41;360.0
-324.0;-111.0;-41;380.0
-345.0;?;-41;375.0
-332.0;-107.0;-41;362.0
-337.0;-109.0;-41;380.0
-336.0;-109.0;-41;322.0
-321.0;-110.0;-41;278.0
-322.0;-115.0;-41;307.0
-311.0;-104.0;-41;331.0
-330.0;-114.0;-41;351.0
-331.0;-106.0;-41;379.0
-340.0;-124.0;-41;398.0
-329.0;-94.0;-41;399.0
-336.0;-125.0;-41;391.0
-346.0;-114.0;-41;371.0
-346.0;-118.0;-41;360.0
?;-131.0;-41;339.0
-307.0;-117.0;-41;343.0
-323.0;-133.0;-41;344.0
-327.0;-130.0;-41;322.0
?;-109.0;-41;311.0
-331.0;-100.0;?;312.0
-315.0;-83.0;-41;324.0
-318.0;-100.0;-41;346.0
-322.0;-92.0;-41;354.0
-311.0;-101.0;-41;?
-331.0;-118.0;-41;348.0
-348.0;-135.0;-41;365.0
-320.0;-126.0;-41;368.0
-347.0;-119.0;-41;403.0
-356.0;-111.0;-41;392.0
-336.0;-118.0;-41;360.0
-343.0;?;-41;362.0
-334.0;-97.0;-41;396.0
-329.0;-120.0;-41;?
-309.0;-146.0;-41;347.0
-324.0;-119.0;-41;339.0
-289.0;-118.0;-41;308.0
-315.0;-101.0;-41;350.0
-344.0;-126.0;-41;320.0
?;-109.0;-41;296.0
-299.0;-129.0;-41;362.0
-379.0;-114.0;-41;377.0
?;-140.0;-41;297.0
-298.0;?;-41;318.0
-347.0;-139.0;-41;400.0
-339.0;-136.0;-41;325.0
-309.0;-131.0;?;350.0
-325.0;-120.0;-41;327.0
-323.0;-118.0;-41;331.0
-355.0;-118.0;-41;371.0
-318.0;-118.0;-41;302.0
-309.0;-126.0;-41;357.0
-332.0;-136.0;-41;384.0
-323.0;-118.0;-41;370.0
-326.0;-119.0;-41;383.0
-359.0;-129.0;-41;364.0
-305.0;?;?;326.0
-283.0;?;-41;287.0
-304.0;-108.0;-41;305.0
-336.0;-113.0;-41;359.0
-345.0;-114.0;-41;340.0
-318.0;-115.0;-41;?
-339.0;-134.0;?;360.0
-331.0;-110.0;-41;?
-325.0;-123.0;?;413.0
-355.0;-114.0;-41;461.0
?;-107.0;-41;399.0
-307.0;-110.0;-41;319.0
-307.0;-109.0;-41;328.0
-326.0;-108.0;-41;343.0
-326.0;-113.0;-41;295.0
-283.0;-129.0;-41;262.0
-302.0;-92.0;-41;302.0
-283.0;?;-41;311.0
-322.0;-104.0;-41;367.0
-268.0;-92.0;-41;275.0
-289.0;?;-41;376.0
-373.0;-115.0;?;424.0
-310.0;-105.0;-41;314.0
-308.0;-113.0;-41;442.0
-336.0;-95.0;-41;337.0
-341.0;-96.0;-41;382.0
-301.0;-109.0;?;329.0
-317.0;-109.0;-41;343.0
-319.0;-109.0;-41;341.0
-337.0;-100.0;-41;380.0
-317.0;-99.0;-41;303.0
-308.0;-102.0;-41;?
-350.0;-105.0;-41;317.0
-330.0;-94.0;-41;325.0
-332.0;-109.0;-41;330.0
-314.0;-100.0;-41;318.0
-293.0;-112.0;-41;?
?;-108.0;-41;359.0
-334.0;-105.0;-41;380.0
?;-97.0;-41;399.0
-320.0;-102.0;-41;388.0
-320.0;-92.0;-41;402.0
-325.0;-98.0;-41;377.0
?;-100.0;-41;382.0
-338.0;-108.0;-41;383.0
-341.0;-109.0;-41;323.0
-333.0;-91.0;-41;351.0
-321.0;-89.0;-41;359.0
?;-88.0;?;364.0
-321.0;-134.0;-41;338.0
-318.0;-117.0;-41;336.0
-306.0;-94.0;-41;334.0
?;-94.0;-41;329.0
-317.0;-102.0;-41;369.0
-319.0;-98.0;-41;338.0
-291.0;-110.0;?;314.0
-302.0;-122.0;-41;354.0
-308.0;-102.0;-41;357.0
-298.0;-107.0;-41;351.0
-315.0;-94.0;-41;364.0
-329.0;-98.0;-41;370.0
-332.0;-118.0;-41;366.0
-321.0;-101.0;-41;360.0
-330.0;-129.0;-41;379.0
-331.0;-124.0;-41;341.0
-331.0;-104.0;-41;376.0
-330.0;-107.0;-41;378.0
-319.0;-127.0;-41;367.0
-325.0;-99.0;?;380.0
-342.0;-111.0;-41;350.0
-319.0;-111.0;-41;351.0
-316.0;-89.0;-41;369.0
-315.0;-104.0;-41;347.0
-320.0;-104.0;-41;354.0
-338.0;-98.0;-41;?
-342.0;-109.0;-41;366.0
-325.0;-100.0;-41;381.0
-321.0;-118.0;-41;380.0
-320.0;-108.0;-41;394.0
-349.0;-112.0;-41;381.0
-340.0;-125.0;-41;411.0
-332.0;-106.0;-41;375.0
-340.0;-111.0;-41;394.0
-340.0;-105.0;?;359.0
-323.0;-100.0;-41;338.0
-316.0;-102.0;-41;370.0
-327.0;-121.0;-41;359.0
-303.0;-123.0;-41;339.0
-301.0;-116.0;-41;340.0
-307.0;-119.0;-41;336.0
-306.0;-117.0;-41;297.0
-300.0;-126.0;-41;307.0
-309.0;-119.0;-41;330.0
-312.0;-109.0;?;320.0
-302.0;-118.0;-41;310.0
-311.0;-117.0;-41;309.0
-292.0;-123.0;?;326.0
-282.0;?;-41;322.0
-310.0;-121.0;-41;372.0
-337.0;-118.0;?;380.0
-323.0;-106.0;-41;378.0
-341.0;-126.0;-41;399.0
-330.0;-100.0;-41;397.0
-340.0;-121.0;-41;?
-328.0;-106.0;-41;404.0
-360.0;-131.0;-41;389.0
-333.0;-123.0;-41;370.0
-324.0;-110.0;-41;362.0
-340.0;-100.0;-41;351.0
-325.0;-117.0;-41;356.0
-302.0;-100.0;?;314.0
-321.0;-111.0;-41;297.0
-302.0;-117.0;-41;310.0
-302.0;-121.0;-41;297.0
-303.0;?;-41;?
-312.0;-105.0;-41;356.0
-307.0;-115.0;-41;342.0
-285.0;-116.0;-41;350.0
-307.0;-124.0;-41;377.0
-312.0;-122.0;-41;348.0
-312.0;-118.0;-41;352.0
-339.0;-117.0;-41;345.0
-312.0;-120.0;?;328.0
-324.0;-115.0;-41;335.0
-334.0;-143.0;-41;341.0
-313.0;-128.0;-41;336.0
-311.0;-127.0;-41;331.0
-311.0;-118.0;-41;358.0
-311.0;-127.0;-41;344.0
-302.0;?;-41;353.0
-313.0;-105.0;-41;369.0
-306.0;-90.0;-41;362.0
