InertialMeasurementUnit RUA accZ;Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA^ accY;Accelerometer RUA_ accY;InertialMeasurementUnit RLA accX;Accelerometer RWR accY;InertialMeasurementUnit RLA accZ;Accelerometer RUA_ accZ;InertialMeasurementUnit RUA accY
115.0;397.0;-864.0;1166.0;848.0;-776.0;794.0;383.0;250.0;34.0
228.0;236.0;-913.0;1083.0;866.0;-876.0;691.0;507.0;65.0;-281.0
262.0;335.0;-858.0;906.0;891.0;-813.0;555.0;518.0;261.0;-6.0
8.0;157.0;-811.0;931.0;821.0;-758.0;724.0;357.0;-77.0;113.0
331.0;272.0;-1111.0;948.0;812.0;-1063.0;594.0;596.0;117.0;44.0
191.0;247.0;-839.0;1055.0;918.0;-829.0;603.0;172.0;144.0;-40.0
249.0;220.0;-1139.0;1021.0;905.0;-990.0;663.0;762.0;-40.0;116.0
228.0;215.0;-931.0;1028.0;862.0;-796.0;753.0;555.0;89.0;116.0
329.0;241.0;-843.0;1231.0;950.0;-784.0;825.0;432.0;115.0;109.0
91.0;179.0;-982.0;838.0;870.0;-937.0;630.0;425.0;-10.0;118.0
154.0;237.0;-973.0;1028.0;858.0;-797.0;690.0;368.0;146.0;203.0
188.0;344.0;-699.0;889.0;680.0;-566.0;762.0;455.0;94.0;245.0
101.0;251.0;-888.0;1101.0;847.0;-268.0;743.0;517.0;28.0;508.0
107.0;-22.0;-899.0;985.0;910.0;-821.0;721.0;235.0;-49.0;-18.0
106.0;257.0;-901.0;1029.0;882.0;-669.0;660.0;353.0;35.0;320.0
277.0;240.0;-1007.0;1140.0;798.0;-620.0;579.0;181.0;-157.0;137.0
285.0;256.0;-872.0;1126.0;929.0;-427.0;603.0;660.0;116.0;392.0
194.0;229.0;-962.0;1087.0;876.0;-727.0;688.0;351.0;-137.0;218.0
264.0;252.0;-819.0;1029.0;954.0;-490.0;497.0;604.0;-54.0;301.0
214.0;381.0;-867.0;960.0;719.0;-456.0;321.0;270.0;-85.0;67.0
257.0;274.0;-1009.0;1113.0;886.0;-741.0;601.0;512.0;-51.0;231.0
230.0;286.0;-1010.0;1109.0;876.0;-741.0;613.0;468.0;17.0;224.0
179.0;443.0;-1009.0;986.0;756.0;-663.0;575.0;401.0;-38.0;158.0
100.0;217.0;-1103.0;870.0;320.0;-270.0;359.0;346.0;-160.0;248.0
33.0;60.0;-1025.0;1011.0;1152.0;-924.0;703.0;383.0;20.0;73.0
142.0;365.0;-979.0;993.0;763.0;-643.0;634.0;418.0;14.0;196.0
118.0;64.0;-913.0;1033.0;1098.0;-828.0;711.0;356.0;202.0;24.0
64.0;287.0;-992.0;1062.0;895.0;-752.0;753.0;396.0;-20.0;304.0
-36.0;145.0;-834.0;1276.0;929.0;-731.0;1062.0;249.0;-59.0;184.0
213.0;306.0;-1036.0;1128.0;868.0;-756.0;603.0;452.0;19.0;214.0
129.0;207.0;-915.0;944.0;1132.0;-779.0;630.0;469.0;129.0;287.0
304.0;312.0;-953.0;804.0;784.0;-866.0;552.0;528.0;166.0;36.0
153.0;311.0;-692.0;899.0;689.0;-571.0;664.0;463.0;90.0;173.0
133.0;337.0;-877.0;1040.0;779.0;-850.0;797.0;282.0;10.0;92.0
110.0;226.0;-1015.0;909.0;852.0;-981.0;637.0;432.0;7.0;28.0
172.0;300.0;-1017.0;1057.0;883.0;-707.0;579.0;372.0;52.0;247.0
92.0;527.0;-986.0;1000.0;940.0;-792.0;533.0;321.0;186.0;236.0
96.0;291.0;-985.0;1085.0;897.0;-667.0;574.0;363.0;18.0;246.0
237.0;274.0;-513.0;658.0;589.0;-513.0;347.0;184.0;102.0;9.0
165.0;353.0;-686.0;952.0;762.0;-584.0;809.0;437.0;166.0;201.0
48.0;273.0;-941.0;1013.0;839.0;-804.0;571.0;447.0;110.0;306.0
246.0;296.0;-933.0;1031.0;976.0;-815.0;626.0;514.0;141.0;154.0
241.0;351.0;-926.0;1039.0;934.0;-781.0;625.0;492.0;117.0;199.0
268.0;306.0;-921.0;1010.0;883.0;-722.0;656.0;455.0;97.0;247.0
269.0;283.0;-909.0;1001.0;868.0;-708.0;664.0;460.0;108.0;232.0
318.0;307.0;-881.0;1003.0;807.0;-767.0;646.0;534.0;135.0;124.0
255.0;270.0;-916.0;1024.0;875.0;-736.0;713.0;492.0;130.0;148.0
184.0;252.0;-834.0;1312.0;961.0;-693.0;1113.0;461.0;112.0;233.0
127.0;308.0;-654.0;950.0;717.0;-522.0;778.0;352.0;66.0;246.0
136.0;262.0;-1019.0;1090.0;869.0;-718.0;620.0;382.0;30.0;217.0
293.0;42.0;-946.0;1139.0;973.0;-802.0;788.0;592.0;142.0;29.0
-73.0;91.0;-1086.0;1109.0;1040.0;-616.0;793.0;346.0;31.0;387.0
251.0;245.0;-1003.0;1088.0;1021.0;-871.0;734.0;551.0;175.0;68.0
220.0;318.0;-966.0;1119.0;1023.0;-828.0;747.0;531.0;144.0;159.0
285.0;268.0;-1003.0;1015.0;887.0;-865.0;672.0;551.0;99.0;204.0
210.0;297.0;-940.0;1063.0;934.0;-786.0;766.0;519.0;128.0;227.0
220.0;176.0;-946.0;1028.0;942.0;-795.0;754.0;471.0;79.0;223.0
211.0;238.0;-933.0;1068.0;967.0;-813.0;629.0;515.0;59.0;169.0
-15.0;218.0;-851.0;1325.0;872.0;-748.0;1052.0;311.0;-33.0;205.0
49.0;276.0;-850.0;919.0;801.0;-818.0;622.0;389.0;-25.0;129.0
104.0;255.0;-718.0;884.0;751.0;-637.0;597.0;271.0;54.0;199.0
163.0;309.0;-760.0;878.0;773.0;-644.0;602.0;401.0;79.0;209.0
190.0;306.0;-802.0;872.0;764.0;-726.0;592.0;430.0;110.0;90.0
73.0;184.0;-880.0;1135.0;852.0;-784.0;799.0;354.0;1.0;59.0
122.0;287.0;-938.0;1112.0;850.0;-788.0;695.0;347.0;-18.0;234.0
222.0;313.0;-971.0;1018.0;995.0;-806.0;682.0;378.0;-17.0;272.0
248.0;273.0;-925.0;1001.0;909.0;-756.0;702.0;407.0;56.0;236.0
129.0;315.0;-795.0;920.0;871.0;-688.0;662.0;547.0;-3.0;298.0
179.0;346.0;-919.0;990.0;829.0;-804.0;678.0;566.0;62.0;254.0
117.0;432.0;-938.0;1029.0;820.0;-582.0;519.0;295.0;-20.0;331.0
299.0;796.0;-667.0;712.0;-131.0;503.0;-572.0;674.0;503.0;683.0
195.0;223.0;-966.0;1070.0;987.0;-827.0;773.0;503.0;80.0;196.0
210.0;232.0;-956.0;1089.0;980.0;-831.0;773.0;511.0;85.0;166.0
212.0;212.0;-961.0;1101.0;977.0;-843.0;762.0;516.0;102.0;132.0
217.0;999.0;-233.0;302.0;-470.0;743.0;-801.0;649.0;649.0;948.0
186.0;223.0;-960.0;1051.0;987.0;-825.0;751.0;531.0;92.0;164.0
179.0;230.0;-953.0;1073.0;982.0;-816.0;748.0;510.0;67.0;165.0
200.0;100.0;-1071.0;1141.0;1059.0;-956.0;849.0;576.0;-29.0;171.0
227.0;128.0;-975.0;1100.0;1023.0;-892.0;793.0;448.0;75.0;43.0
212.0;228.0;-966.0;1071.0;997.0;-848.0;754.0;491.0;84.0;119.0
208.0;215.0;-961.0;1089.0;990.0;-847.0;714.0;483.0;60.0;115.0
215.0;223.0;-962.0;1065.0;999.0;-845.0;712.0;484.0;90.0;127.0
188.0;268.0;-937.0;1038.0;948.0;-800.0;716.0;486.0;65.0;204.0
230.0;251.0;-945.0;1072.0;915.0;-759.0;797.0;490.0;107.0;189.0
194.0;237.0;-940.0;1052.0;939.0;-806.0;658.0;496.0;80.0;181.0
228.0;112.0;-869.0;974.0;1165.0;-721.0;722.0;491.0;-45.0;214.0
254.0;299.0;-769.0;962.0;862.0;-653.0;575.0;536.0;166.0;-41.0
190.0;379.0;-847.0;912.0;825.0;-752.0;568.0;345.0;146.0;173.0
77.0;182.0;-909.0;972.0;896.0;-875.0;701.0;361.0;-38.0;40.0
172.0;233.0;-980.0;922.0;782.0;-951.0;618.0;533.0;90.0;-192.0
60.0;393.0;-970.0;1081.0;894.0;-702.0;553.0;314.0;-43.0;368.0
373.0;1008.0;-27.0;221.0;-330.0;558.0;-601.0;777.0;888.0;914.0
105.0;214.0;-1091.0;971.0;856.0;-964.0;600.0;351.0;126.0;176.0
177.0;352.0;-876.0;1031.0;868.0;-727.0;572.0;498.0;21.0;410.0
209.0;366.0;-879.0;964.0;836.0;-691.0;690.0;420.0;111.0;369.0
197.0;274.0;-817.0;845.0;774.0;-724.0;554.0;373.0;67.0;190.0
46.0;208.0;-860.0;941.0;892.0;-821.0;665.0;437.0;49.0;104.0
20.0;169.0;-943.0;1031.0;943.0;-835.0;739.0;411.0;99.0;29.0
124.0;205.0;-894.0;952.0;933.0;-832.0;706.0;483.0;66.0;82.0
215.0;387.0;-897.0;1080.0;828.0;-723.0;644.0;448.0;161.0;381.0
123.0;300.0;-742.0;915.0;764.0;-628.0;664.0;353.0;108.0;249.0
90.0;307.0;-789.0;892.0;780.0;-659.0;631.0;379.0;87.0;266.0
113.0;327.0;-801.0;869.0;818.0;-707.0;571.0;388.0;48.0;173.0
22.0;318.0;-814.0;1219.0;803.0;-653.0;986.0;281.0;-16.0;244.0
372.0;285.0;-923.0;1024.0;899.0;-746.0;491.0;570.0;127.0;19.0
195.0;209.0;-965.0;1089.0;992.0;-845.0;784.0;497.0;52.0;128.0
198.0;218.0;-971.0;1079.0;990.0;-851.0;731.0;496.0;58.0;132.0
224.0;222.0;-961.0;1048.0;988.0;-840.0;710.0;494.0;52.0;141.0
227.0;193.0;-938.0;1035.0;967.0;-820.0;711.0;489.0;105.0;136.0
240.0;237.0;-950.0;1060.0;971.0;-834.0;728.0;485.0;88.0;132.0
249.0;216.0;-949.0;1083.0;980.0;-826.0;733.0;497.0;90.0;136.0
247.0;231.0;-951.0;1086.0;979.0;-828.0;727.0;505.0;100.0;144.0
318.0;99.0;-952.0;1140.0;1044.0;-860.0;744.0;564.0;112.0;95.0
250.0;252.0;-941.0;1058.0;990.0;-825.0;676.0;508.0;122.0;106.0
225.0;245.0;-939.0;1008.0;968.0;-799.0;700.0;484.0;76.0;193.0
215.0;295.0;-915.0;1048.0;935.0;-770.0;654.0;474.0;75.0;209.0
143.0;250.0;-838.0;927.0;845.0;-686.0;531.0;426.0;145.0;237.0
127.0;274.0;-835.0;953.0;831.0;-696.0;595.0;421.0;103.0;255.0
127.0;282.0;-808.0;948.0;863.0;-690.0;630.0;419.0;76.0;221.0
162.0;324.0;-839.0;945.0;832.0;-751.0;640.0;432.0;73.0;124.0
374.0;182.0;-900.0;933.0;728.0;-656.0;429.0;604.0;72.0;-45.0
409.0;276.0;-872.0;1074.0;754.0;-345.0;363.0;644.0;9.0;80.0
38.0;106.0;-878.0;901.0;1135.0;-860.0;568.0;255.0;120.0;105.0
153.0;291.0;-817.0;980.0;879.0;-696.0;613.0;377.0;148.0;284.0
299.0;233.0;-911.0;1159.0;628.0;-704.0;706.0;549.0;284.0;-38.0
205.0;346.0;-879.0;985.0;877.0;-759.0;651.0;404.0;150.0;265.0
143.0;253.0;-961.0;1052.0;955.0;-820.0;738.0;428.0;32.0;154.0
155.0;223.0;-960.0;1095.0;946.0;-820.0;756.0;461.0;25.0;163.0
175.0;228.0;-983.0;1071.0;988.0;-850.0;742.0;497.0;49.0;163.0
58.0;259.0;-889.0;1036.0;842.0;-805.0;857.0;325.0;38.0;160.0
44.0;202.0;-924.0;991.0;927.0;-888.0;675.0;167.0;-36.0;51.0
338.0;341.0;-934.0;1065.0;874.0;-657.0;609.0;677.0;152.0;258.0
310.0;348.0;-906.0;1003.0;870.0;-782.0;709.0;619.0;188.0;1.0
185.0;218.0;-978.0;1079.0;1034.0;-854.0;771.0;510.0;58.0;127.0
171.0;239.0;-981.0;1087.0;1000.0;-853.0;739.0;511.0;69.0;165.0
219.0;74.0;-1221.0;1164.0;1254.0;-1090.0;901.0;637.0;30.0;260.0
196.0;240.0;-938.0;1053.0;946.0;-811.0;744.0;484.0;80.0;175.0
306.0;72.0;-961.0;1101.0;999.0;-882.0;734.0;497.0;83.0;-24.0
238.0;246.0;-923.0;1053.0;944.0;-783.0;725.0;501.0;84.0;211.0
230.0;221.0;-945.0;1071.0;985.0;-830.0;730.0;526.0;80.0;113.0
247.0;218.0;-1035.0;1049.0;1052.0;-949.0;701.0;568.0;150.0;16.0
342.0;151.0;-963.0;1070.0;903.0;-857.0;757.0;488.0;149.0;175.0
238.0;209.0;-922.0;1070.0;958.0;-818.0;775.0;517.0;103.0;144.0
204.0;230.0;-928.0;1083.0;970.0;-819.0;745.0;502.0;63.0;123.0
227.0;282.0;-979.0;1038.0;988.0;-905.0;688.0;496.0;108.0;46.0
223.0;207.0;-940.0;1040.0;992.0;-832.0;752.0;486.0;61.0;141.0
228.0;189.0;-922.0;1053.0;961.0;-812.0;632.0;469.0;70.0;158.0
92.0;184.0;-1207.0;947.0;1088.0;-1135.0;635.0;471.0;116.0;62.0
286.0;210.0;-731.0;977.0;892.0;-631.0;595.0;523.0;113.0;97.0
200.0;329.0;-888.0;959.0;897.0;-727.0;632.0;457.0;174.0;263.0
190.0;324.0;-864.0;1003.0;879.0;-695.0;634.0;382.0;148.0;296.0
136.0;335.0;-844.0;988.0;831.0;-699.0;669.0;333.0;40.0;257.0
-7.0;227.0;-830.0;1409.0;1090.0;-728.0;963.0;201.0;-73.0;187.0
0.0;132.0;-1018.0;1133.0;1045.0;-914.0;836.0;366.0;-90.0;142.0
92.0;239.0;-968.0;1085.0;971.0;-835.0;740.0;458.0;10.0;184.0
109.0;251.0;-983.0;1030.0;992.0;-844.0;736.0;471.0;0.0;184.0
140.0;82.0;-913.0;1130.0;1103.0;-841.0;802.0;578.0;92.0;270.0
158.0;218.0;-985.0;1093.0;996.0;-867.0;716.0;476.0;62.0;133.0
128.0;259.0;-970.0;1077.0;992.0;-835.0;725.0;496.0;59.0;173.0
111.0;284.0;-969.0;1059.0;977.0;-829.0;759.0;479.0;35.0;221.0
122.0;289.0;-962.0;1097.0;954.0;-816.0;752.0;477.0;28.0;236.0
130.0;306.0;-988.0;1101.0;979.0;-840.0;726.0;485.0;49.0;241.0
126.0;288.0;-1040.0;1108.0;1024.0;-882.0;697.0;535.0;68.0;275.0
154.0;333.0;-903.0;1092.0;1048.0;-792.0;672.0;585.0;28.0;337.0
165.0;295.0;-961.0;1079.0;964.0;-809.0;721.0;516.0;79.0;287.0
17.0;231.0;-794.0;1110.0;1032.0;-671.0;708.0;785.0;175.0;469.0
131.0;228.0;-964.0;1070.0;990.0;-824.0;762.0;532.0;60.0;221.0
124.0;216.0;-957.0;1116.0;990.0;-841.0;817.0;532.0;33.0;210.0
191.0;76.0;-1021.0;1143.0;1119.0;-883.0;793.0;677.0;30.0;216.0
190.0;-23.0;-1020.0;1173.0;1057.0;-852.0;843.0;457.0;222.0;11.0
348.0;129.0;-1004.0;1109.0;999.0;-877.0;722.0;522.0;36.0;49.0
205.0;222.0;-928.0;1041.0;975.0;-818.0;728.0;455.0;63.0;143.0
100.0;339.0;-840.0;977.0;832.0;-717.0;638.0;357.0;25.0;262.0
259.0;89.0;-974.0;1187.0;962.0;-861.0;886.0;448.0;86.0;33.0
69.0;326.0;-914.0;912.0;855.0;-740.0;665.0;294.0;-16.0;261.0
4.0;129.0;-949.0;827.0;836.0;-888.0;681.0;438.0;7.0;116.0
111.0;276.0;-958.0;928.0;939.0;-823.0;592.0;339.0;152.0;125.0
81.0;330.0;-849.0;1016.0;840.0;-778.0;664.0;412.0;-45.0;97.0
-54.0;140.0;-731.0;996.0;768.0;-671.0;873.0;298.0;-94.0;121.0
199.0;204.0;-966.0;1094.0;977.0;-847.0;765.0;475.0;70.0;153.0
198.0;70.0;-955.0;1180.0;1102.0;-791.0;867.0;449.0;69.0;180.0
246.0;117.0;-970.0;1091.0;1103.0;-874.0;790.0;474.0;70.0;111.0
230.0;182.0;-934.0;1063.0;961.0;-822.0;748.0;474.0;80.0;101.0
167.0;116.0;-968.0;1016.0;977.0;-869.0;752.0;550.0;-22.0;80.0
80.0;360.0;-1063.0;943.0;925.0;-1001.0;427.0;420.0;-148.0;159.0
89.0;263.0;-1063.0;1086.0;810.0;-815.0;641.0;473.0;-131.0;207.0
102.0;316.0;-960.0;1034.0;815.0;-786.0;527.0;464.0;-85.0;178.0
83.0;303.0;-927.0;1038.0;795.0;-613.0;547.0;408.0;163.0;265.0
-92.0;271.0;-942.0;1001.0;733.0;-503.0;391.0;564.0;-68.0;259.0
238.0;364.0;-770.0;965.0;838.0;-634.0;618.0;406.0;187.0;208.0
94.0;374.0;-909.0;1114.0;886.0;-604.0;588.0;438.0;-49.0;282.0
97.0;389.0;-753.0;1032.0;814.0;-620.0;853.0;415.0;124.0;266.0
169.0;338.0;-827.0;990.0;836.0;-667.0;752.0;467.0;98.0;283.0
137.0;352.0;-877.0;928.0;862.0;-719.0;613.0;461.0;79.0;268.0
151.0;339.0;-880.0;925.0;869.0;-727.0;567.0;463.0;69.0;234.0
138.0;168.0;-1013.0;1099.0;1068.0;-940.0;745.0;409.0;12.0;-3.0
-20.0;284.0;-1174.0;1035.0;940.0;-1128.0;752.0;437.0;-105.0;-43.0
131.0;328.0;-982.0;1075.0;1003.0;-842.0;748.0;498.0;44.0;204.0
117.0;298.0;-987.0;1082.0;991.0;-836.0;710.0;508.0;75.0;273.0
86.0;40.0;-1366.0;1365.0;1055.0;-1226.0;834.0;603.0;23.0;279.0
112.0;214.0;-975.0;1100.0;979.0;-841.0;748.0;666.0;81.0;218.0
138.0;59.0;-1108.0;1137.0;1180.0;-973.0;767.0;679.0;14.0;59.0
95.0;105.0;-1135.0;1233.0;1121.0;-1012.0;677.0;393.0;88.0;189.0
123.0;128.0;-1231.0;1050.0;1159.0;-1110.0;773.0;362.0;92.0;208.0
164.0;231.0;-959.0;1058.0;975.0;-834.0;758.0;440.0;19.0;177.0
100.0;146.0;-926.0;1023.0;908.0;-808.0;817.0;410.0;-19.0;114.0
149.0;199.0;-966.0;1066.0;972.0;-844.0;766.0;450.0;46.0;132.0
75.0;97.0;-986.0;1201.0;932.0;-905.0;971.0;387.0;50.0;63.0
91.0;188.0;-988.0;1120.0;981.0;-869.0;872.0;387.0;16.0;38.0
145.0;238.0;-958.0;1086.0;984.0;-837.0;756.0;452.0;40.0;146.0
149.0;244.0;-968.0;1098.0;961.0;-840.0;739.0;435.0;31.0;182.0
83.0;237.0;-1060.0;1367.0;1143.0;-940.0;667.0;311.0;23.0;217.0
145.0;257.0;-995.0;1090.0;990.0;-848.0;746.0;461.0;40.0;202.0
237.0;101.0;-845.0;1253.0;1409.0;-723.0;956.0;497.0;148.0;280.0
120.0;145.0;-890.0;1458.0;997.0;-772.0;1066.0;487.0;2.0;171.0
180.0;324.0;-890.0;946.0;876.0;-746.0;566.0;460.0;90.0;243.0
208.0;326.0;-902.0;970.0;881.0;-755.0;597.0;448.0;100.0;236.0
181.0;162.0;-930.0;1069.0;1107.0;-810.0;732.0;518.0;102.0;196.0
134.0;266.0;-964.0;1095.0;985.0;-834.0;753.0;499.0;43.0;191.0
152.0;252.0;-968.0;1093.0;983.0;-834.0;740.0;491.0;45.0;191.0
167.0;207.0;-953.0;1060.0;972.0;-832.0;734.0;486.0;60.0;160.0
157.0;231.0;-951.0;1072.0;979.0;-832.0;725.0;479.0;79.0;151.0
152.0;259.0;-949.0;1077.0;970.0;-828.0;718.0;470.0;44.0;153.0
140.0;252.0;-968.0;1053.0;973.0;-840.0;748.0;464.0;29.0;197.0
142.0;228.0;-941.0;1046.0;936.0;-812.0;768.0;452.0;60.0;197.0
136.0;253.0;-995.0;1085.0;979.0;-858.0;753.0;461.0;37.0;210.0
131.0;287.0;-984.0;1076.0;990.0;-847.0;761.0;480.0;22.0;201.0
116.0;277.0;-976.0;1073.0;990.0;-835.0;763.0;498.0;49.0;226.0
118.0;285.0;-967.0;1115.0;973.0;-823.0;745.0;518.0;41.0;219.0
118.0;278.0;-990.0;1103.0;987.0;-845.0;684.0;517.0;49.0;222.0
131.0;307.0;-1011.0;1049.0;1054.0;-879.0;736.0;543.0;90.0;224.0
241.0;409.0;-994.0;1083.0;1018.0;-813.0;693.0;664.0;60.0;354.0
217.0;305.0;-916.0;997.0;934.0;-795.0;655.0;465.0;96.0;145.0
216.0;300.0;-944.0;1021.0;940.0;-844.0;676.0;474.0;110.0;112.0
45.0;316.0;-816.0;990.0;927.0;-696.0;652.0;355.0;47.0;313.0
83.0;341.0;-909.0;1210.0;853.0;-594.0;655.0;531.0;24.0;231.0
179.0;272.0;-927.0;1092.0;670.0;-621.0;710.0;627.0;67.0;367.0
366.0;384.0;-983.0;1051.0;899.0;-726.0;586.0;460.0;104.0;175.0
146.0;277.0;-971.0;1049.0;989.0;-834.0;716.0;453.0;61.0;203.0
130.0;281.0;-979.0;1069.0;965.0;-830.0;716.0;486.0;54.0;225.0
134.0;280.0;-973.0;1082.0;954.0;-823.0;747.0;496.0;65.0;226.0
121.0;285.0;-963.0;1071.0;976.0;-823.0;768.0;505.0;65.0;236.0
123.0;271.0;-962.0;1049.0;961.0;-822.0;748.0;518.0;38.0;226.0
147.0;303.0;-974.0;1093.0;976.0;-831.0;726.0;481.0;58.0;288.0
127.0;263.0;-966.0;1035.0;988.0;-828.0;765.0;503.0;45.0;287.0
114.0;234.0;-945.0;1061.0;982.0;-817.0;768.0;517.0;38.0;241.0
74.0;141.0;-989.0;1137.0;1018.0;-869.0;844.0;483.0;51.0;119.0
143.0;217.0;-969.0;1089.0;997.0;-851.0;754.0;494.0;40.0;163.0
130.0;258.0;-985.0;1067.0;1001.0;-868.0;753.0;472.0;42.0;192.0
127.0;320.0;-967.0;1078.0;993.0;-847.0;726.0;468.0;47.0;199.0
115.0;310.0;-970.0;1112.0;980.0;-838.0;698.0;455.0;29.0;237.0
106.0;309.0;-922.0;1069.0;948.0;-761.0;750.0;500.0;21.0;356.0
85.0;243.0;-961.0;1075.0;958.0;-819.0;771.0;478.0;29.0;248.0
168.0;247.0;-1006.0;1130.0;1007.0;-860.0;803.0;519.0;45.0;165.0
166.0;173.0;-1250.0;1343.0;1406.0;-1136.0;1017.0;566.0;89.0;252.0
102.0;30.0;-1400.0;1092.0;1350.0;-1262.0;745.0;612.0;-21.0;243.0
124.0;269.0;-991.0;1072.0;1006.0;-853.0;747.0;511.0;65.0;197.0
49.0;127.0;-1138.0;1019.0;1229.0;-1010.0;697.0;644.0;-47.0;179.0
223.0;323.0;-819.0;938.0;823.0;-728.0;574.0;403.0;200.0;182.0
238.0;418.0;-920.0;982.0;824.0;-695.0;654.0;468.0;-39.0;168.0
153.0;354.0;-960.0;950.0;971.0;-862.0;584.0;595.0;176.0;62.0
107.0;283.0;-954.0;1075.0;912.0;-778.0;679.0;384.0;93.0;210.0
231.0;441.0;-974.0;1037.0;800.0;-694.0;639.0;392.0;-55.0;320.0
148.0;394.0;-951.0;992.0;858.0;-725.0;612.0;292.0;30.0;271.0
110.0;482.0;-951.0;1093.0;991.0;-625.0;702.0;152.0;86.0;347.0
148.0;375.0;-900.0;1041.0;851.0;-644.0;547.0;322.0;-74.0;281.0
87.0;384.0;-940.0;1061.0;818.0;-692.0;655.0;333.0;15.0;284.0
135.0;370.0;-974.0;1024.0;904.0;-732.0;654.0;374.0;25.0;248.0
126.0;391.0;-963.0;1001.0;899.0;-712.0;667.0;398.0;62.0;263.0
115.0;354.0;-944.0;1028.0;854.0;-707.0;678.0;413.0;75.0;292.0
126.0;348.0;-933.0;1026.0;892.0;-735.0;730.0;446.0;71.0;276.0
152.0;340.0;-939.0;1055.0;908.0;-748.0;764.0;435.0;107.0;256.0
94.0;349.0;-892.0;1098.0;951.0;-761.0;915.0;509.0;140.0;367.0
68.0;524.0;-942.0;954.0;936.0;-677.0;383.0;373.0;234.0;286.0
128.0;247.0;-957.0;1070.0;983.0;-817.0;789.0;490.0;65.0;238.0
139.0;285.0;-951.0;1079.0;971.0;-811.0;774.0;501.0;80.0;243.0
132.0;268.0;-1022.0;1121.0;1046.0;-886.0;755.0;567.0;150.0;157.0
115.0;264.0;-965.0;1067.0;976.0;-829.0;755.0;514.0;118.0;175.0
150.0;134.0;-952.0;1034.0;1040.0;-833.0;757.0;430.0;104.0;195.0
135.0;253.0;-954.0;1056.0;966.0;-834.0;724.0;437.0;84.0;181.0
114.0;250.0;-955.0;1058.0;960.0;-831.0;737.0;423.0;86.0;216.0
112.0;250.0;-951.0;1068.0;959.0;-815.0;726.0;449.0;45.0;191.0
122.0;238.0;-964.0;1061.0;961.0;-814.0;743.0;444.0;47.0;170.0
120.0;227.0;-969.0;1085.0;971.0;-830.0;735.0;458.0;99.0;162.0
130.0;246.0;-966.0;1119.0;952.0;-818.0;735.0;475.0;109.0;149.0
109.0;257.0;-998.0;1089.0;975.0;-841.0;747.0;489.0;89.0;156.0
91.0;200.0;-1242.0;1119.0;1302.0;-1109.0;919.0;657.0;100.0;376.0
132.0;281.0;-989.0;1099.0;989.0;-840.0;745.0;494.0;93.0;188.0
73.0;126.0;-1149.0;990.0;1163.0;-989.0;709.0;572.0;41.0;329.0
108.0;262.0;-966.0;1072.0;985.0;-832.0;760.0;506.0;91.0;206.0
112.0;276.0;-967.0;1087.0;971.0;-827.0;773.0;498.0;86.0;176.0
93.0;261.0;-983.0;1084.0;982.0;-850.0;752.0;486.0;101.0;199.0
96.0;278.0;-987.0;1060.0;1000.0;-850.0;742.0;480.0;75.0;226.0
