InertialMeasurementUnit L-SHOE EuX;Accelerometer LUA_ accZ;Accelerometer LUA_ accY;Accelerometer LWR accY;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit LUA magneticX;Accelerometer LH accY;Accelerometer LH accZ;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;Accelerometer LWR accZ
116;652.0;-478.0;-636.0;-617.0;323.0;-524.0;-186.0;?;455.0;-989.0;534.0
116;692.0;-558.0;-588.0;-580.0;390.0;-695.0;151.0;1041.0;460.0;-895.0;453.0
116;629.0;-811.0;-591.0;-539.0;450.0;-689.0;287.0;1011.0;491.0;-811.0;473.0
116;663.0;?;-664.0;?;507.0;-719.0;371.0;1020.0;473.0;-773.0;356.0
116;678.0;-1273.0;-832.0;-435.0;?;-581.0;524.0;1015.0;?;-639.0;184.0
116;787.0;-1227.0;-1175.0;-391.0;595.0;-1035.0;1479.0;1049.0;464.0;-677.0;-196.0
116;877.0;-957.0;-1419.0;-339.0;632.0;-1387.0;1050.0;998.0;513.0;-696.0;?
116;927.0;-824.0;-1492.0;-293.0;662.0;-1410.0;395.0;1017.0;631.0;-617.0;319.0
116;925.0;-679.0;-1385.0;-238.0;685.0;-1391.0;47.0;1054.0;1013.0;-387.0;671.0
116;881.0;-611.0;-1207.0;-196.0;701.0;-1329.0;145.0;1028.0;1360.0;-432.0;783.0
116;801.0;-588.0;-1024.0;-165.0;711.0;-1044.0;-224.0;1049.0;1413.0;-753.0;796.0
116;662.0;-673.0;-880.0;-138.0;714.0;-921.0;18.0;1041.0;1347.0;-870.0;681.0
116;647.0;-771.0;-795.0;-128.0;717.0;-855.0;320.0;1007.0;1132.0;-968.0;517.0
116;690.0;-812.0;-818.0;-139.0;712.0;-891.0;391.0;1024.0;904.0;-982.0;?
116;685.0;-861.0;-909.0;-150.0;712.0;-867.0;219.0;1040.0;745.0;-859.0;317.0
116;715.0;-733.0;-1013.0;-154.0;?;-965.0;398.0;1025.0;652.0;-802.0;339.0
116;?;-689.0;-1073.0;-168.0;714.0;-905.0;730.0;1019.0;645.0;-663.0;251.0
116;888.0;-704.0;-1017.0;-179.0;710.0;-870.0;649.0;1030.0;745.0;-605.0;207.0
116;863.0;-787.0;-989.0;-203.0;703.0;-975.0;770.0;1031.0;851.0;?;233.0
116;876.0;-330.0;?;-666.0;-219.0;-932.0;-370.0;1026.0;682.0;?;711.0
116;920.0;-278.0;-683.0;-669.0;-209.0;-779.0;-775.0;1041.0;695.0;-699.0;802.0
116;906.0;-330.0;-529.0;-671.0;-208.0;-640.0;-1091.0;1011.0;649.0;-720.0;999.0
116;917.0;-379.0;-431.0;-672.0;-205.0;-630.0;-1087.0;1004.0;585.0;-785.0;1117.0
116;904.0;?;-430.0;-676.0;?;-715.0;-989.0;1051.0;520.0;-813.0;?
116;935.0;-384.0;-435.0;-680.0;-189.0;-791.0;-853.0;1016.0;376.0;-907.0;1127.0
116;947.0;-387.0;-484.0;-684.0;-173.0;-750.0;-768.0;1042.0;242.0;-890.0;1078.0
116;994.0;-413.0;-494.0;-689.0;-144.0;-764.0;-704.0;1035.0;182.0;-943.0;1026.0
?;909.0;-398.0;-493.0;-698.0;-107.0;-813.0;-633.0;1020.0;169.0;-984.0;?
116;890.0;-379.0;-524.0;-702.0;-55.0;-902.0;-451.0;1031.0;194.0;-1008.0;1062.0
116;858.0;-409.0;-564.0;-705.0;9.0;-814.0;-410.0;1020.0;226.0;-1027.0;1019.0
116;796.0;-429.0;-529.0;-699.0;88.0;-797.0;-226.0;1022.0;263.0;-1018.0;931.0
116;735.0;-409.0;-559.0;-685.0;166.0;-738.0;-74.0;1018.0;255.0;-1069.0;811.0
116;703.0;-476.0;-553.0;-669.0;241.0;-624.0;46.0;1029.0;308.0;-1145.0;677.0
116;653.0;-568.0;-526.0;-636.0;317.0;-564.0;?;1033.0;277.0;-1137.0;492.0
116;656.0;-767.0;-562.0;-593.0;390.0;-674.0;328.0;1027.0;316.0;-1045.0;400.0
116;709.0;-1093.0;-686.0;-533.0;462.0;-709.0;385.0;1034.0;365.0;-961.0;306.0
116;774.0;-1112.0;-755.0;-476.0;520.0;-597.0;308.0;1022.0;359.0;-867.0;193.0
116;790.0;-1121.0;-1140.0;?;566.0;-987.0;1369.0;1027.0;387.0;-719.0;-68.0
116;824.0;-957.0;?;-371.0;609.0;-1475.0;1458.0;1018.0;497.0;-715.0;111.0
116;830.0;-856.0;-1369.0;-311.0;644.0;-1290.0;303.0;1019.0;628.0;-636.0;?
116;816.0;-737.0;-1343.0;-254.0;675.0;-1406.0;289.0;1036.0;?;-486.0;518.0
116;762.0;-672.0;-1206.0;-209.0;691.0;-1131.0;2.0;1034.0;1270.0;-501.0;689.0
116;690.0;-682.0;-1030.0;-175.0;701.0;-1029.0;144.0;1021.0;1225.0;-890.0;548.0
116;639.0;-756.0;-914.0;-147.0;707.0;-973.0;108.0;1021.0;1277.0;-930.0;514.0
116;642.0;-870.0;-836.0;-131.0;709.0;-836.0;79.0;1021.0;1128.0;-944.0;459.0
116;760.0;-978.0;-889.0;-141.0;703.0;-892.0;140.0;1012.0;965.0;-855.0;332.0
116;855.0;-971.0;-1006.0;-150.0;703.0;-1034.0;344.0;1041.0;810.0;-754.0;342.0
116;923.0;-934.0;-1161.0;-155.0;708.0;-1104.0;520.0;1029.0;704.0;-730.0;321.0
116;922.0;-828.0;-1256.0;-168.0;707.0;-1174.0;852.0;1032.0;737.0;-590.0;305.0
116;947.0;-777.0;-1277.0;-184.0;704.0;-1157.0;?;1044.0;845.0;-544.0;288.0
116;644.0;-2.0;45.0;?;-191.0;?;-610.0;1036.0;356.0;-712.0;529.0
116;697.0;-87.0;93.0;-707.0;-174.0;238.0;-394.0;1048.0;157.0;-647.0;512.0
116;762.0;-224.0;?;-715.0;-146.0;619.0;-483.0;1013.0;-24.0;-482.0;357.0
116;677.0;246.0;269.0;-717.0;-101.0;784.0;-411.0;1028.0;-151.0;-414.0;261.0
116;?;567.0;?;-726.0;-40.0;1066.0;112.0;1032.0;-226.0;-448.0;329.0
116;1005.0;962.0;652.0;-734.0;22.0;1616.0;102.0;1002.0;-281.0;-406.0;?
116;970.0;1097.0;968.0;?;108.0;2014.0;398.0;1041.0;-330.0;-341.0;638.0
116;771.0;1489.0;1386.0;-697.0;200.0;2099.0;631.0;1004.0;?;-367.0;666.0
116;838.0;1447.0;1562.0;-603.0;305.0;2011.0;756.0;1041.0;?;-649.0;?
116;596.0;1384.0;1710.0;-481.0;386.0;2261.0;636.0;?;-823.0;-976.0;1039.0
116;546.0;?;1770.0;-343.0;445.0;2193.0;780.0;993.0;-1204.0;-1087.0;764.0
116;507.0;?;?;-147.0;504.0;?;852.0;1033.0;-1507.0;-1188.0;717.0
116;579.0;1115.0;1316.0;60.0;549.0;1227.0;669.0;1026.0;-1691.0;-1314.0;895.0
116;554.0;1043.0;971.0;287.0;575.0;1044.0;510.0;1038.0;-1824.0;-1287.0;867.0
116;568.0;986.0;932.0;448.0;594.0;1144.0;203.0;1036.0;-1627.0;-989.0;889.0
116;548.0;929.0;853.0;551.0;610.0;1275.0;-141.0;1026.0;-1409.0;-1028.0;794.0
116;502.0;919.0;812.0;613.0;?;1246.0;-211.0;1042.0;-1098.0;-1076.0;711.0
116;469.0;973.0;765.0;636.0;634.0;1135.0;-150.0;1022.0;-991.0;-888.0;680.0
?;440.0;1081.0;748.0;621.0;636.0;1101.0;-75.0;1038.0;-975.0;-779.0;629.0
117;371.0;1120.0;791.0;613.0;637.0;1128.0;51.0;1032.0;-955.0;?;608.0
118;322.0;1070.0;893.0;624.0;647.0;1191.0;154.0;1049.0;-897.0;-612.0;588.0
118;303.0;1067.0;1006.0;610.0;644.0;1187.0;212.0;1041.0;-871.0;-595.0;592.0
116;281.0;1019.0;1025.0;596.0;641.0;1128.0;223.0;1020.0;-860.0;-659.0;530.0
115;321.0;982.0;1025.0;564.0;629.0;1114.0;198.0;1024.0;-939.0;-610.0;460.0
114;308.0;997.0;1001.0;550.0;622.0;1135.0;164.0;1039.0;-1062.0;-534.0;441.0
113;303.0;967.0;965.0;550.0;627.0;1112.0;148.0;1018.0;-1099.0;-441.0;412.0
113;314.0;956.0;?;529.0;621.0;1143.0;71.0;1038.0;-1073.0;-340.0;349.0
111;339.0;889.0;?;504.0;614.0;1112.0;88.0;?;-1054.0;-281.0;285.0
110;367.0;875.0;935.0;454.0;599.0;1044.0;101.0;1035.0;-1042.0;-249.0;259.0
108;383.0;892.0;908.0;419.0;594.0;983.0;?;1038.0;-1038.0;-250.0;258.0
108;370.0;861.0;848.0;393.0;592.0;936.0;167.0;1050.0;-1035.0;-254.0;222.0
108;385.0;868.0;814.0;357.0;582.0;942.0;95.0;1037.0;-1029.0;-240.0;248.0
107;405.0;900.0;820.0;323.0;575.0;936.0;63.0;1036.0;-995.0;-222.0;304.0
107;?;872.0;829.0;291.0;564.0;940.0;45.0;979.0;-954.0;-211.0;296.0
107;454.0;914.0;813.0;271.0;556.0;945.0;56.0;1049.0;-939.0;-230.0;309.0
107;450.0;923.0;816.0;259.0;552.0;942.0;38.0;989.0;-930.0;-248.0;346.0
106;413.0;957.0;797.0;257.0;549.0;1017.0;1.0;1130.0;-916.0;-241.0;380.0
106;397.0;962.0;855.0;259.0;?;1080.0;-10.0;786.0;-925.0;-243.0;471.0
105;417.0;990.0;896.0;279.0;552.0;1101.0;1.0;1337.0;-936.0;-272.0;479.0
105;395.0;1001.0;899.0;299.0;554.0;1093.0;44.0;1054.0;-923.0;?;488.0
106;381.0;1019.0;908.0;318.0;554.0;?;62.0;1102.0;-956.0;-380.0;471.0
106;?;1007.0;921.0;349.0;554.0;1078.0;58.0;977.0;-982.0;-421.0;505.0
106;372.0;1011.0;914.0;381.0;558.0;1069.0;36.0;961.0;-985.0;-411.0;568.0
106;388.0;1005.0;891.0;421.0;563.0;?;30.0;945.0;-976.0;-379.0;556.0
106;378.0;980.0;871.0;447.0;?;1051.0;34.0;?;-996.0;-399.0;505.0
105;?;963.0;879.0;466.0;574.0;1016.0;68.0;940.0;-988.0;-457.0;495.0
104;344.0;914.0;854.0;484.0;580.0;1005.0;93.0;926.0;-973.0;-451.0;501.0
103;315.0;885.0;847.0;500.0;585.0;1000.0;108.0;920.0;-961.0;-397.0;454.0
103;326.0;863.0;842.0;?;589.0;?;-1.0;1076.0;-962.0;?;371.0
103;415.0;841.0;793.0;512.0;596.0;901.0;133.0;940.0;-957.0;-413.0;231.0
103;228.0;627.0;787.0;519.0;600.0;803.0;159.0;1027.0;-936.0;-404.0;422.0
102;524.0;907.0;747.0;521.0;?;775.0;113.0;1065.0;-927.0;-382.0;408.0
103;414.0;1429.0;626.0;517.0;603.0;?;108.0;?;-894.0;-315.0;396.0
100;422.0;1252.0;585.0;505.0;601.0;1186.0;172.0;982.0;-850.0;-361.0;306.0
98;272.0;905.0;1184.0;495.0;600.0;1538.0;51.0;1021.0;-853.0;-393.0;375.0
99;359.0;835.0;1289.0;490.0;598.0;1135.0;234.0;995.0;-779.0;-337.0;435.0
100;404.0;815.0;947.0;477.0;596.0;770.0;382.0;963.0;-586.0;-304.0;337.0
100;473.0;903.0;779.0;460.0;592.0;824.0;191.0;967.0;-1006.0;-251.0;301.0
100;539.0;956.0;827.0;448.0;575.0;1007.0;-97.0;936.0;-1507.0;-410.0;527.0
100;459.0;940.0;810.0;437.0;561.0;1261.0;-293.0;948.0;-1162.0;-312.0;670.0
100;424.0;906.0;900.0;416.0;544.0;1258.0;-275.0;970.0;-798.0;-255.0;516.0
100;430.0;908.0;868.0;379.0;527.0;1116.0;-216.0;987.0;-842.0;-338.0;450.0
100;440.0;945.0;820.0;338.0;522.0;1016.0;-54.0;993.0;-913.0;-620.0;512.0
100;422.0;958.0;821.0;293.0;517.0;978.0;-9.0;998.0;-974.0;-524.0;457.0
100;387.0;952.0;839.0;264.0;510.0;1010.0;18.0;970.0;-1047.0;-269.0;472.0
100;375.0;929.0;868.0;248.0;506.0;1057.0;16.0;1003.0;-959.0;-297.0;483.0
100;?;893.0;877.0;242.0;499.0;1029.0;60.0;882.0;-927.0;-387.0;456.0
100;407.0;917.0;863.0;241.0;494.0;1010.0;97.0;898.0;-936.0;-415.0;402.0
100;?;942.0;834.0;250.0;494.0;953.0;139.0;832.0;-971.0;-371.0;396.0
?;398.0;943.0;833.0;264.0;494.0;958.0;?;911.0;-980.0;-303.0;349.0
100;408.0;952.0;841.0;275.0;?;1016.0;152.0;664.0;-964.0;-299.0;389.0
100;417.0;964.0;855.0;292.0;504.0;980.0;153.0;1909.0;-941.0;-330.0;387.0
100;418.0;1006.0;851.0;311.0;514.0;951.0;176.0;1230.0;-917.0;-353.0;389.0
101;413.0;1023.0;?;340.0;517.0;990.0;178.0;761.0;-926.0;-362.0;393.0
101;396.0;950.0;875.0;359.0;527.0;1050.0;159.0;1330.0;-944.0;-358.0;409.0
101;400.0;930.0;911.0;378.0;532.0;1028.0;166.0;663.0;-943.0;?;437.0
102;?;933.0;875.0;399.0;541.0;943.0;150.0;968.0;-935.0;-374.0;417.0
102;411.0;918.0;839.0;419.0;546.0;?;?;1039.0;-953.0;-382.0;421.0
102;383.0;956.0;840.0;436.0;551.0;981.0;60.0;1141.0;-997.0;-376.0;432.0
102;359.0;936.0;831.0;450.0;557.0;993.0;27.0;938.0;-996.0;-392.0;452.0
103;366.0;935.0;830.0;457.0;559.0;996.0;13.0;1018.0;-929.0;-411.0;453.0
?;367.0;?;839.0;461.0;563.0;958.0;41.0;982.0;-914.0;?;463.0
103;378.0;?;823.0;460.0;566.0;1005.0;13.0;1000.0;?;-424.0;439.0
104;370.0;948.0;848.0;456.0;566.0;955.0;52.0;987.0;-908.0;-405.0;424.0
104;378.0;977.0;828.0;450.0;567.0;983.0;72.0;1000.0;-918.0;-376.0;420.0
103;?;990.0;845.0;448.0;567.0;?;51.0;1020.0;-911.0;-367.0;399.0
103;349.0;1000.0;869.0;441.0;567.0;1056.0;31.0;1011.0;-917.0;-347.0;391.0
103;339.0;1000.0;906.0;433.0;565.0;1059.0;81.0;1033.0;?;-336.0;?
103;345.0;986.0;920.0;420.0;562.0;1018.0;149.0;1037.0;?;-330.0;369.0
103;380.0;958.0;915.0;413.0;562.0;995.0;161.0;1009.0;-960.0;-323.0;367.0
103;365.0;948.0;892.0;?;560.0;994.0;127.0;1030.0;?;-326.0;?
104;376.0;926.0;876.0;404.0;556.0;986.0;73.0;1088.0;-1004.0;-300.0;375.0
104;409.0;927.0;880.0;400.0;554.0;1007.0;21.0;1098.0;-991.0;-286.0;386.0
104;412.0;932.0;853.0;397.0;550.0;1012.0;20.0;1038.0;-975.0;-297.0;412.0
104;410.0;936.0;849.0;389.0;548.0;1007.0;25.0;1031.0;-961.0;-310.0;406.0
104;391.0;948.0;831.0;386.0;547.0;1022.0;29.0;995.0;-961.0;-310.0;394.0
?;376.0;960.0;858.0;380.0;548.0;989.0;51.0;989.0;-964.0;-312.0;424.0
?;379.0;979.0;868.0;378.0;550.0;1008.0;50.0;1007.0;-953.0;-313.0;422.0
103;386.0;956.0;868.0;380.0;549.0;1009.0;58.0;971.0;-949.0;-331.0;?
103;381.0;949.0;879.0;385.0;?;1005.0;79.0;957.0;-959.0;-355.0;436.0
103;395.0;883.0;870.0;389.0;550.0;988.0;91.0;958.0;-953.0;-360.0;?
103;?;779.0;871.0;397.0;?;940.0;81.0;886.0;-950.0;-355.0;463.0
103;349.0;658.0;812.0;407.0;555.0;895.0;72.0;941.0;-952.0;?;413.0
103;561.0;1385.0;792.0;414.0;554.0;674.0;78.0;982.0;-949.0;-369.0;449.0
103;?;1150.0;499.0;421.0;557.0;984.0;83.0;1003.0;-948.0;-361.0;344.0
106;334.0;877.0;1048.0;424.0;558.0;1524.0;?;1024.0;-920.0;-357.0;273.0
107;364.0;790.0;1271.0;428.0;559.0;930.0;280.0;1039.0;-872.0;-346.0;497.0
107;368.0;898.0;759.0;427.0;561.0;741.0;324.0;996.0;-710.0;-365.0;408.0
107;433.0;1042.0;737.0;421.0;565.0;773.0;203.0;987.0;-722.0;-280.0;356.0
107;441.0;1067.0;760.0;424.0;564.0;1064.0;-7.0;1002.0;-1475.0;-372.0;560.0
107;400.0;896.0;932.0;428.0;558.0;1359.0;-203.0;1000.0;-1111.0;-457.0;633.0
107;447.0;810.0;1034.0;425.0;552.0;1262.0;?;996.0;-723.0;-376.0;548.0
107;475.0;836.0;904.0;411.0;543.0;1011.0;-94.0;985.0;-757.0;-376.0;463.0
107;471.0;879.0;?;386.0;539.0;934.0;-21.0;976.0;-905.0;-471.0;484.0
107;425.0;911.0;775.0;359.0;538.0;972.0;-52.0;993.0;-1098.0;-370.0;495.0
107;391.0;922.0;776.0;335.0;536.0;1033.0;-74.0;961.0;-1068.0;-283.0;494.0
107;404.0;924.0;813.0;314.0;534.0;1026.0;5.0;939.0;-905.0;-341.0;415.0
107;409.0;924.0;848.0;297.0;534.0;986.0;81.0;962.0;-862.0;?;396.0
107;398.0;905.0;858.0;286.0;531.0;962.0;100.0;951.0;-898.0;-388.0;?
107;398.0;907.0;856.0;285.0;529.0;1005.0;77.0;951.0;-934.0;-359.0;458.0
107;421.0;935.0;842.0;287.0;530.0;974.0;?;995.0;-948.0;-331.0;427.0
107;419.0;929.0;867.0;297.0;531.0;992.0;64.0;558.0;-943.0;-334.0;?
107;407.0;926.0;839.0;310.0;534.0;996.0;91.0;1366.0;-941.0;-342.0;434.0
107;452.0;934.0;848.0;332.0;534.0;993.0;98.0;1511.0;-935.0;-335.0;426.0
107;428.0;968.0;853.0;351.0;535.0;985.0;93.0;731.0;-937.0;-319.0;425.0
?;425.0;962.0;848.0;363.0;?;989.0;111.0;1361.0;?;-345.0;391.0
106;413.0;894.0;848.0;381.0;544.0;1004.0;144.0;739.0;-938.0;-364.0;431.0
105;423.0;867.0;868.0;398.0;?;954.0;171.0;1242.0;-936.0;-371.0;415.0
105;428.0;908.0;821.0;416.0;557.0;915.0;125.0;929.0;-933.0;-372.0;414.0
105;420.0;920.0;811.0;431.0;563.0;943.0;87.0;1043.0;-949.0;-378.0;404.0
105;411.0;923.0;791.0;441.0;565.0;958.0;63.0;1002.0;-962.0;-379.0;427.0
105;386.0;958.0;808.0;452.0;572.0;950.0;78.0;998.0;-935.0;-405.0;432.0
105;336.0;978.0;820.0;463.0;575.0;958.0;91.0;964.0;-878.0;?;439.0
105;337.0;999.0;825.0;471.0;580.0;998.0;61.0;1030.0;-886.0;-401.0;455.0
105;379.0;1010.0;847.0;476.0;583.0;1014.0;97.0;1031.0;-899.0;-407.0;449.0
106;349.0;1018.0;867.0;479.0;586.0;1011.0;142.0;1021.0;-902.0;-399.0;435.0
106;358.0;999.0;908.0;483.0;588.0;1058.0;148.0;1008.0;-911.0;-405.0;413.0
107;353.0;1012.0;922.0;482.0;585.0;1035.0;154.0;999.0;-914.0;?;392.0
107;?;1001.0;906.0;480.0;583.0;1043.0;119.0;1062.0;-934.0;-359.0;380.0
107;368.0;?;932.0;474.0;580.0;1048.0;128.0;1035.0;-967.0;-337.0;393.0
107;361.0;971.0;911.0;469.0;579.0;1030.0;58.0;1056.0;-1000.0;-348.0;399.0
?;354.0;975.0;903.0;458.0;574.0;1040.0;40.0;1026.0;-996.0;-353.0;423.0
107;342.0;978.0;905.0;?;572.0;1048.0;2.0;1051.0;-992.0;-325.0;414.0
107;319.0;992.0;905.0;?;568.0;1057.0;?;1065.0;-1004.0;-315.0;424.0
107;339.0;976.0;896.0;?;564.0;1038.0;39.0;1058.0;-994.0;-323.0;404.0
107;349.0;934.0;904.0;407.0;564.0;1035.0;54.0;1014.0;-984.0;-328.0;403.0
107;376.0;954.0;885.0;396.0;561.0;1012.0;79.0;1017.0;-991.0;-310.0;381.0
106;372.0;962.0;884.0;386.0;559.0;995.0;89.0;1029.0;-989.0;-290.0;359.0
106;351.0;978.0;876.0;376.0;555.0;1006.0;92.0;995.0;-986.0;-277.0;333.0
106;349.0;972.0;875.0;373.0;555.0;999.0;61.0;973.0;-996.0;-283.0;373.0
105;330.0;962.0;886.0;371.0;556.0;1033.0;60.0;972.0;?;-285.0;396.0
104;332.0;930.0;?;372.0;557.0;1030.0;52.0;982.0;-959.0;-281.0;?
103;311.0;885.0;892.0;375.0;558.0;1006.0;73.0;1010.0;-963.0;-295.0;420.0
103;326.0;741.0;874.0;382.0;559.0;987.0;56.0;992.0;-970.0;-315.0;428.0
102;442.0;1006.0;813.0;392.0;562.0;801.0;87.0;1010.0;-983.0;-309.0;389.0
102;400.0;1244.0;689.0;?;564.0;867.0;77.0;986.0;-976.0;-307.0;419.0
103;405.0;854.0;759.0;408.0;563.0;1339.0;134.0;994.0;-957.0;?;230.0
98;?;864.0;1184.0;412.0;563.0;1034.0;269.0;982.0;-911.0;-307.0;374.0
96;407.0;?;879.0;415.0;568.0;786.0;319.0;968.0;-847.0;-316.0;348.0
?;396.0;880.0;754.0;416.0;571.0;764.0;302.0;?;-688.0;-327.0;314.0
97;461.0;981.0;773.0;416.0;573.0;875.0;68.0;993.0;-1274.0;-268.0;494.0
97;374.0;?;797.0;421.0;571.0;1115.0;-105.0;983.0;-1123.0;-385.0;701.0
97;408.0;932.0;868.0;421.0;566.0;1339.0;-240.0;987.0;-799.0;-336.0;496.0
97;394.0;881.0;989.0;413.0;563.0;1197.0;-194.0;986.0;-829.0;-394.0;500.0
97;411.0;866.0;888.0;396.0;556.0;1018.0;-33.0;972.0;?;-550.0;515.0
97;410.0;902.0;799.0;377.0;553.0;958.0;29.0;964.0;-894.0;-443.0;500.0
97;388.0;933.0;810.0;354.0;550.0;996.0;-16.0;952.0;-1030.0;-296.0;507.0
97;378.0;932.0;852.0;335.0;547.0;1054.0;-20.0;1009.0;-1046.0;-331.0;448.0
97;368.0;913.0;888.0;312.0;543.0;1013.0;53.0;978.0;-923.0;-364.0;364.0
97;371.0;912.0;874.0;295.0;540.0;981.0;74.0;913.0;-893.0;-341.0;351.0
97;376.0;919.0;856.0;284.0;540.0;961.0;100.0;920.0;?;-306.0;375.0
97;355.0;931.0;838.0;276.0;538.0;964.0;90.0;928.0;-972.0;-283.0;384.0
97;383.0;942.0;849.0;277.0;539.0;988.0;59.0;944.0;-981.0;-284.0;399.0
97;400.0;961.0;832.0;281.0;536.0;1000.0;53.0;628.0;-963.0;-293.0;397.0
97;417.0;946.0;846.0;291.0;535.0;1013.0;80.0;?;-941.0;-302.0;393.0
97;398.0;?;868.0;300.0;535.0;1010.0;99.0;1108.0;-936.0;-291.0;414.0
97;401.0;927.0;877.0;?;537.0;993.0;121.0;789.0;-934.0;-290.0;?
97;433.0;938.0;865.0;325.0;541.0;969.0;139.0;1341.0;-935.0;?;404.0
97;446.0;958.0;849.0;345.0;545.0;983.0;85.0;799.0;-949.0;-331.0;400.0
98;425.0;955.0;860.0;363.0;548.0;1004.0;108.0;1138.0;-960.0;-333.0;386.0
99;390.0;936.0;873.0;376.0;551.0;1016.0;?;997.0;-946.0;-338.0;428.0
99;397.0;923.0;882.0;392.0;556.0;985.0;91.0;1022.0;-925.0;-350.0;455.0
99;417.0;962.0;836.0;?;560.0;968.0;91.0;1014.0;-939.0;-369.0;432.0
101;417.0;951.0;826.0;423.0;569.0;982.0;90.0;925.0;-960.0;?;452.0
101;414.0;943.0;?;?;574.0;995.0;92.0;1002.0;-986.0;-391.0;452.0
102;384.0;944.0;828.0;?;577.0;986.0;85.0;999.0;-946.0;-391.0;448.0
102;362.0;952.0;844.0;459.0;579.0;1001.0;70.0;1016.0;-912.0;-396.0;?
103;352.0;956.0;842.0;465.0;583.0;1004.0;91.0;1011.0;-921.0;-411.0;484.0
104;369.0;993.0;851.0;471.0;586.0;985.0;103.0;996.0;-931.0;-403.0;435.0
104;330.0;993.0;883.0;474.0;587.0;987.0;103.0;1019.0;-927.0;-388.0;429.0
105;324.0;995.0;895.0;477.0;589.0;1028.0;119.0;977.0;-933.0;?;443.0
106;329.0;998.0;905.0;479.0;587.0;1039.0;74.0;1026.0;-929.0;-403.0;424.0
107;336.0;1007.0;913.0;475.0;586.0;?;76.0;1085.0;-931.0;-369.0;?
107;329.0;1001.0;906.0;466.0;582.0;1039.0;107.0;1056.0;-947.0;?;411.0
?;309.0;1013.0;927.0;457.0;577.0;1079.0;71.0;1017.0;-976.0;-360.0;411.0
107;?;1006.0;917.0;451.0;577.0;1056.0;100.0;983.0;-983.0;-346.0;423.0
107;300.0;989.0;922.0;437.0;573.0;1073.0;81.0;1037.0;-977.0;-329.0;365.0
106;329.0;991.0;943.0;426.0;569.0;1053.0;112.0;1059.0;-990.0;-317.0;356.0
106;320.0;971.0;944.0;409.0;562.0;1042.0;109.0;1038.0;-1014.0;-299.0;334.0
106;330.0;959.0;924.0;397.0;557.0;1011.0;110.0;973.0;-1002.0;-269.0;343.0
106;347.0;934.0;895.0;386.0;556.0;1024.0;64.0;1021.0;-1004.0;?;333.0
106;386.0;939.0;896.0;373.0;551.0;1027.0;33.0;1021.0;-1016.0;-245.0;332.0
