InertialMeasurementUnit LUA gyroY;Accelerometer LUA_ accX;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit LLA accZ;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit R-SHOE Compass;Accelerometer RKN^ accZ;Accelerometer BACK accX
-71.0;10.0;-138.0;-174.0;294.0;30.0;331.0;16;199.0;74;-7;151.0;163.0
-26.0;2.0;-135.0;-176.0;290.0;32.0;298.0;16;176.0;74;-7;179.0;163.0
-98.0;23.0;-135.0;-262.0;117.0;-4.0;363.0;108;225.0;158;-3;661.0;213.0
13.0;38.0;-130.0;-170.0;280.0;15.0;312.0;16;171.0;74;-8;184.0;146.0
151.0;-2.0;-63.0;-577.0;-24.0;-22.0;287.0;36;174.0;30;-11;316.0;-92.0
38.0;37.0;-157.0;-266.0;113.0;9.0;336.0;109;231.0;158;-3;430.0;200.0
50.0;20.0;-154.0;-167.0;277.0;-3.0;330.0;16;156.0;74;-8;198.0;149.0
119.0;-56.0;-217.0;-78.0;72.0;-55.0;224.0;169;256.0;71;-2;101.0;-51.0
30.0;17.0;-149.0;-140.0;289.0;29.0;316.0;16;174.0;74;-8;133.0;139.0
36.0;43.0;-150.0;-136.0;289.0;27.0;346.0;16;175.0;74;-8;159.0;162.0
40.0;11.0;-127.0;-137.0;294.0;7.0;343.0;16;184.0;74;-7;121.0;170.0
-10.0;28.0;-147.0;-142.0;292.0;7.0;282.0;16;180.0;75;-7;159.0;157.0
-8.0;-1.0;-113.0;-141.0;293.0;-7.0;336.0;16;172.0;75;-7;129.0;166.0
-41.0;-6.0;-106.0;-142.0;294.0;2.0;306.0;16;176.0;75;-7;128.0;144.0
-18.0;12.0;-145.0;-145.0;293.0;7.0;297.0;16;177.0;75;-7;97.0;136.0
-173.0;66.0;4.0;-105.0;115.0;-90.0;307.0;104;136.0;159;-3;-27.0;221.0
7.0;-147.0;-36.0;-141.0;267.0;-49.0;299.0;82;172.0;141;-4;-8.0;-19.0
-10.0;-13.0;-103.0;-149.0;291.0;13.0;326.0;16;173.0;75;-7;122.0;171.0
15.0;0.0;-108.0;-147.0;293.0;15.0;322.0;16;175.0;75;-7;112.0;142.0
0.0;0.0;-114.0;-148.0;291.0;11.0;323.0;16;172.0;75;-7;96.0;115.0
-32.0;-3.0;-148.0;-226.0;302.0;35.0;311.0;16;195.0;74;-7;129.0;170.0
-6.0;23.0;-56.0;33.0;318.0;7.0;323.0;14;181.0;75;-7;225.0;67.0
12.0;1.0;-125.0;-142.0;291.0;14.0;332.0;16;178.0;75;-7;132.0;137.0
9.0;1.0;-127.0;-147.0;291.0;14.0;315.0;16;181.0;75;-7;101.0;118.0
37.0;24.0;-135.0;-144.0;290.0;15.0;319.0;16;176.0;75;-7;131.0;154.0
34.0;0.0;-121.0;-146.0;293.0;20.0;329.0;16;179.0;75;-7;112.0;138.0
59.0;7.0;-108.0;-150.0;292.0;20.0;325.0;16;182.0;75;-7;118.0;131.0
215.0;38.0;-251.0;-82.0;538.0;31.0;295.0;-174;210.0;117;-95;102.0;6.0
49.0;40.0;-157.0;-140.0;302.0;16.0;328.0;16;186.0;75;-7;125.0;159.0
67.0;33.0;-154.0;-140.0;302.0;13.0;335.0;16;171.0;75;-7;134.0;182.0
25.0;-11.0;-206.0;-215.0;221.0;-68.0;450.0;141;310.0;88;-6;43.0;250.0
10.0;69.0;-250.0;459.0;33.0;65.0;408.0;113;276.0;62;-7;-27.0;289.0
-330.0;-161.0;-281.0;37.0;243.0;122.0;412.0;24;290.0;36;-16;59.0;333.0
-2.0;15.0;-143.0;-136.0;303.0;20.0;347.0;16;200.0;75;-7;138.0;156.0
-8.0;24.0;-145.0;-133.0;304.0;15.0;347.0;16;194.0;75;-7;152.0;152.0
-114.0;-107.0;-304.0;-154.0;370.0;47.0;521.0;152;343.0;109;3;183.0;371.0
-14.0;26.0;-131.0;-128.0;305.0;30.0;319.0;16;175.0;75;-7;140.0;182.0
24.0;-12.0;-121.0;-142.0;292.0;11.0;332.0;16;179.0;75;-7;132.0;129.0
44.0;22.0;-114.0;-123.0;297.0;49.0;325.0;16;168.0;75;-7;164.0;160.0
9.0;26.0;-141.0;-116.0;302.0;-1.0;307.0;16;177.0;75;-7;148.0;166.0
-3.0;17.0;-124.0;-99.0;308.0;21.0;298.0;16;157.0;75;-7;148.0;200.0
85.0;112.0;-29.0;-114.0;911.0;-66.0;219.0;45;11.0;123;-23;21.0;450.0
-100.0;-6.0;7.0;-82.0;987.0;-57.0;138.0;2;76.0;160;-4;-18.0;285.0
-41.0;-27.0;-133.0;-102.0;302.0;50.0;329.0;16;161.0;75;-7;147.0;192.0
-182.0;112.0;-27.0;-107.0;557.0;8.0;273.0;121;132.0;-1;-6;150.0;138.0
-49.0;9.0;-147.0;-96.0;291.0;60.0;295.0;16;168.0;75;-7;148.0;170.0
-53.0;-9.0;-144.0;-94.0;287.0;64.0;306.0;16;172.0;75;-7;150.0;182.0
-35.0;25.0;-122.0;-94.0;285.0;61.0;322.0;16;182.0;75;-7;171.0;165.0
-89.0;25.0;-128.0;-101.0;283.0;33.0;300.0;16;155.0;75;-7;179.0;187.0
-64.0;-3.0;-100.0;-105.0;279.0;31.0;324.0;16;153.0;75;-7;177.0;165.0
-101.0;31.0;-87.0;-106.0;277.0;45.0;321.0;16;164.0;75;-7;179.0;197.0
-151.0;281.0;-115.0;39.0;311.0;-21.0;299.0;15;165.0;75;-7;238.0;321.0
19.0;26.0;-135.0;-108.0;294.0;12.0;336.0;16;139.0;75;-7;185.0;183.0
12.0;30.0;-406.0;85.0;691.0;-66.0;437.0;85;630.0;7;-83;491.0;482.0
-31.0;145.0;-287.0;-231.0;541.0;46.0;391.0;152;221.0;64;-14;874.0;347.0
8.0;-62.0;52.0;3.0;530.0;-268.0;464.0;131;103.0;156;16;253.0;345.0
-45.0;16.0;-149.0;-224.0;303.0;39.0;331.0;16;192.0;74;-7;119.0;183.0
-68.0;-10.0;-136.0;-259.0;307.0;-17.0;343.0;16;195.0;74;-7;144.0;134.0
-36.0;29.0;-152.0;-220.0;300.0;33.0;352.0;16;184.0;74;-7;132.0;160.0
-38.0;7.0;-144.0;21.0;289.0;21.0;386.0;15;227.0;75;-7;-221.0;168.0
-436.0;121.0;-262.0;-109.0;891.0;86.0;504.0;46;429.0;-15;-71;248.0;399.0
-680.0;43.0;-322.0;51.0;389.0;56.0;332.0;41;507.0;-46;18;269.0;343.0
28.0;35.0;-142.0;-221.0;300.0;11.0;337.0;16;184.0;74;-7;118.0;179.0
-211.0;-4.0;-151.0;77.0;326.0;-29.0;324.0;14;146.0;74;-8;200.0;204.0
-35.0;368.0;-90.0;310.0;360.0;-56.0;369.0;-85;224.0;47;-18;172.0;168.0
-105.0;32.0;-118.0;51.0;314.0;-10.0;311.0;14;172.0;74;-7;149.0;129.0
37.0;12.0;-143.0;-224.0;301.0;13.0;340.0;16;191.0;74;-7;137.0;191.0
53.0;55.0;-150.0;-219.0;302.0;12.0;320.0;16;186.0;74;-7;139.0;154.0
30.0;20.0;-162.0;-215.0;302.0;10.0;328.0;16;193.0;74;-7;134.0;159.0
-26.0;-29.0;-112.0;-157.0;278.0;18.0;311.0;16;177.0;75;-7;144.0;203.0
13.0;-20.0;-112.0;-44.0;275.0;15.0;333.0;16;174.0;75;-7;119.0;205.0
-64.0;-11.0;-139.0;10.0;271.0;16.0;305.0;16;177.0;75;-7;162.0;130.0
-26.0;19.0;-128.0;25.0;272.0;36.0;304.0;16;177.0;75;-7;191.0;136.0
266.0;2.0;-168.0;-28.0;269.0;102.0;446.0;16;222.0;74;-7;445.0;174.0
-120.0;-65.0;-1.0;190.0;414.0;136.0;408.0;-145;63.0;81;79;46.0;262.0
8.0;47.0;-207.0;94.0;281.0;87.0;428.0;15;166.0;75;-7;263.0;225.0
115.0;6.0;-130.0;15.0;278.0;17.0;311.0;16;184.0;75;-7;141.0;146.0
325.0;48.0;-135.0;18.0;257.0;-35.0;304.0;16;194.0;75;-7;176.0;147.0
13.0;-16.0;33.0;180.0;-28.0;-139.0;340.0;81;169.0;35;-10;139.0;228.0
-432.0;-325.0;-114.0;220.0;171.0;-493.0;434.0;-3;234.0;153;-12;63.0;347.0
-293.0;-400.0;-175.0;-632.0;859.0;-530.0;312.0;17;228.0;1;-31;95.0;268.0
-153.0;-21.0;-78.0;-470.0;172.0;-57.0;359.0;82;171.0;46;-11;386.0;-90.0
16.0;41.0;-134.0;331.0;-492.0;8.0;332.0;58;175.0;137;-4;427.0;162.0
-162.0;42.0;-76.0;756.0;-286.0;-108.0;353.0;32;68.0;-11;-12;91.0;160.0
3.0;54.0;-207.0;479.0;-465.0;61.0;384.0;101;226.0;92;-10;-55.0;214.0
45.0;44.0;-148.0;-212.0;301.0;23.0;344.0;16;197.0;74;-7;132.0;165.0
53.0;39.0;-151.0;-214.0;300.0;24.0;343.0;16;188.0;74;-7;136.0;156.0
34.0;7.0;-151.0;-221.0;298.0;39.0;327.0;16;195.0;74;-7;158.0;145.0
222.0;-26.0;-183.0;299.0;37.0;28.0;349.0;112;292.0;14;-5;-37.0;132.0
-5.0;26.0;-160.0;-207.0;294.0;15.0;314.0;16;158.0;74;-7;139.0;128.0
-24.0;-373.0;-166.0;447.0;-289.0;-233.0;335.0;139;210.0;81;-5;-44.0;165.0
54.0;-14.0;-159.0;-206.0;296.0;4.0;344.0;16;170.0;74;-7;112.0;135.0
14.0;253.0;-114.0;158.0;556.0;414.0;596.0;-17;425.0;28;-135;-70.0;190.0
7.0;29.0;-139.0;-225.0;295.0;34.0;352.0;16;194.0;74;-7;142.0;161.0
24.0;-13.0;-105.0;11.0;305.0;-16.0;287.0;18;209.0;74;-7;189.0;64.0
175.0;10.0;-27.0;35.0;294.0;2.0;315.0;15;183.0;74;-7;155.0;18.0
-5.0;20.0;-149.0;-227.0;296.0;20.0;334.0;16;187.0;74;-7;132.0;156.0
13.0;8.0;-148.0;-227.0;296.0;13.0;329.0;16;185.0;74;-7;116.0;170.0
-61.0;39.0;-150.0;24.0;770.0;24.0;394.0;37;301.0;-15;-70;379.0;186.0
76.0;31.0;-126.0;18.0;767.0;43.0;382.0;36;288.0;-15;-70;466.0;153.0
-283.0;5.0;-50.0;-19.0;291.0;16.0;329.0;17;230.0;74;-8;312.0;42.0
-255.0;207.0;-133.0;-139.0;1029.0;-35.0;495.0;72;392.0;47;0;791.0;215.0
13.0;32.0;-143.0;-227.0;295.0;14.0;341.0;16;187.0;74;-7;115.0;182.0
4.0;41.0;-153.0;-223.0;296.0;24.0;317.0;16;183.0;74;-7;134.0;177.0
285.0;-99.0;-328.0;-219.0;376.0;51.0;491.0;151;393.0;125;2;255.0;336.0
-64.0;-275.0;-225.0;-394.0;700.0;-404.0;384.0;6;308.0;49;-14;260.0;289.0
104.0;-10.0;-148.0;-212.0;301.0;9.0;316.0;16;200.0;74;-7;137.0;180.0
1.0;-15.0;-137.0;-213.0;301.0;21.0;332.0;16;178.0;74;-7;101.0;164.0
21.0;17.0;-160.0;-225.0;297.0;31.0;331.0;16;185.0;74;-7;111.0;181.0
5.0;35.0;-158.0;-224.0;296.0;31.0;334.0;16;195.0;74;-7;117.0;153.0
-8.0;33.0;-147.0;-213.0;305.0;18.0;344.0;16;188.0;74;-7;148.0;145.0
7.0;9.0;-151.0;-216.0;305.0;11.0;339.0;16;198.0;74;-7;136.0;155.0
13.0;25.0;-133.0;-222.0;304.0;12.0;353.0;16;189.0;74;-7;115.0;146.0
-13.0;20.0;-139.0;-225.0;306.0;11.0;338.0;16;194.0;74;-7;139.0;154.0
4.0;19.0;-131.0;-233.0;301.0;17.0;331.0;16;202.0;74;-7;126.0;160.0
20.0;29.0;-141.0;-232.0;300.0;18.0;319.0;16;202.0;74;-7;128.0;174.0
-1.0;20.0;-159.0;-226.0;298.0;26.0;351.0;16;192.0;74;-7;124.0;182.0
-9.0;37.0;-166.0;-248.0;311.0;30.0;333.0;16;197.0;74;-7;140.0;141.0
-22.0;40.0;-143.0;-233.0;298.0;26.0;334.0;16;184.0;74;-7;139.0;164.0
-9.0;19.0;-157.0;-230.0;298.0;20.0;340.0;16;178.0;74;-7;120.0;174.0
40.0;23.0;-152.0;-232.0;301.0;30.0;330.0;16;193.0;74;-7;129.0;182.0
28.0;24.0;-157.0;-235.0;300.0;29.0;334.0;16;188.0;74;-7;122.0;173.0
20.0;1.0;-149.0;-232.0;300.0;22.0;345.0;16;186.0;74;-7;132.0;168.0
29.0;30.0;-149.0;-232.0;300.0;18.0;340.0;16;184.0;74;-7;117.0;168.0
-14.0;35.0;-150.0;-233.0;301.0;18.0;316.0;16;193.0;74;-7;133.0;161.0
-18.0;14.0;-128.0;-306.0;281.0;18.0;321.0;16;173.0;74;-7;152.0;136.0
-50.0;319.0;-142.0;73.0;275.0;272.0;343.0;16;-195.0;75;-7;157.0;231.0
21.0;18.0;-147.0;-242.0;298.0;12.0;310.0;16;183.0;74;-7;123.0;162.0
317.0;173.0;-160.0;-190.0;950.0;13.0;590.0;-66;327.0;129;-3;-602.0;128.0
11.0;38.0;-157.0;-235.0;302.0;28.0;305.0;16;189.0;74;-7;149.0;141.0
-7.0;28.0;-155.0;-229.0;299.0;34.0;341.0;16;187.0;74;-8;99.0;173.0
45.0;10.0;-143.0;-242.0;297.0;0.0;333.0;16;169.0;74;-7;125.0;144.0
-6.0;9.0;-154.0;-235.0;295.0;32.0;329.0;16;173.0;74;-7;129.0;167.0
219.0;-511.0;-276.0;-522.0;584.0;-538.0;428.0;170;195.0;-59;-7;123.0;155.0
2.0;40.0;-153.0;-210.0;301.0;24.0;322.0;16;179.0;74;-7;108.0;145.0
-219.0;-5.0;-105.0;-414.0;108.0;-24.0;276.0;18;163.0;30;-11;341.0;130.0
18.0;14.0;-119.0;-227.0;290.0;1.0;325.0;16;187.0;74;-7;120.0;115.0
161.0;-39.0;-297.0;-325.0;269.0;-14.0;271.0;73;269.0;-167;-5;-147.0;-107.0
1018.0;38.0;-50.0;-414.0;956.0;-76.0;406.0;-94;253.0;99;-64;-169.0;9.0
-82.0;19.0;-101.0;-181.0;304.0;22.0;342.0;16;184.0;74;-7;108.0;112.0
-40.0;58.0;-92.0;-52.0;269.0;-19.0;313.0;17;191.0;73;-8;-32.0;55.0
-1.0;36.0;-164.0;-223.0;289.0;27.0;316.0;16;170.0;74;-7;133.0;167.0
-11.0;16.0;-137.0;-197.0;296.0;5.0;302.0;16;171.0;74;-7;93.0;169.0
418.0;-452.0;-74.0;24.0;387.0;-590.0;354.0;106;313.0;114;0;191.0;77.0
-191.0;235.0;-217.0;-280.0;580.0;87.0;401.0;-99;333.0;-61;-89;325.0;314.0
-222.0;-62.0;-80.0;11.0;104.0;-59.0;247.0;92;164.0;159;-3;-33.0;156.0
-30.0;12.0;-168.0;-211.0;293.0;-11.0;313.0;16;155.0;74;-7;116.0;131.0
7.0;-10.0;-168.0;-263.0;313.0;21.0;333.0;16;168.0;74;-7;146.0;179.0
66.0;28.0;-134.0;-184.0;301.0;10.0;311.0;16;181.0;74;-7;99.0;136.0
-32.0;28.0;-141.0;-239.0;306.0;45.0;288.0;16;208.0;74;-7;103.0;183.0
86.0;113.0;-285.0;64.0;50.0;115.0;475.0;113;392.0;62;-7;-1.0;318.0
723.0;42.0;-262.0;-20.0;406.0;62.0;456.0;128;446.0;-7;-10;935.0;64.0
5.0;6.0;-154.0;-245.0;307.0;25.0;327.0;16;162.0;74;-7;137.0;174.0
-31.0;9.0;-40.0;534.0;10.0;-310.0;480.0;135;11.0;83;19;878.0;53.0
32.0;31.0;-155.0;-231.0;300.0;27.0;332.0;16;176.0;74;-7;109.0;183.0
-16.0;4.0;-162.0;-221.0;290.0;22.0;303.0;16;168.0;74;-7;115.0;161.0
9.0;48.0;-150.0;-241.0;307.0;19.0;307.0;16;193.0;74;-7;125.0;165.0
-204.0;-281.0;-242.0;374.0;-209.0;-169.0;397.0;139;221.0;86;-5;-19.0;210.0
34.0;12.0;-126.0;-224.0;303.0;15.0;323.0;16;181.0;74;-7;108.0;168.0
51.0;66.0;-272.0;-179.0;-232.0;114.0;376.0;168;131.0;94;-16;-52.0;268.0
33.0;72.0;-242.0;-511.0;889.0;23.0;436.0;6;244.0;-99;-112;247.0;221.0
-1.0;19.0;-137.0;-231.0;288.0;28.0;333.0;16;168.0;74;-7;123.0;184.0
159.0;-64.0;-268.0;-209.0;286.0;122.0;389.0;95;268.0;146;-3;-116.0;143.0
-51.0;17.0;-116.0;-190.0;299.0;31.0;322.0;16;202.0;74;-7;99.0;118.0
15.0;19.0;-141.0;-236.0;289.0;20.0;332.0;16;161.0;74;-7;130.0;173.0
-65.0;20.0;-115.0;-187.0;301.0;28.0;333.0;16;191.0;74;-7;119.0;99.0
-171.0;-115.0;13.0;15.0;321.0;-8.0;309.0;13;197.0;75;-7;262.0;72.0
-8.0;-54.0;-40.0;-86.0;612.0;-59.0;312.0;132;164.0;-1;-6;518.0;-69.0
17.0;14.0;-143.0;-238.0;292.0;18.0;322.0;16;171.0;74;-7;119.0;170.0
500.0;-40.0;27.0;90.0;554.0;-52.0;277.0;130;110.0;-1;-6;168.0;37.0
1.0;18.0;-146.0;-239.0;291.0;13.0;311.0;16;160.0;74;-7;133.0;159.0
-5.0;24.0;-151.0;-239.0;290.0;10.0;329.0;16;175.0;74;-7;118.0;160.0
48.0;54.0;-177.0;58.0;793.0;23.0;374.0;45;259.0;-26;-94;47.0;208.0
-88.0;39.0;-58.0;19.0;328.0;41.0;334.0;17;192.0;75;-7;256.0;69.0
1.0;-112.0;-47.0;596.0;-448.0;41.0;388.0;135;39.0;82;19;886.0;49.0
39.0;23.0;-149.0;-227.0;292.0;9.0;340.0;16;167.0;74;-7;116.0;162.0
20.0;43.0;-148.0;-225.0;291.0;9.0;324.0;16;160.0;74;-7;131.0;178.0
494.0;-3.0;10.0;42.0;519.0;-85.0;351.0;-145;150.0;-41;-120;13.0;176.0
110.0;13.0;-199.0;-128.0;122.0;14.0;343.0;137;417.0;71;-2;-13.0;16.0
19.0;16.0;-156.0;-228.0;288.0;9.0;331.0;16;170.0;74;-7;112.0;155.0
173.0;125.0;-355.0;313.0;-92.0;151.0;524.0;116;380.0;64;-7;191.0;327.0
2.0;29.0;-142.0;-226.0;295.0;35.0;331.0;16;189.0;74;-7;122.0;155.0
-127.0;2.0;-35.0;459.0;35.0;-109.0;281.0;40;35.0;30;-11;159.0;21.0
13.0;23.0;-136.0;-240.0;288.0;36.0;329.0;16;182.0;74;-7;117.0;174.0
11.0;10.0;-136.0;-243.0;290.0;38.0;351.0;16;175.0;74;-7;121.0;163.0
24.0;10.0;-153.0;-232.0;289.0;15.0;311.0;16;168.0;74;-7;109.0;177.0
204.0;-78.0;-94.0;-342.0;982.0;127.0;340.0;-67;340.0;59;-39;37.0;82.0
67.0;-57.0;-160.0;-497.0;420.0;93.0;464.0;160;348.0;37;-8;-43.0;47.0
33.0;10.0;-109.0;-488.0;246.0;15.0;320.0;16;192.0;75;-7;167.0;106.0
87.0;2.0;-127.0;-300.0;287.0;18.0;315.0;16;171.0;74;-7;100.0;116.0
19.0;-86.0;-121.0;243.0;32.0;136.0;494.0;135;127.0;81;18;887.0;115.0
45.0;18.0;-134.0;-270.0;290.0;6.0;335.0;16;176.0;74;-7;109.0;135.0
-115.0;11.0;-91.0;-171.0;312.0;6.0;321.0;16;186.0;75;-7;119.0;29.0
-32.0;-89.0;280.0;477.0;182.0;-373.0;244.0;6;270.0;61;-12;353.0;34.0
62.0;28.0;-126.0;-237.0;295.0;-4.0;343.0;16;174.0;74;-7;101.0;144.0
52.0;4.0;-103.0;-750.0;423.0;-26.0;301.0;168;181.0;150;-16;90.0;133.0
-158.0;194.0;-263.0;-166.0;1006.0;-106.0;609.0;53;342.0;76;24;1746.0;221.0
-45.0;50.0;-40.0;-136.0;262.0;-65.0;131.0;119;102.0;147;-3;-65.0;75.0
-68.0;119.0;-527.0;-880.0;821.0;121.0;733.0;-176;849.0;-82;-162;417.0;567.0
234.0;-18.0;11.0;362.0;294.0;-143.0;236.0;31;107.0;61;-9;108.0;-19.0
86.0;232.0;-464.0;-488.0;124.0;138.0;561.0;-2;517.0;45;-10;152.0;500.0
575.0;-183.0;-243.0;-24.0;810.0;-61.0;466.0;32;298.0;28;-46;281.0;41.0
-728.0;88.0;-355.0;303.0;389.0;-182.0;317.0;27;289.0;50;-11;359.0;391.0
-442.0;113.0;-252.0;-359.0;426.0;-71.0;371.0;151;283.0;14;1;176.0;352.0
6.0;-444.0;-118.0;9.0;392.0;-434.0;396.0;105;354.0;120;0;372.0;155.0
337.0;-244.0;-127.0;-439.0;773.0;76.0;253.0;-121;238.0;-81;-161;433.0;230.0
-11.0;39.0;-153.0;-243.0;291.0;35.0;333.0;16;183.0;74;-7;103.0;164.0
169.0;26.0;-192.0;-112.0;-145.0;46.0;339.0;167;157.0;54;-11;-58.0;281.0
