InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion1
-632.0;-314.0;578.0;-598.0;-757.0;-9.0;-51.0;302.0;-53.0;420.0;-417.0
-632.0;-313.0;578.0;-599.0;-757.0;-11.0;-51.0;302.0;-52.0;421.0;-417.0
-457.0;-670.0;483.0;-814.0;-597.0;-152.0;69.0;119.0;62.0;676.0;188.0
-457.0;-670.0;482.0;-815.0;-585.0;-153.0;66.0;108.0;54.0;688.0;191.0
-458.0;-670.0;482.0;-815.0;-574.0;-154.0;64.0;99.0;45.0;700.0;194.0
-460.0;-671.0;483.0;-812.0;-552.0;-155.0;62.0;86.0;29.0;721.0;201.0
-464.0;-669.0;482.0;-802.0;-510.0;-159.0;58.0;72.0;-11.0;756.0;213.0
-233.0;-781.0;423.0;-351.0;-873.0;-20.0;-148.0;393.0;248.0;87.0;-46.0
-258.0;-772.0;442.0;-381.0;-881.0;-31.0;-159.0;285.0;173.0;112.0;-114.0
-271.0;-763.0;444.0;-389.0;-885.0;-37.0;-164.0;246.0;141.0;125.0;-140.0
-633.0;-312.0;578.0;-599.0;-757.0;-10.0;-50.0;302.0;-52.0;421.0;-417.0
-633.0;-312.0;579.0;-599.0;-757.0;-9.0;-50.0;302.0;-52.0;421.0;-417.0
-633.0;-312.0;579.0;-599.0;-757.0;-10.0;-50.0;301.0;-52.0;421.0;-417.0
-634.0;-311.0;579.0;-600.0;-757.0;-10.0;-49.0;302.0;-51.0;422.0;-417.0
-634.0;-311.0;579.0;-600.0;-757.0;-9.0;-49.0;302.0;-52.0;423.0;-417.0
-634.0;-310.0;579.0;-600.0;-757.0;-10.0;-48.0;302.0;-51.0;422.0;-417.0
-634.0;-310.0;579.0;-600.0;-757.0;-9.0;-48.0;301.0;-52.0;422.0;-417.0
-634.0;-310.0;580.0;-600.0;-757.0;-9.0;-48.0;301.0;-51.0;422.0;-417.0
-634.0;-310.0;579.0;-600.0;-757.0;-8.0;-50.0;301.0;-52.0;423.0;-417.0
-634.0;-310.0;579.0;-600.0;-757.0;-7.0;-50.0;300.0;-52.0;423.0;-417.0
-634.0;-311.0;579.0;-601.0;-757.0;-7.0;-50.0;300.0;-51.0;422.0;-417.0
-633.0;-311.0;579.0;-600.0;-757.0;-7.0;-50.0;300.0;-51.0;423.0;-418.0
-634.0;-310.0;579.0;-601.0;-757.0;-7.0;-51.0;300.0;-50.0;423.0;-418.0
-634.0;-310.0;579.0;-601.0;-757.0;-7.0;-51.0;301.0;-49.0;423.0;-417.0
-634.0;-311.0;579.0;-601.0;-757.0;-7.0;-52.0;300.0;-48.0;423.0;-418.0
-635.0;-311.0;580.0;-600.0;-757.0;-6.0;-52.0;300.0;-47.0;422.0;-417.0
-290.0;-749.0;448.0;-391.0;-887.0;-45.0;-171.0;203.0;99.0;140.0;-164.0
-402.0;-419.0;495.0;-229.0;-878.0;227.0;-406.0;93.0;-27.0;-211.0;-212.0
-486.0;-553.0;591.0;-401.0;-911.0;41.0;-200.0;255.0;177.0;-166.0;-62.0
-488.0;-570.0;598.0;-425.0;-913.0;25.0;-174.0;273.0;193.0;-153.0;-42.0
-497.0;-595.0;618.0;-464.0;-923.0;12.0;-145.0;294.0;202.0;-116.0;-16.0
-505.0;-609.0;630.0;-480.0;-924.0;2.0;-127.0;303.0;205.0;-98.0;-2.0
-314.0;-731.0;454.0;-391.0;-889.0;-52.0;-172.0;159.0;57.0;145.0;-190.0
-517.0;-624.0;641.0;-509.0;-925.0;-24.0;-98.0;327.0;211.0;-56.0;11.0
-520.0;-628.0;643.0;-519.0;-926.0;-35.0;-87.0;334.0;213.0;-41.0;14.0
-522.0;-632.0;645.0;-529.0;-927.0;-46.0;-77.0;342.0;214.0;-27.0;16.0
-524.0;-636.0;646.0;-539.0;-927.0;-56.0;-67.0;349.0;216.0;-13.0;19.0
-526.0;-641.0;646.0;-550.0;-927.0;-65.0;-60.0;354.0;219.0;5.0;25.0
-527.0;-647.0;646.0;-560.0;-925.0;-72.0;-55.0;359.0;223.0;23.0;33.0
-607.0;-679.0;810.0;-850.0;-997.0;19.0;-19.0;80.0;64.0;47.0;62.0
-532.0;-674.0;647.0;-596.0;-912.0;-99.0;-47.0;385.0;248.0;90.0;85.0
-528.0;-685.0;649.0;-612.0;-909.0;-105.0;-43.0;399.0;255.0;119.0;103.0
-524.0;-693.0;648.0;-629.0;-904.0;-116.0;-32.0;411.0;259.0;150.0;110.0
-523.0;-697.0;645.0;-648.0;-901.0;-121.0;-26.0;423.0;258.0;181.0;116.0
-538.0;-720.0;663.0;-716.0;-887.0;-142.0;8.0;433.0;234.0;293.0;149.0
-635.0;-310.0;580.0;-600.0;-756.0;-6.0;-52.0;300.0;-46.0;422.0;-417.0
-635.0;-310.0;581.0;-600.0;-756.0;-6.0;-52.0;300.0;-45.0;422.0;-417.0
-566.0;-714.0;709.0;-745.0;-889.0;-171.0;130.0;471.0;328.0;274.0;87.0
-635.0;-310.0;581.0;-600.0;-756.0;-5.0;-52.0;300.0;-43.0;422.0;-417.0
-635.0;-310.0;581.0;-600.0;-756.0;-5.0;-53.0;299.0;-42.0;422.0;-417.0
-635.0;-310.0;580.0;-601.0;-756.0;-5.0;-53.0;299.0;-42.0;422.0;-417.0
-636.0;-311.0;583.0;-600.0;-755.0;-5.0;-54.0;300.0;-42.0;422.0;-414.0
-636.0;-312.0;584.0;-600.0;-754.0;-5.0;-54.0;300.0;-41.0;422.0;-413.0
-636.0;-312.0;584.0;-601.0;-754.0;-5.0;-54.0;300.0;-40.0;422.0;-413.0
-636.0;-312.0;583.0;-601.0;-754.0;-4.0;-54.0;300.0;-40.0;423.0;-413.0
-606.0;-602.0;547.0;-794.0;-742.0;-403.0;469.0;592.0;517.0;426.0;-200.0
-444.0;-629.0;484.0;-425.0;-918.0;-42.0;-175.0;52.0;-107.0;138.0;-296.0
-654.0;-297.0;610.0;-639.0;-681.0;9.0;-41.0;217.0;-119.0;497.0;-406.0
-633.0;-314.0;592.0;-614.0;-740.0;4.0;-70.0;279.0;-74.0;423.0;-402.0
-636.0;-312.0;584.0;-601.0;-754.0;-4.0;-54.0;300.0;-40.0;422.0;-413.0
-636.0;-312.0;584.0;-600.0;-754.0;-5.0;-54.0;300.0;-41.0;423.0;-413.0
-636.0;-312.0;583.0;-600.0;-754.0;-5.0;-54.0;300.0;-42.0;423.0;-414.0
-636.0;-313.0;583.0;-600.0;-754.0;-5.0;-54.0;301.0;-42.0;423.0;-414.0
-636.0;-313.0;583.0;-600.0;-754.0;-5.0;-54.0;301.0;-42.0;423.0;-414.0
-636.0;-313.0;583.0;-600.0;-754.0;-5.0;-54.0;301.0;-43.0;424.0;-414.0
-636.0;-313.0;583.0;-600.0;-754.0;-5.0;-53.0;300.0;-43.0;424.0;-414.0
-635.0;-313.0;582.0;-600.0;-754.0;-6.0;-53.0;301.0;-44.0;425.0;-414.0
-635.0;-313.0;582.0;-598.0;-754.0;-8.0;-53.0;301.0;-46.0;424.0;-413.0
-635.0;-313.0;584.0;-598.0;-755.0;-7.0;-53.0;300.0;-49.0;425.0;-414.0
-635.0;-312.0;584.0;-598.0;-755.0;-6.0;-54.0;300.0;-49.0;424.0;-414.0
-635.0;-312.0;585.0;-600.0;-755.0;-7.0;-55.0;301.0;-48.0;424.0;-413.0
-633.0;-313.0;585.0;-604.0;-749.0;-5.0;-58.0;310.0;-39.0;413.0;-410.0
-632.0;-315.0;589.0;-612.0;-744.0;1.0;-64.0;310.0;-34.0;403.0;-404.0
-579.0;-631.0;736.0;-548.0;-890.0;-46.0;-43.0;286.0;293.0;-213.0;275.0
-650.0;-342.0;682.0;-552.0;-873.0;-37.0;-61.0;55.0;-229.0;136.0;-380.0
-611.0;-752.0;696.0;-826.0;-736.0;-488.0;462.0;404.0;6.0;676.0;702.0
-610.0;-436.0;545.0;-703.0;-394.0;393.0;-254.0;389.0;-238.0;717.0;-291.0
-489.0;-661.0;756.0;-510.0;-770.0;-5.0;-134.0;294.0;180.0;-218.0;211.0
-586.0;-585.0;619.0;-527.0;-828.0;-46.0;-71.0;-9.0;-160.0;-47.0;-288.0
-560.0;-730.0;681.0;-754.0;-871.0;-160.0;47.0;416.0;182.0;373.0;164.0
-479.0;-653.0;743.0;-489.0;-760.0;1.0;-146.0;284.0;172.0;-247.0;207.0
-282.0;-246.0;367.0;-48.0;-830.0;361.0;-562.0;-85.0;-168.0;-361.0;-361.0
-459.0;-631.0;713.0;-437.0;-737.0;13.0;-169.0;262.0;155.0;-311.0;192.0
-474.0;-681.0;491.0;-765.0;-441.0;-183.0;74.0;44.0;-130.0;793.0;239.0
-464.0;-670.0;482.0;-784.0;-468.0;-169.0;63.0;55.0;-61.0;782.0;222.0
-549.0;-637.0;664.0;-559.0;-776.0;-48.0;-70.0;365.0;293.0;-263.0;313.0
-404.0;-691.0;435.0;-376.0;-592.0;-40.0;-167.0;486.0;179.0;-356.0;437.0
-423.0;-331.0;594.0;-55.0;-447.0;356.0;-510.0;162.0;218.0;-727.0;226.0
-632.0;-317.0;576.0;-589.0;-757.0;-22.0;-50.0;316.0;-97.0;408.0;-418.0
-623.0;-300.0;549.0;-623.0;-792.0;-26.0;-27.0;263.0;-125.0;438.0;-458.0
-634.0;-311.0;576.0;-580.0;-766.0;-19.0;-51.0;312.0;-126.0;394.0;-419.0
-636.0;-308.0;575.0;-571.0;-771.0;-18.0;-50.0;314.0;-137.0;381.0;-419.0
16.0;-115.0;111.0;-251.0;209.0;531.0;-734.0;287.0;-33.0;822.0;311.0
-642.0;-296.0;573.0;-634.0;-804.0;-7.0;-29.0;258.0;-113.0;429.0;-483.0
573.0;733.0;-622.0;656.0;902.0;163.0;-61.0;-442.0;-332.0;-52.0;-556.0
-412.0;-751.0;548.0;-455.0;-813.0;-120.0;-139.0;396.0;407.0;-228.0;533.0
-290.0;-736.0;288.0;-548.0;-879.0;52.0;95.0;457.0;379.0;-152.0;555.0
-588.0;-582.0;568.0;-562.0;-911.0;-35.0;-110.0;125.0;-255.0;47.0;386.0
-520.0;-756.0;827.0;-610.0;-822.0;-104.0;152.0;594.0;314.0;318.0;128.0
-626.0;-657.0;654.0;-645.0;-872.0;-192.0;144.0;488.0;427.0;5.0;436.0
-572.0;-780.0;655.0;-759.0;-763.0;-440.0;463.0;638.0;505.0;387.0;736.0
-608.0;-686.0;799.0;-743.0;-802.0;-128.0;35.0;401.0;221.0;470.0;227.0
-654.0;-312.0;678.0;-618.0;-796.0;-20.0;-37.0;257.0;-131.0;430.0;-424.0
-666.0;-324.0;796.0;-617.0;-804.0;-6.0;-48.0;256.0;-130.0;417.0;-322.0
-650.0;-306.0;617.0;-603.0;-779.0;-15.0;-43.0;254.0;-130.0;421.0;-379.0
-636.0;-320.0;593.0;-615.0;-778.0;-17.0;-34.0;256.0;-108.0;423.0;-433.0
-643.0;-371.0;583.0;-693.0;-825.0;-24.0;-83.0;163.0;-108.0;433.0;-385.0
422.0;226.0;-442.0;193.0;673.0;-293.0;493.0;-64.0;-244.0;554.0;55.0
-206.0;-247.0;246.0;-388.0;-92.0;-360.0;912.0;441.0;320.0;863.0;402.0
-616.0;-661.0;763.0;-834.0;-800.0;-221.0;100.0;360.0;168.0;575.0;235.0
59.0;197.0;-205.0;377.0;-8.0;585.0;-758.0;-379.0;-150.0;-857.0;-372.0
-620.0;-682.0;789.0;-612.0;-788.0;-79.0;219.0;629.0;422.0;334.0;301.0
-627.0;-312.0;587.0;-672.0;-607.0;28.0;-101.0;139.0;-243.0;623.0;-402.0
-481.0;-603.0;719.0;-368.0;-694.0;30.0;-184.0;257.0;62.0;-345.0;181.0
-266.0;-394.0;473.0;-122.0;-573.0;130.0;-459.0;102.0;-134.0;-452.0;49.0
-14.0;-88.0;138.0;-48.0;-425.0;-77.0;-801.0;-52.0;-46.0;-723.0;-431.0
206.0;395.0;-357.0;513.0;280.0;595.0;-795.0;-504.0;-414.0;-781.0;-531.0
-641.0;-752.0;687.0;-681.0;-853.0;336.0;-268.0;569.0;495.0;29.0;624.0
-655.0;-723.0;689.0;-836.0;-751.0;-231.0;263.0;360.0;136.0;584.0;618.0
-571.0;-717.0;640.0;-583.0;-844.0;-116.0;22.0;451.0;468.0;-148.0;501.0
-644.0;-757.0;701.0;-711.0;-855.0;342.0;-299.0;568.0;496.0;133.0;646.0
-619.0;-729.0;655.0;-756.0;-489.0;-217.0;89.0;32.0;-180.0;762.0;573.0
-596.0;-534.0;782.0;-628.0;-876.0;-34.0;-4.0;382.0;312.0;-48.0;-24.0
-615.0;-611.0;804.0;-714.0;-835.0;-75.0;41.0;347.0;214.0;411.0;96.0
-615.0;-618.0;807.0;-714.0;-833.0;-76.0;39.0;354.0;219.0;415.0;102.0
-617.0;-527.0;764.0;-607.0;-785.0;-46.0;60.0;539.0;399.0;17.0;292.0
-615.0;-532.0;760.0;-602.0;-779.0;-50.0;61.0;543.0;402.0;12.0;298.0
-610.0;-537.0;752.0;-598.0;-771.0;-55.0;64.0;548.0;405.0;7.0;303.0
-398.0;-628.0;568.0;-757.0;-565.0;-618.0;692.0;600.0;434.0;674.0;628.0
-611.0;-745.0;647.0;-566.0;-886.0;-161.0;140.0;103.0;-103.0;-82.0;603.0
-578.0;-558.0;528.0;-639.0;-933.0;3.0;-146.0;16.0;-215.0;-49.0;365.0
-602.0;-585.0;771.0;-602.0;-766.0;-79.0;90.0;565.0;420.0;14.0;353.0
-643.0;-754.0;755.0;-736.0;-859.0;296.0;-334.0;538.0;475.0;133.0;591.0
-606.0;-641.0;812.0;-734.0;-805.0;-84.0;27.0;389.0;284.0;418.0;142.0
