Accelerometer RKN_ accY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Nav_Ax
987.0;-256.0;-11;19;644;739;11;?
980.0;-137.0;-53;20;643;739;53;1
971.0;?;-26;?;639;746;26;-3
1002.0;250.0;10;16;646;742;-10;1
945.0;423.0;7;24;642;735;-7;5
1017.0;593.0;31;20;647;736;-31;4
993.0;466.0;12;18;648;738;-12;2
977.0;104.0;-28;21;641;740;28;-4
966.0;-153.0;-21;20;644;739;21;-5
995.0;-195.0;-13;24;641;737;13;0
?;-158.0;12;17;644;743;?;-3
976.0;-109.0;-7;17;647;739;7;-3
964.0;-83.0;7;21;641;739;-7;0
988.0;628.0;2;22;645;734;-2;2
980.0;872.0;-1;20;643;740;1;-3
989.0;829.0;0;16;645;744;0;-3
988.0;706.0;0;17;648;740;0;6
987.0;?;0;21;645;737;0;1
973.0;904.0;-6;20;641;741;6;-4
989.0;1236.0;-10;20;645;738;10;-1
992.0;1385.0;24;19;648;736;-24;-1
993.0;1456.0;14;19;645;740;-14;3
992.0;?;-32;21;642;740;?;3
989.0;2075.0;-3;18;644;741;3;0
974.0;1747.0;-21;24;?;734;21;1
975.0;1616.0;-20;19;643;741;20;-1
981.0;?;1;21;638;741;-1;-13
970.0;1330.0;1;14;648;743;-1;3
989.0;940.0;-27;?;640;748;27;-11
1007.0;836.0;-13;25;631;742;13;-16
994.0;709.0;142;-23;670;774;-142;49
983.0;517.0;-31;40;591;757;31;-54
994.0;472.0;273;-33;652;805;-273;123
996.0;516.0;346;-188;694;?;-346;343
977.0;352.0;-933;11;348;1020;933;-38
967.0;196.0;-1565;99;255;946;1565;-216
990.0;34.0;-1731;-19;453;924;1731;-120
974.0;-90.0;-2134;14;525;831;2134;-31
987.0;-240.0;-2010;105;667;663;2010;138
981.0;-382.0;-1877;48;732;708;1877;84
?;-481.0;-1530;71;762;693;1530;43
1000.0;-495.0;-785;270;833;484;785;80
980.0;-448.0;-671;133;385;787;671;-141
989.0;-305.0;-742;-3;94;1023;742;-192
961.0;-167.0;-502;85;262;875;502;-33
979.0;9.0;-519;?;249;971;519;-45
972.0;123.0;-513;-8;241;980;513;9
998.0;209.0;-402;56;183;924;402;40
987.0;240.0;?;16;161;973;330;-39
984.0;328.0;-248;105;136;884;248;-68
970.0;419.0;-106;144;68;859;106;-72
974.0;392.0;-2;18;186;966;2;-121
959.0;391.0;-79;26;186;957;79;-140
978.0;411.0;-34;68;97;929;34;?
976.0;369.0;63;54;117;937;?;119
986.0;267.0;108;73;119;922;-108;81
988.0;198.0;111;47;140;938;-111;52
989.0;153.0;181;85;139;905;?;-4
973.0;98.0;259;118;123;888;-259;-38
968.0;61.0;83;-53;299;984;-83;-25
979.0;-24.0;496;261;-38;815;-496;-53
952.0;-19.0;61;-115;341;1007;-61;32
971.0;23.0;540;270;-49;803;-540;-37
973.0;100.0;960;428;-113;634;-960;-123
1074.0;127.0;828;324;82;560;-828;-137
1135.0;225.0;4975;3042;-2890;-923;-4975;-447
1051.0;262.0;3266;-709;1070;854;?;127
1033.0;166.0;-1480;-3745;4699;2303;1480;599
949.0;69.0;233;481;436;288;-233;58
923.0;-142.0;327;162;530;?;-327;43
912.0;-35.0;-58;-316;1049;853;58;71
912.0;-194.0;385;345;440;462;-385;-2
941.0;-314.0;-106;-206;914;817;106;29
904.0;-446.0;-48;131;522;691;48;-56
863.0;-553.0;-29;-3;675;?;29;-27
921.0;-636.0;-27;4;667;742;27;-35
923.0;-561.0;0;58;619;709;0;-38
989.0;-333.0;6;8;672;?;?;-23
963.0;-71.0;10;25;646;731;-10;-23
?;?;10;30;641;728;-10;-16
968.0;337.0;24;14;655;737;-24;-18
927.0;272.0;0;11;666;732;0;?
942.0;264.0;-62;41;642;?;62;-13
942.0;295.0;53;-19;688;752;-53;-16
931.0;237.0;-62;55;623;709;62;0
?;209.0;-200;-145;826;800;200;9
936.0;113.0;-740;-435;1072;973;740;16
914.0;65.0;-1915;-103;734;826;1915;37
935.0;43.0;-2128;24;599;774;2128;60
935.0;12.0;-1950;-52;588;870;1950;74
939.0;11.0;-1933;161;309;781;1933;26
919.0;25.0;-1665;170;264;791;1665;-61
938.0;28.0;-1361;108;213;875;1361;-90
952.0;57.0;-1073;172;127;829;1073;-71
904.0;86.0;-1019;118;219;857;1019;-66
886.0;80.0;-369;163;-25;870;369;-68
850.0;107.0;288;157;-36;872;?;26
815.0;?;83;17;294;935;-83;91
652.0;246.0;-56;46;218;928;56;12
1852.0;248.0;-41;13;211;965;41;-19
811.0;302.0;-66;-25;276;986;66;4
865.0;272.0;?;25;222;950;102;-34
1394.0;217.0;-121;9;243;963;121;-82
619.0;157.0;-129;13;237;961;129;-85
979.0;113.0;-166;61;?;922;166;-49
1002.0;?;-94;65;158;922;94;9
1082.0;1.0;-48;?;146;927;48;42
965.0;-6.0;-81;8;197;963;81;47
976.0;-4.0;-3;113;127;886;3;19
952.0;14.0;150;12;206;957;-150;22
969.0;-21.0;177;51;?;929;-177;11
973.0;-71.0;199;254;38;779;-199;-32
998.0;-84.0;409;-255;416;1143;-409;21
970.0;-30.0;341;640;-284;510;-341;-87
949.0;-8.0;848;-431;595;1248;-848;?
976.0;25.0;1235;1341;-918;-32;-1235;-284
?;87.0;2899;2292;-2059;-646;-2899;-366
959.0;69.0;5425;-6144;4561;5292;-5425;837
993.0;113.0;2191;-3905;3662;3399;-2191;576
971.0;99.0;-669;1644;-371;-579;?;-264
1098.0;-35.0;402;-735;1212;1272;-402;11
1035.0;-39.0;-43;157;?;616;43;-3
989.0;72.0;-139;147;563;636;139;-2
956.0;-118.0;89;?;827;?;-89;34
929.0;-136.0;?;226;509;575;54;-13
970.0;-108.0;51;-106;?;827;-51;23
923.0;-190.0;-22;82;604;689;22;3
904.0;-165.0;14;14;658;735;-14;6
886.0;-43.0;15;8;?;739;-15;6
899.0;26.0;6;29;649;723;-6;?
?;?;14;17;654;734;-14;-2
921.0;117.0;23;18;656;730;-23;8
954.0;33.0;-12;18;653;734;12;6
950.0;61.0;-10;14;661;733;10;2
950.0;32.0;-2;15;667;726;2;3
955.0;75.0;-49;-8;670;753;49;-18
928.0;105.0;-102;-22;714;733;102;21
949.0;126.0;-666;-107;777;791;666;-85
950.0;175.0;-1134;-362;1009;932;?;-318
960.0;208.0;-1288;-384;1074;910;1288;-200
952.0;234.0;-1836;-37;644;811;1836;69
952.0;190.0;-1851;68;440;827;1851;17
925.0;180.0;-1539;-33;487;?;1539;-80
928.0;136.0;-1488;44;358;890;1488;-18
938.0;45.0;-1260;165;207;812;1260;-11
887.0;5.0;-1002;165;150;831;1002;-52
970.0;-60.0;-754;93;171;898;754;?
?;-94.0;-575;93;154;898;575;-52
1102.0;-95.0;-456;115;132;880;456;-20
288.0;-109.0;-291;76;152;912;291;20
1804.0;-114.0;-192;65;155;924;192;20
1278.0;-147.0;-168;?;?;912;168;5
812.0;-151.0;-94;47;174;?;94;39
1316.0;-109.0;-9;42;177;941;?;26
765.0;-95.0;-9;55;163;932;9;-29
1085.0;-93.0;14;55;148;936;-14;-39
979.0;-87.0;54;52;?;935;-54;-25
985.0;16.0;52;42;192;939;-52;-2
971.0;63.0;81;43;187;936;?;32
968.0;104.0;?;75;153;913;-178;47
969.0;101.0;171;44;200;929;-171;35
974.0;128.0;294;110;120;888;-294;11
984.0;115.0;214;59;185;919;-214;20
952.0;146.0;363;66;223;903;-363;27
972.0;111.0;642;195;91;819;-642;-15
971.0;57.0;77;-73;390;987;-77;-58
978.0;-6.0;?;625;-345;528;-1406;-193
975.0;-4.0;?;824;-531;353;-1165;?
1015.0;65.0;1924;1044;?;236;-1924;-306
965.0;?;5316;2151;-1987;-407;-5316;-146
1016.0;194.0;1656;571;-113;512;-1656;-26
968.0;247.0;-781;-379;1059;1036;781;-25
1073.0;207.0;656;261;435;607;-656;-17
951.0;304.0;-216;-22;792;756;216;22
979.0;65.0;?;?;643;703;43;18
966.0;-248.0;32;81;632;712;-32;25
955.0;-405.0;-80;5;707;753;80;27
945.0;-610.0;68;71;625;708;-68;26
934.0;-673.0;-56;17;682;733;56;21
928.0;-529.0;34;44;647;717;-34;-1
926.0;-371.0;11;36;657;721;-11;4
932.0;-182.0;-9;25;661;726;9;13
?;-38.0;-11;15;662;733;11;6
937.0;97.0;-2;20;660;727;2;16
935.0;?;-36;12;675;725;36;-3
951.0;57.0;?;26;663;716;31;11
945.0;53.0;-29;22;?;722;29;18
939.0;132.0;-75;-1;676;740;75;-18
959.0;196.0;-41;34;635;727;41;11
953.0;229.0;-72;-34;703;?;72;-48
942.0;268.0;-6;58;623;706;6;77
942.0;248.0;-497;-99;762;799;497;20
930.0;249.0;-1627;-416;1043;988;1627;-233
?;231.0;-2008;-58;677;812;2008;225
953.0;200.0;-1986;88;526;737;1986;488
919.0;184.0;-1943;34;578;775;1943;129
966.0;94.0;-1596;147;343;?;1596;-17
859.0;49.0;-1344;54;328;890;1344;-49
941.0;41.0;-1249;39;368;?;1249;-118
781.0;-24.0;-1145;73;262;893;1145;-74
1059.0;-99.0;-996;95;179;893;996;-65
402.0;-107.0;-795;112;160;879;795;-64
1918.0;-109.0;-649;92;154;895;649;9
367.0;-120.0;-505;88;139;900;505;36
1295.0;-143.0;-237;76;104;919;?;36
929.0;-132.0;-106;71;124;?;106;34
902.0;-98.0;-167;55;196;919;167;52
979.0;-61.0;-95;71;133;916;95;57
1070.0;-34.0;67;88;104;907;-67;15
963.0;-72.0;100;51;183;931;-100;-7
1002.0;-40.0;99;29;182;953;-99;-4
933.0;-30.0;129;39;178;944;-129;-27
978.0;1.0;122;53;159;937;-122;-62
993.0;?;153;18;213;962;?;-51
989.0;212.0;?;?;222;944;36;?
976.0;267.0;53;84;116;917;-53;-48
978.0;202.0;296;87;133;905;-296;88
976.0;?;50;57;213;897;-50;25
?;169.0;581;-18;204;1020;?;243
960.0;184.0;-185;125;211;805;185;-159
988.0;113.0;1175;169;55;?;-1175;78
1004.0;81.0;855;410;-74;632;-855;-214
990.0;-33.0;1064;1285;-990;-12;-1064;-575
972.0;-27.0;9111;?;-1008;216;-9111;554
?;-10.0;3551;359;2722;-942;-3551;-3346
981.0;19.0;-3605;0;3047;-820;?;-3927
1081.0;?;1075;52;254;963;-1075;549
955.0;-90.0;75;-2;722;706;-75;0
994.0;?;-369;8;784;655;369;-207
945.0;-76.0;352;26;505;826;-352;223
957.0;-305.0;-353;6;793;650;353;-200
969.0;-398.0;183;18;587;778;-183;119
968.0;-506.0;-81;11;691;716;81;-41
938.0;-519.0;-29;17;658;731;29;-14
939.0;-391.0;35;19;644;738;-35;?
929.0;-236.0;-7;10;?;727;7;-5
909.0;-109.0;2;18;652;732;-2;10
895.0;56.0;10;21;661;722;-10;-11
932.0;154.0;1;19;661;726;-1;-3
934.0;186.0;-6;20;658;727;6;-3
960.0;151.0;-2;13;665;729;2;?
940.0;105.0;-34;19;660;725;34;9
943.0;104.0;-47;19;662;725;47;-27
957.0;130.0;-30;13;652;740;30;4
949.0;32.0;-122;17;656;733;122;-18
943.0;-36.0;-151;-9;683;744;151;-15
969.0;-68.0;-190;-70;725;787;190;85
938.0;-111.0;-750;-104;806;766;750;-113
926.0;-50.0;-1300;-40;722;755;1300;3
950.0;-9.0;-1264;36;581;760;1264;250
920.0;31.0;-1349;17;613;768;1349;215
956.0;61.0;-1618;15;553;823;1618;185
837.0;?;-1515;65;395;836;1515;-152
915.0;197.0;-1422;56;368;856;1422;-166
790.0;250.0;-1388;79;312;863;1388;14
864.0;266.0;-1234;126;232;840;1234;-60
745.0;?;-964;126;193;854;?;-11
2184.0;203.0;-776;103;173;887;776;46
296.0;153.0;-823;89;192;?;823;71
1587.0;98.0;-375;153;73;854;375;-25
723.0;30.0;?;79;94;923;-67;-46
1128.0;-43.0;?;10;238;961;13;39
955.0;-28.0;-64;?;156;894;64;-2
1033.0;-53.0;-120;?;128;973;120;-53
958.0;2.0;-109;-28;193;1001;109;-105
963.0;32.0;-63;36;191;939;63;-57
?;134.0;-69;30;165;959;69;42
984.0;?;16;25;169;963;-16;42
1001.0;222.0;21;57;186;926;-21;24
962.0;226.0;-3;64;172;919;3;-18
996.0;183.0;164;51;152;937;-164;-64
?;152.0;249;9;185;?;-249;-3
988.0;87.0;189;85;128;926;-189;34
951.0;24.0;288;32;230;931;-288;85
984.0;41.0;241;43;208;?;-241;48
975.0;33.0;166;107;147;905;-166;-64
998.0;62.0;320;-85;400;953;-320;-2
986.0;104.0;-27;342;-144;825;27;-182
985.0;109.0;822;?;323;808;-822;136
971.0;119.0;1522;993;-988;440;-1522;-318
950.0;54.0;5084;1853;-1578;-216;-5084;-313
986.0;65.0;9651;-1069;2785;342;-9651;1388
?;101.0;3614;-1027;1972;1095;-3614;127
980.0;149.0;-1294;355;-146;958;1294;-779
984.0;89.0;511;-238;1074;723;-511;274
966.0;-64.0;?;?;562;711;94;-77
976.0;-157.0;-15;40;636;721;15;-56
971.0;-393.0;132;-41;762;723;?;?
944.0;-595.0;-131;65;581;729;131;-81
968.0;-694.0;78;-18;724;?;-78;17
952.0;-753.0;-80;34;631;731;80;-51
926.0;-621.0;-3;15;665;730;3;-39
893.0;-336.0;-2;27;658;719;2;-37
935.0;-16.0;-28;23;657;724;28;-18
896.0;232.0;-2;22;653;728;2;-14
933.0;411.0;-5;26;652;724;5;-12
913.0;359.0;-14;19;662;724;14;-9
922.0;271.0;17;17;?;730;-17;-18
971.0;261.0;16;17;656;?;-16;-15
971.0;244.0;28;13;664;731;-28;-19
928.0;278.0;34;17;662;727;-34;?
931.0;322.0;-31;21;655;728;31;-9
925.0;365.0;-24;19;657;728;24;-7
932.0;336.0;13;20;658;728;-13;-1
932.0;294.0;-25;18;656;731;25;-7
947.0;123.0;0;15;?;731;0;-6
977.0;-8.0;19;18;656;730;-19;-1
948.0;-145.0;-7;22;653;727;7;-5
965.0;-259.0;-19;20;659;?;19;-4
912.0;-288.0;8;17;662;727;-8;-2
832.0;?;41;20;658;727;-41;-4
822.0;-275.0;-20;18;657;729;?;2
808.0;-155.0;1;?;657;727;-1;6
721.0;-55.0;18;19;657;728;-18;2
1395.0;-37.0;-20;19;658;728;20;-5
1455.0;-23.0;5;22;660;723;?;-8
441.0;-49.0;-5;21;660;723;5;0
1346.0;-40.0;5;25;?;723;-5;4
951.0;12.0;-25;24;654;724;25;?
1001.0;85.0;-44;23;655;725;44;-2
984.0;132.0;14;24;653;726;-14;0
998.0;170.0;26;21;654;730;-26;0
994.0;180.0;44;21;657;726;?;1
1009.0;172.0;36;21;659;724;-36;7
918.0;?;-13;19;659;726;13;5
969.0;68.0;-6;16;663;727;6;0
966.0;8.0;30;19;662;724;-30;-1
969.0;2.0;16;26;656;721;-16;-2
974.0;4.0;-8;19;660;726;8;-2
976.0;-19.0;11;18;661;?;-11;-4
992.0;-11.0;7;24;654;724;-7;-3
986.0;-61.0;-9;?;655;?;9;-2
970.0;-111.0;-7;?;658;733;7;-6
962.0;-76.0;-7;20;660;726;7;-1
968.0;-100.0;19;21;660;?;-19;0
970.0;-61.0;23;?;658;731;-23;-2
961.0;-130.0;-17;15;664;727;17;0
971.0;-151.0;-9;17;666;723;9;2
979.0;-141.0;-12;?;659;727;12;4
979.0;-176.0;-40;20;660;725;40;9
978.0;-166.0;3;16;659;731;-3;10
979.0;-110.0;15;14;656;735;-15;1
979.0;-116.0;0;17;659;730;0;1
997.0;-51.0;5;21;656;726;-5;?
983.0;-47.0;6;20;654;730;-6;?
?;30.0;25;11;658;739;-25;-2
983.0;45.0;11;13;657;736;-11;0
964.0;38.0;9;21;655;727;-9;1
965.0;?;37;23;656;724;-37;1
986.0;82.0;14;22;655;726;-14;?
990.0;56.0;-6;18;658;730;6;2
988.0;-14.0;22;14;662;732;-22;0
989.0;7.0;?;21;656;726;-23;-1
971.0;19.0;8;25;657;720;-8;1
988.0;18.0;22;18;659;728;-22;3
965.0;104.0;7;16;655;735;-7;6
963.0;200.0;-6;21;656;727;6;6
?;?;5;21;654;728;-5;-1
980.0;329.0;-28;19;651;734;28;-6
976.0;286.0;-36;21;654;727;36;1
979.0;171.0;-8;22;659;722;8;3
956.0;2.0;-6;19;659;726;6;-1
988.0;-96.0;27;18;658;729;-27;-4
980.0;-179.0;?;17;660;729;-51;-4
968.0;-237.0;16;18;?;730;-16;2
956.0;-273.0;-3;22;655;725;3;3
965.0;-287.0;-14;24;655;723;14;0
988.0;-304.0;-28;20;656;727;28;4
989.0;-233.0;4;?;658;725;-4;6
989.0;-161.0;19;25;650;726;-19;7
976.0;-98.0;-4;19;654;731;?;3
963.0;-38.0;?;17;657;?;4;4
980.0;?;?;22;652;728;15;5
976.0;70.0;-28;20;657;727;28;4
963.0;88.0;-8;16;662;729;8;5
968.0;141.0;11;?;657;737;-11;-3
975.0;118.0;27;16;654;734;-27;-1
?;129.0;11;18;657;728;-11;1
994.0;93.0;-10;18;656;730;10;0
969.0;91.0;-7;19;656;729;7;?
961.0;?;-7;16;660;731;7;-6
990.0;175.0;11;16;654;736;-11;1
956.0;185.0;15;22;649;731;-15;4
960.0;169.0;17;21;652;730;-17;-1
952.0;66.0;11;15;657;734;-11;?
979.0;-4.0;18;17;655;733;-18;-1
979.0;-116.0;18;?;655;730;-18;-1
989.0;-145.0;-38;16;663;727;?;5
976.0;-110.0;-6;16;661;729;6;0
980.0;-102.0;9;14;660;733;-9;-6
976.0;4.0;-3;18;657;729;3;?
963.0;?;25;27;650;?;-25;2
965.0;111.0;-13;23;651;729;13;0
964.0;121.0;-8;20;654;730;8;1
968.0;138.0;11;18;659;728;-11;3
987.0;111.0;2;22;656;726;-2;4
988.0;25.0;19;25;652;725;-19;1
982.0;?;14;20;660;725;-14;-2
970.0;28.0;4;23;658;723;-4;1
978.0;26.0;4;19;656;730;-4;-3
979.0;?;2;15;655;736;-2;-9
970.0;-35.0;7;18;658;729;-7;-2
979.0;-80.0;17;18;658;728;-17;?
979.0;-142.0;26;16;654;736;?;-1
991.0;-345.0;27;15;657;734;-27;-4
983.0;-832.0;11;18;657;730;-11;0
983.0;-909.0;0;15;661;729;0;-3
984.0;-576.0;7;13;661;733;-7;?
983.0;-268.0;1;17;656;732;-1;0
980.0;-59.0;-7;18;660;728;7;-4
962.0;-84.0;2;17;658;730;-2;-7
958.0;-173.0;10;17;658;?;-10;2
974.0;-127.0;17;20;655;728;-17;?
978.0;-99.0;-11;14;660;733;11;-7
988.0;-93.0;-11;22;655;727;11;-3
980.0;-9.0;47;33;650;717;-47;11
979.0;75.0;45;5;679;728;-45;14
?;118.0;17;3;672;737;-17;8
996.0;214.0;?;20;652;731;-10;1
971.0;152.0;?;13;661;732;18;-2
989.0;165.0;-13;17;658;730;13;-1
978.0;162.0;24;24;656;723;-24;-1
989.0;174.0;12;17;658;731;-12;-5
974.0;178.0;-6;17;655;732;6;-7
984.0;136.0;21;24;652;?;-21;-1
986.0;117.0;18;21;655;728;-18;3
968.0;144.0;5;18;658;729;-5;-2
984.0;236.0;15;21;654;729;-15;0
976.0;355.0;?;22;650;731;11;5
968.0;427.0;-13;21;651;?;13;-3
970.0;463.0;17;18;655;732;-17;?
978.0;454.0;6;19;653;733;-6;1
979.0;391.0;-20;21;654;729;20;-2
979.0;293.0;-20;21;?;727;20;2
970.0;180.0;0;24;650;728;0;1
978.0;87.0;0;23;653;725;0;0
?;-25.0;-9;19;654;730;?;1
982.0;-85.0;11;17;652;735;-11;0
?;-82.0;13;17;658;731;-13;2
962.0;-135.0;?;22;653;729;-3;0
972.0;-111.0;16;22;650;731;-16;-1
985.0;-131.0;3;18;653;732;-3;-1
986.0;-65.0;19;18;653;733;-19;-3
994.0;-24.0;31;24;651;727;-31;-1
964.0;40.0;-20;23;652;728;20;-2
982.0;130.0;-13;14;657;735;13;-3
975.0;?;9;18;656;731;-9;3
968.0;159.0;-10;22;651;730;10;-1
962.0;170.0;?;17;654;734;-3;-3
970.0;182.0;12;17;658;730;-12;5
989.0;170.0;-8;17;658;732;8;4
988.0;141.0;8;?;658;734;-8;-2
977.0;127.0;30;18;656;731;-30;0
980.0;?;7;21;?;727;-7;2
972.0;130.0;-11;21;654;728;11;6
961.0;105.0;-6;20;652;732;6;2
972.0;84.0;4;16;654;736;-4;-5
966.0;8.0;22;17;?;735;-22;2
976.0;27.0;18;19;659;726;-18;?
977.0;-27.0;-18;17;661;727;18;-8
986.0;?;-2;18;656;731;2;-6
982.0;-82.0;?;23;656;724;-54;4
971.0;-81.0;48;17;662;727;-48;4
962.0;-28.0;0;12;661;734;0;-1
969.0;-22.0;-7;22;655;726;7;3
970.0;21.0;?;24;654;724;-19;4
962.0;17.0;21;19;655;730;-21;-2
?;48.0;?;26;652;724;?;0
979.0;95.0;3;23;656;725;-3;-1
991.0;114.0;15;14;657;735;-15;?
982.0;130.0;2;21;653;729;-2;-1
968.0;8.0;-13;19;656;729;?;0
987.0;?;-3;?;?;732;3;0
978.0;15.0;2;23;656;?;-2;1
?;3.0;-17;?;656;733;17;?
979.0;15.0;-1;21;651;732;1;-3
979.0;-12.0;34;23;653;726;-34;2
971.0;-17.0;-25;5;666;739;25;0
976.0;-6.0;-24;0;?;741;24;6
979.0;?;24;19;660;726;-24;4
978.0;15.0;-6;26;654;723;6;-4
979.0;-3.0;29;20;?;725;-29;-1
970.0;6.0;9;22;658;724;-9;7
970.0;20.0;?;21;654;728;16;2
980.0;16.0;19;15;656;735;-19;-2
977.0;8.0;-9;17;654;735;9;-1
983.0;-34.0;8;20;655;730;-8;-2
985.0;-78.0;?;16;661;729;-24;2
979.0;-93.0;-3;19;658;728;?;4
975.0;-83.0;18;21;654;728;?;1
985.0;-80.0;17;19;653;732;-17;1
955.0;-72.0;-31;19;654;732;31;0
979.0;-56.0;-33;12;661;734;33;-8
?;-5.0;-24;9;662;738;24;-4
?;22.0;-40;19;658;727;40;14
973.0;-10.0;-38;?;?;719;?;11
985.0;-17.0;-43;35;638;725;43;-2
990.0;3.0;-29;24;644;734;29;2
979.0;64.0;28;20;650;733;-28;6
976.0;72.0;36;22;657;723;-36;10
966.0;32.0;15;21;652;729;-15;4
997.0;13.0;33;17;652;735;-33;-3
961.0;49.0;17;18;659;729;-17;-1
967.0;65.0;-8;23;648;732;8;-3
986.0;51.0;21;22;649;732;-21;-5
997.0;57.0;9;16;659;730;-9;-2
979.0;61.0;-18;20;651;731;18;0
981.0;25.0;2;23;648;731;-2;?
964.0;68.0;14;19;655;731;?;-3
971.0;-4.0;14;18;658;730;-14;-5
982.0;-2.0;14;?;660;729;-14;3
969.0;-39.0;20;19;656;?;-20;2
978.0;-65.0;27;22;653;728;-27;-4
979.0;?;2;18;656;?;-2;-3
989.0;-98.0;-17;17;653;735;17;-5
979.0;-72.0;22;24;650;728;-22;2
977.0;-105.0;28;23;653;727;-28;9
972.0;-79.0;-25;13;660;734;25;-2
1003.0;3.0;-7;20;656;728;7;-6
973.0;-17.0;28;25;654;723;-28;2
971.0;-16.0;0;21;655;727;0;4
984.0;-20.0;1;24;652;727;-1;5
964.0;-88.0;23;17;656;732;-23;4
?;-41.0;30;?;654;731;-30;-4
979.0;27.0;39;28;647;726;-39;-4
976.0;31.0;12;20;649;734;-12;-8
993.0;24.0;-19;20;652;733;19;-6
984.0;38.0;0;21;655;727;0;8
969.0;95.0;7;?;657;736;-7;0
971.0;119.0;-5;14;658;734;5;-5
952.0;148.0;-4;21;656;726;?;6
979.0;131.0;22;22;656;725;-22;6
970.0;91.0;?;16;660;730;-23;-4
991.0;106.0;-16;14;657;736;16;-5
983.0;57.0;1;23;651;729;-1;5
965.0;48.0;26;24;649;728;-26;-3
978.0;18.0;20;22;650;730;-20;-3
982.0;?;-5;25;649;727;5;7
967.0;55.0;-18;22;648;734;18;-3
965.0;31.0;11;21;651;?;-11;1
962.0;2.0;2;18;?;728;-2;3
983.0;-7.0;-12;16;657;732;12;-3
991.0;28.0;-7;16;654;735;7;-3
978.0;43.0;-6;15;658;732;6;0
988.0;58.0;14;20;656;730;-14;2
963.0;52.0;33;25;650;728;-33;1
961.0;35.0;30;23;652;727;-30;1
990.0;67.0;-21;17;654;733;21;-1
984.0;55.0;-38;17;654;734;38;-5
964.0;40.0;-19;20;654;731;19;-5
990.0;26.0;-30;21;652;732;30;-4
974.0;-71.0;-6;22;655;?;6;-3
980.0;-58.0;28;22;655;726;-28;-1
960.0;-43.0;37;20;651;732;-37;4
970.0;-59.0;12;18;654;733;-12;5
978.0;-20.0;-7;17;658;731;?;1
980.0;-27.0;3;22;652;730;-3;-1
965.0;-15.0;0;24;649;728;0;2
