InertialMeasurementUnit RUA accZ;Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA^ accY;Accelerometer RUA_ accY;InertialMeasurementUnit RLA accX;Accelerometer RWR accY;InertialMeasurementUnit RLA accZ;Accelerometer RUA_ accZ;InertialMeasurementUnit RUA accY
221.0;209.0;-968.0;1051.0;971.0;-787.0;689.0;442.0;-50.0;182.0
208.0;235.0;-962.0;1073.0;952.0;-785.0;705.0;448.0;-16.0;167.0
8.0;157.0;-811.0;931.0;821.0;-758.0;724.0;357.0;-77.0;113.0
202.0;206.0;-968.0;1092.0;968.0;-797.0;707.0;441.0;-50.0;155.0
153.0;368.0;-936.0;1040.0;941.0;-750.0;692.0;440.0;99.0;212.0
233.0;319.0;-956.0;965.0;877.0;-693.0;645.0;506.0;209.0;336.0
190.0;324.0;-864.0;1003.0;879.0;-695.0;634.0;382.0;148.0;296.0
168.0;179.0;-952.0;1073.0;963.0;-842.0;758.0;442.0;71.0;120.0
210.0;194.0;-939.0;987.0;1004.0;-827.0;699.0;390.0;-136.0;97.0
153.0;310.0;-953.0;1060.0;977.0;-812.0;749.0;510.0;108.0;229.0
245.0;180.0;-834.0;1233.0;1068.0;-722.0;627.0;497.0;-18.0;128.0
205.0;237.0;-954.0;1090.0;970.0;-783.0;711.0;428.0;-40.0;168.0
193.0;383.0;-919.0;939.0;994.0;-818.0;532.0;584.0;143.0;126.0
218.0;360.0;-966.0;1032.0;946.0;-795.0;681.0;482.0;100.0;248.0
426.0;610.0;-606.0;848.0;285.0;444.0;-185.0;658.0;389.0;672.0
102.0;30.0;-1400.0;1092.0;1350.0;-1262.0;745.0;612.0;-21.0;243.0
266.0;470.0;-973.0;1043.0;817.0;-582.0;320.0;708.0;322.0;278.0
271.0;133.0;-837.0;979.0;893.0;-828.0;711.0;498.0;65.0;-135.0
129.0;207.0;-915.0;944.0;1132.0;-779.0;630.0;469.0;129.0;287.0
81.0;229.0;-985.0;1401.0;1169.0;-878.0;778.0;264.0;40.0;197.0
253.0;239.0;-941.0;1156.0;836.0;-919.0;824.0;409.0;89.0;-78.0
211.0;393.0;-839.0;1141.0;848.0;-667.0;866.0;493.0;209.0;278.0
201.0;322.0;-935.0;999.0;839.0;-754.0;694.0;304.0;42.0;202.0
233.0;41.0;-992.0;1122.0;998.0;-883.0;796.0;332.0;-26.0;64.0
183.0;44.0;-862.0;1215.0;1239.0;-769.0;882.0;393.0;221.0;202.0
147.0;429.0;-952.0;1017.0;775.0;-578.0;485.0;263.0;-18.0;306.0
103.0;-16.0;-956.0;1177.0;1065.0;-836.0;868.0;382.0;-249.0;145.0
169.0;449.0;-762.0;1013.0;792.0;-616.0;868.0;386.0;141.0;282.0
425.0;832.0;-571.0;579.0;345.0;125.0;-57.0;1023.0;620.0;803.0
290.0;131.0;-851.0;1003.0;898.0;-781.0;683.0;439.0;213.0;27.0
255.0;205.0;-954.0;1087.0;848.0;-574.0;596.0;676.0;-60.0;121.0
306.0;344.0;-1015.0;1000.0;556.0;-311.0;236.0;328.0;-180.0;174.0
215.0;237.0;-1130.0;899.0;1146.0;-1014.0;633.0;524.0;142.0;208.0
159.0;425.0;-1097.0;930.0;865.0;-1030.0;333.0;426.0;180.0;-79.0
227.0;168.0;-984.0;1091.0;1009.0;-886.0;747.0;490.0;90.0;60.0
53.0;330.0;-1021.0;980.0;882.0;-881.0;501.0;453.0;95.0;297.0
202.0;296.0;-775.0;861.0;787.0;-682.0;558.0;400.0;97.0;119.0
161.0;300.0;-937.0;1073.0;971.0;-781.0;681.0;535.0;165.0;259.0
226.0;46.0;-988.0;1090.0;990.0;-890.0;772.0;441.0;140.0;-16.0
-1.0;341.0;-961.0;1007.0;1064.0;-812.0;753.0;505.0;10.0;309.0
228.0;242.0;-808.0;969.0;887.0;-730.0;673.0;398.0;129.0;88.0
102.0;316.0;-960.0;1034.0;815.0;-786.0;527.0;464.0;-85.0;178.0
204.0;361.0;-773.0;1240.0;856.0;-659.0;923.0;417.0;145.0;234.0
178.0;359.0;-740.0;1253.0;693.0;-607.0;1308.0;435.0;161.0;212.0
6.0;256.0;-817.0;1009.0;773.0;-622.0;556.0;388.0;22.0;-71.0
131.0;307.0;-1011.0;1049.0;1054.0;-879.0;736.0;543.0;90.0;224.0
169.0;270.0;-948.0;1166.0;895.0;-475.0;678.0;411.0;-71.0;308.0
184.0;252.0;-834.0;1312.0;961.0;-693.0;1113.0;461.0;112.0;233.0
183.0;496.0;-920.0;1000.0;908.0;-738.0;616.0;502.0;138.0;365.0
-32.0;231.0;-734.0;1045.0;826.0;-698.0;914.0;242.0;-52.0;142.0
117.0;315.0;-888.0;1067.0;940.0;-634.0;681.0;472.0;99.0;399.0
290.0;309.0;-884.0;974.0;813.0;-844.0;641.0;512.0;218.0;0.0
167.0;299.0;-962.0;1054.0;972.0;-835.0;730.0;496.0;110.0;185.0
75.0;274.0;-968.0;1078.0;969.0;-836.0;743.0;446.0;54.0;213.0
56.0;305.0;-974.0;1081.0;972.0;-823.0;753.0;467.0;60.0;281.0
373.0;187.0;-938.0;1066.0;859.0;-875.0;746.0;609.0;82.0;17.0
126.0;376.0;-996.0;1050.0;951.0;-800.0;670.0;312.0;5.0;195.0
312.0;225.0;-971.0;994.0;1039.0;-922.0;621.0;435.0;153.0;-82.0
132.0;281.0;-989.0;1099.0;989.0;-840.0;745.0;494.0;93.0;188.0
320.0;484.0;-632.0;1008.0;505.0;93.0;377.0;440.0;166.0;551.0
161.0;134.0;-1112.0;1046.0;1336.0;-1016.0;898.0;365.0;-20.0;122.0
51.0;164.0;-936.0;1084.0;925.0;-837.0;865.0;382.0;-1.0;139.0
114.0;132.0;-1025.0;1131.0;1048.0;-925.0;814.0;396.0;12.0;55.0
77.0;289.0;-976.0;1078.0;971.0;-836.0;754.0;478.0;80.0;215.0
-16.0;334.0;-1023.0;1021.0;933.0;-935.0;639.0;346.0;19.0;146.0
188.0;276.0;-968.0;1094.0;1009.0;-844.0;737.0;593.0;170.0;178.0
0.0;132.0;-1018.0;1133.0;1045.0;-914.0;836.0;366.0;-90.0;142.0
92.0;346.0;-1014.0;984.0;614.0;-622.0;252.0;116.0;-214.0;99.0
249.0;1009.0;-133.0;290.0;-449.0;729.0;-754.0;669.0;773.0;936.0
177.0;342.0;-949.0;1072.0;981.0;-804.0;755.0;554.0;131.0;262.0
249.0;216.0;-949.0;1083.0;980.0;-826.0;733.0;497.0;90.0;136.0
81.0;336.0;-908.0;1075.0;846.0;-864.0;804.0;426.0;65.0;181.0
13.0;312.0;-985.0;1116.0;767.0;-560.0;617.0;78.0;-145.0;217.0
117.0;298.0;-987.0;1082.0;991.0;-836.0;710.0;508.0;75.0;273.0
290.0;64.0;-1167.0;991.0;1184.0;-1015.0;788.0;672.0;-25.0;101.0
137.0;120.0;-1191.0;1318.0;1305.0;-1049.0;931.0;569.0;136.0;280.0
224.0;296.0;-904.0;830.0;769.0;-814.0;569.0;472.0;163.0;77.0
90.0;180.0;-1071.0;1037.0;1281.0;-960.0;682.0;535.0;-18.0;171.0
244.0;-34.0;-915.0;1097.0;862.0;-747.0;637.0;410.0;-100.0;-274.0
130.0;258.0;-985.0;1067.0;1001.0;-868.0;753.0;472.0;42.0;192.0
15.0;21.0;-985.0;1049.0;985.0;-897.0;780.0;208.0;-43.0;35.0
232.0;83.0;-1297.0;975.0;1036.0;-1156.0;722.0;631.0;152.0;199.0
207.0;57.0;-1206.0;1043.0;1078.0;-1060.0;755.0;483.0;-84.0;15.0
92.0;237.0;-977.0;1087.0;990.0;-850.0;763.0;451.0;76.0;195.0
58.0;239.0;-975.0;1078.0;977.0;-849.0;772.0;453.0;58.0;182.0
-155.0;270.0;-966.0;1278.0;1067.0;-879.0;740.0;200.0;-85.0;153.0
309.0;146.0;-959.0;1109.0;1004.0;-825.0;856.0;620.0;33.0;324.0
62.0;291.0;-979.0;1118.0;979.0;-843.0;718.0;471.0;68.0;221.0
112.0;590.0;-895.0;792.0;647.0;-620.0;23.0;716.0;31.0;444.0
201.0;29.0;-895.0;1150.0;1090.0;-797.0;888.0;470.0;-30.0;90.0
261.0;328.0;-862.0;1009.0;894.0;-706.0;688.0;535.0;221.0;284.0
194.0;342.0;-951.0;1059.0;970.0;-768.0;706.0;469.0;129.0;262.0
-5.0;10.0;-1007.0;1081.0;645.0;-391.0;268.0;439.0;-302.0;-235.0
240.0;255.0;-953.0;909.0;897.0;-780.0;596.0;544.0;-37.0;208.0
122.0;339.0;-907.0;1041.0;896.0;-728.0;600.0;303.0;14.0;271.0
193.0;226.0;-996.0;1020.0;854.0;-927.0;668.0;335.0;212.0;100.0
121.0;285.0;-963.0;1071.0;976.0;-823.0;768.0;505.0;65.0;236.0
73.0;268.0;-961.0;1071.0;963.0;-829.0;764.0;450.0;69.0;233.0
131.0;228.0;-964.0;1070.0;990.0;-824.0;762.0;532.0;60.0;221.0
183.0;347.0;-946.0;1040.0;959.0;-769.0;699.0;491.0;110.0;284.0
177.0;224.0;-744.0;1325.0;1013.0;-647.0;962.0;388.0;102.0;224.0
54.0;273.0;-975.0;1065.0;976.0;-842.0;762.0;448.0;42.0;226.0
-28.0;389.0;-995.0;982.0;910.0;-500.0;556.0;-26.0;-52.0;-35.0
146.0;272.0;-975.0;1075.0;989.0;-837.0;757.0;488.0;95.0;193.0
54.0;282.0;-966.0;1080.0;980.0;-827.0;740.0;456.0;60.0;243.0
285.0;-44.0;-911.0;1149.0;950.0;-512.0;724.0;447.0;-88.0;29.0
63.0;285.0;-977.0;1071.0;988.0;-834.0;730.0;471.0;62.0;269.0
190.0;378.0;-957.0;1045.0;942.0;-790.0;649.0;474.0;173.0;242.0
91.0;277.0;-960.0;1152.0;972.0;-796.0;1034.0;424.0;27.0;347.0
118.0;162.0;-1296.0;887.0;979.0;-1236.0;685.0;440.0;71.0;134.0
159.0;325.0;-898.0;1292.0;889.0;-770.0;939.0;425.0;231.0;211.0
73.0;111.0;-985.0;1124.0;944.0;-657.0;805.0;443.0;-6.0;247.0
211.0;291.0;-873.0;1049.0;824.0;-546.0;633.0;332.0;79.0;244.0
147.0;237.0;-970.0;1080.0;1007.0;-855.0;810.0;471.0;110.0;177.0
767.0;774.0;-271.0;449.0;377.0;-109.0;31.0;942.0;812.0;524.0
238.0;418.0;-920.0;982.0;824.0;-695.0;654.0;468.0;-39.0;168.0
73.0;258.0;-965.0;1049.0;976.0;-831.0;747.0;455.0;66.0;211.0
96.0;278.0;-987.0;1060.0;1000.0;-850.0;742.0;480.0;75.0;226.0
168.0;50.0;-1172.0;1270.0;1127.0;-1051.0;790.0;312.0;146.0;101.0
30.0;271.0;-973.0;1125.0;888.0;-843.0;800.0;267.0;-80.0;237.0
200.0;149.0;-987.0;1100.0;890.0;-692.0;620.0;501.0;-113.0;53.0
31.0;1.0;-963.0;1216.0;1026.0;-792.0;810.0;364.0;-38.0;113.0
215.0;265.0;-903.0;1073.0;858.0;-732.0;742.0;473.0;-70.0;111.0
179.0;346.0;-919.0;990.0;829.0;-804.0;678.0;566.0;62.0;254.0
-22.0;151.0;-970.0;1150.0;1008.0;-879.0;818.0;284.0;35.0;32.0
-47.0;342.0;-968.0;1021.0;931.0;-783.0;622.0;215.0;-66.0;278.0
153.0;190.0;-967.0;1046.0;1143.0;-842.0;841.0;553.0;66.0;191.0
157.0;312.0;-872.0;1103.0;874.0;-708.0;818.0;431.0;151.0;277.0
41.0;270.0;-967.0;1071.0;978.0;-825.0;745.0;452.0;47.0;262.0
170.0;488.0;-938.0;1034.0;814.0;-615.0;433.0;453.0;164.0;333.0
20.0;169.0;-943.0;1031.0;943.0;-835.0;739.0;411.0;99.0;29.0
50.0;243.0;-975.0;1031.0;1028.0;-909.0;698.0;364.0;-25.0;191.0
52.0;267.0;-976.0;1080.0;990.0;-843.0;758.0;457.0;60.0;227.0
168.0;296.0;-977.0;1038.0;546.0;-183.0;134.0;549.0;-148.0;179.0
