InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit BACK gyroZ
-78.0;9;2;-23;33.0;-22.0;-30.0;273;-23;9;-5.0;2.0
-60.0;-21;-1;-23;33.0;-23.0;-26.0;286;-23;-21;43.0;8.0
-288.0;-223;3;-240;-143.0;-12.0;-168.0;327;-240;-223;-206.0;83.0
-50.0;-19;-2;19;-1.0;-37.0;-52.0;306;19;-19;40.0;3.0
-57.0;-30;-5;10;34.0;4.0;-20.0;220;10;-30;0.0;-24.0
-148.0;-15;10;0;-92.0;-73.0;-70.0;276;0;-15;-2.0;23.0
5.0;23;5;40;-7.0;94.0;46.0;306;40;23;52.0;1.0
-41.0;12;-2;15;63.0;-11.0;-15.0;213;15;12;34.0;15.0
18.0;10;-3;-15;9.0;-15.0;-3.0;219;-15;10;-23.0;11.0
-395.0;41;-16;-16;-461.0;596.0;503.0;275;-16;41;985.0;66.0
-58.0;-8;-2;10;24.0;-15.0;-37.0;228;10;-8;30.0;-15.0
-30.0;0;0;0;-8.0;-21.0;-43.0;216;0;0;4.0;6.0
-48.0;10;4;11;-3.0;-38.0;-34.0;223;11;10;-5.0;13.0
-91.0;-2;-7;-11;78.0;9.0;-23.0;214;-11;-2;139.0;-9.0
263.0;-22;5;14;122.0;97.0;289.0;445;14;-22;-48.0;51.0
-49.0;7;-3;-21;16.0;-40.0;-20.0;221;-21;7;13.0;21.0
-65.0;-18;2;-3;-4.0;-23.0;-24.0;218;-3;-18;4.0;23.0
-34.0;4;0;6;-23.0;16.0;16.0;305;6;4;75.0;21.0
-82.0;8;6;-9;9.0;-40.0;-45.0;279;-9;8;-23.0;18.0
-1140.0;-63;258;7;-271.0;-773.0;-1196.0;303;7;-63;-770.0;-202.0
-71.0;-17;-4;38;-25.0;-1.0;-10.0;305;38;-17;19.0;-26.0
-96.0;24;2;1;16.0;-15.0;-26.0;217;1;24;-16.0;-16.0
-77.0;-18;-3;1;77.0;-41.0;-108.0;261;1;-18;52.0;-32.0
-53.0;20;-1;-8;71.0;-46.0;-66.0;215;-8;20;78.0;8.0
-102.0;-22;-2;-7;35.0;4.0;-42.0;278;-7;-22;6.0;12.0
-32.0;8;-2;15;12.0;-22.0;-30.0;222;15;8;4.0;-11.0
-47.0;1;6;-31;1.0;2.0;-51.0;221;-31;1;12.0;-5.0
-61.0;-4;8;-22;17.0;-28.0;-47.0;216;-22;-4;4.0;13.0
-107.0;-9;1;-37;-184.0;-68.0;243.0;284;-37;-9;-127.0;-7.0
-51.0;3;-74;19;-234.0;201.0;36.0;119;19;3;356.0;-220.0
-41.0;-6;3;-7;33.0;15.0;-48.0;214;-7;-6;16.0;-28.0
-71.0;2;1;-10;19.0;-3.0;-25.0;220;-10;2;25.0;-7.0
-34.0;-23;-3;-16;-51.0;-27.0;-91.0;283;-16;-23;-90.0;3.0
-98.0;2;3;-15;10.0;-10.0;-149.0;222;-15;2;-12.0;24.0
-101.0;-4;1;-24;12.0;14.0;-41.0;221;-24;-4;-8.0;-7.0
-86.0;-4;-33;20;224.0;28.0;34.0;225;20;-4;67.0;-93.0
-41.0;-3;-2;-11;35.0;-23.0;-51.0;222;-11;-3;-10.0;-13.0
-67.0;-32;2;5;20.0;-15.0;-2.0;223;5;-32;20.0;-2.0
-155.0;7;6;0;35.0;64.0;-14.0;220;0;7;7.0;-43.0
22.0;-14;22;-21;-26.0;-107.0;-32.0;314;-21;-14;-141.0;48.0
-29.0;102;171;-394;-287.0;-311.0;-84.0;257;-394;102;-197.0;69.0
-75.0;-11;5;7;-6.0;20.0;-24.0;216;7;-11;-25.0;-9.0
-52.0;-7;3;-1;57.0;11.0;-47.0;219;-1;-7;9.0;11.0
-509.0;498;7;-253;-286.0;-256.0;-255.0;283;-253;498;-127.0;-49.0
-90.0;17;1;2;14.0;-9.0;-34.0;222;2;17;-3.0;-4.0
-87.0;12;1;-6;18.0;-22.0;-40.0;221;-6;12;14.0;4.0
-178.0;858;42;-804;-10.0;-267.0;-112.0;331;-804;858;-180.0;-71.0
568.0;-1653;-59;2245;-327.0;507.0;795.0;207;2245;-1653;1018.0;-272.0
-47.0;-1;-1;18;14.0;-45.0;-32.0;223;18;-1;22.0;-11.0
-75.0;18;6;-18;1.0;-27.0;-47.0;222;-18;18;-18.0;-18.0
-93.0;-5;3;-19;42.0;-29.0;-40.0;218;-19;-5;12.0;21.0
-71.0;-30;1;5;45.0;-5.0;-43.0;214;5;-30;10.0;-7.0
-361.0;-5;1951;-144;501.0;28.0;-422.0;-30;-144;-5;18.0;243.0
-78.0;-3;5;27;-12.0;-12.0;-34.0;220;27;-3;22.0;17.0
-66.0;-5;-1;17;42.0;-24.0;-35.0;215;17;-5;22.0;-4.0
-84.0;-31;6;6;15.0;-16.0;-49.0;220;6;-31;3.0;0.0
-41.0;-28;6;-3;11.0;3.0;-47.0;220;-3;-28;25.0;9.0
-37.0;-2;2;3;12.0;-35.0;27.0;219;3;-2;34.0;-6.0
-68.0;-15;1;36;-32.0;-45.0;-20.0;216;36;-15;6.0;-15.0
-148.0;7;-5;-9;15.0;-7.0;-34.0;226;-9;7;16.0;15.0
-94.0;11;1;0;44.0;-30.0;-42.0;219;0;11;21.0;-28.0
-112.0;-1;0;-21;1.0;-37.0;-48.0;219;-21;-1;17.0;0.0
-276.0;-27;-2;-13;-150.0;-29.0;-132.0;277;-13;-27;66.0;-37.0
-65.0;-31;-4;10;20.0;2.0;-48.0;220;10;-31;18.0;-26.0
-62.0;-9;-1;5;50.0;-11.0;-30.0;217;5;-9;34.0;-26.0
-58.0;30;3;-10;37.0;-3.0;-47.0;223;-10;30;4.0;-11.0
-73.0;14;0;7;-5.0;-18.0;-35.0;218;7;14;-14.0;-15.0
-99.0;-20;3;1;43.0;-18.0;-53.0;282;1;-20;25.0;-10.0
-63.0;8;4;26;30.0;-21.0;-54.0;230;26;8;4.0;-37.0
-92.0;-3;4;-7;74.0;74.0;1.0;223;-7;-3;-3.0;-43.0
-86.0;-28;-1;-14;53.0;-18.0;16.0;219;-14;-28;-12.0;-13.0
-253.0;27;-144;-53;-438.0;-320.0;34.0;120;-53;27;54.0;-477.0
-29.0;-5;-4;10;-270.0;3.0;10.0;303;10;-5;117.0;-20.0
-323.0;-23;-3;-13;21.0;316.0;27.0;222;-13;-23;83.0;-153.0
-567.0;-11;4;4;7.0;-45.0;-143.0;219;4;-11;30.0;-19.0
-69.0;-9;0;4;31.0;-3.0;-32.0;216;4;-9;20.0;-11.0
-64.0;-7;-2;9;-4.0;-8.0;-38.0;215;9;-7;-13.0;8.0
2081.0;-19;-1;-16;99.0;-145.0;204.0;219;-16;-19;97.0;54.0
-53.0;9;-8;2;40.0;-91.0;-34.0;268;2;9;-55.0;-14.0
31.0;-27;0;38;-172.0;-179.0;-67.0;219;38;-27;-466.0;-22.0
-67.0;9;0;1;10.0;-7.0;-23.0;217;1;9;29.0;-9.0
-98.0;-29;-3;-6;14.0;-30.0;-38.0;257;-6;-29;48.0;-3.0
-736.0;-101;-426;67;1197.0;141.0;-474.0;52;67;-101;423.0;34.0
-277.0;4;11;-6;137.0;258.0;-129.0;227;-6;4;233.0;-209.0
-80.0;-24;4;-16;32.0;-33.0;-54.0;260;-16;-24;14.0;14.0
-188.0;13;-2;-2;-126.0;-6.0;-57.0;241;-2;13;382.0;28.0
670.0;303;2;-992;-557.0;326.0;601.0;265;-992;303;588.0;-267.0
-58.0;6;9;-25;46.0;9.0;-48.0;252;-25;6;19.0;-26.0
-63.0;5;7;-25;26.0;-11.0;-33.0;253;-25;5;0.0;-33.0
-68.0;-8;3;10;-10.0;-9.0;-22.0;221;10;-8;1.0;-31.0
-95.0;6;7;-25;55.0;-14.0;-60.0;253;-25;6;22.0;-20.0
-210.0;-1;-1;1;331.0;21.0;-768.0;275;1;-1;378.0;-200.0
-106.0;26;-1;-46;57.0;98.0;50.0;249;-46;26;280.0;2.0
-1.0;-32;6;-29;116.0;-22.0;-54.0;158;-29;-32;-20.0;11.0
-68.0;-7;-2;8;30.0;-5.0;-22.0;294;8;-7;-38.0;6.0
-32.0;-15;-5;13;83.0;0.0;-17.0;214;13;-15;5.0;-19.0
-91.0;-2;-1;-9;-7.0;10.0;-39.0;218;-9;-2;30.0;0.0
265.0;1018;7;567;-84.0;153.0;300.0;248;567;1018;28.0;-40.0
-81.0;1;-7;-14;24.0;-21.0;-20.0;263;-14;1;17.0;22.0
-37.0;-11;-5;-4;45.0;-25.0;-28.0;262;-4;-11;35.0;7.0
-40.0;-21;-6;-12;14.0;-11.0;-35.0;218;-12;-21;-18.0;15.0
-87.0;4;-3;14;35.0;-12.0;-43.0;223;14;4;70.0;16.0
159.0;-25;-2;17;1477.0;263.0;268.0;279;17;-25;354.0;-61.0
-529.0;-353;-856;-1577;-138.0;-131.0;-322.0;197;-1577;-353;196.0;317.0
-284.0;-355;-187;-910;482.0;331.0;-371.0;-397;-910;-355;154.0;107.0
-50.0;2;4;-41;59.0;-7.0;-9.0;267;-41;2;41.0;0.0
-48.0;-1650;17;-1892;-524.0;331.0;-7.0;129;-1892;-1650;334.0;321.0
-907.0;-1908;-16;1274;110.0;-94.0;-265.0;240;1274;-1908;-126.0;-39.0
-26.0;-14;2;21;-476.0;114.0;-7.0;282;21;-14;268.0;-41.0
-73.0;3;4;10;33.0;-13.0;-32.0;220;10;3;5.0;-6.0
-50.0;-29;1;-3;14.0;-22.0;-37.0;293;-3;-29;-7.0;8.0
-69.0;-7;6;-14;153.0;13.0;-8.0;275;-14;-7;-314.0;4.0
371.0;-1117;129;-1270;271.0;536.0;318.0;263;-1270;-1117;197.0;-64.0
-42.0;-28;6;-14;16.0;1.0;-55.0;260;-14;-28;15.0;-8.0
54.0;12;3;0;51.0;49.0;91.0;311;0;12;88.0;10.0
-207.0;11;6;3;70.0;-37.0;-83.0;259;3;11;-183.0;76.0
-75.0;-19;-4;-11;531.0;5.0;-60.0;216;-11;-19;49.0;4.0
-97.0;17;-3;-58;28.0;-45.0;-84.0;278;-58;17;8.0;24.0
-58.0;10;0;12;32.0;-20.0;-57.0;223;12;10;26.0;6.0
476.0;-760;-12;338;39.0;91.0;661.0;180;338;-760;-370.0;-82.0
-33.0;0;-4;4;30.0;-20.0;-52.0;299;4;0;-25.0;-25.0
-96.0;-4;-4;5;17.0;-14.0;-61.0;299;5;-4;-16.0;-26.0
-56.0;-490;-69;798;426.0;-141.0;-149.0;206;798;-490;-56.0;56.0
-72.0;-25;2;-6;32.0;-11.0;-14.0;287;-6;-25;-17.0;5.0
-52.0;-17;2;-11;14.0;-6.0;-29.0;286;-11;-17;4.0;-13.0
636.0;-1991;-53;-86;-261.0;-1.0;878.0;289;-86;-1991;-87.0;48.0
-711.0;4;-141;-22;-184.0;116.0;-26.0;415;-22;4;162.0;5.0
-13.0;-14;-2;-23;-94.0;32.0;-9.0;213;-23;-14;112.0;-34.0
-247.0;-24;692;11;-361.0;188.0;643.0;-43;11;-24;98.0;-370.0
-62.0;0;2;9;-11.0;-20.0;-37.0;225;9;0;-30.0;8.0
-43.0;8;-2;7;-9.0;1.0;-34.0;226;7;8;-16.0;8.0
288.0;42;6;-33;3.0;-693.0;2.0;251;-33;42;-573.0;71.0
-56.0;-15;-1;12;-165.0;83.0;36.0;249;12;-15;53.0;50.0
-65.0;1;2;3;21.0;21.0;-27.0;223;3;1;5.0;26.0
-58.0;19;2;8;-144.0;-23.0;-37.0;217;8;19;-79.0;-47.0
680.0;-833;-7;-278;-727.0;240.0;770.0;259;-278;-833;417.0;216.0
-77.0;-15;-1;-15;-23.0;-42.0;-73.0;215;-15;-15;-89.0;41.0
-62.0;-34;2;-10;53.0;8.0;-47.0;222;-10;-34;16.0;-17.0
-276.0;-72;417;-45;880.0;-279.0;-430.0;-349;-45;-72;-804.0;-41.0
-82.0;-5;-1;-18;225.0;-15.0;-39.0;213;-18;-5;135.0;23.0
-155.0;43;3;-27;121.0;-184.0;-219.0;280;-27;43;113.0;51.0
-69.0;-14;1;-5;86.0;-3.0;-77.0;218;-5;-14;59.0;3.0
-71.0;7;4;1;52.0;-18.0;-56.0;218;1;7;9.0;-14.0
-88.0;-7;3;12;92.0;-42.0;-37.0;288;12;-7;14.0;11.0
-100.0;0;-5;20;68.0;-18.0;-52.0;310;20;0;10.0;22.0
-152.0;10;1;-1;129.0;-39.0;-112.0;275;-1;10;42.0;-1.0
-205.0;-14;-278;-17;125.0;-249.0;115.0;325;-17;-14;-515.0;40.0
-65.0;-9;-3;-5;20.0;-4.0;-32.0;273;-5;-9;31.0;15.0
-59.0;9;-1;0;12.0;-18.0;-34.0;266;0;9;-30.0;-19.0
-37.0;-24;0;-14;39.0;-12.0;-10.0;268;-14;-24;11.0;14.0
219.0;-74;-69;101;-560.0;-39.0;121.0;-104;101;-74;36.0;-296.0
-62.0;8;-4;-7;24.0;3.0;-48.0;309;-7;8;7.0;4.0
-77.0;-19;3;-13;8.0;11.0;-54.0;308;-13;-19;-16.0;-2.0
-96.0;-27;-1173;-7;-381.0;7.0;-17.0;1266;-7;-27;113.0;-63.0
-19.0;6;1;-2;260.0;-20.0;14.0;280;-2;6;-62.0;6.0
-147.0;-30;0;-18;-65.0;-75.0;-54.0;210;-18;-30;160.0;-87.0
-40.0;-16;0;-7;55.0;-42.0;-43.0;250;-7;-16;-3.0;24.0
-146.0;8;-6;-28;330.0;-3.0;13.0;282;-28;8;-221.0;61.0
2094.0;-1024;-79;1964;-65.0;347.0;1621.0;169;1964;-1024;719.0;-266.0
515.0;18;-1;-1;119.0;-5.0;-49.0;215;-1;18;-49.0;0.0
224.0;4624;239;-1931;-442.0;267.0;286.0;296;-1931;4624;424.0;-194.0
-358.0;61;-14;-20;288.0;63.0;415.0;256;-20;61;309.0;-353.0
-448.0;1;-2;-6;186.0;-320.0;-476.0;303;-6;1;-180.0;16.0
-107.0;-9;-4;16;2.0;-23.0;-24.0;308;16;-9;10.0;-7.0
-63.0;-27;1;-10;28.0;-36.0;-47.0;215;-10;-27;-9.0;19.0
-47.0;19;1;-8;-10.0;-27.0;-11.0;221;-8;19;-53.0;2.0
-80.0;-9;3;2;34.0;-3.0;-8.0;219;2;-9;29.0;-10.0
146.0;-6;-1;-45;158.0;103.0;95.0;300;-45;-6;137.0;-31.0
-77.0;-17;-1;1;20.0;-21.0;-24.0;317;1;-17;-10.0;-15.0
-49.0;-14;-6;4;44.0;-31.0;-29.0;214;4;-14;8.0;21.0
-67.0;-9;3;10;28.0;-29.0;-58.0;310;10;-9;-30.0;-15.0
-82.0;-14;-1;31;-167.0;-31.0;-68.0;285;31;-14;205.0;6.0
-35.0;-7;-7;3;52.0;-10.0;-10.0;308;3;-7;12.0;-26.0
-237.0;12;0;-7;68.0;-202.0;-253.0;341;-7;12;-160.0;25.0
-133.0;4;-1;-8;-6.0;-77.0;-80.0;311;-8;4;-56.0;17.0
-1590.0;-216;-2296;-37;941.0;-542.0;-1578.0;537;-37;-216;-602.0;386.0
-204.0;368;2271;-296;-548.0;-12.0;166.0;953;-296;368;274.0;-427.0
-83.0;1;5;-35;-139.0;-79.0;-147.0;247;-35;1;-153.0;25.0
-71.0;25;-1;16;-20.0;-3.0;-44.0;300;16;25;30.0;6.0
-67.0;-20;2;9;33.0;-3.0;-36.0;211;9;-20;8.0;-11.0
-50.0;-35;-1;-6;29.0;-23.0;-28.0;216;-6;-35;12.0;20.0
-83.0;23;-137;-29;162.0;-19.0;21.0;444;-29;23;-25.0;47.0
-34.0;5;1;-15;46.0;26.0;15.0;281;-15;5;25.0;-11.0
-59.0;4;1;-6;49.0;8.0;-23.0;270;-6;4;0.0;-5.0
17.0;-15;1;13;-376.0;54.0;50.0;275;13;-15;-203.0;-16.0
256.0;-33;-305;-5;33.0;95.0;275.0;109;-5;-33;214.0;-423.0
-110.0;-1137;-225;-1126;151.0;-22.0;-157.0;-7;-1126;-1137;-166.0;382.0
-74.0;6;-2;-26;38.0;-23.0;-42.0;273;-26;6;34.0;3.0
-56.0;-22;-1;-2;27.0;-37.0;-41.0;221;-2;-22;17.0;4.0
-817.0;-33;-636;-63;659.0;-706.0;-935.0;473;-63;-33;-758.0;272.0
-69.0;6;-2;-26;26.0;-36.0;-34.0;272;-26;6;3.0;-23.0
-126.0;-34;6;-12;0.0;-21.0;-59.0;264;-12;-34;-41.0;-3.0
-162.0;-23;-6;2;-67.0;102.0;-140.0;362;2;-23;77.0;72.0
-407.0;1551;-14;3718;264.0;-524.0;-255.0;322;3718;1551;-166.0;178.0
-14.0;-33;5;-17;28.0;5.0;-34.0;217;-17;-33;20.0;-10.0
-246.0;21;-4;-22;-238.0;160.0;-26.0;303;-22;21;-12.0;36.0
131.0;-1215;-64;1774;439.0;-65.0;109.0;277;1774;-1215;-5.0;72.0
-95.0;-8;-4;-12;128.0;-37.0;-35.0;308;-12;-8;-105.0;30.0
-23.0;3;-2;-7;90.0;-4.0;39.0;279;-7;3;-24.0;-22.0
-83.0;4;0;4;71.0;-54.0;-38.0;270;4;4;-24.0;5.0
-362.0;2;574;-53;-90.0;-84.0;-155.0;2;-53;2;-3.0;-307.0
-73.0;-21;-2;-30;36.0;-21.0;-52.0;279;-30;-21;9.0;15.0
-48.0;-2;2;9;91.0;-34.0;4.0;258;9;-2;-39.0;-22.0
84.0;-179;15;-931;48.0;292.0;225.0;252;-931;-179;334.0;-19.0
-64.0;-10;2;1;10.0;-23.0;15.0;278;1;-10;60.0;-26.0
-47.0;-13;2;-21;47.0;-20.0;-40.0;277;-21;-13;42.0;-7.0
-49.0;-1;-2;22;19.0;-12.0;-19.0;278;22;-1;14.0;21.0
-106.0;4;1;-14;179.0;1.0;-38.0;224;-14;4;-6.0;-11.0
-1146.0;1513;-31;2201;203.0;-913.0;-1085.0;214;2201;1513;-966.0;624.0
-366.0;-22;19;-35;414.0;-845.0;-735.0;279;-35;-22;-891.0;369.0
-57.0;23;1;-4;41.0;-19.0;-53.0;277;-4;23;21.0;-11.0
-314.0;-13;-1;-32;114.0;77.0;-191.0;219;-32;-13;651.0;0.0
-63.0;-18;1;-20;834.0;84.0;-78.0;303;-20;-18;469.0;25.0
-80.0;-4;-2;-15;72.0;-34.0;-59.0;280;-15;-4;-1.0;-16.0
-71.0;-37;-4;-4;75.0;-24.0;-31.0;277;-4;-37;24.0;2.0
-202.0;11;-17;7;-176.0;226.0;-140.0;265;7;11;1544.0;-6.0
-148.0;-60;-33;14;49.0;92.0;-67.0;264;14;-60;272.0;-58.0
-48.0;-9;3;-6;44.0;23.0;-28.0;295;-6;-9;61.0;-27.0
-74.0;-16;-13;-26;55.0;-30.0;-67.0;272;-26;-16;3.0;0.0
-1941.0;-10;-268;44;939.0;-687.0;-1699.0;557;44;-10;-1179.0;130.0
1031.0;-14;-151;1915;-47.0;17.0;1149.0;248;1915;-14;170.0;112.0
14.0;-12;-5;2;-14.0;15.0;-37.0;216;2;-12;14.0;-28.0
-654.0;1562;66;-2875;63.0;-106.0;-619.0;694;-2875;1562;-132.0;398.0
-103.0;15;5;-24;-130.0;193.0;-41.0;256;-24;15;271.0;114.0
-65.0;-6;-1;25;-2.0;12.0;-52.0;211;25;-6;-16.0;-11.0
752.0;-15;-1;-28;-38.0;113.0;479.0;211;-28;-15;52.0;-117.0
-543.0;-5;0;-3;-594.0;-211.0;-455.0;262;-3;-5;185.0;-16.0
44.0;14;2;-11;38.0;85.0;-162.0;220;-11;14;15.0;15.0
-80.0;27;-5;-5;47.0;64.0;-15.0;219;-5;27;30.0;10.0
-154.0;892;-17;1807;-7.0;-156.0;-76.0;265;1807;892;115.0;53.0
-38.0;14;-2;-50;1556.0;-300.0;-327.0;294;-50;14;-882.0;54.0
238.0;11;-3;11;427.0;-21.0;147.0;324;11;11;-375.0;-50.0
219.0;1261;-262;-1421;-584.0;277.0;298.0;-38;-1421;1261;340.0;-229.0
-66.0;6;-3;-5;112.0;-83.0;-45.0;253;-5;6;87.0;-20.0
-187.0;10;-21;-14;-441.0;49.0;-126.0;261;-14;10;551.0;-56.0
160.0;8;1;9;21.0;-49.0;12.0;216;9;8;-2.0;25.0
619.0;-172;-55;1895;-456.0;436.0;797.0;228;1895;-172;1005.0;-159.0
41.0;-24;1;-15;117.0;-83.0;-170.0;283;-15;-24;116.0;7.0
-55.0;1;-5;-13;-273.0;7.0;-9.0;221;-13;1;-1019.0;19.0
-145.0;-5;-3;2;-1080.0;76.0;-24.0;259;2;-5;730.0;0.0
1.0;-35;2;-23;7.0;25.0;-94.0;290;-23;-35;87.0;-48.0
47.0;20;-9;-15;-376.0;300.0;32.0;269;-15;20;317.0;-85.0
-63.0;20;5;-5;140.0;23.0;-39.0;221;-5;20;94.0;12.0
-35.0;-8;3;-20;51.0;308.0;65.0;221;-20;-8;24.0;-78.0
1120.0;27;-1;-1;31.0;-33.0;-54.0;222;-1;27;5.0;6.0
-41.0;-4;0;-4;-15.0;11.0;-43.0;213;-4;-4;-20.0;4.0
7.0;-12;-19;10;19.0;-298.0;-190.0;248;10;-12;-65.0;87.0
280.0;-1;7;9;-18.0;23.0;-7.0;226;9;-1;8.0;-27.0
165.0;-8;-32;-17;-68.0;148.0;215.0;239;-17;-8;384.0;9.0
55.0;25;-45;-15;-112.0;582.0;354.0;434;-15;25;483.0;-175.0
-124.0;-18;13;13;-919.0;-61.0;-163.0;272;13;-18;-263.0;-13.0
-63.0;2259;4;209;20.0;-103.0;26.0;309;209;2259;33.0;48.0
-1637.0;2631;55;442;1073.0;-1574.0;-1463.0;251;442;2631;-1281.0;719.0
-193.0;-39;4;-8;322.0;-136.0;-102.0;275;-8;-39;-557.0;39.0
-95.0;-2;2;-23;-2311.0;-127.0;-87.0;243;-23;-2;64.0;-225.0
-1610.0;30;-6;11;-90.0;32.0;-604.0;217;11;30;121.0;-47.0
191.0;11;58;6;-964.0;329.0;331.0;391;6;11;353.0;-354.0
-111.0;12;0;10;-15.0;43.0;349.0;220;10;12;45.0;36.0
-539.0;-80;87;412;-43.0;-557.0;-319.0;172;412;-80;-667.0;-188.0
-76.0;-32;-1;14;-505.0;-39.0;-60.0;218;14;-32;-20.0;-14.0
-45.0;92;554;-500;-517.0;117.0;2.0;-79;-500;92;-8.0;-278.0
-689.0;-56;-112;34;435.0;-363.0;-544.0;-16;34;-56;-596.0;-14.0
18.0;10;1;-10;40.0;29.0;-26.0;219;-10;10;30.0;-24.0
1489.0;-43;-252;-5;-171.0;953.0;1372.0;282;-5;-43;547.0;-213.0
-1174.0;697;-88;-776;386.0;-994.0;-874.0;276;-776;697;-1082.0;579.0
403.0;-3755;145;1234;-846.0;825.0;487.0;246;1234;-3755;743.0;-308.0
309.0;-6;-2;-6;-341.0;245.0;410.0;309;-6;-6;264.0;-37.0
-1732.0;14;2;4;78.0;72.0;369.0;248;4;14;230.0;3.0
-235.0;1321;4;-1622;815.0;-367.0;-250.0;252;-1622;1321;-235.0;104.0
603.0;3;39;-20;-845.0;600.0;649.0;271;-20;3;928.0;-147.0
-45.0;-9;0;-32;20.0;-47.0;-48.0;222;-32;-9;8.0;38.0
1145.0;-2068;62;-3026;-1165.0;874.0;894.0;243;-3026;-2068;823.0;77.0
-264.0;-52;-1392;78;893.0;-173.0;-112.0;-45;78;-52;-327.0;-250.0
