Accelerometer LUA^ accY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit LLA magneticZ;InertialMeasurementUnit LUA accX
718.0;198.0;-54.0;-4.0;-29.0;-811.0
710.0;180.0;-73.0;-66.0;-66.0;-937.0
700.0;165.0;-61.0;-88.0;-59.0;-841.0
933.0;68.0;-14.0;-208.0;87.0;-755.0
886.0;-1.0;64.0;-294.0;90.0;-870.0
792.0;67.0;-56.0;-235.0;61.0;-875.0
829.0;130.0;-33.0;-135.0;-28.0;-710.0
897.0;136.0;-63.0;-186.0;71.0;-805.0
819.0;-12.0;-62.0;-298.0;44.0;-889.0
860.0;7.0;-67.0;-292.0;17.0;-935.0
864.0;23.0;-76.0;-281.0;12.0;-924.0
899.0;128.0;-119.0;-241.0;-38.0;-766.0
892.0;124.0;-104.0;-246.0;-62.0;-823.0
782.0;129.0;-156.0;-201.0;9.0;-937.0
738.0;110.0;-169.0;-209.0;12.0;-777.0
836.0;133.0;-97.0;-269.0;-94.0;-875.0
832.0;49.0;-95.0;-256.0;9.0;-854.0
805.0;137.0;-93.0;-236.0;-106.0;-942.0
798.0;143.0;-83.0;-207.0;-100.0;-967.0
994.0;55.0;-285.0;-234.0;-104.0;-890.0
755.0;149.0;-69.0;-193.0;-84.0;-887.0
762.0;154.0;-59.0;-197.0;-63.0;-977.0
835.0;124.0;-37.0;-185.0;-7.0;-913.0
920.0;123.0;-35.0;-187.0;-12.0;-893.0
939.0;124.0;-28.0;-189.0;-11.0;-930.0
866.0;120.0;-19.0;-160.0;-38.0;-917.0
878.0;115.0;-16.0;-156.0;-47.0;-904.0
748.0;111.0;-12.0;-148.0;-50.0;-886.0
769.0;35.0;95.0;-143.0;71.0;-772.0
808.0;108.0;-5.0;-136.0;-39.0;-956.0
726.0;146.0;140.0;52.0;48.0;-922.0
855.0;96.0;76.0;-93.0;56.0;-1020.0
771.0;185.0;32.0;3.0;-71.0;-865.0
925.0;245.0;-260.0;-134.0;-87.0;-963.0
799.0;184.0;-214.0;-167.0;-29.0;-888.0
874.0;6.0;28.0;-266.0;120.0;-886.0
807.0;145.0;-236.0;-201.0;-42.0;-802.0
818.0;83.0;-321.0;-225.0;-41.0;-947.0
769.0;62.0;-182.0;-243.0;-62.0;-841.0
801.0;65.0;-159.0;-243.0;-21.0;-853.0
854.0;77.0;-145.0;-249.0;88.0;-890.0
731.0;132.0;-121.0;-170.0;-117.0;-961.0
802.0;178.0;-130.0;-119.0;4.0;-720.0
902.0;193.0;-149.0;-118.0;-18.0;-874.0
915.0;306.0;-322.0;-82.0;-422.0;-918.0
868.0;141.0;-423.0;-157.0;-46.0;-931.0
916.0;308.0;-209.0;-242.0;-376.0;-645.0
852.0;96.0;-237.0;-110.0;35.0;-865.0
859.0;115.0;-210.0;-66.0;-7.0;-799.0
778.0;125.0;-200.0;-69.0;2.0;-781.0
772.0;127.0;-178.0;-76.0;8.0;-755.0
732.0;165.0;-125.0;-85.0;-147.0;-791.0
786.0;124.0;-128.0;-82.0;7.0;-839.0
759.0;321.0;-236.0;-81.0;-372.0;-704.0
761.0;180.0;-146.0;-89.0;88.0;-698.0
803.0;149.0;-128.0;-61.0;22.0;-773.0
852.0;154.0;-124.0;-64.0;19.0;-967.0
775.0;171.0;-128.0;-65.0;36.0;-930.0
732.0;304.0;-301.0;29.0;-207.0;-788.0
909.0;177.0;-117.0;-97.0;102.0;-974.0
906.0;171.0;-129.0;-91.0;6.0;-949.0
840.0;145.0;-164.0;-102.0;-2.0;-813.0
895.0;184.0;-209.0;-27.0;-11.0;-935.0
745.0;178.0;-214.0;-168.0;-30.0;-803.0
875.0;136.0;-135.0;-249.0;-21.0;-688.0
840.0;-140.0;-92.0;-472.0;213.0;-875.0
923.0;226.0;-128.0;-247.0;9.0;-931.0
901.0;173.0;-107.0;-317.0;7.0;-925.0
1004.0;114.0;-311.0;84.0;719.0;-723.0
800.0;9.0;-165.0;-395.0;15.0;-787.0
864.0;91.0;244.0;-16.0;56.0;-880.0
940.0;33.0;21.0;-471.0;83.0;-1013.0
757.0;116.0;-38.0;-252.0;132.0;-779.0
737.0;198.0;-218.0;-75.0;169.0;-752.0
905.0;64.0;-11.0;-394.0;117.0;-1008.0
1003.0;535.0;-679.0;242.0;-505.0;-984.0
885.0;136.0;145.0;-15.0;-14.0;-804.0
746.0;113.0;-34.0;-243.0;132.0;-816.0
751.0;109.0;-32.0;-235.0;129.0;-799.0
715.0;66.0;-236.0;-3.0;674.0;-552.0
483.0;269.0;-82.0;-25.0;-195.0;-552.0
828.0;11.0;-20.0;-285.0;159.0;-913.0
996.0;141.0;-326.0;-61.0;245.0;-1152.0
883.0;376.0;-644.0;62.0;-335.0;-899.0
823.0;314.0;-603.0;35.0;-217.0;-850.0
325.0;356.0;-321.0;398.0;-631.0;-366.0
764.0;19.0;-124.0;-299.0;29.0;-815.0
1231.0;90.0;-237.0;-152.0;138.0;-938.0
765.0;49.0;65.0;-191.0;74.0;-739.0
798.0;-13.0;-34.0;-315.0;18.0;-781.0
1042.0;146.0;18.0;-2.0;-30.0;-1148.0
866.0;-93.0;-203.0;-150.0;491.0;-1198.0
850.0;63.0;-449.0;-362.0;-85.0;-1242.0
861.0;513.0;-553.0;-158.0;-610.0;-897.0
932.0;-226.0;-177.0;-568.0;68.0;-1000.0
1042.0;-23.0;3.0;-307.0;90.0;-1085.0
939.0;83.0;-1.0;-328.0;-17.0;-954.0
924.0;87.0;-3.0;-323.0;-12.0;-955.0
933.0;149.0;-351.0;-4.0;256.0;-854.0
926.0;-84.0;40.0;-350.0;130.0;-972.0
1015.0;164.0;-68.0;-134.0;-53.0;-961.0
1035.0;-19.0;-299.0;-253.0;40.0;-1015.0
875.0;36.0;-311.0;-205.0;114.0;-881.0
1064.0;-50.0;-81.0;-361.0;152.0;-1037.0
929.0;9.0;248.0;-71.0;113.0;-960.0
119.0;-404.0;617.0;-479.0;-63.0;-407.0
817.0;-94.0;73.0;-341.0;276.0;-829.0
1068.0;159.0;-80.0;-154.0;-55.0;-1010.0
966.0;77.0;-2.0;-284.0;18.0;-1012.0
918.0;210.0;-456.0;1.0;296.0;-955.0
1182.0;-45.0;-195.0;-381.0;36.0;-1059.0
802.0;37.0;-24.0;-251.0;137.0;-1017.0
1041.0;29.0;110.0;-49.0;38.0;-953.0
938.0;29.0;110.0;-70.0;-69.0;-967.0
920.0;30.0;102.0;-79.0;-111.0;-777.0
960.0;55.0;-15.0;-230.0;129.0;-1008.0
997.0;63.0;25.0;-51.0;-261.0;-1011.0
968.0;94.0;-20.0;-299.0;4.0;-858.0
932.0;7.0;74.0;-293.0;62.0;-859.0
996.0;113.0;60.0;-1.0;-121.0;-839.0
813.0;207.0;42.0;74.0;-63.0;-1167.0
985.0;18.0;-38.0;-342.0;190.0;-590.0
891.0;61.0;-45.0;-201.0;52.0;-673.0
947.0;67.0;-62.0;-201.0;42.0;-680.0
709.0;-20.0;13.0;-307.0;140.0;-756.0
758.0;154.0;-461.0;-170.0;-185.0;-812.0
814.0;258.0;-287.0;-147.0;-59.0;-825.0
909.0;132.0;-561.0;-112.0;-223.0;-951.0
826.0;64.0;252.0;-108.0;-1.0;-1036.0
885.0;57.0;-148.0;-327.0;72.0;-811.0
754.0;22.0;-2.0;-324.0;0.0;-957.0
945.0;325.0;-472.0;-56.0;-28.0;-1041.0
977.0;132.0;-374.0;-179.0;-60.0;-882.0
802.0;216.0;-237.0;-138.0;-58.0;-724.0
856.0;73.0;124.0;-36.0;-12.0;-785.0
978.0;82.0;-6.0;-278.0;13.0;-1003.0
959.0;87.0;-10.0;-275.0;7.0;-996.0
1003.0;89.0;106.0;-19.0;-20.0;-818.0
877.0;103.0;-126.0;-252.0;145.0;-955.0
949.0;109.0;-246.0;-145.0;531.0;-1089.0
876.0;-23.0;-278.0;-334.0;541.0;-930.0
947.0;-166.0;159.0;-602.0;168.0;-971.0
900.0;79.0;-143.0;-257.0;137.0;-918.0
712.0;218.0;-350.0;-68.0;23.0;-835.0
933.0;338.0;-523.0;-12.0;204.0;-972.0
921.0;-128.0;299.0;-271.0;-156.0;-936.0
796.0;37.0;85.0;-24.0;-175.0;-982.0
829.0;-168.0;106.0;7.0;-282.0;-849.0
948.0;97.0;-19.0;-307.0;7.0;-852.0
916.0;103.0;-20.0;-317.0;9.0;-871.0
808.0;54.0;65.0;-23.0;-181.0;-861.0
865.0;236.0;-599.0;-519.0;-306.0;-899.0
902.0;124.0;-476.0;-361.0;-122.0;-988.0
855.0;60.0;58.0;-24.0;-188.0;-918.0
770.0;217.0;-398.0;-630.0;-558.0;-694.0
872.0;65.0;53.0;-28.0;-194.0;-935.0
984.0;66.0;-78.0;-197.0;43.0;-708.0
911.0;60.0;-80.0;-202.0;65.0;-695.0
934.0;29.0;-58.0;-197.0;132.0;-753.0
995.0;-105.0;-212.0;-278.0;121.0;-966.0
921.0;-8.0;-170.0;-220.0;95.0;-974.0
970.0;-165.0;-295.0;-384.0;89.0;-1173.0
953.0;-308.0;-157.0;-569.0;314.0;-1024.0
713.0;0.0;60.0;-247.0;32.0;-949.0
910.0;27.0;-81.0;-336.0;22.0;-859.0
763.0;49.0;-262.0;-316.0;-24.0;-743.0
743.0;129.0;-249.0;-220.0;-64.0;-781.0
935.0;111.0;-22.0;-328.0;10.0;-880.0
1016.0;8.0;-3.0;-300.0;122.0;-886.0
731.0;169.0;-217.0;-167.0;-26.0;-755.0
769.0;38.0;-84.0;-326.0;22.0;-759.0
658.0;347.0;-537.0;145.0;-162.0;-616.0
1032.0;6.0;19.0;-270.0;122.0;-805.0
939.0;6.0;30.0;-259.0;123.0;-826.0
1150.0;-34.0;280.0;-209.0;-85.0;-854.0
827.0;109.0;-80.0;-306.0;132.0;-915.0
698.0;170.0;71.0;-79.0;-230.0;-864.0
994.0;263.0;2.0;62.0;-160.0;-980.0
749.0;25.0;91.0;-122.0;124.0;-799.0
689.0;9.0;-40.0;-231.0;81.0;-763.0
816.0;102.0;-109.0;-310.0;43.0;-897.0
790.0;26.0;93.0;-113.0;119.0;-751.0
891.0;257.0;-35.0;104.0;54.0;-861.0
963.0;189.0;-210.0;-149.0;-34.0;-793.0
808.0;201.0;27.0;46.0;-75.0;-920.0
885.0;29.0;91.0;-107.0;110.0;-761.0
1051.0;25.0;139.0;-139.0;163.0;-838.0
614.0;-45.0;249.0;-158.0;133.0;-868.0
709.0;90.0;-56.0;-261.0;50.0;-728.0
702.0;109.0;-39.0;-244.0;47.0;-772.0
1012.0;141.0;78.0;-37.0;-3.0;-800.0
959.0;113.0;101.0;-71.0;45.0;-848.0
745.0;37.0;-47.0;-205.0;110.0;-1002.0
735.0;6.0;-22.0;-285.0;198.0;-998.0
969.0;123.0;-329.0;24.0;-3.0;-1019.0
809.0;-290.0;378.0;-429.0;428.0;-870.0
1008.0;103.0;178.0;-25.0;106.0;-1124.0
882.0;-254.0;467.0;-447.0;307.0;-958.0
836.0;-17.0;-213.0;-284.0;267.0;-962.0
814.0;95.0;72.0;-104.0;56.0;-1078.0
868.0;-123.0;360.0;-230.0;393.0;-839.0
157.0;-425.0;86.0;260.0;414.0;-328.0
809.0;-4.0;-1.0;-317.0;151.0;-817.0
1030.0;82.0;62.0;-161.0;65.0;-1075.0
693.0;-21.0;105.0;-236.0;-26.0;-944.0
869.0;64.0;34.0;-256.0;141.0;-1020.0
986.0;95.0;-25.0;-245.0;-8.0;-1012.0
863.0;115.0;-23.0;-343.0;5.0;-867.0
745.0;65.0;8.0;-207.0;101.0;-740.0
881.0;1.0;-130.0;-346.0;61.0;-828.0
851.0;53.0;38.0;-263.0;136.0;-1007.0
803.0;12.0;-133.0;-333.0;51.0;-859.0
812.0;27.0;-140.0;-310.0;45.0;-831.0
845.0;41.0;44.0;-266.0;125.0;-1002.0
838.0;-6.0;48.0;-293.0;133.0;-1060.0
972.0;21.0;-11.0;-271.0;47.0;-1187.0
795.0;22.0;66.0;-281.0;90.0;-1007.0
806.0;10.0;69.0;-290.0;85.0;-910.0
852.0;20.0;-5.0;-271.0;181.0;-769.0
751.0;60.0;-70.0;-250.0;68.0;-749.0
832.0;-74.0;61.0;-325.0;105.0;-874.0
731.0;48.0;-75.0;-265.0;81.0;-721.0
954.0;116.0;-21.0;-157.0;-15.0;-686.0
698.0;-7.0;-154.0;-285.0;128.0;-724.0
795.0;18.0;-82.0;-306.0;109.0;-791.0
813.0;11.0;-86.0;-321.0;110.0;-833.0
847.0;138.0;-112.0;-326.0;118.0;-895.0
884.0;163.0;-160.0;-288.0;-4.0;-920.0
852.0;164.0;-165.0;-291.0;-29.0;-929.0
874.0;161.0;-172.0;-299.0;-66.0;-847.0
842.0;100.0;205.0;-24.0;188.0;-866.0
978.0;42.0;221.0;28.0;129.0;-876.0
906.0;66.0;134.0;-73.0;130.0;-820.0
848.0;208.0;-2.0;-23.0;172.0;-451.0
1047.0;-3.0;316.0;-112.0;314.0;-619.0
846.0;160.0;-173.0;-292.0;-64.0;-800.0
1117.0;32.0;-298.0;-270.0;83.0;-1301.0
934.0;-298.0;468.0;-200.0;427.0;-961.0
961.0;166.0;-418.0;-72.0;-96.0;-1009.0
811.0;154.0;-164.0;-269.0;-45.0;-737.0
925.0;-76.0;358.0;-252.0;173.0;-963.0
973.0;144.0;-126.0;-305.0;61.0;-853.0
642.0;126.0;-113.0;-322.0;59.0;-1480.0
755.0;360.0;-505.0;201.0;-36.0;-749.0
655.0;181.0;-171.0;-82.0;57.0;-647.0
1035.0;-149.0;-308.0;-558.0;-41.0;-919.0
856.0;149.0;-102.0;-363.0;6.0;-861.0
826.0;93.0;190.0;-42.0;26.0;-961.0
840.0;421.0;-657.0;158.0;-418.0;-1328.0
756.0;55.0;221.0;-84.0;135.0;-985.0
303.0;-495.0;694.0;-500.0;-24.0;-409.0
714.0;86.0;-251.0;-123.0;34.0;-721.0
984.0;-60.0;285.0;-167.0;161.0;-971.0
801.0;85.0;-146.0;-319.0;113.0;-970.0
779.0;81.0;-301.0;-159.0;56.0;-715.0
1148.0;205.0;-231.0;-116.0;-153.0;-1129.0
1070.0;156.0;-151.0;-290.0;31.0;-860.0
1012.0;89.0;-11.0;-315.0;-10.0;-928.0
988.0;-75.0;-362.0;-359.0;138.0;-1027.0
944.0;141.0;-125.0;-314.0;103.0;-832.0
1031.0;91.0;-16.0;-307.0;-1.0;-891.0
1071.0;44.0;-8.0;-271.0;63.0;-1279.0
876.0;123.0;-98.0;-340.0;127.0;-912.0
1045.0;177.0;-105.0;-358.0;-381.0;-1136.0
828.0;208.0;61.0;-108.0;-499.0;-469.0
641.0;98.0;66.0;29.0;-79.0;-755.0
720.0;16.0;-11.0;-340.0;-10.0;-804.0
912.0;-151.0;307.0;-289.0;114.0;-940.0
848.0;3.0;219.0;-206.0;-132.0;-841.0
742.0;141.0;122.0;-19.0;-11.0;-741.0
742.0;295.0;-600.0;-25.0;-211.0;-714.0
1056.0;-59.0;-65.0;-335.0;181.0;-888.0
1114.0;152.0;37.0;6.0;-208.0;-902.0
822.0;-156.0;282.0;-292.0;175.0;-769.0
959.0;-169.0;45.0;-260.0;715.0;-871.0
766.0;-134.0;60.0;-383.0;209.0;-1011.0
1141.0;196.0;119.0;165.0;-65.0;-722.0
697.0;71.0;-163.0;-236.0;43.0;-682.0
1376.0;-160.0;-133.0;-599.0;105.0;-770.0
926.0;-439.0;520.0;-448.0;528.0;-951.0
912.0;-340.0;418.0;-377.0;493.0;-949.0
1105.0;-172.0;355.0;-306.0;289.0;-943.0
683.0;269.0;-157.0;251.0;-643.0;-703.0
930.0;361.0;-611.0;111.0;95.0;-898.0
936.0;-20.0;-300.0;-86.0;-5.0;-1001.0
756.0;-184.0;-151.0;-563.0;224.0;-804.0
902.0;162.0;-515.0;-491.0;-125.0;-938.0
975.0;199.0;-121.0;-286.0;14.0;-958.0
876.0;27.0;208.0;-73.0;77.0;-758.0
783.0;-98.0;9.0;-436.0;239.0;-1190.0
665.0;105.0;-164.0;-347.0;92.0;-736.0
831.0;100.0;180.0;-40.0;88.0;-627.0
788.0;-84.0;-58.0;-413.0;181.0;-763.0
845.0;7.0;15.0;-281.0;87.0;-1111.0
931.0;149.0;101.0;-16.0;-196.0;-887.0
741.0;108.0;-48.0;-332.0;147.0;-760.0
821.0;244.0;-568.0;76.0;46.0;-878.0
747.0;-75.0;28.0;-344.0;196.0;-766.0
883.0;152.0;-20.0;-70.0;-511.0;-904.0
850.0;185.0;-61.0;121.0;-292.0;-1063.0
832.0;97.0;68.0;-107.0;55.0;-1275.0
1231.0;217.0;-202.0;-111.0;163.0;-1280.0
827.0;189.0;132.0;141.0;126.0;-821.0
739.0;502.0;-668.0;100.0;-401.0;-792.0
1164.0;401.0;-561.0;86.0;-217.0;-1169.0
728.0;69.0;-162.0;-326.0;91.0;-908.0
670.0;88.0;-206.0;-231.0;21.0;-764.0
808.0;93.0;98.0;-133.0;-249.0;-787.0
787.0;-66.0;53.0;-247.0;42.0;-1077.0
906.0;136.0;254.0;313.0;-56.0;-958.0
989.0;81.0;1.0;-327.0;-19.0;-979.0
1087.0;238.0;-56.0;-199.0;-335.0;-830.0
608.0;66.0;428.0;217.0;-558.0;-655.0
1015.0;-110.0;2.0;-448.0;244.0;-1278.0
894.0;-151.0;445.0;9.0;354.0;-934.0
841.0;-334.0;270.0;-568.0;526.0;-854.0
774.0;54.0;197.0;-49.0;65.0;-788.0
869.0;33.0;274.0;7.0;240.0;-903.0
924.0;115.0;255.0;-11.0;-38.0;-972.0
874.0;182.0;197.0;60.0;-120.0;-965.0
918.0;255.0;93.0;93.0;-215.0;-970.0
920.0;54.0;252.0;-153.0;-38.0;-969.0
880.0;139.0;209.0;-114.0;-76.0;-893.0
860.0;141.0;210.0;-107.0;-73.0;-909.0
669.0;-29.0;-162.0;-366.0;321.0;-643.0
1401.0;76.0;-257.0;-163.0;60.0;-1591.0
1289.0;109.0;-12.0;-135.0;-21.0;-1196.0
958.0;-311.0;-67.0;-637.0;561.0;-1002.0
723.0;103.0;208.0;20.0;-628.0;-772.0
1033.0;-33.0;-14.0;-462.0;253.0;-793.0
901.0;36.0;-397.0;-245.0;192.0;-956.0
1090.0;-184.0;-196.0;-523.0;211.0;-878.0
1115.0;29.0;135.0;-36.0;95.0;-997.0
597.0;89.0;248.0;126.0;211.0;-1007.0
1015.0;177.0;-381.0;-176.0;184.0;-810.0
707.0;18.0;-301.0;-241.0;154.0;-803.0
1148.0;14.0;8.0;-210.0;32.0;-809.0
853.0;13.0;-365.0;-292.0;74.0;-836.0
1010.0;86.0;63.0;-27.0;-160.0;-790.0
850.0;-42.0;323.0;-177.0;238.0;-1158.0
1036.0;105.0;-14.0;-179.0;-5.0;-718.0
416.0;343.0;-491.0;-344.0;-620.0;-551.0
791.0;-100.0;-391.0;-358.0;-68.0;-823.0
1031.0;-10.0;-433.0;-290.0;-122.0;-1034.0
873.0;13.0;211.0;-92.0;79.0;-771.0
855.0;85.0;42.0;-421.0;14.0;-950.0
950.0;43.0;65.0;-104.0;-88.0;-1126.0
693.0;74.0;89.0;56.0;95.0;-661.0
855.0;485.0;-659.0;-102.0;-121.0;-885.0
700.0;3.0;9.0;-315.0;255.0;-905.0
882.0;175.0;-617.0;-119.0;-413.0;-895.0
519.0;114.0;222.0;364.0;-583.0;-608.0
846.0;161.0;208.0;-73.0;-77.0;-874.0
706.0;16.0;-57.0;-392.0;31.0;-799.0
569.0;497.0;-690.0;301.0;-319.0;-512.0
1237.0;-139.0;-91.0;-461.0;157.0;-1229.0
772.0;264.0;-11.0;218.0;-167.0;-834.0
499.0;249.0;-15.0;-14.0;94.0;-416.0
975.0;-91.0;-305.0;-125.0;54.0;-1002.0
769.0;-3.0;-225.0;-440.0;135.0;-765.0
793.0;593.0;-640.0;430.0;-612.0;-826.0
652.0;170.0;36.0;-64.0;-335.0;-966.0
774.0;-186.0;57.0;-534.0;390.0;-782.0
712.0;301.0;-90.0;176.0;-64.0;-1245.0
930.0;106.0;-77.0;-422.0;29.0;-928.0
742.0;140.0;-172.0;-324.0;62.0;-962.0
1185.0;268.0;-23.0;220.0;-267.0;-833.0
922.0;5.0;26.0;-619.0;88.0;-935.0
904.0;330.0;-39.0;239.0;-318.0;-941.0
527.0;49.0;-348.0;-249.0;58.0;-539.0
909.0;62.0;-399.0;-239.0;-1.0;-786.0
960.0;613.0;-367.0;556.0;-559.0;-986.0
996.0;-155.0;-525.0;-354.0;-24.0;-1011.0
875.0;-23.0;634.0;-231.0;-514.0;-875.0
1211.0;18.0;-16.0;-247.0;121.0;-1153.0
836.0;368.0;-124.0;184.0;34.0;-1150.0
1031.0;483.0;-237.0;401.0;112.0;-806.0
918.0;187.0;-521.0;-161.0;-158.0;-952.0
861.0;92.0;179.0;-221.0;-20.0;-702.0
1192.0;128.0;59.0;-1.0;-24.0;-884.0
797.0;-107.0;67.0;-455.0;313.0;-980.0
609.0;92.0;69.0;34.0;15.0;-652.0
511.0;200.0;-566.0;-28.0;-80.0;-931.0
914.0;168.0;-341.0;175.0;467.0;-971.0
981.0;-356.0;132.0;-556.0;460.0;-1002.0
720.0;90.0;466.0;-81.0;-39.0;-782.0
646.0;70.0;-242.0;43.0;248.0;-557.0
518.0;-289.0;-302.0;-520.0;17.0;-609.0
901.0;466.0;-628.0;84.0;-182.0;-910.0
889.0;-43.0;-26.0;-351.0;100.0;-1240.0
835.0;216.0;106.0;39.0;-147.0;-799.0
880.0;141.0;221.0;-108.0;-58.0;-871.0
846.0;147.0;217.0;-94.0;-58.0;-857.0
884.0;231.0;-577.0;-334.0;-289.0;-904.0
805.0;222.0;48.0;178.0;-85.0;-1041.0
741.0;82.0;-306.0;-157.0;66.0;-727.0
774.0;97.0;-151.0;-330.0;65.0;-620.0
826.0;155.0;213.0;-82.0;-62.0;-870.0
851.0;171.0;199.0;-57.0;-91.0;-910.0
902.0;-561.0;458.0;-628.0;646.0;-923.0
503.0;50.0;196.0;78.0;-613.0;-584.0
978.0;-42.0;-298.0;-114.0;238.0;-875.0
650.0;-409.0;531.0;-434.0;209.0;-788.0
951.0;-146.0;-316.0;-510.0;344.0;-965.0
755.0;240.0;26.0;150.0;201.0;-642.0
689.0;-189.0;203.0;-217.0;453.0;-685.0
1000.0;75.0;1.0;-332.0;-1.0;-1011.0
1216.0;-186.0;-15.0;-464.0;233.0;-1063.0
886.0;132.0;226.0;-107.0;-61.0;-842.0
1225.0;519.0;-486.0;419.0;-539.0;-856.0
1214.0;125.0;-477.0;-131.0;-218.0;-873.0
913.0;-428.0;447.0;-553.0;539.0;-1180.0
