InertialMeasurementUnit LUA gyroY;Accelerometer LUA_ accX;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit LLA accZ;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit R-SHOE Compass;Accelerometer RKN^ accZ;Accelerometer BACK accX
-249.0;8.0;-90.0;-16.0;281.0;-76.0;259.0;14;109.0;74;-7;355.0;88.0
-137.0;25.0;-74.0;-33.0;290.0;-38.0;272.0;14;152.0;74;-7;207.0;70.0
-90.0;-16.0;-62.0;-41.0;298.0;-7.0;313.0;14;126.0;75;-7;220.0;70.0
72.0;39.0;-69.0;-22.0;316.0;7.0;285.0;13;163.0;75;-7;200.0;64.0
58.0;31.0;-40.0;5.0;321.0;-7.0;290.0;13;129.0;75;-7;200.0;99.0
135.0;-27.0;-72.0;17.0;320.0;-28.0;314.0;14;153.0;75;-7;208.0;83.0
150.0;-14.0;-77.0;18.0;319.0;-21.0;291.0;14;198.0;75;-7;41.0;74.0
120.0;-12.0;-71.0;21.0;321.0;-11.0;261.0;14;220.0;75;-7;55.0;95.0
64.0;4.0;-69.0;28.0;319.0;-1.0;275.0;14;219.0;75;-7;162.0;78.0
-6.0;23.0;-56.0;33.0;318.0;7.0;323.0;14;181.0;75;-7;225.0;67.0
-67.0;13.0;-53.0;38.0;315.0;18.0;340.0;14;146.0;75;-7;206.0;78.0
-49.0;1.0;-55.0;36.0;313.0;24.0;335.0;14;128.0;75;-7;260.0;84.0
-151.0;281.0;-115.0;39.0;311.0;-21.0;299.0;15;165.0;75;-7;238.0;321.0
-182.0;192.0;-91.0;42.0;311.0;10.0;329.0;15;179.0;75;-7;264.0;219.0
140.0;-19.0;-112.0;-58.0;145.0;-119.0;429.0;142;376.0;79;-1;176.0;156.0
283.0;-110.0;-54.0;422.0;460.0;-74.0;372.0;14;146.0;75;-25;-99.0;239.0
98.0;-132.0;17.0;85.0;296.0;-43.0;436.0;-4;115.0;65;5;105.0;295.0
87.0;24.0;-177.0;70.0;289.0;205.0;334.0;15;237.0;75;-7;263.0;234.0
8.0;47.0;-207.0;94.0;281.0;87.0;428.0;15;166.0;75;-7;263.0;225.0
-91.0;25.0;-162.0;75.0;292.0;52.0;323.0;15;222.0;75;-7;156.0;203.0
-149.0;-17.0;-157.0;65.0;302.0;17.0;358.0;15;194.0;75;-7;178.0;212.0
-253.0;-31.0;-144.0;67.0;321.0;-19.0;361.0;15;154.0;74;-8;115.0;237.0
-417.0;-14.0;21.0;184.0;459.0;-125.0;256.0;144;57.0;-1;-7;205.0;153.0
-211.0;-4.0;-151.0;77.0;326.0;-29.0;324.0;14;146.0;74;-8;200.0;204.0
-205.0;27.0;-125.0;77.0;325.0;-16.0;323.0;14;150.0;74;-8;136.0;166.0
-51.0;27.0;-17.0;404.0;32.0;-110.0;315.0;40;146.0;30;-11;110.0;101.0
45.0;20.0;-80.0;65.0;319.0;-19.0;286.0;15;128.0;74;-8;165.0;105.0
128.0;17.0;-59.0;62.0;315.0;-29.0;294.0;15;147.0;74;-8;146.0;58.0
203.0;4.0;-66.0;63.0;308.0;-36.0;287.0;15;169.0;74;-8;140.0;72.0
222.0;22.0;-63.0;60.0;307.0;-32.0;300.0;15;171.0;73;-8;128.0;65.0
111.0;15.0;-15.0;57.0;299.0;16.0;287.0;15;170.0;74;-8;154.0;43.0
96.0;-10.0;-11.0;54.0;300.0;23.0;311.0;15;166.0;74;-8;256.0;56.0
31.0;-39.0;-18.0;53.0;300.0;22.0;314.0;15;178.0;74;-7;206.0;51.0
-112.0;58.0;-28.0;46.0;305.0;14.0;313.0;14;190.0;75;-8;257.0;45.0
-167.0;58.0;-22.0;34.0;314.0;-4.0;324.0;13;163.0;75;-7;252.0;21.0
-394.0;-243.0;184.0;121.0;189.0;-37.0;346.0;121;208.0;119;-10;476.0;2.0
-22.0;57.0;3.0;253.0;367.0;-97.0;545.0;40;30.0;-5;2;-60.0;309.0
31.0;86.0;-526.0;54.0;331.0;-53.0;335.0;12;264.0;74;-7;256.0;266.0
149.0;100.0;-226.0;61.0;309.0;193.0;407.0;13;339.0;75;-7;309.0;210.0
184.0;71.0;-207.0;9.0;280.0;145.0;463.0;14;311.0;75;-7;135.0;210.0
36.0;44.0;-159.0;15.0;279.0;129.0;419.0;14;223.0;75;-7;400.0;178.0
65.0;15.0;-202.0;34.0;277.0;52.0;417.0;15;236.0;75;-7;308.0;174.0
79.0;-20.0;-141.0;-49.0;517.0;50.0;426.0;-101;308.0;64;-89;-142.0;186.0
-52.0;1.0;-75.0;-301.0;156.0;-11.0;306.0;-13;148.0;30;-11;217.0;88.0
-85.0;39.0;-97.0;-317.0;156.0;-8.0;320.0;-13;136.0;30;-11;189.0;106.0
-26.0;30.0;-170.0;-288.0;141.0;23.0;336.0;109;216.0;158;-3;406.0;219.0
-106.0;23.0;-145.0;31.0;299.0;3.0;393.0;14;205.0;75;-8;16.0;163.0
-123.0;13.0;-145.0;33.0;306.0;-1.0;365.0;14;209.0;75;-8;126.0;160.0
-171.0;18.0;-137.0;36.0;308.0;0.0;353.0;14;209.0;74;-8;191.0;177.0
-202.0;0.0;-144.0;40.0;311.0;3.0;352.0;15;186.0;74;-8;194.0;165.0
-198.0;-2.0;-150.0;47.0;312.0;-13.0;351.0;14;150.0;74;-7;129.0;157.0
-165.0;5.0;-146.0;50.0;313.0;-13.0;338.0;14;159.0;74;-7;168.0;147.0
-105.0;32.0;-118.0;51.0;314.0;-10.0;311.0;14;172.0;74;-7;149.0;129.0
-77.0;25.0;-119.0;50.0;311.0;-10.0;317.0;14;166.0;74;-7;195.0;115.0
-7.0;70.0;-68.0;217.0;584.0;-111.0;285.0;-47;49.0;-58;-32;-32.0;133.0
62.0;20.0;-93.0;40.0;308.0;-13.0;309.0;15;148.0;75;-7;85.0;86.0
201.0;35.0;-77.0;33.0;299.0;-7.0;307.0;16;173.0;74;-7;193.0;65.0
179.0;40.0;-68.0;35.0;297.0;-2.0;309.0;16;180.0;74;-7;241.0;47.0
175.0;10.0;-27.0;35.0;294.0;2.0;315.0;15;183.0;74;-7;155.0;18.0
157.0;-28.0;-20.0;29.0;293.0;-2.0;286.0;15;196.0;74;-7;204.0;44.0
127.0;-86.0;232.0;-26.0;260.0;197.0;373.0;131;209.0;119;-11;191.0;-152.0
62.0;-23.0;-28.0;27.0;300.0;3.0;348.0;15;227.0;74;-7;100.0;69.0
-138.0;14.0;-43.0;39.0;306.0;2.0;342.0;16;159.0;74;-7;254.0;78.0
-179.0;106.0;-51.0;45.0;312.0;14.0;305.0;14;182.0;74;-7;299.0;83.0
-16.0;28.0;-169.0;-281.0;139.0;19.0;337.0;110;221.0;158;-3;398.0;230.0
-3.0;18.0;-157.0;-278.0;131.0;9.0;327.0;110;240.0;158;-3;413.0;221.0
104.0;66.0;-379.0;19.0;313.0;-47.0;305.0;16;158.0;74;-7;219.0;271.0
-32.0;21.0;-168.0;-269.0;119.0;2.0;346.0;110;218.0;158;-3;424.0;211.0
2.0;10.0;-171.0;-275.0;115.0;16.0;335.0;110;220.0;158;-3;405.0;191.0
329.0;155.0;-239.0;53.0;213.0;151.0;457.0;128;445.0;48;15;133.0;60.0
59.0;47.0;-158.0;-261.0;116.0;-9.0;361.0;109;221.0;158;-3;418.0;203.0
42.0;27.0;-156.0;-261.0;116.0;-11.0;337.0;109;219.0;158;-3;386.0;222.0
272.0;91.0;-239.0;18.0;289.0;178.0;415.0;16;317.0;74;-7;238.0;182.0
573.0;125.0;-222.0;264.0;138.0;175.0;657.0;135;197.0;86;18;859.0;308.0
327.0;98.0;-219.0;-67.0;241.0;198.0;454.0;161;395.0;77;2;542.0;151.0
-17.0;48.0;-165.0;-11.0;275.0;31.0;418.0;16;210.0;74;-7;28.0;202.0
-38.0;40.0;-149.0;-256.0;117.0;-20.0;342.0;109;241.0;158;-3;335.0;207.0
-35.0;57.0;-194.0;-4.0;275.0;19.0;398.0;16;185.0;74;-7;-207.0;173.0
-116.0;6.0;-146.0;-9.0;272.0;33.0;327.0;16;172.0;74;-7;125.0;127.0
-294.0;-13.0;-115.0;-16.0;274.0;36.0;340.0;17;209.0;74;-7;174.0;118.0
-199.0;19.0;-134.0;-5.0;301.0;-33.0;299.0;18;150.0;74;-7;85.0;104.0
-22.0;0.0;-132.0;7.0;304.0;-18.0;266.0;18;193.0;74;-7;84.0;109.0
24.0;-13.0;-105.0;11.0;305.0;-16.0;287.0;18;209.0;74;-7;189.0;64.0
43.0;-29.0;-76.0;12.0;304.0;-5.0;337.0;18;200.0;75;-7;218.0;63.0
482.0;-163.0;-60.0;80.0;277.0;-63.0;209.0;27;169.0;29;-2;-97.0;203.0
150.0;5.0;-72.0;31.0;318.0;20.0;296.0;18;267.0;75;-7;186.0;81.0
-44.0;28.0;-77.0;32.0;320.0;50.0;345.0;18;254.0;75;-7;233.0;88.0
-83.0;45.0;-73.0;27.0;325.0;48.0;407.0;18;177.0;75;-7;255.0;91.0
-91.0;48.0;-68.0;22.0;326.0;42.0;384.0;18;181.0;76;-7;256.0;67.0
-88.0;39.0;-58.0;19.0;328.0;41.0;334.0;17;192.0;75;-7;256.0;69.0
-197.0;27.0;-56.0;13.0;333.0;8.0;305.0;16;229.0;75;-7;287.0;85.0
-284.0;-42.0;-87.0;11.0;339.0;3.0;326.0;15;240.0;75;-7;272.0;124.0
-218.0;81.0;9.0;16.0;204.0;-50.0;305.0;78;137.0;103;-8;147.0;127.0
-174.0;-6.0;14.0;7.0;224.0;-49.0;295.0;80;164.0;103;-8;152.0;156.0
-341.0;-273.0;-71.0;119.0;167.0;-35.0;285.0;126;178.0;59;14;170.0;-31.0
178.0;78.0;-185.0;-34.0;278.0;94.0;683.0;16;285.0;75;-7;220.0;227.0
239.0;-149.0;-159.0;-53.0;272.0;56.0;639.0;16;257.0;75;-7;202.0;211.0
124.0;-181.0;-177.0;-59.0;269.0;148.0;428.0;16;293.0;75;-7;342.0;230.0
-165.0;-156.0;-25.0;0.0;258.0;-25.0;355.0;84;282.0;103;-8;180.0;22.0
8.0;177.0;-340.0;-109.0;305.0;76.0;454.0;96;376.0;113;-11;158.0;272.0
34.0;-38.0;-224.0;36.0;755.0;-41.0;315.0;-2;330.0;-12;-82;366.0;89.0
56.0;-67.0;-154.0;88.0;744.0;-68.0;315.0;2;304.0;-12;-82;347.0;93.0
-119.0;4.0;-19.0;-139.0;273.0;3.0;226.0;97;145.0;141;-3;131.0;71.0
-297.0;7.0;-162.0;-15.0;644.0;-160.0;411.0;-40;233.0;19;-116;8.0;211.0
16.0;-9.0;-293.0;-103.0;347.0;88.0;354.0;16;461.0;-7;-19;189.0;412.0
-318.0;206.0;-372.0;-72.0;185.0;127.0;577.0;39;492.0;71;-4;547.0;559.0
-588.0;-254.0;-217.0;-393.0;217.0;-515.0;234.0;40;62.0;104;0;277.0;-2.0
-183.0;-3.0;-203.0;-44.0;340.0;-9.0;614.0;128;369.0;-15;-13;120.0;242.0
-23.0;109.0;41.0;-27.0;308.0;44.0;507.0;127;359.0;-7;-12;3.0;175.0
187.0;-209.0;-427.0;72.0;128.0;108.0;430.0;139;471.0;90;-3;295.0;318.0
86.0;14.0;-174.0;141.0;120.0;92.0;447.0;17;350.0;14;-12;222.0;324.0
1.0;-342.0;-209.0;-410.0;920.0;-413.0;394.0;16;281.0;1;-31;99.0;255.0
-106.0;152.0;-29.0;-26.0;305.0;-8.0;441.0;126;365.0;-5;-10;142.0;-5.0
-138.0;-145.0;202.0;283.0;410.0;-214.0;510.0;124;-25.0;88;-12;-38.0;261.0
153.0;94.0;-160.0;18.0;148.0;48.0;344.0;122;271.0;91;-6;81.0;314.0
86.0;113.0;-285.0;64.0;50.0;115.0;475.0;113;392.0;62;-7;-1.0;318.0
-42.0;47.0;-185.0;-53.0;146.0;7.0;409.0;127;256.0;91;-6;79.0;291.0
-102.0;-9.0;-143.0;-72.0;139.0;45.0;417.0;127;208.0;91;-6;95.0;269.0
-193.0;3.0;-266.0;-187.0;126.0;-26.0;431.0;127;326.0;91;-6;207.0;240.0
-9.0;74.0;-144.0;19.0;772.0;40.0;426.0;37;284.0;-15;-69;395.0;122.0
-202.0;-163.0;182.0;325.0;344.0;-345.0;220.0;6;311.0;44;-22;344.0;-184.0
-96.0;113.0;179.0;386.0;353.0;-174.0;349.0;-11;352.0;21;-17;366.0;-213.0
-37.0;28.0;-238.0;-55.0;841.0;52.0;352.0;21;284.0;-4;-84;391.0;147.0
-250.0;127.0;-100.0;-20.0;818.0;30.0;426.0;29;297.0;-15;-69;481.0;208.0
112.0;-21.0;-125.0;25.0;786.0;19.0;382.0;46;355.0;-15;-71;297.0;155.0
131.0;0.0;85.0;-286.0;39.0;-38.0;262.0;39;220.0;56;-10;306.0;365.0
-333.0;294.0;-117.0;-204.0;740.0;-24.0;251.0;-4;144.0;78;-40;-93.0;220.0
-114.0;-107.0;-304.0;-154.0;370.0;47.0;521.0;152;343.0;109;3;183.0;371.0
-77.0;-152.0;-273.0;-151.0;368.0;143.0;463.0;152;342.0;111;3;221.0;362.0
-63.0;286.0;-149.0;82.0;265.0;198.0;350.0;16;-173.0;75;-7;137.0;236.0
30.0;15.0;-137.0;31.0;275.0;103.0;307.0;16;104.0;75;-7;128.0;221.0
70.0;-31.0;-198.0;54.0;278.0;68.0;199.0;16;190.0;75;-7;181.0;184.0
44.0;-74.0;-183.0;56.0;279.0;35.0;185.0;16;204.0;75;-7;184.0;191.0
56.0;-68.0;-181.0;55.0;276.0;2.0;289.0;16;200.0;75;-7;153.0;165.0
137.0;4.0;-157.0;38.0;267.0;-40.0;377.0;16;176.0;75;-7;143.0;167.0
174.0;57.0;-144.0;35.0;264.0;-48.0;388.0;16;159.0;75;-7;167.0;170.0
192.0;57.0;-134.0;31.0;262.0;-54.0;348.0;16;166.0;75;-7;161.0;160.0
208.0;35.0;-128.0;25.0;261.0;-56.0;317.0;16;168.0;75;-7;164.0;165.0
605.0;296.0;-106.0;67.0;272.0;140.0;384.0;16;-73.0;75;-7;200.0;259.0
340.0;16.0;-119.0;16.0;257.0;11.0;333.0;16;223.0;75;-7;160.0;136.0
282.0;-30.0;-120.0;15.0;260.0;47.0;351.0;16;216.0;75;-7;167.0;135.0
-18.0;2.0;-117.0;20.0;260.0;78.0;370.0;16;172.0;75;-7;185.0;131.0
-183.0;25.0;-106.0;17.0;261.0;69.0;352.0;16;154.0;75;-7;181.0;188.0
-215.0;-15.0;-99.0;27.0;265.0;52.0;328.0;16;131.0;75;-7;165.0;169.0
-162.0;2.0;-126.0;35.0;269.0;36.0;292.0;16;147.0;75;-7;169.0;194.0
-143.0;-17.0;-161.0;40.0;270.0;5.0;292.0;16;172.0;75;-7;171.0;166.0
-138.0;-10.0;-131.0;41.0;268.0;-6.0;295.0;16;191.0;75;-7;185.0;138.0
-129.0;9.0;-138.0;36.0;265.0;-22.0;304.0;16;183.0;75;-7;187.0;144.0
-113.0;50.0;-125.0;20.0;265.0;-32.0;350.0;16;169.0;75;-7;152.0;149.0
-75.0;29.0;-110.0;12.0;267.0;-38.0;343.0;16;151.0;75;-7;156.0;153.0
115.0;6.0;-130.0;15.0;278.0;17.0;311.0;16;184.0;75;-7;141.0;146.0
106.0;27.0;-141.0;19.0;278.0;27.0;312.0;16;189.0;75;-7;150.0;157.0
50.0;19.0;-133.0;23.0;280.0;29.0;370.0;16;189.0;75;-7;179.0;164.0
67.0;-1.0;-128.0;20.0;279.0;37.0;357.0;16;153.0;75;-7;179.0;155.0
56.0;7.0;-122.0;25.0;275.0;34.0;341.0;16;174.0;75;-7;207.0;169.0
-26.0;19.0;-128.0;25.0;272.0;36.0;304.0;16;177.0;75;-7;191.0;136.0
-64.0;-11.0;-139.0;10.0;271.0;16.0;305.0;16;177.0;75;-7;162.0;130.0
13.0;-20.0;-112.0;-44.0;275.0;15.0;333.0;16;174.0;75;-7;119.0;205.0
-26.0;-29.0;-112.0;-157.0;278.0;18.0;311.0;16;177.0;75;-7;144.0;203.0
-44.0;-113.0;-270.0;-148.0;362.0;175.0;495.0;152;335.0;112;3;201.0;349.0
-61.0;-159.0;-277.0;-153.0;364.0;71.0;507.0;152;332.0;112;3;258.0;378.0
-111.0;-117.0;-267.0;-172.0;369.0;12.0;509.0;151;341.0;112;2;220.0;393.0
-99.0;-173.0;-251.0;-181.0;370.0;9.0;470.0;151;365.0;114;2;168.0;395.0
97.0;-47.0;-254.0;-143.0;548.0;-130.0;450.0;156;543.0;-7;-98;416.0;281.0
-11.0;-32.0;-318.0;29.0;684.0;-153.0;433.0;151;624.0;-7;-98;488.0;354.0
39.0;-66.0;-261.0;-114.0;522.0;-129.0;503.0;156;552.0;-7;-97;364.0;250.0
8.0;-66.0;-257.0;-101.0;517.0;-147.0;429.0;155;521.0;-7;-97;355.0;199.0
12.0;-30.0;-243.0;-95.0;515.0;-145.0;408.0;156;517.0;-7;-97;336.0;185.0
44.0;26.0;-59.0;-360.0;264.0;1.0;315.0;16;164.0;75;-7;201.0;147.0
16.0;-2.0;-47.0;-278.0;272.0;1.0;304.0;16;176.0;75;-7;176.0;156.0
1.0;5.0;-123.0;-158.0;292.0;-9.0;327.0;16;171.0;75;-7;197.0;226.0
-30.0;10.0;-157.0;-116.0;300.0;10.0;323.0;16;145.0;75;-7;238.0;177.0
19.0;26.0;-135.0;-108.0;294.0;12.0;336.0;16;139.0;75;-7;185.0;183.0
-79.0;64.0;-81.0;-103.0;278.0;51.0;308.0;16;151.0;75;-7;169.0;170.0
-72.0;47.0;-119.0;-103.0;276.0;23.0;325.0;16;155.0;75;-7;168.0;195.0
-101.0;31.0;-87.0;-106.0;277.0;45.0;321.0;16;164.0;75;-7;179.0;197.0
-64.0;-3.0;-100.0;-105.0;279.0;31.0;324.0;16;153.0;75;-7;177.0;165.0
-89.0;25.0;-128.0;-101.0;283.0;33.0;300.0;16;155.0;75;-7;179.0;187.0
-35.0;25.0;-122.0;-94.0;285.0;61.0;322.0;16;182.0;75;-7;171.0;165.0
-53.0;-9.0;-144.0;-94.0;287.0;64.0;306.0;16;172.0;75;-7;150.0;182.0
-49.0;9.0;-147.0;-96.0;291.0;60.0;295.0;16;168.0;75;-7;148.0;170.0
-69.0;10.0;-93.0;-99.0;295.0;42.0;304.0;16;151.0;75;-7;153.0;173.0
-41.0;-27.0;-133.0;-102.0;302.0;50.0;329.0;16;161.0;75;-7;147.0;192.0
-3.0;17.0;-124.0;-99.0;308.0;21.0;298.0;16;157.0;75;-7;148.0;200.0
28.0;5.0;-130.0;-99.0;307.0;5.0;318.0;16;138.0;75;-7;139.0;218.0
13.0;19.0;-145.0;-101.0;306.0;18.0;313.0;16;158.0;75;-7;140.0;176.0
9.0;26.0;-141.0;-116.0;302.0;-1.0;307.0;16;177.0;75;-7;148.0;166.0
44.0;22.0;-114.0;-123.0;297.0;49.0;325.0;16;168.0;75;-7;164.0;160.0
20.0;39.0;-130.0;-129.0;301.0;43.0;304.0;16;197.0;75;-7;161.0;201.0
-14.0;26.0;-131.0;-128.0;305.0;30.0;319.0;16;175.0;75;-7;140.0;182.0
-37.0;-7.0;-160.0;-132.0;305.0;15.0;349.0;16;196.0;75;-7;138.0;163.0
-8.0;24.0;-145.0;-133.0;304.0;15.0;347.0;16;194.0;75;-7;152.0;152.0
-2.0;15.0;-143.0;-136.0;303.0;20.0;347.0;16;200.0;75;-7;138.0;156.0
65.0;19.0;-145.0;-140.0;305.0;10.0;352.0;16;190.0;75;-7;98.0;192.0
67.0;33.0;-154.0;-140.0;302.0;13.0;335.0;16;171.0;75;-7;134.0;182.0
