InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
-708.0;-38;-167.0;932.0;-547.0;41.0;-289.0;-38
-709.0;-124;-149.0;928.0;-546.0;96.0;-157.0;-124
-710.0;-140;-124.0;955.0;-544.0;48.0;-70.0;-140
-712.0;?;-145.0;916.0;-543.0;51.0;-31.0;-92
-713.0;-123;-81.0;925.0;-542.0;56.0;?;-123
-713.0;-117;-47.0;926.0;-543.0;57.0;-36.0;-117
-712.0;-114;-17.0;934.0;-543.0;48.0;63.0;?
-711.0;?;33.0;938.0;-545.0;77.0;138.0;-66
-709.0;-29;84.0;936.0;-546.0;?;121.0;?
-706.0;-28;85.0;946.0;-547.0;101.0;40.0;-28
-704.0;-30;121.0;873.0;-547.0;113.0;-89.0;-30
-701.0;-60;168.0;879.0;-548.0;140.0;-202.0;-60
-698.0;60;211.0;848.0;-547.0;177.0;-345.0;60
-696.0;22;230.0;855.0;-547.0;171.0;-516.0;22
-694.0;-60;223.0;546.0;-545.0;222.0;-595.0;-60
-693.0;48;299.0;1524.0;-543.0;169.0;-472.0;48
-693.0;-12;228.0;1907.0;-541.0;12.0;-314.0;-12
?;-72;532.0;833.0;-539.0;179.0;-77.0;-72
-681.0;-27;608.0;671.0;-543.0;259.0;?;-27
-678.0;3;389.0;687.0;-547.0;99.0;-409.0;3
-675.0;25;376.0;907.0;-551.0;-177.0;107.0;25
-675.0;31;365.0;1005.0;-553.0;-290.0;261.0;31
-678.0;14;237.0;1238.0;-554.0;-257.0;563.0;14
-682.0;-23;248.0;975.0;?;-226.0;647.0;-23
-685.0;6;127.0;795.0;-553.0;-9.0;506.0;6
-685.0;14;-58.0;869.0;-555.0;138.0;253.0;14
-684.0;2;-95.0;1000.0;-557.0;141.0;27.0;2
-683.0;43;-72.0;1006.0;-558.0;120.0;-217.0;43
-684.0;44;-107.0;952.0;-558.0;72.0;-211.0;44
-685.0;22;-171.0;928.0;-559.0;111.0;42.0;22
-686.0;20;-217.0;?;-559.0;?;202.0;20
-686.0;25;-208.0;965.0;-559.0;127.0;201.0;25
-687.0;45;-155.0;?;-560.0;46.0;146.0;45
-689.0;17;-140.0;944.0;-560.0;8.0;122.0;17
-691.0;?;-132.0;954.0;-559.0;-43.0;146.0;-30
-693.0;0;-117.0;1001.0;-559.0;-71.0;171.0;0
-695.0;-6;-117.0;1076.0;-558.0;-58.0;134.0;-6
-697.0;-57;-116.0;1042.0;-557.0;-63.0;137.0;?
-701.0;-30;-126.0;908.0;-555.0;-62.0;149.0;-30
-703.0;-11;-158.0;914.0;-554.0;-40.0;130.0;-11
-706.0;-23;-202.0;918.0;-553.0;-72.0;138.0;-23
-709.0;-1;-212.0;936.0;-551.0;-90.0;91.0;-1
-712.0;-13;-206.0;966.0;-549.0;-97.0;55.0;-13
-715.0;3;-277.0;949.0;-546.0;-91.0;31.0;3
-718.0;-1;-255.0;895.0;-543.0;-57.0;-34.0;-1
-720.0;-62;-279.0;897.0;-540.0;-47.0;-167.0;-62
-721.0;-7;-276.0;890.0;-537.0;-39.0;-296.0;-7
-721.0;31;-281.0;938.0;-536.0;-39.0;?;31
-720.0;?;-220.0;992.0;-534.0;-67.0;-543.0;8
?;12;?;997.0;-533.0;-34.0;-433.0;12
-718.0;-4;-104.0;947.0;-533.0;-43.0;-266.0;-4
-717.0;-11;-98.0;919.0;-532.0;-67.0;-52.0;-11
-716.0;-8;-88.0;?;-531.0;-69.0;-53.0;-8
?;-24;-34.0;962.0;-531.0;-77.0;-142.0;-24
-714.0;-31;40.0;969.0;-531.0;-68.0;-162.0;-31
-713.0;?;52.0;933.0;?;-56.0;-125.0;-12
-713.0;0;73.0;934.0;-531.0;-27.0;-33.0;0
?;0;109.0;947.0;-531.0;11.0;-14.0;0
-709.0;-7;139.0;918.0;-532.0;47.0;-34.0;-7
-707.0;-15;134.0;927.0;-534.0;54.0;24.0;-15
-705.0;1;113.0;?;?;82.0;104.0;1
-703.0;8;114.0;918.0;-537.0;118.0;94.0;8
-700.0;-12;118.0;932.0;-538.0;122.0;33.0;-12
-698.0;7;95.0;915.0;-539.0;165.0;-37.0;7
-695.0;3;76.0;884.0;-540.0;159.0;-81.0;3
-692.0;-82;124.0;615.0;-540.0;152.0;-155.0;-82
-690.0;-73;128.0;1087.0;?;156.0;-142.0;-73
-688.0;-70;109.0;1819.0;-538.0;71.0;-148.0;-70
-686.0;-26;133.0;1188.0;-537.0;2.0;15.0;-26
-687.0;134;485.0;708.0;-538.0;222.0;?;134
-687.0;83;68.0;636.0;-532.0;9.0;-225.0;83
-687.0;1;-168.0;997.0;-528.0;-145.0;55.0;1
-686.0;13;-2.0;1151.0;-524.0;-312.0;-158.0;13
-687.0;-19;83.0;1148.0;-520.0;-311.0;-155.0;-19
-689.0;-9;?;1034.0;-516.0;-180.0;-153.0;-9
-689.0;-16;198.0;856.0;-511.0;-7.0;-214.0;-16
-688.0;-31;18.0;875.0;-507.0;138.0;-71.0;-31
-685.0;5;-7.0;1053.0;-505.0;131.0;-37.0;5
?;-1;40.0;1090.0;-506.0;64.0;-266.0;-1
-681.0;-2;-32.0;945.0;-506.0;38.0;-245.0;-2
-680.0;64;-74.0;913.0;-506.0;50.0;25.0;64
-679.0;60;-99.0;956.0;-508.0;114.0;?;60
-678.0;23;-67.0;997.0;-509.0;134.0;314.0;23
-677.0;60;?;980.0;-510.0;146.0;191.0;60
-676.0;63;-72.0;979.0;-512.0;132.0;-6.0;63
-675.0;39;-102.0;961.0;-512.0;120.0;-75.0;39
-675.0;30;-112.0;1009.0;-513.0;67.0;-36.0;?
-674.0;-6;-159.0;1033.0;-514.0;?;1.0;-6
-674.0;-6;-146.0;1043.0;-514.0;-7.0;-46.0;-6
-675.0;2;-146.0;965.0;-514.0;-47.0;-97.0;2
-676.0;26;-114.0;908.0;-515.0;-61.0;-100.0;26
-678.0;66;-125.0;936.0;-516.0;-137.0;-22.0;66
-679.0;82;-179.0;918.0;-516.0;-210.0;?;82
-682.0;112;?;926.0;-518.0;-240.0;164.0;112
-685.0;84;-122.0;917.0;-519.0;-236.0;92.0;84
-689.0;?;-73.0;915.0;-520.0;-229.0;12.0;44
-692.0;18;-54.0;930.0;-522.0;-228.0;92.0;18
-695.0;-12;-18.0;953.0;-523.0;-223.0;119.0;-12
-699.0;-1;-41.0;931.0;-524.0;-211.0;106.0;-1
-701.0;1;-64.0;935.0;-525.0;-205.0;82.0;1
-705.0;-12;-84.0;917.0;-525.0;-215.0;57.0;-12
-708.0;-67;-98.0;924.0;-526.0;-225.0;59.0;-67
-711.0;-87;-153.0;922.0;-526.0;-218.0;63.0;-87
-714.0;-35;-135.0;914.0;-526.0;-167.0;85.0;-35
-718.0;-20;-96.0;935.0;-526.0;-112.0;48.0;-20
-720.0;-41;?;920.0;-527.0;-55.0;80.0;-41
-722.0;-75;-109.0;917.0;-527.0;-18.0;133.0;-75
-724.0;-45;?;937.0;-528.0;-1.0;109.0;-45
?;-5;-118.0;934.0;-528.0;43.0;99.0;?
-725.0;-10;-75.0;896.0;-529.0;60.0;?;-10
?;0;-71.0;?;-530.0;85.0;102.0;0
-725.0;-18;-41.0;925.0;?;78.0;111.0;-18
-726.0;-10;-109.0;916.0;-532.0;71.0;127.0;-10
-727.0;?;-82.0;913.0;-532.0;158.0;269.0;-3
-727.0;-7;-51.0;859.0;-533.0;94.0;?;-7
-727.0;22;-55.0;829.0;-534.0;135.0;263.0;22
-724.0;22;-29.0;777.0;?;160.0;130.0;22
?;26;-43.0;846.0;-533.0;217.0;-82.0;26
-718.0;27;33.0;1612.0;-532.0;247.0;-281.0;27
-715.0;-8;47.0;1334.0;-530.0;180.0;-397.0;-8
-710.0;-16;371.0;900.0;-533.0;398.0;-376.0;-16
-707.0;34;375.0;767.0;-531.0;192.0;-578.0;34
-708.0;64;240.0;874.0;-529.0;124.0;-165.0;64
-708.0;6;325.0;1014.0;-529.0;-172.0;90.0;6
-711.0;-45;334.0;1079.0;-527.0;-251.0;293.0;-45
-714.0;-8;279.0;1117.0;-524.0;-273.0;?;-8
-718.0;5;357.0;944.0;-523.0;-243.0;525.0;5
-722.0;-21;323.0;?;-522.0;-43.0;?;-21
-725.0;-12;152.0;?;-519.0;73.0;155.0;-12
-726.0;-13;99.0;1057.0;-518.0;99.0;-110.0;?
-725.0;?;92.0;1058.0;-519.0;31.0;-359.0;1
-725.0;-15;56.0;975.0;-520.0;-24.0;-416.0;-15
-724.0;-25;?;904.0;-521.0;-37.0;-160.0;-25
-724.0;20;-27.0;930.0;-522.0;-8.0;173.0;20
-724.0;5;-99.0;965.0;-523.0;13.0;235.0;5
-722.0;7;-95.0;956.0;-524.0;47.0;77.0;7
-721.0;29;?;972.0;-526.0;68.0;-112.0;?
-719.0;17;-91.0;968.0;-527.0;65.0;-120.0;17
-718.0;36;-141.0;949.0;-528.0;?;-46.0;36
-716.0;?;-153.0;927.0;-529.0;31.0;49.0;51
-715.0;35;-197.0;958.0;-529.0;-23.0;25.0;35
-714.0;17;-194.0;1020.0;-529.0;?;-39.0;?
-714.0;?;?;1033.0;-528.0;-74.0;-69.0;0
-715.0;-16;-125.0;948.0;-528.0;-85.0;-57.0;-16
-715.0;-34;-77.0;883.0;-527.0;-74.0;-52.0;-34
-716.0;-51;-109.0;898.0;-528.0;-124.0;-50.0;-51
-717.0;-81;-84.0;931.0;-527.0;-167.0;8.0;-81
-719.0;-102;-67.0;891.0;-528.0;-174.0;75.0;-102
-721.0;-6;-41.0;944.0;-529.0;-134.0;96.0;-6
?;51;-38.0;898.0;-531.0;-119.0;35.0;51
-722.0;8;-16.0;914.0;-533.0;-142.0;22.0;8
-724.0;47;-23.0;920.0;-534.0;-236.0;77.0;47
-726.0;57;-60.0;939.0;-535.0;-214.0;81.0;57
-728.0;-1;-80.0;926.0;-534.0;-171.0;38.0;-1
-731.0;-5;-85.0;897.0;-533.0;-168.0;-100.0;-5
-734.0;-5;-58.0;917.0;-533.0;-154.0;-113.0;-5
-736.0;-32;-49.0;956.0;-534.0;-194.0;-57.0;-32
-738.0;-14;-45.0;943.0;?;-111.0;53.0;-14
-740.0;1;-74.0;921.0;-538.0;-80.0;254.0;1
-741.0;-41;-115.0;931.0;-538.0;-81.0;263.0;-41
-742.0;-23;-166.0;911.0;-538.0;-39.0;113.0;-23
-742.0;-19;-164.0;939.0;-538.0;-23.0;-84.0;-19
-742.0;-39;-76.0;925.0;?;?;-227.0;?
-741.0;15;-4.0;938.0;-537.0;46.0;-149.0;15
-741.0;16;2.0;908.0;-538.0;82.0;-31.0;16
-740.0;12;25.0;900.0;-538.0;113.0;66.0;12
-739.0;-7;32.0;920.0;-538.0;133.0;-108.0;-7
-737.0;-29;70.0;905.0;-539.0;?;-186.0;-29
-735.0;0;139.0;835.0;-541.0;248.0;14.0;0
-733.0;-1;?;844.0;-543.0;285.0;218.0;-1
-731.0;18;146.0;811.0;-545.0;292.0;271.0;18
-729.0;5;186.0;?;-547.0;287.0;256.0;5
-728.0;21;147.0;831.0;?;280.0;142.0;21
-727.0;74;169.0;1853.0;?;258.0;21.0;74
-727.0;-3;121.0;1227.0;-547.0;125.0;-37.0;-3
-724.0;-40;436.0;886.0;-551.0;385.0;-111.0;-40
-723.0;31;293.0;734.0;-550.0;124.0;-226.0;31
-723.0;12;194.0;946.0;-551.0;-94.0;113.0;12
-724.0;-45;230.0;1091.0;-553.0;-259.0;210.0;-45
-725.0;-24;238.0;?;-554.0;-265.0;358.0;?
-727.0;-11;365.0;1023.0;-555.0;-251.0;448.0;-11
-728.0;-4;347.0;832.0;-558.0;-135.0;372.0;-4
-728.0;7;225.0;828.0;-561.0;-39.0;403.0;7
-728.0;-12;-12.0;1003.0;-562.0;36.0;351.0;-12
-728.0;18;-71.0;1056.0;-564.0;-10.0;52.0;18
-726.0;38;-48.0;1002.0;?;?;-311.0;38
-722.0;20;-47.0;894.0;-569.0;-15.0;-357.0;20
-720.0;49;-47.0;872.0;-570.0;29.0;-166.0;49
-717.0;35;-89.0;994.0;-571.0;61.0;-37.0;35
?;44;-24.0;947.0;-571.0;111.0;-49.0;44
-713.0;38;28.0;966.0;-572.0;82.0;-149.0;38
-712.0;?;42.0;948.0;-572.0;14.0;-133.0;-1
-711.0;1;22.0;963.0;-572.0;-46.0;-60.0;1
-711.0;-54;5.0;931.0;-573.0;-41.0;170.0;-54
-711.0;-32;12.0;937.0;-574.0;-39.0;253.0;-32
-711.0;9;25.0;942.0;-575.0;-27.0;106.0;9
-712.0;?;-3.0;936.0;-575.0;-45.0;52.0;-14
-712.0;39;-45.0;929.0;-576.0;-74.0;71.0;39
-712.0;54;-92.0;903.0;-576.0;-18.0;110.0;54
-712.0;17;-170.0;955.0;-576.0;-63.0;102.0;17
-713.0;47;-249.0;1043.0;-575.0;-74.0;28.0;47
-714.0;22;-307.0;922.0;?;-99.0;-93.0;22
-716.0;-61;-318.0;891.0;-571.0;-118.0;-204.0;?
-718.0;-70;-285.0;934.0;-568.0;-123.0;-259.0;-70
-721.0;-53;-262.0;947.0;-565.0;-142.0;-251.0;-53
-724.0;-41;-230.0;937.0;-561.0;-166.0;-234.0;-41
-728.0;?;-204.0;927.0;-558.0;-156.0;-205.0;?
-732.0;-54;-148.0;911.0;-555.0;-187.0;-132.0;-54
?;-87;-156.0;865.0;-552.0;-168.0;-40.0;-87
-739.0;-123;-162.0;890.0;-550.0;-119.0;9.0;-123
-743.0;-88;-126.0;923.0;-547.0;-89.0;?;-88
-746.0;-61;-132.0;925.0;-545.0;-72.0;?;-61
-750.0;-26;-137.0;933.0;-542.0;-70.0;-139.0;-26
-754.0;-12;-177.0;958.0;-537.0;-74.0;-59.0;-12
-757.0;-20;-173.0;962.0;?;-82.0;-112.0;?
-758.0;-22;-156.0;942.0;-532.0;-55.0;-208.0;-22
-760.0;-42;-138.0;929.0;-531.0;34.0;-182.0;-42
-760.0;-6;-91.0;925.0;-531.0;34.0;-9.0;-6
-760.0;19;-73.0;936.0;-531.0;29.0;101.0;19
-760.0;25;-67.0;928.0;-531.0;52.0;79.0;25
-760.0;12;-46.0;918.0;-532.0;3.0;108.0;12
-760.0;-21;-53.0;918.0;-532.0;43.0;175.0;-21
-760.0;30;-17.0;938.0;-533.0;75.0;99.0;30
-759.0;44;?;934.0;-534.0;117.0;63.0;44
-759.0;26;-21.0;913.0;-535.0;114.0;8.0;26
-758.0;68;1.0;869.0;-535.0;?;-20.0;68
-756.0;54;-35.0;876.0;-536.0;?;-16.0;54
-756.0;71;-44.0;812.0;-536.0;122.0;-4.0;71
-755.0;131;?;774.0;-536.0;140.0;58.0;131
-756.0;41;30.0;?;-534.0;141.0;-3.0;41
-756.0;19;140.0;1155.0;-533.0;205.0;-227.0;19
-755.0;7;257.0;1699.0;-532.0;220.0;-403.0;7
-750.0;-88;313.0;1204.0;-537.0;112.0;-230.0;-88
-746.0;-35;542.0;?;-541.0;210.0;-101.0;-35
-743.0;21;491.0;855.0;-544.0;32.0;59.0;21
-740.0;-1;466.0;887.0;-548.0;-130.0;319.0;-1
-737.0;-40;478.0;960.0;-552.0;-202.0;540.0;-40
-736.0;9;399.0;?;-554.0;-308.0;832.0;9
-736.0;?;243.0;1068.0;-555.0;-280.0;865.0;44
-734.0;-37;115.0;956.0;-555.0;-177.0;613.0;-37
-732.0;-24;35.0;860.0;-554.0;14.0;92.0;-24
-729.0;-4;-3.0;917.0;-553.0;193.0;-396.0;-4
-724.0;-11;4.0;970.0;-553.0;170.0;-684.0;-11
-719.0;-17;-67.0;1016.0;-554.0;171.0;-595.0;-17
-714.0;-28;-112.0;941.0;-555.0;114.0;-329.0;-28
-709.0;-1;-182.0;905.0;-556.0;100.0;-60.0;-1
-703.0;-28;-211.0;?;-559.0;88.0;14.0;-28
?;-4;-220.0;929.0;-559.0;92.0;-71.0;-4
-695.0;19;-209.0;925.0;-554.0;48.0;-245.0;19
-691.0;-21;-222.0;899.0;-550.0;93.0;-489.0;-21
-686.0;-19;-180.0;923.0;-547.0;133.0;?;-19
-682.0;6;-63.0;?;-546.0;11.0;-637.0;6
-677.0;34;10.0;922.0;-544.0;-1.0;-554.0;34
-673.0;-4;128.0;944.0;?;-48.0;-357.0;-4
-670.0;-32;199.0;975.0;-545.0;-96.0;-261.0;-32
-667.0;12;216.0;916.0;-545.0;-121.0;-167.0;12
-665.0;30;236.0;918.0;-546.0;-152.0;-55.0;30
-663.0;-3;209.0;920.0;-547.0;-137.0;49.0;-3
-661.0;-45;179.0;941.0;-548.0;-121.0;54.0;-45
-658.0;-14;154.0;967.0;-548.0;-91.0;-26.0;-14
-656.0;-6;188.0;976.0;-547.0;-28.0;-176.0;-6
-654.0;-4;179.0;933.0;-546.0;34.0;-201.0;-4
-653.0;8;128.0;943.0;-545.0;16.0;-125.0;8
-653.0;-39;92.0;923.0;-544.0;17.0;20.0;-39
-652.0;-5;75.0;?;-544.0;27.0;126.0;-5
-652.0;3;21.0;952.0;-544.0;?;126.0;3
-652.0;?;-22.0;968.0;-544.0;?;90.0;-3
-651.0;18;-38.0;925.0;-544.0;92.0;42.0;18
-650.0;-21;-73.0;910.0;-544.0;97.0;80.0;?
-649.0;1;-59.0;870.0;-544.0;84.0;8.0;1
?;12;-51.0;956.0;-544.0;71.0;-76.0;?
-648.0;-13;-47.0;983.0;-544.0;49.0;-47.0;-13
-649.0;-8;-39.0;951.0;-544.0;2.0;-48.0;-8
-651.0;-13;7.0;927.0;-544.0;-9.0;14.0;-13
-652.0;-31;46.0;935.0;-544.0;9.0;79.0;-31
-653.0;-52;32.0;927.0;-544.0;-3.0;22.0;-52
-653.0;-20;?;936.0;-545.0;-35.0;-104.0;-20
-652.0;?;-2.0;925.0;-545.0;-75.0;-105.0;41
-653.0;25;41.0;952.0;-546.0;-55.0;-44.0;25
-653.0;-11;50.0;?;-546.0;-59.0;-61.0;-11
-653.0;18;126.0;934.0;-546.0;-54.0;-100.0;18
-653.0;?;89.0;927.0;-547.0;-43.0;-104.0;27
-652.0;5;106.0;924.0;-547.0;-69.0;-108.0;5
-652.0;26;?;937.0;-548.0;-85.0;-67.0;?
-652.0;20;71.0;919.0;-549.0;-89.0;-77.0;20
-653.0;-24;120.0;927.0;-550.0;-86.0;-24.0;-24
-654.0;-13;109.0;890.0;-551.0;-86.0;106.0;-13
-655.0;10;102.0;929.0;?;-90.0;?;10
-658.0;5;90.0;956.0;-554.0;?;174.0;5
-660.0;-10;72.0;941.0;-556.0;0.0;181.0;-10
-664.0;-40;70.0;903.0;-557.0;4.0;114.0;-40
-668.0;-39;-5.0;913.0;-557.0;-6.0;203.0;-39
-672.0;-21;-49.0;935.0;-557.0;-25.0;285.0;?
-676.0;-33;-55.0;958.0;-559.0;56.0;363.0;-33
-678.0;-7;-89.0;934.0;-561.0;29.0;283.0;-7
-682.0;6;-139.0;955.0;-562.0;6.0;245.0;6
-686.0;-29;-145.0;952.0;?;-25.0;262.0;-29
-689.0;-7;-101.0;920.0;-566.0;-24.0;267.0;-7
-693.0;21;-101.0;926.0;-568.0;-73.0;?;21
-698.0;-4;-117.0;963.0;-569.0;-93.0;352.0;-4
-700.0;-12;-139.0;941.0;-570.0;-117.0;382.0;-12
-702.0;-14;-202.0;945.0;-571.0;-151.0;365.0;-14
-702.0;-21;-297.0;947.0;-570.0;-154.0;152.0;-21
-701.0;-10;-277.0;926.0;-568.0;-103.0;-168.0;-10
-699.0;-10;-187.0;910.0;-566.0;?;-429.0;-10
-697.0;-17;-75.0;939.0;?;24.0;-593.0;-17
-694.0;-25;8.0;949.0;-563.0;?;-534.0;-25
-692.0;-15;57.0;953.0;-562.0;115.0;-438.0;-15
-690.0;-28;83.0;966.0;-561.0;74.0;-318.0;-28
