InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit BACK gyroZ
-79.0;27;5;-14;-1.0;-29.0;-39.0;223;-14;27;10.0;-5.0
-90.0;17;1;2;14.0;-9.0;-34.0;222;2;17;-3.0;-4.0
-87.0;12;1;-6;18.0;-22.0;-40.0;221;-6;12;14.0;4.0
-77.0;9;1;-32;15.0;-46.0;-56.0;221;-32;9;22.0;5.0
-74.0;-42;1;19;31.0;-34.0;-28.0;213;19;-42;10.0;6.0
-47.0;-1;-1;18;14.0;-45.0;-32.0;223;18;-1;22.0;-11.0
-75.0;18;6;-18;1.0;-27.0;-47.0;222;-18;18;-18.0;-18.0
-93.0;-5;3;-19;42.0;-29.0;-40.0;218;-19;-5;12.0;21.0
-71.0;-30;1;5;45.0;-5.0;-43.0;214;5;-30;10.0;-7.0
-68.0;-44;2;-2;42.0;-10.0;-56.0;219;-2;-44;0.0;8.0
-80.0;-11;-2;9;8.0;-23.0;-33.0;217;9;-11;-3.0;6.0
-66.0;-5;-1;17;42.0;-24.0;-35.0;215;17;-5;22.0;-4.0
-84.0;-31;6;6;15.0;-16.0;-49.0;220;6;-31;3.0;0.0
-41.0;-28;6;-3;11.0;3.0;-47.0;220;-3;-28;25.0;9.0
-54.0;-20;-1;7;29.0;-15.0;-2.0;221;7;-20;30.0;-11.0
-81.0;0;-3;11;7.0;-28.0;-30.0;218;11;0;-8.0;-22.0
-102.0;7;2;-2;-3.0;-16.0;-22.0;219;-2;7;20.0;17.0
-94.0;11;1;0;44.0;-30.0;-42.0;219;0;11;21.0;-28.0
-112.0;-1;0;-21;1.0;-37.0;-48.0;219;-21;-1;17.0;0.0
-97.0;-20;1;-16;27.0;-9.0;-39.0;219;-16;-20;21.0;15.0
-65.0;-31;-4;10;20.0;2.0;-48.0;220;10;-31;18.0;-26.0
-62.0;-9;-1;5;50.0;-11.0;-30.0;217;5;-9;34.0;-26.0
-58.0;30;3;-10;37.0;-3.0;-47.0;223;-10;30;4.0;-11.0
-73.0;14;0;7;-5.0;-18.0;-35.0;218;7;14;-14.0;-15.0
-99.0;-20;3;1;43.0;-18.0;-53.0;282;1;-20;25.0;-10.0
-63.0;8;4;26;30.0;-21.0;-54.0;230;26;8;4.0;-37.0
-47.0;1;-1;-11;55.0;17.0;-36.0;224;-11;1;-3.0;-24.0
-60.0;-23;2;-12;37.0;-31.0;-19.0;220;-12;-23;-22.0;-11.0
-71.0;5;-1;-22;-3.0;-34.0;-52.0;217;-22;5;-1.0;-30.0
-78.0;-3;5;27;-12.0;-12.0;-34.0;220;27;-3;22.0;17.0
-124.0;-15;0;11;10.0;6.0;-56.0;221;11;-15;-14.0;-11.0
-138.0;-10;0;12;12.0;-11.0;-62.0;222;12;-10;-6.0;-9.0
-69.0;-9;0;4;31.0;-3.0;-32.0;216;4;-9;20.0;-11.0
-64.0;-7;-2;9;-4.0;-8.0;-38.0;215;9;-7;-13.0;8.0
1074.0;13;-55;27;83.0;-571.0;-220.0;533;27;13;-419.0;109.0
-126.0;-11;-3;-13;-9.0;-47.0;-2.0;308;-13;-11;-118.0;23.0
-78.0;17;1;-13;-47.0;-63.0;-77.0;207;-13;17;-229.0;3.0
-67.0;9;0;1;10.0;-7.0;-23.0;217;1;9;29.0;-9.0
-76.0;-25;-1;-3;13.0;-44.0;-40.0;255;-3;-25;13.0;14.0
-109.0;-35;2;5;78.0;-23.0;-47.0;259;5;-35;26.0;11.0
-91.0;-9;3;8;43.0;17.0;-51.0;255;8;-9;30.0;-16.0
-80.0;-24;4;-16;32.0;-33.0;-54.0;260;-16;-24;14.0;14.0
-98.0;-29;-3;-6;14.0;-30.0;-38.0;257;-6;-29;48.0;-3.0
-12.0;4;2;-16;1.0;26.0;45.0;311;-16;4;27.0;-9.0
-58.0;6;9;-25;46.0;9.0;-48.0;252;-25;6;19.0;-26.0
-63.0;5;7;-25;26.0;-11.0;-33.0;253;-25;5;0.0;-33.0
-69.0;6;-4;2;-1.0;-5.0;-22.0;216;2;6;-3.0;-19.0
-95.0;6;7;-25;55.0;-14.0;-60.0;253;-25;6;22.0;-20.0
-86.0;6;7;-24;40.0;-8.0;-70.0;253;-24;6;36.0;-28.0
-93.0;6;6;-26;15.0;-9.0;-46.0;252;-26;6;36.0;-22.0
-47.0;-5;1;8;55.0;-10.0;-82.0;212;8;-5;0.0;-1.0
-68.0;-7;-2;8;30.0;-5.0;-22.0;294;8;-7;-38.0;6.0
-42.0;-8;-1;4;46.0;-9.0;-2.0;220;4;-8;8.0;-6.0
-82.0;5;-3;-8;-1.0;-16.0;-41.0;211;-8;5;16.0;4.0
-63.0;23;1;13;-9.0;-24.0;-28.0;222;13;23;23.0;-2.0
-81.0;1;-7;-14;24.0;-21.0;-20.0;263;-14;1;17.0;22.0
-37.0;-11;-5;-4;45.0;-25.0;-28.0;262;-4;-11;35.0;7.0
-40.0;-21;-6;-12;14.0;-11.0;-35.0;218;-12;-21;-18.0;15.0
-92.0;-11;-4;29;20.0;-14.0;-61.0;216;29;-11;56.0;-13.0
-58.0;5;-1;14;92.0;1.0;-24.0;259;14;5;18.0;-2.0
-107.0;-10;-3;-33;27.0;-29.0;-62.0;220;-33;-10;8.0;0.0
-74.0;-2;6;-37;46.0;-12.0;-47.0;218;-37;-2;12.0;6.0
-50.0;2;4;-41;59.0;-7.0;-9.0;267;-41;2;41.0;0.0
-309.0;-998;-298;-998;-91.0;-177.0;-118.0;845;-998;-998;38.0;254.0
-83.0;-31;6;25;29.0;-29.0;-56.0;218;25;-31;14.0;19.0
-71.0;8;-1;-11;-16.0;-9.0;-43.0;299;-11;8;28.0;11.0
-73.0;3;4;10;33.0;-13.0;-32.0;220;10;3;5.0;-6.0
-50.0;-29;1;-3;14.0;-22.0;-37.0;293;-3;-29;-7.0;8.0
-56.0;-2;-2;14;221.0;-110.0;-65.0;218;14;-2;-222.0;33.0
-232.0;-785;261;-584;816.0;71.0;-476.0;348;-584;-785;-525.0;140.0
-42.0;-28;6;-14;16.0;1.0;-55.0;260;-14;-28;15.0;-8.0
-35.0;0;-3;-4;42.0;-11.0;-11.0;262;-4;0;40.0;24.0
-140.0;8;3;-27;136.0;-68.0;-53.0;279;-27;8;-124.0;85.0
-133.0;-14;1;-11;147.0;-42.0;-30.0;284;-11;-14;-62.0;17.0
-97.0;17;-3;-58;28.0;-45.0;-84.0;278;-58;17;8.0;24.0
-58.0;10;0;12;32.0;-20.0;-57.0;223;12;10;26.0;6.0
-7.0;-19;4;10;23.0;-4.0;16.0;305;10;-19;-51.0;-10.0
-33.0;0;-4;4;30.0;-20.0;-52.0;299;4;0;-25.0;-25.0
-96.0;-4;-4;5;17.0;-14.0;-61.0;299;5;-4;-16.0;-26.0
-97.0;-15;-1;-1;96.0;-26.0;-53.0;305;-1;-15;-55.0;21.0
-72.0;-25;2;-6;32.0;-11.0;-14.0;287;-6;-25;-17.0;5.0
-52.0;-17;2;-11;14.0;-6.0;-29.0;286;-11;-17;4.0;-13.0
-85.0;-51;0;2;40.0;-12.0;-7.0;293;2;-51;1.0;2.0
-129.0;-13;-6;-11;32.0;-1.0;-19.0;303;-11;-13;-4.0;10.0
-54.0;-6;4;-17;5.0;5.0;-26.0;220;-17;-6;30.0;4.0
-68.0;-8;3;10;-10.0;-9.0;-22.0;221;10;-8;1.0;-31.0
-62.0;0;2;9;-11.0;-20.0;-37.0;225;9;0;-30.0;8.0
-43.0;8;-2;7;-9.0;1.0;-34.0;226;7;8;-16.0;8.0
288.0;42;6;-33;3.0;-693.0;2.0;251;-33;42;-573.0;71.0
-68.0;-20;4;5;-16.0;16.0;-30.0;220;5;-20;-2.0;4.0
-65.0;1;2;3;21.0;21.0;-27.0;223;3;1;5.0;26.0
-97.0;5;1;3;-57.0;-40.0;-45.0;263;3;5;-46.0;-7.0
-58.0;-30;-3;0;-14.0;-1.0;-10.0;220;0;-30;-8.0;0.0
-56.0;-5;8;-10;8.0;-55.0;-52.0;220;-10;-5;-21.0;21.0
-62.0;-34;2;-10;53.0;8.0;-47.0;222;-10;-34;16.0;-17.0
-47.0;-12;0;8;55.0;-26.0;-84.0;234;8;-12;-47.0;-4.0
-55.0;12;-3;13;85.0;-57.0;-35.0;269;13;12;16.0;5.0
-92.0;21;-1;-8;51.0;-46.0;-49.0;270;-8;21;30.0;23.0
-59.0;-24;3;-10;50.0;-9.0;-24.0;216;-10;-24;38.0;-9.0
-71.0;7;4;1;52.0;-18.0;-56.0;218;1;7;9.0;-14.0
-83.0;-10;5;11;61.0;-29.0;-30.0;310;11;-10;6.0;23.0
-74.0;9;-198;-23;228.0;-132.0;-115.0;499;-23;9;70.0;31.0
-152.0;10;1;-1;129.0;-39.0;-112.0;275;-1;10;42.0;-1.0
-14.0;18;-2;-28;82.0;-186.0;61.0;312;-28;18;-144.0;-32.0
-65.0;-9;-3;-5;20.0;-4.0;-32.0;273;-5;-9;31.0;15.0
-59.0;9;-1;0;12.0;-18.0;-34.0;266;0;9;-30.0;-19.0
-37.0;-24;0;-14;39.0;-12.0;-10.0;268;-14;-24;11.0;14.0
-46.0;-20;1;-2;-3.0;-11.0;-13.0;214;-2;-20;5.0;-16.0
-62.0;8;-4;-7;24.0;3.0;-48.0;309;-7;8;7.0;4.0
-77.0;-19;3;-13;8.0;11.0;-54.0;308;-13;-19;-16.0;-2.0
-107.0;-9;-4;16;2.0;-23.0;-24.0;308;16;-9;10.0;-7.0
-78.0;3;2;19;69.0;-26.0;-45.0;308;19;3;-27.0;-41.0
-116.0;-21;5;-12;3.0;-49.0;-34.0;253;-12;-21;29.0;-7.0
-40.0;-16;0;-7;55.0;-42.0;-43.0;250;-7;-16;-3.0;24.0
-42.0;-1;2;-12;122.0;-29.0;26.0;206;-12;-1;-36.0;2.0
-41.0;-15;-1;21;19.0;-5.0;2.0;251;21;-15;15.0;3.0
-8.0;5;-1;1;59.0;-9.0;-40.0;251;1;5;-10.0;-7.0
-57.0;39;-1;-6;36.0;-5.0;-47.0;251;-6;39;8.0;-11.0
-91.0;11;2;-4;70.0;-6.0;-9.0;251;-4;11;-13.0;-27.0
-104.0;-13;-2;0;21.0;-67.0;-91.0;310;0;-13;-3.0;-17.0
-92.0;3;-3;17;32.0;-31.0;-23.0;304;17;3;3.0;-25.0
-63.0;-27;1;-10;28.0;-36.0;-47.0;215;-10;-27;-9.0;19.0
-47.0;19;1;-8;-10.0;-27.0;-11.0;221;-8;19;-53.0;2.0
-80.0;-9;3;2;34.0;-3.0;-8.0;219;2;-9;29.0;-10.0
-95.0;-2;-1203;-16;-43.0;14.0;-47.0;1290;-16;-2;171.0;-54.0
-77.0;-17;-1;1;20.0;-21.0;-24.0;317;1;-17;-10.0;-15.0
-49.0;-14;-6;4;44.0;-31.0;-29.0;214;4;-14;8.0;21.0
-67.0;-9;3;10;28.0;-29.0;-58.0;310;10;-9;-30.0;-15.0
-50.0;-19;-2;19;-1.0;-37.0;-52.0;306;19;-19;40.0;3.0
-62.0;-13;2;10;16.0;-31.0;-24.0;308;10;-13;-3.0;-11.0
-121.0;-2;-17;3;71.0;-120.0;-164.0;1140;3;-2;-220.0;172.0
-100.0;34;5;-6;27.0;-64.0;-66.0;309;-6;34;-47.0;12.0
-137.0;13;-1;10;93.0;-48.0;-162.0;308;10;13;-55.0;21.0
-508.0;413;2131;-275;-293.0;144.0;-2.0;861;-275;413;83.0;-437.0
-51.0;4;0;4;-9.0;-29.0;-66.0;212;4;4;-47.0;8.0
-60.0;16;3;7;-4.0;-12.0;-58.0;308;7;16;29.0;8.0
-67.0;-20;2;9;33.0;-3.0;-36.0;211;9;-20;8.0;-11.0
-50.0;-35;-1;-6;29.0;-23.0;-28.0;216;-6;-35;12.0;20.0
-1590.0;-216;-2296;-37;941.0;-542.0;-1578.0;537;-37;-216;-602.0;386.0
-65.0;18;-3;-9;49.0;28.0;4.0;292;-9;18;1.0;-36.0
-63.0;-4;-1;-3;51.0;9.0;-44.0;272;-3;-4;9.0;9.0
-160.0;-53;4;7;-191.0;131.0;36.0;257;7;-53;-262.0;171.0
-41.0;-8;-3;1;29.0;-18.0;-5.0;218;1;-8;33.0;-26.0
-84.0;-36;-1;-21;23.0;-23.0;-72.0;214;-21;-36;10.0;-9.0
-74.0;6;-2;-26;38.0;-23.0;-42.0;273;-26;6;34.0;3.0
-56.0;-22;-1;-2;27.0;-37.0;-41.0;221;-2;-22;17.0;4.0
-122.0;-11;1;9;130.0;-85.0;-73.0;304;9;-11;-50.0;9.0
-69.0;6;-2;-26;26.0;-36.0;-34.0;272;-26;6;3.0;-23.0
-93.0;-13;3;-14;21.0;-9.0;-38.0;261;-14;-13;-18.0;7.0
-156.0;-6;1;0;25.0;-11.0;-136.0;317;0;-6;63.0;-19.0
-120.0;128;7;392;-69.0;-50.0;-145.0;323;392;128;35.0;-74.0
-40.0;-24;4;-19;23.0;-10.0;-37.0;220;-19;-24;23.0;6.0
-106.0;11;5;27;-12.0;-6.0;-30.0;270;27;11;-4.0;4.0
-151.0;-457;-73;2119;363.0;-166.0;-250.0;291;2119;-457;-73.0;166.0
-111.0;3;3;3;62.0;-59.0;-56.0;209;3;3;-68.0;-39.0
-48.0;-2;2;9;91.0;-34.0;4.0;258;9;-2;-39.0;-22.0
-83.0;4;0;4;71.0;-54.0;-38.0;270;4;4;-24.0;5.0
-111.0;-1;4;-21;23.0;7.0;-50.0;221;-21;-1;-20.0;-24.0
-73.0;-21;-2;-30;36.0;-21.0;-52.0;279;-30;-21;9.0;15.0
-75.0;14;0;5;39.0;-26.0;-21.0;273;5;14;-31.0;-20.0
-69.0;-5;0;-35;49.0;-6.0;-21.0;277;-35;-5;4.0;36.0
-65.0;-18;0;-8;21.0;-22.0;-17.0;280;-8;-18;14.0;-3.0
-47.0;-13;2;-21;47.0;-20.0;-40.0;277;-21;-13;42.0;-7.0
-49.0;-1;-2;22;19.0;-12.0;-19.0;278;22;-1;14.0;21.0
-19.0;6;1;-2;260.0;-20.0;14.0;280;-2;6;-62.0;6.0
-111.0;15;-4;27;-1.0;-30.0;-34.0;275;27;15;3.0;4.0
-40.0;34;-100;6;-194.0;-577.0;-577.0;268;6;34;-404.0;-12.0
-57.0;23;1;-4;41.0;-19.0;-53.0;277;-4;23;21.0;-11.0
-113.0;-53;3;-13;110.0;-48.0;-49.0;269;-13;-53;102.0;11.0
-68.0;10;4;-13;130.0;-29.0;-65.0;257;-13;10;61.0;-16.0
-98.0;3;-1;-14;70.0;-29.0;-66.0;269;-14;3;18.0;7.0
-71.0;-37;-4;-4;75.0;-24.0;-31.0;277;-4;-37;24.0;2.0
-68.0;-16;-10;-26;-2.0;-9.0;-66.0;261;-26;-16;45.0;-5.0
-98.0;-34;3;-24;6.0;30.0;-50.0;293;-24;-34;42.0;-20.0
-55.0;-4;4;-15;22.0;14.0;-45.0;256;-15;-4;62.0;-15.0
-74.0;-16;-13;-26;55.0;-30.0;-67.0;272;-26;-16;3.0;0.0
-482.0;-70;-371;51;881.0;76.0;-374.0;143;51;-70;194.0;-26.0
-27.0;9;1;-14;7.0;-25.0;-60.0;217;-14;9;12.0;15.0
-340.0;-2;2182;168;-627.0;95.0;67.0;389;168;-2;493.0;-482.0
86.0;1451;435;-667;-127.0;-140.0;86.0;200;-667;1451;43.0;-166.0
-61.0;-9;92;-21;-7.0;61.0;-42.0;273;-21;-9;240.0;31.0
-71.0;25;-1;16;-20.0;-3.0;-44.0;300;16;25;30.0;6.0
-46.0;15;4;3;154.0;24.0;85.0;309;3;15;-352.0;-2.0
-203.0;-24;0;-46;-55.0;-64.0;-123.0;326;-46;-24;37.0;21.0
9.0;-13;-3;-10;-71.0;6.0;69.0;261;-10;-13;220.0;-65.0
-110.0;31;2;-36;-13.0;-33.0;-94.0;246;-36;31;-94.0;25.0
889.0;221;896;568;212.0;90.0;-293.0;-344;568;221;156.0;-88.0
-96.0;-231;2;-140;35.0;122.0;-7.0;305;-140;-231;46.0;59.0
837.0;-1394;34;-2711;48.0;928.0;980.0;265;-2711;-1394;601.0;-190.0
2094.0;-1024;-79;1964;-65.0;347.0;1621.0;169;1964;-1024;719.0;-266.0
-56.0;16;-3;-12;70.0;-69.0;-22.0;259;-12;16;33.0;9.0
-56.0;7;-7;31;18.0;-77.0;-35.0;301;31;7;35.0;-13.0
-54.0;13;0;-2;73.0;-29.0;-26.0;256;-2;13;81.0;-19.0
-64.0;-6;-2;14;-125.0;183.0;69.0;281;14;-6;106.0;49.0
161.0;8;-1;-15;330.0;100.0;187.0;275;-15;8;146.0;-136.0
-66.0;-9;-1;-2;65.0;10.0;-31.0;216;-2;-9;96.0;0.0
-217.0;-6;-1793;104;-378.0;-19.0;-86.0;476;104;-6;-75.0;-349.0
-32.0;-21;-2;-21;38.0;14.0;-60.0;294;-21;-21;25.0;-1.0
-653.0;675;-6;306;752.0;250.0;235.0;255;306;675;-179.0;-21.0
-53.0;20;-1;-8;71.0;-46.0;-66.0;215;-8;20;78.0;8.0
-275.0;-16;-6;31;-120.0;4.0;3.0;212;31;-16;200.0;-77.0
795.0;-42;-4;30;-63.0;-18.0;-228.0;214;30;-42;-8.0;-2.0
-131.0;10;-2;10;81.0;4.0;-72.0;308;10;10;72.0;-17.0
-2190.0;89;59;-72;718.0;-1174.0;-1835.0;281;-72;89;-1113.0;254.0
-32.0;-4;-2;-4;65.0;20.0;-34.0;218;-4;-4;14.0;-22.0
-110.0;16;4;-9;-228.0;13.0;-89.0;222;-9;16;401.0;-22.0
-60.0;17;2;1;31.0;23.0;-35.0;226;1;17;33.0;-30.0
-412.0;-38;-271;45;-71.0;-653.0;-507.0;304;45;-38;20.0;-37.0
224.0;4624;239;-1931;-442.0;267.0;286.0;296;-1931;4624;424.0;-194.0
-58.0;10;-1;-33;18.0;-16.0;-41.0;227;-33;10;44.0;-9.0
-48.0;-9;3;-6;44.0;23.0;-28.0;295;-6;-9;61.0;-27.0
223.0;8;3;-2;-10.0;-24.0;-7.0;220;-2;8;0.0;15.0
-56.0;-32;3;-11;558.0;43.0;-27.0;215;-11;-32;156.0;21.0
122.0;-8;1;-2;99.0;3.0;-65.0;265;-2;-8;36.0;140.0
-77.0;5;2;28;-32.0;56.0;202.0;218;28;5;-38.0;0.0
-6.0;-1;-5;-4;42.0;-23.0;15.0;306;-4;-1;-40.0;-33.0
-96.0;16;2;9;14.0;117.0;-111.0;223;9;16;33.0;17.0
28.0;82;-103;25;-15.0;107.0;-8.0;400;25;82;86.0;61.0
54.0;-12;-25;35;125.0;54.0;-105.0;271;35;-12;22.0;12.0
45.0;307;7;1388;-656.0;399.0;-354.0;257;1388;307;2034.0;148.0
-21.0;-28;2;-14;71.0;2.0;11.0;255;-14;-28;34.0;9.0
829.0;11;163;-39;-258.0;772.0;1149.0;328;-39;11;744.0;-283.0
73.0;-67;69;-8;287.0;248.0;358.0;303;-8;-67;165.0;-69.0
-8.0;-29;-1;-9;15.0;-33.0;-160.0;273;-9;-29;42.0;-9.0
-171.0;-1;-1;29;91.0;24.0;122.0;216;29;-1;26.0;-56.0
-82.0;-5;-1;-18;225.0;-15.0;-39.0;213;-18;-5;135.0;23.0
-417.0;406;13;-169;-682.0;-97.0;-117.0;288;-169;406;-20.0;85.0
-45.0;-9;0;-32;20.0;-47.0;-48.0;222;-32;-9;8.0;38.0
-78.0;-963;-6;573;378.0;-277.0;-154.0;262;573;-963;36.0;-216.0
-44.0;2;5;20;41.0;0.0;-39.0;221;20;2;39.0;28.0
-840.0;13;-5;7;-28.0;40.0;109.0;216;7;13;-15.0;-28.0
-66.0;2;0;-16;-8.0;-10.0;-57.0;314;-16;2;48.0;-12.0
-60.0;0;-6;29;57.0;24.0;-39.0;217;29;0;24.0;6.0
-64.0;20;1;6;22.0;18.0;-32.0;222;6;20;16.0;13.0
-38.0;14;-2;-50;1556.0;-300.0;-327.0;294;-50;14;-882.0;54.0
-110.0;-6;-3;17;839.0;-64.0;152.0;246;17;-6;-762.0;49.0
1224.0;-122;239;-922;-45.0;-571.0;-402.0;88;-922;-122;-890.0;203.0
-65.0;-6;-1;25;-2.0;12.0;-52.0;211;25;-6;-16.0;-11.0
-37.0;-36;1;10;54.0;9.0;-52.0;216;10;-36;27.0;15.0
44.0;14;2;-11;38.0;85.0;-162.0;220;-11;14;15.0;15.0
-32.0;-2;3;-3;5.0;-18.0;11.0;221;-3;-2;14.0;-12.0
-157.0;446;-8;-422;727.0;-188.0;-348.0;306;-422;446;-290.0;220.0
-73.0;2;3;-24;-10.0;-14.0;-73.0;217;-24;2;36.0;12.0
-77.0;-10;8;16;54.0;6.0;-22.0;214;16;-10;34.0;-24.0
102.0;-3600;97;1561;-517.0;505.0;225.0;497;1561;-3600;593.0;-301.0
