InertialMeasurementUnit RUA accZ;Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA^ accY;Accelerometer RUA_ accY;InertialMeasurementUnit RLA accX;Accelerometer RWR accY;InertialMeasurementUnit RLA accZ;Accelerometer RUA_ accZ;InertialMeasurementUnit RUA accY
213.0;148.0;-969.0;1110.0;895.0;-708.0;625.0;490.0;-118.0;23.0
63.0;271.0;-972.0;1079.0;971.0;-834.0;743.0;467.0;64.0;222.0
212.0;251.0;-843.0;1018.0;870.0;-694.0;702.0;528.0;181.0;177.0
205.0;237.0;-954.0;1090.0;970.0;-783.0;711.0;428.0;-40.0;168.0
193.0;226.0;-996.0;1020.0;854.0;-927.0;668.0;335.0;212.0;100.0
309.0;146.0;-959.0;1109.0;1004.0;-825.0;856.0;620.0;33.0;324.0
248.0;273.0;-925.0;1001.0;909.0;-756.0;702.0;407.0;56.0;236.0
234.0;233.0;-1015.0;1141.0;961.0;-584.0;543.0;529.0;76.0;226.0
256.0;82.0;-967.0;1023.0;1227.0;-813.0;774.0;571.0;6.0;300.0
217.0;405.0;-931.0;1033.0;918.0;-810.0;576.0;491.0;194.0;181.0
279.0;207.0;-904.0;942.0;920.0;-701.0;623.0;436.0;17.0;218.0
137.0;352.0;-877.0;928.0;862.0;-719.0;613.0;461.0;79.0;268.0
245.0;511.0;-867.0;927.0;741.0;-283.0;400.0;832.0;200.0;504.0
208.0;115.0;-935.0;1448.0;1041.0;-790.0;1005.0;472.0;87.0;194.0
-13.0;135.0;-987.0;1209.0;686.0;-441.0;592.0;35.0;-296.0;37.0
68.0;524.0;-942.0;954.0;936.0;-677.0;383.0;373.0;234.0;286.0
306.0;344.0;-1015.0;1000.0;556.0;-311.0;236.0;328.0;-180.0;174.0
115.0;70.0;-811.0;1297.0;1011.0;-508.0;864.0;370.0;-4.0;222.0
699.0;803.0;-245.0;493.0;358.0;-25.0;28.0;1022.0;779.0;626.0
176.0;286.0;-892.0;883.0;741.0;-779.0;659.0;444.0;55.0;104.0
31.0;237.0;-946.0;1130.0;758.0;-337.0;422.0;651.0;-115.0;154.0
194.0;607.0;-901.0;858.0;435.0;-64.0;-57.0;612.0;77.0;457.0
234.0;256.0;-968.0;1070.0;964.0;-791.0;688.0;471.0;-24.0;180.0
193.0;354.0;-930.0;1048.0;950.0;-753.0;693.0;438.0;145.0;272.0
190.0;-23.0;-1020.0;1173.0;1057.0;-852.0;843.0;457.0;222.0;11.0
303.0;240.0;-781.0;992.0;800.0;-722.0;620.0;424.0;90.0;-25.0
161.0;358.0;-707.0;1041.0;791.0;-588.0;928.0;387.0;133.0;249.0
326.0;273.0;-929.0;1115.0;905.0;-736.0;705.0;739.0;90.0;100.0
177.0;342.0;-949.0;1072.0;981.0;-804.0;755.0;554.0;131.0;262.0
318.0;490.0;-943.0;1078.0;865.0;-601.0;447.0;614.0;264.0;342.0
98.0;377.0;-944.0;1009.0;926.0;-757.0;681.0;327.0;1.0;266.0
80.0;-22.0;-960.0;1145.0;1064.0;-808.0;875.0;295.0;-216.0;159.0
-9.0;170.0;-778.0;1001.0;770.0;-746.0;920.0;306.0;-89.0;54.0
196.0;218.0;-952.0;1092.0;967.0;-832.0;763.0;478.0;78.0;149.0
12.0;-50.0;-989.0;1139.0;964.0;-954.0;831.0;207.0;-37.0;-158.0
54.0;119.0;-1030.0;1129.0;1127.0;-936.0;848.0;429.0;10.0;138.0
53.0;151.0;-996.0;1082.0;1022.0;-921.0;787.0;358.0;-18.0;74.0
136.0;123.0;-1050.0;1023.0;1016.0;-983.0;755.0;457.0;72.0;-9.0
160.0;198.0;-1018.0;1150.0;1034.0;-876.0;748.0;530.0;37.0;159.0
190.0;324.0;-864.0;1003.0;879.0;-695.0;634.0;382.0;148.0;296.0
163.0;313.0;-922.0;993.0;924.0;-732.0;668.0;375.0;49.0;297.0
4.0;243.0;-980.0;1070.0;948.0;-799.0;712.0;339.0;-1.0;220.0
274.0;254.0;-927.0;1097.0;1018.0;-720.0;707.0;508.0;-26.0;179.0
227.0;337.0;-864.0;1115.0;881.0;-701.0;865.0;478.0;172.0;249.0
180.0;184.0;-1191.0;1010.0;1064.0;-1082.0;657.0;470.0;110.0;138.0
