NVL_Recv_Ind.GL_NonMetall;NVL_Recv_Ind.GL_Metall;PLC_PRG.MaterialIsMetal;MotorData.Motor_Pos4reached;MotorData.ActPosition;MotorData.Motor_Pos1reached;MotorData.ActSpeed;MotorData.IsForce;MotorData.ActCurrent
1;0;0;0;260014;0;0;5;29
1;0;0;0;260014;0;0;6;26
1;0;0;0;260014;0;0;3;26
1;0;0;0;260014;0;0;6;24
1;0;0;0;260014;0;0;4;28
1;0;0;0;260014;0;0;7;25
1;0;0;0;260014;0;0;7;28
1;0;0;0;260014;0;0;5;29
1;0;0;0;260014;0;0;5;25
1;0;0;0;260014;0;0;3;25
1;0;0;0;260014;0;0;6;28
1;0;0;0;260014;0;0;6;28
1;0;0;0;260014;0;0;6;27
1;0;0;0;260014;0;0;7;28
1;0;0;0;260014;0;0;6;27
1;0;0;0;260014;0;0;7;26
1;0;0;0;260014;0;0;6;26
1;0;0;0;260014;0;0;6;23
1;0;0;0;260014;0;0;5;24
1;0;0;0;260014;0;0;5;28
1;0;0;0;260014;0;0;3;25
1;0;0;0;260014;0;0;7;25
1;0;0;0;260014;0;0;5;24
1;0;0;0;260014;0;0;6;26
1;0;0;0;260014;0;0;7;26
1;0;0;0;260014;0;0;5;26
1;0;0;0;260014;0;0;5;28
1;0;0;0;260014;0;0;5;29
1;0;0;0;260014;0;0;5;26
1;0;0;0;260014;0;0;7;28
1;0;0;0;260014;0;0;3;26
1;0;0;0;260014;0;0;5;26
1;0;0;0;260014;0;0;7;26
1;0;0;0;260014;0;0;5;22
1;0;0;0;260014;0;0;5;26
1;0;0;0;260014;0;0;5;26
1;0;1;0;260014;0;0;6;25
1;0;0;0;260014;0;0;7;26
1;0;0;0;260014;0;0;4;26
1;0;0;0;260014;0;0;5;26
1;0;0;0;260014;0;0;4;24
1;0;0;0;260014;0;0;7;28
1;0;0;0;260014;0;0;6;24
1;0;0;0;260014;0;0;7;28
1;0;0;0;260014;0;0;6;27
1;0;0;0;260014;0;0;6;26
1;0;0;0;260014;0;0;5;22
1;0;0;0;260014;0;0;5;28
1;0;0;0;260014;0;0;5;24
1;0;0;0;260014;0;0;6;24
1;0;0;0;260014;0;0;5;26
1;0;0;0;260014;0;0;5;25
1;0;0;0;260014;0;0;3;26
1;0;0;0;260014;0;0;4;26
1;0;0;0;260014;0;0;3;26
1;0;0;0;260014;0;0;3;24
1;0;0;0;260014;0;0;7;28
1;0;0;0;260014;0;0;4;27
1;0;0;0;260014;0;0;6;26
1;0;0;0;260014;0;0;7;28
1;0;0;0;260014;0;0;7;28
1;0;0;0;260014;0;0;5;28
1;0;0;0;260014;0;0;5;27
1;0;0;0;260014;0;0;5;27
1;0;0;0;260014;0;0;7;26
1;0;0;0;260014;0;0;5;27
1;0;0;0;260014;0;0;3;26
1;0;0;0;260014;0;0;6;28
1;0;0;0;260014;0;0;7;26
1;0;0;0;260014;0;0;6;29
1;0;0;0;260014;0;0;7;28
1;0;0;0;260014;0;0;7;26
1;0;0;0;260014;0;0;6;29
1;0;0;0;260014;0;0;5;24
1;0;0;0;260014;0;0;7;26
1;0;0;0;260014;0;0;7;27
1;0;0;0;260014;0;0;7;26
1;0;0;0;260014;0;0;5;26
1;0;0;0;260014;0;0;6;26
1;0;0;0;260014;0;0;6;23
1;0;0;0;260014;0;0;4;28
1;0;0;0;260014;0;0;7;25
1;0;0;0;260014;0;0;6;29
1;0;0;0;260014;0;0;7;28
1;0;0;0;260014;0;0;5;26
1;0;0;0;260014;0;0;4;28
1;0;0;0;260014;0;0;6;29
1;0;0;0;260014;0;0;3;27
1;0;0;0;260014;0;0;6;22
1;0;0;0;260014;0;0;6;16
1;0;0;0;260014;0;0;6;21
1;0;0;0;260014;0;0;6;21
1;0;0;0;260014;0;0;6;21
1;0;0;0;260014;0;0;6;21
1;0;0;0;260014;0;0;10;26
1;0;0;0;260014;0;0;4;29
1;0;0;0;260014;0;0;7;29
1;0;0;0;260014;0;0;-1;-11
1;0;0;0;260014;0;0;6;21
1;0;0;0;260014;0;0;4;29
1;0;0;0;260014;0;0;4;21
1;0;0;0;260014;0;0;6;21
1;0;0;0;260014;0;0;4;21
1;0;0;0;260014;0;0;4;21
1;0;0;0;260014;0;0;8;24
1;0;0;0;260014;0;0;8;24
1;0;0;0;260014;0;0;6;22
1;0;0;0;260014;0;0;3;28
1;0;0;0;260014;0;0;4;29
1;0;0;0;260014;0;0;3;28
1;0;0;0;260014;0;0;7;23
1;0;0;0;260014;0;0;7;23
1;0;0;0;260014;0;0;8;26
1;0;0;0;260014;0;0;6;22
1;0;0;0;260014;0;0;6;22
1;0;0;0;260014;0;0;8;24
1;0;0;0;260014;0;0;7;22
1;0;0;0;260014;0;0;6;21
1;0;0;0;260014;0;0;2;7
1;0;0;0;260014;0;0;6;21
1;0;0;0;260014;0;0;9;28
1;0;0;0;260014;0;0;7;29
1;0;0;0;260014;0;0;7;22
1;0;0;0;260014;0;0;7;22
1;0;0;0;260014;0;0;8;27
1;0;0;0;260014;0;0;4;21
1;0;0;0;260014;0;0;2;20
1;0;0;0;260014;0;0;9;25
1;0;0;0;260014;0;0;7;29
1;0;0;0;260014;0;0;7;29
1;0;0;0;260014;0;0;6;19
1;0;0;0;260014;0;0;7;22
1;0;0;0;260014;0;0;7;29
1;0;0;0;260014;0;0;7;29
1;0;0;0;260014;0;0;6;22
1;0;0;0;260014;0;0;8;27
1;0;0;0;260014;0;0;8;26
1;0;0;0;260014;0;0;3;27
1;0;0;0;260014;0;0;4;21
1;0;0;0;260014;0;0;3;23
1;0;0;0;260014;0;0;7;22
1;0;0;0;260014;0;0;7;23
1;0;0;0;260014;0;0;5;20
1;0;0;0;260014;0;0;3;27
1;0;0;0;260014;0;0;6;21
1;0;0;0;260014;0;0;8;26
1;0;0;0;260014;0;0;3;23
1;0;0;0;260014;0;0;3;23
1;0;0;0;260014;0;0;3;28
1;0;0;0;260014;0;0;3;28
1;0;0;0;260014;0;0;4;21
1;0;0;0;260014;0;0;6;21
1;0;0;0;260014;0;0;6;21
1;0;0;0;260014;0;0;6;21
1;0;0;0;260014;0;0;6;21
1;0;0;0;260014;0;0;4;22
1;0;0;0;260014;0;0;6;21
1;0;0;0;260014;0;0;3;23
1;0;0;0;260014;0;0;3;23
1;0;0;0;260014;0;0;7;22
1;0;0;0;260014;0;0;4;21
1;0;0;0;260014;0;0;4;29
1;0;0;0;260014;0;0;4;29
1;0;0;0;260014;0;0;6;22
1;0;0;0;260014;0;0;3;28
1;0;0;0;260014;0;0;3;27
1;0;0;0;260014;0;0;4;21
1;0;0;0;260014;0;0;6;44
1;0;0;0;260014;0;0;6;31
1;0;0;0;260014;0;0;6;30
1;0;0;0;260014;0;0;6;30
1;0;0;0;260014;0;0;6;30
1;0;0;0;260014;0;0;6;30
1;0;0;0;260014;0;0;6;30
1;0;0;0;260014;0;0;6;30
1;0;0;0;260014;0;0;6;30
1;0;0;0;260014;0;0;7;35
1;0;0;0;260014;0;0;6;30
1;0;0;0;260014;0;0;5;31
1;0;0;0;260014;0;0;6;30
1;0;0;0;260014;0;0;5;30
1;0;0;0;260014;0;0;6;30
1;0;0;0;260014;0;0;5;30
1;0;0;0;260014;0;0;5;30
1;0;0;0;260014;0;0;6;30
1;0;0;0;260014;0;0;5;30
1;0;0;0;260014;0;0;6;30
1;0;0;0;260014;0;0;4;21
1;0;0;0;260014;0;0;6;30
1;0;0;0;260014;0;0;5;30
1;0;0;0;260014;0;0;5;30
1;0;0;0;260014;0;0;5;30
1;0;0;0;279676;0;-80359;18;-548
1;0;0;0;133603;0;78938;29;244
1;0;0;0;260014;0;0;2;26
1;0;0;0;300759;0;80591;101;709
1;0;0;0;260014;0;0;3;35
1;0;0;0;260014;0;0;4;31
1;0;0;0;103617;0;-81026;-165;-381
1;0;0;0;22011;1;0;-39;-182
1;0;0;0;260014;0;0;2;26
1;0;0;0;260014;0;0;0;25
1;0;0;0;260014;0;0;2;29
1;0;0;0;260014;0;0;4;30
1;0;0;0;260014;0;0;8;23
1;0;0;0;260014;0;0;8;23
1;0;0;0;260014;0;0;8;23
1;0;0;0;260014;0;0;8;23
1;0;0;0;260014;0;0;3;29
1;0;0;0;260014;0;0;4;30
1;0;0;0;260014;0;0;4;30
1;0;0;1;389992;0;0;79;360
1;0;0;0;260014;0;0;7;31
1;0;0;0;260014;0;0;7;30
1;0;0;0;260014;0;0;7;30
1;0;0;0;260014;0;0;7;30
1;0;0;0;260014;0;0;7;30
1;0;0;0;260014;0;0;4;30
1;0;0;0;260014;0;0;7;30
1;0;0;0;260014;0;0;7;30
1;0;0;0;260014;0;0;7;30
1;0;0;0;140012;0;0;-33;-154
1;0;0;0;260014;0;0;2;13
1;0;0;0;260014;0;0;3;17
