MotorData.ActPosition;NVL_Recv_Storage.GL_I_Slider_OUT;MotorData.Motor_Pos2reached;MotorData.ActSpeed;MotorData.IsAcceleration;NVL_Recv_Storage.GL_I_Slider_IN;MotorData.IsForce;NVL_Recv_Ind.GL_NonMetall;NVL_Recv_Storage.GL_LightBarrier;MotorData.ActCurrent;NVL_Recv_Ind.GL_Metall;PLC_PRG.MaterialIsMetal;MotorData.Motor_Pos4reached;NVL_Recv_Storage.GL_I_ProcessStarted;MotorData.Motor_Pos1reached;NVL_Send_Storage.ActivateStorage;PLC_PRG.Gripper;MotorData.Motor_Pos3reached
268975;0;0;0;0;1;1;1;1;7;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;7;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;4;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;4;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-5;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-5;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;3;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;-14;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;-14;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;5;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-3;1;1;16;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;3;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;3;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;3;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;3;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;7;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;7;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;7;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;3;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;3;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;-9;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;-9;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;7;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;-9;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;7;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;3;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;3;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-3;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;7;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;7;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;-9;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;-14;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;-14;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;25;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;25;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;16;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;16;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;7;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;7;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-3;1;1;7;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-3;1;1;7;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-3;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;-9;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;-9;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-3;1;1;16;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;20;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;4;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;3;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;-9;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;-9;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-3;1;1;7;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;7;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;7;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;16;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;7;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-3;1;1;12;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;0;1;1;-5;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0
268975;0;0;0;0;1;-1;1;1;20;0;0;0;1;0;0;0;0
268975;0;0;0;0;1;-1;1;1;20;0;0;0;1;0;0;0;0
268975;0;0;0;0;1;-1;1;1;20;0;0;0;1;0;0;0;0
268975;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0
268917;0;0;-73428;-2001;1;-94;1;1;-578;0;0;0;1;0;0;0;0
263378;0;0;-87464;1015;1;-104;1;1;-163;0;0;0;1;0;0;0;0
260420;0;0;-62292;0;1;-73;1;1;-171;0;0;0;1;0;0;0;0
260420;0;0;-62292;0;1;-73;1;1;-171;0;0;0;1;0;0;0;0
253634;0;0;-88711;0;1;-75;1;1;-674;0;0;0;1;0;0;0;0
247312;0;0;-73660;-1015;1;-247;1;1;-245;0;0;0;1;0;0;0;0
244093;0;0;-79750;-1015;1;-58;1;1;-654;0;0;0;1;0;0;0;0
237452;0;0;-77981;-1015;1;-144;1;1;-548;0;0;0;1;0;0;0;0
237452;0;0;-77981;-1015;1;-144;1;1;-548;0;0;0;1;0;0;0;0
234030;0;0;-97208;-1015;1;-129;1;1;-28;0;0;0;1;0;0;0;0
227708;0;0;-85492;-1015;1;-26;1;1;-536;0;0;0;1;0;0;0;0
224431;0;0;-65801;-1015;1;-103;1;1;-377;0;0;0;1;0;0;0;0
224431;0;0;-65801;-1015;1;-103;1;1;-377;0;0;0;1;0;0;0;0
224431;0;0;-65801;-1015;1;-103;1;1;-377;0;0;0;1;0;0;0;0
217384;0;0;-90451;-1015;1;-156;1;1;-782;0;0;0;1;0;0;0;0
211294;0;0;-77198;0;1;-115;1;1;39;0;0;0;1;0;0;0;0
208017;0;0;-76067;0;1;-135;1;1;-210;0;0;0;1;0;0;0;0
201231;0;0;-93844;-1015;1;-39;1;1;-208;0;0;0;1;0;0;0;0
201231;0;0;-93844;-1015;1;-39;1;1;-208;0;0;0;1;0;0;0;0
198186;0;0;-59073;0;1;-159;1;1;-148;0;0;0;1;0;0;0;0
191313;0;0;-84941;0;1;-157;1;1;-605;0;0;0;1;0;0;0;0
185368;0;0;-70876;1015;1;-119;1;1;-521;0;0;0;1;0;0;0;0
182323;0;0;-84361;0;1;-24;1;1;-248;0;0;0;1;0;0;0;0
182323;0;0;-84361;0;1;-24;1;1;-248;0;0;0;1;0;0;0;0
176494;0;0;-85028;-1015;1;-105;1;1;-509;0;0;0;1;0;0;0;0
176494;0;0;-85028;-1015;1;-105;1;1;-509;0;0;0;1;0;0;0;0
172492;0;0;-84129;0;1;-127;1;1;-296;0;0;0;1;0;0;0;0
166576;0;0;-82418;1015;1;-75;1;1;-846;0;0;0;1;0;0;0;0
160747;0;0;-74704;0;1;3;1;1;-40;0;0;0;1;0;0;0;0
160747;0;0;-74704;0;1;3;1;1;-40;0;0;0;1;0;0;0;0
157122;0;0;-69310;0;1;-79;1;1;200;0;0;0;1;0;0;0;0
150974;0;0;-98948;0;1;-19;1;1;-341;0;0;0;1;0;0;0;0
144565;0;0;-65134;0;1;-143;1;1;-359;0;0;0;1;0;0;0;0
140882;0;0;-67106;1015;1;-34;1;1;-47;0;0;0;1;0;0;0;0
140012;0;0;-2958;0;1;-86;1;1;-127;0;0;0;1;0;0;0;0
140012;0;0;-2958;0;1;-86;1;1;-127;0;0;0;1;0;0;0;0
140012;0;0;-2958;0;1;-86;1;1;-127;0;0;0;1;0;0;0;0
140012;0;1;0;0;1;-28;1;1;-130;0;0;0;1;0;0;0;0
140012;0;1;0;0;1;-31;1;1;-138;0;0;0;1;0;1;0;0
140012;0;1;0;0;1;-30;1;1;-132;0;0;0;1;0;1;0;0
140012;0;1;0;0;1;-30;1;1;-132;0;0;0;1;0;1;0;0
140012;0;1;0;0;0;-33;1;1;-136;0;0;0;1;0;1;0;0
140012;0;1;0;0;0;-27;1;1;-153;0;0;0;1;0;1;0;0
140012;0;1;0;0;0;-30;1;1;-136;0;0;0;1;0;1;0;0
140012;0;1;0;0;0;-30;1;1;-131;0;0;0;1;0;1;0;0
140012;0;1;0;0;0;-30;1;1;-131;0;0;0;1;0;1;0;0
140012;1;1;0;0;0;-30;1;1;-150;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-29;1;1;-140;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-32;1;1;-142;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-32;1;1;-142;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-34;1;1;-151;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-34;1;1;-151;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-29;1;1;-130;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-29;1;1;-129;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-28;1;1;-134;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-33;1;1;-136;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-33;1;1;-136;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-31;1;1;-145;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-29;1;1;-144;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-30;1;1;-148;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-32;1;1;-145;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-32;1;1;-145;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-32;1;1;-145;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-29;1;1;-140;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-29;1;1;-138;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-32;1;1;-135;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-31;1;1;-165;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-31;1;1;-165;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-32;1;1;-138;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-33;1;1;-132;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-30;1;1;-116;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-31;1;1;-150;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-31;1;1;-150;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-31;1;1;-134;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-31;1;1;-134;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-34;1;1;-148;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-30;1;1;-138;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-28;1;1;-128;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-28;1;1;-128;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-30;1;1;-131;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-33;1;1;-127;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-32;1;1;-145;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-32;1;1;-145;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-29;1;1;-144;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-31;1;1;-146;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-33;1;1;-142;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-29;1;1;-145;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-29;1;1;-145;0;0;0;1;0;0;0;0
140012;1;1;0;0;0;-31;1;1;-150;0;0;0;0;0;0;0;0
140012;1;1;0;0;0;-31;1;1;-150;0;0;0;0;0;0;0;0
140012;1;1;0;0;0;-30;1;1;-144;0;0;0;0;0;0;0;0
140012;1;1;0;0;0;-32;1;1;-144;0;0;0;0;0;0;0;0
140012;1;1;0;0;0;-31;1;1;-130;0;0;0;0;0;0;0;0
140012;1;1;0;0;0;-31;1;1;-130;0;0;0;0;0;0;0;0
140012;1;1;0;0;0;-33;1;1;-145;0;0;0;0;0;0;0;0
140012;1;1;0;0;0;-31;1;1;-157;0;0;0;0;0;0;0;0
140012;0;1;0;0;0;-31;1;1;-142;0;0;0;0;0;0;0;0
140012;0;1;0;0;0;-31;1;1;-142;0;0;0;0;0;0;0;0
140012;0;1;0;0;0;-32;1;1;-138;0;0;0;0;0;0;0;0
140012;0;1;0;0;1;-27;1;1;-135;0;0;0;0;0;0;0;0
138504;0;0;-97904;0;1;-3;1;1;-677;0;0;0;0;0;0;0;0
132356;0;0;-81983;0;1;-112;1;1;-734;0;0;0;0;0;0;0;0
132356;0;0;-81983;0;1;-112;1;1;-734;0;0;0;0;0;0;0;0
132356;0;0;-81983;0;1;-112;1;1;-734;0;0;0;0;0;0;0;0
126034;0;0;-87145;0;1;-153;1;1;90;0;0;0;0;0;0;0;0
122264;0;0;-96338;0;1;-134;1;1;-342;0;0;0;0;0;0;0;0
115797;0;0;-81258;0;1;-43;1;1;-306;0;0;0;0;0;0;0;0
112752;0;0;-68788;0;1;40;1;1;-808;0;0;0;0;0;0;0;0
112752;0;0;-68788;0;1;40;1;1;-808;0;0;0;0;0;0;0;0
106430;0;0;-85463;0;1;-172;1;1;-38;0;0;0;0;0;0;0;0
102834;0;0;-69252;1015;1;-1;1;1;130;0;0;0;0;0;0;0;0
96425;0;0;-97788;0;1;-182;1;1;-563;0;0;0;0;0;0;0;0
92974;0;0;-69368;0;1;-47;1;1;-166;0;0;0;0;0;0;0;0
92974;0;0;-69368;0;1;-47;1;1;-166;0;0;0;0;0;0;0;0
86565;0;0;-80504;-1015;1;-190;1;1;-54;0;0;0;0;0;0;0;0
80823;0;0;-91785;-1015;1;-33;1;1;-795;0;0;0;0;0;0;0;0
74501;0;0;-75458;0;1;-79;1;1;-316;0;0;0;0;0;0;0;0
74501;0;0;-75458;0;1;-79;1;1;-316;0;0;0;0;0;0;0;0
71050;0;0;-66932;0;1;-15;1;1;-381;0;0;0;0;0;0;0;0
71050;0;0;-66932;0;1;-15;1;1;-381;0;0;0;0;0;0;0;0
64989;0;0;-83433;0;1;-198;1;1;-55;0;0;0;0;0;0;0;0
61625;0;0;-83549;0;1;-4;1;1;-783;0;0;0;0;0;0;0;0
54984;0;0;-58377;1015;1;-134;1;1;-809;0;0;0;0;0;0;0;0
51620;0;0;-75168;0;1;-56;1;1;-1124;0;0;0;0;0;0;0;0
51620;0;0;-75168;0;1;-56;1;1;-1124;0;0;0;0;0;0;0;0
45124;0;0;-94192;0;1;-153;1;1;-787;0;0;0;0;0;0;0;0
41383;0;0;-71659;-1015;1;-214;1;1;-981;0;0;0;0;0;0;0;0
35119;0;0;-78387;1015;1;-188;1;1;-1097;0;0;0;0;0;0;0;0
35119;0;0;-78387;1015;1;-188;1;1;-1097;0;0;0;0;0;0;0;0
35119;0;0;-78387;1015;1;-188;1;1;-1097;0;0;0;0;0;0;0;0
28739;0;0;-75429;0;1;-58;1;1;-757;0;0;0;0;0;0;0;0
