InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
374.0;486.0;-274.0;73;422.0;-8;276.0;-58.0;-318.0;158.0;-248.0
379.0;501.0;-319.0;73;401.0;-8;249.0;2.0;-278.0;96.0;-200.0
380.0;502.0;-328.0;73;386.0;-9;247.0;9.0;-270.0;88.0;-195.0
379.0;504.0;-339.0;73;365.0;-9;247.0;21.0;-260.0;76.0;-188.0
377.0;502.0;-344.0;72;352.0;-10;250.0;25.0;-253.0;70.0;-185.0
377.0;501.0;-345.0;73;341.0;-11;252.0;30.0;-248.0;62.0;-183.0
379.0;499.0;-349.0;73;328.0;-11;254.0;35.0;-241.0;55.0;-180.0
379.0;497.0;-353.0;73;315.0;-13;256.0;39.0;-235.0;48.0;-178.0
389.0;491.0;-371.0;72;295.0;-20;259.0;42.0;-222.0;35.0;-183.0
513.0;556.0;-654.0;17;102.0;-11;667.0;188.0;-101.0;-68.0;141.0
385.0;493.0;-512.0;29;27.0;-15;394.0;222.0;148.0;-170.0;-17.0
262.0;605.0;-179.0;51;401.0;1;57.0;94.0;428.0;-193.0;326.0
256.0;472.0;-415.0;49;107.0;-8;492.0;166.0;-289.0;-158.0;-228.0
431.0;468.0;-415.0;73;301.0;-32;213.0;45.0;-169.0;-24.0;-225.0
696.0;525.0;-496.0;16;-242.0;-7;183.0;500.0;-37.0;-299.0;-223.0
-20.0;952.0;103.0;-174;597.0;-106;-303.0;244.0;164.0;-371.0;302.0
-19.0;1175.0;88.0;107;895.0;8;91.0;445.0;-13.0;-309.0;-12.0
-84.0;1145.0;17.0;117;420.0;-7;226.0;396.0;-41.0;-253.0;28.0
-330.0;899.0;331.0;147;398.0;25;191.0;194.0;228.0;-291.0;564.0
399.0;497.0;-397.0;98;168.0;-4;320.0;105.0;-338.0;-177.0;-280.0
524.0;523.0;-473.0;15;404.0;-7;155.0;98.0;-51.0;-7.0;-246.0
462.0;497.0;-510.0;10;175.0;-12;302.0;175.0;31.0;-52.0;-93.0
513.0;416.0;-370.0;108;334.0;-7;331.0;54.0;-8.0;10.0;-195.0
480.0;438.0;-337.0;109;343.0;-6;347.0;68.0;-133.0;16.0;-300.0
338.0;600.0;-153.0;106;365.0;0;302.0;-123.0;-344.0;73.0;-393.0
331.0;604.0;-162.0;105;335.0;0;297.0;-124.0;-342.0;70.0;-377.0
318.0;601.0;-140.0;105;395.0;0;311.0;-144.0;-336.0;78.0;-357.0
308.0;604.0;-158.0;104;361.0;0;300.0;-162.0;-339.0;88.0;-351.0
295.0;606.0;-162.0;105;384.0;0;315.0;-203.0;-331.0;132.0;-345.0
302.0;606.0;-152.0;105;407.0;0;332.0;-206.0;-321.0;139.0;-348.0
303.0;611.0;-174.0;105;354.0;0;323.0;-206.0;-326.0;137.0;-349.0
453.0;458.0;-295.0;106;380.0;-8;271.0;34.0;-163.0;69.0;-270.0
453.0;456.0;-293.0;106;394.0;-8;259.0;35.0;-165.0;60.0;-267.0
451.0;455.0;-284.0;105;444.0;-8;241.0;35.0;-164.0;44.0;-260.0
499.0;559.0;-412.0;16;485.0;-7;129.0;35.0;-58.0;64.0;-283.0
524.0;514.0;-449.0;16;515.0;-7;60.0;41.0;-138.0;96.0;-235.0
519.0;510.0;-416.0;16;559.0;-7;29.0;22.0;-159.0;121.0;-256.0
450.0;458.0;-269.0;108;495.0;-13;204.0;22.0;-178.0;29.0;-274.0
705.0;477.0;-43.0;158;482.0;-7;35.0;-208.0;40.0;195.0;-320.0
489.0;426.0;-318.0;108;395.0;-7;193.0;37.0;-234.0;45.0;-378.0
-5.0;642.0;108.0;-64;345.0;-74;-92.0;286.0;273.0;-393.0;453.0
-165.0;908.0;164.0;-163;353.0;-92;-656.0;143.0;353.0;-296.0;206.0
30.0;1026.0;58.0;131;469.0;-20;-531.0;11.0;57.0;-133.0;57.0
454.0;453.0;-247.0;-74;365.0;-13;202.0;25.0;-184.0;70.0;-293.0
451.0;452.0;-245.0;-167;332.0;-13;204.0;34.0;-183.0;73.0;-294.0
447.0;455.0;-245.0;-127;312.0;-13;204.0;39.0;-185.0;78.0;-296.0
426.0;460.0;-236.0;-151;301.0;-13;201.0;37.0;-191.0;101.0;-297.0
406.0;478.0;-216.0;-167;314.0;-13;207.0;33.0;-192.0;117.0;-288.0
398.0;482.0;-205.0;-162;327.0;-13;210.0;29.0;-193.0;122.0;-287.0
379.0;504.0;-172.0;-165;390.0;-15;205.0;6.0;-190.0;146.0;-299.0
360.0;520.0;-123.0;-167;473.0;-17;178.0;-38.0;-181.0;183.0;-330.0
350.0;523.0;-105.0;-167;493.0;-16;164.0;-55.0;-181.0;200.0;-344.0
-221.0;715.0;332.0;176;558.0;-4;-175.0;-357.0;-246.0;537.0;-669.0
-149.0;409.0;-221.0;49;-300.0;-12;730.0;424.0;276.0;-396.0;352.0
378.0;400.0;-466.0;-6;25.0;23;-280.0;-213.0;-83.0;147.0;46.0
447.0;463.0;-428.0;35;204.0;12;-302.0;-65.0;245.0;-28.0;218.0
386.0;585.0;-508.0;81;80.0;-11;-434.0;-240.0;165.0;128.0;-26.0
470.0;417.0;-298.0;57;475.0;-4;-848.0;24.0;398.0;-157.0;-10.0
216.0;495.0;138.0;168;726.0;-10;-351.0;278.0;192.0;-409.0;276.0
404.0;468.0;-443.0;31;153.0;-1;472.0;249.0;-184.0;-270.0;-132.0
153.0;581.0;-323.0;14;72.0;-25;463.0;374.0;178.0;-289.0;134.0
-504.0;518.0;185.0;15;-272.0;-84;-860.0;-553.0;-80.0;590.0;-498.0
261.0;585.0;-424.0;41;125.0;-6;398.0;164.0;95.0;-18.0;-24.0
270.0;544.0;-342.0;39;187.0;-14;358.0;100.0;4.0;-6.0;-137.0
-146.0;650.0;-35.0;15;7.0;-6;52.0;-45.0;7.0;-49.0;-228.0
304.0;607.0;-141.0;106;426.0;0;328.0;-205.0;-324.0;138.0;-350.0
303.0;607.0;-152.0;105;399.0;0;316.0;-206.0;-329.0;137.0;-351.0
305.0;612.0;-176.0;105;333.0;0;313.0;-205.0;-332.0;137.0;-351.0
306.0;610.0;-150.0;104;386.0;0;312.0;-205.0;-334.0;139.0;-351.0
271.0;559.0;-315.0;39;242.0;-15;245.0;62.0;-74.0;32.0;-186.0
268.0;565.0;-305.0;39;256.0;-15;206.0;54.0;-104.0;41.0;-197.0
412.0;516.0;-472.0;23;102.0;-8;19.0;137.0;-106.0;-13.0;-329.0
260.0;579.0;-284.0;39;274.0;-12;147.0;42.0;-166.0;56.0;-213.0
-490.0;731.0;132.0;28;-78.0;-8;232.0;-87.0;-50.0;84.0;-160.0
472.0;535.0;-329.0;89;276.0;-1;-65.0;42.0;-335.0;-70.0;-494.0
253.0;584.0;-266.0;39;283.0;-8;138.0;27.0;-205.0;76.0;-217.0
242.0;590.0;-249.0;39;291.0;-7;154.0;15.0;-230.0;93.0;-218.0
233.0;595.0;-241.0;39;291.0;-6;172.0;9.0;-244.0;100.0;-221.0
216.0;598.0;-228.0;39;282.0;-4;175.0;3.0;-268.0;111.0;-240.0
215.0;599.0;-227.0;39;284.0;-4;174.0;2.0;-267.0;114.0;-241.0
216.0;600.0;-230.0;39;282.0;-4;181.0;0.0;-282.0;121.0;-239.0
219.0;597.0;-228.0;39;288.0;-4;192.0;0.0;-300.0;121.0;-248.0
231.0;599.0;-234.0;39;306.0;-3;201.0;-1.0;-300.0;120.0;-252.0
240.0;596.0;-240.0;39;323.0;-3;200.0;-1.0;-305.0;120.0;-253.0
253.0;598.0;-243.0;39;333.0;-3;202.0;-3.0;-304.0;124.0;-254.0
-532.0;214.0;238.0;15;-409.0;-77;-813.0;-468.0;-459.0;611.0;-595.0
304.0;615.0;-169.0;105;348.0;0;315.0;-206.0;-334.0;139.0;-351.0
261.0;596.0;-248.0;39;337.0;-3;207.0;-3.0;-299.0;126.0;-254.0
-686.0;-151.0;396.0;156;-334.0;-98;727.0;382.0;466.0;-703.0;600.0
-578.0;335.0;623.0;82;134.0;13;716.0;597.0;484.0;-688.0;763.0
269.0;596.0;-252.0;39;342.0;-3;212.0;-1.0;-295.0;126.0;-256.0
273.0;594.0;-255.0;39;342.0;-3;215.0;2.0;-289.0;125.0;-258.0
279.0;591.0;-261.0;39;344.0;-3;221.0;6.0;-280.0;124.0;-262.0
375.0;394.0;-89.0;141;529.0;-6;470.0;-121.0;-297.0;138.0;-313.0
304.0;612.0;-147.0;105;386.0;0;309.0;-206.0;-342.0;140.0;-353.0
304.0;616.0;-166.0;106;336.0;0;311.0;-207.0;-344.0;141.0;-355.0
300.0;612.0;-136.0;104;413.0;0;313.0;-207.0;-347.0;144.0;-357.0
-356.0;429.0;605.0;167;478.0;-16;537.0;489.0;414.0;-635.0;713.0
-66.0;938.0;153.0;-175;512.0;-98;162.0;349.0;464.0;-488.0;742.0
304.0;576.0;-288.0;39;346.0;-4;253.0;30.0;-270.0;109.0;-286.0
319.0;565.0;-302.0;39;341.0;-5;319.0;41.0;-259.0;106.0;-280.0
340.0;552.0;-317.0;39;351.0;-5;433.0;45.0;-267.0;116.0;-262.0
-143.0;1022.0;130.0;122;544.0;1;-23.0;146.0;124.0;-176.0;480.0
305.0;609.0;-150.0;104;389.0;0;297.0;-215.0;-331.0;142.0;-356.0
228.0;629.0;-34.0;108;516.0;9;117.0;-159.0;-424.0;183.0;-315.0
-650.0;559.0;496.0;-147;620.0;-142;-563.0;-586.0;-286.0;789.0;-773.0
298.0;610.0;-138.0;105;419.0;0;315.0;-216.0;-325.0;147.0;-360.0
296.0;612.0;-146.0;105;393.0;0;306.0;-216.0;-327.0;147.0;-362.0
294.0;613.0;-143.0;105;409.0;-1;312.0;-216.0;-327.0;151.0;-365.0
291.0;616.0;-180.0;104;316.0;0;308.0;-216.0;-332.0;148.0;-368.0
291.0;609.0;-136.0;105;414.0;0;305.0;-216.0;-335.0;150.0;-372.0
292.0;611.0;-138.0;104;409.0;0;296.0;-218.0;-338.0;148.0;-375.0
291.0;618.0;-175.0;104;320.0;-1;294.0;-218.0;-336.0;146.0;-378.0
386.0;522.0;-380.0;29;465.0;-14;534.0;91.0;-255.0;12.0;-165.0
292.0;612.0;-137.0;104;400.0;0;298.0;-218.0;-337.0;148.0;-380.0
289.0;611.0;-139.0;105;391.0;0;298.0;-219.0;-348.0;147.0;-386.0
288.0;618.0;-168.0;105;326.0;0;299.0;-220.0;-351.0;146.0;-388.0
310.0;617.0;-174.0;105;315.0;0;317.0;-202.0;-361.0;127.0;-406.0
35.0;533.0;285.0;168;718.0;-10;260.0;326.0;307.0;-477.0;562.0
321.0;595.0;-214.0;103;351.0;0;340.0;-123.0;-329.0;169.0;-372.0
12.0;999.0;34.0;114;639.0;-7;72.0;160.0;188.0;-278.0;465.0
270.0;1436.0;-205.0;104;1005.0;-8;211.0;88.0;6.0;-38.0;-174.0
-34.0;843.0;15.0;63;538.0;-11;353.0;50.0;15.0;70.0;-41.0
391.0;571.0;-223.0;106;339.0;1;325.0;-160.0;-300.0;128.0;-454.0
348.0;583.0;-235.0;103;360.0;0;323.0;-98.0;-325.0;144.0;-364.0
375.0;582.0;-247.0;102;366.0;0;312.0;-82.0;-310.0;126.0;-348.0
-387.0;468.0;100.0;17;-221.0;-31;835.0;546.0;392.0;-806.0;625.0
-110.0;1046.0;-177.0;87;-65.0;-6;22.0;-224.0;222.0;117.0;336.0
-26.0;807.0;-135.0;-11;-5.0;-24;288.0;64.0;109.0;17.0;-161.0
6.0;780.0;-135.0;-11;45.0;-19;184.0;41.0;89.0;38.0;-233.0
8.0;765.0;-133.0;-11;96.0;-15;138.0;45.0;75.0;36.0;-272.0
299.0;586.0;-224.0;80;428.0;-4;570.0;-6.0;-434.0;155.0;-195.0
234.0;616.0;-177.0;80;388.0;-4;447.0;-26.0;-406.0;174.0;-255.0
150.0;638.0;-104.0;81;352.0;-2;243.0;-53.0;-376.0;196.0;-264.0
132.0;641.0;-88.0;80;349.0;1;216.0;-64.0;-379.0;209.0;-250.0
22.0;709.0;-160.0;-11;194.0;-11;82.0;76.0;58.0;8.0;-328.0
42.0;670.0;-176.0;-11;197.0;-23;70.0;93.0;36.0;-16.0;-344.0
47.0;620.0;-189.0;-15;73.0;-45;65.0;78.0;-2.0;-31.0;-355.0
58.0;516.0;-424.0;27;554.0;-7;100.0;660.0;-265.0;-609.0;-439.0
412.0;570.0;-272.0;102;373.0;0;307.0;-55.0;-292.0;97.0;-319.0
154.0;616.0;-213.0;18;63.0;6;78.0;-23.0;45.0;-64.0;-199.0
225.0;587.0;-253.0;18;-52.0;5;162.0;-13.0;78.0;-54.0;-121.0
-235.0;443.0;-148.0;19;-347.0;-48;-659.0;-492.0;-368.0;464.0;-376.0
130.0;642.0;-82.0;80;347.0;1;217.0;-64.0;-380.0;210.0;-248.0
128.0;643.0;-82.0;80;343.0;1;218.0;-63.0;-380.0;209.0;-248.0
431.0;566.0;-284.0;103;370.0;0;312.0;-35.0;-285.0;73.0;-288.0
67.0;433.0;-169.0;-103;-232.0;-48;141.0;43.0;-95.0;54.0;-245.0
126.0;644.0;-81.0;79;341.0;1;220.0;-61.0;-377.0;208.0;-248.0
125.0;644.0;-76.0;79;339.0;1;216.0;-58.0;-379.0;206.0;-248.0
193.0;451.0;-129.0;-121;-21.0;-17;-19.0;-87.0;-158.0;206.0;-374.0
622.0;263.0;-252.0;146;-198.0;-3;74.0;-118.0;148.0;10.0;-384.0
445.0;542.0;20.0;135;-287.0;16;-129.0;53.0;-176.0;163.0;-689.0
59.0;423.0;-311.0;0;-216.0;-6;-584.0;-364.0;-299.0;307.0;-182.0
-643.0;299.0;578.0;-148;-7.0;-162;-855.0;-537.0;-456.0;715.0;-777.0
624.0;478.0;-492.0;103;534.0;-2;283.0;104.0;-542.0;-19.0;-220.0
27.0;1396.0;-208.0;-12;323.0;-12;439.0;170.0;96.0;-90.0;37.0
167.0;1479.0;-248.0;53;493.0;-10;396.0;156.0;28.0;-61.0;25.0
63.0;1068.0;-147.0;-2;619.0;12;250.0;184.0;144.0;-139.0;-134.0
132.0;984.0;-171.0;32;288.0;-5;217.0;37.0;25.0;31.0;-142.0
238.0;1224.0;-126.0;79;798.0;-17;68.0;-59.0;-84.0;141.0;-290.0
1.0;975.0;-73.0;89;247.0;-9;-101.0;26.0;113.0;-184.0;332.0
-101.0;1301.0;-80.0;-16;101.0;-28;295.0;133.0;44.0;-114.0;-76.0
-149.0;1382.0;34.0;-2;410.0;-13;373.0;38.0;13.0;1.0;-37.0
-117.0;1075.0;-143.0;89;219.0;-5;-6.0;-237.0;210.0;269.0;287.0
86.0;1057.0;-151.0;126;450.0;-65;-371.0;-51.0;29.0;12.0;102.0
469.0;437.0;-195.0;102;205.0;-10;413.0;4.0;-457.0;-26.0;-312.0
30.0;1093.0;-51.0;111;404.0;-5;-186.0;14.0;-80.0;-100.0;86.0
60.0;994.0;-134.0;-3;238.0;-25;106.0;74.0;-62.0;-78.0;-242.0
38.0;992.0;-138.0;4;176.0;-25;135.0;84.0;-50.0;-80.0;-220.0
125.0;647.0;-79.0;79;335.0;2;208.0;-55.0;-385.0;204.0;-245.0
49.0;977.0;-230.0;32;106.0;-27;339.0;163.0;-5.0;-145.0;-91.0
-89.0;958.0;-298.0;32;62.0;-30;388.0;298.0;-80.0;-608.0;-52.0
-195.0;1098.0;-45.0;-42;23.0;-48;181.0;177.0;-32.0;-122.0;-177.0
-263.0;972.0;-51.0;-60;-16.0;-8;297.0;157.0;-23.0;-108.0;-81.0
-181.0;1111.0;-166.0;-13;-58.0;-17;490.0;248.0;99.0;-186.0;105.0
440.0;575.0;-268.0;103;380.0;-1;339.0;18.0;-301.0;15.0;-225.0
-206.0;1054.0;88.0;158;112.0;-43;166.0;16.0;-19.0;87.0;-203.0
-251.0;988.0;122.0;107;200.0;-28;-140.0;74.0;80.0;-137.0;286.0
414.0;581.0;-256.0;103;430.0;-1;332.0;-4.0;-323.0;36.0;-215.0
390.0;585.0;-242.0;97;451.0;-1;467.0;-62.0;-224.0;65.0;-202.0
325.0;458.0;-72.0;-132;506.0;1;392.0;-107.0;-205.0;134.0;-121.0
107.0;365.0;-168.0;139;646.0;-6;790.0;-189.0;-384.0;440.0;-105.0
617.0;584.0;-541.0;86;397.0;-6;730.0;56.0;-147.0;46.0;91.0
566.0;438.0;-299.0;148;579.0;-7;562.0;-109.0;-96.0;240.0;-70.0
348.0;575.0;-276.0;115;616.0;-15;351.0;-91.0;-292.0;201.0;-400.0
181.0;626.0;-76.0;110;666.0;6;135.0;-332.0;-234.0;424.0;-454.0
269.0;440.0;35.0;141;591.0;-6;-3.0;-162.0;-307.0;230.0;-559.0
386.0;392.0;-198.0;139;453.0;-5;617.0;-154.0;-137.0;194.0;-230.0
324.0;451.0;-80.0;146;495.0;1;357.0;-127.0;-191.0;163.0;-116.0
172.0;495.0;56.0;135;-28.0;19;459.0;-214.0;-259.0;270.0;-428.0
332.0;484.0;111.0;135;100.0;18;305.0;-184.0;-262.0;294.0;-527.0
200.0;566.0;-62.0;135;9.0;19;408.0;-170.0;-74.0;284.0;-345.0
198.0;565.0;-64.0;135;8.0;19;409.0;-172.0;-65.0;282.0;-343.0
197.0;567.0;-68.0;135;-1.0;19;409.0;-172.0;-59.0;279.0;-342.0
252.0;379.0;144.0;167;744.0;-11;47.0;-263.0;-322.0;392.0;-384.0
306.0;460.0;-103.0;156;479.0;1;301.0;-160.0;-200.0;205.0;-135.0
383.0;400.0;-9.0;151;664.0;-7;467.0;-222.0;-192.0;352.0;-270.0
305.0;461.0;-139.0;154;456.0;1;259.0;-179.0;-168.0;224.0;-141.0
321.0;457.0;-147.0;156;436.0;0;263.0;-178.0;-175.0;216.0;-157.0
325.0;455.0;-137.0;159;399.0;-1;283.0;-185.0;-163.0;216.0;-183.0
131.0;645.0;-78.0;78;334.0;2;208.0;-55.0;-380.0;212.0;-237.0
239.0;461.0;-48.0;150;344.0;-1;251.0;-241.0;-304.0;279.0;-395.0
158.0;478.0;14.0;151;304.0;0;210.0;-282.0;-395.0;328.0;-521.0
-20.0;555.0;158.0;152;313.0;4;146.0;-292.0;-436.0;417.0;-477.0
315.0;391.0;-57.0;156;586.0;-6;411.0;-201.0;-304.0;226.0;-364.0
303.0;401.0;-66.0;148;588.0;-5;413.0;-222.0;-309.0;263.0;-409.0
-264.0;507.0;330.0;135;181.0;18;131.0;-241.0;-240.0;374.0;-570.0
-69.0;1011.0;-68.0;58;183.0;-24;256.0;102.0;-55.0;-61.0;-99.0
-14.0;996.0;44.0;119;443.0;-6;-55.0;108.0;130.0;-243.0;303.0
-102.0;1290.0;-130.0;47;132.0;-9;465.0;221.0;156.0;-86.0;46.0
-122.0;1107.0;-16.0;102;367.0;4;200.0;104.0;-58.0;-47.0;-148.0
155.0;645.0;-85.0;77;344.0;3;206.0;-62.0;-355.0;232.0;-219.0
163.0;643.0;-92.0;77;351.0;3;206.0;-65.0;-342.0;240.0;-211.0
220.0;622.0;-121.0;76;427.0;3;202.0;-71.0;-314.0;250.0;-189.0
293.0;540.0;-112.0;76;659.0;4;201.0;-152.0;-240.0;301.0;-261.0
242.0;486.0;-24.0;135;643.0;-2;18.0;-227.0;-456.0;344.0;-404.0
302.0;499.0;-31.0;-2;629.0;-8;-215.0;-185.0;-492.0;301.0;-507.0
167.0;395.0;-239.0;71;674.0;-5;527.0;-170.0;-443.0;412.0;-298.0
-20.0;1023.0;11.0;54;415.0;-5;134.0;-26.0;-10.0;58.0;-192.0
-68.0;1084.0;-145.0;86;469.0;-10;-80.0;-207.0;280.0;284.0;281.0
-122.0;1122.0;143.0;92;491.0;-1;-87.0;-30.0;539.0;-66.0;295.0
-47.0;1085.0;-69.0;129;256.0;15;-422.0;-65.0;56.0;-9.0;-28.0
-59.0;1329.0;-14.0;-19;608.0;-25;175.0;61.0;-11.0;-78.0;-191.0
483.0;493.0;-188.0;106;467.0;-10;334.0;-50.0;-263.0;96.0;-329.0
66.0;376.0;-148.0;139;616.0;-6;700.0;-202.0;-421.0;458.0;-209.0
-83.0;1107.0;-37.0;-5;310.0;-23;424.0;518.0;167.0;-412.0;382.0
320.0;459.0;-61.0;-190;510.0;1;403.0;-101.0;-209.0;127.0;-120.0
26.0;1041.0;9.0;54;716.0;25;28.0;39.0;-39.0;-61.0;-261.0
277.0;611.0;-139.0;104;468.0;-1;337.0;-188.0;-359.0;188.0;-392.0
335.0;599.0;-170.0;106;339.0;0;287.0;-123.0;-369.0;82.0;-426.0
-502.0;-446.0;375.0;25;-563.0;-80;793.0;306.0;449.0;-705.0;620.0
194.0;566.0;-47.0;135;-59.0;19;421.0;-172.0;-123.0;279.0;-351.0
188.0;569.0;-72.0;135;-29.0;19;413.0;-173.0;-46.0;265.0;-336.0
194.0;591.0;-111.0;135;-143.0;19;501.0;-154.0;44.0;222.0;-243.0
184.0;560.0;-49.0;135;-66.0;19;399.0;-163.0;-25.0;236.0;-333.0
284.0;502.0;148.0;135;-12.0;18;278.0;-237.0;-299.0;203.0;-577.0
194.0;490.0;112.0;135;-27.0;19;399.0;-218.0;-386.0;266.0;-472.0
189.0;568.0;-72.0;135;-39.0;19;417.0;-173.0;-40.0;262.0;-333.0
189.0;569.0;-71.0;135;-43.0;19;420.0;-173.0;-34.0;260.0;-330.0
-597.0;799.0;418.0;-96;-111.0;-39;859.0;605.0;487.0;-636.0;692.0
300.0;476.0;-43.0;-166;525.0;1;416.0;-97.0;-228.0;125.0;-129.0
456.0;483.0;-315.0;106;457.0;-3;162.0;-20.0;-342.0;94.0;-160.0
293.0;613.0;-132.0;104;421.0;0;303.0;-218.0;-338.0;149.0;-374.0
323.0;592.0;-163.0;106;382.0;0;401.0;-163.0;-323.0;174.0;-415.0
231.0;612.0;95.0;135;-124.0;18;133.0;-152.0;-412.0;264.0;-576.0
387.0;523.0;-279.0;80;472.0;-4;807.0;9.0;-426.0;142.0;-10.0
280.0;485.0;-34.0;-162;540.0;0;417.0;-102.0;-245.0;137.0;-152.0
236.0;503.0;-7.0;-166;560.0;-7;398.0;-123.0;-257.0;168.0;-203.0
264.0;615.0;-140.0;104;388.0;-1;300.0;-221.0;-423.0;148.0;-406.0
451.0;417.0;-265.0;139;495.0;-5;555.0;2.0;-275.0;48.0;-318.0
446.0;477.0;-203.0;102;325.0;-10;407.0;-66.0;-292.0;59.0;-253.0
649.0;510.0;-28.0;135;-74.0;19;540.0;-84.0;-312.0;25.0;-142.0
434.0;471.0;-344.0;34;172.0;-4;785.0;193.0;-234.0;-244.0;157.0
359.0;452.0;-131.0;141;577.0;-5;267.0;-90.0;-242.0;162.0;-495.0
500.0;427.0;-397.0;113;331.0;-7;674.0;62.0;-70.0;22.0;-173.0
89.0;627.0;74.0;152;647.0;8;-150.0;-157.0;-438.0;356.0;-462.0
548.0;527.0;-549.0;74;333.0;-8;-393.0;-109.0;29.0;19.0;37.0
324.0;584.0;-194.0;106;304.0;0;376.0;-181.0;-314.0;157.0;-433.0
396.0;420.0;-115.0;102;618.0;-10;673.0;-81.0;-460.0;234.0;-229.0
553.0;540.0;-398.0;105;669.0;-4;577.0;-38.0;-456.0;165.0;-216.0
437.0;501.0;-278.0;71;519.0;-6;292.0;-5.0;-277.0;100.0;-235.0
308.0;614.0;-146.0;105;366.0;0;321.0;-206.0;-359.0;129.0;-403.0
447.0;401.0;-149.0;101;600.0;-10;753.0;-69.0;-384.0;202.0;-155.0
416.0;483.0;-342.0;81;424.0;-5;911.0;82.0;-293.0;75.0;151.0
603.0;488.0;-541.0;31;428.0;-11;-87.0;10.0;-468.0;129.0;-476.0
496.0;533.0;-349.0;16;629.0;-7;-28.0;-34.0;-190.0;186.0;-303.0
449.0;402.0;-151.0;101;593.0;-10;754.0;-62.0;-388.0;195.0;-153.0
187.0;571.0;-71.0;135;-46.0;19;424.0;-172.0;-27.0;257.0;-326.0
119.0;446.0;-484.0;10;-238.0;-13;564.0;319.0;62.0;-285.0;143.0
156.0;521.0;53.0;-165;578.0;-42;315.0;-159.0;-268.0;237.0;-313.0
448.0;483.0;-352.0;104;411.0;-3;292.0;9.0;-289.0;70.0;-127.0
187.0;569.0;-68.0;135;-45.0;19;429.0;-171.0;-19.0;254.0;-321.0
511.0;501.0;-124.0;142;500.0;-10;53.0;32.0;-275.0;57.0;-593.0
-631.0;1056.0;491.0;132;359.0;59;827.0;589.0;550.0;-689.0;693.0
90.0;424.0;-191.0;128;655.0;-6;223.0;-205.0;-353.0;468.0;-404.0
308.0;613.0;-143.0;105;381.0;0;324.0;-209.0;-361.0;130.0;-403.0
-56.0;590.0;204.0;-172;571.0;43;-56.0;-278.0;-310.0;341.0;-620.0
185.0;567.0;-67.0;135;-55.0;19;427.0;-167.0;-19.0;245.0;-321.0
468.0;558.0;-251.0;82;528.0;-2;-248.0;28.0;311.0;-114.0;274.0
399.0;569.0;-232.0;106;252.0;0;346.0;-171.0;-297.0;70.0;-446.0
