InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4
-254.0;-163.0;260.0;544.0;-27.0;213.0;-59.0
-235.0;-176.0;286.0;533.0;-13.0;229.0;-107.0
-229.0;-177.0;294.0;529.0;-10.0;234.0;-119.0
-222.0;-178.0;303.0;524.0;-6.0;239.0;-131.0
-206.0;-180.0;322.0;513.0;-2.0;250.0;-154.0
-185.0;-182.0;349.0;496.0;6.0;263.0;-175.0
-171.0;-181.0;362.0;486.0;12.0;270.0;-188.0
-153.0;-181.0;373.0;477.0;20.0;275.0;-206.0
-118.0;-177.0;401.0;454.0;50.0;281.0;-247.0
-111.0;-176.0;411.0;442.0;64.0;281.0;-265.0
-104.0;-171.0;419.0;430.0;71.0;280.0;-278.0
-91.0;-158.0;440.0;394.0;75.0;271.0;-291.0
-80.0;-138.0;460.0;353.0;85.0;258.0;-290.0
-64.0;-110.0;480.0;303.0;88.0;244.0;-279.0
-62.0;-95.0;490.0;271.0;88.0;236.0;-278.0
-56.0;-63.0;506.0;198.0;87.0;217.0;-258.0
-48.0;-47.0;514.0;159.0;91.0;207.0;-242.0
-19.0;-30.0;531.0;81.0;111.0;201.0;-224.0
-6.0;-34.0;542.0;39.0;123.0;196.0;-224.0
12.0;-35.0;551.0;5.0;125.0;193.0;-233.0
29.0;-33.0;555.0;-18.0;124.0;193.0;-246.0
37.0;-39.0;558.0;-32.0;124.0;194.0;-254.0
45.0;-42.0;559.0;-41.0;129.0;193.0;-259.0
51.0;-46.0;562.0;-47.0;137.0;190.0;-269.0
48.0;-53.0;567.0;-54.0;144.0;188.0;-283.0
-178.0;-111.0;327.0;475.0;-29.0;413.0;-246.0
-172.0;-120.0;336.0;476.0;-25.0;416.0;-253.0
-158.0;-162.0;354.0;482.0;1.0;434.0;-269.0
-159.0;-173.0;359.0;484.0;9.0;440.0;-268.0
-176.0;-193.0;369.0;486.0;22.0;454.0;-257.0
-187.0;-199.0;376.0;486.0;26.0;461.0;-249.0
-192.0;-199.0;385.0;483.0;27.0;465.0;-245.0
-189.0;-196.0;396.0;479.0;26.0;466.0;-251.0
-181.0;-192.0;404.0;477.0;24.0;466.0;-266.0
-175.0;-186.0;409.0;476.0;23.0;465.0;-288.0
-172.0;-182.0;413.0;477.0;24.0;462.0;-308.0
-170.0;-181.0;415.0;479.0;27.0;459.0;-322.0
-169.0;-182.0;417.0;480.0;31.0;456.0;-330.0
-171.0;-182.0;417.0;483.0;39.0;449.0;-340.0
-175.0;-182.0;415.0;485.0;46.0;444.0;-343.0
-233.0;-148.0;346.0;550.0;40.0;343.0;-356.0
49.0;-60.0;570.0;-60.0;152.0;191.0;-296.0
43.0;-81.0;570.0;-68.0;161.0;201.0;-316.0
37.0;-91.0;570.0;-72.0;163.0;206.0;-330.0
-459.0;107.0;83.0;608.0;-246.0;208.0;118.0
-390.0;26.0;133.0;615.0;-203.0;222.0;-125.0
-237.0;-62.0;351.0;479.0;-67.0;397.0;-250.0
-501.0;-85.0;293.0;548.0;-24.0;344.0;-504.0
-337.0;-150.0;241.0;540.0;125.0;368.0;-471.0
-410.0;-152.0;374.0;527.0;7.0;386.0;-567.0
-446.0;-211.0;441.0;453.0;77.0;485.0;-512.0
-309.0;-108.0;298.0;545.0;95.0;386.0;-772.0
32.0;-97.0;569.0;-75.0;166.0;212.0;-345.0
30.0;-103.0;568.0;-78.0;166.0;220.0;-359.0
25.0;-107.0;567.0;-78.0;168.0;228.0;-367.0
-143.0;-174.0;404.0;458.0;54.0;447.0;-513.0
-104.0;-188.0;422.0;477.0;34.0;440.0;-459.0
-94.0;-188.0;430.0;479.0;37.0;443.0;-442.0
-85.0;-187.0;441.0;476.0;36.0;447.0;-430.0
-69.0;-179.0;449.0;474.0;30.0;446.0;-430.0
-107.0;-108.0;479.0;401.0;-65.0;430.0;-492.0
-94.0;-182.0;458.0;466.0;32.0;448.0;-440.0
-106.0;-192.0;460.0;463.0;46.0;449.0;-441.0
-122.0;-224.0;459.0;453.0;108.0;449.0;-483.0
-136.0;-236.0;461.0;436.0;163.0;461.0;-526.0
19.0;-118.0;563.0;-74.0;169.0;241.0;-379.0
18.0;-122.0;562.0;-73.0;169.0;246.0;-389.0
18.0;-124.0;561.0;-72.0;171.0;250.0;-395.0
24.0;-126.0;560.0;-70.0;178.0;257.0;-407.0
31.0;-127.0;560.0;-70.0;181.0;256.0;-414.0
624.0;-567.0;681.0;-410.0;665.0;486.0;-777.0
50.0;-119.0;557.0;-69.0;177.0;242.0;-428.0
59.0;-92.0;551.0;-75.0;153.0;223.0;-430.0
61.0;-68.0;546.0;-78.0;140.0;208.0;-436.0
60.0;-36.0;542.0;-72.0;141.0;188.0;-482.0
60.0;-33.0;540.0;-66.0;144.0;181.0;-501.0
-168.0;-121.0;476.0;396.0;-60.0;433.0;-790.0
-88.0;-196.0;511.0;302.0;19.0;485.0;-594.0
-79.0;-201.0;535.0;262.0;69.0;481.0;-557.0
-73.0;-202.0;543.0;252.0;85.0;478.0;-544.0
-68.0;-204.0;550.0;243.0;94.0;476.0;-526.0
-71.0;-202.0;556.0;237.0;99.0;474.0;-510.0
-74.0;-192.0;564.0;228.0;104.0;470.0;-479.0
-63.0;-187.0;567.0;228.0;111.0;467.0;-459.0
-61.0;-183.0;568.0;230.0;125.0;463.0;-443.0
-69.0;-176.0;569.0;241.0;148.0;453.0;-411.0
-99.0;-161.0;566.0;252.0;136.0;445.0;-356.0
-115.0;-154.0;562.0;257.0;128.0;444.0;-328.0
-145.0;-144.0;552.0;264.0;116.0;441.0;-280.0
-155.0;-128.0;545.0;270.0;98.0;435.0;-249.0
-148.0;-124.0;542.0;271.0;92.0;432.0;-252.0
-131.0;-123.0;529.0;279.0;84.0;431.0;-234.0
-147.0;-108.0;502.0;301.0;53.0;411.0;-215.0
-147.0;-97.0;493.0;313.0;35.0;403.0;-216.0
-148.0;-81.0;474.0;341.0;9.0;385.0;-236.0
-366.0;381.0;33.0;75.0;-431.0;245.0;222.0
-534.0;207.0;-36.0;627.0;-337.0;106.0;259.0
-669.0;458.0;-437.0;596.0;-570.0;-264.0;640.0
-375.0;6.0;203.0;593.0;-126.0;271.0;127.0
-312.0;25.0;344.0;547.0;-140.0;297.0;-8.0
-229.0;-21.0;275.0;449.0;-109.0;260.0;-87.0
-677.0;138.0;62.0;-490.0;-279.0;-182.0;421.0
-381.0;314.0;-58.0;-68.0;-395.0;-227.0;216.0
-284.0;79.0;268.0;529.0;-173.0;271.0;-101.0
-224.0;-29.0;290.0;446.0;-118.0;262.0;-133.0
-222.0;-30.0;296.0;446.0;-117.0;263.0;-150.0
-222.0;-32.0;304.0;445.0;-116.0;263.0;-168.0
-224.0;-37.0;312.0;443.0;-107.0;264.0;-188.0
-226.0;-46.0;320.0;440.0;-93.0;266.0;-210.0
-225.0;-52.0;327.0;435.0;-83.0;270.0;-235.0
-213.0;-39.0;350.0;400.0;-74.0;272.0;-310.0
-211.0;-30.0;360.0;379.0;-75.0;269.0;-330.0
-210.0;-20.0;374.0;355.0;-72.0;266.0;-346.0
-209.0;-12.0;388.0;326.0;-66.0;266.0;-359.0
-206.0;-6.0;407.0;289.0;-58.0;267.0;-370.0
-198.0;-4.0;427.0;250.0;-48.0;270.0;-379.0
-172.0;-3.0;455.0;164.0;-26.0;282.0;-394.0
-162.0;2.0;466.0;124.0;-16.0;285.0;-399.0
-144.0;10.0;486.0;55.0;-6.0;288.0;-404.0
-128.0;23.0;502.0;-3.0;-2.0;288.0;-418.0
-119.0;27.0;507.0;-26.0;-3.0;288.0;-429.0
-114.0;31.0;511.0;-47.0;-1.0;290.0;-436.0
-111.0;34.0;513.0;-66.0;0.0;291.0;-441.0
-103.0;40.0;513.0;-95.0;-4.0;293.0;-456.0
-97.0;48.0;508.0;-116.0;-12.0;296.0;-467.0
-102.0;52.0;503.0;-125.0;-16.0;297.0;-462.0
-101.0;57.0;499.0;-132.0;-21.0;297.0;-467.0
-652.0;404.0;371.0;-576.0;-589.0;197.0;592.0
-534.0;171.0;18.0;-595.0;-313.0;-76.0;299.0
-345.0;-116.0;-430.0;-302.0;-22.0;-410.0;132.0
-332.0;179.0;-196.0;-500.0;-305.0;-170.0;-10.0
-108.0;80.0;469.0;-142.0;-45.0;284.0;-502.0
-119.0;83.0;460.0;-135.0;-47.0;285.0;-530.0
-108.0;82.0;458.0;-131.0;-43.0;286.0;-554.0
-108.0;81.0;458.0;-129.0;-42.0;286.0;-564.0
-122.0;79.0;461.0;-124.0;-42.0;285.0;-558.0
-124.0;78.0;462.0;-123.0;-42.0;284.0;-553.0
-110.0;75.0;468.0;-120.0;-35.0;281.0;-525.0
-103.0;74.0;470.0;-120.0;-34.0;278.0;-525.0
-101.0;73.0;471.0;-120.0;-34.0;275.0;-524.0
-99.0;73.0;474.0;-119.0;-34.0;272.0;-519.0
-93.0;73.0;476.0;-119.0;-33.0;268.0;-513.0
-89.0;73.0;479.0;-117.0;-30.0;265.0;-511.0
-68.0;66.0;488.0;-108.0;-16.0;254.0;-503.0
-63.0;65.0;490.0;-103.0;-14.0;249.0;-503.0
-60.0;65.0;492.0;-97.0;-11.0;245.0;-501.0
-58.0;62.0;496.0;-84.0;-6.0;236.0;-490.0
-60.0;61.0;497.0;-77.0;-4.0;233.0;-475.0
-64.0;59.0;497.0;-69.0;-2.0;229.0;-455.0
-68.0;56.0;497.0;-60.0;1.0;227.0;-435.0
-199.0;-39.0;371.0;442.0;-92.0;295.0;-130.0
-510.0;568.0;784.0;-181.0;-651.0;588.0;845.0
63.0;-22.0;539.0;-58.0;137.0;176.0;-521.0
74.0;-2.0;538.0;-37.0;132.0;165.0;-557.0
81.0;55.0;538.0;-10.0;132.0;161.0;-578.0
80.0;96.0;536.0;6.0;109.0;163.0;-586.0
80.0;126.0;534.0;25.0;79.0;164.0;-598.0
80.0;143.0;530.0;44.0;54.0;164.0;-611.0
75.0;144.0;526.0;61.0;43.0;164.0;-619.0
69.0;139.0;522.0;78.0;43.0;161.0;-624.0
30.0;159.0;500.0;132.0;32.0;129.0;-666.0
7.0;155.0;494.0;131.0;62.0;130.0;-636.0
-34.0;142.0;494.0;121.0;76.0;142.0;-595.0
-81.0;137.0;494.0;111.0;78.0;151.0;-592.0
-167.0;127.0;503.0;80.0;65.0;181.0;-625.0
-46.0;67.0;660.0;-43.0;152.0;239.0;-663.0
-73.0;70.0;653.0;-70.0;120.0;257.0;-595.0
-39.0;59.0;665.0;-72.0;133.0;261.0;-590.0
-43.0;57.0;670.0;-56.0;141.0;252.0;-526.0
-37.0;56.0;671.0;-55.0;143.0;251.0;-502.0
-31.0;55.0;672.0;-54.0;144.0;249.0;-460.0
-32.0;54.0;674.0;-54.0;145.0;248.0;-421.0
-32.0;53.0;676.0;-45.0;146.0;246.0;-344.0
-20.0;50.0;678.0;-37.0;150.0;247.0;-343.0
-18.0;47.0;679.0;-33.0;154.0;247.0;-342.0
-17.0;44.0;679.0;-27.0;157.0;248.0;-343.0
-15.0;38.0;679.0;-13.0;162.0;251.0;-341.0
-10.0;31.0;680.0;2.0;166.0;257.0;-339.0
-6.0;26.0;680.0;11.0;168.0;262.0;-343.0
-3.0;20.0;680.0;20.0;170.0;268.0;-345.0
1.0;15.0;680.0;30.0;173.0;276.0;-346.0
7.0;9.0;680.0;41.0;177.0;285.0;-345.0
21.0;-6.0;681.0;62.0;189.0;307.0;-350.0
160.0;45.0;796.0;135.0;75.0;511.0;-94.0
39.0;-41.0;683.0;97.0;221.0;351.0;-396.0
216.0;6.0;807.0;111.0;186.0;507.0;-158.0
-277.0;118.0;205.0;534.0;-7.0;177.0;-100.0
-246.0;85.0;256.0;506.0;9.0;194.0;-158.0
-226.0;64.0;284.0;488.0;-16.0;216.0;-206.0
-216.0;55.0;296.0;481.0;-43.0;227.0;-225.0
-205.0;48.0;308.0;475.0;-71.0;240.0;-247.0
-195.0;38.0;321.0;469.0;-91.0;256.0;-272.0
-185.0;23.0;337.0;463.0;-106.0;274.0;-298.0
-176.0;8.0;353.0;458.0;-118.0;293.0;-327.0
-168.0;-8.0;371.0;452.0;-124.0;313.0;-354.0
-150.0;-37.0;412.0;437.0;-111.0;356.0;-407.0
-10.0;79.0;427.0;475.0;-215.0;264.0;-701.0
102.0;-266.0;702.0;130.0;473.0;528.0;-573.0
231.0;-446.0;758.0;26.0;684.0;623.0;-693.0
411.0;-564.0;797.0;-93.0;697.0;594.0;-865.0
63.0;-619.0;724.0;-233.0;646.0;642.0;-479.0
624.0;-213.0;755.0;-314.0;525.0;533.0;-755.0
528.0;-567.0;791.0;-263.0;662.0;539.0;-827.0
569.0;-323.0;218.0;-611.0;391.0;70.0;-482.0
496.0;-164.0;0.0;-645.0;291.0;-81.0;-227.0
369.0;-47.0;-177.0;-571.0;200.0;-285.0;-28.0
388.0;-316.0;68.0;-554.0;462.0;-93.0;222.0
303.0;99.0;320.0;492.0;22.0;350.0;204.0
258.0;56.0;344.0;478.0;76.0;370.0;149.0
277.0;14.0;316.0;503.0;129.0;317.0;111.0
284.0;-5.0;302.0;498.0;165.0;316.0;95.0
283.0;-23.0;295.0;488.0;198.0;311.0;91.0
280.0;-39.0;296.0;488.0;225.0;309.0;102.0
274.0;-49.0;297.0;490.0;257.0;314.0;138.0
378.0;-10.0;318.0;526.0;381.0;331.0;130.0
260.0;-33.0;286.0;546.0;223.0;303.0;295.0
300.0;-18.0;172.0;588.0;198.0;284.0;203.0
273.0;-39.0;138.0;607.0;232.0;264.0;259.0
278.0;-74.0;176.0;614.0;262.0;271.0;298.0
358.0;2.0;185.0;549.0;194.0;272.0;103.0
353.0;-48.0;181.0;593.0;228.0;279.0;68.0
429.0;-6.0;121.0;602.0;294.0;232.0;93.0
403.0;-96.0;167.0;612.0;284.0;244.0;-35.0
398.0;-82.0;156.0;546.0;235.0;246.0;-18.0
289.0;-121.0;141.0;627.0;319.0;234.0;285.0
386.0;-78.0;132.0;621.0;350.0;201.0;51.0
475.0;-123.0;125.0;601.0;411.0;205.0;-114.0
396.0;-67.0;166.0;576.0;258.0;217.0;-3.0
413.0;-134.0;129.0;588.0;297.0;174.0;-91.0
437.0;-64.0;104.0;612.0;219.0;184.0;-68.0
527.0;-168.0;-13.0;622.0;453.0;66.0;-283.0
448.0;-105.0;103.0;577.0;210.0;187.0;-132.0
464.0;-10.0;123.0;580.0;199.0;206.0;-42.0
-351.0;-185.0;237.0;540.0;167.0;367.0;-362.0
-381.0;-39.0;214.0;585.0;-64.0;309.0;-206.0
-290.0;-104.0;239.0;543.0;-47.0;357.0;-261.0
-234.0;-198.0;354.0;503.0;48.0;434.0;-247.0
418.0;-60.0;144.0;585.0;254.0;193.0;-58.0
414.0;-61.0;140.0;559.0;176.0;237.0;-44.0
424.0;-41.0;115.0;585.0;151.0;220.0;-72.0
401.0;-39.0;162.0;571.0;117.0;223.0;-34.0
403.0;-50.0;160.0;576.0;150.0;219.0;-26.0
-214.0;-196.0;393.0;488.0;44.0;451.0;-277.0
-198.0;-178.0;407.0;486.0;26.0;455.0;-315.0
-177.0;-170.0;426.0;477.0;46.0;454.0;-353.0
-169.0;-177.0;430.0;474.0;90.0;453.0;-368.0
-165.0;-182.0;436.0;468.0;125.0;452.0;-365.0
-162.0;-184.0;443.0;462.0;141.0;453.0;-350.0
-161.0;-185.0;446.0;458.0;143.0;455.0;-339.0
-147.0;-183.0;456.0;441.0;124.0;463.0;-312.0
438.0;-55.0;111.0;624.0;232.0;248.0;131.0
379.0;-47.0;191.0;568.0;203.0;208.0;61.0
369.0;-61.0;177.0;563.0;192.0;200.0;13.0
399.0;-42.0;152.0;587.0;158.0;215.0;-11.0
409.0;-32.0;143.0;571.0;109.0;175.0;-48.0
446.0;-29.0;117.0;577.0;93.0;186.0;-76.0
-140.0;-181.0;461.0;429.0;86.0;477.0;-304.0
-140.0;-190.0;462.0;419.0;72.0;486.0;-300.0
-97.0;-198.0;488.0;382.0;66.0;505.0;-348.0
-84.0;-204.0;494.0;376.0;72.0;514.0;-385.0
-69.0;-253.0;499.0;371.0;126.0;531.0;-455.0
-69.0;-281.0;500.0;371.0;167.0;534.0;-481.0
-75.0;-308.0;504.0;374.0;229.0;530.0;-524.0
-59.0;-301.0;547.0;341.0;389.0;543.0;-840.0
442.0;-47.0;108.0;583.0;70.0;168.0;-148.0
397.0;-22.0;165.0;545.0;105.0;233.0;-21.0
376.0;8.0;188.0;578.0;90.0;237.0;19.0
-211.0;-109.0;297.0;557.0;94.0;389.0;-842.0
-72.0;-218.0;446.0;457.0;96.0;461.0;-507.0
-74.0;-193.0;438.0;465.0;68.0;449.0;-488.0
-84.0;-169.0;422.0;480.0;40.0;434.0;-477.0
-235.0;-41.0;297.0;560.0;-27.0;376.0;-768.0
376.0;102.0;274.0;520.0;68.0;326.0;164.0
339.0;67.0;302.0;499.0;96.0;347.0;62.0
339.0;38.0;303.0;495.0;134.0;345.0;47.0
345.0;24.0;294.0;498.0;137.0;339.0;40.0
352.0;25.0;291.0;500.0;115.0;336.0;36.0
293.0;-27.0;270.0;539.0;223.0;276.0;124.0
323.0;-26.0;250.0;548.0;186.0;271.0;84.0
327.0;-20.0;243.0;549.0;166.0;266.0;69.0
331.0;-16.0;238.0;549.0;149.0;262.0;55.0
337.0;-12.0;232.0;549.0;139.0;258.0;40.0
351.0;-14.0;208.0;551.0;136.0;252.0;7.0
360.0;-21.0;199.0;555.0;142.0;251.0;-6.0
370.0;-36.0;191.0;553.0;151.0;253.0;-21.0
373.0;-53.0;184.0;542.0;160.0;256.0;-29.0
359.0;-55.0;208.0;533.0;207.0;269.0;-9.0
343.0;-41.0;218.0;530.0;213.0;276.0;19.0
323.0;-1.0;242.0;536.0;176.0;297.0;86.0
330.0;21.0;241.0;540.0;153.0;296.0;131.0
344.0;57.0;220.0;549.0;128.0;276.0;193.0
313.0;-1.0;258.0;509.0;151.0;313.0;114.0
303.0;23.0;284.0;525.0;174.0;304.0;208.0
263.0;47.0;322.0;516.0;116.0;322.0;277.0
381.0;11.0;180.0;541.0;91.0;237.0;141.0
419.0;9.0;150.0;584.0;169.0;228.0;78.0
362.0;-78.0;161.0;520.0;223.0;246.0;51.0
-149.0;-165.0;-452.0;-398.0;78.0;-357.0;-341.0
107.0;263.0;-479.0;-430.0;-190.0;-487.0;436.0
149.0;-267.0;-194.0;-186.0;244.0;-177.0;-97.0
-264.0;551.0;-778.0;2.0;-568.0;-623.0;859.0
203.0;-326.0;-213.0;0.0;228.0;-165.0;-163.0
421.0;-259.0;-887.0;217.0;351.0;-363.0;-848.0
350.0;-76.0;169.0;519.0;243.0;254.0;63.0
344.0;-68.0;177.0;522.0;252.0;261.0;73.0
341.0;-59.0;183.0;526.0;250.0;269.0;78.0
337.0;-49.0;206.0;578.0;222.0;243.0;103.0
451.0;20.0;123.0;585.0;137.0;202.0;-9.0
409.0;21.0;157.0;575.0;65.0;247.0;-55.0
393.0;-11.0;162.0;552.0;131.0;261.0;-54.0
376.0;-3.0;175.0;550.0;144.0;267.0;-36.0
367.0;8.0;184.0;553.0;143.0;272.0;-15.0
413.0;53.0;176.0;593.0;122.0;242.0;24.0
-160.0;64.0;333.0;515.0;30.0;171.0;-401.0
-157.0;61.0;328.0;517.0;23.0;164.0;-400.0
-154.0;60.0;324.0;519.0;27.0;161.0;-405.0
-78.0;106.0;366.0;512.0;-75.0;206.0;-543.0
-322.0;25.0;245.0;601.0;-104.0;285.0;-625.0
-158.0;45.0;320.0;522.0;31.0;158.0;-401.0
-159.0;52.0;318.0;522.0;30.0;158.0;-396.0
-161.0;54.0;318.0;519.0;28.0;164.0;-393.0
-168.0;48.0;321.0;511.0;22.0;187.0;-381.0
-169.0;45.0;322.0;506.0;17.0;200.0;-376.0
-444.0;181.0;11.0;354.0;-315.0;280.0;-128.0
-167.0;44.0;328.0;494.0;5.0;222.0;-373.0
350.0;17.0;213.0;576.0;153.0;254.0;6.0
133.0;127.0;444.0;462.0;37.0;424.0;411.0
215.0;63.0;362.0;472.0;136.0;385.0;312.0
210.0;134.0;387.0;482.0;-25.0;391.0;334.0
341.0;-2.0;215.0;575.0;174.0;258.0;11.0
344.0;4.0;195.0;579.0;197.0;253.0;59.0
348.0;-9.0;221.0;571.0;182.0;260.0;13.0
378.0;18.0;216.0;572.0;117.0;261.0;-43.0
387.0;32.0;216.0;570.0;78.0;260.0;-61.0
-208.0;-90.0;394.0;467.0;-53.0;434.0;-162.0
-190.0;-108.0;409.0;457.0;-32.0;445.0;-198.0
-176.0;-132.0;423.0;447.0;0.0;457.0;-229.0
-140.0;-194.0;461.0;416.0;78.0;487.0;-317.0
-118.0;-221.0;479.0;401.0;108.0;502.0;-368.0
-112.0;-233.0;487.0;395.0;121.0;510.0;-387.0
-76.0;-271.0;509.0;387.0;163.0;523.0;-440.0
-65.0;-274.0;514.0;388.0;163.0;524.0;-447.0
-53.0;-277.0;517.0;390.0;164.0;524.0;-448.0
-30.0;-272.0;528.0;380.0;159.0;527.0;-442.0
-22.0;-261.0;528.0;381.0;147.0;525.0;-443.0
-20.0;-243.0;529.0;382.0;127.0;522.0;-450.0
-26.0;-223.0;529.0;383.0;104.0;520.0;-453.0
-30.0;-212.0;530.0;383.0;88.0;518.0;-445.0
-34.0;-212.0;530.0;382.0;88.0;517.0;-433.0
-38.0;-220.0;529.0;381.0;103.0;515.0;-424.0
-43.0;-232.0;528.0;381.0;127.0;513.0;-418.0
-48.0;-245.0;527.0;383.0;153.0;511.0;-410.0
-61.0;-268.0;534.0;379.0;203.0;513.0;-362.0
-63.0;-270.0;534.0;376.0;202.0;517.0;-352.0
-62.0;-269.0;531.0;374.0;195.0;522.0;-343.0
-64.0;-267.0;529.0;373.0;187.0;525.0;-337.0
-66.0;-263.0;527.0;373.0;180.0;526.0;-333.0
-69.0;-255.0;524.0;368.0;167.0;528.0;-330.0
-64.0;-241.0;528.0;360.0;151.0;530.0;-334.0
-54.0;-230.0;535.0;350.0;133.0;531.0;-347.0
-43.0;-218.0;542.0;342.0;114.0;534.0;-369.0
-5.0;-248.0;571.0;312.0;139.0;553.0;-448.0
6.0;-265.0;582.0;299.0;165.0;561.0;-471.0
53.0;-316.0;620.0;254.0;216.0;583.0;-567.0
133.0;-388.0;664.0;226.0;271.0;620.0;-627.0
210.0;-507.0;740.0;88.0;442.0;625.0;-815.0
120.0;-654.0;764.0;-22.0;644.0;642.0;-857.0
-202.0;507.0;744.0;85.0;-490.0;622.0;767.0
410.0;77.0;195.0;571.0;49.0;281.0;-118.0
379.0;50.0;235.0;511.0;115.0;320.0;-142.0
339.0;71.0;275.0;488.0;138.0;343.0;-110.0
311.0;90.0;311.0;468.0;120.0;364.0;-73.0
-156.0;26.0;346.0;474.0;6.0;253.0;-378.0
-140.0;9.0;358.0;459.0;15.0;269.0;-389.0
-120.0;-5.0;367.0;447.0;16.0;279.0;-406.0
-110.0;-10.0;372.0;442.0;23.0;283.0;-414.0
-102.0;-18.0;376.0;437.0;30.0;285.0;-419.0
-96.0;-28.0;381.0;433.0;35.0;288.0;-422.0
-92.0;-36.0;386.0;430.0;38.0;291.0;-425.0
-84.0;-47.0;395.0;427.0;56.0;297.0;-427.0
-76.0;-60.0;406.0;421.0;42.0;306.0;-425.0
-75.0;-68.0;410.0;417.0;35.0;312.0;-422.0
-73.0;-76.0;413.0;414.0;27.0;316.0;-421.0
-69.0;-85.0;415.0;411.0;13.0;319.0;-420.0
-65.0;-91.0;417.0;407.0;5.0;320.0;-422.0
-58.0;-123.0;422.0;400.0;31.0;319.0;-429.0
-56.0;-132.0;423.0;397.0;32.0;317.0;-433.0
-55.0;-133.0;423.0;394.0;39.0;314.0;-437.0
-56.0;-135.0;423.0;392.0;41.0;310.0;-441.0
-67.0;-136.0;426.0;378.0;47.0;292.0;-461.0
-68.0;-134.0;429.0;368.0;52.0;286.0;-468.0
-69.0;-129.0;432.0;356.0;52.0;280.0;-476.0
-71.0;-111.0;440.0;323.0;54.0;267.0;-490.0
-79.0;-103.0;446.0;303.0;54.0;262.0;-493.0
-88.0;-97.0;453.0;279.0;55.0;258.0;-492.0
-98.0;-91.0;460.0;253.0;57.0;255.0;-484.0
-103.0;-85.0;467.0;224.0;58.0;254.0;-474.0
-109.0;-63.0;483.0;157.0;66.0;251.0;-454.0
-105.0;-46.0;500.0;83.0;88.0;250.0;-434.0
-96.0;-40.0;507.0;45.0;111.0;251.0;-421.0
-78.0;-28.0;526.0;-26.0;130.0;248.0;-398.0
-66.0;-20.0;534.0;-53.0;134.0;244.0;-406.0
-37.0;-8.0;549.0;-98.0;141.0;239.0;-445.0
-25.0;-5.0;554.0;-117.0;145.0;237.0;-456.0
-18.0;-4.0;560.0;-128.0;148.0;232.0;-463.0
-3.0;3.0;569.0;-149.0;147.0;226.0;-467.0
2.0;6.0;572.0;-156.0;146.0;222.0;-464.0
10.0;8.0;575.0;-162.0;146.0;219.0;-462.0
474.0;-58.0;708.0;-355.0;389.0;538.0;-621.0
21.0;15.0;583.0;-169.0;148.0;207.0;-456.0
23.0;16.0;584.0;-169.0;149.0;204.0;-458.0
23.0;20.0;586.0;-169.0;147.0;201.0;-467.0
23.0;23.0;591.0;-166.0;145.0;196.0;-468.0
23.0;23.0;592.0;-164.0;145.0;196.0;-455.0
27.0;22.0;593.0;-163.0;145.0;197.0;-452.0
28.0;20.0;593.0;-161.0;146.0;198.0;-447.0
