InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accZ;Accelerometer BACK accX;Accelerometer LUA^ accZ;Accelerometer LUA^ accX;Accelerometer HIP accZ
287.0;229.0;164.0;230.0;403.0;282.0
350.0;151.0;136.0;393.0;405.0;335.0
304.0;298.0;290.0;305.0;309.0;378.0
162.0;162.0;222.0;174.0;485.0;315.0
204.0;358.0;236.0;175.0;437.0;354.0
190.0;237.0;240.0;221.0;453.0;341.0
259.0;420.0;303.0;291.0;363.0;291.0
193.0;280.0;221.0;165.0;417.0;336.0
204.0;321.0;235.0;234.0;372.0;332.0
200.0;278.0;213.0;237.0;317.0;285.0
277.0;281.0;183.0;121.0;431.0;367.0
148.0;210.0;199.0;134.0;344.0;481.0
224.0;336.0;94.0;83.0;322.0;344.0
36.0;246.0;360.0;207.0;495.0;353.0
569.0;230.0;-109.0;505.0;388.0;299.0
385.0;349.0;8.0;324.0;448.0;402.0
143.0;189.0;377.0;231.0;300.0;266.0
46.0;128.0;365.0;155.0;380.0;347.0
408.0;248.0;53.0;74.0;444.0;231.0
381.0;240.0;76.0;126.0;342.0;322.0
335.0;259.0;199.0;189.0;326.0;325.0
168.0;235.0;289.0;204.0;428.0;381.0
411.0;203.0;205.0;91.0;327.0;297.0
174.0;89.0;230.0;367.0;272.0;199.0
254.0;163.0;59.0;-37.0;371.0;311.0
376.0;270.0;101.0;183.0;321.0;486.0
133.0;45.0;294.0;251.0;341.0;-10.0
124.0;278.0;125.0;166.0;418.0;408.0
232.0;327.0;287.0;688.0;649.0;406.0
401.0;273.0;276.0;133.0;390.0;273.0
184.0;256.0;291.0;123.0;409.0;405.0
201.0;311.0;299.0;261.0;412.0;369.0
136.0;267.0;105.0;-87.0;542.0;319.0
115.0;219.0;356.0;289.0;410.0;388.0
193.0;308.0;295.0;318.0;345.0;324.0
295.0;300.0;285.0;190.0;379.0;312.0
730.0;294.0;365.0;-37.0;318.0;-6.0
192.0;309.0;375.0;276.0;407.0;342.0
165.0;260.0;270.0;214.0;418.0;366.0
149.0;230.0;350.0;134.0;615.0;509.0
153.0;276.0;246.0;201.0;408.0;373.0
156.0;227.0;190.0;229.0;334.0;359.0
457.0;285.0;22.0;43.0;286.0;257.0
188.0;50.0;174.0;545.0;386.0;447.0
215.0;270.0;279.0;183.0;412.0;375.0
292.0;293.0;164.0;179.0;348.0;365.0
258.0;338.0;308.0;151.0;454.0;396.0
82.0;318.0;91.0;21.0;512.0;369.0
129.0;182.0;410.0;246.0;461.0;205.0
286.0;328.0;193.0;219.0;440.0;408.0
417.0;354.0;80.0;67.0;297.0;381.0
216.0;249.0;231.0;278.0;109.0;351.0
392.0;187.0;276.0;130.0;331.0;258.0
361.0;501.0;174.0;108.0;461.0;361.0
286.0;297.0;73.0;295.0;477.0;281.0
293.0;398.0;383.0;108.0;500.0;354.0
183.0;283.0;237.0;154.0;441.0;395.0
239.0;441.0;303.0;241.0;483.0;345.0
220.0;320.0;365.0;212.0;449.0;377.0
260.0;287.0;150.0;257.0;434.0;409.0
260.0;358.0;297.0;183.0;455.0;406.0
363.0;325.0;114.0;399.0;478.0;373.0
819.0;611.0;381.0;-401.0;518.0;-91.0
297.0;304.0;172.0;136.0;378.0;373.0
280.0;324.0;-18.0;3.0;433.0;396.0
289.0;216.0;49.0;172.0;425.0;456.0
209.0;278.0;289.0;191.0;413.0;369.0
97.0;304.0;157.0;317.0;430.0;252.0
219.0;275.0;296.0;193.0;399.0;366.0
218.0;287.0;277.0;204.0;409.0;380.0
223.0;297.0;279.0;195.0;458.0;332.0
219.0;288.0;272.0;212.0;410.0;386.0
220.0;287.0;279.0;202.0;405.0;391.0
196.0;195.0;252.0;276.0;310.0;249.0
301.0;191.0;163.0;188.0;319.0;317.0
259.0;395.0;180.0;65.0;464.0;400.0
262.0;304.0;118.0;162.0;404.0;337.0
223.0;280.0;283.0;207.0;401.0;374.0
231.0;268.0;301.0;103.0;421.0;134.0
419.0;387.0;416.0;273.0;497.0;72.0
323.0;328.0;70.0;110.0;310.0;283.0
109.0;485.0;190.0;166.0;530.0;384.0
142.0;195.0;142.0;442.0;298.0;95.0
33.0;472.0;171.0;182.0;561.0;457.0
91.0;309.0;61.0;345.0;391.0;194.0
313.0;346.0;264.0;263.0;447.0;252.0
224.0;276.0;289.0;215.0;408.0;384.0
223.0;273.0;287.0;213.0;394.0;385.0
221.0;278.0;288.0;211.0;410.0;385.0
124.0;370.0;207.0;188.0;538.0;340.0
222.0;279.0;288.0;198.0;419.0;375.0
215.0;273.0;287.0;232.0;417.0;407.0
292.0;357.0;126.0;180.0;509.0;272.0
35.0;174.0;158.0;300.0;311.0;425.0
-7.0;231.0;168.0;234.0;372.0;450.0
118.0;274.0;92.0;191.0;352.0;409.0
91.0;179.0;187.0;235.0;293.0;355.0
217.0;266.0;279.0;214.0;400.0;400.0
194.0;215.0;-38.0;80.0;430.0;332.0
215.0;270.0;278.0;214.0;399.0;393.0
245.0;204.0;277.0;173.0;503.0;274.0
165.0;182.0;289.0;91.0;451.0;296.0
846.0;339.0;135.0;16.0;417.0;2.0
243.0;226.0;370.0;146.0;327.0;186.0
245.0;229.0;85.0;203.0;305.0;397.0
303.0;383.0;297.0;58.0;517.0;200.0
201.0;335.0;251.0;139.0;436.0;314.0
162.0;216.0;21.0;79.0;287.0;434.0
196.0;225.0;316.0;174.0;404.0;408.0
158.0;164.0;57.0;231.0;254.0;406.0
355.0;282.0;5.0;57.0;384.0;321.0
219.0;388.0;154.0;181.0;342.0;307.0
895.0;622.0;438.0;-631.0;473.0;-389.0
198.0;152.0;293.0;243.0;293.0;214.0
154.0;248.0;60.0;84.0;337.0;333.0
207.0;276.0;299.0;204.0;415.0;417.0
401.0;478.0;311.0;-62.0;560.0;190.0
120.0;343.0;189.0;301.0;402.0;354.0
163.0;301.0;2.0;77.0;332.0;418.0
208.0;277.0;285.0;217.0;397.0;393.0
127.0;364.0;45.0;264.0;485.0;356.0
209.0;273.0;274.0;207.0;399.0;405.0
97.0;268.0;181.0;242.0;373.0;352.0
161.0;208.0;237.0;237.0;412.0;258.0
206.0;110.0;32.0;185.0;329.0;414.0
231.0;392.0;193.0;56.0;535.0;230.0
210.0;266.0;127.0;85.0;421.0;332.0
252.0;419.0;282.0;152.0;496.0;286.0
188.0;340.0;215.0;285.0;498.0;195.0
154.0;377.0;299.0;341.0;486.0;327.0
301.0;313.0;237.0;268.0;455.0;406.0
145.0;355.0;308.0;388.0;557.0;425.0
80.0;185.0;221.0;176.0;555.0;413.0
197.0;303.0;304.0;170.0;401.0;327.0
198.0;307.0;269.0;191.0;433.0;304.0
190.0;296.0;296.0;191.0;419.0;300.0
253.0;326.0;91.0;268.0;536.0;446.0
95.0;246.0;107.0;319.0;442.0;423.0
147.0;333.0;162.0;227.0;317.0;487.0
165.0;379.0;168.0;316.0;279.0;475.0
266.0;293.0;331.0;159.0;457.0;235.0
113.0;265.0;222.0;298.0;486.0;479.0
84.0;336.0;258.0;234.0;454.0;323.0
174.0;312.0;326.0;265.0;399.0;295.0
136.0;281.0;432.0;177.0;474.0;344.0
195.0;281.0;189.0;236.0;391.0;416.0
166.0;192.0;190.0;232.0;375.0;408.0
115.0;173.0;121.0;269.0;317.0;463.0
172.0;441.0;462.0;217.0;542.0;300.0
137.0;188.0;226.0;284.0;446.0;401.0
197.0;267.0;210.0;205.0;415.0;465.0
193.0;302.0;207.0;235.0;391.0;438.0
218.0;269.0;221.0;193.0;428.0;415.0
179.0;359.0;297.0;96.0;463.0;284.0
231.0;345.0;256.0;210.0;401.0;414.0
186.0;392.0;293.0;242.0;361.0;412.0
178.0;305.0;164.0;275.0;473.0;93.0
438.0;122.0;-5.0;209.0;323.0;293.0
256.0;174.0;387.0;93.0;384.0;320.0
208.0;386.0;63.0;105.0;376.0;280.0
129.0;263.0;261.0;145.0;343.0;470.0
87.0;86.0;266.0;334.0;329.0;588.0
179.0;289.0;261.0;49.0;527.0;253.0
87.0;145.0;350.0;-189.0;582.0;134.0
226.0;271.0;281.0;105.0;534.0;352.0
410.0;400.0;275.0;249.0;398.0;299.0
97.0;270.0;284.0;337.0;366.0;304.0
285.0;409.0;206.0;97.0;344.0;496.0
322.0;599.0;326.0;170.0;357.0;142.0
237.0;126.0;189.0;237.0;262.0;520.0
86.0;91.0;438.0;290.0;258.0;639.0
221.0;320.0;389.0;55.0;569.0;322.0
263.0;266.0;259.0;192.0;438.0;379.0
182.0;214.0;213.0;214.0;323.0;399.0
156.0;183.0;258.0;223.0;230.0;396.0
259.0;279.0;170.0;131.0;367.0;387.0
79.0;415.0;175.0;137.0;532.0;433.0
137.0;107.0;72.0;297.0;551.0;416.0
112.0;81.0;287.0;340.0;258.0;375.0
99.0;8.0;105.0;247.0;138.0;469.0
109.0;221.0;210.0;353.0;397.0;433.0
74.0;261.0;105.0;220.0;416.0;281.0
97.0;46.0;86.0;216.0;148.0;310.0
85.0;97.0;124.0;132.0;476.0;417.0
140.0;198.0;161.0;242.0;355.0;471.0
114.0;197.0;156.0;153.0;302.0;403.0
284.0;348.0;220.0;132.0;425.0;335.0
127.0;216.0;169.0;291.0;209.0;475.0
196.0;228.0;194.0;178.0;383.0;409.0
133.0;129.0;56.0;159.0;278.0;470.0
161.0;289.0;106.0;83.0;372.0;505.0
188.0;231.0;200.0;199.0;336.0;407.0
249.0;175.0;335.0;232.0;280.0;250.0
94.0;84.0;288.0;169.0;547.0;389.0
183.0;221.0;210.0;204.0;323.0;432.0
94.0;226.0;361.0;106.0;378.0;313.0
60.0;215.0;216.0;273.0;385.0;443.0
142.0;63.0;133.0;82.0;293.0;387.0
285.0;64.0;133.0;87.0;336.0;285.0
174.0;228.0;218.0;192.0;343.0;392.0
174.0;235.0;228.0;196.0;384.0;397.0
152.0;83.0;261.0;152.0;192.0;339.0
123.0;260.0;253.0;199.0;341.0;399.0
155.0;368.0;99.0;83.0;242.0;321.0
237.0;143.0;223.0;129.0;347.0;275.0
169.0;256.0;182.0;184.0;221.0;418.0
209.0;241.0;207.0;183.0;342.0;399.0
210.0;213.0;186.0;171.0;351.0;398.0
357.0;189.0;-37.0;235.0;203.0;397.0
132.0;163.0;493.0;280.0;283.0;408.0
213.0;236.0;184.0;183.0;333.0;391.0
215.0;200.0;154.0;173.0;294.0;378.0
137.0;251.0;293.0;231.0;279.0;379.0
239.0;275.0;176.0;199.0;394.0;408.0
157.0;238.0;156.0;228.0;356.0;344.0
217.0;169.0;233.0;117.0;347.0;440.0
84.0;194.0;-14.0;252.0;318.0;364.0
88.0;174.0;161.0;255.0;326.0;426.0
88.0;229.0;183.0;250.0;334.0;479.0
207.0;208.0;256.0;131.0;308.0;515.0
216.0;95.0;126.0;218.0;306.0;405.0
140.0;169.0;376.0;-20.0;509.0;338.0
200.0;262.0;186.0;168.0;309.0;376.0
362.0;373.0;150.0;1.0;352.0;294.0
312.0;334.0;9.0;34.0;532.0;264.0
340.0;453.0;212.0;336.0;618.0;305.0
151.0;293.0;357.0;172.0;327.0;415.0
347.0;328.0;32.0;157.0;346.0;426.0
208.0;107.0;124.0;652.0;391.0;463.0
150.0;277.0;275.0;185.0;388.0;424.0
340.0;380.0;508.0;119.0;567.0;97.0
464.0;563.0;270.0;227.0;690.0;170.0
85.0;268.0;211.0;307.0;479.0;446.0
196.0;267.0;221.0;150.0;424.0;453.0
535.0;618.0;520.0;-131.0;590.0;45.0
125.0;332.0;371.0;186.0;403.0;254.0
88.0;356.0;123.0;103.0;347.0;345.0
232.0;246.0;251.0;346.0;449.0;98.0
186.0;271.0;317.0;224.0;403.0;431.0
149.0;-72.0;85.0;654.0;205.0;490.0
222.0;290.0;376.0;106.0;468.0;429.0
89.0;262.0;221.0;359.0;438.0;406.0
30.0;270.0;81.0;106.0;381.0;149.0
371.0;430.0;402.0;55.0;522.0;233.0
