InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
470.0;580.0;-384.0;16;516.0;-7;116.0;-12.0;-46.0;114.0;-301.0
466.0;582.0;-384.0;15;517.0;-7;123.0;-9.0;-46.0;111.0;-296.0
467.0;583.0;-382.0;16;519.0;-7;132.0;-6.0;-43.0;108.0;-290.0
466.0;584.0;-386.0;16;526.0;-7;140.0;1.0;-44.0;104.0;-287.0
484.0;579.0;-384.0;16;527.0;-7;141.0;4.0;-47.0;104.0;-275.0
507.0;576.0;-372.0;16;543.0;-7;132.0;-1.0;-63.0;104.0;-280.0
125.0;647.0;-79.0;79;335.0;2;208.0;-55.0;-385.0;204.0;-245.0
-122.0;1107.0;-16.0;102;367.0;4;200.0;104.0;-58.0;-47.0;-148.0
-62.0;1084.0;-45.0;138;427.0;7;167.0;102.0;-72.0;-41.0;-178.0
135.0;1302.0;-73.0;64;641.0;-19;204.0;-6.0;-63.0;112.0;-199.0
264.0;1206.0;-2.0;103;1133.0;-10;-42.0;-48.0;-113.0;42.0;-381.0
84.0;905.0;62.0;154;644.0;23;-143.0;-20.0;-152.0;25.0;-436.0
-650.0;559.0;496.0;-147;620.0;-142;-563.0;-586.0;-286.0;789.0;-773.0
-135.0;925.0;0.0;-51;108.0;-61;180.0;18.0;-3.0;27.0;-197.0
-179.0;941.0;-16.0;-50;64.0;-12;245.0;76.0;-12.0;-30.0;-155.0
286.0;536.0;103.0;135;209.0;19;242.0;-156.0;-317.0;358.0;-514.0
237.0;613.0;91.0;135;52.0;18;136.0;-150.0;-410.0;330.0;-573.0
246.0;544.0;55.0;135;93.0;19;310.0;-170.0;-281.0;330.0;-496.0
238.0;549.0;35.0;135;65.0;19;340.0;-171.0;-255.0;321.0;-472.0
230.0;557.0;3.0;135;23.0;19;368.0;-171.0;-218.0;302.0;-435.0
226.0;557.0;-5.0;135;18.0;19;377.0;-171.0;-202.0;301.0;-422.0
195.0;564.0;-35.0;135;-36.0;19;418.0;-172.0;-131.0;293.0;-356.0
191.0;565.0;-42.0;135;-57.0;19;423.0;-172.0;-125.0;286.0;-348.0
191.0;566.0;-47.0;135;-60.0;19;423.0;-171.0;-124.0;281.0;-349.0
195.0;565.0;-49.0;135;-58.0;19;421.0;-171.0;-123.0;280.0;-350.0
194.0;566.0;-47.0;135;-59.0;19;421.0;-172.0;-123.0;279.0;-351.0
198.0;567.0;-58.0;135;1.0;19;408.0;-170.0;-78.0;283.0;-345.0
200.0;566.0;-62.0;135;9.0;19;408.0;-170.0;-74.0;284.0;-345.0
200.0;567.0;-62.0;135;7.0;19;408.0;-171.0;-70.0;283.0;-344.0
198.0;565.0;-64.0;135;8.0;19;409.0;-172.0;-65.0;282.0;-343.0
197.0;567.0;-68.0;135;-1.0;19;409.0;-172.0;-59.0;279.0;-342.0
192.0;569.0;-67.0;135;-22.0;19;411.0;-173.0;-50.0;269.0;-339.0
188.0;569.0;-72.0;135;-29.0;19;413.0;-173.0;-46.0;265.0;-336.0
189.0;568.0;-72.0;135;-39.0;19;417.0;-173.0;-40.0;262.0;-333.0
189.0;569.0;-71.0;135;-43.0;19;420.0;-173.0;-34.0;260.0;-330.0
-229.0;956.0;-36.0;-51;20.0;-10;284.0;125.0;-21.0;-79.0;-112.0
-248.0;967.0;-41.0;-55;2.0;-9;293.0;142.0;-22.0;-95.0;-93.0
131.0;645.0;-78.0;78;334.0;2;208.0;-55.0;-380.0;212.0;-237.0
518.0;543.0;-421.0;16;340.0;-7;109.0;52.0;-76.0;125.0;-282.0
504.0;544.0;-428.0;16;311.0;-7;108.0;57.0;-71.0;100.0;-281.0
493.0;544.0;-431.0;16;294.0;-7;109.0;67.0;-62.0;77.0;-278.0
489.0;544.0;-434.0;16;293.0;-7;112.0;80.0;-50.0;61.0;-272.0
487.0;541.0;-442.0;16;313.0;-7;114.0;90.0;-40.0;49.0;-267.0
489.0;540.0;-443.0;16;344.0;-7;118.0;96.0;-33.0;42.0;-262.0
496.0;539.0;-448.0;16;416.0;-7;131.0;100.0;-31.0;29.0;-255.0
497.0;538.0;-451.0;16;453.0;-7;147.0;104.0;-42.0;14.0;-248.0
505.0;534.0;-451.0;16;472.0;-7;164.0;109.0;-59.0;-1.0;-244.0
510.0;548.0;-445.0;16;579.0;-7;135.0;127.0;-69.0;-119.0;-273.0
155.0;645.0;-85.0;77;344.0;3;206.0;-62.0;-355.0;232.0;-219.0
163.0;643.0;-92.0;77;351.0;3;206.0;-65.0;-342.0;240.0;-211.0
173.0;639.0;-97.0;77;365.0;3;203.0;-68.0;-333.0;245.0;-206.0
202.0;630.0;-107.0;76;394.0;3;202.0;-70.0;-317.0;248.0;-192.0
220.0;622.0;-121.0;76;427.0;3;202.0;-71.0;-314.0;250.0;-189.0
261.0;593.0;-138.0;76;532.0;3;215.0;-96.0;-288.0;272.0;-207.0
278.0;585.0;-136.0;76;562.0;4;223.0;-106.0;-270.0;276.0;-213.0
527.0;526.0;-444.0;16;476.0;-7;138.0;66.0;-64.0;56.0;-252.0
524.0;526.0;-449.0;16;476.0;-7;151.0;65.0;-70.0;57.0;-243.0
524.0;528.0;-445.0;16;474.0;-7;152.0;63.0;-69.0;58.0;-241.0
300.0;560.0;-132.0;77;634.0;5;222.0;-131.0;-247.0;287.0;-241.0
296.0;551.0;-124.0;76;648.0;5;213.0;-142.0;-242.0;293.0;-250.0
265.0;506.0;-16.0;113;641.0;5;101.0;-194.0;-238.0;338.0;-342.0
249.0;496.0;-25.0;136;640.0;-2;133.0;-220.0;-425.0;329.0;-342.0
181.0;626.0;-76.0;110;666.0;6;135.0;-332.0;-234.0;424.0;-454.0
177.0;453.0;-386.0;-26;95.0;0;497.0;407.0;198.0;-407.0;87.0
-57.0;547.0;-285.0;18;-169.0;-27;500.0;388.0;200.0;-267.0;204.0
124.0;649.0;-284.0;13;143.0;-35;481.0;282.0;232.0;-165.0;137.0
-277.0;982.0;-61.0;-60;-29.0;-6;295.0;170.0;-24.0;-119.0;-75.0
187.0;571.0;-71.0;135;-46.0;19;424.0;-172.0;-27.0;257.0;-326.0
186.0;568.0;-70.0;135;-47.0;19;428.0;-172.0;-20.0;255.0;-323.0
187.0;569.0;-68.0;135;-45.0;19;429.0;-171.0;-19.0;254.0;-321.0
185.0;567.0;-67.0;135;-55.0;19;427.0;-167.0;-19.0;245.0;-321.0
184.0;564.0;-57.0;135;-64.0;19;409.0;-163.0;-20.0;240.0;-327.0
184.0;560.0;-49.0;135;-66.0;19;399.0;-163.0;-25.0;236.0;-333.0
201.0;553.0;-10.0;135;-90.0;19;371.0;-156.0;-81.0;215.0;-374.0
194.0;548.0;9.0;135;-103.0;19;364.0;-155.0;-106.0;209.0;-392.0
183.0;546.0;27.0;135;-109.0;19;358.0;-157.0;-132.0;205.0;-411.0
199.0;531.0;98.0;135;-82.0;19;266.0;-144.0;-228.0;197.0;-491.0
453.0;536.0;38.0;135;-242.0;16;61.0;52.0;-217.0;158.0;-641.0
-623.0;823.0;441.0;-148;-43.0;-57;788.0;599.0;528.0;-681.0;742.0
-1123.0;920.0;516.0;-77;-283.0;-107;883.0;542.0;437.0;-603.0;681.0
44.0;627.0;-299.0;18;-436.0;-26;634.0;561.0;317.0;-799.0;297.0
-111.0;1021.0;-109.0;82;44.0;-2;193.0;169.0;-18.0;-136.0;-171.0
-26.0;1031.0;-98.0;129;205.0;-1;145.0;118.0;-32.0;-106.0;-220.0
7.0;1032.0;-93.0;136;304.0;0;116.0;107.0;-50.0;-102.0;-246.0
302.0;579.0;-231.0;82;278.0;2;-9.0;42.0;440.0;14.0;152.0
6.0;1140.0;58.0;89;999.0;-21;-14.0;40.0;-85.0;-74.0;-307.0
-3.0;1034.0;35.0;53;613.0;18;27.0;-4.0;-39.0;-4.0;-259.0
-19.0;1026.0;27.0;53;456.0;2;100.0;-35.0;-13.0;52.0;-208.0
-20.0;1023.0;11.0;54;415.0;-5;134.0;-26.0;-10.0;58.0;-192.0
-24.0;1025.0;-7.0;54;366.0;-10;162.0;-8.0;-15.0;50.0;-177.0
-28.0;1021.0;-24.0;55;326.0;-14;188.0;13.0;-25.0;27.0;-160.0
-49.0;1017.0;-42.0;56;255.0;-19;232.0;63.0;-43.0;-23.0;-129.0
-61.0;1014.0;-56.0;57;219.0;-22;247.0;85.0;-51.0;-45.0;-113.0
-69.0;1011.0;-68.0;58;183.0;-24;256.0;102.0;-55.0;-61.0;-99.0
-77.0;1008.0;-78.0;58;152.0;-26;259.0;112.0;-58.0;-72.0;-90.0
294.0;586.0;-232.0;82;259.0;2;-6.0;32.0;441.0;33.0;145.0
290.0;590.0;-227.0;82;236.0;2;-5.0;20.0;438.0;53.0;139.0
276.0;594.0;-236.0;81;173.0;1;-12.0;-9.0;410.0;95.0;138.0
277.0;592.0;-238.0;81;177.0;1;-16.0;-11.0;414.0;98.0;142.0
285.0;588.0;-248.0;81;170.0;1;-35.0;-21.0;407.0;108.0;147.0
289.0;586.0;-254.0;82;167.0;1;-39.0;-28.0;404.0;114.0;148.0
294.0;584.0;-258.0;82;163.0;1;-46.0;-34.0;401.0;118.0;147.0
332.0;563.0;-274.0;33;343.0;-8;-409.0;-22.0;58.0;-82.0;148.0
280.0;473.0;-427.0;43;34.0;-6;-171.0;-144.0;179.0;54.0;223.0
435.0;496.0;-376.0;38;270.0;11;-245.0;-16.0;326.0;-99.0;281.0
217.0;581.0;-256.0;44;254.0;2;26.0;26.0;382.0;-92.0;254.0
300.0;529.0;-77.0;151;438.0;3;-58.0;125.0;571.0;-124.0;385.0
276.0;606.0;-186.0;51;416.0;0;47.0;95.0;408.0;-194.0;318.0
324.0;498.0;-532.0;30;-2.0;-2;281.0;283.0;141.0;-211.0;-31.0
159.0;468.0;-517.0;15;-331.0;-14;424.0;316.0;194.0;-246.0;66.0
384.0;531.0;-495.0;39;118.0;-2;314.0;193.0;32.0;-81.0;-53.0
552.0;512.0;-598.0;73;149.0;-12;520.0;188.0;-156.0;-71.0;56.0
385.0;552.0;-477.0;47;139.0;-2;323.0;177.0;28.0;-56.0;-42.0
406.0;563.0;-462.0;45;197.0;-6;313.0;160.0;21.0;-36.0;-53.0
420.0;569.0;-454.0;44;236.0;-7;298.0;146.0;18.0;-25.0;-63.0
451.0;577.0;-438.0;42;347.0;-5;266.0;115.0;25.0;2.0;-82.0
463.0;583.0;-427.0;42;415.0;-1;257.0;104.0;37.0;17.0;-85.0
513.0;574.0;-425.0;17;518.0;-4;298.0;81.0;112.0;-1.0;-91.0
502.0;570.0;-449.0;42;631.0;11;278.0;220.0;-3.0;-220.0;-101.0
458.0;424.0;-461.0;19;172.0;-106;235.0;115.0;-59.0;-7.0;-128.0
462.0;436.0;-436.0;23;218.0;-105;171.0;89.0;-91.0;18.0;-175.0
