InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accZ;Accelerometer BACK accX;Accelerometer LUA^ accZ;Accelerometer LUA^ accX;Accelerometer HIP accZ
179.0;192.0;317.0;-107.0;580.0;300.0
306.0;87.0;183.0;189.0;317.0;461.0
208.0;305.0;203.0;145.0;475.0;359.0
161.0;400.0;255.0;225.0;526.0;314.0
108.0;290.0;176.0;244.0;391.0;353.0
259.0;267.0;115.0;183.0;412.0;323.0
250.0;143.0;266.0;108.0;376.0;430.0
218.0;248.0;236.0;189.0;447.0;280.0
227.0;200.0;254.0;158.0;421.0;306.0
238.0;49.0;275.0;468.0;627.0;393.0
217.0;186.0;200.0;267.0;365.0;265.0
274.0;302.0;195.0;360.0;302.0;304.0
183.0;185.0;228.0;306.0;325.0;360.0
137.0;144.0;233.0;305.0;349.0;307.0
136.0;18.0;202.0;319.0;329.0;403.0
319.0;342.0;230.0;173.0;352.0;301.0
201.0;365.0;233.0;226.0;376.0;333.0
262.0;271.0;76.0;98.0;384.0;314.0
249.0;321.0;166.0;164.0;384.0;328.0
247.0;309.0;199.0;120.0;415.0;294.0
215.0;264.0;230.0;129.0;522.0;353.0
264.0;297.0;208.0;111.0;426.0;273.0
910.0;572.0;432.0;-645.0;411.0;-356.0
212.0;170.0;220.0;165.0;454.0;332.0
262.0;353.0;275.0;291.0;434.0;293.0
198.0;293.0;135.0;164.0;367.0;389.0
44.0;246.0;79.0;336.0;371.0;372.0
248.0;173.0;267.0;191.0;429.0;280.0
83.0;293.0;210.0;319.0;448.0;467.0
134.0;198.0;213.0;279.0;398.0;420.0
59.0;214.0;214.0;287.0;391.0;446.0
146.0;244.0;233.0;269.0;195.0;341.0
224.0;198.0;243.0;270.0;360.0;225.0
294.0;290.0;237.0;333.0;496.0;300.0
319.0;414.0;246.0;254.0;590.0;295.0
253.0;151.0;279.0;270.0;382.0;325.0
215.0;211.0;139.0;215.0;302.0;372.0
195.0;359.0;180.0;87.0;443.0;445.0
101.0;197.0;224.0;62.0;482.0;550.0
182.0;270.0;180.0;161.0;401.0;427.0
201.0;311.0;299.0;261.0;412.0;369.0
334.0;210.0;269.0;175.0;299.0;469.0
251.0;400.0;158.0;199.0;482.0;324.0
322.0;300.0;223.0;224.0;437.0;233.0
528.0;533.0;284.0;-220.0;645.0;56.0
184.0;293.0;165.0;206.0;374.0;416.0
189.0;307.0;172.0;234.0;383.0;413.0
274.0;215.0;172.0;168.0;465.0;337.0
180.0;386.0;321.0;241.0;551.0;223.0
158.0;317.0;252.0;202.0;436.0;312.0
145.0;201.0;112.0;259.0;507.0;311.0
193.0;302.0;207.0;235.0;391.0;438.0
194.0;276.0;204.0;211.0;396.0;414.0
183.0;205.0;163.0;224.0;393.0;395.0
171.0;209.0;177.0;240.0;353.0;407.0
186.0;150.0;157.0;285.0;351.0;416.0
173.0;136.0;141.0;259.0;392.0;421.0
212.0;250.0;208.0;193.0;415.0;416.0
201.0;261.0;63.0;480.0;477.0;403.0
218.0;269.0;221.0;193.0;428.0;415.0
159.0;282.0;2.0;52.0;336.0;387.0
218.0;299.0;240.0;226.0;417.0;412.0
218.0;328.0;243.0;242.0;395.0;403.0
225.0;338.0;270.0;221.0;383.0;405.0
231.0;345.0;256.0;210.0;401.0;414.0
335.0;419.0;281.0;247.0;406.0;293.0
236.0;340.0;280.0;184.0;415.0;415.0
91.0;299.0;7.0;143.0;322.0;261.0
75.0;298.0;171.0;292.0;371.0;107.0
226.0;271.0;281.0;105.0;534.0;352.0
376.0;457.0;281.0;182.0;359.0;259.0
240.0;256.0;253.0;182.0;451.0;359.0
281.0;317.0;217.0;222.0;407.0;343.0
108.0;277.0;233.0;291.0;430.0;293.0
217.0;340.0;260.0;168.0;419.0;420.0
261.0;207.0;147.0;241.0;185.0;460.0
218.0;195.0;46.0;134.0;198.0;241.0
216.0;249.0;231.0;278.0;109.0;351.0
219.0;279.0;274.0;155.0;441.0;333.0
251.0;424.0;278.0;235.0;417.0;359.0
155.0;280.0;157.0;195.0;317.0;396.0
244.0;407.0;257.0;210.0;362.0;131.0
365.0;522.0;329.0;-1.0;470.0;280.0
443.0;498.0;347.0;-76.0;526.0;177.0
200.0;174.0;177.0;301.0;493.0;332.0
145.0;328.0;294.0;332.0;535.0;442.0
237.0;412.0;83.0;183.0;410.0;230.0
180.0;233.0;211.0;288.0;411.0;384.0
144.0;231.0;171.0;232.0;417.0;356.0
144.0;210.0;202.0;225.0;418.0;413.0
158.0;185.0;173.0;216.0;398.0;390.0
170.0;333.0;344.0;486.0;490.0;396.0
115.0;184.0;139.0;277.0;379.0;398.0
237.0;333.0;198.0;186.0;386.0;351.0
255.0;389.0;198.0;79.0;452.0;359.0
196.0;228.0;194.0;178.0;383.0;409.0
281.0;480.0;222.0;61.0;337.0;493.0
189.0;259.0;208.0;159.0;374.0;414.0
219.0;388.0;154.0;181.0;342.0;307.0
122.0;187.0;349.0;294.0;377.0;404.0
181.0;215.0;244.0;203.0;438.0;389.0
190.0;147.0;326.0;306.0;439.0;487.0
171.0;251.0;257.0;162.0;351.0;317.0
133.0;223.0;214.0;266.0;372.0;371.0
412.0;225.0;178.0;91.0;315.0;267.0
238.0;199.0;159.0;153.0;364.0;310.0
174.0;228.0;218.0;192.0;343.0;392.0
174.0;235.0;228.0;196.0;384.0;397.0
331.0;339.0;330.0;182.0;515.0;241.0
164.0;246.0;240.0;212.0;371.0;387.0
295.0;300.0;285.0;190.0;379.0;312.0
477.0;223.0;40.0;344.0;272.0;427.0
293.0;281.0;89.0;233.0;172.0;379.0
279.0;340.0;199.0;126.0;412.0;305.0
230.0;193.0;209.0;136.0;339.0;348.0
245.0;229.0;85.0;203.0;305.0;397.0
447.0;199.0;46.0;143.0;272.0;241.0
163.0;436.0;201.0;244.0;297.0;383.0
213.0;406.0;72.0;162.0;300.0;428.0
158.0;260.0;234.0;223.0;346.0;378.0
242.0;311.0;258.0;223.0;373.0;413.0
157.0;238.0;156.0;228.0;356.0;344.0
93.0;273.0;144.0;280.0;528.0;423.0
158.0;234.0;127.0;238.0;356.0;357.0
156.0;238.0;154.0;216.0;362.0;388.0
160.0;248.0;200.0;223.0;361.0;424.0
271.0;281.0;-21.0;72.0;493.0;311.0
148.0;298.0;166.0;169.0;374.0;374.0
160.0;253.0;239.0;153.0;416.0;355.0
99.0;291.0;177.0;173.0;389.0;470.0
157.0;249.0;174.0;197.0;353.0;440.0
93.0;269.0;163.0;58.0;350.0;470.0
399.0;534.0;123.0;63.0;460.0;374.0
227.0;203.0;210.0;162.0;353.0;415.0
239.0;275.0;176.0;199.0;394.0;408.0
198.0;251.0;303.0;211.0;397.0;373.0
214.0;300.0;-55.0;231.0;498.0;295.0
172.0;234.0;64.0;181.0;347.0;417.0
161.0;229.0;-74.0;160.0;365.0;437.0
124.0;237.0;267.0;171.0;390.0;463.0
151.0;245.0;284.0;220.0;305.0;351.0
109.0;68.0;217.0;209.0;175.0;297.0
166.0;169.0;321.0;186.0;304.0;309.0
424.0;580.0;322.0;-54.0;611.0;136.0
155.0;350.0;184.0;224.0;396.0;366.0
187.0;308.0;186.0;170.0;426.0;374.0
82.0;318.0;91.0;21.0;512.0;369.0
334.0;522.0;325.0;141.0;504.0;183.0
243.0;386.0;231.0;136.0;461.0;287.0
87.0;189.0;219.0;199.0;404.0;488.0
249.0;374.0;229.0;184.0;436.0;284.0
238.0;328.0;212.0;141.0;388.0;311.0
253.0;311.0;242.0;183.0;366.0;386.0
205.0;224.0;206.0;114.0;487.0;251.0
208.0;300.0;212.0;127.0;446.0;321.0
239.0;311.0;154.0;175.0;411.0;312.0
451.0;240.0;38.0;499.0;137.0;453.0
407.0;193.0;266.0;278.0;368.0;324.0
210.0;351.0;261.0;114.0;508.0;324.0
144.0;351.0;331.0;-101.0;502.0;289.0
205.0;330.0;269.0;133.0;424.0;314.0
195.0;317.0;277.0;156.0;429.0;304.0
197.0;303.0;304.0;170.0;401.0;327.0
186.0;297.0;290.0;173.0;417.0;320.0
186.0;302.0;294.0;193.0;418.0;312.0
190.0;296.0;296.0;191.0;419.0;300.0
192.0;289.0;297.0;184.0;426.0;308.0
174.0;312.0;326.0;265.0;399.0;295.0
192.0;285.0;281.0;224.0;396.0;319.0
196.0;283.0;288.0;185.0;435.0;309.0
203.0;297.0;271.0;196.0;424.0;316.0
198.0;307.0;269.0;191.0;433.0;304.0
203.0;291.0;280.0;200.0;410.0;314.0
201.0;279.0;366.0;144.0;465.0;330.0
230.0;298.0;276.0;156.0;426.0;245.0
178.0;355.0;296.0;331.0;494.0;228.0
120.0;37.0;152.0;184.0;376.0;386.0
198.0;296.0;283.0;259.0;497.0;334.0
204.0;288.0;236.0;248.0;430.0;269.0
232.0;385.0;306.0;133.0;397.0;272.0
201.0;328.0;276.0;176.0;389.0;352.0
185.0;281.0;225.0;131.0;396.0;363.0
210.0;367.0;190.0;108.0;503.0;293.0
113.0;192.0;158.0;262.0;333.0;409.0
169.0;222.0;206.0;257.0;407.0;298.0
155.0;260.0;176.0;261.0;370.0;354.0
164.0;302.0;182.0;266.0;409.0;338.0
208.0;353.0;276.0;149.0;498.0;314.0
222.0;126.0;297.0;189.0;278.0;194.0
204.0;212.0;239.0;187.0;355.0;278.0
209.0;337.0;240.0;146.0;441.0;360.0
413.0;130.0;124.0;693.0;487.0;416.0
209.0;341.0;250.0;119.0;437.0;346.0
201.0;335.0;251.0;139.0;436.0;314.0
196.0;311.0;258.0;131.0;419.0;320.0
193.0;314.0;212.0;142.0;428.0;302.0
197.0;319.0;216.0;153.0;438.0;291.0
155.0;394.0;314.0;165.0;496.0;239.0
196.0;374.0;291.0;124.0;460.0;125.0
150.0;283.0;50.0;316.0;440.0;371.0
140.0;210.0;335.0;208.0;391.0;153.0
140.0;343.0;190.0;244.0;485.0;276.0
89.0;314.0;245.0;183.0;472.0;301.0
79.0;200.0;210.0;112.0;532.0;425.0
153.0;188.0;241.0;204.0;361.0;392.0
204.0;245.0;79.0;244.0;447.0;396.0
156.0;200.0;242.0;215.0;325.0;371.0
156.0;227.0;190.0;229.0;334.0;359.0
118.0;274.0;92.0;191.0;352.0;409.0
139.0;249.0;167.0;234.0;379.0;404.0
132.0;158.0;191.0;299.0;375.0;387.0
99.0;170.0;80.0;288.0;320.0;505.0
174.0;236.0;74.0;274.0;383.0;285.0
196.0;226.0;135.0;329.0;327.0;145.0
219.0;257.0;192.0;275.0;367.0;274.0
288.0;209.0;336.0;225.0;388.0;203.0
204.0;358.0;236.0;175.0;437.0;354.0
208.0;350.0;222.0;163.0;445.0;359.0
208.0;336.0;231.0;206.0;448.0;365.0
223.0;369.0;216.0;155.0;411.0;402.0
211.0;292.0;231.0;171.0;437.0;416.0
198.0;281.0;213.0;161.0;435.0;386.0
183.0;283.0;237.0;154.0;441.0;395.0
179.0;301.0;269.0;183.0;442.0;417.0
301.0;224.0;256.0;205.0;388.0;289.0
171.0;334.0;248.0;166.0;408.0;402.0
158.0;287.0;260.0;208.0;423.0;401.0
165.0;83.0;252.0;177.0;260.0;423.0
370.0;280.0;255.0;-97.0;462.0;194.0
134.0;104.0;162.0;277.0;205.0;296.0
178.0;241.0;201.0;228.0;328.0;378.0
153.0;276.0;246.0;201.0;408.0;373.0
106.0;388.0;198.0;137.0;465.0;361.0
151.0;273.0;257.0;230.0;412.0;374.0
201.0;281.0;212.0;118.0;434.0;349.0
166.0;274.0;273.0;202.0;392.0;401.0
174.0;258.0;245.0;165.0;418.0;385.0
247.0;297.0;309.0;345.0;413.0;301.0
432.0;134.0;66.0;208.0;328.0;245.0
148.0;155.0;48.0;337.0;512.0;378.0
301.0;191.0;163.0;188.0;319.0;317.0
270.0;260.0;202.0;136.0;348.0;331.0
175.0;249.0;273.0;190.0;409.0;389.0
165.0;260.0;270.0;214.0;418.0;366.0
167.0;275.0;285.0;196.0;370.0;374.0
119.0;239.0;215.0;295.0;554.0;400.0
231.0;276.0;175.0;130.0;344.0;334.0
89.0;325.0;215.0;98.0;340.0;417.0
123.0;260.0;253.0;199.0;341.0;399.0
224.0;336.0;94.0;83.0;322.0;344.0
133.0;353.0;281.0;174.0;485.0;381.0
237.0;260.0;194.0;107.0;388.0;307.0
166.0;279.0;152.0;191.0;405.0;370.0
170.0;272.0;444.0;215.0;515.0;204.0
197.0;176.0;106.0;317.0;376.0;233.0
44.0;288.0;113.0;95.0;253.0;107.0
169.0;186.0;182.0;280.0;381.0;358.0
105.0;185.0;156.0;232.0;307.0;413.0
108.0;50.0;339.0;451.0;271.0;464.0
172.0;210.0;239.0;334.0;378.0;339.0
145.0;173.0;310.0;330.0;441.0;377.0
185.0;193.0;262.0;429.0;424.0;322.0
148.0;276.0;180.0;168.0;417.0;363.0
86.0;187.0;203.0;236.0;327.0;429.0
78.0;186.0;182.0;274.0;341.0;417.0
167.0;190.0;261.0;217.0;539.0;348.0
102.0;281.0;218.0;289.0;360.0;322.0
110.0;271.0;272.0;331.0;315.0;406.0
61.0;197.0;134.0;374.0;237.0;407.0
181.0;245.0;293.0;222.0;426.0;233.0
233.0;294.0;325.0;202.0;411.0;344.0
215.0;275.0;207.0;256.0;287.0;261.0
202.0;295.0;289.0;232.0;299.0;296.0
168.0;235.0;289.0;204.0;428.0;381.0
207.0;399.0;335.0;230.0;452.0;326.0
226.0;356.0;327.0;252.0;483.0;314.0
473.0;434.0;341.0;206.0;486.0;142.0
653.0;372.0;274.0;183.0;603.0;42.0
390.0;305.0;195.0;305.0;457.0;224.0
289.0;289.0;204.0;228.0;411.0;283.0
443.0;263.0;237.0;274.0;488.0;356.0
294.0;280.0;195.0;231.0;405.0;269.0
282.0;267.0;60.0;280.0;492.0;283.0
517.0;307.0;116.0;213.0;377.0;290.0
290.0;284.0;193.0;194.0;481.0;312.0
316.0;382.0;0.0;178.0;522.0;207.0
204.0;252.0;301.0;188.0;342.0;306.0
200.0;239.0;275.0;174.0;364.0;292.0
170.0;234.0;298.0;287.0;333.0;241.0
211.0;319.0;273.0;285.0;393.0;358.0
86.0;186.0;329.0;342.0;434.0;146.0
218.0;252.0;143.0;187.0;351.0;386.0
211.0;233.0;142.0;166.0;346.0;392.0
202.0;207.0;162.0;149.0;340.0;415.0
72.0;137.0;419.0;212.0;419.0;185.0
196.0;189.0;155.0;138.0;334.0;373.0
157.0;331.0;22.0;243.0;474.0;283.0
168.0;148.0;75.0;134.0;313.0;399.0
187.0;185.0;144.0;166.0;308.0;366.0
161.0;189.0;275.0;271.0;316.0;253.0
189.0;233.0;123.0;206.0;334.0;377.0
191.0;240.0;123.0;204.0;360.0;355.0
197.0;214.0;131.0;193.0;361.0;375.0
259.0;341.0;297.0;136.0;456.0;344.0
306.0;470.0;253.0;223.0;401.0;333.0
197.0;189.0;135.0;207.0;323.0;386.0
178.0;311.0;256.0;221.0;442.0;383.0
186.0;267.0;212.0;181.0;482.0;371.0
195.0;341.0;286.0;201.0;444.0;355.0
216.0;95.0;126.0;218.0;306.0;405.0
178.0;177.0;56.0;251.0;272.0;448.0
195.0;141.0;239.0;226.0;302.0;249.0
203.0;230.0;208.0;322.0;369.0;367.0
184.0;191.0;116.0;194.0;272.0;445.0
193.0;177.0;136.0;204.0;314.0;415.0
195.0;181.0;133.0;205.0;301.0;386.0
191.0;188.0;138.0;199.0;296.0;374.0
385.0;349.0;8.0;324.0;448.0;402.0
183.0;165.0;54.0;192.0;299.0;390.0
232.0;214.0;457.0;151.0;245.0;417.0
191.0;181.0;124.0;214.0;297.0;396.0
116.0;149.0;184.0;259.0;215.0;361.0
193.0;189.0;134.0;211.0;301.0;413.0
190.0;188.0;125.0;232.0;303.0;386.0
129.0;259.0;324.0;275.0;437.0;350.0
194.0;274.0;193.0;203.0;430.0;245.0
173.0;272.0;112.0;220.0;411.0;201.0
287.0;229.0;164.0;230.0;403.0;282.0
193.0;184.0;154.0;210.0;306.0;386.0
196.0;169.0;144.0;235.0;293.0;393.0
119.0;261.0;175.0;283.0;420.0;351.0
125.0;266.0;211.0;254.0;435.0;354.0
205.0;156.0;100.0;252.0;275.0;381.0
203.0;176.0;134.0;213.0;296.0;405.0
212.0;180.0;124.0;202.0;297.0;411.0
266.0;327.0;251.0;144.0;396.0;388.0
238.0;229.0;232.0;262.0;428.0;193.0
263.0;266.0;259.0;192.0;438.0;379.0
270.0;143.0;144.0;138.0;401.0;439.0
253.0;256.0;171.0;147.0;373.0;377.0
226.0;366.0;125.0;219.0;276.0;427.0
187.0;203.0;171.0;205.0;301.0;434.0
232.0;20.0;146.0;48.0;387.0;376.0
233.0;26.0;259.0;147.0;442.0;334.0
290.0;181.0;269.0;174.0;441.0;367.0
230.0;242.0;170.0;132.0;323.0;318.0
326.0;-27.0;79.0;264.0;238.0;344.0
215.0;174.0;145.0;217.0;291.0;402.0
377.0;251.0;335.0;142.0;389.0;261.0
213.0;122.0;158.0;190.0;281.0;292.0
278.0;188.0;170.0;108.0;229.0;405.0
210.0;209.0;174.0;152.0;298.0;356.0
214.0;212.0;177.0;170.0;304.0;333.0
218.0;214.0;233.0;173.0;318.0;330.0
145.0;169.0;312.0;340.0;370.0;266.0
219.0;151.0;311.0;232.0;310.0;204.0
236.0;236.0;265.0;195.0;330.0;261.0
120.0;279.0;342.0;30.0;583.0;97.0
209.0;291.0;204.0;164.0;315.0;305.0
237.0;143.0;223.0;129.0;347.0;275.0
200.0;262.0;186.0;168.0;309.0;376.0
210.0;213.0;186.0;171.0;351.0;398.0
219.0;193.0;163.0;188.0;358.0;386.0
216.0;239.0;193.0;177.0;326.0;393.0
167.0;220.0;162.0;71.0;317.0;572.0
214.0;235.0;204.0;128.0;345.0;395.0
217.0;225.0;213.0;171.0;363.0;425.0
209.0;217.0;208.0;163.0;337.0;402.0
207.0;227.0;191.0;181.0;333.0;383.0
213.0;236.0;184.0;183.0;333.0;391.0
209.0;241.0;207.0;183.0;342.0;399.0
168.0;228.0;131.0;105.0;344.0;385.0
228.0;212.0;259.0;200.0;325.0;283.0
189.0;184.0;198.0;151.0;361.0;335.0
195.0;233.0;220.0;207.0;333.0;412.0
230.0;221.0;251.0;191.0;330.0;294.0
188.0;231.0;200.0;199.0;336.0;407.0
196.0;306.0;288.0;240.0;446.0;273.0
184.0;222.0;181.0;188.0;343.0;412.0
184.0;228.0;209.0;226.0;318.0;407.0
182.0;227.0;168.0;165.0;324.0;376.0
181.0;213.0;191.0;215.0;341.0;410.0
183.0;221.0;203.0;204.0;314.0;405.0
182.0;214.0;213.0;214.0;323.0;399.0
183.0;221.0;210.0;204.0;323.0;432.0
142.0;181.0;101.0;167.0;281.0;126.0
117.0;177.0;248.0;155.0;392.0;517.0
182.0;228.0;191.0;147.0;391.0;262.0
183.0;243.0;212.0;211.0;317.0;420.0
188.0;230.0;223.0;213.0;318.0;395.0
192.0;221.0;230.0;210.0;337.0;389.0
101.0;318.0;11.0;67.0;399.0;153.0
193.0;211.0;222.0;169.0;339.0;412.0
191.0;214.0;217.0;206.0;337.0;415.0
193.0;224.0;201.0;206.0;324.0;416.0
197.0;188.0;222.0;275.0;258.0;452.0
183.0;216.0;127.0;234.0;304.0;410.0
162.0;248.0;94.0;212.0;192.0;340.0
192.0;305.0;194.0;374.0;322.0;361.0
218.0;290.0;181.0;292.0;467.0;226.0
407.0;511.0;304.0;153.0;485.0;363.0
302.0;305.0;277.0;193.0;423.0;405.0
173.0;326.0;240.0;154.0;431.0;417.0
137.0;249.0;303.0;251.0;440.0;415.0
181.0;356.0;271.0;200.0;409.0;369.0
208.0;331.0;296.0;289.0;384.0;350.0
201.0;310.0;267.0;291.0;358.0;359.0
304.0;298.0;290.0;305.0;309.0;378.0
111.0;159.0;353.0;123.0;537.0;446.0
167.0;196.0;242.0;401.0;320.0;86.0
315.0;295.0;300.0;237.0;367.0;440.0
144.0;149.0;235.0;342.0;367.0;398.0
262.0;300.0;259.0;178.0;392.0;449.0
385.0;367.0;80.0;33.0;309.0;485.0
292.0;321.0;167.0;90.0;362.0;478.0
284.0;348.0;220.0;132.0;425.0;335.0
185.0;126.0;327.0;358.0;258.0;396.0
162.0;132.0;118.0;389.0;306.0;370.0
144.0;359.0;310.0;417.0;560.0;424.0
279.0;351.0;202.0;152.0;428.0;357.0
365.0;377.0;335.0;3.0;539.0;321.0
283.0;351.0;241.0;114.0;426.0;318.0
166.0;192.0;190.0;232.0;375.0;408.0
155.0;244.0;212.0;193.0;343.0;405.0
252.0;285.0;407.0;200.0;431.0;93.0
160.0;237.0;393.0;207.0;395.0;252.0
