InertialMeasurementUnit RLA accZ;Accelerometer RUA^ accY;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RUA^ accZ;Accelerometer RWR accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY
364.0;1079.0;-798.0;373.0;254.0;817.0;-964.0;969.0;46.0
316.0;1170.0;-745.0;192.0;238.0;514.0;-853.0;843.0;214.0
492.0;1039.0;-781.0;317.0;351.0;536.0;-926.0;934.0;199.0
455.0;1010.0;-722.0;360.0;306.0;497.0;-921.0;883.0;247.0
310.0;1039.0;-717.0;527.0;357.0;410.0;-970.0;877.0;153.0
490.0;1020.0;-723.0;343.0;238.0;552.0;-908.0;859.0;174.0
563.0;1005.0;-720.0;271.0;269.0;600.0;-862.0;886.0;109.0
491.0;1065.0;-742.0;320.0;250.0;607.0;-925.0;905.0;162.0
490.0;1072.0;-759.0;312.0;251.0;606.0;-945.0;915.0;189.0
534.0;1070.0;-862.0;350.0;148.0;665.0;-1091.0;959.0;-137.0
375.0;1133.0;-758.0;210.0;247.0;651.0;-916.0;995.0;204.0
277.0;971.0;-752.0;189.0;269.0;480.0;-856.0;866.0;189.0
434.0;1082.0;-791.0;310.0;242.0;687.0;-954.0;952.0;180.0
554.0;1109.0;-792.0;309.0;-16.0;618.0;-1048.0;965.0;132.0
609.0;1120.0;-813.0;193.0;95.0;610.0;-974.0;1003.0;56.0
464.0;1075.0;-826.0;310.0;241.0;680.0;-969.0;953.0;195.0
463.0;1066.0;-830.0;308.0;211.0;675.0;-966.0;974.0;179.0
584.0;1088.0;-842.0;250.0;274.0;570.0;-970.0;1009.0;173.0
562.0;1026.0;-822.0;259.0;318.0;539.0;-966.0;982.0;231.0
357.0;871.0;-862.0;405.0;48.0;436.0;-1011.0;880.0;263.0
612.0;717.0;530.0;898.0;759.0;742.0;-606.0;-103.0;647.0
798.0;784.0;-484.0;770.0;693.0;876.0;-839.0;560.0;408.0
424.0;1413.0;-686.0;349.0;180.0;764.0;-811.0;1071.0;209.0
207.0;1121.0;-588.0;426.0;80.0;756.0;-868.0;906.0;19.0
475.0;1091.0;-598.0;306.0;158.0;723.0;-895.0;924.0;213.0
484.0;964.0;-1068.0;156.0;232.0;473.0;-1128.0;907.0;-13.0
500.0;1097.0;-687.0;503.0;172.0;805.0;-981.0;894.0;55.0
510.0;1080.0;-808.0;281.0;267.0;555.0;-951.0;961.0;243.0
634.0;1058.0;-814.0;116.0;156.0;523.0;-959.0;945.0;298.0
510.0;1060.0;-812.0;273.0;310.0;618.0;-953.0;977.0;229.0
500.0;1059.0;-811.0;290.0;336.0;596.0;-949.0;963.0;229.0
362.0;978.0;-752.0;310.0;293.0;590.0;-899.0;886.0;259.0
469.0;1035.0;-765.0;310.0;270.0;617.0;-916.0;895.0;192.0
504.0;1054.0;-785.0;320.0;290.0;613.0;-928.0;908.0;184.0
499.0;1072.0;-803.0;310.0;296.0;628.0;-955.0;954.0;228.0
549.0;1073.0;-824.0;339.0;332.0;656.0;-974.0;985.0;254.0
493.0;1061.0;-815.0;264.0;308.0;599.0;-954.0;980.0;222.0
488.0;1061.0;-831.0;250.0;290.0;579.0;-960.0;970.0;194.0
526.0;1055.0;-842.0;234.0;334.0;571.0;-963.0;969.0;173.0
498.0;1075.0;-835.0;254.0;266.0;582.0;-973.0;981.0;207.0
276.0;1111.0;-945.0;180.0;-81.0;507.0;-993.0;1026.0;-100.0
491.0;1030.0;-767.0;309.0;286.0;595.0;-910.0;933.0;228.0
478.0;1075.0;-797.0;320.0;301.0;570.0;-942.0;933.0;245.0
503.0;1070.0;-827.0;300.0;223.0;570.0;-966.0;987.0;196.0
522.0;1074.0;-840.0;277.0;196.0;560.0;-965.0;992.0;166.0
484.0;1073.0;-839.0;247.0;266.0;591.0;-972.0;995.0;188.0
491.0;1072.0;-840.0;249.0;267.0;559.0;-971.0;992.0;187.0
510.0;1073.0;-816.0;300.0;230.0;562.0;-953.0;982.0;165.0
478.0;1070.0;-822.0;244.0;207.0;568.0;-942.0;969.0;127.0
476.0;1081.0;-864.0;204.0;246.0;540.0;-979.0;1018.0;171.0
483.0;1084.0;-835.0;239.0;273.0;562.0;-970.0;989.0;189.0
566.0;1028.0;-739.0;301.0;369.0;652.0;-870.0;894.0;235.0
535.0;1009.0;-706.0;270.0;328.0;567.0;-862.0;894.0;284.0
479.0;1040.0;-813.0;252.0;287.0;547.0;-942.0;960.0;186.0
486.0;1038.0;-800.0;278.0;268.0;550.0;-937.0;948.0;204.0
483.0;1057.0;-791.0;300.0;253.0;562.0;-926.0;945.0;193.0
454.0;1289.0;-666.0;254.0;347.0;706.0;-787.0;893.0;288.0
504.0;1069.0;-852.0;232.0;277.0;616.0;-967.0;1035.0;195.0
387.0;1060.0;-726.0;422.0;258.0;681.0;-963.0;964.0;250.0
503.0;1069.0;-837.0;270.0;270.0;611.0;-971.0;998.0;210.0
493.0;1060.0;-837.0;252.0;306.0;595.0;-970.0;990.0;198.0
230.0;1105.0;-822.0;132.0;17.0;500.0;-940.0;959.0;-24.0
239.0;1047.0;-888.0;593.0;321.0;596.0;-1106.0;916.0;164.0
415.0;1173.0;-619.0;229.0;361.0;730.0;-736.0;849.0;301.0
736.0;903.0;97.0;904.0;649.0;920.0;-768.0;320.0;505.0
347.0;1078.0;-790.0;361.0;250.0;681.0;-983.0;969.0;213.0
585.0;1023.0;-674.0;468.0;235.0;683.0;-917.0;830.0;-83.0
488.0;1073.0;-815.0;301.0;287.0;540.0;-941.0;972.0;228.0
339.0;1064.0;-905.0;171.0;115.0;462.0;-981.0;1018.0;89.0
441.0;1058.0;-832.0;250.0;220.0;528.0;-946.0;968.0;139.0
377.0;1206.0;-1154.0;-52.0;10.0;402.0;-1274.0;912.0;115.0
480.0;1071.0;-823.0;291.0;337.0;601.0;-971.0;961.0;226.0
322.0;1059.0;-766.0;492.0;338.0;682.0;-976.0;948.0;320.0
424.0;1000.0;-776.0;217.0;288.0;531.0;-900.0;895.0;211.0
404.0;985.0;-759.0;241.0;346.0;660.0;-879.0;877.0;265.0
136.0;1095.0;-576.0;690.0;274.0;815.0;-986.0;796.0;207.0
427.0;990.0;-747.0;282.0;357.0;610.0;-899.0;925.0;259.0
333.0;1143.0;-704.0;311.0;265.0;649.0;-872.0;863.0;244.0
333.0;942.0;-741.0;304.0;317.0;507.0;-830.0;836.0;231.0
597.0;1139.0;-587.0;192.0;89.0;463.0;-821.0;953.0;407.0
578.0;1039.0;-702.0;207.0;161.0;507.0;-806.0;892.0;89.0
382.0;989.0;-567.0;215.0;356.0;668.0;-703.0;788.0;205.0
462.0;1305.0;-657.0;282.0;323.0;675.0;-779.0;890.0;191.0
441.0;1018.0;-835.0;74.0;220.0;471.0;-913.0;943.0;34.0
436.0;863.0;-913.0;164.0;156.0;376.0;-962.0;862.0;76.0
440.0;1100.0;-904.0;110.0;119.0;493.0;-996.0;1030.0;28.0
478.0;1115.0;-701.0;280.0;337.0;641.0;-864.0;881.0;249.0
508.0;1100.0;-868.0;199.0;219.0;536.0;-976.0;1015.0;105.0
662.0;1078.0;-870.0;48.0;80.0;493.0;-958.0;1115.0;45.0
522.0;1302.0;-782.0;229.0;232.0;719.0;-921.0;1258.0;289.0
578.0;1132.0;-725.0;246.0;247.0;582.0;-816.0;1013.0;247.0
651.0;1196.0;-929.0;95.0;59.0;543.0;-1089.0;1028.0;332.0
474.0;1048.0;-770.0;287.0;295.0;504.0;-915.0;935.0;209.0
468.0;958.0;-762.0;294.0;152.0;682.0;-906.0;907.0;211.0
486.0;1231.0;-704.0;309.0;375.0;825.0;-828.0;944.0;203.0
346.0;1041.0;-786.0;379.0;277.0;659.0;-979.0;944.0;218.0
314.0;1068.0;-776.0;385.0;283.0;691.0;-968.0;949.0;221.0
375.0;1067.0;-798.0;388.0;256.0;661.0;-978.0;933.0;211.0
258.0;1082.0;-825.0;295.0;263.0;639.0;-918.0;895.0;301.0
554.0;1072.0;-804.0;298.0;342.0;589.0;-949.0;981.0;262.0
305.0;1136.0;-803.0;285.0;124.0;624.0;-950.0;1017.0;269.0
437.0;981.0;-460.0;575.0;474.0;566.0;-904.0;961.0;136.0
356.0;1225.0;-738.0;350.0;333.0;738.0;-931.0;979.0;268.0
317.0;1122.0;-778.0;338.0;338.0;828.0;-971.0;913.0;242.0
324.0;1055.0;-866.0;229.0;217.0;543.0;-973.0;958.0;150.0
399.0;1040.0;-936.0;193.0;125.0;497.0;-1034.0;858.0;80.0
479.0;1091.0;-835.0;280.0;227.0;597.0;-969.0;969.0;153.0
611.0;1032.0;-1108.0;111.0;128.0;473.0;-1220.0;1006.0;89.0
346.0;971.0;-794.0;353.0;448.0;701.0;-977.0;914.0;221.0
499.0;1066.0;-808.0;272.0;300.0;618.0;-940.0;969.0;198.0
486.0;1040.0;-819.0;287.0;286.0;634.0;-957.0;980.0;234.0
482.0;1070.0;-824.0;298.0;285.0;558.0;-970.0;972.0;256.0
477.0;1069.0;-834.0;287.0;266.0;560.0;-978.0;976.0;248.0
473.0;1071.0;-835.0;299.0;281.0;560.0;-976.0;974.0;253.0
472.0;1083.0;-829.0;300.0;283.0;593.0;-969.0;962.0;245.0
461.0;1088.0;-827.0;300.0;277.0;614.0;-970.0;960.0;246.0
452.0;1060.0;-825.0;282.0;287.0;623.0;-964.0;971.0;238.0
439.0;1058.0;-827.0;297.0;275.0;591.0;-962.0;947.0;233.0
460.0;1071.0;-841.0;272.0;258.0;585.0;-974.0;986.0;200.0
503.0;1035.0;-826.0;242.0;286.0;539.0;-952.0;980.0;130.0
480.0;1044.0;-792.0;265.0;275.0;581.0;-932.0;946.0;211.0
501.0;1053.0;-783.0;293.0;246.0;553.0;-923.0;944.0;211.0
526.0;1054.0;-818.0;249.0;203.0;592.0;-938.0;978.0;136.0
475.0;1091.0;-847.0;261.0;254.0;582.0;-984.0;978.0;193.0
438.0;1081.0;-816.0;270.0;267.0;615.0;-952.0;949.0;239.0
550.0;1016.0;-869.0;175.0;116.0;434.0;-968.0;977.0;80.0
460.0;1031.0;-814.0;303.0;277.0;577.0;-950.0;974.0;239.0
460.0;1050.0;-817.0;285.0;278.0;583.0;-957.0;975.0;251.0
464.0;1063.0;-823.0;300.0;276.0;564.0;-958.0;955.0;228.0
459.0;1091.0;-841.0;300.0;272.0;604.0;-977.0;989.0;237.0
450.0;1121.0;-847.0;310.0;257.0;670.0;-988.0;983.0;251.0
457.0;1079.0;-836.0;250.0;264.0;592.0;-965.0;978.0;194.0
452.0;1090.0;-843.0;277.0;275.0;602.0;-972.0;968.0;210.0
459.0;1090.0;-838.0;276.0;266.0;586.0;-970.0;967.0;219.0
286.0;1112.0;-1095.0;121.0;71.0;424.0;-1163.0;1287.0;88.0
444.0;1081.0;-848.0;259.0;226.0;540.0;-974.0;984.0;193.0
478.0;1191.0;-774.0;249.0;-61.0;452.0;-908.0;1204.0;232.0
464.0;1093.0;-841.0;287.0;270.0;582.0;-977.0;992.0;221.0
453.0;1071.0;-832.0;320.0;272.0;641.0;-972.0;980.0;262.0
479.0;1059.0;-829.0;282.0;284.0;583.0;-969.0;977.0;221.0
468.0;1075.0;-818.0;323.0;286.0;582.0;-965.0;973.0;240.0
454.0;1082.0;-842.0;281.0;303.0;622.0;-975.0;977.0;237.0
464.0;1071.0;-824.0;322.0;266.0;603.0;-965.0;976.0;262.0
530.0;1097.0;-796.0;310.0;273.0;580.0;-963.0;953.0;326.0
646.0;1116.0;-880.0;305.0;105.0;501.0;-1039.0;1035.0;347.0
460.0;1071.0;-831.0;281.0;293.0;574.0;-962.0;957.0;185.0
468.0;1089.0;-823.0;275.0;265.0;584.0;-957.0;982.0;171.0
260.0;1386.0;-817.0;109.0;234.0;507.0;-931.0;1168.0;193.0
278.0;1076.0;-733.0;77.0;59.0;519.0;-872.0;1013.0;178.0
447.0;1082.0;-822.0;271.0;228.0;587.0;-954.0;980.0;223.0
447.0;1068.0;-831.0;290.0;233.0;586.0;-966.0;980.0;234.0
373.0;1041.0;-938.0;168.0;272.0;584.0;-993.0;934.0;326.0
448.0;1073.0;-818.0;300.0;281.0;592.0;-952.0;962.0;235.0
453.0;1068.0;-832.0;302.0;269.0;638.0;-970.0;984.0;232.0
454.0;1069.0;-837.0;274.0;276.0;627.0;-967.0;987.0;194.0
357.0;1110.0;-887.0;171.0;148.0;591.0;-996.0;1044.0;137.0
446.0;1070.0;-840.0;308.0;238.0;573.0;-966.0;966.0;217.0
458.0;1105.0;-850.0;290.0;266.0;612.0;-976.0;989.0;209.0
446.0;1087.0;-850.0;262.0;254.0;633.0;-983.0;971.0;199.0
405.0;1056.0;-820.0;206.0;305.0;611.0;-940.0;944.0;170.0
342.0;1051.0;-766.0;364.0;141.0;673.0;-1020.0;871.0;168.0
461.0;1041.0;-858.0;223.0;283.0;499.0;-959.0;969.0;241.0
434.0;1067.0;-829.0;280.0;255.0;579.0;-960.0;970.0;224.0
438.0;1065.0;-850.0;271.0;246.0;587.0;-981.0;980.0;210.0
392.0;1070.0;-801.0;330.0;247.0;645.0;-980.0;954.0;207.0
453.0;1078.0;-849.0;244.0;239.0;580.0;-975.0;977.0;182.0
439.0;972.0;-1035.0;31.0;229.0;492.0;-1143.0;1056.0;144.0
459.0;1087.0;-838.0;268.0;249.0;569.0;-968.0;984.0;193.0
463.0;1086.0;-855.0;276.0;243.0;596.0;-986.0;1005.0;213.0
464.0;1090.0;-846.0;269.0;236.0;593.0;-980.0;984.0;210.0
439.0;1082.0;-848.0;278.0;248.0;590.0;-980.0;990.0;224.0
439.0;1056.0;-845.0;290.0;271.0;568.0;-977.0;981.0;220.0
306.0;1105.0;-874.0;355.0;281.0;485.0;-1024.0;960.0;191.0
456.0;1085.0;-836.0;281.0;271.0;601.0;-968.0;972.0;219.0
456.0;1084.0;-839.0;292.0;268.0;610.0;-973.0;982.0;229.0
454.0;1077.0;-838.0;295.0;236.0;609.0;-974.0;981.0;237.0
447.0;1072.0;-846.0;275.0;276.0;619.0;-980.0;972.0;225.0
453.0;1068.0;-840.0;295.0;277.0;597.0;-973.0;974.0;221.0
457.0;1080.0;-843.0;279.0;267.0;606.0;-976.0;990.0;227.0
274.0;1310.0;-888.0;100.0;148.0;468.0;-1016.0;1088.0;175.0
461.0;1090.0;-839.0;281.0;264.0;601.0;-973.0;983.0;219.0
465.0;1091.0;-839.0;282.0;239.0;592.0;-973.0;976.0;221.0
454.0;1073.0;-841.0;289.0;253.0;611.0;-976.0;982.0;240.0
508.0;1046.0;-828.0;301.0;216.0;623.0;-961.0;987.0;208.0
373.0;1519.0;-811.0;221.0;161.0;668.0;-904.0;1088.0;159.0
450.0;1081.0;-846.0;281.0;277.0;587.0;-978.0;980.0;229.0
499.0;1095.0;-834.0;281.0;266.0;567.0;-964.0;985.0;191.0
448.0;1065.0;-842.0;291.0;273.0;585.0;-975.0;976.0;226.0
494.0;1089.0;-851.0;251.0;217.0;521.0;-969.0;997.0;163.0
481.0;1059.0;-852.0;228.0;189.0;506.0;-970.0;1003.0;143.0
464.0;1023.0;-818.0;281.0;233.0;565.0;-951.0;976.0;208.0
503.0;995.0;-1160.0;146.0;235.0;517.0;-1303.0;925.0;173.0
482.0;1075.0;-843.0;288.0;271.0;577.0;-977.0;992.0;213.0
518.0;1115.0;-823.0;301.0;285.0;577.0;-967.0;973.0;219.0
453.0;1070.0;-830.0;292.0;269.0;603.0;-963.0;985.0;251.0
450.0;1061.0;-841.0;289.0;286.0;571.0;-971.0;975.0;223.0
455.0;1070.0;-837.0;275.0;277.0;562.0;-969.0;989.0;228.0
453.0;1077.0;-836.0;286.0;260.0;578.0;-971.0;975.0;233.0
446.0;1073.0;-836.0;281.0;272.0;598.0;-970.0;980.0;236.0
500.0;1069.0;-761.0;416.0;309.0;650.0;-922.0;948.0;356.0
513.0;1114.0;-810.0;377.0;221.0;608.0;-946.0;951.0;267.0
411.0;1089.0;-841.0;294.0;247.0;603.0;-972.0;968.0;233.0
438.0;1080.0;-843.0;278.0;263.0;592.0;-972.0;983.0;218.0
579.0;982.0;-784.0;275.0;314.0;547.0;-916.0;958.0;307.0
526.0;1051.0;-763.0;301.0;359.0;570.0;-918.0;943.0;281.0
450.0;1086.0;-850.0;265.0;247.0;577.0;-982.0;970.0;212.0
469.0;1079.0;-843.0;270.0;266.0;575.0;-970.0;997.0;203.0
467.0;1075.0;-847.0;275.0;238.0;595.0;-977.0;995.0;215.0
453.0;1092.0;-838.0;291.0;255.0;586.0;-971.0;972.0;223.0
455.0;1053.0;-881.0;258.0;274.0;617.0;-1015.0;1004.0;209.0
457.0;1041.0;-816.0;272.0;277.0;569.0;-961.0;949.0;207.0
453.0;1065.0;-803.0;294.0;264.0;560.0;-955.0;956.0;225.0
463.0;1104.0;-800.0;299.0;262.0;574.0;-957.0;956.0;222.0
496.0;1082.0;-823.0;289.0;280.0;635.0;-973.0;954.0;226.0
505.0;1071.0;-823.0;301.0;285.0;582.0;-963.0;976.0;236.0
518.0;1049.0;-822.0;305.0;271.0;593.0;-962.0;961.0;226.0
523.0;1065.0;-829.0;302.0;288.0;633.0;-961.0;967.0;219.0
570.0;1186.0;-816.0;192.0;307.0;786.0;-958.0;1010.0;179.0
441.0;1083.0;-842.0;280.0;272.0;574.0;-970.0;980.0;213.0
517.0;1061.0;-817.0;361.0;234.0;618.0;-945.0;982.0;241.0
459.0;1120.0;-890.0;250.0;138.0;557.0;-992.0;1021.0;121.0
450.0;1077.0;-843.0;282.0;223.0;598.0;-975.0;980.0;206.0
454.0;1091.0;-844.0;289.0;247.0;581.0;-974.0;969.0;213.0
450.0;1069.0;-843.0;270.0;257.0;580.0;-975.0;976.0;208.0
455.0;1077.0;-841.0;264.0;250.0;592.0;-973.0;987.0;217.0
470.0;1065.0;-819.0;319.0;283.0;555.0;-959.0;959.0;245.0
478.0;1075.0;-819.0;305.0;243.0;588.0;-961.0;958.0;248.0
454.0;1088.0;-838.0;286.0;266.0;575.0;-969.0;991.0;221.0
445.0;1106.0;-836.0;263.0;265.0;591.0;-962.0;988.0;208.0
464.0;1071.0;-831.0;315.0;266.0;601.0;-970.0;967.0;262.0
461.0;1080.0;-834.0;308.0;296.0;593.0;-983.0;974.0;279.0
457.0;1081.0;-838.0;317.0;282.0;629.0;-979.0;980.0;262.0
558.0;1017.0;-993.0;154.0;121.0;504.0;-1183.0;1084.0;269.0
460.0;1091.0;-838.0;312.0;277.0;609.0;-978.0;989.0;258.0
465.0;1083.0;-834.0;310.0;278.0;591.0;-975.0;990.0;255.0
469.0;1068.0;-832.0;310.0;288.0;599.0;-976.0;990.0;251.0
464.0;1070.0;-835.0;309.0;285.0;630.0;-973.0;978.0;248.0
454.0;1062.0;-826.0;291.0;282.0;618.0;-963.0;976.0;243.0
316.0;1049.0;-737.0;165.0;209.0;495.0;-770.0;832.0;76.0
303.0;1010.0;-817.0;515.0;295.0;659.0;-969.0;894.0;224.0
441.0;1049.0;-825.0;283.0;273.0;613.0;-963.0;971.0;247.0
436.0;1058.0;-831.0;290.0;290.0;600.0;-963.0;969.0;242.0
442.0;1059.0;-828.0;272.0;300.0;585.0;-960.0;974.0;232.0
449.0;1070.0;-835.0;287.0;285.0;594.0;-967.0;966.0;224.0
458.0;1080.0;-828.0;298.0;267.0;596.0;-960.0;963.0;229.0
463.0;1079.0;-826.0;294.0;256.0;564.0;-964.0;988.0;239.0
325.0;1038.0;-609.0;618.0;404.0;790.0;-945.0;804.0;296.0
563.0;1318.0;-828.0;360.0;380.0;836.0;-975.0;1018.0;380.0
470.0;1068.0;-824.0;289.0;262.0;592.0;-963.0;974.0;241.0
469.0;1059.0;-819.0;318.0;297.0;624.0;-960.0;978.0;256.0
477.0;1061.0;-827.0;320.0;282.0;618.0;-970.0;990.0;271.0
491.0;1060.0;-841.0;262.0;227.0;542.0;-970.0;1018.0;179.0
477.0;1073.0;-829.0;310.0;290.0;622.0;-974.0;980.0;268.0
479.0;1080.0;-826.0;321.0;298.0;601.0;-969.0;978.0;258.0
375.0;980.0;-862.0;207.0;252.0;503.0;-975.0;1044.0;237.0
429.0;1058.0;-803.0;257.0;254.0;556.0;-942.0;953.0;201.0
444.0;1061.0;-814.0;272.0;238.0;574.0;-964.0;961.0;170.0
458.0;1085.0;-830.0;242.0;227.0;611.0;-969.0;971.0;162.0
505.0;909.0;-1431.0;107.0;151.0;510.0;-1472.0;1196.0;-124.0
499.0;1091.0;-833.0;291.0;267.0;643.0;-978.0;977.0;197.0
544.0;1219.0;-1084.0;252.0;279.0;765.0;-1157.0;927.0;141.0
468.0;1079.0;-827.0;316.0;291.0;621.0;-969.0;960.0;264.0
506.0;1072.0;-832.0;293.0;262.0;609.0;-966.0;985.0;206.0
463.0;1075.0;-827.0;313.0;311.0;619.0;-970.0;960.0;253.0
443.0;1099.0;-824.0;291.0;284.0;602.0;-955.0;971.0;231.0
454.0;1080.0;-826.0;299.0;296.0;600.0;-966.0;961.0;213.0
454.0;1072.0;-827.0;276.0;277.0;612.0;-964.0;980.0;240.0
452.0;1060.0;-835.0;303.0;290.0;630.0;-971.0;984.0;260.0
482.0;1087.0;-822.0;276.0;225.0;577.0;-957.0;977.0;179.0
462.0;1078.0;-828.0;297.0;287.0;626.0;-969.0;988.0;247.0
474.0;1070.0;-826.0;313.0;277.0;577.0;-968.0;963.0;244.0
484.0;1102.0;-836.0;300.0;295.0;607.0;-980.0;990.0;241.0
464.0;1083.0;-827.0;291.0;281.0;621.0;-969.0;980.0;261.0
447.0;1071.0;-828.0;306.0;266.0;611.0;-966.0;960.0;254.0
447.0;1094.0;-844.0;281.0;276.0;580.0;-981.0;990.0;203.0
457.0;1090.0;-842.0;291.0;267.0;607.0;-982.0;998.0;228.0
465.0;1080.0;-836.0;280.0;265.0;574.0;-973.0;990.0;201.0
502.0;1103.0;-852.0;275.0;268.0;597.0;-987.0;998.0;204.0
481.0;1091.0;-830.0;294.0;266.0;581.0;-970.0;966.0;208.0
484.0;1100.0;-830.0;290.0;283.0;584.0;-971.0;977.0;206.0
