Accelerometer LH accX;Accelerometer LUA_ accZ;Accelerometer LWR accY;InertialMeasurementUnit LLA accY;Accelerometer LH accZ;InertialMeasurementUnit LLA accZ;Accelerometer LUA_ accX;Accelerometer LUA_ accY
459.0;410.0;914.0;-273.0;-13.0;71.0;124.0;1022.0
271.0;331.0;940.0;-403.0;86.0;18.0;-41.0;993.0
609.0;398.0;845.0;-121.0;154.0;-15.0;-102.0;839.0
398.0;331.0;808.0;-133.0;79.0;-16.0;-195.0;947.0
198.0;183.0;836.0;-223.0;198.0;23.0;14.0;843.0
316.0;432.0;844.0;-393.0;118.0;135.0;37.0;910.0
273.0;338.0;877.0;-355.0;118.0;-21.0;-16.0;952.0
282.0;344.0;869.0;-337.0;129.0;-22.0;-9.0;946.0
323.0;447.0;835.0;-366.0;62.0;37.0;19.0;933.0
278.0;340.0;885.0;-318.0;107.0;-27.0;-10.0;952.0
283.0;362.0;877.0;-293.0;56.0;-26.0;4.0;959.0
297.0;364.0;876.0;-290.0;53.0;-27.0;-10.0;955.0
214.0;457.0;841.0;-289.0;-10.0;3.0;77.0;908.0
286.0;351.0;885.0;-292.0;65.0;-17.0;-10.0;971.0
301.0;359.0;872.0;-289.0;52.0;-13.0;0.0;943.0
481.0;368.0;865.0;-63.0;130.0;-39.0;115.0;841.0
321.0;348.0;881.0;-303.0;81.0;1.0;-18.0;962.0
340.0;362.0;885.0;-308.0;72.0;1.0;-11.0;961.0
341.0;370.0;886.0;-320.0;80.0;10.0;-21.0;964.0
350.0;366.0;884.0;-323.0;74.0;4.0;-17.0;970.0
352.0;380.0;887.0;-323.0;106.0;-4.0;-24.0;972.0
341.0;395.0;878.0;-330.0;114.0;-5.0;-28.0;964.0
322.0;361.0;877.0;-342.0;122.0;-2.0;-32.0;968.0
345.0;344.0;876.0;-341.0;124.0;-10.0;-13.0;954.0
216.0;320.0;904.0;-276.0;82.0;-21.0;7.0;949.0
58.0;395.0;1049.0;-216.0;213.0;-64.0;42.0;1181.0
252.0;375.0;927.0;-241.0;148.0;41.0;50.0;972.0
312.0;320.0;885.0;-282.0;125.0;28.0;18.0;943.0
281.0;232.0;786.0;-117.0;101.0;-115.0;247.0;1127.0
313.0;364.0;877.0;-337.0;113.0;-17.0;5.0;944.0
328.0;345.0;883.0;-264.0;112.0;-6.0;21.0;977.0
332.0;326.0;893.0;-284.0;102.0;-4.0;23.0;983.0
313.0;322.0;883.0;-272.0;109.0;-11.0;30.0;969.0
320.0;367.0;886.0;-274.0;103.0;-19.0;27.0;939.0
327.0;340.0;891.0;-222.0;62.0;-47.0;34.0;971.0
321.0;340.0;879.0;-286.0;72.0;-20.0;40.0;957.0
306.0;346.0;877.0;-302.0;79.0;-18.0;39.0;979.0
329.0;357.0;858.0;-337.0;129.0;-24.0;-9.0;959.0
292.0;356.0;896.0;-292.0;82.0;-11.0;27.0;965.0
297.0;377.0;866.0;-294.0;59.0;-9.0;47.0;917.0
312.0;379.0;872.0;-310.0;45.0;4.0;30.0;960.0
298.0;357.0;865.0;-304.0;93.0;9.0;37.0;946.0
341.0;339.0;881.0;-303.0;107.0;25.0;23.0;970.0
302.0;341.0;880.0;-310.0;118.0;30.0;23.0;955.0
312.0;357.0;886.0;-302.0;139.0;27.0;25.0;958.0
339.0;371.0;890.0;-300.0;134.0;21.0;0.0;970.0
340.0;345.0;905.0;-304.0;81.0;19.0;28.0;979.0
324.0;355.0;868.0;-307.0;98.0;100.0;-57.0;922.0
336.0;340.0;888.0;-336.0;129.0;-29.0;-10.0;969.0
363.0;232.0;942.0;-239.0;143.0;-36.0;109.0;980.0
282.0;336.0;880.0;-303.0;66.0;4.0;50.0;965.0
304.0;345.0;877.0;-331.0;93.0;-37.0;-10.0;970.0
309.0;369.0;873.0;-330.0;82.0;-36.0;-10.0;953.0
291.0;354.0;858.0;-311.0;53.0;2.0;21.0;960.0
291.0;356.0;856.0;-311.0;81.0;-7.0;47.0;945.0
284.0;369.0;862.0;-314.0;101.0;-8.0;30.0;943.0
292.0;369.0;890.0;-299.0;105.0;-3.0;29.0;952.0
299.0;358.0;894.0;-299.0;78.0;9.0;18.0;963.0
299.0;304.0;959.0;-152.0;34.0;109.0;90.0;1037.0
314.0;346.0;899.0;-311.0;76.0;18.0;21.0;971.0
309.0;344.0;883.0;-305.0;122.0;19.0;28.0;956.0
334.0;346.0;856.0;-297.0;85.0;21.0;6.0;939.0
260.0;387.0;839.0;-269.0;18.0;40.0;14.0;952.0
263.0;375.0;868.0;-297.0;16.0;67.0;-13.0;929.0
419.0;387.0;814.0;-251.0;260.0;-31.0;-132.0;901.0
341.0;340.0;935.0;-312.0;115.0;111.0;68.0;999.0
304.0;321.0;881.0;-288.0;101.0;46.0;51.0;942.0
343.0;322.0;890.0;-282.0;100.0;40.0;29.0;950.0
662.0;404.0;813.0;-356.0;109.0;-359.0;-205.0;925.0
354.0;316.0;855.0;-278.0;85.0;33.0;30.0;949.0
412.0;367.0;839.0;-413.0;41.0;-38.0;25.0;917.0
820.0;795.0;156.0;-861.0;-633.0;-134.0;-357.0;548.0
356.0;347.0;873.0;-466.0;19.0;-13.0;-10.0;980.0
292.0;361.0;845.0;-367.0;51.0;-1.0;-1.0;990.0
250.0;305.0;968.0;-364.0;114.0;1.0;55.0;1047.0
338.0;330.0;924.0;-321.0;167.0;-13.0;20.0;990.0
325.0;380.0;915.0;-323.0;161.0;-7.0;31.0;958.0
293.0;376.0;876.0;-300.0;73.0;-28.0;-27.0;926.0
214.0;453.0;874.0;-243.0;-12.0;-153.0;-76.0;897.0
231.0;454.0;813.0;-230.0;56.0;-40.0;-50.0;914.0
333.0;391.0;831.0;-310.0;29.0;7.0;23.0;948.0
360.0;376.0;858.0;-312.0;51.0;18.0;13.0;960.0
392.0;379.0;868.0;-313.0;50.0;24.0;1.0;979.0
340.0;338.0;871.0;-285.0;83.0;28.0;22.0;967.0
359.0;357.0;845.0;-294.0;143.0;8.0;-12.0;943.0
333.0;323.0;867.0;-306.0;67.0;24.0;24.0;956.0
331.0;360.0;879.0;-308.0;160.0;12.0;-22.0;953.0
366.0;351.0;912.0;-302.0;131.0;0.0;-17.0;956.0
546.0;419.0;1123.0;-370.0;220.0;24.0;-57.0;1137.0
337.0;336.0;883.0;-295.0;24.0;21.0;57.0;943.0
386.0;214.0;1395.0;-394.0;290.0;16.0;255.0;1258.0
309.0;358.0;884.0;-281.0;23.0;10.0;30.0;943.0
311.0;313.0;894.0;-328.0;144.0;-31.0;-27.0;1017.0
392.0;442.0;862.0;-350.0;62.0;-10.0;56.0;924.0
358.0;359.0;884.0;-290.0;5.0;8.0;39.0;971.0
357.0;349.0;861.0;-278.0;5.0;-2.0;40.0;968.0
301.0;398.0;856.0;-359.0;77.0;87.0;47.0;907.0
353.0;421.0;842.0;-331.0;60.0;60.0;28.0;935.0
378.0;419.0;867.0;-334.0;64.0;55.0;31.0;929.0
383.0;407.0;839.0;-342.0;91.0;52.0;25.0;926.0
396.0;428.0;853.0;-319.0;93.0;17.0;-17.0;968.0
995.0;841.0;227.0;-775.0;123.0;-305.0;-277.0;528.0
477.0;379.0;847.0;-407.0;97.0;-22.0;10.0;1010.0
342.0;361.0;869.0;-291.0;12.0;-6.0;46.0;932.0
327.0;380.0;868.0;-295.0;-1.0;0.0;56.0;942.0
358.0;399.0;1183.0;-458.0;241.0;31.0;39.0;1203.0
306.0;396.0;926.0;-350.0;23.0;-90.0;68.0;1009.0
313.0;354.0;903.0;-353.0;40.0;-20.0;21.0;975.0
336.0;256.0;1090.0;-220.0;-284.0;-108.0;137.0;1083.0
252.0;351.0;876.0;-277.0;92.0;26.0;-15.0;978.0
302.0;349.0;875.0;-283.0;61.0;23.0;26.0;972.0
343.0;330.0;886.0;-285.0;60.0;14.0;58.0;962.0
361.0;332.0;910.0;-281.0;52.0;0.0;48.0;930.0
369.0;390.0;877.0;-316.0;30.0;20.0;37.0;961.0
546.0;646.0;935.0;-376.0;8.0;9.0;-122.0;1012.0
336.0;394.0;878.0;-325.0;31.0;26.0;34.0;961.0
315.0;382.0;891.0;-340.0;98.0;48.0;39.0;950.0
356.0;341.0;861.0;-341.0;62.0;55.0;36.0;960.0
367.0;340.0;883.0;-337.0;70.0;44.0;30.0;962.0
434.0;394.0;835.0;-467.0;147.0;213.0;29.0;864.0
356.0;340.0;861.0;-335.0;53.0;35.0;19.0;952.0
256.0;355.0;838.0;-283.0;90.0;70.0;18.0;931.0
277.0;383.0;849.0;-284.0;59.0;52.0;15.0;942.0
307.0;400.0;832.0;-293.0;53.0;40.0;16.0;961.0
334.0;398.0;868.0;-291.0;99.0;36.0;38.0;931.0
427.0;442.0;874.0;-349.0;191.0;15.0;100.0;917.0
399.0;397.0;882.0;-350.0;91.0;0.0;18.0;923.0
574.0;388.0;811.0;-420.0;124.0;-48.0;-48.0;943.0
362.0;388.0;868.0;-337.0;25.0;36.0;9.0;971.0
751.0;329.0;1144.0;-438.0;174.0;83.0;71.0;1267.0
565.0;258.0;1085.0;-488.0;163.0;86.0;127.0;1132.0
397.0;400.0;1055.0;-427.0;-6.0;-60.0;49.0;1179.0
350.0;329.0;906.0;-371.0;107.0;-12.0;14.0;1001.0
179.0;223.0;1145.0;-398.0;213.0;-20.0;29.0;1266.0
352.0;368.0;881.0;-316.0;9.0;24.0;11.0;961.0
341.0;366.0;866.0;-318.0;27.0;20.0;20.0;975.0
378.0;260.0;878.0;-610.0;-58.0;145.0;93.0;904.0
-110.0;446.0;754.0;-198.0;201.0;-22.0;-159.0;990.0
295.0;399.0;829.0;-218.0;22.0;43.0;65.0;865.0
349.0;383.0;861.0;-107.0;62.0;54.0;167.0;809.0
340.0;350.0;891.0;-321.0;21.0;13.0;19.0;960.0
332.0;374.0;881.0;-304.0;29.0;5.0;35.0;931.0
321.0;386.0;858.0;-311.0;30.0;7.0;36.0;948.0
334.0;359.0;869.0;-319.0;35.0;5.0;31.0;951.0
344.0;373.0;860.0;-326.0;41.0;13.0;36.0;944.0
148.0;317.0;896.0;-434.0;79.0;-11.0;-16.0;954.0
240.0;343.0;867.0;-250.0;51.0;-8.0;-5.0;955.0
254.0;331.0;857.0;-216.0;95.0;25.0;-136.0;924.0
311.0;294.0;931.0;-217.0;251.0;-60.0;-146.0;962.0
360.0;381.0;853.0;-335.0;25.0;23.0;27.0;949.0
361.0;377.0;869.0;-332.0;30.0;32.0;25.0;941.0
337.0;377.0;861.0;-325.0;44.0;33.0;40.0;943.0
354.0;347.0;876.0;-324.0;76.0;26.0;20.0;944.0
359.0;367.0;881.0;-321.0;12.0;20.0;40.0;949.0
360.0;390.0;876.0;-328.0;9.0;19.0;21.0;954.0
359.0;377.0;867.0;-325.0;10.0;22.0;42.0;920.0
349.0;252.0;889.0;-306.0;100.0;55.0;52.0;1018.0
340.0;393.0;877.0;-341.0;31.0;24.0;35.0;949.0
350.0;380.0;878.0;-328.0;29.0;24.0;46.0;954.0
335.0;376.0;875.0;-326.0;30.0;13.0;42.0;937.0
298.0;243.0;889.0;-599.0;303.0;-20.0;-21.0;940.0
280.0;330.0;858.0;-343.0;111.0;-18.0;0.0;952.0
-41.0;-5.0;795.0;-288.0;174.0;335.0;132.0;1167.0
291.0;323.0;900.0;-322.0;82.0;-7.0;65.0;995.0
334.0;357.0;883.0;-334.0;33.0;15.0;44.0;955.0
303.0;349.0;872.0;-317.0;90.0;-40.0;10.0;952.0
328.0;371.0;863.0;-334.0;27.0;19.0;39.0;947.0
290.0;340.0;877.0;-313.0;89.0;-15.0;0.0;943.0
189.0;351.0;817.0;-225.0;5.0;6.0;-26.0;886.0
342.0;313.0;901.0;-327.0;85.0;31.0;51.0;998.0
317.0;330.0;884.0;-239.0;5.0;53.0;47.0;972.0
311.0;358.0;880.0;-301.0;40.0;56.0;28.0;992.0
377.0;342.0;940.0;-292.0;112.0;38.0;67.0;1008.0
435.0;274.0;996.0;-299.0;147.0;50.0;-20.0;824.0
377.0;314.0;827.0;-308.0;65.0;8.0;27.0;830.0
428.0;295.0;822.0;-296.0;32.0;58.0;77.0;734.0
451.0;692.0;-588.0;-895.0;151.0;41.0;-191.0;-558.0
295.0;340.0;878.0;-306.0;74.0;-15.0;-12.0;964.0
298.0;351.0;895.0;-302.0;82.0;-12.0;-10.0;973.0
311.0;345.0;876.0;-321.0;81.0;19.0;50.0;969.0
276.0;348.0;888.0;-306.0;80.0;-5.0;-10.0;963.0
315.0;359.0;886.0;-380.0;39.0;113.0;130.0;943.0
297.0;349.0;885.0;-305.0;87.0;-8.0;-15.0;967.0
306.0;349.0;896.0;-300.0;113.0;-9.0;-20.0;969.0
281.0;348.0;877.0;-303.0;128.0;-4.0;-19.0;974.0
311.0;381.0;858.0;-319.0;40.0;142.0;125.0;912.0
354.0;405.0;828.0;-318.0;22.0;120.0;110.0;898.0
327.0;370.0;870.0;-303.0;1.0;131.0;141.0;935.0
-38.0;251.0;841.0;-654.0;76.0;52.0;81.0;970.0
289.0;351.0;887.0;-303.0;135.0;-6.0;-13.0;954.0
291.0;333.0;883.0;-300.0;117.0;-12.0;0.0;960.0
302.0;330.0;874.0;-296.0;97.0;-25.0;-20.0;981.0
29.0;293.0;906.0;-231.0;-2.0;91.0;118.0;923.0
274.0;362.0;868.0;-319.0;33.0;42.0;38.0;966.0
291.0;151.0;988.0;-332.0;36.0;-31.0;103.0;747.0
360.0;295.0;952.0;-221.0;61.0;-22.0;85.0;963.0
316.0;236.0;806.0;-233.0;179.0;38.0;265.0;907.0
388.0;365.0;837.0;-309.0;184.0;-6.0;158.0;960.0
501.0;332.0;796.0;-422.0;276.0;246.0;-114.0;1309.0
299.0;355.0;877.0;-315.0;50.0;39.0;37.0;933.0
286.0;344.0;901.0;-332.0;48.0;10.0;58.0;953.0
237.0;321.0;904.0;-316.0;50.0;23.0;59.0;961.0
294.0;340.0;877.0;-325.0;50.0;34.0;64.0;920.0
306.0;340.0;886.0;-338.0;78.0;36.0;69.0;958.0
257.0;326.0;903.0;-295.0;31.0;35.0;86.0;961.0
303.0;369.0;878.0;-329.0;73.0;16.0;48.0;981.0
118.0;248.0;909.0;-326.0;40.0;2.0;100.0;1012.0
329.0;367.0;844.0;-343.0;21.0;24.0;39.0;979.0
187.0;361.0;818.0;-338.0;30.0;194.0;165.0;900.0
320.0;339.0;813.0;-123.0;41.0;251.0;90.0;830.0
322.0;338.0;867.0;-347.0;7.0;13.0;52.0;950.0
323.0;320.0;910.0;-367.0;-69.0;179.0;223.0;962.0
293.0;394.0;874.0;-308.0;-34.0;48.0;129.0;991.0
311.0;366.0;851.0;-346.0;80.0;81.0;78.0;935.0
380.0;393.0;825.0;-370.0;29.0;149.0;135.0;853.0
338.0;350.0;887.0;-332.0;62.0;8.0;39.0;950.0
378.0;363.0;904.0;-336.0;41.0;15.0;66.0;953.0
379.0;366.0;887.0;-342.0;102.0;19.0;66.0;967.0
408.0;388.0;862.0;-353.0;-81.0;-26.0;89.0;962.0
367.0;357.0;889.0;-333.0;84.0;-54.0;54.0;947.0
378.0;298.0;777.0;-333.0;18.0;280.0;37.0;841.0
380.0;366.0;874.0;-328.0;71.0;10.0;45.0;968.0
344.0;368.0;806.0;-276.0;76.0;129.0;156.0;916.0
305.0;369.0;860.0;-337.0;52.0;79.0;97.0;944.0
404.0;363.0;885.0;-335.0;70.0;19.0;48.0;989.0
311.0;386.0;833.0;-349.0;48.0;104.0;90.0;903.0
319.0;366.0;874.0;-347.0;53.0;89.0;97.0;916.0
347.0;379.0;858.0;-346.0;42.0;91.0;95.0;935.0
350.0;416.0;865.0;-335.0;2.0;89.0;87.0;929.0
366.0;399.0;864.0;-339.0;-4.0;92.0;132.0;961.0
329.0;395.0;868.0;-296.0;56.0;74.0;118.0;965.0
349.0;424.0;856.0;-317.0;-38.0;100.0;165.0;925.0
274.0;403.0;857.0;-319.0;67.0;78.0;92.0;948.0
277.0;388.0;854.0;-350.0;174.0;162.0;76.0;914.0
314.0;397.0;879.0;-347.0;31.0;93.0;96.0;970.0
314.0;379.0;851.0;-342.0;45.0;88.0;97.0;962.0
259.0;397.0;860.0;-326.0;59.0;81.0;75.0;950.0
560.0;372.0;914.0;-411.0;36.0;5.0;50.0;1011.0
451.0;293.0;1070.0;-309.0;15.0;15.0;42.0;1089.0
331.0;333.0;888.0;-244.0;71.0;53.0;31.0;979.0
417.0;471.0;957.0;-371.0;-92.0;-25.0;113.0;998.0
354.0;280.0;771.0;99.0;83.0;-33.0;77.0;853.0
311.0;381.0;860.0;-326.0;62.0;76.0;71.0;934.0
300.0;340.0;884.0;-294.0;88.0;-28.0;0.0;962.0
331.0;333.0;853.0;-435.0;50.0;79.0;-68.0;971.0
370.0;358.0;857.0;-374.0;87.0;69.0;25.0;961.0
330.0;316.0;897.0;-581.0;220.0;103.0;-91.0;908.0
352.0;351.0;875.0;-416.0;151.0;52.0;-15.0;941.0
370.0;336.0;816.0;-371.0;217.0;-11.0;-123.0;932.0
347.0;391.0;838.0;-362.0;130.0;-6.0;-10.0;942.0
352.0;453.0;768.0;-372.0;124.0;-32.0;-85.0;905.0
287.0;340.0;859.0;-337.0;110.0;-22.0;9.0;924.0
489.0;384.0;867.0;-282.0;-37.0;-114.0;56.0;948.0
334.0;385.0;871.0;-299.0;79.0;-38.0;29.0;958.0
341.0;385.0;876.0;-322.0;85.0;-22.0;7.0;939.0
351.0;419.0;850.0;-348.0;22.0;-3.0;7.0;941.0
314.0;394.0;849.0;-306.0;3.0;-4.0;-21.0;948.0
215.0;493.0;670.0;-339.0;-113.0;-129.0;-132.0;662.0
345.0;438.0;834.0;-408.0;-31.0;20.0;42.0;936.0
320.0;391.0;866.0;-345.0;61.0;37.0;-1.0;972.0
359.0;352.0;878.0;-329.0;51.0;39.0;1.0;971.0
339.0;380.0;877.0;-369.0;79.0;34.0;7.0;970.0
347.0;379.0;861.0;-350.0;74.0;31.0;38.0;962.0
380.0;379.0;864.0;-360.0;57.0;36.0;19.0;962.0
368.0;388.0;890.0;-350.0;44.0;16.0;-11.0;923.0
362.0;379.0;858.0;-355.0;93.0;15.0;-20.0;934.0
316.0;375.0;848.0;-356.0;70.0;18.0;-29.0;946.0
336.0;344.0;833.0;-350.0;106.0;11.0;-14.0;975.0
334.0;354.0;851.0;-325.0;109.0;10.0;3.0;966.0
339.0;409.0;886.0;-336.0;88.0;-2.0;11.0;971.0
268.0;406.0;906.0;-365.0;128.0;-2.0;-23.0;977.0
325.0;363.0;873.0;-335.0;58.0;-8.0;16.0;915.0
406.0;399.0;843.0;-309.0;40.0;-11.0;64.0;940.0
379.0;389.0;839.0;-308.0;51.0;-2.0;25.0;940.0
359.0;377.0;844.0;-324.0;62.0;3.0;28.0;958.0
365.0;369.0;864.0;-357.0;68.0;15.0;10.0;948.0
388.0;336.0;857.0;-326.0;39.0;8.0;24.0;939.0
375.0;358.0;858.0;-342.0;99.0;3.0;2.0;969.0
342.0;350.0;858.0;-365.0;106.0;5.0;-8.0;962.0
330.0;366.0;869.0;-371.0;93.0;1.0;26.0;943.0
295.0;394.0;876.0;-336.0;96.0;-5.0;13.0;919.0
-89.0;334.0;611.0;-166.0;53.0;-10.0;-133.0;641.0
301.0;394.0;834.0;-286.0;86.0;3.0;4.0;939.0
446.0;438.0;941.0;-374.0;37.0;36.0;24.0;1111.0
354.0;391.0;887.0;-381.0;63.0;27.0;-12.0;975.0
388.0;426.0;858.0;-530.0;30.0;10.0;-147.0;1149.0
318.0;353.0;904.0;-286.0;110.0;-101.0;-14.0;969.0
353.0;345.0;940.0;-422.0;50.0;38.0;61.0;1004.0
325.0;404.0;874.0;-396.0;73.0;45.0;31.0;943.0
203.0;494.0;784.0;-325.0;-144.0;-78.0;-31.0;955.0
386.0;290.0;836.0;-320.0;281.0;48.0;94.0;924.0
334.0;388.0;858.0;-385.0;32.0;78.0;2.0;956.0
296.0;388.0;869.0;-365.0;31.0;42.0;10.0;914.0
337.0;378.0;868.0;-327.0;47.0;44.0;16.0;944.0
287.0;383.0;859.0;-358.0;76.0;50.0;-27.0;943.0
284.0;394.0;866.0;-362.0;131.0;43.0;14.0;953.0
392.0;387.0;848.0;-315.0;22.0;10.0;-5.0;951.0
264.0;381.0;886.0;-352.0;65.0;18.0;19.0;959.0
292.0;403.0;874.0;-356.0;93.0;8.0;27.0;952.0
339.0;387.0;871.0;-333.0;18.0;-1.0;9.0;942.0
302.0;358.0;887.0;-335.0;38.0;-1.0;26.0;957.0
326.0;382.0;871.0;-362.0;60.0;49.0;22.0;960.0
342.0;398.0;863.0;-358.0;59.0;43.0;39.0;952.0
326.0;358.0;877.0;-343.0;77.0;49.0;19.0;952.0
276.0;371.0;863.0;-303.0;80.0;39.0;31.0;940.0
288.0;365.0;855.0;-312.0;52.0;30.0;26.0;924.0
323.0;361.0;874.0;-335.0;29.0;30.0;22.0;934.0
348.0;369.0;870.0;-346.0;52.0;47.0;26.0;948.0
363.0;373.0;860.0;-311.0;49.0;9.0;10.0;965.0
358.0;387.0;870.0;-326.0;43.0;15.0;-7.0;959.0
370.0;355.0;875.0;-335.0;41.0;15.0;24.0;923.0
380.0;372.0;865.0;-317.0;52.0;15.0;16.0;943.0
303.0;410.0;854.0;-328.0;63.0;9.0;12.0;942.0
371.0;384.0;865.0;-331.0;57.0;11.0;10.0;960.0
381.0;369.0;862.0;-341.0;53.0;10.0;19.0;962.0
375.0;376.0;865.0;-313.0;3.0;14.0;2.0;961.0
347.0;363.0;877.0;-366.0;24.0;25.0;31.0;935.0
317.0;394.0;886.0;-351.0;22.0;19.0;9.0;952.0
332.0;361.0;873.0;-355.0;77.0;29.0;7.0;958.0
331.0;350.0;873.0;-324.0;75.0;20.0;7.0;948.0
330.0;366.0;876.0;-313.0;42.0;20.0;0.0;956.0
350.0;378.0;837.0;-312.0;61.0;15.0;24.0;934.0
366.0;370.0;851.0;-325.0;60.0;19.0;21.0;952.0
357.0;349.0;882.0;-323.0;68.0;11.0;0.0;943.0
388.0;349.0;896.0;-329.0;65.0;15.0;0.0;962.0
321.0;343.0;865.0;-334.0;100.0;8.0;-11.0;974.0
382.0;379.0;876.0;-329.0;93.0;5.0;32.0;976.0
370.0;394.0;877.0;-345.0;60.0;7.0;12.0;961.0
323.0;378.0;868.0;-350.0;51.0;2.0;-6.0;954.0
427.0;380.0;843.0;-270.0;32.0;-15.0;33.0;892.0
370.0;401.0;857.0;-326.0;27.0;7.0;28.0;916.0
348.0;377.0;858.0;-338.0;32.0;5.0;25.0;934.0
360.0;361.0;843.0;-311.0;11.0;7.0;11.0;948.0
379.0;407.0;860.0;-338.0;20.0;18.0;13.0;963.0
398.0;387.0;854.0;-359.0;42.0;21.0;5.0;969.0
378.0;376.0;852.0;-352.0;49.0;27.0;43.0;936.0
392.0;387.0;874.0;-357.0;14.0;29.0;17.0;941.0
562.0;336.0;723.0;-387.0;-242.0;-17.0;-62.0;1049.0
378.0;412.0;837.0;-383.0;-3.0;77.0;-1.0;894.0
375.0;360.0;830.0;-366.0;54.0;22.0;9.0;897.0
364.0;378.0;824.0;-363.0;38.0;22.0;-12.0;957.0
348.0;400.0;689.0;-307.0;77.0;-8.0;-115.0;1244.0
323.0;363.0;888.0;-350.0;76.0;16.0;33.0;968.0
343.0;372.0;898.0;-356.0;118.0;22.0;34.0;960.0
350.0;387.0;886.0;-335.0;91.0;14.0;1.0;960.0
349.0;380.0;870.0;-332.0;-3.0;-3.0;20.0;952.0
347.0;358.0;881.0;-349.0;-4.0;10.0;6.0;955.0
311.0;396.0;857.0;-330.0;28.0;14.0;15.0;930.0
350.0;364.0;868.0;-308.0;41.0;15.0;38.0;946.0
349.0;352.0;875.0;-337.0;52.0;27.0;42.0;953.0
340.0;361.0;878.0;-325.0;59.0;27.0;15.0;951.0
364.0;387.0;860.0;-342.0;43.0;32.0;2.0;960.0
353.0;388.0;861.0;-331.0;52.0;24.0;0.0;962.0
379.0;378.0;872.0;-330.0;27.0;30.0;10.0;954.0
386.0;370.0;835.0;-320.0;17.0;17.0;-1.0;978.0
405.0;373.0;861.0;-337.0;74.0;18.0;23.0;933.0
377.0;374.0;868.0;-353.0;62.0;9.0;3.0;955.0
371.0;372.0;855.0;-341.0;89.0;2.0;22.0;936.0
370.0;349.0;889.0;-350.0;51.0;10.0;24.0;953.0
345.0;323.0;864.0;-340.0;49.0;12.0;12.0;952.0
321.0;362.0;856.0;-329.0;57.0;8.0;16.0;943.0
314.0;343.0;856.0;-332.0;84.0;13.0;29.0;969.0
319.0;339.0;891.0;-313.0;73.0;13.0;30.0;951.0
338.0;352.0;869.0;-309.0;62.0;16.0;37.0;944.0
354.0;370.0;875.0;-319.0;47.0;16.0;17.0;963.0
341.0;380.0;877.0;-311.0;28.0;12.0;7.0;961.0
360.0;367.0;886.0;-316.0;18.0;18.0;24.0;935.0
370.0;376.0;864.0;-319.0;42.0;23.0;20.0;959.0
363.0;385.0;852.0;-322.0;49.0;22.0;8.0;960.0
332.0;345.0;884.0;-340.0;70.0;27.0;10.0;964.0
386.0;369.0;866.0;-341.0;30.0;23.0;28.0;955.0
393.0;320.0;861.0;-339.0;65.0;18.0;29.0;962.0
373.0;379.0;855.0;-308.0;62.0;12.0;10.0;952.0
353.0;335.0;875.0;-316.0;82.0;6.0;10.0;965.0
381.0;378.0;885.0;-303.0;62.0;-2.0;-13.0;956.0
337.0;358.0;866.0;-315.0;54.0;6.0;0.0;971.0
336.0;332.0;858.0;-313.0;65.0;-2.0;7.0;965.0
368.0;371.0;869.0;-334.0;50.0;1.0;5.0;963.0
368.0;349.0;862.0;-329.0;81.0;-1.0;-31.0;958.0
383.0;358.0;882.0;-322.0;78.0;-4.0;-1.0;971.0
