InertialMeasurementUnit RLA accZ;Accelerometer RUA^ accY;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RUA^ accZ;Accelerometer RWR accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY
521.0;1057.0;-739.0;281.0;370.0;723.0;-897.0;906.0;292.0
333.0;1143.0;-704.0;311.0;265.0;649.0;-872.0;863.0;244.0
431.0;1071.0;-782.0;339.0;252.0;681.0;-961.0;961.0;189.0
449.0;1079.0;-781.0;327.0;257.0;692.0;-948.0;971.0;181.0
458.0;1080.0;-787.0;326.0;266.0;692.0;-963.0;964.0;181.0
449.0;1087.0;-789.0;342.0;262.0;705.0;-949.0;977.0;173.0
445.0;1100.0;-779.0;331.0;257.0;710.0;-933.0;963.0;152.0
376.0;1083.0;-750.0;282.0;306.0;563.0;-932.0;915.0;209.0
492.0;1039.0;-781.0;317.0;351.0;536.0;-926.0;934.0;199.0
473.0;1012.0;-747.0;335.0;330.0;543.0;-930.0;911.0;241.0
455.0;1010.0;-722.0;360.0;306.0;497.0;-921.0;883.0;247.0
490.0;1020.0;-723.0;343.0;238.0;552.0;-908.0;859.0;174.0
492.0;1024.0;-736.0;320.0;270.0;582.0;-916.0;875.0;148.0
491.0;1065.0;-742.0;320.0;250.0;607.0;-925.0;905.0;162.0
490.0;1072.0;-759.0;312.0;251.0;606.0;-945.0;915.0;189.0
520.0;1086.0;-838.0;332.0;239.0;620.0;-974.0;966.0;113.0
429.0;1103.0;-789.0;310.0;239.0;692.0;-948.0;952.0;181.0
273.0;993.0;-769.0;178.0;200.0;527.0;-846.0;857.0;169.0
434.0;1082.0;-791.0;310.0;242.0;687.0;-954.0;952.0;180.0
535.0;1108.0;-819.0;299.0;215.0;609.0;-947.0;957.0;145.0
529.0;1097.0;-781.0;222.0;242.0;621.0;-937.0;962.0;165.0
464.0;1075.0;-826.0;310.0;241.0;680.0;-969.0;953.0;195.0
463.0;1066.0;-830.0;308.0;211.0;675.0;-966.0;974.0;179.0
537.0;1070.0;-811.0;270.0;266.0;580.0;-945.0;982.0;162.0
531.0;1049.0;-807.0;286.0;305.0;575.0;-953.0;964.0;186.0
471.0;1028.0;-795.0;338.0;176.0;571.0;-946.0;942.0;223.0
467.0;990.0;-667.0;326.0;338.0;612.0;-827.0;836.0;283.0
443.0;910.0;-684.0;296.0;371.0;738.0;-800.0;823.0;247.0
269.0;1185.0;-672.0;341.0;207.0;736.0;-854.0;967.0;293.0
374.0;1090.0;-657.0;376.0;207.0;724.0;-881.0;936.0;148.0
428.0;1039.0;-504.0;254.0;148.0;717.0;-797.0;974.0;175.0
505.0;1048.0;-841.0;236.0;227.0;620.0;-961.0;903.0;134.0
432.0;1103.0;-693.0;446.0;261.0;736.0;-945.0;921.0;136.0
501.0;1079.0;-811.0;289.0;285.0;575.0;-951.0;971.0;243.0
510.0;1080.0;-808.0;281.0;267.0;555.0;-951.0;961.0;243.0
510.0;1060.0;-812.0;273.0;310.0;618.0;-953.0;977.0;229.0
500.0;1059.0;-811.0;290.0;336.0;596.0;-949.0;963.0;229.0
407.0;1001.0;-756.0;331.0;273.0;582.0;-925.0;909.0;236.0
469.0;1035.0;-765.0;310.0;270.0;617.0;-916.0;895.0;192.0
504.0;1054.0;-785.0;320.0;290.0;613.0;-928.0;908.0;184.0
499.0;1072.0;-803.0;310.0;296.0;628.0;-955.0;954.0;228.0
528.0;1069.0;-814.0;323.0;296.0;662.0;-966.0;963.0;239.0
493.0;1061.0;-815.0;264.0;308.0;599.0;-954.0;980.0;222.0
488.0;1061.0;-831.0;250.0;290.0;579.0;-960.0;970.0;194.0
496.0;1054.0;-835.0;250.0;299.0;568.0;-962.0;972.0;185.0
498.0;1075.0;-835.0;254.0;266.0;582.0;-973.0;981.0;207.0
366.0;1093.0;-843.0;281.0;197.0;579.0;-888.0;869.0;119.0
491.0;1030.0;-767.0;309.0;286.0;595.0;-910.0;933.0;228.0
478.0;1075.0;-797.0;320.0;301.0;570.0;-942.0;933.0;245.0
503.0;1070.0;-827.0;300.0;223.0;570.0;-966.0;987.0;196.0
511.0;1089.0;-831.0;294.0;232.0;559.0;-956.0;980.0;166.0
484.0;1073.0;-839.0;247.0;266.0;591.0;-972.0;995.0;188.0
488.0;1070.0;-841.0;261.0;275.0;569.0;-970.0;980.0;187.0
510.0;1073.0;-816.0;300.0;230.0;562.0;-953.0;982.0;165.0
490.0;1081.0;-821.0;289.0;217.0;555.0;-950.0;955.0;147.0
490.0;1078.0;-839.0;247.0;248.0;568.0;-969.0;983.0;189.0
487.0;1092.0;-834.0;251.0;279.0;566.0;-967.0;978.0;191.0
566.0;1028.0;-739.0;301.0;369.0;652.0;-870.0;894.0;235.0
533.0;1020.0;-713.0;321.0;333.0;618.0;-850.0;865.0;289.0
479.0;1040.0;-813.0;252.0;287.0;547.0;-942.0;960.0;186.0
486.0;1038.0;-800.0;278.0;268.0;550.0;-937.0;948.0;204.0
483.0;1057.0;-791.0;300.0;253.0;562.0;-926.0;945.0;193.0
454.0;1115.0;-735.0;276.0;337.0;714.0;-866.0;895.0;261.0
500.0;1071.0;-836.0;267.0;279.0;610.0;-967.0;1000.0;214.0
387.0;1060.0;-726.0;422.0;258.0;681.0;-963.0;964.0;250.0
503.0;1069.0;-837.0;270.0;270.0;611.0;-971.0;998.0;210.0
497.0;1060.0;-837.0;261.0;286.0;594.0;-975.0;980.0;190.0
405.0;1070.0;-772.0;244.0;178.0;621.0;-870.0;915.0;124.0
333.0;1075.0;-783.0;412.0;284.0;649.0;-971.0;941.0;200.0
431.0;1103.0;-708.0;247.0;312.0;669.0;-872.0;874.0;277.0
531.0;1210.0;-594.0;514.0;341.0;838.0;-909.0;853.0;231.0
332.0;1067.0;-804.0;343.0;209.0;667.0;-978.0;969.0;223.0
562.0;997.0;-726.0;369.0;262.0;711.0;-946.0;870.0;63.0
488.0;1073.0;-815.0;301.0;287.0;540.0;-941.0;972.0;228.0
428.0;1076.0;-822.0;269.0;216.0;518.0;-954.0;961.0;163.0
454.0;1077.0;-832.0;276.0;232.0;558.0;-973.0;957.0;168.0
477.0;1095.0;-851.0;277.0;231.0;586.0;-993.0;973.0;157.0
480.0;1071.0;-823.0;291.0;337.0;601.0;-971.0;961.0;226.0
396.0;1062.0;-752.0;407.0;287.0;688.0;-992.0;895.0;304.0
397.0;999.0;-751.0;242.0;326.0;584.0;-904.0;915.0;227.0
407.0;1000.0;-754.0;238.0;346.0;591.0;-906.0;881.0;247.0
297.0;1100.0;-760.0;522.0;157.0;685.0;-1014.0;904.0;161.0
427.0;990.0;-747.0;282.0;357.0;610.0;-899.0;925.0;259.0
381.0;1088.0;-715.0;300.0;234.0;659.0;-863.0;865.0;268.0
348.0;981.0;-756.0;233.0;281.0;529.0;-919.0;924.0;335.0
504.0;1054.0;-706.0;279.0;231.0;609.0;-871.0;906.0;232.0
563.0;1005.0;-720.0;271.0;269.0;600.0;-862.0;886.0;109.0
476.0;1037.0;-714.0;240.0;231.0;672.0;-855.0;868.0;164.0
478.0;1115.0;-701.0;280.0;337.0;641.0;-864.0;881.0;249.0
473.0;1045.0;-799.0;245.0;240.0;513.0;-921.0;951.0;145.0
459.0;1029.0;-799.0;240.0;218.0;530.0;-932.0;945.0;162.0
478.0;1070.0;-822.0;244.0;207.0;568.0;-942.0;969.0;127.0
464.0;1051.0;-711.0;284.0;339.0;622.0;-871.0;898.0;227.0
505.0;1086.0;-828.0;253.0;231.0;567.0;-951.0;979.0;144.0
526.0;1054.0;-818.0;249.0;203.0;592.0;-938.0;978.0;136.0
381.0;1100.0;-761.0;264.0;127.0;681.0;-850.0;1226.0;337.0
539.0;1095.0;-747.0;285.0;222.0;622.0;-921.0;964.0;193.0
514.0;1086.0;-816.0;271.0;203.0;611.0;-1004.0;934.0;237.0
474.0;1048.0;-770.0;287.0;295.0;504.0;-915.0;935.0;209.0
468.0;958.0;-762.0;294.0;152.0;682.0;-906.0;907.0;211.0
483.0;1111.0;-772.0;331.0;344.0;763.0;-903.0;913.0;156.0
346.0;1041.0;-786.0;379.0;277.0;659.0;-979.0;944.0;218.0
340.0;1057.0;-780.0;375.0;266.0;684.0;-976.0;944.0;229.0
375.0;1067.0;-798.0;388.0;256.0;661.0;-978.0;933.0;211.0
344.0;1091.0;-792.0;361.0;256.0;662.0;-980.0;950.0;212.0
534.0;1057.0;-775.0;292.0;355.0;581.0;-926.0;945.0;263.0
353.0;1080.0;-801.0;379.0;237.0;641.0;-976.0;960.0;222.0
379.0;1045.0;-704.0;404.0;308.0;616.0;-921.0;964.0;231.0
384.0;1120.0;-772.0;343.0;305.0;648.0;-965.0;951.0;228.0
372.0;1076.0;-791.0;370.0;342.0;711.0;-980.0;907.0;229.0
428.0;1052.0;-820.0;251.0;253.0;562.0;-961.0;955.0;154.0
437.0;1038.0;-810.0;291.0;193.0;561.0;-957.0;936.0;177.0
479.0;1091.0;-835.0;280.0;227.0;597.0;-969.0;969.0;153.0
497.0;1071.0;-850.0;282.0;228.0;587.0;-983.0;988.0;163.0
382.0;998.0;-778.0;369.0;323.0;647.0;-973.0;936.0;223.0
499.0;1066.0;-808.0;272.0;300.0;618.0;-940.0;969.0;198.0
486.0;1040.0;-819.0;287.0;286.0;634.0;-957.0;980.0;234.0
482.0;1070.0;-824.0;298.0;285.0;558.0;-970.0;972.0;256.0
477.0;1069.0;-834.0;287.0;266.0;560.0;-978.0;976.0;248.0
473.0;1071.0;-835.0;299.0;281.0;560.0;-976.0;974.0;253.0
472.0;1083.0;-829.0;300.0;283.0;593.0;-969.0;962.0;245.0
461.0;1088.0;-827.0;300.0;277.0;614.0;-970.0;960.0;246.0
452.0;1060.0;-825.0;282.0;287.0;623.0;-964.0;971.0;238.0
439.0;1058.0;-827.0;297.0;275.0;591.0;-962.0;947.0;233.0
460.0;1071.0;-841.0;272.0;258.0;585.0;-974.0;986.0;200.0
484.0;1037.0;-820.0;250.0;280.0;552.0;-953.0;972.0;172.0
480.0;1044.0;-792.0;265.0;275.0;581.0;-932.0;946.0;211.0
501.0;1053.0;-783.0;293.0;246.0;553.0;-923.0;944.0;211.0
516.0;1065.0;-798.0;292.0;203.0;571.0;-928.0;958.0;163.0
475.0;1091.0;-847.0;261.0;254.0;582.0;-984.0;978.0;193.0
438.0;1081.0;-816.0;270.0;267.0;615.0;-952.0;949.0;239.0
517.0;1070.0;-818.0;257.0;209.0;547.0;-922.0;958.0;144.0
460.0;1031.0;-814.0;303.0;277.0;577.0;-950.0;974.0;239.0
460.0;1050.0;-817.0;285.0;278.0;583.0;-957.0;975.0;251.0
464.0;1063.0;-823.0;300.0;276.0;564.0;-958.0;955.0;228.0
459.0;1091.0;-841.0;300.0;272.0;604.0;-977.0;989.0;237.0
460.0;1089.0;-837.0;297.0;271.0;642.0;-975.0;980.0;235.0
457.0;1079.0;-836.0;250.0;264.0;592.0;-965.0;978.0;194.0
452.0;1090.0;-843.0;277.0;275.0;602.0;-972.0;968.0;210.0
459.0;1090.0;-838.0;276.0;266.0;586.0;-970.0;967.0;219.0
447.0;1090.0;-849.0;282.0;217.0;590.0;-972.0;999.0;170.0
458.0;1085.0;-835.0;252.0;239.0;561.0;-968.0;971.0;184.0
487.0;1067.0;-826.0;291.0;192.0;560.0;-949.0;993.0;205.0
464.0;1093.0;-841.0;287.0;270.0;582.0;-977.0;992.0;221.0
453.0;1071.0;-832.0;320.0;272.0;641.0;-972.0;980.0;262.0
479.0;1059.0;-829.0;282.0;284.0;583.0;-969.0;977.0;221.0
468.0;1075.0;-818.0;323.0;286.0;582.0;-965.0;973.0;240.0
454.0;1082.0;-842.0;281.0;303.0;622.0;-975.0;977.0;237.0
464.0;1071.0;-824.0;322.0;266.0;603.0;-965.0;976.0;262.0
531.0;1080.0;-814.0;340.0;248.0;585.0;-960.0;969.0;262.0
532.0;1070.0;-824.0;310.0;228.0;562.0;-964.0;990.0;221.0
460.0;1071.0;-831.0;281.0;293.0;574.0;-962.0;957.0;185.0
468.0;1089.0;-823.0;275.0;265.0;584.0;-957.0;982.0;171.0
445.0;1106.0;-836.0;263.0;265.0;591.0;-962.0;988.0;208.0
278.0;1076.0;-733.0;77.0;59.0;519.0;-872.0;1013.0;178.0
447.0;1082.0;-822.0;271.0;228.0;587.0;-954.0;980.0;223.0
447.0;1068.0;-831.0;290.0;233.0;586.0;-966.0;980.0;234.0
443.0;1044.0;-835.0;270.0;262.0;601.0;-968.0;970.0;242.0
448.0;1073.0;-818.0;300.0;281.0;592.0;-952.0;962.0;235.0
453.0;1068.0;-832.0;302.0;269.0;638.0;-970.0;984.0;232.0
454.0;1069.0;-837.0;274.0;276.0;627.0;-967.0;987.0;194.0
443.0;1091.0;-847.0;251.0;226.0;601.0;-969.0;980.0;174.0
446.0;1070.0;-840.0;308.0;238.0;573.0;-966.0;966.0;217.0
458.0;1105.0;-850.0;290.0;266.0;612.0;-976.0;989.0;209.0
446.0;1087.0;-850.0;262.0;254.0;633.0;-983.0;971.0;199.0
431.0;1066.0;-832.0;243.0;246.0;614.0;-968.0;970.0;193.0
391.0;1059.0;-802.0;355.0;227.0;643.0;-971.0;958.0;185.0
450.0;1051.0;-824.0;269.0;257.0;519.0;-958.0;958.0;212.0
434.0;1067.0;-829.0;280.0;255.0;579.0;-960.0;970.0;224.0
438.0;1065.0;-850.0;271.0;246.0;587.0;-981.0;980.0;210.0
392.0;1070.0;-801.0;330.0;247.0;645.0;-980.0;954.0;207.0
444.0;1086.0;-843.0;263.0;233.0;576.0;-971.0;973.0;195.0
453.0;1078.0;-849.0;244.0;239.0;580.0;-975.0;977.0;182.0
459.0;1087.0;-838.0;268.0;249.0;569.0;-968.0;984.0;193.0
471.0;1090.0;-850.0;277.0;250.0;596.0;-981.0;993.0;208.0
464.0;1090.0;-846.0;269.0;236.0;593.0;-980.0;984.0;210.0
439.0;1082.0;-848.0;278.0;248.0;590.0;-980.0;990.0;224.0
439.0;1056.0;-845.0;290.0;271.0;568.0;-977.0;981.0;220.0
439.0;1103.0;-837.0;291.0;260.0;552.0;-966.0;971.0;220.0
456.0;1085.0;-836.0;281.0;271.0;601.0;-968.0;972.0;219.0
456.0;1084.0;-839.0;292.0;268.0;610.0;-973.0;982.0;229.0
454.0;1077.0;-838.0;295.0;236.0;609.0;-974.0;981.0;237.0
447.0;1072.0;-846.0;275.0;276.0;619.0;-980.0;972.0;225.0
453.0;1068.0;-840.0;295.0;277.0;597.0;-973.0;974.0;221.0
457.0;1080.0;-843.0;279.0;267.0;606.0;-976.0;990.0;227.0
435.0;1098.0;-840.0;242.0;244.0;571.0;-968.0;961.0;182.0
461.0;1090.0;-839.0;281.0;264.0;601.0;-973.0;983.0;219.0
465.0;1091.0;-839.0;282.0;239.0;592.0;-973.0;976.0;221.0
454.0;1073.0;-841.0;289.0;253.0;611.0;-976.0;982.0;240.0
508.0;1046.0;-828.0;301.0;216.0;623.0;-961.0;987.0;208.0
507.0;1158.0;-823.0;260.0;250.0;608.0;-956.0;954.0;172.0
450.0;1081.0;-846.0;281.0;277.0;587.0;-978.0;980.0;229.0
499.0;1095.0;-834.0;281.0;266.0;567.0;-964.0;985.0;191.0
448.0;1065.0;-842.0;291.0;273.0;585.0;-975.0;976.0;226.0
487.0;1070.0;-838.0;262.0;227.0;557.0;-962.0;972.0;175.0
486.0;1060.0;-832.0;262.0;207.0;551.0;-953.0;972.0;160.0
464.0;1023.0;-818.0;281.0;233.0;565.0;-951.0;976.0;208.0
461.0;1085.0;-858.0;277.0;253.0;591.0;-995.0;979.0;210.0
482.0;1075.0;-843.0;288.0;271.0;577.0;-977.0;992.0;213.0
518.0;1115.0;-823.0;301.0;285.0;577.0;-967.0;973.0;219.0
453.0;1070.0;-830.0;292.0;269.0;603.0;-963.0;985.0;251.0
450.0;1061.0;-841.0;289.0;286.0;571.0;-971.0;975.0;223.0
455.0;1070.0;-837.0;275.0;277.0;562.0;-969.0;989.0;228.0
453.0;1077.0;-836.0;286.0;260.0;578.0;-971.0;975.0;233.0
446.0;1073.0;-836.0;281.0;272.0;598.0;-970.0;980.0;236.0
505.0;1064.0;-769.0;408.0;284.0;634.0;-928.0;931.0;317.0
513.0;1114.0;-810.0;377.0;221.0;608.0;-946.0;951.0;267.0
441.0;1079.0;-835.0;281.0;269.0;601.0;-967.0;979.0;231.0
438.0;1080.0;-843.0;278.0;263.0;592.0;-972.0;983.0;218.0
518.0;1017.0;-768.0;297.0;328.0;588.0;-919.0;925.0;280.0
520.0;1041.0;-755.0;300.0;359.0;601.0;-912.0;925.0;281.0
450.0;1086.0;-850.0;265.0;247.0;577.0;-982.0;970.0;212.0
469.0;1079.0;-843.0;270.0;266.0;575.0;-970.0;997.0;203.0
467.0;1075.0;-847.0;275.0;238.0;595.0;-977.0;995.0;215.0
453.0;1092.0;-838.0;291.0;255.0;586.0;-971.0;972.0;223.0
445.0;1069.0;-847.0;265.0;258.0;604.0;-979.0;988.0;219.0
457.0;1041.0;-816.0;272.0;277.0;569.0;-961.0;949.0;207.0
453.0;1065.0;-803.0;294.0;264.0;560.0;-955.0;956.0;225.0
463.0;1104.0;-800.0;299.0;262.0;574.0;-957.0;956.0;222.0
496.0;1082.0;-823.0;289.0;280.0;635.0;-973.0;954.0;226.0
505.0;1071.0;-823.0;301.0;285.0;582.0;-963.0;976.0;236.0
518.0;1049.0;-822.0;305.0;271.0;593.0;-962.0;961.0;226.0
523.0;1065.0;-829.0;302.0;288.0;633.0;-961.0;967.0;219.0
494.0;1093.0;-839.0;279.0;273.0;661.0;-972.0;970.0;243.0
441.0;1083.0;-842.0;280.0;272.0;574.0;-970.0;980.0;213.0
517.0;1061.0;-817.0;361.0;234.0;618.0;-945.0;982.0;241.0
503.0;1089.0;-838.0;262.0;216.0;593.0;-957.0;979.0;165.0
450.0;1077.0;-843.0;282.0;223.0;598.0;-975.0;980.0;206.0
454.0;1091.0;-844.0;289.0;247.0;581.0;-974.0;969.0;213.0
450.0;1069.0;-843.0;270.0;257.0;580.0;-975.0;976.0;208.0
455.0;1077.0;-841.0;264.0;250.0;592.0;-973.0;987.0;217.0
470.0;1065.0;-819.0;319.0;283.0;555.0;-959.0;959.0;245.0
478.0;1075.0;-819.0;305.0;243.0;588.0;-961.0;958.0;248.0
454.0;1088.0;-838.0;286.0;266.0;575.0;-969.0;991.0;221.0
465.0;1101.0;-836.0;269.0;250.0;584.0;-971.0;994.0;219.0
464.0;1071.0;-831.0;315.0;266.0;601.0;-970.0;967.0;262.0
458.0;1080.0;-836.0;310.0;278.0;601.0;-977.0;970.0;259.0
457.0;1081.0;-838.0;317.0;282.0;629.0;-979.0;980.0;262.0
503.0;1062.0;-839.0;281.0;231.0;570.0;-973.0;991.0;213.0
460.0;1091.0;-838.0;312.0;277.0;609.0;-978.0;989.0;258.0
465.0;1083.0;-834.0;310.0;278.0;591.0;-975.0;990.0;255.0
469.0;1068.0;-832.0;310.0;288.0;599.0;-976.0;990.0;251.0
464.0;1070.0;-835.0;309.0;285.0;630.0;-973.0;978.0;248.0
454.0;1062.0;-826.0;291.0;282.0;618.0;-963.0;976.0;243.0
293.0;974.0;-666.0;204.0;198.0;489.0;-708.0;751.0;108.0
384.0;1075.0;-778.0;436.0;283.0;638.0;-954.0;912.0;210.0
441.0;1049.0;-825.0;283.0;273.0;613.0;-963.0;971.0;247.0
436.0;1058.0;-831.0;290.0;290.0;600.0;-963.0;969.0;242.0
442.0;1059.0;-828.0;272.0;300.0;585.0;-960.0;974.0;232.0
449.0;1070.0;-835.0;287.0;285.0;594.0;-967.0;966.0;224.0
458.0;1080.0;-828.0;298.0;267.0;596.0;-960.0;963.0;229.0
463.0;1079.0;-826.0;294.0;256.0;564.0;-964.0;988.0;239.0
446.0;1026.0;-735.0;459.0;348.0;648.0;-933.0;892.0;276.0
501.0;1093.0;-806.0;381.0;276.0;655.0;-965.0;948.0;278.0
470.0;1068.0;-824.0;289.0;262.0;592.0;-963.0;974.0;241.0
469.0;1059.0;-819.0;318.0;297.0;624.0;-960.0;978.0;256.0
477.0;1061.0;-827.0;320.0;282.0;618.0;-970.0;990.0;271.0
482.0;1064.0;-828.0;263.0;232.0;562.0;-950.0;988.0;174.0
477.0;1073.0;-829.0;310.0;290.0;622.0;-974.0;980.0;268.0
479.0;1080.0;-826.0;321.0;298.0;601.0;-969.0;978.0;258.0
423.0;1058.0;-831.0;260.0;250.0;554.0;-955.0;960.0;216.0
429.0;1058.0;-803.0;257.0;254.0;556.0;-942.0;953.0;201.0
444.0;1061.0;-814.0;272.0;238.0;574.0;-964.0;961.0;170.0
458.0;1085.0;-830.0;242.0;227.0;611.0;-969.0;971.0;162.0
489.0;1089.0;-841.0;270.0;257.0;581.0;-998.0;975.0;156.0
499.0;1091.0;-833.0;291.0;267.0;643.0;-978.0;977.0;197.0
494.0;1099.0;-840.0;267.0;281.0;620.0;-989.0;989.0;188.0
468.0;1079.0;-827.0;316.0;291.0;621.0;-969.0;960.0;264.0
506.0;1072.0;-832.0;293.0;262.0;609.0;-966.0;985.0;206.0
463.0;1075.0;-827.0;313.0;311.0;619.0;-970.0;960.0;253.0
443.0;1099.0;-824.0;291.0;284.0;602.0;-955.0;971.0;231.0
454.0;1080.0;-826.0;299.0;296.0;600.0;-966.0;961.0;213.0
454.0;1072.0;-827.0;276.0;277.0;612.0;-964.0;980.0;240.0
452.0;1060.0;-835.0;303.0;290.0;630.0;-971.0;984.0;260.0
482.0;1087.0;-822.0;276.0;225.0;577.0;-957.0;977.0;179.0
462.0;1078.0;-828.0;297.0;287.0;626.0;-969.0;988.0;247.0
474.0;1070.0;-826.0;313.0;277.0;577.0;-968.0;963.0;244.0
471.0;1087.0;-836.0;303.0;284.0;612.0;-981.0;977.0;249.0
464.0;1083.0;-827.0;291.0;281.0;621.0;-969.0;980.0;261.0
447.0;1071.0;-828.0;306.0;266.0;611.0;-966.0;960.0;254.0
447.0;1094.0;-844.0;281.0;276.0;580.0;-981.0;990.0;203.0
457.0;1090.0;-842.0;291.0;267.0;607.0;-982.0;998.0;228.0
465.0;1080.0;-836.0;280.0;265.0;574.0;-973.0;990.0;201.0
486.0;1097.0;-836.0;274.0;277.0;587.0;-975.0;990.0;188.0
481.0;1091.0;-830.0;294.0;266.0;581.0;-970.0;966.0;208.0
484.0;1100.0;-830.0;290.0;283.0;584.0;-971.0;977.0;206.0
446.0;1064.0;-830.0;289.0;275.0;602.0;-963.0;962.0;241.0
472.0;1070.0;-828.0;300.0;284.0;588.0;-968.0;988.0;225.0
