Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay
-126.0;1;9;117.0;-494.0;18;-12;669
-118.0;-7;24;63.0;-466.0;20;13;653
-135.0;-24;4;120.0;-495.0;20;12;671
-108.0;-14;0;131.0;-484.0;18;50;672
-151.0;60;62;4.0;-509.0;23;-2;660
-164.0;221;50;189.0;-552.0;57;10;213
-122.0;189;280;377.0;-597.0;0;64;629
-23.0;-44;6;263.0;-530.0;29;-26;649
-38.0;9;5;420.0;-420.0;25;-2;655
-145.0;-29;-10;140.0;-532.0;14;6;661
-116.0;-16;31;100.0;-512.0;21;0;668
-99.0;-16;14;86.0;-490.0;17;22;666
-113.0;-16;-10;90.0;-509.0;18;36;664
-94.0;16;-13;10.0;-509.0;17;3;659
-73.0;3;-5;93.0;-492.0;13;-14;668
27.0;3;5;-51.0;-422.0;17;14;655
-110.0;-6;12;89.0;-504.0;17;-14;667
-111.0;14;-8;89.0;-489.0;22;22;662
-125.0;11;-10;91.0;-493.0;20;26;664
-118.0;-9;24;96.0;-520.0;23;14;665
-123.0;5;2;91.0;-488.0;17;20;666
-102.0;44;16;-8.0;-508.0;14;67;656
-108.0;21;-4;106.0;-510.0;18;0;669
-125.0;33;-18;105.0;-509.0;18;-36;669
-101.0;-3;36;103.0;-514.0;15;-40;667
-117.0;-4;9;92.0;-504.0;17;-13;667
-109.0;12;-19;86.0;-502.0;19;-20;666
-120.0;-7;0;107.0;-514.0;18;-5;668
-117.0;-25;12;100.0;-497.0;20;-21;668
-124.0;-13;7;249.0;-572.0;18;-198;667
-191.0;-198;-334;457.0;-434.0;124;55;580
-91.0;-14;-55;290.0;-613.0;8;-24;689
-67.0;-17;-6;227.0;-882.0;16;71;651
-118.0;-7;2;109.0;-493.0;19;-54;665
-170.0;63;-19;58.0;-463.0;18;1066;679
-118.0;3;-1;99.0;-508.0;14;5;669
-438.0;2471;-4948;155.0;-462.0;-1122;-261;2019
-115.0;8;15;100.0;-511.0;17;1;665
-323.0;-11;-6;873.0;-649.0;18;-3;750
-203.0;16;94;370.0;-618.0;25;21;652
-145.0;2;16;366.0;-570.0;28;229;650
-145.0;-3;3;240.0;-661.0;18;130;664
-103.0;-9;28;109.0;-509.0;18;-34;664
-471.0;7;-16;310.0;-812.0;25;17;672
-146.0;14;-13;339.0;-522.0;16;21;656
-99.0;-28;19;94.0;-519.0;15;-15;669
-122.0;-12;15;140.0;-489.0;20;7;664
-110.0;-15;12;80.0;-501.0;22;10;662
-82.0;-3;7;106.0;-514.0;27;16;662
-75.0;-16;-10;91.0;-517.0;20;-16;664
-112.0;-11;4;101.0;-499.0;15;-1;667
69.0;-202;498;282.0;-567.0;-67;-5126;776
-109.0;-4;2;95.0;-512.0;16;-14;666
-118.0;-34;2;102.0;-508.0;31;-27;659
-108.0;-23;13;97.0;-512.0;42;6;654
-101.0;-4;4;95.0;-506.0;18;-21;666
-110.0;-102;-36;88.0;-511.0;27;5;651
-307.0;-8;-8;-66.0;-684.0;22;42;666
-110.0;-23;7;97.0;-493.0;24;14;661
-105.0;15;2;99.0;-511.0;16;-6;669
-103.0;-1;-24;109.0;-500.0;20;25;666
-109.0;-42;-13;92.0;-516.0;20;4;661
-335.0;-536;3021;265.0;-585.0;-414;-7152;1339
-124.0;-195;12;42.0;-457.0;13;26;672
-104.0;5;-31;98.0;-488.0;17;7;658
-168.0;1;-36;37.0;-467.0;23;30;659
-510.0;-1;5;214.0;-752.0;18;-741;664
-99.0;-12;-22;98.0;-488.0;11;8;662
-98.0;-4;-8;90.0;-496.0;20;-23;654
-430.0;1946;-4660;-80.0;-443.0;97;-202;786
-114.0;-118;-630;118.0;-578.0;23;-9;697
-109.0;-21;23;109.0;-499.0;24;-32;647
-117.0;-17;-20;123.0;-689.0;30;-13;626
-105.0;-46;22;85.0;-531.0;23;-48;645
-15.0;-520;109;-200.0;-628.0;11;-415;499
33.0;22;13;-27.0;-511.0;22;-519;654
-117.0;-249;-94;41.0;-549.0;65;-31;158
47.0;2539;-885;37.0;-347.0;42;42;582
-91.0;2;-11;107.0;-528.0;25;-21;644
-101.0;-8;-11;118.0;-531.0;17;-42;657
-95.0;1181;-1742;11.0;-433.0;-171;3;950
-128.0;10;2;119.0;-529.0;22;-14;652
-12.0;25;-22;281.0;-551.0;22;-94;674
15.0;15;-9;574.0;-553.0;22;18;649
-114.0;-84;-39;110.0;-670.0;1;-36;658
-114.0;20;16;111.0;-526.0;23;-22;650
13.0;370;-154;474.0;-446.0;20;5;638
-98.0;18;-8;86.0;-471.0;16;-5;655
-166.0;-1420;-1026;286.0;-469.0;77;-46;680
-94.0;-4;9;-10.0;-341.0;17;1;643
-87.0;-4;9;135.0;-451.0;25;-2;651
-105.0;-41;-4;121.0;-630.0;18;-13;649
-137.0;-25;1;-25.0;-632.0;21;-37;659
-135.0;-23;2;89.0;-591.0;12;20;655
-86.0;-13;-13;140.0;-459.0;14;22;655
-62.0;-1;0;112.0;-419.0;16;0;672
-90.0;-8;35;109.0;-473.0;24;23;641
-144.0;-46;1;115.0;-611.0;11;-7;655
-409.0;-1872;66;-80.0;-510.0;769;-25;324
-108.0;2;-10;109.0;-470.0;19;-1;650
-127.0;-9;4;111.0;-580.0;16;-43;650
-79.0;15;-13;100.0;-460.0;21;19;652
-115.0;23;-4;119.0;-480.0;13;-56;658
-135.0;-22;14;85.0;-589.0;16;32;654
-117.0;-690;2649;97.0;-467.0;32;-154;609
-109.0;-3;-23;110.0;-484.0;23;15;651
-113.0;14;-2;93.0;-492.0;21;-3;651
-130.0;-6;31;97.0;-624.0;26;-27;642
-93.0;8;0;91.0;-480.0;24;16;652
-115.0;-1;-9;140.0;-480.0;19;-2;656
-105.0;6;-15;115.0;-480.0;20;16;651
-118.0;-15;22;98.0;-618.0;22;-61;639
-118.0;-30;-9;112.0;-476.0;15;24;660
-10.0;-111;2438;112.0;-670.0;-48;-2322;585
-130.0;1;14;100.0;-618.0;21;-26;642
-120.0;-22;-1;-13.0;-411.0;20;-7;644
-106.0;1;2;97.0;-626.0;22;-5;642
-99.0;9;1;91.0;-625.0;22;-4;642
-109.0;40;2;100.0;-506.0;12;-39;660
-120.0;22;-8;138.0;-486.0;16;-19;657
-9.0;-30;-12;20.0;-798.0;14;-280;680
-114.0;-1;2;120.0;-499.0;17;-24;658
-371.0;-505;-3097;-159.0;-482.0;831;-243;293
-30.0;15;25;212.0;-550.0;21;77;680
-37.0;6;34;189.0;-456.0;21;235;659
-112.0;-10;1;119.0;-499.0;23;-25;657
-67.0;-10;34;44.0;-482.0;23;-12;654
-235.0;-26;-5;-21.0;-420.0;21;-48;658
-83.0;1;-1;32.0;-427.0;14;-35;674
-123.0;16;31;120.0;-509.0;22;9;655
-96.0;-9;-42;86.0;-665.0;26;45;654
-94.0;-13;11;106.0;-503.0;17;13;654
-104.0;27;-33;38.0;-688.0;20;-10;666
-116.0;-5;-12;93.0;-486.0;16;38;659
-109.0;-12;22;109.0;-474.0;22;-20;651
-112.0;21;-7;141.0;-452.0;22;-9;653
-92.0;-11;13;120.0;-491.0;17;-4;658
-100.0;10;2;126.0;-471.0;20;-19;654
-110.0;-10;11;99.0;-480.0;18;-27;657
-110.0;33;-7;103.0;-470.0;15;2;660
-113.0;-3;9;98.0;-704.0;18;6;651
-131.0;1;1;98.0;-658.0;15;6;656
-121.0;26;15;121.0;-482.0;19;7;656
-206.0;-25;0;68.0;-704.0;21;18;654
-141.0;10;24;138.0;-476.0;25;25;654
-92.0;-26;13;-43.0;-442.0;17;-3;667
-127.0;-10;-10;111.0;-499.0;22;23;653
-117.0;20;-9;120.0;-476.0;21;46;656
-136.0;28;-8;150.0;-470.0;19;-30;660
-116.0;5;11;167.0;-456.0;18;0;661
-137.0;19;7;157.0;-444.0;24;1;654
-145.0;-2;-9;157.0;-457.0;20;-17;655
-191.0;-11;-7;146.0;-388.0;16;2;668
-109.0;4;8;132.0;-484.0;19;4;659
-119.0;-14;21;119.0;-481.0;16;-12;658
-157.0;23;-12;144.0;-436.0;19;14;659
-175.0;18;-36;128.0;-450.0;21;0;654
-104.0;14;34;141.0;-471.0;23;-3;652
-120.0;17;0;136.0;-470.0;20;25;657
-114.0;1;-10;100.0;-510.0;14;13;659
-146.0;6;37;119.0;-457.0;23;-3;656
-115.0;-20;15;88.0;-505.0;23;-37;657
-164.0;-10;23;112.0;-502.0;21;-11;656
-145.0;-6;8;120.0;-493.0;25;-13;657
-143.0;0;22;126.0;-471.0;18;10;659
-124.0;-13;7;115.0;-455.0;16;10;655
-118.0;12;-6;136.0;-448.0;21;-14;656
-108.0;10;19;130.0;-508.0;21;27;657
-351.0;4;27;59.0;-341.0;18;14;647
-108.0;-4;9;111.0;-474.0;22;-12;657
-110.0;-12;-14;116.0;-460.0;21;2;658
-127.0;12;-4;129.0;-505.0;16;-13;656
-137.0;5;-3;127.0;-494.0;19;-20;654
-155.0;-4;19;164.0;-442.0;25;18;650
-139.0;9;-4;176.0;-442.0;17;-7;657
-207.0;-3;-20;217.0;-386.0;18;-2;657
-123.0;10;2;132.0;-474.0;24;17;654
-123.0;18;12;130.0;-465.0;13;30;662
-119.0;-3;2;129.0;-446.0;18;16;660
-127.0;39;11;171.0;-421.0;15;-19;657
-192.0;-29;-17;158.0;-418.0;18;304;653
-155.0;19;11;184.0;-489.0;16;29;654
-138.0;8;15;165.0;-458.0;22;-9;649
-127.0;6;17;169.0;-467.0;21;-37;652
-109.0;1316;85;123.0;-596.0;28;-2;726
-83.0;18;27;145.0;-487.0;24;-40;655
-122.0;-18;-6;184.0;-445.0;16;-12;661
-137.0;11;9;152.0;-451.0;14;24;660
-139.0;26;-3;156.0;-431.0;18;18;657
-54.0;-16;10;153.0;-463.0;19;-32;660
-149.0;26;-8;157.0;-441.0;20;-15;654
-150.0;26;11;138.0;-461.0;18;28;659
27.0;19;11;120.0;-483.0;20;-29;666
-5.0;746;-36;8.0;-772.0;25;-26;697
-139.0;-8;14;179.0;-428.0;20;27;660
-89.0;2;20;240.0;-485.0;15;4;649
-118.0;-2;17;203.0;-453.0;18;6;658
-140.0;-21;0;144.0;-480.0;15;44;661
-128.0;4;1;188.0;-446.0;17;-8;656
-144.0;6;22;275.0;-322.0;18;-16;645
-116.0;15;30;198.0;-423.0;19;28;654
-112.0;-11;-11;151.0;-452.0;22;-10;655
-101.0;0;47;150.0;-449.0;33;-3;650
-91.0;14;45;159.0;-465.0;5;-26;679
-227.0;692;526;424.0;-464.0;97;-74;618
-136.0;-6;-18;183.0;-473.0;13;37;661
-138.0;-2;-13;163.0;-463.0;17;3;658
-156.0;-29;24;156.0;-469.0;24;16;656
-136.0;-28;12;167.0;-450.0;17;15;658
-128.0;-3;-6;168.0;-480.0;17;-16;655
-107.0;15;18;168.0;-464.0;21;3;655
-129.0;3;-11;193.0;-490.0;22;-31;650
-129.0;-5;17;162.0;-463.0;18;19;655
-127.0;-2;6;167.0;-464.0;19;-34;653
-119.0;-10;-20;197.0;-478.0;21;16;654
-111.0;-7;0;194.0;-474.0;24;17;650
-179.0;37;-94;256.0;-575.0;90;-50;562
-139.0;28;11;185.0;-489.0;17;5;652
-119.0;8;13;168.0;-500.0;17;26;658
-125.0;6;13;119.0;-504.0;16;23;660
-128.0;15;3;139.0;-482.0;18;18;653
-128.0;9;31;168.0;-464.0;24;-41;651
-135.0;10;-13;177.0;-438.0;14;-14;657
-123.0;-9;5;128.0;-500.0;22;-63;652
-135.0;-1;-11;165.0;-470.0;21;-9;654
-135.0;20;4;148.0;-450.0;16;27;654
-107.0;-11;30;129.0;-509.0;17;-44;658
-120.0;-18;4;129.0;-438.0;17;-40;656
5.0;-59;221;89.0;-474.0;14;15;710
-96.0;-10;48;148.0;-463.0;17;-43;662
-109.0;-7;1;98.0;-546.0;18;-250;656
-117.0;12;21;169.0;-462.0;19;-40;655
-100.0;-6;1;161.0;-485.0;26;-31;652
-90.0;7;15;152.0;-480.0;14;-40;657
-92.0;31;2;140.0;-440.0;21;-1;653
-106.0;3;-13;131.0;-451.0;19;28;656
-93.0;-18;-11;109.0;-439.0;15;40;658
-105.0;-32;2;138.0;-458.0;23;34;656
-106.0;38;-1;139.0;-453.0;21;22;651
-108.0;3;-10;115.0;-490.0;23;21;653
-100.0;16;14;132.0;-409.0;22;11;652
-117.0;20;21;108.0;-530.0;19;18;655
-105.0;12;14;91.0;-513.0;14;4;658
-110.0;-14;-8;88.0;-505.0;20;-1;655
-108.0;-34;-26;113.0;-498.0;20;8;653
-131.0;-7;-9;117.0;-460.0;17;19;654
-109.0;-31;-16;150.0;-461.0;19;-33;655
-131.0;1;24;125.0;-463.0;16;29;661
-108.0;-24;39;159.0;-497.0;18;6;655
-101.0;11;-10;144.0;-488.0;28;-41;651
-97.0;-2;13;122.0;-474.0;22;-14;652
-139.0;2;-24;112.0;-459.0;9;0;662
-94.0;-7;11;101.0;-517.0;16;-8;655
-118.0;893;-926;-20.0;-398.0;46;37;649
-141.0;13;-43;132.0;-443.0;35;4;638
-97.0;10;-29;89.0;-520.0;18;-13;658
-136.0;-9;28;101.0;-481.0;20;-7;650
-146.0;12;3;110.0;-450.0;18;36;657
-144.0;-14;33;122.0;-451.0;17;26;652
-136.0;-7;17;110.0;-476.0;18;-18;659
-97.0;1;18;89.0;-510.0;18;-10;658
-143.0;9;2;159.0;-458.0;23;11;648
-127.0;7;14;142.0;-460.0;19;-23;655
-134.0;-10;14;121.0;-444.0;18;5;658
-136.0;-2;14;144.0;-459.0;17;19;660
-144.0;5;2;133.0;-449.0;18;10;656
-101.0;2;-10;112.0;-476.0;18;-21;660
-139.0;19;28;167.0;-445.0;25;35;654
-128.0;-16;0;168.0;-459.0;21;20;655
-114.0;-33;1;177.0;-445.0;24;-24;652
-119.0;0;24;100.0;-450.0;19;27;650
-99.0;-9;3;116.0;-444.0;16;-4;660
-100.0;-11;2;137.0;-454.0;21;16;656
-102.0;-26;9;133.0;-447.0;20;-12;658
-117.0;-11;-19;184.0;-446.0;20;-4;652
-109.0;2;-5;175.0;-449.0;14;25;658
-118.0;1;-4;179.0;-473.0;21;31;656
-90.0;-6;23;151.0;-470.0;16;5;660
-128.0;57;-40;131.0;-429.0;19;-35;658
-108.0;-13;26;144.0;-448.0;24;27;649
-122.0;20;20;166.0;-439.0;22;-4;650
-86.0;8;11;158.0;-456.0;21;9;651
-88.0;18;2;168.0;-465.0;18;-24;658
-118.0;20;-12;143.0;-471.0;16;12;657
-94.0;0;14;167.0;-463.0;20;17;656
-109.0;-11;30;158.0;-465.0;23;24;652
-118.0;16;-21;173.0;-491.0;17;10;654
-112.0;0;28;108.0;-461.0;22;-38;651
-115.0;14;-6;137.0;-448.0;22;-8;655
-65.0;-2;37;146.0;-483.0;20;21;651
-116.0;6;-7;148.0;-446.0;17;-20;658
-110.0;30;3;158.0;-462.0;22;-13;652
-116.0;-8;0;170.0;-452.0;24;-29;649
-93.0;20;-9;148.0;-448.0;18;-4;656
-109.0;26;-1;141.0;-458.0;19;1;657
-105.0;25;22;136.0;-444.0;14;1;659
-114.0;32;-4;134.0;-455.0;14;-9;659
-116.0;22;26;153.0;-440.0;21;-1;651
-110.0;2;5;152.0;-447.0;19;32;653
-107.0;-14;-9;139.0;-469.0;13;-4;658
-118.0;1;29;141.0;-409.0;17;2;652
-91.0;2;-3;156.0;-445.0;16;-23;659
-112.0;10;-5;139.0;-456.0;22;11;654
-105.0;0;-28;115.0;-439.0;19;22;652
-122.0;-2;-9;122.0;-462.0;26;12;651
-96.0;-1;-18;147.0;-457.0;14;-32;660
-108.0;19;-2;150.0;-472.0;19;0;656
-117.0;-3;-8;166.0;-470.0;15;-22;658
-118.0;-24;22;172.0;-452.0;15;11;655
-77.0;-16;-242;156.0;-483.0;-26;-99;695
-96.0;20;2;145.0;-474.0;18;-4;656
-109.0;5;-19;149.0;-435.0;17;-18;656
-117.0;-11;-15;124.0;-412.0;12;-41;661
-114.0;-13;9;139.0;-457.0;20;-5;654
-93.0;21;10;134.0;-439.0;18;-32;653
-124.0;10;12;147.0;-464.0;18;27;656
-109.0;4;2;127.0;-460.0;19;-20;655
-115.0;0;3;130.0;-453.0;17;-23;661
-106.0;27;22;109.0;-454.0;20;6;653
-94.0;17;-6;119.0;-471.0;23;-27;656
-125.0;1;13;100.0;-456.0;17;-25;660
-118.0;-30;19;99.0;-448.0;15;-15;656
-133.0;23;34;115.0;-460.0;15;-21;660
-108.0;-8;16;121.0;-430.0;18;-19;658
-111.0;-14;-12;118.0;-427.0;18;-19;657
-90.0;-4;-11;180.0;-389.0;25;38;665
-100.0;-12;10;128.0;-474.0;18;7;653
-118.0;41;9;101.0;-456.0;21;60;650
-101.0;-2;-3;149.0;-457.0;20;-14;659
-113.0;-6;0;124.0;-420.0;15;-4;659
-111.0;-19;23;128.0;-448.0;21;-4;654
-97.0;-7;1;129.0;-440.0;19;0;654
-97.0;-6;-12;131.0;-454.0;20;-2;650
-161.0;1;-6;113.0;-416.0;18;57;658
-137.0;-16;11;136.0;-437.0;17;0;657
-101.0;19;20;118.0;-472.0;19;-19;655
-99.0;4;-14;139.0;-441.0;22;25;650
-88.0;23;-26;96.0;-400.0;23;29;654
-154.0;1;9;128.0;-412.0;16;-25;659
-128.0;19;-21;119.0;-430.0;19;14;656
-143.0;10;-10;133.0;-432.0;20;5;655
-131.0;-17;9;139.0;-453.0;22;8;653
-118.0;33;31;135.0;-495.0;18;10;655
-118.0;32;28;137.0;-450.0;17;37;656
-131.0;-18;20;131.0;-430.0;21;22;653
-136.0;-7;7;152.0;-458.0;16;36;657
-119.0;-24;1;134.0;-502.0;20;45;656
-108.0;-8;20;163.0;-447.0;19;10;656
-115.0;-21;19;140.0;-407.0;21;27;656
-101.0;3;-22;81.0;-426.0;19;-4;654
-110.0;4;-19;109.0;-451.0;18;-5;655
-122.0;-3;18;158.0;-441.0;20;-4;652
-112.0;10;-9;133.0;-380.0;18;-24;658
-124.0;10;-20;169.0;-441.0;23;8;656
-121.0;13;2;137.0;-444.0;16;-27;660
-100.0;19;-19;118.0;-451.0;21;1;655
-121.0;26;-23;146.0;-434.0;35;-4;635
-19.0;36;1736;-210.0;-661.0;-21;455;637
-90.0;-2;12;148.0;-460.0;32;26;639
-122.0;-2;2;146.0;-400.0;21;-7;657
-106.0;6;5;119.0;-451.0;24;9;655
-113.0;-11;25;137.0;-437.0;14;3;658
-117.0;5;15;136.0;-400.0;15;26;656
-106.0;-8;10;147.0;-459.0;13;-1;660
-121.0;16;-31;143.0;-449.0;21;-7;654
-99.0;3;21;157.0;-458.0;15;17;657
-102.0;14;34;148.0;-427.0;23;-13;653
-109.0;11;11;157.0;-450.0;20;-24;657
-131.0;-12;26;142.0;-460.0;20;-24;656
-123.0;1;-1;7.0;-363.0;14;-32;648
-130.0;19;16;139.0;-430.0;26;-44;656
-62.0;0;8;17.0;-642.0;11;-861;661
56.0;7;3;156.0;-684.0;21;21;663
-634.0;-29;8;89.0;-579.0;19;25;685
-89.0;-4;1;208.0;-398.0;18;7;670
-21.0;-28;48;101.0;-545.0;24;2407;649
-122.0;-2;6;-20.0;-116.0;19;-7;639
28.0;-8;3;-49.0;-476.0;19;8;659
-16.0;-35;12;93.0;-363.0;18;15;656
-109.0;20;8;129.0;-406.0;21;36;657
-62.0;-11;3;-75.0;-679.0;20;-23;660
33.0;-2;230;-167.0;-455.0;30;6003;684
