Accelerometer LH accX;Accelerometer LUA_ accZ;Accelerometer LWR accY;InertialMeasurementUnit LLA accY;Accelerometer LH accZ;InertialMeasurementUnit LLA accZ;Accelerometer LUA_ accX;Accelerometer LUA_ accY
347.0;379.0;861.0;-350.0;74.0;31.0;38.0;962.0
341.0;385.0;876.0;-322.0;85.0;-22.0;7.0;939.0
618.0;483.0;848.0;-426.0;-110.0;-468.0;61.0;886.0
317.0;347.0;877.0;-340.0;75.0;20.0;20.0;946.0
325.0;366.0;885.0;-340.0;86.0;21.0;21.0;933.0
343.0;370.0;853.0;-342.0;62.0;25.0;21.0;941.0
324.0;371.0;861.0;-330.0;51.0;28.0;30.0;951.0
320.0;356.0;857.0;-345.0;71.0;60.0;80.0;942.0
359.0;397.0;860.0;-310.0;61.0;10.0;20.0;945.0
340.0;345.0;893.0;-326.0;51.0;16.0;46.0;943.0
389.0;472.0;682.0;-414.0;31.0;-8.0;37.0;885.0
338.0;366.0;850.0;-347.0;50.0;9.0;23.0;962.0
336.0;373.0;854.0;-333.0;98.0;-20.0;11.0;929.0
333.0;385.0;862.0;-346.0;79.0;1.0;11.0;927.0
337.0;378.0;854.0;-336.0;76.0;7.0;23.0;946.0
330.0;362.0;869.0;-335.0;84.0;9.0;14.0;950.0
345.0;344.0;876.0;-341.0;124.0;-10.0;-13.0;954.0
367.0;387.0;861.0;-342.0;90.0;10.0;20.0;953.0
344.0;359.0;857.0;-335.0;92.0;6.0;28.0;958.0
360.0;399.0;850.0;-345.0;59.0;26.0;10.0;933.0
349.0;393.0;858.0;-345.0;72.0;3.0;8.0;925.0
341.0;389.0;849.0;-352.0;52.0;19.0;-7.0;930.0
380.0;387.0;857.0;-345.0;79.0;13.0;18.0;956.0
350.0;376.0;859.0;-351.0;42.0;11.0;20.0;932.0
354.0;347.0;876.0;-324.0;76.0;26.0;20.0;944.0
321.0;383.0;861.0;-326.0;51.0;44.0;67.0;935.0
344.0;373.0;860.0;-326.0;41.0;13.0;36.0;944.0
330.0;349.0;870.0;-328.0;86.0;19.0;38.0;943.0
310.0;381.0;858.0;-330.0;94.0;2.0;43.0;941.0
345.0;368.0;878.0;-319.0;60.0;40.0;15.0;944.0
330.0;358.0;859.0;-347.0;58.0;30.0;23.0;959.0
358.0;382.0;858.0;-331.0;41.0;14.0;27.0;953.0
340.0;373.0;873.0;-335.0;51.0;24.0;41.0;961.0
356.0;349.0;883.0;-371.0;77.0;19.0;38.0;934.0
349.0;379.0;880.0;-345.0;62.0;25.0;26.0;934.0
333.0;374.0;858.0;-340.0;66.0;30.0;4.0;961.0
334.0;399.0;872.0;-325.0;57.0;44.0;59.0;940.0
322.0;271.0;801.0;-242.0;238.0;82.0;-13.0;854.0
339.0;368.0;857.0;-317.0;57.0;20.0;19.0;943.0
324.0;359.0;884.0;-343.0;81.0;23.0;17.0;955.0
340.0;383.0;880.0;-328.0;42.0;24.0;22.0;932.0
432.0;398.0;783.0;-246.0;27.0;-89.0;-175.0;868.0
369.0;374.0;872.0;-344.0;79.0;81.0;70.0;952.0
350.0;380.0;878.0;-328.0;29.0;24.0;46.0;954.0
276.0;348.0;888.0;-306.0;80.0;-5.0;-10.0;963.0
360.0;350.0;885.0;-332.0;81.0;7.0;3.0;952.0
331.0;356.0;877.0;-322.0;52.0;5.0;16.0;962.0
469.0;358.0;1175.0;-422.0;228.0;98.0;12.0;1023.0
385.0;332.0;878.0;-271.0;78.0;23.0;31.0;954.0
332.0;370.0;823.0;-356.0;65.0;21.0;-16.0;979.0
368.0;371.0;869.0;-334.0;50.0;1.0;5.0;963.0
380.0;364.0;856.0;-294.0;57.0;11.0;9.0;966.0
358.0;387.0;857.0;-323.0;30.0;20.0;10.0;970.0
354.0;370.0;875.0;-319.0;47.0;16.0;17.0;963.0
311.0;345.0;876.0;-321.0;81.0;19.0;50.0;969.0
377.0;374.0;868.0;-353.0;62.0;9.0;3.0;955.0
353.0;388.0;861.0;-331.0;52.0;24.0;0.0;962.0
252.0;375.0;927.0;-241.0;148.0;41.0;50.0;972.0
406.0;391.0;855.0;-268.0;4.0;-40.0;213.0;971.0
351.0;354.0;870.0;-349.0;58.0;31.0;35.0;948.0
374.0;417.0;1010.0;-267.0;235.0;27.0;7.0;1035.0
224.0;335.0;910.0;-426.0;66.0;31.0;-20.0;960.0
452.0;437.0;767.0;-365.0;6.0;90.0;124.0;859.0
323.0;378.0;868.0;-350.0;51.0;2.0;-6.0;954.0
332.0;361.0;873.0;-355.0;77.0;29.0;7.0;958.0
334.0;358.0;880.0;-346.0;93.0;6.0;0.0;952.0
386.0;369.0;866.0;-341.0;30.0;23.0;28.0;955.0
371.0;384.0;865.0;-331.0;57.0;11.0;10.0;960.0
442.0;396.0;864.0;-287.0;47.0;25.0;6.0;956.0
370.0;401.0;857.0;-326.0;27.0;7.0;28.0;916.0
370.0;355.0;875.0;-335.0;41.0;15.0;24.0;923.0
363.0;373.0;860.0;-311.0;49.0;9.0;10.0;965.0
348.0;369.0;870.0;-346.0;52.0;47.0;26.0;948.0
336.0;360.0;889.0;-335.0;56.0;22.0;19.0;962.0
337.0;356.0;935.0;-374.0;67.0;35.0;25.0;967.0
492.0;354.0;972.0;-414.0;157.0;104.0;135.0;927.0
305.0;315.0;885.0;-304.0;91.0;17.0;19.0;972.0
360.0;376.0;858.0;-312.0;51.0;18.0;13.0;960.0
349.0;217.0;962.0;-396.0;157.0;83.0;61.0;987.0
337.0;378.0;868.0;-327.0;47.0;44.0;16.0;944.0
341.0;339.0;881.0;-303.0;107.0;25.0;23.0;970.0
128.0;383.0;908.0;-250.0;155.0;-23.0;-66.0;892.0
478.0;423.0;755.0;-154.0;27.0;32.0;69.0;836.0
340.0;320.0;886.0;-299.0;150.0;-15.0;1.0;980.0
434.0;378.0;793.0;-347.0;93.0;23.0;-99.0;928.0
369.0;351.0;878.0;-329.0;60.0;29.0;26.0;955.0
371.0;279.0;827.0;-59.0;90.0;-41.0;30.0;816.0
295.0;313.0;937.0;-302.0;71.0;40.0;74.0;1006.0
160.0;200.0;1070.0;-467.0;260.0;51.0;156.0;1055.0
341.0;379.0;889.0;-330.0;18.0;23.0;29.0;961.0
398.0;227.0;1067.0;-496.0;175.0;72.0;195.0;995.0
207.0;262.0;877.0;-326.0;-70.0;46.0;255.0;914.0
351.0;367.0;863.0;-370.0;64.0;26.0;1.0;952.0
343.0;373.0;887.0;-328.0;59.0;35.0;32.0;958.0
334.0;382.0;868.0;-356.0;41.0;13.0;30.0;954.0
378.0;419.0;867.0;-334.0;64.0;55.0;31.0;929.0
325.0;368.0;832.0;-329.0;101.0;11.0;-28.0;953.0
348.0;391.0;858.0;-331.0;40.0;-15.0;9.0;958.0
358.0;383.0;855.0;-349.0;44.0;-55.0;16.0;930.0
328.0;388.0;868.0;-334.0;70.0;-47.0;15.0;942.0
53.0;-87.0;980.0;106.0;198.0;-82.0;2.0;999.0
328.0;371.0;863.0;-334.0;27.0;19.0;39.0;947.0
329.0;369.0;875.0;-319.0;27.0;25.0;50.0;939.0
253.0;341.0;934.0;-343.0;181.0;-7.0;-5.0;992.0
523.0;568.0;688.0;-508.0;404.0;-92.0;-14.0;833.0
307.0;387.0;869.0;-318.0;60.0;49.0;67.0;944.0
334.0;359.0;869.0;-319.0;35.0;5.0;31.0;951.0
348.0;400.0;854.0;-327.0;98.0;-9.0;-11.0;950.0
732.0;830.0;247.0;-893.0;-714.0;9.0;-132.0;569.0
571.0;399.0;812.0;-372.0;145.0;-47.0;-49.0;939.0
485.0;359.0;803.0;-436.0;72.0;69.0;36.0;941.0
374.0;337.0;898.0;-253.0;58.0;-12.0;-16.0;934.0
297.0;310.0;846.0;-346.0;90.0;-5.0;-29.0;998.0
236.0;336.0;1128.0;-324.0;344.0;99.0;135.0;1099.0
489.0;351.0;951.0;-483.0;143.0;17.0;-2.0;1106.0
306.0;396.0;926.0;-350.0;23.0;-90.0;68.0;1009.0
515.0;555.0;1045.0;-587.0;55.0;28.0;-166.0;1047.0
694.0;294.0;888.0;-371.0;137.0;100.0;-39.0;1264.0
220.0;487.0;726.0;-217.0;-226.0;28.0;22.0;830.0
352.0;361.0;877.0;-329.0;33.0;19.0;16.0;955.0
406.0;342.0;916.0;-287.0;111.0;57.0;59.0;983.0
338.0;331.0;1065.0;-386.0;117.0;198.0;72.0;1080.0
369.0;470.0;952.0;-436.0;90.0;74.0;110.0;1009.0
391.0;352.0;879.0;-324.0;89.0;14.0;-1.0;982.0
349.0;241.0;946.0;-143.0;47.0;-51.0;208.0;1013.0
264.0;359.0;1005.0;-341.0;189.0;204.0;21.0;970.0
176.0;380.0;799.0;-416.0;151.0;122.0;77.0;879.0
213.0;346.0;804.0;-254.0;54.0;38.0;46.0;871.0
154.0;378.0;852.0;-331.0;-20.0;95.0;41.0;932.0
305.0;405.0;867.0;-325.0;99.0;-10.0;11.0;948.0
377.0;470.0;926.0;-444.0;146.0;-136.0;-140.0;882.0
360.0;384.0;883.0;-320.0;41.0;-3.0;-17.0;990.0
309.0;460.0;814.0;-348.0;-99.0;35.0;124.0;841.0
577.0;440.0;920.0;-351.0;52.0;-49.0;11.0;1110.0
320.0;408.0;816.0;-574.0;-1.0;257.0;87.0;952.0
387.0;319.0;913.0;-248.0;73.0;-7.0;-22.0;946.0
341.0;370.0;886.0;-320.0;80.0;10.0;-21.0;964.0
365.0;391.0;855.0;-222.0;-85.0;-108.0;42.0;933.0
213.0;445.0;768.0;-180.0;-272.0;-73.0;61.0;996.0
196.0;258.0;845.0;-401.0;215.0;-22.0;20.0;976.0
362.0;356.0;856.0;-342.0;48.0;30.0;6.0;958.0
253.0;444.0;849.0;-360.0;64.0;61.0;74.0;934.0
320.0;356.0;874.0;-304.0;37.0;14.0;13.0;960.0
311.0;313.0;894.0;-328.0;144.0;-31.0;-27.0;1017.0
379.0;373.0;886.0;-314.0;64.0;24.0;8.0;952.0
360.0;381.0;853.0;-335.0;25.0;23.0;27.0;949.0
359.0;367.0;881.0;-321.0;12.0;20.0;40.0;949.0
240.0;302.0;918.0;-299.0;119.0;46.0;7.0;964.0
326.0;367.0;862.0;-311.0;-1.0;124.0;138.0;924.0
185.0;247.0;778.0;-171.0;73.0;-59.0;175.0;930.0
291.0;299.0;881.0;-255.0;40.0;-22.0;-12.0;977.0
252.0;351.0;876.0;-277.0;92.0;26.0;-15.0;978.0
337.0;358.0;866.0;-315.0;54.0;6.0;0.0;971.0
340.0;393.0;877.0;-341.0;31.0;24.0;35.0;949.0
408.0;412.0;892.0;-239.0;-9.0;65.0;139.0;951.0
489.0;613.0;689.0;-462.0;-777.0;327.0;242.0;755.0
362.0;277.0;933.0;-264.0;81.0;-44.0;-19.0;1001.0
355.0;427.0;858.0;-317.0;36.0;91.0;107.0;931.0
337.0;352.0;871.0;-319.0;70.0;28.0;24.0;979.0
350.0;365.0;875.0;-338.0;38.0;20.0;40.0;963.0
220.0;256.0;1228.0;-208.0;-218.0;-28.0;257.0;1152.0
486.0;447.0;1037.0;-398.0;-7.0;-25.0;46.0;1098.0
237.0;321.0;904.0;-316.0;50.0;23.0;59.0;961.0
488.0;294.0;969.0;-344.0;-3.0;68.0;155.0;1012.0
123.0;346.0;1032.0;-202.0;280.0;-56.0;-6.0;1059.0
367.0;385.0;851.0;-357.0;37.0;12.0;19.0;956.0
312.0;374.0;877.0;-345.0;51.0;-52.0;-1.0;962.0
302.0;369.0;929.0;-235.0;24.0;59.0;76.0;979.0
81.0;255.0;912.0;-218.0;52.0;104.0;130.0;929.0
228.0;320.0;817.0;-122.0;-88.0;-23.0;118.0;856.0
325.0;340.0;886.0;-328.0;72.0;16.0;10.0;971.0
411.0;484.0;785.0;-316.0;36.0;3.0;-42.0;1223.0
229.0;366.0;784.0;-376.0;208.0;88.0;30.0;897.0
370.0;376.0;864.0;-319.0;42.0;23.0;20.0;959.0
546.0;544.0;803.0;-315.0;-113.0;34.0;24.0;884.0
261.0;216.0;1056.0;-257.0;-56.0;39.0;264.0;908.0
337.0;351.0;863.0;-358.0;44.0;34.0;28.0;953.0
329.0;404.0;871.0;-308.0;51.0;58.0;70.0;950.0
322.0;381.0;851.0;-363.0;42.0;64.0;-9.0;952.0
319.0;339.0;891.0;-313.0;73.0;13.0;30.0;951.0
355.0;327.0;881.0;-344.0;53.0;4.0;13.0;962.0
282.0;408.0;714.0;-390.0;86.0;228.0;-10.0;743.0
98.0;491.0;977.0;-188.0;210.0;-70.0;-23.0;1085.0
323.0;348.0;900.0;-297.0;72.0;-25.0;-24.0;983.0
707.0;975.0;-419.0;-981.0;-508.0;127.0;-108.0;-134.0
331.0;274.0;1374.0;-361.0;274.0;-17.0;205.0;1328.0
273.0;417.0;758.0;-306.0;-87.0;32.0;69.0;808.0
451.0;293.0;1070.0;-309.0;15.0;15.0;42.0;1089.0
339.0;387.0;871.0;-333.0;18.0;-1.0;9.0;942.0
281.0;359.0;877.0;-297.0;-14.0;-7.0;77.0;1027.0
319.0;370.0;886.0;-318.0;133.0;132.0;81.0;958.0
380.0;393.0;825.0;-370.0;29.0;149.0;135.0;853.0
666.0;358.0;791.0;-306.0;93.0;128.0;192.0;902.0
504.0;555.0;770.0;-498.0;213.0;-377.0;-230.0;859.0
370.0;377.0;873.0;-350.0;43.0;21.0;-18.0;980.0
217.0;427.0;849.0;-379.0;207.0;66.0;56.0;925.0
214.0;306.0;925.0;-251.0;41.0;92.0;112.0;953.0
190.0;197.0;1027.0;-79.0;71.0;217.0;160.0;954.0
322.0;428.0;885.0;-343.0;-68.0;39.0;1.0;968.0
313.0;342.0;970.0;-456.0;275.0;33.0;-71.0;1011.0
294.0;339.0;796.0;-172.0;689.0;-481.0;-272.0;935.0
417.0;417.0;797.0;-174.0;81.0;131.0;116.0;838.0
87.0;59.0;985.0;-59.0;141.0;2.0;79.0;1005.0
579.0;402.0;1022.0;-144.0;67.0;58.0;128.0;908.0
233.0;246.0;1044.0;-363.0;132.0;-2.0;-31.0;1140.0
316.0;432.0;844.0;-393.0;118.0;135.0;37.0;910.0
356.0;344.0;909.0;-294.0;-80.0;-49.0;-24.0;979.0
339.0;335.0;933.0;-270.0;53.0;-116.0;38.0;1047.0
298.0;348.0;912.0;-316.0;-20.0;46.0;78.0;1001.0
349.0;445.0;865.0;-409.0;-43.0;70.0;2.0;939.0
472.0;379.0;876.0;-397.0;-4.0;38.0;39.0;903.0
326.0;358.0;876.0;-340.0;60.0;22.0;-10.0;966.0
212.0;304.0;985.0;-284.0;52.0;76.0;178.0;1051.0
342.0;359.0;875.0;-351.0;55.0;7.0;-6.0;972.0
445.0;358.0;942.0;-331.0;-10.0;59.0;129.0;1046.0
426.0;349.0;867.0;-399.0;142.0;-23.0;1.0;1018.0
149.0;272.0;894.0;-278.0;78.0;-30.0;29.0;1010.0
331.0;398.0;833.0;-303.0;152.0;29.0;-58.0;943.0
266.0;117.0;1024.0;-169.0;234.0;-92.0;62.0;1108.0
312.0;392.0;895.0;-342.0;-73.0;57.0;52.0;948.0
401.0;379.0;1086.0;-395.0;218.0;-202.0;-129.0;921.0
21.0;287.0;1257.0;-207.0;134.0;-47.0;52.0;1382.0
213.0;470.0;1083.0;-269.0;57.0;-181.0;-70.0;887.0
345.0;359.0;876.0;-343.0;27.0;34.0;29.0;952.0
-54.0;481.0;692.0;-256.0;182.0;-20.0;-150.0;893.0
297.0;364.0;876.0;-290.0;53.0;-27.0;-10.0;955.0
320.0;328.0;880.0;-306.0;35.0;15.0;40.0;963.0
349.0;422.0;821.0;-524.0;-9.0;88.0;29.0;958.0
691.0;482.0;736.0;-506.0;-117.0;113.0;19.0;914.0
202.0;398.0;943.0;-317.0;86.0;-122.0;-59.0;914.0
67.0;123.0;901.0;-52.0;-12.0;194.0;302.0;947.0
311.0;294.0;931.0;-217.0;251.0;-60.0;-146.0;962.0
237.0;329.0;921.0;-341.0;20.0;88.0;89.0;995.0
271.0;371.0;886.0;-339.0;-80.0;-186.0;43.0;948.0
524.0;264.0;906.0;-202.0;-179.0;-102.0;95.0;857.0
330.0;380.0;978.0;-328.0;-178.0;27.0;228.0;867.0
353.0;336.0;913.0;-369.0;76.0;-20.0;9.0;1007.0
523.0;476.0;990.0;-364.0;222.0;-64.0;-126.0;990.0
388.0;461.0;901.0;-380.0;-34.0;-6.0;98.0;1060.0
227.0;447.0;1015.0;-329.0;-99.0;25.0;65.0;1270.0
377.0;358.0;918.0;-296.0;31.0;3.0;-30.0;1043.0
-21.0;372.0;665.0;-151.0;90.0;-50.0;-173.0;661.0
288.0;354.0;1063.0;-318.0;208.0;127.0;-134.0;1131.0
364.0;321.0;888.0;-184.0;40.0;40.0;49.0;976.0
237.0;232.0;957.0;-656.0;164.0;107.0;106.0;963.0
386.0;429.0;1151.0;-363.0;149.0;-4.0;50.0;1231.0
588.0;398.0;854.0;-422.0;-51.0;-53.0;-17.0;1015.0
52.0;271.0;820.0;-363.0;139.0;-38.0;-97.0;817.0
389.0;407.0;849.0;-370.0;-101.0;-25.0;58.0;943.0
215.0;126.0;944.0;-98.0;273.0;-144.0;-38.0;1017.0
387.0;430.0;1029.0;-359.0;96.0;-36.0;-113.0;1127.0
394.0;394.0;865.0;-336.0;-51.0;102.0;155.0;952.0
901.0;827.0;252.0;-807.0;145.0;-351.0;-282.0;522.0
619.0;421.0;1134.0;-435.0;208.0;35.0;51.0;1263.0
919.0;643.0;547.0;-516.0;-344.0;-2.0;-4.0;752.0
597.0;306.0;780.0;-369.0;193.0;140.0;-128.0;1098.0
645.0;458.0;959.0;-303.0;182.0;9.0;-17.0;950.0
382.0;314.0;849.0;-315.0;5.0;65.0;72.0;915.0
284.0;387.0;886.0;-382.0;63.0;87.0;111.0;950.0
485.0;457.0;893.0;-433.0;18.0;61.0;12.0;1059.0
554.0;437.0;903.0;-229.0;-23.0;-6.0;-6.0;951.0
311.0;382.0;862.0;-249.0;-10.0;191.0;192.0;920.0
128.0;296.0;985.0;-227.0;-150.0;-69.0;58.0;1007.0
275.0;252.0;885.0;-523.0;111.0;15.0;-1.0;795.0
417.0;705.0;330.0;-439.0;679.0;-615.0;-346.0;582.0
460.0;364.0;891.0;-176.0;-151.0;-119.0;54.0;1262.0
173.0;449.0;777.0;-334.0;-61.0;-114.0;-81.0;836.0
382.0;427.0;1087.0;-461.0;153.0;59.0;59.0;1162.0
