InertialMeasurementUnit RLA accZ;Accelerometer RUA^ accY;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RUA^ accZ;Accelerometer RWR accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY
612.0;548.0;267.0;572.0;709.0;270.0;-586.0;-8.0;471.0
?;644.0;278.0;534.0;840.0;459.0;?;17.0;495.0
451.0;566.0;293.0;605.0;952.0;545.0;-721.0;-41.0;613.0
364.0;596.0;271.0;683.0;893.0;654.0;-798.0;-118.0;781.0
437.0;736.0;152.0;699.0;956.0;974.0;-753.0;-155.0;896.0
348.0;679.0;12.0;870.0;917.0;1349.0;-756.0;-114.0;895.0
201.0;688.0;-154.0;921.0;694.0;1282.0;-786.0;-80.0;907.0
387.0;903.0;-454.0;950.0;604.0;1306.0;-785.0;-29.0;832.0
642.0;1025.0;-678.0;1109.0;721.0;1299.0;-776.0;402.0;648.0
?;1068.0;-729.0;1149.0;608.0;1203.0;-890.0;610.0;566.0
675.0;1139.0;-880.0;1002.0;449.0;1097.0;-927.0;641.0;512.0
789.0;1122.0;-971.0;985.0;447.0;1161.0;-975.0;851.0;375.0
715.0;1110.0;-965.0;953.0;415.0;1154.0;-958.0;1000.0;329.0
644.0;1182.0;-975.0;806.0;465.0;994.0;-977.0;978.0;363.0
708.0;1163.0;-941.0;777.0;478.0;1010.0;-995.0;1037.0;?
724.0;1114.0;-886.0;739.0;509.0;972.0;-1019.0;1066.0;316.0
664.0;1083.0;-813.0;688.0;409.0;893.0;-994.0;1018.0;354.0
698.0;1071.0;-767.0;657.0;380.0;820.0;-947.0;979.0;314.0
728.0;1104.0;?;602.0;353.0;791.0;-928.0;979.0;248.0
688.0;1140.0;-762.0;543.0;306.0;684.0;-930.0;970.0;?
694.0;1152.0;?;452.0;270.0;721.0;-973.0;1003.0;149.0
670.0;1133.0;-883.0;334.0;218.0;582.0;-1017.0;1043.0;102.0
658.0;1065.0;-902.0;314.0;225.0;579.0;-1018.0;1066.0;73.0
611.0;1022.0;-875.0;272.0;271.0;563.0;-971.0;1059.0;69.0
548.0;1049.0;-849.0;?;290.0;518.0;-943.0;1002.0;109.0
?;1031.0;-815.0;278.0;296.0;529.0;-933.0;976.0;154.0
492.0;1039.0;-781.0;317.0;351.0;536.0;-926.0;934.0;199.0
473.0;1012.0;-747.0;335.0;330.0;543.0;-930.0;911.0;241.0
455.0;1010.0;-722.0;360.0;306.0;497.0;-921.0;883.0;247.0
460.0;1001.0;-708.0;371.0;283.0;?;-909.0;868.0;232.0
490.0;1020.0;-723.0;343.0;238.0;552.0;-908.0;859.0;174.0
492.0;1024.0;-736.0;320.0;270.0;582.0;-916.0;875.0;148.0
491.0;1065.0;-742.0;320.0;250.0;607.0;-925.0;905.0;162.0
490.0;1072.0;-759.0;312.0;251.0;606.0;-945.0;915.0;189.0
501.0;1094.0;-795.0;351.0;?;579.0;-961.0;924.0;167.0
520.0;1086.0;-838.0;332.0;239.0;620.0;-974.0;966.0;113.0
522.0;1090.0;-848.0;290.0;229.0;601.0;-970.0;987.0;83.0
537.0;1055.0;-844.0;288.0;185.0;597.0;-963.0;942.0;106.0
564.0;1043.0;-828.0;293.0;227.0;576.0;-942.0;995.0;100.0
557.0;1089.0;?;286.0;219.0;637.0;-934.0;973.0;121.0
535.0;1108.0;-819.0;299.0;215.0;609.0;-947.0;957.0;145.0
553.0;1103.0;-845.0;288.0;232.0;582.0;-974.0;978.0;133.0
560.0;1082.0;-855.0;287.0;246.0;576.0;-977.0;1018.0;98.0
543.0;1080.0;-829.0;273.0;247.0;610.0;-955.0;997.0;126.0
537.0;1070.0;-811.0;270.0;266.0;580.0;-945.0;982.0;162.0
531.0;1049.0;-807.0;286.0;305.0;575.0;-953.0;964.0;186.0
520.0;?;-797.0;316.0;278.0;571.0;-948.0;953.0;?
519.0;1063.0;-786.0;348.0;?;546.0;-940.0;934.0;227.0
498.0;1029.0;-796.0;339.0;288.0;?;-945.0;943.0;213.0
471.0;1028.0;-795.0;338.0;176.0;571.0;-946.0;942.0;223.0
515.0;1068.0;-813.0;328.0;238.0;483.0;-933.0;967.0;169.0
?;940.0;-822.0;264.0;66.0;606.0;-934.0;961.0;113.0
520.0;967.0;-817.0;278.0;351.0;793.0;-910.0;977.0;61.0
465.0;1573.0;-681.0;119.0;301.0;?;-748.0;884.0;-7.0
495.0;1515.0;-1035.0;289.0;-33.0;428.0;-1337.0;873.0;457.0
686.0;1085.0;-1281.0;529.0;215.0;488.0;-1412.0;1363.0;39.0
493.0;1008.0;-1034.0;191.0;91.0;469.0;-1086.0;1389.0;-13.0
408.0;938.0;-810.0;148.0;124.0;477.0;-922.0;1019.0;10.0
431.0;933.0;-800.0;115.0;234.0;534.0;-861.0;917.0;15.0
374.0;1075.0;-753.0;185.0;306.0;558.0;-850.0;898.0;118.0
347.0;1112.0;-788.0;245.0;287.0;555.0;-938.0;850.0;234.0
376.0;1040.0;-868.0;332.0;306.0;581.0;-1027.0;960.0;291.0
378.0;1018.0;-806.0;349.0;313.0;571.0;-971.0;995.0;272.0
407.0;1001.0;-756.0;331.0;273.0;582.0;-925.0;909.0;236.0
469.0;1035.0;-765.0;310.0;270.0;617.0;-916.0;895.0;192.0
504.0;1054.0;-785.0;320.0;290.0;613.0;-928.0;908.0;184.0
499.0;1072.0;-803.0;310.0;296.0;628.0;-955.0;954.0;228.0
528.0;1069.0;-814.0;323.0;296.0;662.0;-966.0;963.0;239.0
562.0;1091.0;-817.0;345.0;295.0;652.0;-962.0;981.0;222.0
577.0;1096.0;-820.0;342.0;301.0;638.0;-967.0;?;213.0
573.0;1083.0;-829.0;334.0;310.0;637.0;-976.0;991.0;?
566.0;1072.0;-832.0;348.0;330.0;659.0;-981.0;989.0;237.0
549.0;1073.0;-824.0;339.0;332.0;656.0;-974.0;985.0;254.0
529.0;1107.0;-816.0;359.0;317.0;629.0;-971.0;977.0;260.0
535.0;1149.0;-840.0;351.0;?;591.0;-996.0;989.0;252.0
?;1108.0;-882.0;354.0;288.0;588.0;-1040.0;1024.0;275.0
526.0;1043.0;-872.0;356.0;295.0;579.0;-1025.0;1048.0;253.0
?;1010.0;-810.0;316.0;306.0;608.0;-958.0;1010.0;248.0
491.0;1030.0;-767.0;309.0;286.0;595.0;-910.0;933.0;228.0
482.0;1033.0;-785.0;320.0;?;599.0;-925.0;895.0;233.0
478.0;1075.0;-797.0;320.0;301.0;570.0;-942.0;933.0;245.0
473.0;1075.0;-821.0;321.0;271.0;580.0;-970.0;?;254.0
?;1069.0;-830.0;317.0;233.0;561.0;-975.0;975.0;235.0
503.0;1070.0;-827.0;300.0;223.0;570.0;-966.0;987.0;196.0
511.0;1089.0;-831.0;294.0;232.0;559.0;-956.0;980.0;166.0
516.0;1101.0;-843.0;266.0;212.0;?;-961.0;977.0;132.0
536.0;1090.0;-855.0;254.0;226.0;572.0;-975.0;991.0;?
545.0;1069.0;-859.0;223.0;253.0;575.0;-982.0;1025.0;106.0
541.0;1073.0;-847.0;235.0;238.0;541.0;-975.0;1001.0;148.0
531.0;1051.0;-825.0;275.0;223.0;547.0;-960.0;987.0;?
510.0;1073.0;-816.0;300.0;230.0;562.0;-953.0;982.0;165.0
490.0;1081.0;-821.0;289.0;217.0;555.0;-950.0;955.0;147.0
497.0;1089.0;-845.0;258.0;209.0;539.0;-965.0;992.0;128.0
500.0;1080.0;-843.0;243.0;188.0;?;-963.0;992.0;117.0
491.0;1071.0;-848.0;242.0;228.0;540.0;-966.0;997.0;119.0
483.0;1089.0;-847.0;234.0;215.0;537.0;-961.0;990.0;115.0
484.0;1065.0;-845.0;223.0;223.0;558.0;?;999.0;127.0
484.0;1046.0;-829.0;253.0;266.0;533.0;-954.0;978.0;148.0
479.0;1040.0;-813.0;252.0;287.0;547.0;-942.0;960.0;186.0
486.0;1038.0;-800.0;278.0;268.0;550.0;-937.0;948.0;204.0
483.0;1057.0;-791.0;300.0;253.0;562.0;-926.0;945.0;193.0
496.0;1052.0;-806.0;269.0;237.0;486.0;-940.0;939.0;181.0
494.0;1079.0;-828.0;281.0;170.0;495.0;-961.0;980.0;173.0
503.0;825.0;-841.0;249.0;150.0;?;-961.0;968.0;137.0
478.0;1400.0;-721.0;231.0;334.0;579.0;-813.0;985.0;51.0
391.0;1503.0;-751.0;137.0;67.0;415.0;-940.0;727.0;238.0
623.0;1020.0;-1324.0;506.0;116.0;468.0;-1412.0;1250.0;196.0
483.0;901.0;-1020.0;286.0;?;458.0;-1110.0;1456.0;-51.0
334.0;921.0;-741.0;63.0;?;531.0;-858.0;937.0;129.0
?;1066.0;-725.0;231.0;?;621.0;-820.0;835.0;61.0
356.0;1222.0;-764.0;237.0;156.0;547.0;-883.0;834.0;108.0
352.0;1189.0;-921.0;297.0;118.0;528.0;-1060.0;925.0;191.0
372.0;1105.0;-1005.0;329.0;104.0;534.0;?;1093.0;122.0
360.0;1116.0;-933.0;215.0;77.0;529.0;?;1070.0;60.0
362.0;?;-885.0;144.0;?;491.0;-976.0;1004.0;18.0
405.0;1116.0;-934.0;158.0;120.0;509.0;-1004.0;1010.0;-28.0
409.0;1099.0;-940.0;148.0;168.0;520.0;-1013.0;1068.0;-3.0
399.0;1067.0;-902.0;158.0;174.0;538.0;-1000.0;1029.0;83.0
424.0;1054.0;-853.0;207.0;220.0;518.0;-968.0;999.0;103.0
434.0;1051.0;-830.0;240.0;215.0;529.0;-960.0;967.0;135.0
428.0;1076.0;-822.0;269.0;216.0;518.0;-954.0;961.0;163.0
454.0;1077.0;-832.0;276.0;232.0;558.0;-973.0;957.0;168.0
477.0;1095.0;-851.0;277.0;231.0;586.0;-993.0;973.0;157.0
483.0;1107.0;-854.0;263.0;218.0;598.0;-997.0;984.0;157.0
507.0;1128.0;-855.0;266.0;224.0;622.0;-998.0;1006.0;162.0
519.0;1130.0;-860.0;281.0;247.0;602.0;-1006.0;1007.0;165.0
530.0;1150.0;-876.0;?;198.0;581.0;-1018.0;?;159.0
542.0;1105.0;-910.0;300.0;197.0;579.0;-1043.0;1045.0;144.0
534.0;1080.0;-895.0;252.0;191.0;574.0;-1020.0;1075.0;116.0
510.0;1079.0;-854.0;241.0;218.0;542.0;?;1034.0;127.0
505.0;1097.0;-848.0;247.0;204.0;?;-977.0;1006.0;140.0
495.0;1089.0;-846.0;293.0;206.0;550.0;-979.0;991.0;150.0
489.0;1087.0;-849.0;275.0;198.0;557.0;-975.0;1011.0;142.0
495.0;1091.0;-848.0;256.0;213.0;532.0;-970.0;1006.0;128.0
?;1079.0;-851.0;260.0;218.0;557.0;-971.0;990.0;?
490.0;1062.0;-847.0;261.0;214.0;510.0;-967.0;981.0;141.0
494.0;1048.0;-840.0;238.0;222.0;526.0;-961.0;988.0;141.0
489.0;1035.0;-820.0;238.0;193.0;507.0;-938.0;967.0;136.0
479.0;1042.0;-821.0;236.0;214.0;502.0;-945.0;953.0;149.0
473.0;1045.0;-799.0;245.0;240.0;513.0;-921.0;951.0;145.0
459.0;1029.0;-799.0;240.0;218.0;530.0;-932.0;945.0;162.0
471.0;1058.0;-804.0;251.0;?;553.0;-931.0;948.0;143.0
478.0;1070.0;-822.0;244.0;207.0;568.0;-942.0;969.0;127.0
485.0;1060.0;-834.0;224.0;237.0;570.0;-950.0;971.0;132.0
497.0;1083.0;-826.0;233.0;216.0;?;-949.0;980.0;136.0
505.0;1086.0;-828.0;253.0;231.0;567.0;-951.0;979.0;144.0
516.0;1066.0;?;262.0;221.0;562.0;-958.0;981.0;143.0
525.0;1055.0;-831.0;260.0;?;?;-954.0;989.0;144.0
526.0;1054.0;-818.0;249.0;203.0;592.0;-938.0;978.0;136.0
526.0;1075.0;-837.0;240.0;200.0;528.0;-948.0;997.0;119.0
508.0;1058.0;-825.0;229.0;252.0;533.0;-941.0;990.0;106.0
503.0;1035.0;-826.0;242.0;286.0;539.0;-952.0;980.0;130.0
484.0;?;-799.0;258.0;245.0;557.0;-939.0;968.0;193.0
474.0;1048.0;-770.0;287.0;295.0;504.0;-915.0;935.0;209.0
468.0;958.0;-762.0;294.0;152.0;682.0;-906.0;907.0;211.0
483.0;1111.0;-772.0;331.0;344.0;763.0;-903.0;913.0;156.0
447.0;1475.0;-708.0;210.0;52.0;453.0;-817.0;872.0;84.0
557.0;1261.0;-1169.0;323.0;-29.0;?;-1330.0;980.0;260.0
608.0;1090.0;-1164.0;374.0;?;?;-1227.0;1344.0;?
418.0;1056.0;-941.0;82.0;-1.0;454.0;-1014.0;1179.0;-52.0
395.0;1010.0;-903.0;87.0;?;507.0;-965.0;999.0;?
397.0;1100.0;-856.0;124.0;177.0;541.0;-909.0;976.0;-64.0
309.0;1227.0;-829.0;126.0;167.0;500.0;-929.0;920.0;82.0
302.0;1166.0;-940.0;267.0;152.0;509.0;-1074.0;952.0;156.0
338.0;1113.0;-990.0;291.0;108.0;507.0;-1105.0;1079.0;120.0
321.0;1090.0;-919.0;195.0;97.0;486.0;-1018.0;1072.0;98.0
332.0;1122.0;-883.0;197.0;41.0;?;-992.0;998.0;64.0
382.0;1101.0;-904.0;173.0;112.0;?;-990.0;998.0;8.0
399.0;1087.0;?;183.0;169.0;526.0;-997.0;1031.0;2.0
400.0;1080.0;-878.0;174.0;205.0;538.0;-991.0;1020.0;57.0
423.0;1050.0;-845.0;201.0;224.0;548.0;-975.0;969.0;105.0
428.0;1052.0;-820.0;251.0;253.0;562.0;-961.0;955.0;154.0
437.0;1038.0;-810.0;291.0;193.0;561.0;-957.0;936.0;177.0
461.0;1095.0;-820.0;296.0;?;593.0;-960.0;?;163.0
479.0;1091.0;-835.0;280.0;227.0;597.0;-969.0;969.0;153.0
497.0;1071.0;-850.0;282.0;228.0;587.0;-983.0;988.0;163.0
519.0;1092.0;-856.0;271.0;249.0;609.0;-989.0;1009.0;167.0
525.0;1097.0;-852.0;300.0;?;619.0;-986.0;1000.0;180.0
522.0;1094.0;-835.0;280.0;262.0;622.0;-975.0;1006.0;191.0
533.0;1143.0;-853.0;297.0;244.0;592.0;-991.0;992.0;197.0
547.0;1137.0;-868.0;?;230.0;609.0;-1008.0;1010.0;184.0
551.0;1099.0;-895.0;308.0;215.0;579.0;-1030.0;1030.0;183.0
535.0;1102.0;-872.0;274.0;241.0;589.0;-995.0;?;138.0
?;1092.0;-853.0;249.0;241.0;547.0;-977.0;1013.0;139.0
511.0;1087.0;-853.0;255.0;239.0;524.0;-981.0;1000.0;165.0
506.0;1062.0;-861.0;275.0;223.0;538.0;-994.0;1018.0;173.0
503.0;1062.0;-845.0;272.0;216.0;529.0;-975.0;999.0;162.0
510.0;1041.0;-837.0;248.0;222.0;550.0;-959.0;987.0;140.0
500.0;1065.0;-824.0;232.0;254.0;536.0;-951.0;?;146.0
484.0;1053.0;-811.0;256.0;240.0;518.0;-938.0;?;175.0
480.0;1049.0;-811.0;263.0;208.0;497.0;-941.0;957.0;179.0
479.0;1050.0;-821.0;262.0;158.0;501.0;-941.0;980.0;143.0
474.0;1063.0;-822.0;233.0;182.0;535.0;-934.0;961.0;?
471.0;1091.0;-846.0;183.0;209.0;552.0;-951.0;972.0;67.0
472.0;1086.0;-863.0;186.0;?;500.0;-976.0;991.0;90.0
?;1045.0;?;210.0;249.0;541.0;-981.0;997.0;137.0
484.0;1037.0;-820.0;250.0;280.0;552.0;-953.0;972.0;172.0
480.0;1044.0;-792.0;265.0;275.0;581.0;-932.0;946.0;211.0
501.0;1053.0;-783.0;293.0;246.0;553.0;-923.0;944.0;211.0
516.0;1065.0;-798.0;292.0;203.0;571.0;-928.0;958.0;163.0
526.0;1071.0;-830.0;271.0;221.0;569.0;-945.0;985.0;113.0
524.0;1062.0;-838.0;223.0;?;544.0;-948.0;1002.0;118.0
505.0;1050.0;-824.0;234.0;202.0;536.0;-945.0;982.0;150.0
517.0;1070.0;-818.0;257.0;209.0;547.0;-922.0;958.0;144.0
502.0;1083.0;-819.0;250.0;230.0;512.0;-928.0;970.0;123.0
504.0;1094.0;-833.0;240.0;215.0;533.0;-941.0;962.0;115.0
508.0;1041.0;-844.0;213.0;237.0;535.0;-949.0;984.0;111.0
486.0;1040.0;-832.0;232.0;207.0;535.0;-940.0;992.0;141.0
469.0;?;-812.0;223.0;189.0;444.0;-922.0;961.0;?
471.0;964.0;?;244.0;134.0;692.0;-935.0;940.0;159.0
470.0;?;-818.0;245.0;269.0;655.0;-911.0;960.0;106.0
408.0;1576.0;-731.0;?;56.0;458.0;?;850.0;84.0
507.0;1145.0;-1282.0;268.0;?;501.0;-1393.0;1051.0;273.0
544.0;1057.0;?;327.0;80.0;472.0;-1183.0;1492.0;-129.0
385.0;1010.0;-902.0;82.0;51.0;497.0;-992.0;1008.0;13.0
368.0;1031.0;-861.0;150.0;134.0;576.0;-944.0;996.0;4.0
?;1178.0;-799.0;198.0;197.0;566.0;-894.0;?;47.0
326.0;1236.0;-866.0;232.0;188.0;?;-993.0;905.0;156.0
340.0;1137.0;?;293.0;158.0;572.0;-1128.0;1043.0;167.0
356.0;1071.0;-983.0;277.0;180.0;587.0;-1087.0;1125.0;148.0
344.0;1086.0;-883.0;194.0;204.0;543.0;-986.0;1029.0;155.0
375.0;1082.0;?;211.0;217.0;549.0;-984.0;973.0;142.0
414.0;1070.0;-876.0;266.0;?;551.0;-997.0;986.0;167.0
447.0;1090.0;-849.0;282.0;217.0;590.0;-972.0;999.0;170.0
458.0;1085.0;-835.0;252.0;239.0;561.0;-968.0;971.0;184.0
471.0;1030.0;-844.0;273.0;251.0;590.0;-983.0;?;184.0
487.0;1067.0;-826.0;291.0;192.0;560.0;-949.0;993.0;205.0
514.0;1080.0;-810.0;?;220.0;558.0;-943.0;?;144.0
506.0;1093.0;-856.0;248.0;250.0;535.0;-967.0;995.0;144.0
?;1083.0;-860.0;238.0;244.0;604.0;-983.0;?;143.0
496.0;1077.0;-835.0;239.0;259.0;573.0;-970.0;992.0;173.0
479.0;1059.0;-829.0;282.0;284.0;583.0;-969.0;977.0;221.0
468.0;1075.0;-818.0;323.0;286.0;582.0;-965.0;973.0;240.0
477.0;1097.0;-816.0;?;289.0;610.0;-962.0;954.0;236.0
485.0;1101.0;-840.0;302.0;306.0;605.0;-988.0;979.0;241.0
493.0;1084.0;-854.0;?;309.0;603.0;-1003.0;998.0;256.0
503.0;1079.0;-840.0;305.0;338.0;621.0;-989.0;998.0;273.0
515.0;1071.0;-821.0;319.0;?;606.0;-972.0;993.0;274.0
516.0;1079.0;-809.0;336.0;295.0;601.0;-961.0;964.0;?
531.0;1080.0;-814.0;340.0;248.0;585.0;-960.0;969.0;262.0
532.0;1070.0;-824.0;310.0;228.0;562.0;-964.0;990.0;221.0
531.0;1069.0;-832.0;299.0;?;550.0;-964.0;980.0;191.0
522.0;1074.0;-840.0;277.0;196.0;560.0;-965.0;992.0;166.0
513.0;1104.0;-841.0;247.0;182.0;539.0;-954.0;996.0;139.0
499.0;1089.0;-854.0;217.0;173.0;539.0;-967.0;990.0;121.0
481.0;?;-859.0;218.0;205.0;482.0;-969.0;986.0;130.0
482.0;1066.0;-857.0;220.0;188.0;443.0;-969.0;1000.0;127.0
483.0;1033.0;-845.0;231.0;201.0;489.0;-950.0;997.0;136.0
455.0;1041.0;?;217.0;222.0;483.0;-928.0;975.0;143.0
?;1048.0;-810.0;208.0;199.0;480.0;-936.0;?;161.0
462.0;1066.0;-825.0;206.0;178.0;501.0;-944.0;958.0;152.0
473.0;?;-823.0;218.0;179.0;512.0;-930.0;961.0;118.0
458.0;1113.0;-846.0;209.0;170.0;541.0;-955.0;?;111.0
489.0;1098.0;-877.0;210.0;152.0;545.0;-988.0;1017.0;98.0
497.0;1128.0;-885.0;206.0;137.0;531.0;-993.0;1030.0;79.0
490.0;1091.0;?;195.0;168.0;526.0;-984.0;1009.0;60.0
493.0;1070.0;-883.0;184.0;169.0;549.0;-980.0;1037.0;77.0
487.0;1072.0;-858.0;214.0;188.0;540.0;-966.0;1008.0;98.0
474.0;1090.0;-838.0;201.0;192.0;550.0;-951.0;997.0;?
478.0;1092.0;-832.0;225.0;218.0;508.0;-952.0;967.0;149.0
475.0;1094.0;-847.0;258.0;204.0;520.0;-966.0;977.0;153.0
481.0;1059.0;-852.0;228.0;189.0;506.0;-970.0;1003.0;143.0
484.0;1065.0;-851.0;233.0;185.0;?;-962.0;1005.0;?
479.0;1076.0;-838.0;216.0;195.0;?;-945.0;977.0;113.0
472.0;1079.0;-844.0;210.0;184.0;532.0;-954.0;972.0;114.0
463.0;1009.0;-832.0;209.0;168.0;512.0;-948.0;?;126.0
448.0;1084.0;-807.0;?;142.0;506.0;-919.0;978.0;130.0
448.0;931.0;-810.0;212.0;36.0;658.0;-904.0;918.0;88.0
469.0;1345.0;-835.0;203.0;195.0;573.0;?;998.0;-11.0
415.0;1385.0;-819.0;74.0;44.0;475.0;-918.0;889.0;-19.0
?;1204.0;-1221.0;311.0;20.0;499.0;-1298.0;1263.0;?
494.0;1105.0;-1084.0;203.0;41.0;450.0;-1160.0;1291.0;-125.0
391.0;1019.0;-979.0;97.0;92.0;482.0;-1049.0;1104.0;-27.0
?;1014.0;-874.0;145.0;174.0;547.0;-950.0;1031.0;12.0
314.0;1102.0;-826.0;159.0;257.0;?;-916.0;925.0;93.0
267.0;1125.0;-843.0;221.0;271.0;557.0;-973.0;888.0;237.0
276.0;1106.0;-881.0;330.0;241.0;542.0;-1038.0;951.0;313.0
320.0;1079.0;-869.0;?;214.0;545.0;-1014.0;989.0;279.0
344.0;1094.0;-864.0;355.0;138.0;530.0;-997.0;959.0;225.0
385.0;1100.0;-866.0;275.0;135.0;559.0;-973.0;958.0;127.0
455.0;1094.0;-879.0;207.0;196.0;594.0;-979.0;998.0;79.0
