InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4
13.0;4.0;594.0;-118.0;144.0;203.0;-415.0
-7.0;-17.0;594.0;-70.0;138.0;218.0;-396.0
-11.0;-26.0;592.0;-48.0;133.0;226.0;-393.0
21.0;-6.0;681.0;62.0;189.0;307.0;-350.0
151.0;59.0;795.0;132.0;69.0;516.0;-84.0
39.0;-41.0;683.0;97.0;221.0;351.0;-396.0
-203.0;495.0;743.0;92.0;-471.0;615.0;704.0
-328.0;-46.0;294.0;553.0;-60.0;344.0;-91.0
-168.0;48.0;321.0;511.0;22.0;187.0;-381.0
-244.0;-62.0;343.0;484.0;-67.0;389.0;-215.0
216.0;6.0;807.0;111.0;186.0;507.0;-158.0
-120.0;-5.0;367.0;447.0;16.0;279.0;-406.0
-58.0;-123.0;422.0;400.0;31.0;319.0;-429.0
-48.0;-245.0;527.0;383.0;153.0;511.0;-410.0
-515.0;586.0;775.0;-198.0;-651.0;585.0;850.0
205.0;130.0;392.0;481.0;-6.0;398.0;337.0
-147.0;-97.0;493.0;313.0;35.0;403.0;-216.0
153.0;-395.0;680.0;210.0;307.0;612.0;-643.0
-103.0;-247.0;492.0;398.0;149.0;512.0;-569.0
357.0;-9.0;190.0;587.0;192.0;231.0;100.0
-176.0;-117.0;472.0;397.0;-66.0;434.0;-783.0
28.0;20.0;593.0;-161.0;146.0;198.0;-447.0
-198.0;-178.0;407.0;486.0;26.0;455.0;-315.0
-6.0;26.0;680.0;11.0;168.0;262.0;-343.0
-104.0;-188.0;422.0;477.0;34.0;440.0;-459.0
-3.0;20.0;680.0;20.0;170.0;268.0;-345.0
-272.0;-82.0;286.0;542.0;58.0;372.0;-809.0
631.0;-513.0;-507.0;518.0;616.0;-333.0;-763.0
-534.0;171.0;18.0;-595.0;-313.0;-76.0;299.0
2.0;6.0;572.0;-156.0;146.0;222.0;-464.0
-3.0;3.0;569.0;-149.0;147.0;226.0;-467.0
10.0;8.0;575.0;-162.0;146.0;219.0;-462.0
-534.0;207.0;-36.0;627.0;-337.0;106.0;259.0
-374.0;87.0;153.0;574.0;-248.0;246.0;27.0
120.0;-654.0;764.0;-22.0;644.0;642.0;-857.0
-459.0;-186.0;414.0;472.0;51.0;465.0;-497.0
23.0;16.0;584.0;-169.0;149.0;204.0;-458.0
-18.0;47.0;679.0;-33.0;154.0;247.0;-342.0
-145.0;-144.0;552.0;264.0;116.0;441.0;-280.0
