Accelerometer LH accX;Accelerometer LUA_ accZ;Accelerometer LWR accY;InertialMeasurementUnit LLA accY;Accelerometer LH accZ;InertialMeasurementUnit LLA accZ;Accelerometer LUA_ accX;Accelerometer LUA_ accY
408.0;336.0;942.0;-374.0;275.0;-65.0;-132.0;1138.0
423.0;489.0;946.0;-226.0;315.0;-53.0;-211.0;1039.0
184.0;475.0;1155.0;-184.0;129.0;-48.0;56.0;1217.0
330.0;325.0;888.0;-370.0;212.0;12.0;17.0;951.0
291.0;356.0;925.0;-311.0;109.0;32.0;25.0;947.0
279.0;315.0;877.0;-302.0;88.0;29.0;9.0;951.0
329.0;404.0;871.0;-308.0;51.0;58.0;70.0;950.0
279.0;289.0;911.0;-317.0;66.0;7.0;2.0;939.0
328.0;371.0;859.0;-337.0;12.0;51.0;80.0;929.0
282.0;344.0;869.0;-337.0;129.0;-22.0;-9.0;946.0
317.0;359.0;902.0;-314.0;42.0;29.0;23.0;950.0
332.0;417.0;857.0;-341.0;4.0;53.0;70.0;946.0
343.0;341.0;885.0;-337.0;73.0;29.0;28.0;956.0
310.0;340.0;830.0;-66.0;260.0;-106.0;88.0;879.0
330.0;358.0;859.0;-347.0;58.0;30.0;23.0;959.0
272.0;310.0;877.0;-188.0;53.0;-130.0;45.0;938.0
174.0;186.0;911.0;-230.0;45.0;-61.0;99.0;1096.0
219.0;318.0;847.0;-252.0;337.0;-177.0;-122.0;956.0
349.0;379.0;880.0;-345.0;62.0;25.0;26.0;934.0
249.0;361.0;856.0;-274.0;-13.0;-26.0;45.0;924.0
312.0;379.0;872.0;-310.0;45.0;4.0;30.0;960.0
298.0;357.0;865.0;-304.0;93.0;9.0;37.0;946.0
312.0;326.0;911.0;-261.0;158.0;17.0;37.0;979.0
200.0;295.0;911.0;-290.0;167.0;50.0;65.0;987.0
340.0;383.0;880.0;-328.0;42.0;24.0;22.0;932.0
312.0;392.0;895.0;-342.0;-73.0;57.0;52.0;948.0
352.0;386.0;859.0;-317.0;48.0;18.0;30.0;950.0
358.0;387.0;857.0;-323.0;30.0;20.0;10.0;970.0
352.0;361.0;877.0;-329.0;33.0;19.0;16.0;955.0
318.0;387.0;885.0;-322.0;84.0;54.0;71.0;922.0
324.0;359.0;884.0;-343.0;81.0;23.0;17.0;955.0
339.0;368.0;857.0;-317.0;57.0;20.0;19.0;943.0
304.0;345.0;877.0;-331.0;93.0;-37.0;-10.0;970.0
-136.0;194.0;879.0;-252.0;-188.0;-107.0;261.0;953.0
231.0;322.0;868.0;-320.0;63.0;-18.0;58.0;933.0
248.0;356.0;898.0;-341.0;166.0;-3.0;24.0;971.0
101.0;314.0;1223.0;-222.0;368.0;-38.0;70.0;1192.0
299.0;358.0;894.0;-299.0;78.0;9.0;18.0;963.0
337.0;336.0;883.0;-295.0;24.0;21.0;57.0;943.0
314.0;346.0;899.0;-311.0;76.0;18.0;21.0;971.0
203.0;278.0;952.0;-274.0;258.0;-72.0;106.0;1035.0
334.0;346.0;856.0;-297.0;85.0;21.0;6.0;939.0
369.0;374.0;872.0;-344.0;79.0;81.0;70.0;952.0
338.0;397.0;872.0;-327.0;55.0;26.0;40.0;942.0
269.0;502.0;748.0;-390.0;-627.0;388.0;339.0;817.0
321.0;334.0;900.0;-285.0;91.0;138.0;118.0;939.0
337.0;351.0;863.0;-358.0;44.0;34.0;28.0;953.0
333.0;374.0;858.0;-340.0;66.0;30.0;4.0;961.0
355.0;369.0;865.0;-313.0;1.0;100.0;106.0;942.0
351.0;354.0;870.0;-349.0;58.0;31.0;35.0;948.0
311.0;381.0;858.0;-319.0;40.0;142.0;125.0;912.0
214.0;306.0;925.0;-251.0;41.0;92.0;112.0;953.0
340.0;373.0;873.0;-335.0;51.0;24.0;41.0;961.0
370.0;401.0;857.0;-326.0;27.0;7.0;28.0;916.0
299.0;380.0;851.0;-321.0;74.0;44.0;69.0;942.0
358.0;382.0;858.0;-331.0;41.0;14.0;27.0;953.0
263.0;376.0;857.0;-286.0;21.0;69.0;65.0;925.0
336.0;360.0;889.0;-335.0;56.0;22.0;19.0;962.0
341.0;360.0;894.0;-338.0;63.0;29.0;29.0;952.0
335.0;375.0;883.0;-337.0;70.0;34.0;29.0;970.0
231.0;466.0;741.0;-235.0;-179.0;15.0;101.0;894.0
360.0;376.0;858.0;-312.0;51.0;18.0;13.0;960.0
328.0;329.0;874.0;-346.0;80.0;35.0;29.0;940.0
340.0;338.0;871.0;-285.0;83.0;28.0;22.0;967.0
345.0;368.0;878.0;-319.0;60.0;40.0;15.0;944.0
333.0;323.0;867.0;-306.0;67.0;24.0;24.0;956.0
307.0;398.0;887.0;-348.0;-33.0;110.0;155.0;952.0
299.0;388.0;871.0;-341.0;82.0;47.0;59.0;955.0
348.0;355.0;885.0;-336.0;32.0;39.0;7.0;956.0
356.0;379.0;894.0;-240.0;-40.0;127.0;119.0;964.0
297.0;359.0;859.0;-321.0;59.0;13.0;12.0;962.0
292.0;403.0;874.0;-356.0;93.0;8.0;27.0;952.0
275.0;315.0;889.0;-355.0;121.0;35.0;34.0;956.0
262.0;264.0;1033.0;-417.0;209.0;-2.0;-29.0;1058.0
359.0;282.0;871.0;-431.0;107.0;16.0;129.0;823.0
350.0;329.0;906.0;-371.0;107.0;-12.0;14.0;1001.0
347.0;357.0;894.0;-311.0;78.0;36.0;8.0;972.0
360.0;455.0;838.0;-344.0;10.0;83.0;66.0;894.0
400.0;408.0;892.0;-312.0;20.0;97.0;93.0;944.0
448.0;456.0;704.0;-324.0;167.0;144.0;43.0;790.0
379.0;373.0;886.0;-314.0;64.0;24.0;8.0;952.0
298.0;388.0;870.0;-281.0;77.0;85.0;52.0;921.0
309.0;367.0;886.0;-296.0;58.0;11.0;28.0;953.0
302.0;306.0;853.0;-118.0;-188.0;-9.0;159.0;860.0
310.0;351.0;876.0;-294.0;79.0;8.0;29.0;943.0
316.0;351.0;876.0;-327.0;65.0;25.0;39.0;970.0
330.0;349.0;870.0;-328.0;86.0;19.0;38.0;943.0
307.0;348.0;887.0;-325.0;91.0;20.0;8.0;951.0
615.0;554.0;606.0;-522.0;312.0;-405.0;-340.0;779.0
310.0;376.0;896.0;-332.0;56.0;42.0;65.0;961.0
351.0;340.0;865.0;-373.0;74.0;27.0;19.0;961.0
215.0;407.0;831.0;-578.0;101.0;70.0;-20.0;998.0
282.0;319.0;749.0;-448.0;54.0;57.0;73.0;994.0
459.0;410.0;914.0;-273.0;-13.0;71.0;124.0;1022.0
436.0;349.0;882.0;-323.0;198.0;-111.0;-9.0;974.0
336.0;394.0;878.0;-325.0;31.0;26.0;34.0;961.0
264.0;359.0;1005.0;-341.0;189.0;204.0;21.0;970.0
371.0;335.0;867.0;-389.0;73.0;57.0;65.0;963.0
428.0;361.0;941.0;-339.0;124.0;120.0;34.0;983.0
321.0;388.0;876.0;-327.0;64.0;-41.0;33.0;944.0
356.0;340.0;861.0;-335.0;53.0;35.0;19.0;952.0
313.0;382.0;877.0;-319.0;63.0;-46.0;17.0;946.0
485.0;359.0;803.0;-436.0;72.0;69.0;36.0;941.0
359.0;413.0;861.0;-375.0;43.0;33.0;14.0;931.0
334.0;398.0;868.0;-291.0;99.0;36.0;38.0;931.0
414.0;424.0;874.0;-348.0;195.0;18.0;92.0;917.0
599.0;548.0;681.0;-538.0;367.0;-118.0;-53.0;861.0
383.0;363.0;876.0;-321.0;90.0;11.0;-12.0;962.0
433.0;455.0;889.0;-439.0;-38.0;38.0;38.0;1057.0
225.0;439.0;957.0;-480.0;-10.0;-238.0;19.0;973.0
381.0;388.0;842.0;-350.0;30.0;26.0;29.0;951.0
298.0;398.0;846.0;-257.0;-125.0;-168.0;-1.0;928.0
337.0;395.0;864.0;-338.0;25.0;-39.0;20.0;950.0
305.0;405.0;867.0;-325.0;99.0;-10.0;11.0;948.0
366.0;388.0;846.0;-358.0;36.0;28.0;19.0;933.0
358.0;359.0;884.0;-290.0;5.0;8.0;39.0;971.0
348.0;400.0;854.0;-327.0;98.0;-9.0;-11.0;950.0
351.0;416.0;868.0;-355.0;20.0;18.0;14.0;944.0
349.0;445.0;865.0;-409.0;-43.0;70.0;2.0;939.0
457.0;573.0;690.0;-510.0;395.0;-81.0;-19.0;839.0
340.0;350.0;891.0;-321.0;21.0;13.0;19.0;960.0
342.0;361.0;869.0;-291.0;12.0;-6.0;46.0;932.0
321.0;386.0;858.0;-311.0;30.0;7.0;36.0;948.0
334.0;359.0;869.0;-319.0;35.0;5.0;31.0;951.0
344.0;373.0;860.0;-326.0;41.0;13.0;36.0;944.0
360.0;411.0;868.0;-337.0;122.0;-5.0;1.0;944.0
505.0;362.0;831.0;-361.0;298.0;-103.0;-169.0;994.0
345.0;344.0;876.0;-341.0;124.0;-10.0;-13.0;954.0
513.0;410.0;849.0;-408.0;126.0;-51.0;-48.0;949.0
360.0;381.0;853.0;-335.0;25.0;23.0;27.0;949.0
361.0;377.0;869.0;-332.0;30.0;32.0;25.0;941.0
337.0;377.0;861.0;-325.0;44.0;33.0;40.0;943.0
354.0;347.0;876.0;-324.0;76.0;26.0;20.0;944.0
448.0;429.0;950.0;-292.0;-102.0;16.0;138.0;1115.0
351.0;385.0;876.0;-347.0;9.0;29.0;24.0;943.0
441.0;536.0;765.0;-370.0;-223.0;95.0;148.0;940.0
350.0;376.0;859.0;-351.0;42.0;11.0;20.0;932.0
340.0;393.0;877.0;-341.0;31.0;24.0;35.0;949.0
350.0;380.0;878.0;-328.0;29.0;24.0;46.0;954.0
335.0;376.0;875.0;-326.0;30.0;13.0;42.0;937.0
416.0;453.0;770.0;-386.0;-118.0;-204.0;-152.0;924.0
380.0;387.0;857.0;-345.0;79.0;13.0;18.0;956.0
623.0;490.0;854.0;-515.0;-15.0;-537.0;-63.0;814.0
221.0;409.0;848.0;-325.0;13.0;-195.0;-12.0;920.0
334.0;357.0;883.0;-334.0;33.0;15.0;44.0;955.0
291.0;333.0;883.0;-300.0;117.0;-12.0;0.0;960.0
328.0;371.0;863.0;-334.0;27.0;19.0;39.0;947.0
216.0;320.0;904.0;-276.0;82.0;-21.0;7.0;949.0
328.0;388.0;868.0;-334.0;70.0;-47.0;15.0;942.0
367.0;385.0;851.0;-357.0;37.0;12.0;19.0;956.0
328.0;383.0;867.0;-346.0;55.0;-42.0;14.0;946.0
343.0;397.0;868.0;-334.0;45.0;-27.0;27.0;931.0
341.0;389.0;849.0;-352.0;52.0;19.0;-7.0;930.0
348.0;391.0;858.0;-331.0;40.0;-15.0;9.0;958.0
356.0;348.0;751.0;-235.0;37.0;-23.0;-30.0;762.0
360.0;394.0;858.0;-339.0;61.0;-11.0;11.0;971.0
349.0;393.0;858.0;-345.0;72.0;3.0;8.0;925.0
360.0;399.0;850.0;-345.0;59.0;26.0;10.0;933.0
404.0;379.0;839.0;-349.0;60.0;52.0;66.0;960.0
311.0;345.0;876.0;-321.0;81.0;19.0;50.0;969.0
364.0;350.0;855.0;-332.0;24.0;33.0;27.0;951.0
344.0;359.0;857.0;-335.0;92.0;6.0;28.0;958.0
351.0;379.0;846.0;-344.0;31.0;38.0;10.0;952.0
367.0;387.0;861.0;-342.0;90.0;10.0;20.0;953.0
334.0;358.0;880.0;-346.0;93.0;6.0;0.0;952.0
330.0;362.0;869.0;-335.0;84.0;9.0;14.0;950.0
337.0;378.0;854.0;-336.0;76.0;7.0;23.0;946.0
333.0;385.0;862.0;-346.0;79.0;1.0;11.0;927.0
329.0;380.0;856.0;-328.0;77.0;-8.0;-18.0;956.0
347.0;387.0;853.0;-321.0;39.0;-18.0;1.0;933.0
354.0;402.0;880.0;-335.0;51.0;26.0;43.0;923.0
336.0;373.0;854.0;-333.0;98.0;-20.0;11.0;929.0
338.0;383.0;859.0;-333.0;20.0;15.0;10.0;953.0
392.0;387.0;874.0;-357.0;14.0;29.0;17.0;941.0
329.0;396.0;877.0;-339.0;22.0;9.0;16.0;939.0
185.0;508.0;967.0;-335.0;152.0;-155.0;-10.0;1066.0
334.0;382.0;868.0;-356.0;41.0;13.0;30.0;954.0
304.0;411.0;855.0;-347.0;121.0;-23.0;-28.0;926.0
336.0;395.0;869.0;-345.0;29.0;9.0;43.0;962.0
299.0;355.0;877.0;-315.0;50.0;39.0;37.0;933.0
338.0;366.0;850.0;-347.0;50.0;9.0;23.0;962.0
356.0;345.0;872.0;-326.0;15.0;25.0;28.0;961.0
118.0;247.0;905.0;-152.0;19.0;176.0;241.0;938.0
173.0;263.0;902.0;-359.0;107.0;57.0;125.0;1024.0
359.0;377.0;822.0;-364.0;66.0;24.0;12.0;940.0
184.0;270.0;986.0;-425.0;97.0;99.0;142.0;1222.0
343.0;373.0;887.0;-328.0;59.0;35.0;32.0;958.0
-72.0;489.0;782.0;-501.0;-331.0;23.0;231.0;1170.0
354.0;391.0;887.0;-381.0;63.0;27.0;-12.0;975.0
280.0;387.0;855.0;-327.0;147.0;-15.0;0.0;950.0
323.0;379.0;862.0;-370.0;46.0;33.0;0.0;925.0
303.0;361.0;877.0;-321.0;53.0;27.0;35.0;967.0
329.0;363.0;886.0;-326.0;41.0;32.0;39.0;961.0
383.0;398.0;850.0;-362.0;60.0;35.0;10.0;944.0
342.0;388.0;883.0;-328.0;43.0;37.0;42.0;946.0
338.0;350.0;887.0;-332.0;62.0;8.0;39.0;950.0
733.0;311.0;943.0;-380.0;138.0;19.0;-3.0;1020.0
503.0;421.0;1073.0;-412.0;149.0;3.0;85.0;1223.0
179.0;358.0;771.0;-336.0;253.0;231.0;-29.0;744.0
576.0;418.0;825.0;-346.0;66.0;-228.0;263.0;972.0
181.0;438.0;831.0;-374.0;217.0;59.0;62.0;920.0
404.0;363.0;885.0;-335.0;70.0;19.0;48.0;989.0
358.0;362.0;864.0;-329.0;21.0;33.0;21.0;970.0
325.0;367.0;873.0;-325.0;19.0;26.0;27.0;945.0
341.0;380.0;892.0;-347.0;90.0;-26.0;-10.0;953.0
359.0;397.0;860.0;-310.0;61.0;10.0;20.0;945.0
351.0;379.0;873.0;-328.0;38.0;25.0;39.0;952.0
331.0;385.0;903.0;-315.0;0.0;62.0;72.0;967.0
350.0;365.0;875.0;-338.0;38.0;20.0;40.0;963.0
328.0;351.0;842.0;-328.0;41.0;22.0;38.0;957.0
335.0;368.0;870.0;-341.0;43.0;27.0;48.0;938.0
324.0;376.0;898.0;-331.0;-11.0;45.0;67.0;943.0
346.0;380.0;866.0;-325.0;29.0;22.0;31.0;952.0
352.0;378.0;868.0;-314.0;30.0;21.0;46.0;954.0
330.0;369.0;877.0;-288.0;58.0;1.0;31.0;946.0
331.0;360.0;879.0;-308.0;160.0;12.0;-22.0;953.0
337.0;378.0;796.0;-309.0;134.0;82.0;-65.0;909.0
360.0;375.0;876.0;-322.0;42.0;23.0;3.0;957.0
264.0;288.0;886.0;-238.0;-7.0;16.0;31.0;906.0
369.0;351.0;878.0;-329.0;60.0;29.0;26.0;955.0
324.0;371.0;861.0;-330.0;51.0;28.0;30.0;951.0
433.0;325.0;966.0;-377.0;36.0;78.0;79.0;1097.0
325.0;366.0;885.0;-340.0;86.0;21.0;21.0;933.0
317.0;347.0;877.0;-340.0;75.0;20.0;20.0;946.0
380.0;358.0;865.0;-362.0;52.0;42.0;18.0;933.0
356.0;349.0;883.0;-371.0;77.0;19.0;38.0;934.0
328.0;349.0;878.0;-385.0;75.0;35.0;29.0;933.0
383.0;386.0;864.0;-339.0;70.0;0.0;8.0;967.0
337.0;400.0;866.0;-359.0;34.0;31.0;41.0;935.0
886.0;808.0;306.0;-796.0;177.0;-305.0;-327.0;537.0
433.0;366.0;830.0;-411.0;13.0;-56.0;41.0;935.0
94.0;251.0;816.0;-446.0;72.0;-80.0;-97.0;741.0
410.0;399.0;976.0;-442.0;79.0;-86.0;-61.0;845.0
334.0;385.0;871.0;-299.0;79.0;-38.0;29.0;958.0
341.0;385.0;876.0;-322.0;85.0;-22.0;7.0;939.0
582.0;676.0;608.0;-706.0;-214.0;-130.0;-244.0;739.0
320.0;356.0;874.0;-304.0;37.0;14.0;13.0;960.0
352.0;398.0;833.0;-395.0;97.0;-35.0;184.0;952.0
278.0;390.0;700.0;-477.0;52.0;67.0;-95.0;763.0
320.0;391.0;866.0;-345.0;61.0;37.0;-1.0;972.0
359.0;352.0;878.0;-329.0;51.0;39.0;1.0;971.0
346.0;321.0;998.0;-507.0;156.0;95.0;-35.0;1104.0
347.0;379.0;861.0;-350.0;74.0;31.0;38.0;962.0
382.0;382.0;875.0;-393.0;32.0;35.0;14.0;954.0
368.0;388.0;890.0;-350.0;44.0;16.0;-11.0;923.0
362.0;379.0;858.0;-355.0;93.0;15.0;-20.0;934.0
287.0;383.0;859.0;-358.0;76.0;50.0;-27.0;943.0
442.0;229.0;695.0;-383.0;174.0;201.0;-60.0;1181.0
334.0;354.0;851.0;-325.0;109.0;10.0;3.0;966.0
340.0;525.0;1015.0;-468.0;189.0;71.0;-52.0;1283.0
237.0;232.0;957.0;-656.0;164.0;107.0;106.0;963.0
325.0;363.0;873.0;-335.0;58.0;-8.0;16.0;915.0
185.0;310.0;945.0;-365.0;-77.0;-88.0;184.0;914.0
470.0;360.0;782.0;-235.0;18.0;-38.0;139.0;903.0
359.0;377.0;844.0;-324.0;62.0;3.0;28.0;958.0
365.0;369.0;864.0;-357.0;68.0;15.0;10.0;948.0
511.0;327.0;856.0;-306.0;-26.0;-52.0;130.0;818.0
398.0;324.0;895.0;-402.0;119.0;-13.0;20.0;995.0
352.0;351.0;875.0;-416.0;151.0;52.0;-15.0;941.0
330.0;366.0;869.0;-371.0;93.0;1.0;26.0;943.0
231.0;454.0;813.0;-230.0;56.0;-40.0;-50.0;914.0
328.0;330.0;886.0;-307.0;42.0;19.0;39.0;971.0
180.0;368.0;802.0;-263.0;188.0;2.0;-68.0;899.0
36.0;12.0;1000.0;-52.0;127.0;22.0;91.0;1026.0
391.0;359.0;886.0;-445.0;37.0;-20.0;-19.0;981.0
355.0;327.0;881.0;-344.0;53.0;4.0;13.0;962.0
263.0;236.0;802.0;-282.0;87.0;2.0;76.0;1052.0
322.0;338.0;899.0;-309.0;90.0;10.0;28.0;953.0
379.0;407.0;860.0;-338.0;20.0;18.0;13.0;963.0
330.0;348.0;885.0;-314.0;82.0;13.0;29.0;959.0
309.0;344.0;883.0;-305.0;122.0;19.0;28.0;956.0
423.0;358.0;831.0;-435.0;142.0;26.0;35.0;964.0
305.0;367.0;858.0;-336.0;87.0;1.0;33.0;950.0
337.0;378.0;868.0;-327.0;47.0;44.0;16.0;944.0
156.0;391.0;776.0;-283.0;-74.0;35.0;18.0;922.0
320.0;340.0;877.0;-322.0;89.0;10.0;12.0;960.0
326.0;396.0;868.0;-349.0;47.0;17.0;4.0;925.0
408.0;319.0;924.0;-366.0;132.0;18.0;31.0;922.0
227.0;436.0;860.0;-385.0;117.0;57.0;57.0;924.0
339.0;387.0;871.0;-333.0;18.0;-1.0;9.0;942.0
222.0;309.0;901.0;-335.0;64.0;-64.0;40.0;942.0
326.0;382.0;871.0;-362.0;60.0;49.0;22.0;960.0
338.0;421.0;888.0;-397.0;29.0;90.0;81.0;1058.0
326.0;358.0;877.0;-343.0;77.0;49.0;19.0;952.0
187.0;343.0;868.0;-248.0;49.0;66.0;51.0;930.0
263.0;375.0;868.0;-297.0;16.0;67.0;-13.0;929.0
323.0;361.0;874.0;-335.0;29.0;30.0;22.0;934.0
348.0;369.0;870.0;-346.0;52.0;47.0;26.0;948.0
363.0;373.0;860.0;-311.0;49.0;9.0;10.0;965.0
358.0;387.0;870.0;-326.0;43.0;15.0;-7.0;959.0
370.0;355.0;875.0;-335.0;41.0;15.0;24.0;923.0
403.0;375.0;876.0;-319.0;54.0;6.0;18.0;943.0
303.0;410.0;854.0;-328.0;63.0;9.0;12.0;942.0
371.0;384.0;865.0;-331.0;57.0;11.0;10.0;960.0
381.0;369.0;862.0;-341.0;53.0;10.0;19.0;962.0
337.0;348.0;887.0;-348.0;79.0;13.0;9.0;953.0
348.0;356.0;876.0;-395.0;10.0;65.0;58.0;956.0
375.0;486.0;922.0;-439.0;-31.0;25.0;52.0;1050.0
332.0;361.0;873.0;-355.0;77.0;29.0;7.0;958.0
331.0;350.0;873.0;-324.0;75.0;20.0;7.0;948.0
330.0;366.0;876.0;-313.0;42.0;20.0;0.0;956.0
350.0;378.0;837.0;-312.0;61.0;15.0;24.0;934.0
366.0;370.0;851.0;-325.0;60.0;19.0;21.0;952.0
357.0;349.0;882.0;-323.0;68.0;11.0;0.0;943.0
405.0;360.0;964.0;-294.0;44.0;9.0;-4.0;1005.0
202.0;299.0;890.0;-384.0;94.0;23.0;-4.0;975.0
592.0;398.0;974.0;-305.0;105.0;-72.0;92.0;1070.0
370.0;394.0;877.0;-345.0;60.0;7.0;12.0;961.0
323.0;378.0;868.0;-350.0;51.0;2.0;-6.0;954.0
570.0;413.0;857.0;-238.0;6.0;-14.0;13.0;872.0
376.0;475.0;817.0;-312.0;-72.0;56.0;72.0;887.0
348.0;377.0;858.0;-338.0;32.0;5.0;25.0;934.0
360.0;361.0;843.0;-311.0;11.0;7.0;11.0;948.0
357.0;352.0;850.0;-318.0;67.0;9.0;20.0;964.0
371.0;358.0;882.0;-315.0;34.0;-2.0;-7.0;950.0
378.0;376.0;852.0;-352.0;49.0;27.0;43.0;936.0
325.0;355.0;874.0;-356.0;88.0;8.0;10.0;965.0
325.0;340.0;886.0;-328.0;72.0;16.0;10.0;971.0
788.0;733.0;271.0;-879.0;-740.0;-46.0;-282.0;552.0
707.0;975.0;-419.0;-981.0;-508.0;127.0;-108.0;-134.0
938.0;780.0;260.0;-845.0;-92.0;-222.0;-255.0;590.0
348.0;400.0;689.0;-307.0;77.0;-8.0;-115.0;1244.0
323.0;363.0;888.0;-350.0;76.0;16.0;33.0;968.0
351.0;325.0;1111.0;-445.0;175.0;10.0;89.0;1116.0
350.0;387.0;886.0;-335.0;91.0;14.0;1.0;960.0
556.0;399.0;1194.0;-291.0;72.0;-39.0;-5.0;885.0
276.0;372.0;877.0;-360.0;105.0;0.0;-21.0;943.0
284.0;409.0;783.0;-293.0;-119.0;13.0;97.0;824.0
350.0;364.0;868.0;-308.0;41.0;15.0;38.0;946.0
349.0;352.0;875.0;-337.0;52.0;27.0;42.0;953.0
340.0;361.0;878.0;-325.0;59.0;27.0;15.0;951.0
364.0;387.0;860.0;-342.0;43.0;32.0;2.0;960.0
353.0;388.0;861.0;-331.0;52.0;24.0;0.0;962.0
399.0;369.0;872.0;-317.0;-1.0;14.0;9.0;954.0
336.0;322.0;871.0;-338.0;77.0;15.0;10.0;961.0
687.0;478.0;746.0;-497.0;-113.0;122.0;18.0;900.0
377.0;374.0;868.0;-353.0;62.0;9.0;3.0;955.0
371.0;372.0;855.0;-341.0;89.0;2.0;22.0;936.0
370.0;349.0;889.0;-350.0;51.0;10.0;24.0;953.0
345.0;323.0;864.0;-340.0;49.0;12.0;12.0;952.0
321.0;362.0;856.0;-329.0;57.0;8.0;16.0;943.0
314.0;343.0;856.0;-332.0;84.0;13.0;29.0;969.0
319.0;339.0;891.0;-313.0;73.0;13.0;30.0;951.0
338.0;352.0;869.0;-309.0;62.0;16.0;37.0;944.0
354.0;370.0;875.0;-319.0;47.0;16.0;17.0;963.0
341.0;380.0;877.0;-311.0;28.0;12.0;7.0;961.0
359.0;367.0;881.0;-321.0;12.0;20.0;40.0;949.0
370.0;376.0;864.0;-319.0;42.0;23.0;20.0;959.0
363.0;385.0;852.0;-322.0;49.0;22.0;8.0;960.0
332.0;345.0;884.0;-340.0;70.0;27.0;10.0;964.0
398.0;349.0;878.0;-337.0;29.0;15.0;20.0;970.0
571.0;399.0;812.0;-372.0;145.0;-47.0;-49.0;939.0
373.0;379.0;855.0;-308.0;62.0;12.0;10.0;952.0
353.0;335.0;875.0;-316.0;82.0;6.0;10.0;965.0
456.0;445.0;1437.0;-150.0;283.0;-41.0;-90.0;976.0
337.0;358.0;866.0;-315.0;54.0;6.0;0.0;971.0
336.0;332.0;858.0;-313.0;65.0;-2.0;7.0;965.0
368.0;371.0;869.0;-334.0;50.0;1.0;5.0;963.0
368.0;349.0;862.0;-329.0;81.0;-1.0;-31.0;958.0
383.0;358.0;882.0;-322.0;78.0;-4.0;-1.0;971.0
362.0;345.0;907.0;-236.0;67.0;-52.0;40.0;996.0
