InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
48.0;514.0;-432.0;?;563.0;-7;93.0;649.0;?;-583.0;-492.0
13.0;512.0;-429.0;?;579.0;-7;88.0;641.0;-214.0;-586.0;-500.0
-4.0;512.0;-430.0;27;592.0;-7;88.0;637.0;-220.0;-587.0;-496.0
-2.0;509.0;-435.0;27;595.0;-7;92.0;640.0;-230.0;-592.0;-486.0
18.0;?;-436.0;27;581.0;-7;99.0;648.0;-242.0;-599.0;-472.0
40.0;507.0;-438.0;27;570.0;-7;110.0;653.0;-256.0;-606.0;-461.0
55.0;?;-440.0;27;565.0;-7;121.0;655.0;-264.0;-613.0;-450.0
70.0;507.0;-432.0;27;549.0;?;130.0;657.0;-264.0;-618.0;-442.0
89.0;511.0;-429.0;27;536.0;-7;141.0;664.0;-267.0;-621.0;-434.0
119.0;513.0;-424.0;27;519.0;-7;153.0;674.0;-276.0;-630.0;-421.0
578.0;504.0;-401.0;27;-212.0;-7;?;271.0;-571.0;-262.0;243.0
597.0;506.0;-402.0;27;-215.0;-7;690.0;273.0;-566.0;-263.0;243.0
600.0;505.0;-406.0;27;-216.0;-7;694.0;276.0;-562.0;-262.0;243.0
?;505.0;-407.0;27;-208.0;-7;698.0;281.0;-555.0;-263.0;243.0
589.0;505.0;-410.0;27;-203.0;-7;701.0;290.0;?;-264.0;241.0
593.0;504.0;-407.0;27;-201.0;-7;?;301.0;-526.0;-267.0;236.0
606.0;503.0;?;27;-199.0;?;706.0;?;-506.0;-273.0;223.0
615.0;504.0;-403.0;27;-189.0;?;702.0;337.0;-487.0;-278.0;201.0
617.0;503.0;-404.0;27;-172.0;-7;691.0;363.0;-466.0;-288.0;?
627.0;501.0;-402.0;27;-154.0;-7;674.0;395.0;-442.0;?;134.0
631.0;502.0;-397.0;27;-116.0;-7;649.0;429.0;-418.0;-324.0;?
632.0;500.0;-394.0;27;-73.0;-7;614.0;463.0;-393.0;-344.0;46.0
?;504.0;-395.0;27;-13.0;-7;572.0;494.0;-369.0;-364.0;-3.0
582.0;509.0;-390.0;27;48.0;-7;524.0;524.0;-344.0;-384.0;-55.0
536.0;?;-398.0;27;118.0;-7;472.0;549.0;-319.0;-406.0;-110.0
482.0;517.0;-403.0;27;193.0;-7;413.0;570.0;-294.0;-428.0;-166.0
417.0;521.0;-409.0;27;267.0;?;352.0;590.0;-272.0;-452.0;-220.0
355.0;?;-413.0;27;329.0;-7;291.0;606.0;-253.0;-477.0;-272.0
295.0;531.0;-419.0;27;386.0;-7;234.0;621.0;-240.0;-501.0;-321.0
235.0;534.0;-415.0;27;431.0;-7;181.0;636.0;-229.0;-527.0;-366.0
181.0;534.0;-414.0;27;473.0;-7;136.0;648.0;-224.0;-552.0;-407.0
125.0;533.0;-411.0;27;510.0;-7;102.0;653.0;-226.0;-575.0;-440.0
79.0;529.0;-410.0;27;?;-7;?;649.0;-230.0;-589.0;-464.0
38.0;526.0;-412.0;27;548.0;-7;?;642.0;-231.0;-595.0;-479.0
16.0;523.0;-415.0;27;562.0;-7;57.0;638.0;-233.0;-595.0;-483.0
7.0;523.0;-418.0;?;576.0;-7;58.0;640.0;-239.0;-595.0;-478.0
13.0;520.0;-419.0;27;569.0;-7;63.0;646.0;?;-599.0;-470.0
?;518.0;-422.0;27;563.0;-7;73.0;649.0;-255.0;-604.0;-461.0
38.0;517.0;-423.0;27;562.0;-7;85.0;653.0;-260.0;-605.0;-451.0
58.0;516.0;-424.0;27;554.0;-7;100.0;660.0;-265.0;-609.0;-439.0
86.0;515.0;-425.0;?;541.0;-7;117.0;672.0;-274.0;-619.0;-422.0
597.0;506.0;-432.0;27;-148.0;-7;684.0;257.0;-605.0;-285.0;205.0
599.0;505.0;-431.0;27;-133.0;-7;692.0;259.0;-587.0;?;198.0
597.0;502.0;-431.0;27;-107.0;-7;698.0;259.0;-564.0;-269.0;184.0
588.0;?;?;27;-59.0;-7;698.0;255.0;-544.0;-254.0;159.0
584.0;?;-433.0;27;0.0;-7;?;249.0;-526.0;-234.0;?
581.0;499.0;-430.0;27;65.0;-7;680.0;238.0;-509.0;-212.0;79.0
567.0;499.0;-432.0;?;164.0;-7;659.0;223.0;-492.0;-183.0;32.0
547.0;502.0;-433.0;?;285.0;-7;623.0;205.0;-476.0;-148.0;-12.0
514.0;501.0;-434.0;27;427.0;-7;571.0;183.0;-459.0;-115.0;-53.0
488.0;501.0;-436.0;27;546.0;-7;506.0;166.0;-438.0;-83.0;-89.0
477.0;499.0;-438.0;27;631.0;-7;441.0;154.0;-404.0;-47.0;-119.0
470.0;501.0;-439.0;27;671.0;-7;379.0;152.0;-355.0;-11.0;-145.0
471.0;502.0;-443.0;27;649.0;-7;321.0;153.0;-306.0;17.0;-172.0
475.0;503.0;-450.0;27;563.0;-8;262.0;144.0;?;34.0;-196.0
478.0;506.0;-451.0;27;459.0;-8;203.0;139.0;-232.0;46.0;-220.0
472.0;505.0;-457.0;27;347.0;-8;149.0;132.0;-204.0;49.0;-247.0
459.0;508.0;-457.0;27;249.0;-8;99.0;130.0;-185.0;45.0;?
439.0;509.0;?;27;180.0;-8;58.0;130.0;?;40.0;-297.0
418.0;511.0;-464.0;27;124.0;-8;29.0;132.0;-157.0;35.0;-316.0
402.0;511.0;-465.0;27;103.0;-8;10.0;134.0;-146.0;28.0;-330.0
391.0;516.0;-471.0;27;94.0;-8;0.0;136.0;-135.0;17.0;-337.0
390.0;517.0;-470.0;26;85.0;-8;0.0;139.0;-123.0;4.0;-338.0
398.0;517.0;-471.0;24;83.0;-8;8.0;140.0;-112.0;-8.0;-335.0
412.0;516.0;-472.0;23;102.0;-8;19.0;137.0;-106.0;-13.0;-329.0
428.0;515.0;-473.0;23;135.0;-8;33.0;131.0;-105.0;-15.0;-322.0
444.0;513.0;-471.0;22;176.0;-8;47.0;122.0;-111.0;-15.0;-316.0
458.0;?;-472.0;22;?;-8;63.0;115.0;-121.0;-19.0;-312.0
471.0;507.0;-471.0;22;273.0;-8;78.0;109.0;-134.0;-26.0;-310.0
487.0;507.0;-466.0;21;323.0;-8;91.0;105.0;-147.0;-36.0;-306.0
494.0;503.0;-468.0;20;357.0;-8;101.0;104.0;-158.0;-50.0;-302.0
504.0;503.0;-468.0;19;380.0;-8;110.0;105.0;-165.0;-63.0;-298.0
514.0;500.0;-468.0;19;402.0;-8;119.0;107.0;-167.0;-74.0;-292.0
521.0;500.0;-467.0;18;419.0;-8;125.0;109.0;-164.0;-81.0;-285.0
526.0;495.0;-470.0;18;428.0;-8;130.0;110.0;-157.0;-84.0;-279.0
532.0;497.0;-470.0;18;439.0;-8;133.0;109.0;-147.0;-83.0;-275.0
537.0;498.0;-470.0;18;449.0;-8;133.0;107.0;-137.0;-78.0;-274.0
540.0;500.0;-469.0;17;451.0;-8;129.0;103.0;-126.0;-70.0;-273.0
541.0;502.0;-472.0;?;450.0;-8;123.0;100.0;-114.0;-61.0;-271.0
540.0;504.0;-470.0;17;440.0;-8;117.0;94.0;-101.0;-50.0;-271.0
539.0;505.0;-471.0;16;428.0;-8;111.0;88.0;-89.0;-38.0;-273.0
538.0;508.0;-467.0;17;418.0;-8;104.0;82.0;-78.0;-25.0;-276.0
535.0;510.0;-463.0;17;403.0;-8;98.0;77.0;-70.0;-11.0;-280.0
535.0;511.0;-463.0;17;389.0;-8;93.0;?;-65.0;2.0;-283.0
531.0;517.0;-460.0;17;371.0;-8;89.0;74.0;-62.0;12.0;-286.0
?;518.0;-457.0;17;351.0;-8;87.0;72.0;-59.0;19.0;-287.0
520.0;518.0;-456.0;16;332.0;?;88.0;71.0;-58.0;?;-289.0
514.0;519.0;-455.0;16;321.0;-7;89.0;71.0;-60.0;23.0;-290.0
506.0;518.0;-457.0;16;312.0;-7;?;75.0;-64.0;20.0;-290.0
499.0;517.0;-455.0;16;299.0;-7;94.0;81.0;?;?;-289.0
492.0;517.0;-459.0;15;288.0;-7;?;88.0;-71.0;2.0;-287.0
487.0;517.0;-456.0;15;285.0;-7;103.0;98.0;-71.0;-11.0;-283.0
485.0;515.0;-460.0;?;283.0;-7;110.0;107.0;-71.0;-23.0;-277.0
485.0;?;-466.0;15;286.0;-7;119.0;116.0;-69.0;-28.0;-270.0
482.0;514.0;-464.0;15;296.0;-7;130.0;120.0;-65.0;-29.0;?
482.0;513.0;-470.0;?;312.0;-7;143.0;119.0;-60.0;-31.0;-253.0
489.0;512.0;-473.0;15;331.0;-7;155.0;120.0;-58.0;-33.0;-244.0
492.0;512.0;-479.0;15;344.0;-7;168.0;122.0;-60.0;-41.0;-243.0
504.0;510.0;-483.0;15;357.0;-7;176.0;131.0;-64.0;-43.0;-230.0
522.0;502.0;-491.0;15;365.0;-7;181.0;131.0;-56.0;-41.0;-214.0
537.0;499.0;-493.0;15;364.0;-7;186.0;?;-52.0;-39.0;-212.0
553.0;496.0;-492.0;15;361.0;-7;187.0;129.0;-57.0;-41.0;-212.0
569.0;497.0;-488.0;15;356.0;-7;187.0;122.0;-64.0;-42.0;-216.0
575.0;498.0;-486.0;15;?;-7;185.0;110.0;-77.0;-40.0;?
578.0;497.0;-484.0;15;392.0;-7;179.0;103.0;-89.0;-33.0;-225.0
583.0;500.0;-482.0;15;426.0;-7;172.0;100.0;?;-23.0;-226.0
584.0;?;-485.0;15;442.0;-7;167.0;97.0;-99.0;-18.0;-227.0
589.0;499.0;-481.0;15;440.0;-7;165.0;92.0;-98.0;-16.0;?
591.0;495.0;-482.0;15;448.0;-7;166.0;88.0;-93.0;-11.0;-229.0
589.0;500.0;-479.0;?;456.0;-7;?;86.0;-87.0;-4.0;-231.0
588.0;498.0;-479.0;15;460.0;-7;157.0;86.0;-83.0;0.0;-235.0
585.0;500.0;-476.0;15;465.0;-7;149.0;88.0;-81.0;2.0;-239.0
583.0;?;-474.0;15;458.0;-7;141.0;91.0;-79.0;2.0;-243.0
577.0;504.0;-473.0;15;448.0;-7;134.0;93.0;-78.0;2.0;-246.0
569.0;?;-470.0;?;435.0;-8;128.0;95.0;-76.0;4.0;-251.0
563.0;505.0;-469.0;15;428.0;-7;123.0;97.0;-76.0;6.0;?
556.0;508.0;-464.0;15;424.0;-8;119.0;97.0;-76.0;10.0;-258.0
552.0;510.0;-463.0;15;414.0;-7;116.0;97.0;-77.0;13.0;-261.0
545.0;513.0;-458.0;14;406.0;-7;114.0;95.0;-78.0;?;-263.0
541.0;516.0;?;14;394.0;-7;110.0;93.0;-79.0;21.0;-265.0
?;520.0;-451.0;14;386.0;-7;107.0;90.0;-79.0;23.0;-268.0
532.0;521.0;-449.0;14;380.0;-7;105.0;88.0;-80.0;25.0;-271.0
529.0;524.0;-450.0;14;374.0;-7;104.0;83.0;-81.0;27.0;-273.0
525.0;526.0;-444.0;14;376.0;-7;?;78.0;-82.0;29.0;-275.0
522.0;?;-442.0;14;377.0;-7;105.0;74.0;-83.0;31.0;-277.0
521.0;531.0;-441.0;14;383.0;-7;105.0;70.0;-82.0;33.0;-278.0
519.0;533.0;-441.0;?;392.0;-7;106.0;65.0;-78.0;33.0;-278.0
520.0;535.0;-442.0;13;400.0;-7;109.0;62.0;-74.0;33.0;-277.0
522.0;533.0;-444.0;13;409.0;-7;115.0;?;-68.0;32.0;-276.0
521.0;531.0;-448.0;13;418.0;-7;123.0;58.0;-61.0;30.0;-274.0
522.0;531.0;-453.0;13;427.0;-7;129.0;56.0;?;?;-274.0
524.0;528.0;-456.0;?;435.0;-7;133.0;54.0;-53.0;?;?
528.0;527.0;-459.0;14;444.0;-7;134.0;54.0;-52.0;31.0;-275.0
528.0;527.0;-463.0;14;449.0;-7;134.0;54.0;-51.0;31.0;-274.0
531.0;527.0;-462.0;14;450.0;-7;135.0;54.0;-49.0;29.0;-273.0
532.0;526.0;-465.0;14;451.0;-7;135.0;54.0;-45.0;28.0;-271.0
533.0;529.0;-464.0;14;452.0;-7;135.0;54.0;-43.0;27.0;-270.0
531.0;528.0;-465.0;14;452.0;-7;134.0;55.0;-42.0;26.0;-269.0
534.0;528.0;-465.0;14;450.0;-7;134.0;57.0;-42.0;26.0;-267.0
533.0;527.0;?;14;445.0;-7;135.0;59.0;-42.0;24.0;-265.0
533.0;528.0;-467.0;14;440.0;-7;136.0;62.0;-44.0;23.0;-264.0
534.0;527.0;-467.0;13;437.0;-7;138.0;65.0;-47.0;22.0;-264.0
532.0;526.0;-466.0;13;431.0;-7;139.0;68.0;-49.0;21.0;-262.0
533.0;525.0;-469.0;13;427.0;-7;?;72.0;-51.0;18.0;-259.0
530.0;524.0;-470.0;14;421.0;-7;?;78.0;-52.0;13.0;-256.0
527.0;523.0;-471.0;15;415.0;-7;?;84.0;-52.0;8.0;-253.0
526.0;523.0;-470.0;15;409.0;-7;151.0;91.0;?;1.0;-249.0
524.0;523.0;-473.0;15;404.0;-7;155.0;98.0;-51.0;-7.0;-246.0
524.0;523.0;-473.0;15;398.0;-7;160.0;106.0;-51.0;-18.0;-245.0
522.0;524.0;-477.0;15;394.0;-7;164.0;118.0;-55.0;?;-243.0
526.0;524.0;-480.0;15;389.0;-7;164.0;122.0;-49.0;-24.0;-229.0
528.0;525.0;-478.0;15;384.0;-7;165.0;?;-45.0;-22.0;-232.0
535.0;528.0;-477.0;15;385.0;-7;165.0;113.0;-47.0;-22.0;-235.0
543.0;530.0;-481.0;15;390.0;-7;170.0;?;-48.0;-17.0;-236.0
544.0;529.0;-477.0;15;405.0;-7;173.0;99.0;-48.0;-14.0;-236.0
546.0;533.0;-478.0;15;427.0;-7;172.0;99.0;-45.0;-11.0;-231.0
546.0;535.0;-480.0;15;442.0;-7;167.0;99.0;-39.0;-12.0;-226.0
548.0;536.0;-480.0;15;443.0;?;164.0;99.0;-36.0;?;-226.0
550.0;536.0;-484.0;?;443.0;-7;166.0;100.0;-37.0;-23.0;-225.0
550.0;534.0;-487.0;?;449.0;-7;174.0;103.0;-37.0;-24.0;-223.0
549.0;532.0;-488.0;15;453.0;-7;184.0;106.0;-38.0;-23.0;-224.0
549.0;?;-490.0;15;459.0;-7;189.0;107.0;-42.0;-20.0;-226.0
550.0;531.0;-491.0;?;462.0;-7;191.0;107.0;-49.0;-15.0;-228.0
544.0;531.0;-491.0;?;464.0;-7;191.0;105.0;-55.0;-9.0;-230.0
546.0;528.0;-491.0;15;460.0;-7;191.0;105.0;-58.0;-4.0;-230.0
543.0;528.0;-490.0;15;453.0;-7;191.0;107.0;-58.0;-2.0;-230.0
541.0;530.0;-493.0;15;449.0;-7;190.0;110.0;-56.0;-1.0;-230.0
537.0;529.0;-491.0;15;435.0;-7;?;113.0;-53.0;-2.0;-231.0
?;529.0;-493.0;15;426.0;-8;185.0;116.0;-50.0;-2.0;-232.0
526.0;?;-494.0;15;411.0;-8;182.0;119.0;-47.0;-3.0;-234.0
522.0;529.0;?;?;399.0;-8;178.0;121.0;-42.0;-4.0;-235.0
519.0;?;-497.0;14;387.0;-8;175.0;122.0;-37.0;-3.0;-237.0
512.0;527.0;-493.0;14;374.0;-8;169.0;121.0;-33.0;-2.0;-240.0
510.0;527.0;-492.0;14;364.0;-8;164.0;119.0;-32.0;1.0;-246.0
506.0;528.0;-491.0;14;354.0;-8;159.0;115.0;-32.0;4.0;-250.0
504.0;527.0;-488.0;14;352.0;-8;156.0;110.0;-32.0;9.0;-254.0
500.0;526.0;-486.0;14;351.0;-8;152.0;104.0;-31.0;14.0;-256.0
500.0;527.0;-486.0;15;351.0;-8;149.0;96.0;-31.0;19.0;-260.0
501.0;525.0;-483.0;15;356.0;-8;145.0;88.0;-31.0;24.0;-262.0
504.0;525.0;-486.0;15;?;-8;142.0;81.0;-32.0;28.0;-265.0
508.0;525.0;-485.0;15;369.0;-8;141.0;76.0;-33.0;30.0;-267.0
511.0;524.0;-482.0;15;374.0;-8;140.0;71.0;-34.0;31.0;-270.0
516.0;525.0;-481.0;15;382.0;-8;139.0;66.0;-35.0;32.0;-273.0
520.0;526.0;-481.0;15;393.0;-8;138.0;60.0;-36.0;34.0;-276.0
523.0;?;-475.0;15;405.0;-8;135.0;53.0;-36.0;37.0;-279.0
522.0;529.0;?;15;415.0;-8;132.0;?;-35.0;39.0;-281.0
?;?;-468.0;15;429.0;-8;129.0;42.0;-35.0;43.0;-283.0
525.0;535.0;-465.0;15;442.0;-8;125.0;36.0;-35.0;46.0;-286.0
524.0;536.0;-462.0;15;?;-7;123.0;32.0;-35.0;48.0;-288.0
524.0;537.0;-459.0;?;?;-7;?;30.0;-35.0;49.0;-290.0
522.0;538.0;-457.0;15;470.0;-7;118.0;30.0;-35.0;49.0;-291.0
522.0;538.0;-455.0;?;473.0;-8;117.0;31.0;-36.0;48.0;-292.0
521.0;539.0;-455.0;14;476.0;-7;116.0;34.0;-37.0;48.0;-292.0
518.0;543.0;-450.0;13;477.0;-7;115.0;36.0;-39.0;49.0;-295.0
516.0;541.0;-451.0;13;475.0;?;114.0;36.0;-43.0;51.0;-298.0
513.0;545.0;-449.0;13;475.0;-7;113.0;37.0;-48.0;52.0;-301.0
512.0;547.0;-442.0;13;477.0;-7;113.0;39.0;-53.0;52.0;-303.0
512.0;?;-446.0;14;472.0;-7;?;44.0;-56.0;48.0;-302.0
510.0;?;-446.0;13;?;-7;118.0;51.0;-56.0;41.0;-298.0
507.0;549.0;-448.0;12;457.0;-7;124.0;61.0;-53.0;31.0;-292.0
507.0;549.0;-455.0;12;451.0;-7;133.0;72.0;-50.0;19.0;-288.0
508.0;547.0;-457.0;12;443.0;-7;137.0;84.0;-44.0;14.0;-273.0
511.0;545.0;-457.0;12;434.0;-7;142.0;87.0;-36.0;11.0;-263.0
513.0;546.0;-456.0;12;422.0;-7;145.0;89.0;?;9.0;-262.0
524.0;550.0;-450.0;13;?;-7;148.0;86.0;-40.0;10.0;-262.0
525.0;551.0;?;13;422.0;-7;151.0;78.0;-49.0;16.0;-264.0
527.0;553.0;-445.0;?;435.0;-7;150.0;74.0;-62.0;20.0;-266.0
529.0;556.0;-437.0;14;458.0;-7;146.0;71.0;-72.0;26.0;-264.0
529.0;558.0;-434.0;14;?;-7;142.0;64.0;-78.0;29.0;-262.0
526.0;560.0;-433.0;14;482.0;-7;140.0;?;-81.0;?;-261.0
527.0;559.0;?;14;496.0;-7;144.0;56.0;-82.0;30.0;-258.0
526.0;560.0;-433.0;?;506.0;-7;152.0;54.0;-80.0;?;-256.0
527.0;557.0;-437.0;15;512.0;-7;160.0;55.0;-76.0;28.0;-255.0
530.0;559.0;-437.0;15;515.0;-7;163.0;56.0;-75.0;29.0;-257.0
526.0;555.0;-440.0;15;518.0;-7;160.0;56.0;-77.0;30.0;-259.0
524.0;553.0;-439.0;15;520.0;?;155.0;55.0;-78.0;32.0;-262.0
529.0;553.0;?;?;517.0;-7;151.0;56.0;-76.0;36.0;-263.0
527.0;552.0;-439.0;15;513.0;-7;147.0;57.0;-71.0;39.0;-264.0
525.0;549.0;-442.0;15;507.0;?;143.0;58.0;-65.0;41.0;-265.0
526.0;550.0;-443.0;14;502.0;-7;137.0;60.0;-60.0;43.0;-267.0
523.0;548.0;-442.0;14;492.0;-8;131.0;60.0;?;44.0;-269.0
521.0;548.0;-447.0;14;480.0;-8;126.0;62.0;-52.0;45.0;-273.0
519.0;548.0;-447.0;14;466.0;-8;123.0;64.0;?;45.0;-275.0
515.0;549.0;-447.0;15;451.0;?;122.0;65.0;-46.0;45.0;-276.0
509.0;548.0;-449.0;15;435.0;-7;121.0;65.0;-43.0;46.0;-277.0
508.0;548.0;-446.0;14;423.0;?;120.0;64.0;-41.0;49.0;-277.0
502.0;547.0;-447.0;14;410.0;-7;121.0;62.0;?;51.0;-278.0
499.0;548.0;-447.0;14;400.0;-7;122.0;61.0;-40.0;53.0;-279.0
497.0;547.0;-448.0;14;393.0;-7;123.0;57.0;-42.0;56.0;-281.0
494.0;548.0;-447.0;15;384.0;-7;123.0;53.0;-44.0;60.0;-282.0
493.0;547.0;-442.0;15;383.0;-7;124.0;50.0;-45.0;63.0;-282.0
493.0;548.0;-446.0;15;383.0;-7;125.0;46.0;-46.0;65.0;-283.0
492.0;550.0;-439.0;16;383.0;-7;125.0;41.0;-48.0;67.0;-285.0
496.0;547.0;-442.0;16;390.0;-7;125.0;37.0;-50.0;68.0;-287.0
499.0;547.0;-439.0;16;400.0;?;124.0;33.0;-50.0;68.0;-288.0
500.0;548.0;-438.0;16;410.0;-7;124.0;29.0;-48.0;69.0;-289.0
502.0;551.0;-437.0;16;421.0;-7;124.0;23.0;-46.0;70.0;-289.0
504.0;552.0;-433.0;16;437.0;-7;124.0;18.0;-45.0;?;-292.0
505.0;553.0;-430.0;?;457.0;-7;123.0;?;?;75.0;-294.0
504.0;549.0;-429.0;15;477.0;-7;?;6.0;-47.0;77.0;-298.0
506.0;551.0;-430.0;15;495.0;-7;113.0;3.0;-49.0;78.0;-301.0
509.0;552.0;-425.0;15;509.0;-7;109.0;1.0;-49.0;77.0;-304.0
512.0;552.0;-426.0;15;519.0;-7;109.0;1.0;-46.0;75.0;?
512.0;552.0;-424.0;15;525.0;-7;109.0;1.0;-41.0;72.0;-302.0
512.0;554.0;-428.0;16;532.0;-7;108.0;2.0;-36.0;70.0;-301.0
512.0;554.0;-423.0;16;535.0;-7;106.0;4.0;-34.0;68.0;-301.0
509.0;556.0;-425.0;16;538.0;-7;106.0;5.0;-34.0;67.0;-300.0
509.0;558.0;-421.0;15;535.0;-7;109.0;8.0;-34.0;66.0;-298.0
509.0;557.0;-421.0;?;529.0;?;115.0;12.0;-33.0;67.0;-295.0
505.0;557.0;-419.0;14;522.0;-7;?;14.0;-35.0;68.0;-292.0
502.0;557.0;-419.0;14;516.0;-7;119.0;17.0;-40.0;69.0;-290.0
502.0;557.0;-414.0;?;506.0;-7;121.0;22.0;-46.0;69.0;-288.0
501.0;560.0;-414.0;16;496.0;-7;?;28.0;-53.0;67.0;-286.0
499.0;559.0;-412.0;16;485.0;-7;129.0;35.0;-58.0;64.0;-283.0
496.0;560.0;-412.0;16;475.0;?;135.0;43.0;-63.0;60.0;-279.0
493.0;561.0;-411.0;16;469.0;-7;143.0;52.0;-67.0;52.0;-278.0
493.0;562.0;-413.0;16;466.0;-7;146.0;61.0;-67.0;53.0;-265.0
494.0;559.0;-407.0;16;461.0;-7;148.0;58.0;?;55.0;-261.0
502.0;559.0;-404.0;16;461.0;-7;146.0;56.0;?;55.0;?
509.0;559.0;-399.0;16;468.0;-7;144.0;52.0;-70.0;59.0;-267.0
511.0;558.0;-392.0;16;485.0;-7;139.0;44.0;-76.0;62.0;-271.0
514.0;556.0;-391.0;16;511.0;-7;130.0;42.0;-81.0;64.0;?
516.0;558.0;-384.0;16;532.0;-7;120.0;38.0;-84.0;65.0;-272.0
518.0;556.0;-378.0;16;548.0;-7;109.0;31.0;-87.0;63.0;-276.0
519.0;556.0;-377.0;?;573.0;-7;103.0;25.0;?;60.0;-280.0
520.0;556.0;-376.0;16;591.0;-7;105.0;22.0;-92.0;58.0;-282.0
523.0;551.0;-379.0;16;603.0;-7;112.0;21.0;-90.0;56.0;-281.0
?;547.0;-382.0;16;610.0;-7;117.0;22.0;-86.0;52.0;-280.0
532.0;544.0;-386.0;16;613.0;-7;?;24.0;-83.0;49.0;-279.0
537.0;539.0;-396.0;16;614.0;-7;?;25.0;-82.0;48.0;-278.0
540.0;?;-401.0;16;615.0;-7;118.0;26.0;-80.0;49.0;-277.0
542.0;538.0;-402.0;16;610.0;-7;120.0;27.0;?;52.0;-276.0
542.0;537.0;-408.0;16;604.0;?;123.0;28.0;-76.0;57.0;-275.0
543.0;538.0;-406.0;16;597.0;-7;125.0;28.0;-76.0;64.0;-275.0
541.0;536.0;-408.0;16;588.0;-7;123.0;27.0;-79.0;72.0;-276.0
541.0;534.0;-408.0;?;578.0;-7;120.0;25.0;-82.0;82.0;-278.0
541.0;536.0;-408.0;16;565.0;-7;?;23.0;-83.0;91.0;-278.0
539.0;537.0;-405.0;16;549.0;-7;116.0;21.0;-82.0;99.0;-278.0
535.0;537.0;-405.0;16;534.0;-7;114.0;20.0;-82.0;?;-279.0
531.0;536.0;-404.0;17;519.0;-7;109.0;19.0;-81.0;108.0;-281.0
