InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE Body_Ax
11;806;-179;-157;11;-42.0;-84.0;8.0;23;2;272
-8;796;-178;-156;-8;-6.0;170.0;-193.0;-2;5;287
-18;805;-178;-156;-18;6.0;40.0;2.0;1;-2;281
-1;809;-180;-157;-1;-25.0;6.0;-27.0;-11;-1;269
-13;806;-180;-157;-13;-35.0;16.0;-2.0;-41;-1;269
100;794;-176;-159;100;6.0;59.0;16.0;-67;4;309
-27;800;-176;-159;-27;-24.0;-3.0;9.0;-10;5;308
-12;801;-176;-159;-12;95.0;-34.0;2.0;9;-4;308
26;802;-176;-159;26;-62.0;48.0;-13.0;-25;-2;310
18;801;-177;-160;18;-43.0;14.0;28.0;0;-1;310
11;800;-176;-159;11;-42.0;41.0;52.0;20;4;310
-17;64;-179;-133;-17;-57.0;382.0;32.0;-18;1;241
1010;-88;-172;-158;1010;-699.0;-389.0;684.0;1845;3;39
283;734;52;-162;283;257.0;203.0;245.0;-43;1143;419
-25;807;-179;-157;-25;-10.0;11.0;-2.0;-3;6;268
-1;804;-179;-157;-1;-23.0;0.0;-4.0;4;3;270
-10;807;-180;-157;-10;-44.0;9.0;-8.0;-10;1;272
24;804;-179;-157;24;0.0;-4.0;18.0;-25;0;271
14;804;-177;-159;14;-5.0;34.0;15.0;-16;11;299
14;808;-176;-159;14;-52.0;40.0;-21.0;-17;-2;306
10;802;-176;-159;10;-24.0;-10.0;-30.0;-9;-2;317
185;807;93;-151;185;-301.0;-262.0;56.0;-74;932;288
4;809;-179;-157;4;13.0;35.0;23.0;-2;-2;268
6;806;-179;-157;6;-22.0;-2.0;0.0;-7;1;270
1;677;-178;-169;1;-54.0;-20.0;6.0;-47;0;158
-27;689;169;-165;-27;577.0;347.0;-26.0;-2100;83;309
-19;805;-179;-157;-19;-30.0;-4.0;-21.0;12;3;270
-10;806;-179;-157;-10;-1.0;-23.0;22.0;-16;1;268
16;808;164;-174;16;-18.0;38.0;1.0;-28;-4;262
7;800;-176;-159;7;-14.0;-11.0;25.0;19;1;308
10;811;178;-175;10;101.0;99.0;-33.0;-8;-3;276
23;802;-176;-163;23;-12.0;5.0;-3.0;-13;-2;272
-1;804;164;-174;-1;-16.0;42.0;28.0;10;-9;261
4;811;-176;-163;4;-28.0;23.0;1.0;11;-4;267
22;805;-177;-160;22;-43.0;56.0;61.0;-20;-1;298
32;802;-177;-159;32;-45.0;27.0;8.0;-26;-2;300
12;807;-176;-163;12;-45.0;-46.0;67.0;-12;-5;263
-15;807;-176;-163;-15;-56.0;-16.0;26.0;-10;-6;263
-17;806;-187;-160;-17;-306.0;95.0;-5.0;8;8;315
-6;809;178;-154;-6;-174.0;-6.0;61.0;-16;0;258
35;805;-176;-159;35;-45.0;-27.0;12.0;-9;1;308
4;803;-176;-159;4;-78.0;7.0;23.0;11;-2;310
-8;799;180;-164;-8;6.0;280.0;-17.0;-3;-2;257
-13;797;-177;-159;-13;-30.0;-21.0;2.0;18;2;300
-11;809;-174;-162;-11;32.0;-75.0;14.0;17;-5;265
328;780;-178;-155;328;290.0;-320.0;-230.0;131;15;310
-4;802;-176;-159;-4;-40.0;-7.0;50.0;35;-1;310
21;779;-175;-157;21;-83.0;130.0;30.0;43;-3;338
439;688;-178;-162;439;596.0;766.0;-71.0;183;-8;358
7;801;-176;-159;7;-35.0;9.0;16.0;21;-3;310
0;56;-176;-133;0;-15.0;-8.0;-3.0;-11;0;223
7;803;-176;-159;7;-10.0;19.0;24.0;29;-4;305
-12;802;-176;-159;-12;-4.0;25.0;36.0;-8;-3;316
-7;777;-176;-160;-7;-31.0;94.0;66.0;31;-10;301
1;801;-176;-159;1;3.0;14.0;41.0;-7;-1;311
-17;799;-177;-155;-17;-221.0;-313.0;-67.0;-33;-23;273
-4;801;-178;-156;-4;-63.0;-21.0;-9.0;-16;3;282
23;800;-177;-159;23;-1.0;13.0;57.0;-34;10;306
-10;804;-176;-159;-10;-16.0;20.0;22.0;32;-2;309
-5;803;-176;-159;-5;-22.0;31.0;3.0;-2;3;306
2;797;-176;-159;2;-12.0;-126.0;38.0;-10;0;306
23;799;-176;-159;23;-131.0;70.0;35.0;0;-2;302
12;795;-177;-156;12;-54.0;8.0;-50.0;2;7;295
-7;809;-177;-155;-7;-91.0;77.0;-57.0;-18;9;271
-103;784;-157;-169;-103;324.0;1133.0;-1018.0;-209;1378;343
-6;795;-176;-159;-6;26.0;12.0;-44.0;21;-4;311
0;794;-177;-157;0;-50.0;0.0;-10.0;3;7;294
5;791;-176;-156;5;-39.0;38.0;-1.0;-6;2;293
6;792;-176;-156;6;-50.0;42.0;13.0;-7;1;293
-5;793;-176;-157;-5;-48.0;40.0;-1.0;6;0;295
-6;798;-176;-159;-6;-30.0;6.0;-49.0;17;6;310
4;793;-176;-156;4;-53.0;12.0;-19.0;0;0;298
-40;803;-174;-158;-40;-30.0;1.0;-24.0;5;-1;294
-13;795;-176;-157;-13;-80.0;-8.0;-10.0;-4;0;295
-10;785;-176;-157;-10;-37.0;-43.0;-1.0;-24;4;297
14;794;-176;-156;14;-33.0;-16.0;27.0;-12;3;298
50;803;-177;-159;50;9.0;-99.0;-41.0;-26;-3;306
23;796;-176;-156;23;-12.0;-26.0;14.0;-5;-1;298
33;797;-176;-157;33;-61.0;-16.0;3.0;9;6;299
-1;797;-176;-157;-1;-27.0;-32.0;-7.0;9;2;293
-13;803;-176;-159;-13;31.0;-103.0;-15.0;-15;-2;307
-4;797;-176;-156;-4;-46.0;-47.0;-1.0;13;1;292
-12;795;-176;-156;-12;-49.0;-21.0;11.0;1;4;294
-19;794;-176;-157;-19;-29.0;-49.0;-3.0;-24;2;294
21;798;-176;-159;21;35.0;-29.0;-21.0;11;-2;310
-43;811;178;-175;-43;246.0;127.0;100.0;-2;6;276
-13;798;-176;-156;-13;-7.0;1.0;43.0;-14;0;293
23;805;-178;-157;23;81.0;-161.0;-34.0;6;-17;263
-23;796;-177;-162;-23;11.0;-88.0;34.0;32;-6;288
1;790;-176;-156;1;-139.0;-266.0;75.0;3;6;287
13;797;-176;-159;13;-52.0;10.0;74.0;37;-1;310
221;781;170;-169;221;-74.0;275.0;294.0;139;185;196
503;782;-238;-117;503;44.0;-535.0;1128.0;1111;-195;163
44;798;-179;-162;44;-53.0;42.0;42.0;-16;-1;277
-31;802;-177;-159;-31;12.0;105.0;117.0;-4;14;305
15;794;-179;-162;15;-3.0;20.0;1.0;-2;-1;280
21;799;-179;-162;21;-21.0;25.0;5.0;-11;3;277
10;795;-179;-162;10;-21.0;41.0;16.0;1;3;279
-7;800;-177;-162;-7;-66.0;106.0;16.0;14;-2;276
0;809;-180;-157;0;-111.0;77.0;65.0;-12;0;266
3;797;-179;-162;3;-19.0;33.0;63.0;-33;1;285
-1;797;-179;-162;-1;-51.0;-30.0;-3.0;-37;1;285
5;797;-179;-162;5;-25.0;-14.0;32.0;-5;-3;278
-5;804;-178;-156;-5;-41.0;27.0;118.0;21;3;279
14;801;-179;-162;14;-34.0;3.0;44.0;-12;-1;275
-5;797;-176;-159;-5;-110.0;-78.0;65.0;0;0;308
18;801;-179;-162;18;-20.0;33.0;24.0;8;-1;274
25;802;-179;-162;25;-40.0;42.0;11.0;17;-2;277
14;801;-179;-162;14;-21.0;4.0;-5.0;-21;3;277
12;795;-179;-162;12;-23.0;34.0;23.0;-2;-6;283
15;798;-179;-162;15;-24.0;41.0;14.0;-5;-5;273
3;799;-179;-162;3;-21.0;-31.0;2.0;10;-1;273
28;794;-179;-162;28;-52.0;9.0;-22.0;9;2;279
17;787;-179;-162;17;-61.0;-13.0;-9.0;30;3;287
16;804;-176;-159;16;-101.0;-12.0;84.0;-7;-3;306
19;806;-178;-156;19;404.0;139.0;-5.0;-13;-1;279
175;1553;97;-149;175;-547.0;-41.0;208.0;599;241;-1399
-1281;995;-156;-163;-1281;-827.0;-335.0;716.0;-460;-381;-2242
86;788;-177;-157;86;-136.0;-131.0;70.0;-77;-17;321
-7;794;-178;-157;-7;-42.0;58.0;-197.0;8;2;287
-17;762;177;-163;-17;332.0;344.0;-264.0;25;14;305
-20;806;-176;-159;-20;-58.0;29.0;-69.0;20;0;308
19;811;174;-156;19;-56.0;11.0;89.0;-14;-2;247
-5;770;173;-155;-5;22.0;-118.0;-67.0;4;-5;261
-1;805;-174;-162;-1;-2.0;-19.0;-6.0;12;8;253
-12;800;-174;-162;-12;42.0;-51.0;-1.0;-4;2;256
-12;804;-176;-159;-12;-50.0;-64.0;-16.0;20;4;308
13;795;-177;-157;13;4.0;-40.0;-73.0;-1;6;295
3250;-968;-174;155;3250;-944.0;-832.0;275.0;707;47;433
24;803;-176;-159;24;-78.0;5.0;54.0;-8;-6;301
-29;808;177;-167;-29;-28.0;-59.0;13.0;29;-1;258
48;821;147;-156;48;1112.0;-251.0;-205.0;0;125;263
-10;801;-178;-156;-10;-62.0;-9.0;65.0;20;2;281
11;802;-178;-156;11;-22.0;-73.0;24.0;39;-5;287
-2;807;-178;-156;-2;-34.0;-39.0;67.0;5;0;278
-513;904;174;-158;-513;-245.0;-433.0;468.0;-1490;-13;73
7;804;-178;-156;7;-104.0;-111.0;70.0;-20;-5;276
28;807;-178;-156;28;-42.0;-25.0;25.0;-25;3;281
-23;794;-177;-162;-23;4.0;72.0;10.0;-25;1;281
-8;800;-178;-156;-8;-64.0;14.0;54.0;-6;2;279
-5;799;-176;-156;-5;-23.0;-4.0;38.0;-17;6;287
-9;797;-178;-156;-9;-42.0;6.0;13.0;-10;3;278
-24;797;-179;-162;-24;36.0;18.0;-18.0;7;2;279
4;807;-177;-159;4;-94.0;-49.0;-34.0;-11;3;306
779;715;-175;-181;779;-229.0;-174.0;112.0;342;7;117
151;786;-174;-163;151;318.0;259.0;-134.0;-63;-20;276
25;799;-177;-159;25;76.0;228.0;-64.0;-5;-11;302
187;812;168;-173;187;-1925.0;-1198.0;913.0;-50;-288;243
50;784;-174;-160;50;-385.0;-631.0;-9.0;-22;-11;297
-44;800;-176;-160;-44;-1205.0;-959.0;242.0;19;3;293
-19;794;-178;-162;-19;-79.0;83.0;102.0;-22;-5;285
31;837;-168;-158;31;248.0;451.0;-1080.0;-705;-685;286
-65;415;-163;-147;-65;-85.0;-1551.0;49.0;43;79;175
24;793;-180;-153;24;-401.0;445.0;42.0;-2;6;295
-60;665;-176;-149;-60;302.0;-38.0;-84.0;43;5;439
62;817;-186;-172;62;193.0;371.0;-785.0;-122;2885;244
-26;805;-180;-174;-26;-223.0;-160.0;-131.0;-23;8;280
-8;800;-177;-162;-8;-24.0;-74.0;399.0;-34;26;244
-154;799;-170;-157;-154;-40.0;170.0;207.0;510;6;444
-29;800;-174;-161;-29;-140.0;64.0;156.0;31;-3;276
90;783;-191;-161;90;-818.0;-430.0;339.0;-17;-22;337
-3;808;-88;-158;-3;-560.0;-1286.0;375.0;-56;86;233
5;788;-176;-156;5;-240.0;-26.0;150.0;-12;4;287
-999;1053;99;-159;-999;-320.0;287.0;409.0;117;-511;-536
384;816;-177;-163;384;-1323.0;-1201.0;652.0;591;1;335
-10;798;167;-163;-10;-297.0;-241.0;131.0;15;-1;283
-4245;509;-179;146;-4245;-747.0;-514.0;267.0;935;-54;51
5;796;176;-159;5;357.0;-131.0;-48.0;-26;-57;292
-2306;979;169;-53;-2306;282.0;711.0;-582.0;213;-63;5
711;992;-184;-148;711;-534.0;-376.0;257.0;-993;-7;185
27;809;-177;-159;27;402.0;-97.0;-56.0;-5;57;319
138;800;171;-178;138;400.0;-412.0;-259.0;-33;12;316
15;812;115;-169;15;830.0;727.0;-235.0;-55;254;241
-1077;737;177;-159;-1077;-419.0;-109.0;520.0;185;-174;240
-280;774;-176;-157;-280;42.0;52.0;-104.0;-484;4;275
-6;805;-177;-159;-6;161.0;172.0;23.0;10;11;307
-67;763;-207;-149;-67;404.0;635.0;-1146.0;-69;-1866;248
13;802;-180;-156;13;-427.0;225.0;93.0;4;0;268
20;816;-177;-160;20;230.0;831.0;-36.0;-15;-2;249
-1598;726;-177;-159;-1598;220.0;-34.0;25.0;-2342;2;298
-16;809;-180;-157;-16;21.0;-2.0;-12.0;-7;1;265
-2;805;-179;-157;-2;-30.0;459.0;8.0;7;3;275
-15;807;-174;-163;-15;-39.0;1392.0;-56.0;-17;2;263
-47;808;173;-165;-47;164.0;-389.0;374.0;4;-4;263
14;798;173;-170;14;-239.0;300.0;114.0;5;-3;271
-39;782;-178;-156;-39;-20.0;306.0;-15.0;8;-7;284
-50;813;-171;-177;-50;-299.0;-18.0;195.0;40;-1045;241
230;767;74;-167;230;208.0;131.0;362.0;-110;231;331
-29;801;-177;-159;-29;68.0;97.0;-24.0;9;1;304
26;807;-174;-161;26;-6.0;-312.0;91.0;-24;-8;283
-45;797;-174;-162;-45;-1.0;-84.0;-8.0;-13;0;259
16;801;-178;-156;16;22.0;278.0;277.0;-15;2;282
-26;808;-179;-157;-26;23.0;26.0;7.0;-27;2;268
-1572;930;-172;-170;-1572;65.0;84.0;228.0;-856;-237;-138
22;811;-62;-159;22;473.0;191.0;-114.0;-25;-81;253
-33;785;-175;-157;-33;-891.0;581.0;171.0;29;-1;325
-169;786;-176;-163;-169;-474.0;-451.0;348.0;-151;1;254
-39;798;-179;-159;-39;195.0;-138.0;-481.0;38;-3;307
19;795;-176;-159;19;261.0;147.0;183.0;-27;-2;306
15;806;-176;-159;15;-389.0;-293.0;193.0;-7;-4;308
-17;789;-176;-156;-17;-144.0;271.0;108.0;-2;2;281
15;807;-176;-164;15;-474.0;-70.0;-2.0;48;-72;225
4;811;-180;-157;4;290.0;350.0;-141.0;-22;6;268
10;807;173;-170;10;-20.0;-406.0;-90.0;-36;-8;262
-52;799;185;-162;-52;-171.0;583.0;-697.0;34;-92;300
-13;807;-178;-146;-13;-621.0;100.0;502.0;32;56;264
19;805;-131;-166;19;-254.0;-63.0;-480.0;6;110;301
-20;797;-178;-162;-20;-28.0;212.0;77.0;-31;-2;281
-335;475;-151;-146;-335;388.0;474.0;-342.0;-96;30;368
19;798;-178;-159;19;443.0;-482.0;478.0;-3;-3;310
10;797;-174;-158;10;-30.0;-566.0;69.0;5;3;297
-945;1790;-177;-100;-945;235.0;223.0;-275.0;-234;231;443
-36;801;-177;-159;-36;172.0;-35.0;23.0;-8;0;297
83;746;-37;-163;83;826.0;1238.0;-985.0;-216;-133;289
16;806;-178;-156;16;217.0;-124.0;-1186.0;-8;-1;283
1657;1074;-177;-146;1657;-1614.0;-840.0;1047.0;105;-88;515
-7;788;-176;-156;-7;329.0;445.0;162.0;43;3;295
-428;879;-178;-155;-428;47.0;251.0;-207.0;109;11;346
11;784;129;-156;11;1992.0;417.0;-1154.0;-8;-29;248
70;794;205;-165;70;-976.0;-1288.0;-84.0;17;-540;321
-13;805;-178;-156;-13;48.0;-72.0;1448.0;-8;7;280
-993;877;176;-155;-993;905.0;89.0;-382.0;-351;54;349
33;809;-179;-146;33;359.0;-562.0;-247.0;9;-56;259
1;803;174;-156;1;-215.0;196.0;-309.0;-4;-7;258
