InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accZ;Accelerometer BACK accX;Accelerometer LUA^ accZ;Accelerometer LUA^ accX;Accelerometer HIP accZ
121.0;571.0;163.0;546.0;249.0;375.0
167.0;381.0;141.0;389.0;331.0;413.0
186.0;203.0;111.0;487.0;705.0;390.0
194.0;100.0;81.0;306.0;786.0;450.0
216.0;41.0;63.0;210.0;640.0;463.0
222.0;40.0;61.0;344.0;448.0;499.0
228.0;93.0;82.0;386.0;375.0;487.0
216.0;123.0;64.0;397.0;275.0;532.0
209.0;182.0;33.0;386.0;245.0;493.0
193.0;229.0;0.0;358.0;228.0;433.0
?;254.0;-17.0;286.0;242.0;466.0
171.0;241.0;-26.0;304.0;282.0;489.0
176.0;206.0;-30.0;232.0;365.0;447.0
?;179.0;-28.0;164.0;412.0;462.0
175.0;150.0;-38.0;192.0;429.0;459.0
165.0;171.0;-20.0;142.0;399.0;428.0
?;185.0;20.0;147.0;354.0;385.0
166.0;191.0;61.0;134.0;309.0;416.0
151.0;179.0;88.0;168.0;305.0;411.0
154.0;180.0;95.0;?;301.0;397.0
162.0;181.0;48.0;161.0;321.0;401.0
174.0;190.0;11.0;230.0;306.0;365.0
180.0;191.0;55.0;225.0;313.0;355.0
198.0;185.0;68.0;245.0;323.0;369.0
207.0;162.0;63.0;?;333.0;375.0
217.0;162.0;47.0;285.0;334.0;375.0
225.0;188.0;27.0;271.0;343.0;381.0
234.0;226.0;44.0;267.0;340.0;421.0
237.0;230.0;42.0;271.0;329.0;411.0
230.0;228.0;29.0;225.0;340.0;398.0
227.0;207.0;20.0;226.0;331.0;384.0
225.0;185.0;19.0;245.0;332.0;413.0
217.0;172.0;49.0;215.0;338.0;387.0
206.0;168.0;69.0;?;345.0;385.0
202.0;170.0;89.0;221.0;381.0;?
197.0;164.0;126.0;215.0;353.0;391.0
194.0;180.0;100.0;222.0;323.0;306.0
203.0;186.0;56.0;215.0;333.0;286.0
216.0;118.0;224.0;232.0;305.0;409.0
190.0;136.0;454.0;244.0;314.0;287.0
238.0;161.0;338.0;256.0;269.0;317.0
70.0;-47.0;143.0;223.0;249.0;?
169.0;139.0;122.0;245.0;326.0;281.0
221.0;363.0;80.0;194.0;295.0;197.0
133.0;475.0;69.0;226.0;277.0;282.0
138.0;429.0;59.0;493.0;292.0;394.0
148.0;155.0;48.0;337.0;512.0;378.0
218.0;27.0;67.0;292.0;670.0;429.0
157.0;19.0;58.0;309.0;529.0;361.0
133.0;99.0;70.0;281.0;279.0;354.0
128.0;152.0;88.0;206.0;258.0;385.0
151.0;164.0;?;363.0;252.0;385.0
146.0;143.0;93.0;403.0;261.0;369.0
137.0;137.0;?;274.0;267.0;?
141.0;138.0;104.0;273.0;284.0;365.0
135.0;153.0;96.0;?;295.0;361.0
144.0;131.0;84.0;276.0;304.0;346.0
152.0;109.0;86.0;273.0;304.0;359.0
146.0;98.0;97.0;294.0;303.0;411.0
137.0;99.0;124.0;294.0;291.0;429.0
140.0;103.0;110.0;266.0;267.0;410.0
128.0;109.0;88.0;290.0;259.0;404.0
140.0;113.0;68.0;308.0;270.0;385.0
136.0;141.0;67.0;325.0;280.0;329.0
140.0;157.0;66.0;312.0;261.0;341.0
152.0;?;70.0;?;272.0;384.0
178.0;134.0;74.0;329.0;300.0;384.0
195.0;?;70.0;301.0;313.0;364.0
199.0;134.0;74.0;286.0;306.0;362.0
208.0;153.0;68.0;267.0;296.0;390.0
211.0;159.0;56.0;254.0;277.0;?
211.0;163.0;64.0;244.0;?;397.0
242.0;156.0;97.0;253.0;275.0;408.0
252.0;129.0;99.0;244.0;290.0;401.0
238.0;122.0;110.0;241.0;315.0;378.0
237.0;153.0;83.0;220.0;314.0;365.0
227.0;198.0;74.0;227.0;291.0;376.0
221.0;220.0;95.0;220.0;261.0;341.0
223.0;219.0;78.0;235.0;275.0;377.0
236.0;181.0;67.0;243.0;323.0;385.0
227.0;146.0;78.0;248.0;340.0;394.0
222.0;128.0;84.0;221.0;335.0;376.0
218.0;133.0;62.0;232.0;?;405.0
210.0;141.0;61.0;249.0;308.0;391.0
203.0;145.0;55.0;233.0;289.0;353.0
205.0;156.0;100.0;252.0;275.0;381.0
208.0;154.0;?;265.0;303.0;350.0
192.0;156.0;195.0;254.0;285.0;379.0
182.0;165.0;15.0;256.0;315.0;233.0
178.0;169.0;319.0;262.0;300.0;405.0
171.0;165.0;321.0;245.0;299.0;194.0
190.0;179.0;219.0;252.0;329.0;111.0
308.0;34.0;?;226.0;310.0;218.0
224.0;96.0;161.0;234.0;318.0;74.0
203.0;288.0;277.0;239.0;317.0;156.0
181.0;457.0;283.0;165.0;259.0;29.0
204.0;459.0;203.0;468.0;216.0;321.0
249.0;237.0;234.0;408.0;334.0;369.0
300.0;194.0;247.0;154.0;559.0;283.0
259.0;231.0;?;249.0;568.0;233.0
218.0;248.0;236.0;189.0;447.0;280.0
227.0;200.0;254.0;158.0;421.0;306.0
234.0;156.0;?;281.0;372.0;328.0
236.0;166.0;225.0;294.0;428.0;315.0
217.0;186.0;200.0;267.0;365.0;265.0
207.0;220.0;197.0;298.0;332.0;285.0
198.0;222.0;203.0;305.0;?;324.0
184.0;201.0;208.0;305.0;351.0;346.0
177.0;194.0;212.0;301.0;358.0;318.0
168.0;190.0;220.0;249.0;371.0;?
152.0;173.0;?;228.0;395.0;387.0
146.0;171.0;240.0;256.0;?;360.0
150.0;154.0;237.0;275.0;361.0;383.0
134.0;136.0;208.0;269.0;336.0;394.0
142.0;135.0;214.0;302.0;334.0;395.0
124.0;146.0;204.0;286.0;324.0;375.0
139.0;150.0;166.0;350.0;323.0;385.0
162.0;132.0;118.0;389.0;306.0;370.0
170.0;114.0;124.0;347.0;304.0;355.0
183.0;112.0;112.0;326.0;294.0;384.0
199.0;128.0;105.0;326.0;286.0;372.0
213.0;147.0;58.0;328.0;294.0;362.0
208.0;167.0;68.0;318.0;283.0;391.0
209.0;169.0;72.0;276.0;287.0;380.0
205.0;171.0;65.0;241.0;300.0;389.0
214.0;169.0;59.0;243.0;321.0;372.0
204.0;174.0;29.0;224.0;315.0;409.0
230.0;172.0;39.0;240.0;298.0;426.0
247.0;171.0;36.0;262.0;289.0;384.0
239.0;170.0;43.0;260.0;287.0;422.0
245.0;166.0;56.0;251.0;311.0;415.0
245.0;178.0;51.0;238.0;314.0;?
248.0;187.0;70.0;198.0;?;395.0
247.0;192.0;43.0;203.0;?;419.0
243.0;190.0;?;174.0;313.0;439.0
240.0;178.0;34.0;184.0;334.0;457.0
261.0;171.0;2.0;206.0;340.0;436.0
254.0;163.0;21.0;226.0;324.0;?
247.0;167.0;89.0;222.0;331.0;384.0
222.0;197.0;72.0;227.0;?;305.0
215.0;211.0;139.0;215.0;302.0;372.0
221.0;210.0;435.0;200.0;310.0;322.0
217.0;202.0;512.0;163.0;331.0;?
314.0;162.0;318.0;161.0;355.0;?
298.0;125.0;272.0;160.0;351.0;231.0
259.0;264.0;266.0;203.0;335.0;179.0
282.0;403.0;353.0;136.0;309.0;110.0
242.0;467.0;241.0;331.0;291.0;152.0
246.0;339.0;210.0;432.0;407.0;?
294.0;261.0;235.0;250.0;549.0;?
321.0;260.0;195.0;324.0;582.0;279.0
294.0;289.0;191.0;208.0;447.0;240.0
289.0;311.0;210.0;119.0;463.0;274.0
263.0;278.0;206.0;255.0;380.0;354.0
258.0;223.0;178.0;260.0;419.0;361.0
274.0;215.0;172.0;168.0;465.0;337.0
272.0;236.0;174.0;197.0;417.0;300.0
?;267.0;?;184.0;389.0;327.0
237.0;275.0;154.0;214.0;400.0;363.0
228.0;253.0;166.0;212.0;374.0;350.0
224.0;227.0;?;211.0;386.0;334.0
211.0;212.0;143.0;193.0;404.0;349.0
198.0;200.0;172.0;207.0;389.0;392.0
183.0;205.0;163.0;224.0;393.0;395.0
178.0;209.0;160.0;?;?;395.0
171.0;209.0;177.0;240.0;353.0;407.0
170.0;186.0;165.0;265.0;352.0;414.0
182.0;160.0;164.0;255.0;371.0;420.0
186.0;150.0;157.0;285.0;351.0;416.0
175.0;159.0;147.0;289.0;338.0;401.0
183.0;172.0;129.0;319.0;311.0;443.0
192.0;166.0;?;316.0;317.0;400.0
187.0;152.0;115.0;?;327.0;377.0
181.0;149.0;96.0;303.0;327.0;344.0
193.0;148.0;86.0;278.0;309.0;367.0
207.0;159.0;84.0;297.0;317.0;371.0
207.0;179.0;77.0;272.0;305.0;415.0
241.0;182.0;74.0;280.0;311.0;418.0
239.0;173.0;65.0;258.0;307.0;423.0
240.0;180.0;47.0;240.0;309.0;435.0
263.0;?;23.0;231.0;323.0;434.0
260.0;186.0;13.0;220.0;322.0;416.0
257.0;183.0;18.0;254.0;315.0;407.0
265.0;196.0;44.0;193.0;286.0;383.0
274.0;213.0;?;205.0;313.0;422.0
249.0;235.0;2.0;190.0;321.0;378.0
259.0;227.0;69.0;179.0;348.0;400.0
275.0;?;69.0;146.0;327.0;399.0
259.0;187.0;77.0;162.0;368.0;?
249.0;159.0;78.0;152.0;342.0;461.0
253.0;?;93.0;145.0;342.0;448.0
240.0;185.0;59.0;164.0;320.0;431.0
229.0;182.0;83.0;218.0;305.0;431.0
223.0;179.0;165.0;230.0;287.0;378.0
215.0;185.0;105.0;229.0;315.0;299.0
211.0;181.0;153.0;229.0;287.0;348.0
242.0;181.0;567.0;206.0;324.0;354.0
229.0;202.0;446.0;204.0;343.0;189.0
373.0;158.0;?;204.0;324.0;247.0
331.0;?;271.0;215.0;305.0;250.0
293.0;352.0;288.0;253.0;321.0;146.0
233.0;510.0;326.0;171.0;304.0;?
224.0;495.0;205.0;342.0;?;324.0
233.0;317.0;182.0;414.0;415.0;459.0
286.0;249.0;192.0;168.0;685.0;367.0
257.0;247.0;192.0;296.0;625.0;280.0
246.0;284.0;179.0;156.0;505.0;?
210.0;302.0;168.0;131.0;?;333.0
220.0;254.0;?;273.0;402.0;391.0
187.0;222.0;174.0;258.0;446.0;367.0
194.0;236.0;200.0;170.0;420.0;284.0
212.0;263.0;217.0;191.0;398.0;296.0
189.0;250.0;186.0;201.0;407.0;384.0
144.0;231.0;171.0;232.0;417.0;356.0
144.0;210.0;202.0;225.0;418.0;413.0
158.0;185.0;173.0;216.0;398.0;390.0
120.0;171.0;176.0;255.0;370.0;448.0
141.0;170.0;149.0;256.0;371.0;405.0
?;163.0;143.0;295.0;355.0;447.0
109.0;172.0;127.0;335.0;327.0;499.0
95.0;195.0;115.0;?;326.0;444.0
93.0;203.0;114.0;321.0;333.0;420.0
88.0;209.0;118.0;333.0;340.0;473.0
79.0;186.0;148.0;320.0;353.0;415.0
89.0;158.0;153.0;270.0;330.0;?
103.0;125.0;155.0;312.0;386.0;?
113.0;?;133.0;321.0;377.0;432.0
164.0;126.0;128.0;322.0;329.0;391.0
160.0;150.0;104.0;?;299.0;?
177.0;173.0;91.0;355.0;286.0;415.0
170.0;193.0;109.0;337.0;266.0;403.0
208.0;209.0;64.0;293.0;287.0;398.0
204.0;200.0;63.0;276.0;337.0;414.0
224.0;177.0;76.0;269.0;350.0;404.0
235.0;168.0;?;244.0;341.0;399.0
239.0;167.0;57.0;219.0;322.0;366.0
281.0;175.0;96.0;222.0;294.0;?
248.0;197.0;86.0;240.0;323.0;405.0
261.0;227.0;108.0;197.0;298.0;414.0
282.0;256.0;89.0;196.0;309.0;431.0
287.0;267.0;81.0;181.0;296.0;403.0
?;274.0;100.0;166.0;296.0;380.0
284.0;254.0;88.0;141.0;345.0;356.0
283.0;204.0;?;149.0;372.0;371.0
289.0;177.0;91.0;180.0;407.0;?
281.0;181.0;67.0;174.0;384.0;395.0
272.0;192.0;69.0;183.0;334.0;392.0
268.0;213.0;113.0;215.0;313.0;366.0
257.0;226.0;107.0;222.0;303.0;372.0
245.0;229.0;85.0;203.0;305.0;397.0
242.0;231.0;63.0;202.0;316.0;337.0
262.0;240.0;124.0;192.0;326.0;348.0
295.0;226.0;130.0;191.0;337.0;311.0
326.0;203.0;332.0;204.0;363.0;460.0
308.0;173.0;433.0;228.0;366.0;192.0
300.0;183.0;445.0;192.0;355.0;111.0
321.0;152.0;295.0;174.0;313.0;273.0
417.0;?;?;159.0;311.0;168.0
320.0;407.0;222.0;169.0;304.0;215.0
288.0;567.0;214.0;112.0;?;129.0
263.0;537.0;192.0;389.0;369.0;250.0
251.0;363.0;207.0;274.0;536.0;373.0
294.0;285.0;227.0;203.0;683.0;374.0
246.0;257.0;211.0;199.0;639.0;317.0
229.0;?;219.0;108.0;465.0;?
196.0;293.0;230.0;135.0;428.0;?
140.0;333.0;182.0;181.0;430.0;429.0
?;358.0;221.0;163.0;415.0;392.0
148.0;298.0;166.0;169.0;374.0;374.0
160.0;253.0;239.0;153.0;416.0;355.0
141.0;173.0;189.0;197.0;529.0;334.0
136.0;155.0;243.0;250.0;525.0;459.0
156.0;196.0;217.0;326.0;496.0;430.0
100.0;200.0;258.0;470.0;396.0;411.0
59.0;179.0;284.0;516.0;386.0;430.0
?;111.0;266.0;523.0;424.0;438.0
140.0;108.0;263.0;489.0;516.0;406.0
128.0;121.0;234.0;546.0;471.0;424.0
112.0;70.0;222.0;?;494.0;405.0
110.0;8.0;179.0;622.0;396.0;416.0
92.0;-32.0;185.0;674.0;?;415.0
110.0;-74.0;218.0;735.0;498.0;426.0
117.0;-89.0;239.0;730.0;388.0;391.0
112.0;-73.0;259.0;762.0;384.0;385.0
93.0;-57.0;238.0;825.0;393.0;?
86.0;-70.0;247.0;754.0;454.0;411.0
61.0;-88.0;277.0;765.0;384.0;?
130.0;-149.0;274.0;846.0;478.0;407.0
81.0;-205.0;282.0;?;372.0;415.0
87.0;-264.0;276.0;795.0;320.0;430.0
61.0;-289.0;275.0;812.0;300.0;438.0
60.0;-298.0;246.0;842.0;251.0;492.0
74.0;-292.0;276.0;?;239.0;394.0
62.0;-253.0;301.0;885.0;237.0;421.0
25.0;-230.0;275.0;886.0;266.0;425.0
?;-207.0;271.0;907.0;276.0;433.0
82.0;-213.0;236.0;914.0;299.0;394.0
107.0;-225.0;255.0;908.0;322.0;433.0
90.0;-218.0;242.0;914.0;314.0;442.0
92.0;-198.0;221.0;926.0;326.0;432.0
89.0;-197.0;231.0;958.0;337.0;442.0
78.0;-195.0;231.0;898.0;343.0;434.0
106.0;-203.0;216.0;893.0;365.0;429.0
86.0;-192.0;215.0;881.0;363.0;403.0
109.0;-178.0;217.0;883.0;370.0;424.0
104.0;-173.0;236.0;865.0;350.0;440.0
?;-165.0;228.0;858.0;352.0;411.0
89.0;-109.0;187.0;874.0;364.0;432.0
73.0;-21.0;?;876.0;359.0;437.0
?;32.0;194.0;848.0;362.0;398.0
78.0;30.0;194.0;805.0;352.0;414.0
67.0;-11.0;192.0;740.0;382.0;433.0
62.0;-57.0;170.0;698.0;400.0;400.0
69.0;-100.0;193.0;671.0;439.0;473.0
?;-130.0;155.0;697.0;459.0;454.0
104.0;-147.0;174.0;680.0;458.0;419.0
84.0;-33.0;196.0;851.0;451.0;422.0
75.0;-41.0;231.0;789.0;363.0;?
89.0;87.0;205.0;782.0;388.0;414.0
101.0;87.0;199.0;828.0;239.0;423.0
80.0;87.0;113.0;661.0;395.0;452.0
87.0;93.0;33.0;746.0;519.0;?
113.0;380.0;50.0;660.0;501.0;425.0
118.0;721.0;62.0;604.0;406.0;424.0
94.0;784.0;80.0;?;186.0;418.0
125.0;489.0;136.0;145.0;311.0;412.0
146.0;209.0;172.0;152.0;804.0;455.0
?;80.0;185.0;136.0;979.0;435.0
177.0;2.0;?;144.0;699.0;444.0
139.0;35.0;232.0;295.0;?;411.0
132.0;?;221.0;298.0;307.0;407.0
132.0;156.0;200.0;435.0;274.0;417.0
133.0;190.0;184.0;357.0;199.0;425.0
124.0;204.0;191.0;339.0;185.0;410.0
120.0;200.0;165.0;301.0;289.0;417.0
114.0;198.0;157.0;278.0;331.0;393.0
111.0;189.0;163.0;223.0;347.0;?
112.0;176.0;167.0;218.0;377.0;398.0
100.0;159.0;170.0;234.0;388.0;405.0
105.0;166.0;160.0;239.0;348.0;456.0
103.0;168.0;165.0;264.0;317.0;407.0
117.0;179.0;156.0;254.0;296.0;422.0
104.0;194.0;147.0;295.0;304.0;434.0
107.0;199.0;142.0;282.0;323.0;435.0
133.0;213.0;154.0;254.0;324.0;415.0
111.0;223.0;136.0;?;333.0;425.0
111.0;216.0;135.0;192.0;351.0;?
113.0;201.0;134.0;225.0;383.0;433.0
110.0;199.0;138.0;255.0;365.0;421.0
115.0;184.0;139.0;277.0;379.0;398.0
31.0;172.0;131.0;251.0;370.0;437.0
64.0;154.0;188.0;247.0;352.0;422.0
118.0;130.0;165.0;266.0;325.0;426.0
?;131.0;169.0;290.0;328.0;466.0
142.0;147.0;194.0;296.0;292.0;439.0
145.0;172.0;166.0;301.0;292.0;425.0
140.0;191.0;138.0;308.0;295.0;456.0
123.0;186.0;136.0;276.0;313.0;437.0
113.0;183.0;144.0;285.0;304.0;444.0
91.0;177.0;191.0;264.0;335.0;435.0
73.0;169.0;149.0;250.0;350.0;447.0
97.0;151.0;153.0;237.0;343.0;462.0
93.0;134.0;144.0;251.0;323.0;424.0
122.0;169.0;164.0;253.0;309.0;454.0
113.0;183.0;151.0;293.0;339.0;459.0
103.0;182.0;171.0;296.0;342.0;427.0
?;184.0;?;253.0;?;449.0
107.0;189.0;157.0;230.0;312.0;438.0
?;189.0;164.0;275.0;370.0;413.0
114.0;153.0;155.0;266.0;357.0;437.0
105.0;131.0;189.0;265.0;333.0;410.0
103.0;153.0;151.0;272.0;?;408.0
105.0;?;169.0;284.0;341.0;490.0
119.0;178.0;125.0;285.0;306.0;429.0
111.0;177.0;136.0;275.0;304.0;456.0
138.0;177.0;130.0;267.0;305.0;367.0
121.0;174.0;205.0;305.0;333.0;446.0
124.0;177.0;203.0;266.0;311.0;441.0
131.0;187.0;171.0;260.0;?;438.0
137.0;184.0;135.0;272.0;327.0;443.0
170.0;187.0;130.0;246.0;328.0;432.0
172.0;170.0;109.0;243.0;330.0;444.0
154.0;159.0;118.0;223.0;345.0;450.0
125.0;?;82.0;242.0;337.0;455.0
123.0;166.0;103.0;258.0;316.0;456.0
96.0;173.0;115.0;294.0;300.0;452.0
115.0;166.0;122.0;?;299.0;466.0
109.0;145.0;117.0;246.0;319.0;453.0
119.0;149.0;139.0;244.0;341.0;502.0
135.0;166.0;135.0;253.0;324.0;469.0
141.0;180.0;110.0;285.0;333.0;433.0
159.0;171.0;153.0;251.0;312.0;465.0
131.0;182.0;100.0;?;296.0;456.0
138.0;192.0;106.0;247.0;320.0;455.0
142.0;176.0;74.0;232.0;360.0;445.0
132.0;143.0;60.0;266.0;348.0;443.0
126.0;134.0;66.0;258.0;322.0;?
121.0;144.0;76.0;?;?;446.0
120.0;164.0;147.0;258.0;315.0;424.0
?;170.0;153.0;310.0;315.0;398.0
108.0;176.0;156.0;268.0;304.0;419.0
114.0;176.0;176.0;260.0;287.0;417.0
?;181.0;211.0;246.0;320.0;?
133.0;171.0;226.0;213.0;327.0;395.0
122.0;166.0;198.0;240.0;362.0;426.0
131.0;156.0;206.0;245.0;299.0;414.0
118.0;145.0;177.0;254.0;323.0;402.0
120.0;140.0;172.0;284.0;322.0;389.0
124.0;139.0;183.0;266.0;336.0;374.0
115.0;158.0;143.0;301.0;324.0;415.0
116.0;174.0;149.0;299.0;294.0;393.0
126.0;169.0;176.0;304.0;305.0;396.0
115.0;164.0;123.0;324.0;289.0;379.0
122.0;151.0;170.0;275.0;308.0;382.0
125.0;155.0;195.0;292.0;325.0;392.0
115.0;164.0;197.0;274.0;321.0;387.0
110.0;153.0;165.0;278.0;324.0;396.0
104.0;147.0;?;271.0;311.0;395.0
111.0;155.0;187.0;273.0;?;395.0
112.0;182.0;?;258.0;322.0;435.0
107.0;172.0;182.0;271.0;306.0;427.0
110.0;168.0;170.0;266.0;295.0;403.0
101.0;151.0;173.0;265.0;304.0;413.0
89.0;139.0;190.0;286.0;352.0;424.0
92.0;161.0;192.0;283.0;329.0;415.0
102.0;169.0;192.0;279.0;324.0;425.0
94.0;173.0;205.0;292.0;307.0;424.0
89.0;157.0;200.0;256.0;298.0;?
90.0;154.0;147.0;280.0;321.0;429.0
78.0;138.0;218.0;289.0;318.0;444.0
?;158.0;176.0;270.0;313.0;414.0
85.0;163.0;144.0;?;318.0;429.0
72.0;170.0;156.0;303.0;?;429.0
82.0;177.0;166.0;300.0;307.0;384.0
86.0;148.0;219.0;278.0;316.0;448.0
96.0;?;160.0;289.0;325.0;?
82.0;177.0;166.0;298.0;314.0;406.0
103.0;174.0;203.0;275.0;323.0;381.0
91.0;197.0;201.0;285.0;304.0;426.0
86.0;187.0;203.0;236.0;327.0;429.0
94.0;170.0;192.0;286.0;358.0;414.0
112.0;175.0;182.0;?;319.0;425.0
113.0;196.0;174.0;248.0;328.0;404.0
?;199.0;182.0;259.0;349.0;407.0
105.0;196.0;188.0;278.0;359.0;428.0
111.0;192.0;?;273.0;?;419.0
105.0;174.0;189.0;275.0;317.0;422.0
105.0;187.0;173.0;276.0;354.0;431.0
112.0;196.0;163.0;262.0;349.0;430.0
114.0;194.0;152.0;250.0;347.0;426.0
?;200.0;156.0;257.0;347.0;441.0
118.0;190.0;192.0;243.0;332.0;414.0
107.0;189.0;183.0;263.0;334.0;397.0
103.0;182.0;190.0;?;332.0;406.0
94.0;190.0;192.0;265.0;352.0;414.0
?;?;192.0;254.0;342.0;405.0
95.0;168.0;?;267.0;353.0;424.0
88.0;171.0;182.0;272.0;335.0;405.0
98.0;186.0;159.0;250.0;328.0;424.0
97.0;190.0;132.0;284.0;340.0;393.0
98.0;175.0;?;313.0;318.0;397.0
104.0;182.0;139.0;290.0;327.0;410.0
109.0;187.0;155.0;294.0;314.0;439.0
98.0;182.0;131.0;279.0;325.0;412.0
107.0;179.0;?;292.0;329.0;410.0
102.0;?;154.0;253.0;319.0;411.0
97.0;179.0;129.0;243.0;332.0;401.0
94.0;178.0;137.0;235.0;332.0;389.0
98.0;182.0;136.0;251.0;334.0;420.0
96.0;181.0;118.0;274.0;315.0;398.0
97.0;172.0;115.0;275.0;323.0;387.0
96.0;175.0;142.0;266.0;322.0;407.0
107.0;173.0;171.0;271.0;326.0;377.0
107.0;174.0;98.0;258.0;340.0;384.0
105.0;169.0;?;267.0;317.0;405.0
106.0;177.0;136.0;231.0;297.0;383.0
115.0;176.0;144.0;263.0;306.0;376.0
107.0;172.0;166.0;267.0;336.0;388.0
116.0;180.0;157.0;270.0;282.0;392.0
115.0;194.0;162.0;244.0;285.0;368.0
104.0;184.0;170.0;280.0;343.0;364.0
101.0;179.0;164.0;265.0;319.0;365.0
103.0;172.0;185.0;250.0;333.0;388.0
92.0;175.0;162.0;256.0;346.0;389.0
?;174.0;139.0;252.0;?;395.0
?;168.0;111.0;283.0;305.0;399.0
83.0;175.0;96.0;295.0;295.0;355.0
80.0;176.0;124.0;284.0;315.0;380.0
73.0;181.0;154.0;299.0;?;368.0
82.0;169.0;156.0;299.0;321.0;362.0
68.0;162.0;172.0;306.0;328.0;375.0
57.0;165.0;161.0;295.0;324.0;366.0
50.0;172.0;145.0;242.0;303.0;406.0
82.0;155.0;126.0;270.0;318.0;390.0
