InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accZ;Accelerometer BACK accX;Accelerometer LUA^ accZ;Accelerometer LUA^ accX;Accelerometer HIP accZ
220.0;277.0;297.0;203.0;394.0;400.0
329.0;192.0;202.0;150.0;318.0;458.0
203.0;380.0;80.0;74.0;582.0;306.0
221.0;278.0;298.0;190.0;394.0;388.0
217.0;266.0;279.0;214.0;400.0;400.0
272.0;178.0;-86.0;117.0;374.0;268.0
215.0;270.0;278.0;214.0;399.0;393.0
248.0;173.0;267.0;191.0;429.0;280.0
139.0;145.0;373.0;-130.0;586.0;251.0
211.0;276.0;289.0;187.0;400.0;404.0
182.0;59.0;227.0;397.0;238.0;48.0
269.0;138.0;193.0;413.0;304.0;194.0
167.0;-31.0;109.0;623.0;281.0;442.0
132.0;32.0;287.0;399.0;252.0;304.0
215.0;273.0;287.0;232.0;417.0;407.0
196.0;225.0;316.0;174.0;404.0;408.0
201.0;365.0;233.0;226.0;376.0;333.0
262.0;271.0;76.0;98.0;384.0;314.0
249.0;321.0;166.0;164.0;384.0;328.0
291.0;271.0;263.0;109.0;413.0;260.0
281.0;270.0;244.0;146.0;599.0;348.0
209.0;271.0;282.0;212.0;396.0;411.0
209.0;270.0;283.0;210.0;407.0;400.0
151.0;47.0;216.0;-2.0;510.0;195.0
312.0;404.0;299.0;353.0;593.0;304.0
208.0;337.0;43.0;132.0;343.0;408.0
208.0;277.0;285.0;217.0;397.0;393.0
127.0;364.0;45.0;264.0;485.0;356.0
209.0;273.0;274.0;207.0;399.0;405.0
206.0;276.0;290.0;211.0;410.0;414.0
273.0;339.0;-15.0;37.0;537.0;283.0
516.0;406.0;112.0;337.0;381.0;415.0
158.0;-37.0;239.0;72.0;227.0;91.0
294.0;290.0;237.0;333.0;496.0;300.0
197.0;263.0;295.0;207.0;419.0;407.0
305.0;308.0;226.0;247.0;426.0;387.0
205.0;171.0;65.0;241.0;300.0;389.0
459.0;208.0;231.0;236.0;523.0;332.0
214.0;248.0;258.0;271.0;459.0;121.0
161.0;289.0;106.0;83.0;372.0;505.0
65.0;95.0;269.0;269.0;432.0;196.0
295.0;155.0;296.0;192.0;278.0;459.0
237.0;324.0;42.0;243.0;491.0;416.0
260.0;287.0;150.0;257.0;434.0;409.0
145.0;263.0;138.0;322.0;463.0;419.0
203.0;294.0;183.0;174.0;311.0;454.0
165.0;379.0;168.0;316.0;279.0;475.0
408.0;248.0;53.0;74.0;444.0;231.0
185.0;241.0;199.0;254.0;433.0;406.0
158.0;317.0;252.0;202.0;436.0;312.0
145.0;201.0;112.0;259.0;507.0;311.0
88.0;305.0;200.0;293.0;435.0;464.0
194.0;276.0;204.0;211.0;396.0;414.0
158.0;185.0;173.0;216.0;398.0;390.0
132.0;192.0;162.0;249.0;342.0;469.0
113.0;149.0;123.0;306.0;311.0;456.0
168.0;227.0;217.0;251.0;423.0;388.0
212.0;250.0;208.0;193.0;415.0;416.0
195.0;281.0;189.0;236.0;391.0;416.0
218.0;269.0;221.0;193.0;428.0;415.0
197.0;267.0;210.0;205.0;415.0;465.0
218.0;299.0;240.0;226.0;417.0;412.0
225.0;338.0;270.0;221.0;383.0;405.0
108.0;78.0;249.0;441.0;451.0;227.0
218.0;27.0;67.0;292.0;670.0;429.0
259.0;206.0;347.0;137.0;402.0;326.0
132.0;163.0;493.0;280.0;283.0;408.0
126.0;270.0;242.0;185.0;324.0;402.0
122.0;166.0;198.0;240.0;362.0;426.0
233.0;310.0;288.0;77.0;521.0;350.0
284.0;348.0;220.0;132.0;425.0;335.0
240.0;256.0;253.0;182.0;451.0;359.0
281.0;317.0;217.0;222.0;407.0;343.0
108.0;277.0;233.0;291.0;430.0;293.0
189.0;13.0;148.0;528.0;299.0;439.0
215.0;307.0;190.0;310.0;488.0;145.0
193.0;224.0;201.0;206.0;324.0;416.0
191.0;214.0;217.0;206.0;337.0;415.0
231.0;261.0;334.0;95.0;495.0;322.0
217.0;169.0;233.0;117.0;347.0;440.0
156.0;200.0;242.0;215.0;325.0;371.0
188.0;230.0;223.0;213.0;318.0;395.0
130.0;198.0;260.0;144.0;200.0;494.0
97.0;161.0;395.0;-62.0;478.0;84.0
200.0;174.0;177.0;301.0;493.0;332.0
182.0;214.0;213.0;214.0;323.0;399.0
183.0;221.0;203.0;204.0;314.0;405.0
193.0;211.0;221.0;310.0;354.0;371.0
119.0;261.0;175.0;283.0;420.0;351.0
63.0;212.0;222.0;280.0;393.0;463.0
123.0;-1.0;135.0;125.0;427.0;412.0
172.0;226.0;177.0;213.0;330.0;442.0
114.0;197.0;156.0;153.0;302.0;403.0
229.0;380.0;199.0;173.0;357.0;327.0
129.0;215.0;261.0;336.0;203.0;421.0
196.0;228.0;194.0;178.0;383.0;409.0
184.0;222.0;181.0;188.0;343.0;412.0
148.0;210.0;199.0;134.0;344.0;481.0
188.0;231.0;200.0;199.0;336.0;407.0
230.0;221.0;251.0;191.0;330.0;294.0
216.0;111.0;259.0;162.0;442.0;316.0
195.0;233.0;220.0;207.0;333.0;412.0
90.0;296.0;298.0;104.0;298.0;341.0
69.0;202.0;210.0;293.0;370.0;422.0
189.0;184.0;198.0;151.0;361.0;335.0
244.0;142.0;71.0;59.0;379.0;313.0
174.0;228.0;218.0;192.0;343.0;392.0
174.0;235.0;228.0;196.0;384.0;397.0
507.0;325.0;425.0;183.0;513.0;143.0
164.0;246.0;240.0;212.0;371.0;387.0
346.0;350.0;351.0;164.0;370.0;202.0
249.0;175.0;335.0;232.0;280.0;250.0
164.0;246.0;10.0;50.0;321.0;386.0
209.0;241.0;207.0;183.0;342.0;399.0
237.0;143.0;223.0;129.0;347.0;275.0
260.0;254.0;-12.0;149.0;216.0;349.0
399.0;213.0;4.0;172.0;234.0;303.0
213.0;236.0;184.0;183.0;333.0;391.0
207.0;227.0;191.0;181.0;333.0;383.0
158.0;260.0;234.0;223.0;346.0;378.0
262.0;300.0;259.0;178.0;392.0;449.0
157.0;238.0;156.0;228.0;356.0;344.0
209.0;217.0;208.0;163.0;337.0;402.0
124.0;195.0;37.0;264.0;376.0;341.0
141.0;271.0;154.0;214.0;353.0;385.0
102.0;253.0;211.0;254.0;380.0;466.0
217.0;225.0;213.0;171.0;363.0;425.0
88.0;356.0;123.0;103.0;347.0;345.0
160.0;253.0;239.0;153.0;416.0;355.0
212.0;227.0;197.0;134.0;344.0;426.0
167.0;243.0;193.0;183.0;352.0;412.0
216.0;239.0;193.0;177.0;326.0;393.0
203.0;176.0;134.0;213.0;296.0;405.0
250.0;143.0;266.0;108.0;376.0;430.0
239.0;275.0;176.0;199.0;394.0;408.0
198.0;251.0;303.0;211.0;397.0;373.0
202.0;207.0;162.0;149.0;340.0;415.0
169.0;256.0;182.0;184.0;221.0;418.0
256.0;171.0;206.0;180.0;334.0;264.0
295.0;345.0;219.0;158.0;256.0;333.0
228.0;255.0;306.0;209.0;334.0;185.0
218.0;214.0;233.0;173.0;318.0;330.0
210.0;209.0;174.0;152.0;298.0;356.0
146.0;247.0;142.0;85.0;272.0;323.0
95.0;384.0;175.0;202.0;423.0;353.0
133.0;363.0;180.0;198.0;426.0;403.0
226.0;366.0;125.0;219.0;276.0;427.0
253.0;256.0;171.0;147.0;373.0;377.0
263.0;266.0;259.0;192.0;438.0;379.0
174.0;215.0;198.0;317.0;401.0;185.0
236.0;400.0;153.0;215.0;369.0;153.0
238.0;328.0;212.0;141.0;388.0;311.0
253.0;311.0;242.0;183.0;366.0;386.0
131.0;178.0;300.0;-123.0;453.0;297.0
208.0;300.0;212.0;127.0;446.0;321.0
292.0;319.0;143.0;181.0;481.0;280.0
345.0;245.0;148.0;319.0;145.0;315.0
102.0;272.0;224.0;354.0;438.0;439.0
315.0;374.0;261.0;-28.0;560.0;223.0
592.0;178.0;119.0;417.0;379.0;256.0
154.0;296.0;155.0;248.0;467.0;229.0
160.0;356.0;336.0;113.0;434.0;269.0
228.0;362.0;329.0;168.0;380.0;296.0
186.0;297.0;290.0;173.0;417.0;320.0
186.0;302.0;294.0;193.0;418.0;312.0
190.0;296.0;296.0;191.0;419.0;300.0
128.0;201.0;309.0;126.0;453.0;292.0
174.0;275.0;396.0;189.0;430.0;247.0
186.0;298.0;301.0;245.0;399.0;273.0
196.0;283.0;288.0;185.0;435.0;309.0
203.0;297.0;271.0;196.0;424.0;316.0
198.0;307.0;269.0;191.0;433.0;304.0
203.0;291.0;280.0;200.0;410.0;314.0
163.0;86.0;125.0;647.0;380.0;473.0
266.0;293.0;331.0;159.0;457.0;235.0
180.0;232.0;282.0;181.0;535.0;392.0
142.0;360.0;289.0;409.0;551.0;408.0
192.0;310.0;329.0;291.0;519.0;327.0
204.0;271.0;246.0;240.0;427.0;239.0
223.0;173.0;97.0;194.0;285.0;424.0
201.0;328.0;276.0;176.0;389.0;352.0
185.0;281.0;225.0;131.0;396.0;363.0
233.0;344.0;192.0;113.0;477.0;269.0
192.0;189.0;122.0;199.0;306.0;378.0
169.0;222.0;206.0;257.0;407.0;298.0
117.0;255.0;190.0;303.0;352.0;381.0
145.0;326.0;165.0;295.0;451.0;360.0
221.0;363.0;311.0;136.0;493.0;304.0
219.0;200.0;70.0;177.0;352.0;329.0
204.0;212.0;239.0;187.0;355.0;278.0
209.0;341.0;250.0;119.0;437.0;346.0
185.0;219.0;85.0;215.0;283.0;422.0
169.0;255.0;42.0;137.0;272.0;449.0
172.0;378.0;278.0;112.0;459.0;271.0
237.0;323.0;538.0;-107.0;572.0;252.0
193.0;314.0;212.0;142.0;428.0;302.0
210.0;362.0;174.0;116.0;497.0;239.0
218.0;252.0;143.0;187.0;351.0;386.0
208.0;331.0;296.0;289.0;384.0;350.0
191.0;225.0;291.0;165.0;354.0;239.0
166.0;193.0;429.0;192.0;315.0;275.0
376.0;327.0;156.0;217.0;562.0;312.0
133.0;353.0;281.0;174.0;485.0;381.0
372.0;372.0;43.0;249.0;583.0;237.0
76.0;91.0;441.0;350.0;257.0;635.0
390.0;305.0;195.0;305.0;457.0;224.0
88.0;94.0;278.0;273.0;239.0;433.0
139.0;150.0;166.0;350.0;323.0;385.0
126.0;283.0;101.0;195.0;391.0;417.0
72.0;248.0;199.0;260.0;390.0;472.0
72.0;173.0;177.0;277.0;324.0;411.0
299.0;341.0;241.0;224.0;437.0;242.0
187.0;263.0;187.0;276.0;378.0;294.0
196.0;226.0;135.0;329.0;327.0;145.0
219.0;257.0;192.0;275.0;367.0;274.0
469.0;225.0;431.0;285.0;418.0;140.0
106.0;416.0;188.0;178.0;522.0;374.0
88.0;598.0;206.0;102.0;624.0;447.0
208.0;336.0;231.0;206.0;448.0;365.0
223.0;369.0;216.0;155.0;411.0;402.0
211.0;292.0;231.0;171.0;437.0;416.0
198.0;281.0;213.0;161.0;435.0;386.0
173.0;326.0;240.0;154.0;431.0;417.0
912.0;258.0;77.0;223.0;404.0;46.0
339.0;166.0;276.0;208.0;368.0;294.0
215.0;275.0;207.0;256.0;287.0;261.0
90.0;300.0;234.0;226.0;410.0;459.0
150.0;166.0;326.0;228.0;438.0;239.0
148.0;276.0;180.0;168.0;417.0;363.0
101.0;147.0;166.0;339.0;392.0;350.0
178.0;241.0;201.0;228.0;328.0;378.0
153.0;276.0;246.0;201.0;408.0;373.0
64.0;238.0;148.0;212.0;306.0;124.0
129.0;259.0;324.0;275.0;437.0;350.0
180.0;303.0;250.0;-71.0;476.0;329.0
150.0;277.0;275.0;185.0;388.0;424.0
174.0;258.0;245.0;165.0;418.0;385.0
224.0;238.0;357.0;273.0;436.0;339.0
166.0;279.0;152.0;191.0;405.0;370.0
155.0;330.0;125.0;57.0;457.0;339.0
378.0;192.0;119.0;179.0;236.0;360.0
326.0;271.0;249.0;91.0;324.0;325.0
175.0;249.0;273.0;190.0;409.0;389.0
151.0;273.0;257.0;230.0;412.0;374.0
84.0;238.0;370.0;297.0;317.0;336.0
142.0;254.0;255.0;299.0;513.0;435.0
246.0;284.0;189.0;112.0;361.0;326.0
136.0;144.0;372.0;95.0;381.0;344.0
163.0;283.0;211.0;221.0;437.0;52.0
309.0;309.0;222.0;245.0;457.0;408.0
371.0;500.0;84.0;64.0;334.0;713.0
134.0;344.0;334.0;283.0;410.0;343.0
429.0;427.0;250.0;302.0;578.0;50.0
297.0;307.0;223.0;255.0;442.0;393.0
139.0;311.0;1.0;276.0;459.0;205.0
413.0;131.0;136.0;692.0;492.0;411.0
91.0;299.0;7.0;143.0;322.0;261.0
361.0;501.0;174.0;108.0;461.0;361.0
98.0;211.0;297.0;123.0;589.0;680.0
207.0;279.0;296.0;201.0;409.0;440.0
895.0;622.0;438.0;-631.0;473.0;-389.0
193.0;308.0;295.0;318.0;345.0;324.0
96.0;289.0;48.0;183.0;267.0;425.0
96.0;324.0;190.0;222.0;409.0;353.0
122.0;44.0;299.0;251.0;155.0;632.0
75.0;74.0;324.0;199.0;651.0;280.0
259.0;395.0;180.0;65.0;464.0;400.0
99.0;277.0;150.0;179.0;372.0;544.0
184.0;221.0;176.0;139.0;281.0;389.0
116.0;260.0;153.0;143.0;408.0;376.0
236.0;325.0;378.0;206.0;459.0;375.0
299.0;312.0;226.0;275.0;463.0;413.0
62.0;261.0;163.0;325.0;382.0;377.0
139.0;131.0;85.0;231.0;249.0;450.0
357.0;289.0;36.0;436.0;440.0;468.0
426.0;478.0;70.0;-99.0;414.0;366.0
417.0;354.0;80.0;67.0;297.0;381.0
248.0;288.0;507.0;27.0;519.0;161.0
305.0;320.0;225.0;260.0;431.0;374.0
283.0;307.0;242.0;276.0;448.0;421.0
327.0;210.0;47.0;23.0;352.0;350.0
336.0;432.0;148.0;288.0;560.0;344.0
79.0;200.0;210.0;112.0;532.0;425.0
404.0;532.0;439.0;-1.0;578.0;162.0
98.0;335.0;181.0;287.0;485.0;267.0
643.0;515.0;176.0;335.0;486.0;345.0
-20.0;228.0;161.0;242.0;368.0;468.0
286.0;328.0;193.0;219.0;440.0;408.0
12.0;245.0;173.0;241.0;384.0;452.0
415.0;365.0;58.0;240.0;488.0;473.0
244.0;203.0;326.0;147.0;384.0;217.0
410.0;400.0;275.0;249.0;398.0;299.0
87.0;223.0;423.0;223.0;361.0;591.0
203.0;156.0;62.0;104.0;290.0;518.0
432.0;134.0;66.0;208.0;328.0;245.0
167.0;146.0;66.0;112.0;298.0;369.0
336.0;406.0;136.0;385.0;598.0;327.0
153.0;63.0;221.0;170.0;225.0;427.0
196.0;267.0;221.0;150.0;424.0;453.0
536.0;615.0;617.0;-211.0;701.0;-126.0
186.0;271.0;317.0;224.0;403.0;431.0
186.0;392.0;293.0;242.0;361.0;412.0
258.0;354.0;302.0;164.0;451.0;397.0
359.0;510.0;306.0;224.0;351.0;296.0
282.0;301.0;252.0;278.0;467.0;400.0
506.0;595.0;337.0;-77.0;670.0;130.0
196.0;271.0;329.0;215.0;414.0;419.0
206.0;79.0;436.0;177.0;424.0;189.0
304.0;403.0;370.0;112.0;514.0;334.0
151.0;131.0;307.0;393.0;400.0;342.0
165.0;82.0;35.0;206.0;272.0;415.0
145.0;71.0;220.0;264.0;290.0;248.0
844.0;354.0;155.0;-12.0;396.0;-9.0
283.0;-54.0;71.0;867.0;307.0;466.0
127.0;216.0;169.0;291.0;209.0;475.0
251.0;424.0;278.0;235.0;417.0;359.0
105.0;291.0;25.0;92.0;393.0;162.0
223.0;398.0;381.0;292.0;428.0;282.0
268.0;345.0;318.0;142.0;474.0;390.0
232.0;327.0;287.0;688.0;649.0;406.0
91.0;179.0;187.0;235.0;293.0;355.0
139.0;387.0;320.0;227.0;531.0;205.0
111.0;146.0;78.0;256.0;287.0;548.0
396.0;296.0;27.0;66.0;336.0;253.0
819.0;611.0;381.0;-401.0;518.0;-91.0
212.0;444.0;413.0;38.0;554.0;294.0
93.0;273.0;144.0;280.0;528.0;423.0
172.0;214.0;153.0;216.0;341.0;456.0
125.0;305.0;458.0;188.0;501.0;345.0
405.0;287.0;70.0;314.0;464.0;408.0
33.0;472.0;171.0;182.0;561.0;457.0
166.0;188.0;-38.0;167.0;276.0;447.0
419.0;387.0;416.0;273.0;497.0;72.0
171.0;165.0;321.0;245.0;299.0;194.0
372.0;127.0;-65.0;180.0;127.0;435.0
374.0;410.0;266.0;-2.0;487.0;329.0
204.0;60.0;134.0;173.0;242.0;312.0
334.0;522.0;325.0;141.0;504.0;183.0
71.0;190.0;163.0;264.0;326.0;443.0
91.0;241.0;438.0;301.0;412.0;263.0
438.0;349.0;104.0;19.0;356.0;223.0
258.0;390.0;364.0;49.0;504.0;214.0
477.0;244.0;146.0;133.0;300.0;273.0
108.0;34.0;42.0;251.0;150.0;450.0
188.0;98.0;102.0;587.0;420.0;468.0
155.0;368.0;99.0;83.0;242.0;321.0
218.0;399.0;248.0;143.0;634.0;287.0
112.0;211.0;262.0;344.0;345.0;243.0
356.0;136.0;-2.0;300.0;325.0;384.0
75.0;257.0;226.0;226.0;354.0;353.0
51.0;236.0;278.0;263.0;407.0;282.0
