Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay
-96.0;-35;21;158.0;-671.0;12;-25;656
-237.0;-70;279;430.0;-579.0;14;-92;662
-89.0;2;20;240.0;-485.0;15;4;649
-79.0;8;35;198.0;-463.0;16;11;647
-68.0;-2;3;207.0;-481.0;14;41;648
-63.0;-6;-22;173.0;-477.0;13;33;656
-77.0;-16;-242;156.0;-483.0;-26;-99;695
-117.0;23;-26;6.0;-556.0;17;-42;663
-73.0;11;7;98.0;-573.0;11;-34;676
-24.0;17;12;149.0;-536.0;11;-23;677
-54.0;29;-9;94.0;-533.0;17;63;666
-105.0;9;0;109.0;-534.0;23;31;659
-35.0;-58;8;114.0;-512.0;28;-12;656
-81.0;6;26;59.0;-540.0;15;0;653
-185.0;-15;24;133.0;-580.0;19;-74;663
-83.0;-26;14;165.0;-687.0;24;22;657
-111.0;23;-10;105.0;-481.0;16;17;668
-183.0;9;1;107.0;-544.0;23;-4;662
-187.0;-15;-7;136.0;-546.0;14;33;666
-173.0;-9;3;110.0;-537.0;21;-28;667
-186.0;-17;1;127.0;-572.0;23;40;660
-123.0;15;-22;91.0;-550.0;15;-13;662
-140.0;64;0;127.0;-550.0;19;5;659
-127.0;36;-13;111.0;-542.0;15;29;667
-120.0;19;14;121.0;-566.0;23;-34;657
-139.0;14;13;123.0;-597.0;23;-54;657
-149.0;-4;34;117.0;-592.0;34;-13;651
-152.0;-14;8;107.0;-606.0;22;-27;664
-154.0;-7;24;125.0;-585.0;30;23;661
-124.0;-56;24;136.0;-572.0;17;-32;667
-139.0;-21;53;140.0;-544.0;15;-16;673
-105.0;14;-24;127.0;-521.0;12;5;648
-117.0;-24;-32;107.0;-489.0;30;9;655
-177.0;-18;23;141.0;-492.0;16;14;669
-166.0;-2;-6;137.0;-508.0;19;5;668
-138.0;-7;2;102.0;-480.0;17;-3;667
-126.0;1;9;117.0;-494.0;18;-12;669
-120.0;-12;-3;90.0;-485.0;17;39;666
-135.0;-24;4;120.0;-495.0;20;12;671
-108.0;-14;0;131.0;-484.0;18;50;672
-128.0;21;38;99.0;-498.0;14;22;668
-136.0;229;111;217.0;-545.0;47;27;140
-104.0;-33;15;248.0;-504.0;8;13;663
-23.0;-44;6;263.0;-530.0;29;-26;649
-69.0;-4;23;286.0;-502.0;18;8;656
-145.0;-29;-10;140.0;-532.0;14;6;661
-116.0;-16;31;100.0;-512.0;21;0;668
-99.0;-16;14;86.0;-490.0;17;22;666
-113.0;-16;-10;90.0;-509.0;18;36;664
-101.0;-1;-19;76.0;-500.0;16;9;667
-73.0;3;-5;93.0;-492.0;13;-14;668
-59.0;-2;18;85.0;-473.0;19;8;666
-110.0;-6;12;89.0;-504.0;17;-14;667
-111.0;14;-8;89.0;-489.0;22;22;662
-125.0;11;-10;91.0;-493.0;20;26;664
-118.0;-9;24;96.0;-520.0;23;14;665
-123.0;5;2;91.0;-488.0;17;20;666
-123.0;0;33;89.0;-500.0;15;45;669
-108.0;21;-4;106.0;-510.0;18;0;669
-125.0;33;-18;105.0;-509.0;18;-36;669
-101.0;-3;36;103.0;-514.0;15;-40;667
-117.0;-4;9;92.0;-504.0;17;-13;667
-109.0;12;-19;86.0;-502.0;19;-20;666
-120.0;-7;0;107.0;-514.0;18;-5;668
-117.0;-25;12;100.0;-497.0;20;-21;668
-135.0;-1;-32;226.0;-604.0;16;-119;669
-129.0;-139;-398;211.0;-643.0;96;-67;589
-160.0;7;-80;294.0;-644.0;5;12;707
-97.0;-19;14;202.0;-683.0;20;53;695
-118.0;-7;2;109.0;-493.0;19;-54;665
-85.0;-15;-43;195.0;-694.0;19;63;690
-118.0;3;-1;99.0;-508.0;14;5;669
20.0;345;-213;476.0;-792.0;-63;11;773
-115.0;8;15;100.0;-511.0;17;1;665
-81.0;-882;-861;339.0;-607.0;-21;-11;797
-156.0;-37;34;286.0;-569.0;44;41;647
-153.0;-42;11;250.0;-570.0;36;36;657
-148.0;-36;-9;135.0;-595.0;25;13;661
-103.0;-9;28;109.0;-509.0;18;-34;664
-177.0;1;-25;123.0;-616.0;20;103;660
-179.0;37;-94;256.0;-575.0;90;-50;562
-99.0;-28;19;94.0;-519.0;15;-15;669
-122.0;-12;15;140.0;-489.0;20;7;664
-110.0;-15;12;80.0;-501.0;22;10;662
-82.0;-3;7;106.0;-514.0;27;16;662
-75.0;-16;-10;91.0;-517.0;20;-16;664
-112.0;-11;4;101.0;-499.0;15;-1;667
-124.0;-13;7;249.0;-572.0;18;-198;667
-109.0;-4;2;95.0;-512.0;16;-14;666
-118.0;-34;2;102.0;-508.0;31;-27;659
-108.0;-23;13;97.0;-512.0;42;6;654
-101.0;-4;4;95.0;-506.0;18;-21;666
-128.0;-97;-9;93.0;-510.0;22;9;669
-282.0;-1;-1;30.0;-580.0;19;19;666
-110.0;-23;7;97.0;-493.0;24;14;661
-105.0;15;2;99.0;-511.0;16;-6;669
-103.0;-1;-24;109.0;-500.0;20;25;666
-117.0;-40;-14;89.0;-521.0;25;1;664
-140.0;-22;4;204.0;-611.0;15;-128;669
-106.0;-38;-18;87.0;-488.0;12;14;660
-104.0;5;-31;98.0;-488.0;17;7;658
-115.0;31;-21;90.0;-469.0;18;16;654
-130.0;15;2;296.0;-721.0;16;-436;662
-99.0;-12;-22;98.0;-488.0;11;8;662
-98.0;-4;-8;90.0;-496.0;20;-23;654
-186.0;1043;-3885;-122.0;-568.0;2723;-583;3214
-109.0;-10;-74;117.0;-550.0;12;-21;671
-109.0;-21;23;109.0;-499.0;24;-32;647
-117.0;-17;-20;123.0;-689.0;30;-13;626
-111.0;-29;20;108.0;-515.0;17;-44;655
-105.0;-46;22;85.0;-531.0;23;-48;645
-110.0;-45;3;89.0;-520.0;25;-56;639
-95.0;-30;3;127.0;-570.0;30;-49;629
-92.0;47;-34;134.0;-535.0;27;-31;646
-91.0;2;-11;107.0;-528.0;25;-21;644
-101.0;-8;-11;118.0;-531.0;17;-42;657
-113.0;65;-652;109.0;-553.0;-11;-37;724
-128.0;10;2;119.0;-529.0;22;-14;652
-38.0;7;-7;223.0;-530.0;10;-35;674
-40.0;3;2;295.0;-528.0;18;15;652
-114.0;-84;-39;110.0;-670.0;1;-36;658
-114.0;20;16;111.0;-526.0;23;-22;650
-51.0;424;38;290.0;-530.0;-60;10;676
-98.0;18;-8;86.0;-471.0;16;-5;655
-122.0;-59;-24;138.0;-604.0;15;-30;656
-109.0;-10;23;89.0;-460.0;15;7;656
-87.0;-4;9;135.0;-451.0;25;-2;651
-105.0;-41;-4;121.0;-630.0;18;-13;649
-109.0;-38;-11;79.0;-613.0;16;-19;648
-135.0;-23;2;89.0;-591.0;12;20;655
-86.0;-13;-13;140.0;-459.0;14;22;655
-80.0;-11;3;116.0;-442.0;18;-17;655
-90.0;-8;35;109.0;-473.0;24;23;641
-144.0;-46;1;115.0;-611.0;11;-7;655
-136.0;-55;1;102.0;-600.0;18;-11;651
-108.0;2;-10;109.0;-470.0;19;-1;650
-127.0;-9;4;111.0;-580.0;16;-43;650
-79.0;15;-13;100.0;-460.0;21;19;652
-115.0;23;-4;119.0;-480.0;13;-56;658
-135.0;-22;14;85.0;-589.0;16;32;654
-91.0;-79;166;61.0;-594.0;-43;48;693
-109.0;-3;-23;110.0;-484.0;23;15;651
-113.0;14;-2;93.0;-492.0;21;-3;651
-130.0;-6;31;97.0;-624.0;26;-27;642
-93.0;8;0;91.0;-480.0;24;16;652
-115.0;-1;-9;140.0;-480.0;19;-2;656
-105.0;6;-15;115.0;-480.0;20;16;651
-118.0;-15;22;98.0;-618.0;22;-61;639
-118.0;-30;-9;112.0;-476.0;15;24;660
-130.0;-8;36;127.0;-615.0;20;-74;639
-130.0;1;14;100.0;-618.0;21;-26;642
-118.0;-3;9;85.0;-469.0;13;-13;659
-106.0;1;2;97.0;-626.0;22;-5;642
-99.0;9;1;91.0;-625.0;22;-4;642
-109.0;40;2;100.0;-506.0;12;-39;660
-120.0;22;-8;138.0;-486.0;16;-19;657
-100.0;44;-8;98.0;-649.0;22;-5;639
-114.0;-1;2;120.0;-499.0;17;-24;658
-104.0;-15;-80;201.0;-500.0;34;4;631
-46.0;-20;-3;220.0;-547.0;15;31;665
-93.0;7;-2;202.0;-459.0;27;46;658
-112.0;-10;1;119.0;-499.0;23;-25;657
-122.0;-10;19;78.0;-478.0;26;-15;650
-145.0;-17;16;91.0;-482.0;17;-16;653
-109.0;-15;1;89.0;-470.0;16;-26;658
-123.0;16;31;120.0;-509.0;22;9;655
-119.0;20;-51;115.0;-641.0;16;26;642
-94.0;-13;11;106.0;-503.0;17;13;654
-93.0;5;-29;102.0;-666.0;12;6;658
-116.0;-5;-12;93.0;-486.0;16;38;659
-109.0;-12;22;109.0;-474.0;22;-20;651
-112.0;21;-7;141.0;-452.0;22;-9;653
-92.0;-11;13;120.0;-491.0;17;-4;658
-100.0;10;2;126.0;-471.0;20;-19;654
-110.0;-10;11;99.0;-480.0;18;-27;657
-110.0;33;-7;103.0;-470.0;15;2;660
-95.0;-3;11;99.0;-669.0;18;15;651
-131.0;1;1;98.0;-658.0;15;6;656
-121.0;26;15;121.0;-482.0;19;7;656
-136.0;-19;6;99.0;-672.0;14;-16;655
-141.0;10;24;138.0;-476.0;25;25;654
-99.0;-12;-31;72.0;-476.0;23;6;653
-127.0;-10;-10;111.0;-499.0;22;23;653
-117.0;20;-9;120.0;-476.0;21;46;656
-136.0;28;-8;150.0;-470.0;19;-30;660
-116.0;5;11;167.0;-456.0;18;0;661
-137.0;19;7;157.0;-444.0;24;1;654
-145.0;-2;-9;157.0;-457.0;20;-17;655
-153.0;-7;-7;143.0;-438.0;15;1;658
-109.0;4;8;132.0;-484.0;19;4;659
-119.0;-14;21;119.0;-481.0;16;-12;658
-157.0;23;-12;144.0;-436.0;19;14;659
-162.0;21;-40;134.0;-444.0;20;15;660
-104.0;14;34;141.0;-471.0;23;-3;652
-120.0;17;0;136.0;-470.0;20;25;657
-114.0;1;-10;100.0;-510.0;14;13;659
-146.0;6;37;119.0;-457.0;23;-3;656
-115.0;-20;15;88.0;-505.0;23;-37;657
-164.0;-10;23;112.0;-502.0;21;-11;656
-145.0;-6;8;120.0;-493.0;25;-13;657
-143.0;0;22;126.0;-471.0;18;10;659
-124.0;-13;7;115.0;-455.0;16;10;655
-118.0;12;-6;136.0;-448.0;21;-14;656
-108.0;10;19;130.0;-508.0;21;27;657
-175.0;18;-36;128.0;-450.0;21;0;654
-108.0;-4;9;111.0;-474.0;22;-12;657
-110.0;-12;-14;116.0;-460.0;21;2;658
-127.0;12;-4;129.0;-505.0;16;-13;656
-137.0;5;-3;127.0;-494.0;19;-20;654
-155.0;-4;19;164.0;-442.0;25;18;650
-139.0;9;-4;176.0;-442.0;17;-7;657
-150.0;-19;-28;167.0;-432.0;20;-21;657
-123.0;10;2;132.0;-474.0;24;17;654
-123.0;18;12;130.0;-465.0;13;30;662
-119.0;-3;2;129.0;-446.0;18;16;660
-125.0;25;11;186.0;-426.0;18;-18;657
-133.0;-9;-7;185.0;-459.0;19;49;656
-155.0;19;11;184.0;-489.0;16;29;654
-138.0;8;15;165.0;-458.0;22;-9;649
-127.0;6;17;169.0;-467.0;21;-37;652
-110.0;60;23;133.0;-456.0;20;8;658
-83.0;18;27;145.0;-487.0;24;-40;655
-122.0;-18;-6;184.0;-445.0;16;-12;661
-137.0;11;9;152.0;-451.0;14;24;660
-139.0;26;-3;156.0;-431.0;18;18;657
-54.0;-16;10;153.0;-463.0;19;-32;660
-149.0;26;-8;157.0;-441.0;20;-15;654
-150.0;26;11;138.0;-461.0;18;28;659
-28.0;1;8;149.0;-506.0;24;-36;654
9.0;189;100;79.0;-769.0;-23;30;639
-139.0;-8;14;179.0;-428.0;20;27;660
-118.0;-10;7;207.0;-476.0;18;1;658
-118.0;-2;17;203.0;-453.0;18;6;658
-140.0;-21;0;144.0;-480.0;15;44;661
-128.0;4;1;188.0;-446.0;17;-8;656
-135.0;-20;-7;190.0;-432.0;18;-13;660
-136.0;-8;10;194.0;-431.0;17;33;658
-112.0;-11;-11;151.0;-452.0;22;-10;655
-101.0;0;47;150.0;-449.0;33;-3;650
-91.0;14;45;159.0;-465.0;5;-26;679
-118.0;48;17;166.0;-476.0;3;-47;672
-136.0;-6;-18;183.0;-473.0;13;37;661
-138.0;-2;-13;163.0;-463.0;17;3;658
-156.0;-29;24;156.0;-469.0;24;16;656
-136.0;-28;12;167.0;-450.0;17;15;658
-128.0;-3;-6;168.0;-480.0;17;-16;655
-107.0;15;18;168.0;-464.0;21;3;655
-129.0;3;-11;193.0;-490.0;22;-31;650
-129.0;-5;17;162.0;-463.0;18;19;655
-127.0;-2;6;167.0;-464.0;19;-34;653
-119.0;-10;-20;197.0;-478.0;21;16;654
-111.0;-7;0;194.0;-474.0;24;17;650
-139.0;24;-9;232.0;-492.0;19;-7;654
-139.0;28;11;185.0;-489.0;17;5;652
-119.0;8;13;168.0;-500.0;17;26;658
-125.0;6;13;119.0;-504.0;16;23;660
-128.0;15;3;139.0;-482.0;18;18;653
-128.0;9;31;168.0;-464.0;24;-41;651
-135.0;10;-13;177.0;-438.0;14;-14;657
-123.0;-9;5;128.0;-500.0;22;-63;652
-135.0;-1;-11;165.0;-470.0;21;-9;654
-135.0;20;4;148.0;-450.0;16;27;654
-107.0;-11;30;129.0;-509.0;17;-44;658
-120.0;-16;-18;140.0;-444.0;17;-54;661
-93.0;-2;54;147.0;-468.0;23;-26;656
-96.0;-10;48;148.0;-463.0;17;-43;662
-116.0;-45;0;150.0;-461.0;12;-73;661
-117.0;12;21;169.0;-462.0;19;-40;655
-100.0;-6;1;161.0;-485.0;26;-31;652
-90.0;7;15;152.0;-480.0;14;-40;657
-92.0;31;2;140.0;-440.0;21;-1;653
-106.0;3;-13;131.0;-451.0;19;28;656
-104.0;-15;-3;119.0;-451.0;16;40;657
-105.0;-32;2;138.0;-458.0;23;34;656
-106.0;38;-1;139.0;-453.0;21;22;651
-108.0;3;-10;115.0;-490.0;23;21;653
-98.0;9;24;138.0;-432.0;19;14;660
-117.0;20;21;108.0;-530.0;19;18;655
-105.0;12;14;91.0;-513.0;14;4;658
-110.0;-14;-8;88.0;-505.0;20;-1;655
-108.0;-34;-26;113.0;-498.0;20;8;653
-131.0;-7;-9;117.0;-460.0;17;19;654
-109.0;-31;-16;150.0;-461.0;19;-33;655
-131.0;1;24;125.0;-463.0;16;29;661
-108.0;-24;39;159.0;-497.0;18;6;655
-101.0;11;-10;144.0;-488.0;28;-41;651
-97.0;-2;13;122.0;-474.0;22;-14;652
-139.0;2;-24;112.0;-459.0;9;0;662
-94.0;-7;11;101.0;-517.0;16;-8;655
-127.0;40;-38;132.0;-460.0;34;-16;645
-141.0;13;-43;132.0;-443.0;35;4;638
-97.0;10;-29;89.0;-520.0;18;-13;658
-136.0;-9;28;101.0;-481.0;20;-7;650
-137.0;-8;15;112.0;-452.0;21;27;652
-144.0;-14;33;122.0;-451.0;17;26;652
-136.0;-7;17;110.0;-476.0;18;-18;659
-97.0;1;18;89.0;-510.0;18;-10;658
-143.0;9;2;159.0;-458.0;23;11;648
-127.0;7;14;142.0;-460.0;19;-23;655
-134.0;-10;14;121.0;-444.0;18;5;658
-136.0;-2;14;144.0;-459.0;17;19;660
-144.0;5;2;133.0;-449.0;18;10;656
-101.0;2;-10;112.0;-476.0;18;-21;660
-139.0;19;28;167.0;-445.0;25;35;654
-128.0;-16;0;168.0;-459.0;21;20;655
-114.0;-33;1;177.0;-445.0;24;-24;652
-114.0;-14;26;115.0;-459.0;17;28;659
-99.0;-9;3;116.0;-444.0;16;-4;660
-100.0;-11;2;137.0;-454.0;21;16;656
-102.0;-26;9;133.0;-447.0;20;-12;658
-117.0;-11;-19;184.0;-446.0;20;-4;652
-109.0;2;-5;175.0;-449.0;14;25;658
-118.0;1;-4;179.0;-473.0;21;31;656
-90.0;-6;23;151.0;-470.0;16;5;660
-118.0;39;-16;128.0;-439.0;14;-7;657
-108.0;-13;26;144.0;-448.0;24;27;649
-122.0;20;20;166.0;-439.0;22;-4;650
-86.0;8;11;158.0;-456.0;21;9;651
-88.0;18;2;168.0;-465.0;18;-24;658
-118.0;20;-12;143.0;-471.0;16;12;657
-94.0;0;14;167.0;-463.0;20;17;656
-109.0;-11;30;158.0;-465.0;23;24;652
-118.0;16;-21;173.0;-491.0;17;10;654
-112.0;0;28;108.0;-461.0;22;-38;651
-115.0;14;-6;137.0;-448.0;22;-8;655
-65.0;-2;37;146.0;-483.0;20;21;651
-116.0;6;-7;148.0;-446.0;17;-20;658
-110.0;30;3;158.0;-462.0;22;-13;652
-116.0;-8;0;170.0;-452.0;24;-29;649
-93.0;20;-9;148.0;-448.0;18;-4;656
-109.0;26;-1;141.0;-458.0;19;1;657
-105.0;25;22;136.0;-444.0;14;1;659
-114.0;32;-4;134.0;-455.0;14;-9;659
-116.0;22;26;153.0;-440.0;21;-1;651
-110.0;2;5;152.0;-447.0;19;32;653
-107.0;-14;-9;139.0;-469.0;13;-4;658
-114.0;-11;25;139.0;-434.0;21;-2;658
-91.0;2;-3;156.0;-445.0;16;-23;659
-112.0;10;-5;139.0;-456.0;22;11;654
-99.0;0;-19;137.0;-445.0;19;21;654
-122.0;-2;-9;122.0;-462.0;26;12;651
-96.0;-1;-18;147.0;-457.0;14;-32;660
-108.0;19;-2;150.0;-472.0;19;0;656
-117.0;-3;-8;166.0;-470.0;15;-22;658
-118.0;-24;22;172.0;-452.0;15;11;655
-101.0;9;-49;171.0;-449.0;20;-48;653
-96.0;20;2;145.0;-474.0;18;-4;656
-109.0;5;-19;149.0;-435.0;17;-18;656
-120.0;-18;4;129.0;-438.0;17;-40;656
-114.0;-13;9;139.0;-457.0;20;-5;654
-93.0;21;10;134.0;-439.0;18;-32;653
-124.0;10;12;147.0;-464.0;18;27;656
-109.0;4;2;127.0;-460.0;19;-20;655
-115.0;0;3;130.0;-453.0;17;-23;661
-106.0;27;22;109.0;-454.0;20;6;653
-94.0;17;-6;119.0;-471.0;23;-27;656
-125.0;1;13;100.0;-456.0;17;-25;660
-114.0;-23;5;99.0;-459.0;13;-20;661
-133.0;23;34;115.0;-460.0;15;-21;660
-120.0;-16;16;126.0;-441.0;23;-10;652
-100.0;-10;-10;125.0;-440.0;22;4;656
-83.0;4;-14;150.0;-430.0;14;13;659
-100.0;-12;10;128.0;-474.0;18;7;653
-101.0;26;16;128.0;-445.0;20;44;653
-101.0;-2;-3;149.0;-457.0;20;-14;659
-109.0;-1;5;134.0;-430.0;20;-4;657
-111.0;-19;23;128.0;-448.0;21;-4;654
-97.0;-7;1;129.0;-440.0;19;0;654
-97.0;-6;-12;131.0;-454.0;20;-2;650
-146.0;12;3;110.0;-450.0;18;36;657
-137.0;-16;11;136.0;-437.0;17;0;657
-101.0;19;20;118.0;-472.0;19;-19;655
-99.0;4;-14;139.0;-441.0;22;25;650
-105.0;0;-28;115.0;-439.0;19;22;652
-153.0;10;11;125.0;-439.0;16;-6;659
-127.0;10;-9;132.0;-441.0;18;7;658
-143.0;10;-10;133.0;-432.0;20;5;655
-131.0;-17;9;139.0;-453.0;22;8;653
-118.0;33;31;135.0;-495.0;18;10;655
-118.0;32;28;137.0;-450.0;17;37;656
-126.0;-7;12;130.0;-439.0;21;20;655
-136.0;-7;7;152.0;-458.0;16;36;657
-119.0;-24;1;134.0;-502.0;20;45;656
-108.0;-8;20;163.0;-447.0;19;10;656
-113.0;0;-8;145.0;-435.0;18;14;660
-115.0;-1;-21;109.0;-445.0;23;6;652
-110.0;4;-19;109.0;-451.0;18;-5;655
-122.0;-3;18;158.0;-441.0;20;-4;652
-116.0;16;-14;132.0;-429.0;20;-11;656
-124.0;10;-20;169.0;-441.0;23;8;656
-121.0;13;2;137.0;-444.0;16;-27;660
-100.0;19;-19;118.0;-451.0;21;1;655
-121.0;26;-23;146.0;-434.0;35;-4;635
-92.0;-2;43;146.0;-477.0;34;47;638
-90.0;-2;12;148.0;-460.0;32;26;639
-123.0;-9;9;149.0;-430.0;16;-13;653
-106.0;6;5;119.0;-451.0;24;9;655
-113.0;-11;25;137.0;-437.0;14;3;658
-121.0;11;5;129.0;-435.0;17;21;658
-106.0;-8;10;147.0;-459.0;13;-1;660
-121.0;16;-31;143.0;-449.0;21;-7;654
-99.0;3;21;157.0;-458.0;15;17;657
-94.0;-5;47;166.0;-435.0;22;-10;657
-109.0;11;11;157.0;-450.0;20;-24;657
-131.0;-12;26;142.0;-460.0;20;-24;656
-94.0;26;7;98.0;-449.0;26;-13;654
45.0;-24;23;153.0;-659.0;18;-64;660
-144.0;3;24;245.0;-412.0;25;55;666
-100.0;16;14;132.0;-409.0;22;11;652
-109.0;26;-35;116.0;-428.0;20;14;657
-45.0;1;6;171.0;-411.0;14;-9;675
-182.0;-96;-337;422.0;-455.0;103;9;573
-65.0;-34;4;204.0;-421.0;21;-6;667
-98.0;-15;13;109.0;-417.0;21;13;653
-122.0;-2;2;146.0;-400.0;21;-7;657
-137.0;20;-13;168.0;-410.0;20;17;669
-133.0;-4;0;158.0;-394.0;15;18;671
-43.0;1;-2;206.0;-414.0;20;22;663
-82.0;-5;-10;168.0;-412.0;19;37;664
-101.0;3;-22;81.0;-426.0;19;-4;654
-430.0;1946;-4660;-80.0;-443.0;97;-202;786
-111.0;-42;-31;595.0;-624.0;64;85;681
-83.0;-17;9;198.0;-397.0;23;-4;663
-111.0;-24;8;128.0;-407.0;16;-34;659
-100.0;6;2;277.0;-407.0;17;1;668
-90.0;-12;-28;199.0;-402.0;16;41;671
18.0;6;16;276.0;-578.0;28;28;654
-114.0;3;20;179.0;-406.0;19;12;663
-89.0;2;-20;168.0;-394.0;21;18;666
-21.0;-23;6;89.0;-390.0;16;14;662
-227.0;37;43;514.0;-513.0;21;87;667
-166.0;14;34;399.0;-614.0;22;17;656
-80.0;-24;11;199.0;-410.0;18;9;669
-105.0;12;6;143.0;-412.0;20;-15;657
-83.0;-12;-23;207.0;-401.0;12;-5;673
-74.0;8;-14;196.0;-402.0;15;12;671
-123.0;13;12;129.0;-409.0;20;-2;657
-116.0;9;3;111.0;-410.0;21;3;659
-119.0;5;-7;149.0;-400.0;16;3;658
-117.0;5;15;136.0;-400.0;15;26;656
-126.0;-39;3;143.0;-409.0;17;-10;658
-119.0;-6;-2;148.0;-414.0;16;-41;656
-109.0;27;9;150.0;-427.0;17;-34;656
-105.0;20;13;129.0;-426.0;21;-3;658
-123.0;-13;-1;123.0;-404.0;24;-17;652
-108.0;14;4;109.0;-438.0;21;-19;653
-100.0;-20;-13;135.0;-426.0;16;-36;656
-109.0;20;4;111.0;-430.0;17;-33;654
-100.0;19;33;148.0;-421.0;23;31;652
-95.0;-38;-10;107.0;-449.0;14;39;666
-105.0;-4;48;129.0;-425.0;18;6;655
-131.0;-18;20;131.0;-430.0;21;22;653
-115.0;-21;19;140.0;-407.0;21;27;656
-110.0;10;33;132.0;-420.0;22;-18;653
