InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE Body_Ax
-7;800;-177;-162;-7;-66.0;106.0;16.0;14;-2;276
11;793;-178;-162;11;-61.0;-121.0;-62.0;18;-4;281
2;798;-178;-162;2;-114.0;-42.0;-28.0;-19;2;279
1;797;-177;-162;1;-60.0;73.0;-60.0;5;-1;280
-23;794;-177;-162;-23;4.0;72.0;10.0;-25;1;281
8;796;-178;-162;8;-94.0;-97.0;57.0;-20;-1;280
-13;796;-177;-162;-13;-125.0;2.0;63.0;-6;-3;278
13;798;-177;-162;13;-54.0;-44.0;107.0;-12;0;287
15;797;-177;-162;15;-47.0;55.0;4.0;-16;-8;286
-17;799;-177;-162;-17;-50.0;7.0;-67.0;-12;-3;290
-30;805;-180;-157;-30;-72.0;26.0;41.0;-10;-3;273
23;803;-174;-159;23;-15.0;-35.0;131.0;-3;-8;267
48;795;-174;-159;48;-30.0;-11.0;-5.0;-39;-1;273
27;796;-174;-158;27;-91.0;-86.0;86.0;22;4;293
7;795;-174;-158;7;-121.0;-71.0;72.0;57;2;296
-8;798;-174;-158;-8;-117.0;-41.0;78.0;9;2;298
-28;797;-174;-158;-28;-100.0;-45.0;82.0;-22;-4;286
-18;800;-174;-158;-18;-95.0;-38.0;81.0;1;-3;292
-26;797;-174;-158;-26;-61.0;-33.0;18.0;35;0;291
-8;798;-174;-158;-8;-61.0;-28.0;55.0;7;-2;293
9;795;-174;-158;9;-59.0;-2.0;37.0;-6;-2;297
8;797;-174;-158;8;-65.0;-21.0;33.0;-32;-7;293
-11;797;-174;-158;-11;-59.0;-17.0;32.0;4;0;292
-76;798;-177;-159;-76;19.0;-33.0;0.0;27;0;304
43;799;-174;-158;43;-57.0;0.0;-9.0;45;3;290
38;800;-174;-158;38;-50.0;0.0;-15.0;14;1;288
8;805;-174;-158;8;-46.0;-28.0;4.0;11;1;285
-21;808;-174;-158;-21;-10.0;-2.0;-24.0;-10;5;292
-28;804;-174;-158;-28;-69.0;23.0;-32.0;-31;2;292
9;799;-174;-158;9;-67.0;24.0;-21.0;3;1;284
-30;793;-174;-158;-30;-55.0;9.0;-16.0;10;5;295
-40;803;-174;-158;-40;-30.0;1.0;-24.0;5;-1;294
-19;800;-174;-158;-19;-42.0;7.0;38.0;-34;3;290
-5;799;-174;-158;-5;-86.0;33.0;1.0;10;2;294
-10;801;-174;-158;-10;-67.0;5.0;-9.0;0;6;283
1;799;-174;-158;1;-51.0;13.0;-1.0;17;1;285
-1;796;-174;-158;-1;-48.0;-2.0;-11.0;5;-1;287
3;796;-174;-158;3;-8.0;15.0;-13.0;-20;2;283
-19;800;-174;-158;-19;-68.0;-11.0;12.0;17;0;286
-4;793;-174;-158;-4;-61.0;-21.0;-2.0;-37;1;286
-30;796;-174;-158;-30;-12.0;-1.0;-9.0;22;2;287
-24;798;-174;-158;-24;-29.0;-36.0;-1.0;-4;-4;288
5;800;-174;-158;5;-43.0;-50.0;10.0;2;-1;282
10;803;-174;-158;10;-73.0;-62.0;-34.0;-11;0;294
8;798;-174;-158;8;-9.0;-32.0;-11.0;0;2;286
9;799;-174;-158;9;-31.0;-29.0;17.0;2;2;288
-11;792;-174;-158;-11;-17.0;0.0;-15.0;19;1;291
13;797;-174;-158;13;-26.0;5.0;14.0;-13;-1;294
-4;808;-179;-157;-4;-36.0;20.0;22.0;-4;0;273
-6;806;-179;-157;-6;-21.0;50.0;5.0;16;-1;272
11;806;-179;-157;11;-42.0;-84.0;8.0;23;2;272
28;805;-179;-157;28;-48.0;31.0;-6.0;24;0;267
-13;811;-180;-157;-13;-9.0;41.0;0.0;-4;2;267
-1;809;-180;-157;-1;-25.0;6.0;-27.0;-11;-1;269
-22;807;-179;-157;-22;-42.0;23.0;0.0;-20;2;263
-36;778;-176;-160;-36;-8.0;73.0;7.0;12;1;299
-7;777;-176;-160;-7;-31.0;94.0;66.0;31;-10;301
-26;775;-176;-160;-26;28.0;51.0;0.0;28;0;300
-44;774;-176;-160;-44;-63.0;-97.0;9.0;17;-2;298
-40;775;-176;-160;-40;-55.0;-84.0;53.0;24;-1;299
-6;776;-176;-160;-6;-47.0;-127.0;15.0;-55;1;300
-8;773;-176;-160;-8;9.0;-2.0;32.0;13;-4;295
21;770;-176;-159;21;-82.0;-10.0;92.0;41;-2;300
-24;643;-179;-152;-24;-36.0;35.0;5.0;88;5;396
-25;807;-179;-157;-25;-10.0;11.0;-2.0;-3;6;268
-1;804;-179;-157;-1;-23.0;0.0;-4.0;4;3;270
-10;807;-180;-157;-10;-44.0;9.0;-8.0;-10;1;272
24;804;-179;-157;24;0.0;-4.0;18.0;-25;0;271
-16;809;-180;-157;-16;21.0;-2.0;-12.0;-7;1;265
-26;808;-179;-157;-26;23.0;26.0;7.0;-27;2;268
66;802;-176;-160;66;-89.0;-84.0;38.0;-12;19;325
19;804;-178;-160;19;-116.0;-50.0;-1.0;0;22;321
4;809;-179;-157;4;13.0;35.0;23.0;-2;-2;268
6;806;-179;-157;6;-22.0;-2.0;0.0;-7;1;270
12;805;-179;-157;12;-38.0;-18.0;20.0;-9;0;261
19;804;-180;-157;19;-11.0;-2.0;25.0;-56;1;272
-19;805;-179;-157;-19;-30.0;-4.0;-21.0;12;3;270
-10;806;-179;-157;-10;-1.0;-23.0;22.0;-16;1;268
21;806;-175;-163;21;-5.0;22.0;-5.0;-33;7;265
5;815;-176;-163;5;49.0;-19.0;-11.0;-22;-4;263
20;809;-176;-163;20;22.0;36.0;11.0;-11;-1;263
23;802;-176;-163;23;-12.0;5.0;-3.0;-13;-2;272
-18;807;-176;-163;-18;-26.0;24.0;16.0;11;-5;265
4;811;-176;-163;4;-28.0;23.0;1.0;11;-4;267
-29;807;-176;-163;-29;-25.0;67.0;10.0;-31;-1;267
29;811;-176;-163;29;-54.0;85.0;16.0;9;-4;264
12;807;-176;-163;12;-45.0;-46.0;67.0;-12;-5;263
-15;807;-176;-163;-15;-56.0;-16.0;26.0;-10;-6;263
22;807;-176;-163;22;-85.0;50.0;68.0;-23;-6;264
-2;810;-176;-163;-2;-86.0;1.0;37.0;10;-3;266
43;812;-176;-163;43;54.0;-85.0;2.0;-11;-7;265
-35;805;-177;-155;-35;2.0;-33.0;-31.0;-13;-6;259
-6;811;-177;-155;-6;-13.0;50.0;-12.0;4;4;268
-41;804;-177;-155;-41;-20.0;20.0;-2.0;54;0;268
-14;807;-177;-155;-14;-1.0;-45.0;16.0;3;-10;268
-3;810;-177;-155;-3;-10.0;-94.0;23.0;-10;-14;270
-14;813;-177;-155;-14;-3.0;-76.0;13.0;-10;1;265
-29;813;-177;-156;-29;36.0;28.0;22.0;-12;0;267
-15;804;-177;-155;-15;25.0;15.0;-5.0;-9;6;264
-13;795;-177;-162;-13;52.0;-15.0;-14.0;30;32;246
-8;748;-178;-156;-8;-73.0;-54.0;25.0;64;-6;302
-18;816;-178;-156;-18;39.0;56.0;-1.0;19;-5;272
21;787;-178;-156;21;-157.0;-68.0;80.0;-14;1;293
-25;799;-178;-156;-25;-138.0;14.0;69.0;5;13;287
-6;801;-178;-156;-6;-121.0;-96.0;70.0;-15;3;282
-10;800;-178;-156;-10;-91.0;-90.0;15.0;-7;3;283
-4;801;-178;-156;-4;-63.0;-21.0;-9.0;-16;3;282
-1;805;-178;-156;-1;-132.0;66.0;23.0;17;7;277
3;799;-177;-157;3;-100.0;7.0;-68.0;24;2;290
13;795;-177;-157;13;-72.0;-29.0;-82.0;-1;6;295
13;795;-177;-157;13;4.0;-40.0;-73.0;-1;6;295
13;794;-177;-156;13;-22.0;-38.0;-85.0;-3;7;294
12;795;-177;-156;12;-54.0;8.0;-50.0;2;7;295
15;793;-177;-156;15;-60.0;25.0;-38.0;-6;9;294
8;796;-177;-157;8;-16.0;24.0;-50.0;7;8;295
-8;801;-177;-157;-8;5.0;12.0;-36.0;29;8;295
0;794;-177;-157;0;-50.0;0.0;-10.0;3;7;294
5;791;-176;-156;5;-39.0;38.0;-1.0;-6;2;293
6;792;-176;-156;6;-50.0;42.0;13.0;-7;1;293
-5;793;-176;-157;-5;-48.0;40.0;-1.0;6;0;295
0;793;-176;-156;0;-44.0;30.0;-27.0;18;-3;300
4;793;-176;-156;4;-53.0;12.0;-19.0;0;0;298
-26;798;-176;-156;-26;-37.0;-7.0;-17.0;0;4;293
-13;795;-176;-157;-13;-80.0;-8.0;-10.0;-4;0;295
-10;785;-176;-157;-10;-37.0;-43.0;-1.0;-24;4;297
14;794;-176;-156;14;-33.0;-16.0;27.0;-12;3;298
27;797;-176;-156;27;-35.0;-42.0;-3.0;-14;-2;299
23;796;-176;-156;23;-12.0;-26.0;14.0;-5;-1;298
33;797;-176;-157;33;-61.0;-16.0;3.0;9;6;299
-1;797;-176;-157;-1;-27.0;-32.0;-7.0;9;2;293
-12;796;-176;-156;-12;-3.0;-56.0;-11.0;8;3;292
-4;797;-176;-156;-4;-46.0;-47.0;-1.0;13;1;292
-12;795;-176;-156;-12;-49.0;-21.0;11.0;1;4;294
-19;794;-176;-157;-19;-29.0;-49.0;-3.0;-24;2;294
-37;801;-176;-157;-37;-14.0;-17.0;23.0;-22;-3;287
-5;799;-176;-156;-5;-23.0;-4.0;38.0;-17;6;287
-13;798;-176;-156;-13;-7.0;1.0;43.0;-14;0;293
-44;796;-176;-156;-44;-19.0;-4.0;75.0;-42;4;303
-11;799;-176;-157;-11;-16.0;30.0;100.0;9;1;291
32;797;-176;-157;32;-8.0;-4.0;109.0;-18;4;295
18;795;-179;-162;18;-170.0;-25.0;-1.0;33;-3;279
33;799;-179;-162;33;-17.0;39.0;82.0;-2;2;278
-24;797;-179;-162;-24;36.0;18.0;-18.0;7;2;279
44;798;-179;-162;44;-53.0;42.0;42.0;-16;-1;277
-24;797;-179;-162;-24;-17.0;48.0;36.0;10;0;283
15;794;-179;-162;15;-3.0;20.0;1.0;-2;-1;280
21;799;-179;-162;21;-21.0;25.0;5.0;-11;3;277
10;795;-179;-162;10;-21.0;41.0;16.0;1;3;279
-2;795;-179;-162;-2;-45.0;59.0;46.0;2;0;277
9;797;-179;-162;9;-62.0;29.0;40.0;-20;0;274
3;797;-179;-162;3;-19.0;33.0;63.0;-33;1;285
-1;797;-179;-162;-1;-51.0;-30.0;-3.0;-37;1;285
5;797;-179;-162;5;-25.0;-14.0;32.0;-5;-3;278
-13;801;-179;-162;-13;-53.0;21.0;58.0;16;3;277
14;801;-179;-162;14;-34.0;3.0;44.0;-12;-1;275
-18;793;-179;-162;-18;-62.0;38.0;75.0;-42;-9;279
18;801;-179;-162;18;-20.0;33.0;24.0;8;-1;274
25;802;-179;-162;25;-40.0;42.0;11.0;17;-2;277
14;801;-179;-162;14;-21.0;4.0;-5.0;-21;3;277
12;795;-179;-162;12;-23.0;34.0;23.0;-2;-6;283
15;798;-179;-162;15;-24.0;41.0;14.0;-5;-5;273
3;799;-179;-162;3;-21.0;-31.0;2.0;10;-1;273
28;794;-179;-162;28;-52.0;9.0;-22.0;9;2;279
17;787;-179;-162;17;-61.0;-13.0;-9.0;30;3;287
15;800;-179;-162;15;-25.0;-9.0;11.0;-12;3;273
22;811;-177;-160;22;-117.0;52.0;42.0;10;7;247
28;812;-177;-160;28;-86.0;-30.0;73.0;6;-1;247
-9;805;-177;-160;-9;-47.0;-13.0;79.0;25;1;245
-1;777;-175;-157;-1;-123.0;37.0;46.0;21;-3;326
-11;809;-174;-162;-11;32.0;-75.0;14.0;17;-5;265
14;804;-174;-162;14;32.0;3.0;-18.0;3;-1;259
-30;803;-174;-163;-30;15.0;-26.0;-13.0;-10;-1;259
1;807;-174;-162;1;-25.0;-2.0;2.0;7;6;250
23;809;-174;-162;23;-16.0;-75.0;-20.0;11;6;247
-1;805;-174;-162;-1;-2.0;-19.0;-6.0;12;8;253
4;801;-174;-162;4;4.0;-39.0;-7.0;25;3;258
0;803;-174;-162;0;42.0;-52.0;2.0;15;-1;256
12;806;-174;-162;12;18.0;-104.0;-13.0;-2;6;252
-12;800;-174;-162;-12;42.0;-51.0;-1.0;-4;2;256
-45;797;-174;-162;-45;-1.0;-84.0;-8.0;-13;0;259
-17;801;-174;-162;-17;-69.0;-123.0;27.0;-29;1;257
-1;807;-173;-162;-1;-65.0;36.0;-51.0;-26;-2;265
-4;806;-173;-162;-4;-107.0;28.0;-41.0;-6;1;258
41;804;-173;-162;41;-46.0;-16.0;-73.0;19;15;251
7;804;-178;-156;7;-104.0;-111.0;70.0;-20;-5;276
6;799;-178;-156;6;-81.0;-75.0;50.0;-32;2;273
23;806;-178;-156;23;-80.0;-64.0;37.0;-23;0;280
28;807;-178;-156;28;-42.0;-25.0;25.0;-25;3;281
-18;805;-178;-156;-18;6.0;40.0;2.0;1;-2;281
-27;807;-178;-156;-27;15.0;26.0;-19.0;9;-3;281
-10;801;-178;-156;-10;24.0;57.0;-4.0;0;-10;283
44;808;-178;-156;44;28.0;70.0;4.0;-40;2;279
32;808;-178;-156;32;29.0;39.0;4.0;-27;-3;278
-8;803;-178;-156;-8;15.0;25.0;6.0;-25;1;281
-18;803;-178;-156;-18;23.0;6.0;-17.0;9;2;280
-24;802;-178;-156;-24;43.0;3.0;8.0;14;3;279
-9;797;-178;-156;-9;-42.0;6.0;13.0;-10;3;278
13;802;-177;-159;13;-16.0;-82.0;130.0;25;-2;293
-4;798;-178;-156;-4;-26.0;13.0;50.0;-17;7;279
-8;800;-178;-156;-8;-64.0;14.0;54.0;-6;2;279
-19;805;-178;-156;-19;-81.0;21.0;78.0;-5;-1;281
-15;805;-178;-156;-15;-110.0;21.0;79.0;-2;5;281
17;807;-178;-156;17;-70.0;-2.0;140.0;-4;3;276
22;804;-178;-156;22;-83.0;-8.0;128.0;3;-3;279
-2;807;-178;-156;-2;-34.0;-39.0;67.0;5;0;278
11;802;-178;-156;11;-22.0;-73.0;24.0;39;-5;287
-9;801;-178;-156;-9;4.0;-62.0;-56.0;-16;8;282
-5;804;-178;-156;-5;-41.0;27.0;118.0;21;3;279
-10;801;-178;-156;-10;-62.0;-9.0;65.0;20;2;281
0;805;-178;-156;0;-116.0;-5.0;81.0;6;-3;281
-14;808;-178;-156;-14;-121.0;23.0;65.0;5;-5;279
54;795;-186;-156;54;26.0;-6.0;3.0;-14;1;265
34;812;-174;-161;34;-78.0;-102.0;83.0;-30;-12;279
10;811;-174;-161;10;-77.0;-116.0;81.0;26;-4;278
-11;809;-174;-161;-11;-12.0;-80.0;2.0;10;-1;279
21;794;-175;-160;21;-41.0;-19.0;138.0;6;-10;277
24;803;-176;-159;24;-78.0;5.0;54.0;-8;-6;301
64;799;-176;-159;64;-13.0;6.0;32.0;-19;-6;310
-7;799;-176;-159;-7;12.0;26.0;-57.0;-11;-6;306
-8;803;-176;-159;-8;-11.0;-7.0;-52.0;3;-1;308
-12;804;-176;-159;-12;-50.0;-64.0;-16.0;20;4;308
-20;799;-176;-159;-20;-60.0;-96.0;74.0;-10;-1;305
-5;801;-177;-159;-5;33.0;-57.0;64.0;-10;1;302
-4;801;-176;-159;-4;59.0;-50.0;-14.0;26;-1;303
-6;798;-176;-159;-6;-30.0;6.0;-49.0;17;6;310
-7;798;-176;-159;-7;-93.0;-12.0;-45.0;23;4;308
-6;795;-176;-159;-6;26.0;12.0;-44.0;21;-4;311
33;798;-177;-159;33;-75.0;-69.0;73.0;13;-9;306
24;801;-177;-159;24;46.0;17.0;38.0;12;-2;303
-29;798;-176;-159;-29;-58.0;17.0;-1.0;-39;0;309
23;799;-176;-159;23;-131.0;70.0;35.0;0;-2;302
16;804;-176;-159;16;-101.0;-12.0;84.0;-7;-3;306
-9;797;-176;-159;-9;-78.0;-67.0;66.0;12;-6;304
-7;801;-176;-159;-7;-27.0;-102.0;68.0;2;5;304
2;797;-176;-159;2;-12.0;-126.0;38.0;-10;0;306
4;799;-176;-159;4;-21.0;-54.0;69.0;56;0;299
13;797;-176;-159;13;-52.0;10.0;74.0;37;-1;310
3;797;-176;-159;3;-33.0;-85.0;69.0;-3;0;306
-27;797;-176;-159;-27;-3.0;42.0;-10.0;9;0;305
29;797;-176;-159;29;-6.0;-57.0;85.0;-31;5;308
-2;801;-176;-159;-2;-102.0;-121.0;68.0;1;-1;302
-9;797;-176;-159;-9;-5.0;-64.0;21.0;24;1;304
4;799;-176;-159;4;16.0;-51.0;15.0;10;0;305
22;799;-176;-159;22;3.0;-20.0;0.0;-2;1;303
37;797;-176;-159;37;-84.0;50.0;21.0;-4;0;301
37;801;-176;-159;37;-118.0;37.0;68.0;2;0;305
-5;797;-176;-159;-5;-110.0;-78.0;65.0;0;0;308
6;800;-176;-159;6;-39.0;-109.0;38.0;0;0;310
4;797;-176;-159;4;2.0;-116.0;-1.0;0;-3;309
-1;806;-177;-159;-1;-86.0;-60.0;96.0;5;-3;302
-5;803;-176;-159;-5;-22.0;31.0;3.0;-2;3;306
-10;804;-176;-159;-10;-16.0;20.0;22.0;32;-2;309
50;803;-177;-159;50;9.0;-99.0;-41.0;-26;-3;306
50;800;-177;-159;50;-48.0;-42.0;-72.0;16;5;305
25;801;-176;-159;25;-35.0;14.0;48.0;-20;1;310
1;801;-176;-159;1;3.0;14.0;41.0;-7;-1;311
-4;801;-176;-159;-4;-43.0;72.0;65.0;12;0;309
7;803;-176;-159;7;-41.0;50.0;44.0;0;1;313
-12;802;-176;-159;-12;-4.0;25.0;36.0;-8;-3;316
3;803;-176;-159;3;45.0;27.0;34.0;11;-2;311
7;803;-176;-159;7;-10.0;19.0;24.0;29;-4;305
8;803;-176;-159;8;44.0;19.0;-3.0;33;-1;315
0;802;-176;-159;0;58.0;43.0;29.0;9;0;313
7;801;-176;-159;7;-35.0;9.0;16.0;21;-3;310
35;801;-176;-159;35;-3.0;62.0;21.0;22;-4;310
11;800;-176;-159;11;-42.0;41.0;52.0;20;4;310
-4;802;-176;-159;-4;-40.0;-7.0;50.0;35;-1;310
30;799;-177;-159;30;29.0;-31.0;-33.0;8;-3;299
-13;797;-177;-159;-13;-30.0;-21.0;2.0;18;2;300
4;803;-176;-159;4;-78.0;7.0;23.0;11;-2;310
35;805;-176;-159;35;-45.0;-27.0;12.0;-9;1;308
1;798;-177;-159;1;-53.0;80.0;17.0;-19;-1;300
5;800;-177;-159;5;-125.0;23.0;7.0;14;7;301
32;802;-177;-159;32;-45.0;27.0;8.0;-26;-2;300
22;805;-177;-160;22;-43.0;56.0;61.0;-20;-1;298
7;800;-176;-159;7;-14.0;-11.0;25.0;19;1;308
10;802;-176;-159;10;-24.0;-10.0;-30.0;-9;-2;317
14;808;-176;-159;14;-52.0;40.0;-21.0;-17;-2;306
14;804;-177;-159;14;-5.0;34.0;15.0;-16;11;299
-27;803;-177;-160;-27;48.0;-4.0;46.0;8;6;302
23;800;-177;-159;23;-1.0;13.0;57.0;-34;10;306
-19;803;-177;-159;-19;-22.0;50.0;68.0;-2;4;304
13;804;-177;-159;13;-31.0;32.0;48.0;-1;-3;310
18;801;-177;-160;18;-43.0;14.0;28.0;0;-1;310
26;802;-176;-159;26;-62.0;48.0;-13.0;-25;-2;310
-27;799;-176;-159;-27;-61.0;52.0;-14.0;-48;0;308
-16;803;-176;-159;-16;31.0;75.0;16.0;-9;0;307
3;801;-176;-159;3;18.0;86.0;51.0;-18;-8;308
-28;792;-177;-159;-28;-141.0;5.0;54.0;2;3;314
-1;804;-176;-159;-1;35.0;50.0;0.0;23;2;306
21;798;-176;-159;21;35.0;-29.0;-21.0;11;-2;310
11;800;-176;-159;11;10.0;-37.0;-54.0;36;-2;304
2;802;-176;-159;2;19.0;-6.0;-71.0;-3;-1;314
-27;800;-176;-159;-27;-24.0;-3.0;9.0;-10;5;308
47;801;-177;-159;47;-52.0;-6.0;59.0;-11;-5;309
40;803;-177;-159;40;-71.0;-47.0;85.0;-38;6;305
-2;802;-176;-159;-2;-92.0;-3.0;51.0;9;-6;302
12;803;-177;-159;12;-60.0;-112.0;87.0;-3;1;302
16;801;-176;-159;16;-116.0;-22.0;106.0;20;3;306
16;801;-176;-159;16;37.0;5.0;36.0;-3;-5;314
-37;799;-177;-159;-37;-7.0;37.0;-2.0;-7;-5;310
4;803;-176;-159;4;-9.0;95.0;-30.0;-10;6;308
25;807;-177;-159;25;-49.0;58.0;52.0;30;-1;314
-8;796;-177;-159;-8;-73.0;17.0;19.0;13;2;312
42;797;-177;-159;42;55.0;60.0;-4.0;5;0;308
30;801;-177;-159;30;-18.0;45.0;13.0;42;-2;309
5;803;-177;-159;5;-43.0;-38.0;7.0;-5;-6;310
10;805;-177;-159;10;2.0;33.0;-13.0;-20;-3;306
0;802;-177;-159;0;23.0;0.0;17.0;-12;2;304
-5;803;-177;-159;-5;-90.0;19.0;41.0;-23;-8;302
3;802;-176;-159;3;11.0;64.0;-24.0;-9;-1;310
7;803;-177;-159;7;-37.0;-46.0;73.0;3;2;302
0;802;-177;-159;0;-83.0;-49.0;37.0;9;1;305
15;802;-177;-159;15;-139.0;-43.0;45.0;23;0;303
-5;799;-176;-159;-5;20.0;34.0;45.0;46;4;312
4;802;-177;-159;4;-66.0;-47.0;83.0;53;0;309
2;801;-177;-159;2;-35.0;-50.0;105.0;-30;-4;301
37;796;-177;-159;37;25.0;22.0;46.0;-3;-6;304
16;794;-177;-159;16;-3.0;78.0;64.0;41;-4;311
-12;802;-177;-159;-12;44.0;43.0;0.0;-17;-6;303
-17;807;-176;-159;-17;-142.0;-13.0;66.0;-20;6;310
-7;797;-177;-159;-7;-15.0;45.0;-8.0;-30;7;305
-27;801;-177;-159;-27;-58.0;-45.0;2.0;2;5;305
26;800;-176;-159;26;-139.0;-94.0;68.0;-14;5;310
-20;792;-177;-159;-20;24.0;4.0;-34.0;9;3;305
35;801;-177;-159;35;-10.0;17.0;-33.0;-31;1;301
0;807;-176;-159;0;-101.0;-20.0;33.0;20;-1;303
2;803;-176;-159;2;-74.0;4.0;9.0;11;4;307
-18;799;-176;-159;-18;-56.0;-3.0;35.0;-36;-2;309
6;798;-176;-159;6;-73.0;5.0;8.0;21;0;308
-2;805;-176;-159;-2;-9.0;15.0;-14.0;-13;-1;307
17;800;-176;-159;17;-5.0;40.0;-3.0;-20;0;308
9;798;-176;-159;9;46.0;-17.0;-48.0;20;2;308
17;800;-176;-159;17;-59.0;46.0;-70.0;28;-4;308
-20;806;-176;-159;-20;-58.0;29.0;-69.0;20;0;308
-18;806;-176;-159;-18;-125.0;-4.0;85.0;-1;-4;309
15;795;-176;-159;15;-74.0;-143.0;60.0;21;3;309
12;799;-176;-159;12;-120.0;-81.0;24.0;-19;-3;304
4;801;-176;-159;4;-75.0;-111.0;13.0;6;-2;305
28;803;-176;-159;28;-109.0;-134.0;19.0;26;-7;307
24;801;-176;-159;24;-77.0;-44.0;-10.0;-25;0;306
41;803;-176;-159;41;-55.0;-112.0;19.0;-36;-5;308
-3;800;-176;-159;-3;64.0;-16.0;66.0;-3;-4;316
20;801;-176;-159;20;-127.0;-47.0;80.0;-12;-8;306
17;801;-177;-159;17;-128.0;-113.0;48.0;-11;1;307
7;805;-177;-159;7;-23.0;49.0;-79.0;2;-10;303
15;803;-177;-159;15;-24.0;-67.0;-49.0;2;-3;307
18;802;-177;-159;18;-59.0;-28.0;5.0;49;-2;305
30;802;-177;-159;30;-69.0;-3.0;68.0;-14;-4;314
13;803;-177;-159;13;-76.0;-150.0;36.0;21;-3;306
17;803;-177;-159;17;-106.0;-9.0;89.0;-41;3;317
5;807;-177;-159;5;-89.0;-55.0;-15.0;-8;0;306
16;801;-177;-159;16;-65.0;-38.0;47.0;-20;2;307
-16;805;-177;-159;-16;-36.0;32.0;30.0;25;0;306
12;801;-177;-159;12;-146.0;-24.0;2.0;9;3;311
-1;809;-180;-157;-1;-49.0;102.0;43.0;-12;2;269
10;784;-173;-161;10;122.0;9.0;-770.0;-52;9;268
-51;801;-180;-174;-51;-58.0;21.0;-9.0;-34;-2;273
1;795;-178;-162;1;-264.0;-291.0;-128.0;-21;-4;285
21;805;-177;-159;21;-169.0;-38.0;60.0;-21;0;307
-13;798;-178;-156;-13;-240.0;-109.0;102.0;19;1;286
-62;789;-176;-171;-62;-93.0;-107.0;-1.0;-75;-40;395
-16;807;-177;-159;-16;-161.0;-85.0;56.0;-11;2;305
-45;803;-177;-159;-45;97.0;-100.0;-29.0;10;0;301
-36;801;-177;-159;-36;-139.0;26.0;22.0;27;4;302
-22;792;-178;-159;-22;145.0;-251.0;-256.0;5;-4;311
-39;793;-176;-156;-39;45.0;249.0;285.0;-11;-3;295
8;801;-177;-159;8;-184.0;-137.0;-5.0;-15;1;308
36;805;-177;-159;36;-143.0;-86.0;-66.0;4;18;305
-13;798;-177;-162;-13;-71.0;74.0;94.0;-27;-3;278
-17;798;-174;-161;-17;-205.0;-375.0;235.0;-14;8;281
5;788;-176;-156;5;110.0;-145.0;103.0;3;3;284
-19;794;-178;-162;-19;-79.0;83.0;102.0;-22;-5;285
37;803;-176;-159;37;-125.0;-150.0;101.0;9;-1;306
4;811;-180;-157;4;290.0;350.0;-141.0;-22;6;268
