InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4
-6.0;-353.0;598.0;297.0;320.0;583.0;-525.0
-103.0;-85.0;467.0;224.0;58.0;254.0;-474.0
-98.0;-91.0;460.0;253.0;57.0;255.0;-484.0
-88.0;-97.0;453.0;279.0;55.0;258.0;-492.0
-79.0;-103.0;446.0;303.0;54.0;262.0;-493.0
-46.0;67.0;660.0;-43.0;152.0;239.0;-663.0
-73.0;70.0;653.0;-70.0;120.0;257.0;-595.0
-43.0;57.0;670.0;-56.0;141.0;252.0;-526.0
-32.0;54.0;674.0;-54.0;145.0;248.0;-421.0
-32.0;53.0;676.0;-45.0;146.0;246.0;-344.0
-20.0;50.0;678.0;-37.0;150.0;247.0;-343.0
-18.0;47.0;679.0;-33.0;154.0;247.0;-342.0
-17.0;44.0;679.0;-27.0;157.0;248.0;-343.0
-15.0;38.0;679.0;-13.0;162.0;251.0;-341.0
-10.0;31.0;680.0;2.0;166.0;257.0;-339.0
-6.0;26.0;680.0;11.0;168.0;262.0;-343.0
-3.0;20.0;680.0;20.0;170.0;268.0;-345.0
1.0;15.0;680.0;30.0;173.0;276.0;-346.0
7.0;9.0;680.0;41.0;177.0;285.0;-345.0
21.0;-6.0;681.0;62.0;189.0;307.0;-350.0
160.0;45.0;796.0;135.0;75.0;511.0;-94.0
39.0;-41.0;683.0;97.0;221.0;351.0;-396.0
216.0;6.0;807.0;111.0;186.0;507.0;-158.0
-10.0;79.0;427.0;475.0;-215.0;264.0;-701.0
-30.0;-272.0;528.0;380.0;159.0;527.0;-442.0
-246.0;85.0;256.0;506.0;9.0;194.0;-158.0
-205.0;48.0;308.0;475.0;-71.0;240.0;-247.0
-366.0;381.0;33.0;75.0;-431.0;245.0;222.0
-444.0;181.0;11.0;354.0;-315.0;280.0;-128.0
-22.0;-261.0;528.0;381.0;147.0;525.0;-443.0
-20.0;-243.0;529.0;382.0;127.0;522.0;-450.0
-202.0;-113.0;296.0;554.0;107.0;390.0;-868.0
-228.0;-112.0;292.0;553.0;107.0;389.0;-829.0
-68.0;-134.0;429.0;368.0;52.0;286.0;-468.0
102.0;-266.0;702.0;130.0;473.0;528.0;-573.0
239.0;-446.0;756.0;22.0;689.0;626.0;-709.0
411.0;-564.0;797.0;-93.0;697.0;594.0;-865.0
63.0;-619.0;724.0;-233.0;646.0;642.0;-479.0
586.0;-590.0;750.0;-332.0;681.0;513.0;-802.0
-56.0;-135.0;423.0;392.0;41.0;310.0;-441.0
571.0;-634.0;-692.0;335.0;686.0;-573.0;-855.0
444.0;-132.0;-67.0;-645.0;304.0;-146.0;-93.0
219.0;-326.0;-205.0;9.0;242.0;-191.0;-141.0
-26.0;-223.0;529.0;383.0;104.0;520.0;-453.0
-55.0;-133.0;423.0;394.0;39.0;314.0;-437.0
-30.0;-212.0;530.0;383.0;88.0;518.0;-445.0
289.0;28.0;298.0;510.0;166.0;319.0;234.0
297.0;46.0;329.0;485.0;125.0;346.0;121.0
293.0;-27.0;270.0;539.0;223.0;276.0;124.0
277.0;-52.0;294.0;489.0;250.0;312.0;120.0
378.0;-10.0;318.0;526.0;381.0;331.0;130.0
275.0;-71.0;177.0;610.0;257.0;276.0;304.0
-56.0;-132.0;423.0;397.0;32.0;317.0;-433.0
-58.0;-123.0;422.0;400.0;31.0;319.0;-429.0
-125.0;-79.0;456.0;415.0;-83.0;405.0;-463.0
-69.0;-85.0;415.0;411.0;13.0;319.0;-420.0
-73.0;-76.0;413.0;414.0;27.0;316.0;-421.0
-75.0;-68.0;410.0;417.0;35.0;312.0;-422.0
-76.0;-60.0;406.0;421.0;42.0;306.0;-425.0
-284.0;-127.0;276.0;541.0;111.0;376.0;-604.0
-34.0;-212.0;530.0;382.0;88.0;517.0;-433.0
-284.0;-84.0;296.0;543.0;64.0;374.0;-817.0
-102.0;-18.0;376.0;437.0;30.0;285.0;-419.0
-234.0;-44.0;297.0;555.0;-17.0;379.0;-791.0
-243.0;-37.0;291.0;567.0;-33.0;370.0;-736.0
-262.0;-18.0;265.0;587.0;-52.0;349.0;-712.0
-140.0;9.0;358.0;459.0;15.0;269.0;-389.0
-157.0;61.0;328.0;517.0;23.0;164.0;-400.0
311.0;90.0;311.0;468.0;120.0;364.0;-73.0
339.0;71.0;275.0;488.0;138.0;343.0;-110.0
405.0;75.0;199.0;569.0;47.0;277.0;-110.0
-38.0;-220.0;529.0;381.0;103.0;515.0;-424.0
-43.0;-232.0;528.0;381.0;127.0;513.0;-418.0
120.0;-654.0;764.0;-22.0;644.0;642.0;-857.0
-129.0;-228.0;460.0;448.0;129.0;451.0;-498.0
197.0;-434.0;701.0;147.0;383.0;630.0;-743.0
127.0;-367.0;658.0;244.0;263.0;607.0;-622.0
-43.0;-218.0;542.0;342.0;114.0;534.0;-369.0
-54.0;-230.0;535.0;350.0;133.0;531.0;-347.0
-64.0;-241.0;528.0;360.0;151.0;530.0;-334.0
-69.0;-255.0;524.0;368.0;167.0;528.0;-330.0
-66.0;-263.0;527.0;373.0;180.0;526.0;-333.0
-84.0;-204.0;494.0;376.0;72.0;514.0;-385.0
-342.0;-166.0;239.0;538.0;141.0;370.0;-434.0
-162.0;-184.0;443.0;462.0;141.0;453.0;-350.0
-161.0;-185.0;446.0;458.0;143.0;455.0;-339.0
-147.0;-183.0;456.0;441.0;124.0;463.0;-312.0
-64.0;-267.0;529.0;373.0;187.0;525.0;-337.0
-62.0;-269.0;531.0;374.0;195.0;522.0;-343.0
-97.0;-198.0;488.0;382.0;66.0;505.0;-348.0
-63.0;-270.0;534.0;376.0;202.0;517.0;-352.0
-61.0;-268.0;534.0;379.0;203.0;513.0;-362.0
-48.0;-245.0;527.0;383.0;153.0;511.0;-410.0
-140.0;-181.0;461.0;429.0;86.0;477.0;-304.0
289.0;-121.0;141.0;627.0;319.0;234.0;285.0
-548.0;532.0;-615.0;498.0;-664.0;-350.0;731.0
-176.0;8.0;353.0;458.0;-118.0;293.0;-327.0
205.0;130.0;392.0;481.0;-6.0;398.0;337.0
433.0;-18.0;111.0;567.0;127.0;222.0;-56.0
-302.0;-79.0;324.0;538.0;-35.0;372.0;-56.0
329.0;72.0;303.0;528.0;185.0;353.0;-43.0
-274.0;-151.0;241.0;550.0;-43.0;215.0;-21.0
-381.0;-39.0;214.0;585.0;-64.0;309.0;-206.0
-277.0;118.0;205.0;534.0;-7.0;177.0;-100.0
-234.0;-198.0;354.0;503.0;48.0;434.0;-247.0
-92.0;-251.0;496.0;400.0;152.0;512.0;-576.0
